odour stim,19/03/2021 Female 7,22/03/2021 Male 1,22/03/2021 Male 2,22/03/2021 Male 7,22/03/2021 Female 11,29/03/2021 Female 3,29/03/2021 Female 5,31/03/2021 Female 1,31/03/2021 Female 4,31/03/2021 Female 9,31/03/2021 Female 10,31/03/2021 Female 13,08/04/2021 Female 1,08/04/2021 Female 5,08/04/2021 Female 7,08/04/2021 Female 8,08/04/2021 Female 9,08/04/2021 Female 13,08/04/2021 Female 14,08/04/2021 Female 15,28/06/2021 Male 14,28/06/2021 Male 15,28/06/2021 Male 16,28/06/2021 Male 18,02/07/2021 Male 1,05/07/2021 Male 1
,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT
5,11.9199,8.2062,10.388,18.9532,13.3695,12.4924,13.6999,5.5276,19.2687,7.003,14.4231,4.7242,8.7591,12.8571,11.9618,7.6315,19.9874,11.669,7.5485,5.6013,9.2307,6.1472,13.9194,4.862,3.5518,12.1664
5,11.9333,8.0041,11.6788,18.6677,14.1444,11.8846,13.3494,5.5639,19.5116,7.0305,13.9209,4.6797,8.5205,12.5191,11.9594,6.9858,20.2368,11.3083,6.9397,5.3807,9.1195,6.5141,12.5154,5.1661,2.9383,12.0402
5,11.8914,8.3044,11.9546,18.8188,13.3485,11.6661,13.8482,5.1174,19.1612,7.0795,14.3569,4.5974,8.748,11.1128,12.2357,7.2329,19.3633,10.7751,7.4107,5.1713,9.2994,6.4459,15.3791,5.2827,3.169,12.2405
5,11.8868,8.4015,11.254,17.225,13.3449,12.0881,13.7061,5.354,19.2315,7.1611,15.0687,4.9867,8.97,11.3668,10.6028,7.4337,19.1984,10.7194,7.5148,5.4206,9.3266,7.0353,16.094,5.0489,3.0207,12.4283
5,11.6017,8.8095,10.3997,15.4916,13.6557,11.7186,13.8425,5.2678,18.873,7.0615,15.441,5.2469,9.6889,14.238,12.2178,7.412,19.1341,11.1979,6.2429,5.36,9.0094,7.245,15.7755,4.9795,3.1477,12.5594
5,11.287,8.5249,11.1852,15.8923,13.3576,11.8063,13.7867,4.972,19.0643,6.886,14.5366,4.9167,9.3398,12.0763,10.9381,7.1564,18.8002,11.0846,6.9466,5.6683,9.4161,6.8545,15.9572,5.2613,3.0874,12.6232
5,11.6736,8.8957,10.5887,15.2984,13.7208,11.6138,13.2901,5.2482,19.0839,6.9796,14.599,4.5637,9.6166,9.3442,11.306,7.5281,19.1569,10.8203,7.017,5.7327,9.1515,7.713,15.7099,5.3008,3.5201,12.405
5,11.4297,8.6975,11.147,15.1543,13.5882,11.652,14.0081,5.026,19.1917,6.9416,15.014,4.5807,9.732,10.5778,11.7946,7.9512,18.778,10.75,7.2498,5.7775,9.0679,6.6874,16.0769,5.4146,3.1177,12.0966
5,11.2414,8.7176,10.7568,15.1495,13.1898,11.756,14.4886,5.1543,19.1439,6.9992,15.0591,4.5921,9.9842,12.6132,11.6699,8.2137,19.363,10.9656,7.3809,5.9235,9.1039,6.8167,15.8553,5.2116,2.6751,12.388
5.5,10.8105,8.6422,10.2904,15.9888,12.9037,11.9409,13.9042,5.7437,19.3906,6.9212,14.3032,4.5998,10.1851,11.473,12.4528,7.7077,18.2983,10.4766,5.79,5.5608,8.9677,6.9997,12.9902,5.2283,2.9556,12.4312
5.5,11.8877,8.0399,10.0365,15.5528,13.1302,12.9134,13.323,5.4892,19.2939,6.9816,14.6533,4.814,9.9832,8.7634,12.6775,8.0378,18.8017,10.5978,5.5712,5.8639,9.4101,7.2465,14.5492,5.1782,2.9851,12.3594
5.5,11.4358,8.8669,10.1655,17.1382,12.7262,12.7971,13.6025,5.4394,19.502,6.866,14.4224,4.7107,9.6049,11.5086,13.079,8.0914,18.169,10.0481,6.4476,5.774,9.72,7.1873,15.8525,4.9335,2.8933,12.2612
5.5,11.5414,8.4722,9.5116,17.5736,12.9994,12.1749,13.4468,5.5208,18.5329,6.9363,15.3033,4.5807,9.7488,12.3443,13.6257,7.5009,17.9875,10.5039,6.795,6.0082,9.3442,7.3606,15.98,5.1614,2.962,12.8913
5.5,10.7036,8.6172,9.9811,16.8973,13.0415,11.9404,13.5959,5.5375,19.3516,6.6447,14.7194,4.5003,10.1299,12.5671,13.0003,7.0215,18.6503,10.7472,6.8876,6.0131,9.2462,7.1229,16.6038,5.2977,3.0074,12.7873
5.5,10.6629,8.5653,8.894,16.5783,12.0192,12.0527,13.7749,5.1903,19.0303,7.4221,14.4492,4.3303,9.8459,12.8047,12.885,7.7947,18.5088,9.9256,6.8931,5.2466,9.1728,6.7023,16.5487,5.1181,3.078,12.7496
5.5,10.781,8.6677,9.6657,16.5389,12.6767,12.0927,14.0482,5.4091,18.8808,7.3429,14.4287,4.6722,11.0787,10.96,12.7919,7.1481,19.0867,10.02,6.1669,5.0778,9.4185,6.6171,16.0831,5.0461,2.9842,12.9688
5.5,10.303,8.6643,9.9877,16.4959,12.183,12.4767,13.4435,5.3901,19.572,7.5811,14.3833,4.762,10.4874,13.9073,12.2879,7.6657,18.1604,10.6386,6.848,4.938,9.0595,6.6504,15.8749,5.161,2.8709,12.6563
5.5,10.3311,8.8104,9.4396,16.5303,11.9421,12.0381,13.0777,5.5099,19.3535,7.2367,14.0889,4.4957,9.8298,12.5198,13.0291,7.0872,18.2851,10.7865,6.7028,4.7643,9.5197,6.8528,15.8311,5.1103,3.0642,12.4989
6,9.9609,8.9641,9.8087,16.8489,12.266,11.9442,13.8016,5.2265,20.1845,7.3127,14.1051,4.8778,11.1971,10.5577,11.4556,7.3996,18.4575,10.0539,6.8212,5.2264,9.558,7.0437,14.7507,5.0147,2.9696,12.1879
6,10.5725,8.9041,10.5276,17.5647,12.0301,12.1618,13.2209,5.2149,19.9715,6.9178,14.367,5.0466,10.5585,11.1575,11.8684,7.3628,18.7267,10.7489,6.3477,5.2939,9.7135,7.3512,15.2035,5.4819,2.9513,12.1707
6,10.4504,9.5933,9.9245,17.534,11.6549,11.7715,13.3504,5.0911,20.2488,7.0103,14.3434,4.8181,11.3827,13.6844,12.3252,7.5419,18.8217,9.8793,6.8551,4.9856,9.7322,7.0986,14.5219,4.9792,3.138,11.9099
6,10.1907,9.0841,9.3347,18.0157,10.7045,12.2309,13.3653,5.1701,19.5751,7.0232,14.9782,4.5662,10.1483,12.6347,12.0976,7.5238,19.2915,10.3099,6.5463,4.9076,9.1075,6.8029,14.282,4.927,3.4172,11.5625
6,10.5878,8.812,10.1584,20.4263,11.1922,12.2326,12.3264,5.0126,19.8696,6.8002,14.4385,4.5154,9.6822,11.7638,11.9186,7.5682,18.7884,10.1347,5.6161,5.2065,9.3362,6.7146,14.3266,4.8045,3.4286,11.8047
6,11.0815,8.9968,9.8847,22.2044,11.246,12.8813,13.4379,5.5938,19.7385,6.8133,14.6374,5.0667,10.7238,13.2723,11.4044,7.4261,18.6722,10.2077,5.9589,4.3809,9.6092,6.5135,11.7585,4.9091,3.6483,11.7256
6,11.0402,8.6784,10.2808,23.3393,11.604,12.8315,12.2372,5.5882,19.989,6.556,14.9974,5.0009,9.9253,13.424,10.8735,7.2669,19.5599,10.4717,6.2644,5.6933,9.8544,6.3952,10.9495,5.2661,3.1973,11.3971
6,10.5684,9.2261,9.8958,23.1286,11.2026,13.4562,12.423,5.6417,20.2931,6.9269,14.7832,4.6141,10.5234,10.6154,12.0182,7.3171,19.0593,10.6184,6.5611,5.3494,9.6415,6.5163,12.9084,5.3981,3.1367,11.8936
6,10.4579,8.9388,10.137,24.1949,11.7053,13.6105,12.1986,5.9766,20.4924,6.8202,14.2941,4.7715,9.4597,11.5703,10.1237,7.6943,19.9391,10.7241,6.5212,5.3082,9.2472,6.2498,13.0465,5.3532,3.2128,11.2769
6,9.824,8.5292,10.739,23.406,12.18,13.3946,12.1185,5.8268,19.5835,6.718,14.757,4.6452,9.9482,13.6976,10.7573,6.8345,19.8254,10.2922,5.5685,5.1915,9.684,6.791,12.6356,5.0366,3.0565,11.3379
6,9.9707,8.4419,10.17,22.545,12.398,13.1865,12.4089,6.2565,19.6965,7.0101,14.2571,4.6093,9.3441,11.8938,11.4698,7.2111,19.3885,10.5406,6.592,5.2283,9.5476,6.5279,12.8477,4.6019,3.2557,11.2755
6,9.5476,8.8226,9.9636,21.8752,12.4139,12.692,11.7552,6.3508,19.8557,6.6677,14.5831,4.256,9.3247,11.3342,11.0458,8.0682,19.2791,10.3324,5.918,5.4347,9.9051,6.7058,13.1878,5.0657,3.572,10.6923
6,10.2301,9.0989,10.1341,23.2986,12.1738,13.0193,12.7496,6.3605,19.2926,7.0372,14.5565,4.3372,9.2311,13.8054,12.1638,7.1698,19.4949,10.4617,6.3518,5.7661,9.7425,6.3456,12.1857,5.116,3.619,11.0569
6,10.4448,8.9833,10.499,23.6908,11.8614,12.8319,13.1042,5.8218,20.2764,6.9461,15.0622,4.306,9.5185,11.8198,10.5879,7.4288,18.3995,10.9035,6.9839,5.307,10.2049,5.9799,12.6254,4.5964,3.5123,10.9507
6,10.4064,8.8212,8.8049,24.6248,11.5793,12.3344,12.2334,6.3617,19.9346,7.1271,14.8133,4.3523,9.3789,12.2484,10.6048,6.7539,20.434,10.8629,6.6633,5.3637,9.904,5.8489,12.8498,4.5091,3.6188,10.9546
6,10.445,7.9951,9.8994,24.5187,11.59,12.9133,13.0955,6.269,19.6846,7.1119,14.8726,4.4414,9.1688,10.7401,11.7343,6.4654,19.688,10.7249,6.5669,5.1808,9.9847,5.9552,12.3933,4.7407,3.4725,10.7882
6,10.6448,8.7242,10.079,22.6323,11.3175,12.6839,11.5305,6.0523,20.3269,6.7575,15.3153,4.1596,9.9125,13.2681,9.9654,7.1171,19.9461,10.4843,6.8823,5.6581,10.3049,5.502,12.3947,4.3666,3.4287,10.7783
6,10.5629,7.9578,8.9363,25.6726,11.531,12.1755,12.3948,5.9515,20.1012,7.0026,15.3403,4.2803,8.5857,11.2789,10.9824,7.037,20.3758,10.3268,7.0499,6.1811,10.2442,5.3079,13.5614,4.5626,3.6322,11.2426
6,10.7773,8.5894,8.8616,26.2582,11.7966,12.3869,12.7447,5.7859,20.1223,7.0192,15.2013,4.1731,8.5503,11.8788,10.6926,7.192,20.3797,10.0763,6.8,5.7741,9.7919,5.6462,12.9437,4.7772,3.7263,10.9054
6,11.3749,8.623,9.5914,24.4972,11.4686,12.3608,11.9945,5.7338,20.8648,7.0259,15.3998,4.4586,9.0205,12.2781,10.7826,6.9447,19.7037,10.5914,7.2485,6.0759,10.0374,5.4438,12.9905,4.8384,3.6269,10.4449
6,11.6356,8.4273,9.0178,23.7217,11.4796,12.8704,12.0479,5.8512,20.9656,7.3194,15.5942,4.5936,9.0221,13.5284,11.2346,7.6263,20.6939,10.4074,7.6211,6.2442,9.2383,5.9988,10.4668,4.9203,3.6529,10.8716
6,11.8408,8.2413,9.3437,24.466,11.3508,13.3356,12.0546,5.5479,21.2287,7.0448,14.9464,4.6104,9.3355,12.9683,10.4375,7.0005,20.5423,10.4602,8.0484,5.6858,9.3903,6.2173,9.9083,4.783,3.6594,10.8643
6,12.0745,8.2318,9.866,23.0722,10.9454,13.7373,11.6076,5.7027,20.2681,7.1232,15.4243,4.7007,9.7726,13.9025,10.7116,7.0508,20.4395,10.2062,6.9796,6.0287,9.4655,6.6641,12.1304,4.6585,3.4543,10.3179
6,11.0781,8.2281,9.9694,23.0189,11.2803,13.5286,12.6423,4.9477,20.9567,7.2991,15.16,4.2854,8.9189,13.3707,10.1551,7.9083,19.2973,9.9727,7.8847,6.2002,9.0614,6.5388,12.2138,5.0197,3.5521,10.1969
6.5,11.5855,8.1479,9.163,23.9807,11.478,13.5886,12.3007,5.3196,20.4876,7.3804,14.906,4.6039,9.1164,11.1178,11.4784,7.6391,18.942,10.4519,8.9285,5.9502,9.1001,6.5248,12.0328,5.3791,3.5409,10.7962
6.5,10.84,7.8749,9.4006,23.8131,11.3508,13.2089,12.0963,5.1607,20.8585,7.8545,15.5225,4.5369,10.1991,7.3794,11.3721,6.9042,18.3067,10.2603,8.4933,5.4401,9.7491,6.186,11.694,5.5389,3.6093,10.4519
6.5,10.7127,8.2727,9.5783,22.908,11.28,13.7929,11.9528,4.8703,20.2158,7.8834,15.1356,4.5344,10.5575,12.9797,9.9622,7.5067,19.7113,10.1718,8.7984,5.3738,9.6315,6.5112,11.7871,5.6112,3.4834,11.3111
6.5,10.7175,8.5228,9.8573,22.9592,11.2936,13.6666,12.1978,5.1944,20.2047,7.6118,14.9353,4.3491,10.3876,10.2291,11.4812,7.976,18.4781,10.4759,9.1506,5.6577,9.3451,6.7016,11.8195,5.6265,3.6927,11.0673
6.5,10.4801,8.6048,9.0982,23.919,11.6462,13.5253,12.2861,5.0812,20.5982,7.4203,14.7507,4.5203,10.841,10.6378,11.1127,8.079,19.8012,10.093,8.983,5.3896,9.4223,6.296,11.9184,5.3877,3.7292,11.1497
6.5,10.4766,8.4326,9.1985,25.0617,11.5563,12.7193,11.5896,4.9314,20.4584,8.1473,15.212,4.7004,10.7795,13.072,11.013,7.0559,20.0087,10.2862,9.0516,5.6784,9.509,6.5414,11.9334,5.2689,3.5413,10.8832
6.5,10.0179,8.4547,10.01,24.8806,11.3559,13.2277,12.8153,4.9493,20.3485,7.8846,14.5755,4.109,11.338,13.1225,10.7421,7.6114,19.5072,10.3965,8.8864,5.1975,9.6748,6.1254,11.8701,5.6515,3.84,11.1653
6.5,9.494,8.2351,10.0426,24.2158,10.6721,12.7433,12.3891,4.8385,20.476,7.4024,14.9029,4.5478,11.3112,11.8495,11.1306,7.7719,19.7447,9.7393,8.5667,5.1838,9.4127,6.3328,11.5329,5.4476,3.3845,10.9421
6.5,9.8578,8.2821,8.6981,23.8819,10.3575,13.1552,12.4197,4.7367,19.8157,7.6074,14.6449,4.1563,11.7338,12.0927,9.5047,7.7905,19.9304,10.0238,8.48,5.321,9.2655,6.4641,12.1443,5.3317,3.4376,10.8551
7,9.8523,8.3274,9.9164,23.5945,9.555,13.2353,12.3415,4.816,19.7523,7.1667,14.5182,4.7009,11.8995,13.2273,10.7367,7.3352,19.7927,9.9467,7.0353,5.6966,9.8685,6.4213,12.6947,5.4072,3.2505,11.1363
7,9.898,8.4513,9.9738,22.2946,10.4263,12.6359,11.8466,5.2648,20.3203,7.0005,14.2341,4.4131,11.4488,10.7641,9.1556,8.0958,18.9995,9.3504,8.5031,5.3167,9.8291,5.9023,12.706,5.4684,3.3202,10.6915
7,10.3606,8.5987,9.148,22.099,9.7023,12.0421,12.4549,5.2279,20.2737,7.1627,14.5943,4.7402,11.7848,10.7118,10.1392,8.1607,19.3667,9.3913,8.3157,5.0402,9.4101,5.9753,12.4614,5.6932,3.4843,10.8375
7,9.6781,8.6298,9.33,21.5482,10.8098,12.0997,12.5423,5.0783,19.8969,7.0182,14.5077,4.4001,11.9863,11.3933,9.8262,7.5156,19.3303,9.413,8.234,5.2376,8.7176,5.8456,13.198,5.7905,3.4345,10.5504
7,9.0111,8.6709,10.6417,22.8971,10.7539,12.3744,12.7487,5.1166,20.2443,7.1863,14.4554,4.9139,12.438,13.4361,10.3854,8.7551,20.0326,9.3477,7.3823,4.9907,8.3162,5.5846,11.2505,5.8986,3.496,10.2972
7,9.506,8.5748,10.5179,25.413,10.9636,12.29,12.4556,5.2723,20.2174,6.8944,14.3181,4.6257,11.3511,12.5544,10.448,8.6545,20.2687,8.7355,7.2541,5.4843,8.5612,5.3504,9.8964,5.7923,3.8258,10.591
7,9.1614,8.5932,10.2593,25.3654,11.2128,11.6484,11.9259,4.9245,20.0939,6.9615,13.8051,4.3549,11.2615,12.5546,9.7802,8.2386,20.5187,8.5778,7.4963,4.9816,8.73,5.3568,10.3052,5.6301,3.4135,10.9412
7,8.9718,8.1814,10.1407,23.914,10.8189,11.6768,12.1536,5.1534,20.402,7.5367,14.4912,4.8522,11.8764,13.1407,9.7241,8.4362,19.4186,8.8901,8.2341,5.308,8.4793,5.4801,13.7587,5.3155,3.1591,10.3762
7,9.0204,8.8228,10.6932,25.3434,10.5452,12.1799,12.1831,5.1442,19.6391,7.6241,14.4338,4.6335,11.5238,12.0634,9.484,8.1135,19.8581,9.172,7.9847,5.7582,8.3874,6.0114,15.214,5.4505,3.0189,10.7866
7,9.5261,8.5475,10.7595,25.7402,10.4886,12.088,12.1816,5.0609,19.9126,7.8992,13.741,4.4729,11.0333,11.45,9.2961,8.5821,19.5934,9.2349,8.0311,6.0365,8.5879,5.5263,15.5126,5.6793,2.9386,10.6407
7,9.354,8.2822,11.023,24.5681,10.3902,11.6683,12.43,4.6018,20.1113,7.6758,14.0432,4.1358,11.1956,12.1461,8.9845,8.5621,20.1493,9.093,8.3731,5.7652,8.5382,5.0874,16.117,5.5747,3.0296,11.0988
7,8.5877,7.9606,11.8596,24.8435,10.7779,11.6941,12.2394,5.219,20.0585,7.0144,14.2565,4.539,11.7144,12.908,9.2756,8.1586,19.1827,8.7131,8.1219,5.6562,8.5222,5.0359,15.3448,6.3227,3.1073,10.9563
7,9.2308,8.2047,12.1421,25.0199,10.9064,12.0265,12.3333,5.416,19.2321,7.4933,14.5786,4.5272,10.9972,11.479,9.3896,8.5387,19.2969,8.9123,7.7525,5.7853,8.8024,5.3724,15.0467,6.6475,3.0064,10.869
7,9.0944,7.9128,11.599,24.0817,11.3587,11.7696,12.2945,5.1578,19.6756,7.5303,14.7356,4.6775,11.2135,11.4123,9.1247,8.3424,20.0668,9.1681,7.9908,5.8613,8.3318,5.4714,15.2789,7.0182,3.0471,10.7197
7,9.2693,8.3819,11.14,24.6929,11.2791,12.0308,12.9588,4.8359,19.6965,7.5847,14.6502,5.2831,10.9434,12.7613,8.9003,8.2403,18.9351,8.4199,8.1474,5.5722,8.3947,5.1156,12.8328,6.9662,2.7759,10.8194
7,8.6748,8.3348,11.1912,23.2466,11.0243,11.6104,12.2682,5.1741,19.2932,7.8909,14.7301,4.4321,11.4285,11.3372,8.2128,7.7567,19.1316,8.9113,8.1762,5.5858,8.5401,5.4923,11.6193,6.8211,3.2234,10.6878
7,8.193,8.3933,11.6187,22.4709,10.6953,11.8905,12.8677,5.3879,19.6881,7.7537,14.6696,4.7791,12.0717,11.7543,8.9693,7.9038,19.3037,8.7963,7.3237,5.6652,8.0794,5.3771,14.3108,6.2301,3.0789,10.7083
7,8.8279,8.2498,12.0801,21.3886,11.1512,12.1889,12.0682,5.2573,19.8465,7.8523,14.6588,4.7379,11.0504,13.3196,9.1941,7.7012,17.1221,9.0725,7.9239,5.0278,8.4108,5.2533,15.2393,6.0263,2.8072,10.6294
7,8.2739,8.3606,11.86,21.8408,10.9799,11.4263,11.9722,5.472,19.9164,7.5235,14.3515,4.5891,11.4593,12.7854,8.4311,8.0671,17.8771,8.9744,8.3241,5.0136,8.7773,5.3752,14.9895,5.6022,3.0768,10.8325
7,9.3401,8.3336,12.2528,20.9368,10.7351,11.5102,11.5551,5.3033,20.4327,7.3214,14.5583,4.9202,11.3624,13.5196,8.5738,7.6338,18.0037,8.9114,7.1496,6.0809,8.7486,5.3979,15.073,5.9031,2.7986,10.6817
7,9.4587,8.3672,11.7742,21.1283,10.5671,11.1037,11.8841,5.052,20.0094,7.3541,14.5202,4.6929,10.9557,13.0687,8.5211,7.7409,17.7076,8.6217,8.6297,5.5778,8.6689,5.3992,14.1935,5.7094,2.792,10.6585
7,9.7949,7.6544,11.8512,20.0969,10.7111,11.1641,11.9772,4.894,20.218,7.6983,14.6618,5.1792,11.6199,13.7985,9.2595,7.1287,17.578,8.4012,9.0962,4.4178,8.4588,5.403,14.6185,6.281,2.6983,10.9054
7,9.8104,8.1633,11.2059,18.7388,10.3014,10.2353,12.1965,5.2837,20.7777,7.2816,14.6634,4.9517,11.5975,14.9784,9.0957,8.1247,17.0836,8.2416,8.8786,5.5902,8.6042,5.3827,14.2004,6.1723,2.9808,10.7975
7,10.0471,8.1075,11.1735,19.4143,10.9974,9.5842,11.6058,5.0331,19.8909,7.8369,14.9954,4.8553,10.8522,14.1421,8.5034,7.9819,17.5402,8.2798,8.0104,5.5057,8.9113,5.5763,13.3889,6.4043,2.9019,10.7053
7.5,9.8499,7.8959,11.1207,20.5887,11.4195,8.749,11.9436,5.0057,20.0173,7.5806,14.6244,4.3882,11.5503,14.8706,9.2417,7.9772,18.1461,8.6689,7.8125,6.1767,8.1661,5.3437,11.7672,6.7131,2.728,11.0989
7.5,9.4995,7.3904,10.9771,20.984,11.4118,8.7294,11.5603,5.0215,19.6827,7.1319,14.434,4.9824,11.6677,16.1349,8.5813,6.8119,18.2029,8.8495,8.4665,5.7053,8.4112,5.5244,14.2746,6.9098,2.8153,10.856
7.5,9.4785,8.1525,10.8927,22.5665,10.9163,8.2748,11.9145,4.9628,19.6534,7.7441,14.0732,5.2679,10.4087,14.9148,8.8298,7.9139,17.9033,9.1517,8.5894,6.0029,8.4225,5.8442,15.3511,7.0776,2.6575,10.5139
7.5,9.3536,7.5584,11.1279,23.7602,11.8242,10.4642,11.2436,5.0428,19.9638,7.6391,14.1058,5.5192,11.1176,15.1744,9.0679,6.7198,17.2662,9.0977,9.168,6.5187,8.1443,5.6419,15.2511,7.0602,2.7025,10.8076
7.5,9.5757,7.4169,11.0574,23.466,11.7554,11.0807,11.8381,4.447,19.6405,7.7836,14.0873,5.563,9.5192,15.5118,9.6191,6.9753,17.3522,9.0509,9.1953,6.536,8.2782,5.6223,15.2942,7.6073,2.7997,11.2594
7.5,10.141,7.8687,10.8989,22.0402,11.8004,11.1591,11.7783,4.7631,19.7261,7.5922,13.4967,5.1308,9.5894,14.0268,9.3823,7.0025,17.67,9.646,8.5568,6.1087,8.5789,5.7426,15.0167,7.5295,2.8318,10.765
7.5,10.102,7.5897,10.5408,21.002,12.3047,11.2509,12.3956,4.6125,19.4733,7.3954,14.2385,4.782,10.2345,14.1219,8.5282,6.6225,18.1281,9.0737,9.3588,5.9872,8.2888,5.7968,15.1549,6.6486,2.88,10.7587
7.5,10.0063,7.5825,10.0905,19.9718,12.1904,10.9859,12.2016,4.5368,19.3373,7.3596,13.6228,4.9874,9.2576,12.0001,8.6885,7.0376,17.7219,9.249,8.2603,5.9149,8.2001,5.5424,15.2785,6.1378,2.8082,10.7115
7.5,9.7843,8.1397,9.9255,19.4465,12.0628,10.9065,12.4961,4.7982,19.792,7.6571,13.7639,5.41,9.8889,13.1445,9.0306,6.7952,17.1979,9.6017,8.3943,6.3072,8.4616,5.649,14.4411,5.9751,2.6669,10.5513
8,9.2479,7.672,9.5014,19.844,11.8566,10.3511,12.2608,4.6393,20.3105,7.9334,13.24,5.1121,9.6039,13.6867,9.5781,6.9769,17.045,9.1837,9.0897,6.1431,8.8637,6.164,13.6995,5.4683,2.6341,10.2968
8,8.4473,7.7827,9.3834,18.8062,12.1198,10.3755,12.1276,4.7174,19.561,8.0268,13.0872,5.0064,9.9413,12.9031,9.9333,6.5739,17.7948,9.8425,9.468,5.565,8.6567,6.2119,14.5141,5.3926,2.3891,10.3448
8,8.527,7.6036,9.0842,18.1887,11.1714,10.1588,12.2235,4.9411,19.6624,7.4856,13.1182,4.8742,10.5305,14.874,7.91,6.9266,18.1888,9.5711,9.4072,6.0972,8.6126,5.956,14.7016,5.573,2.4816,9.9487
8,8.3363,7.3416,8.9706,18.8927,11.3634,10.2145,11.4051,4.9769,19.1459,7.4852,13.1922,4.8349,9.9889,14.7971,9.7213,6.687,19.0405,9.4061,8.7262,5.7997,8.4953,5.4286,14.372,5.6593,2.3942,10.1127
8,7.8638,7.6872,9.6029,19.2124,10.9515,10.1163,12.4377,5.0582,18.984,7.5363,12.7574,5.046,9.8317,14.7795,10.3148,7.0228,18.4284,9.5109,8.2273,5.4923,8.718,5.8794,14.5481,5.2445,2.6384,10.2343
8,7.4238,7.849,8.9254,19.6435,11.4259,9.3848,12.7111,5.0639,19.5592,7.8651,12.6007,4.5802,9.0076,13.5856,10.276,6.8649,19.6631,9.6002,8.4494,5.9776,8.7005,6.4258,13.9201,5.3518,2.5929,10.1852
8,7.8351,7.8608,8.8019,20.4298,11.361,10.3328,12.484,4.7265,19.0368,7.6453,12.604,4.8069,8.3517,14.1449,9.3447,6.3068,19.0979,9.4715,7.5682,6.4591,8.5303,6.8784,13.3416,4.715,2.6506,10.2838
8,7.8085,7.8347,8.3575,21.4778,11.0153,10.3928,13.1203,4.8005,18.5926,7.5418,12.9958,4.6996,8.8415,12.6697,8.6305,6.8457,17.9002,8.73,8.5343,5.9313,8.4857,6.8374,13.29,4.6544,2.5466,10.1885
8,7.9777,8.0257,8.4755,20.9924,11.0248,10.6451,13.4261,4.5237,18.951,7.7418,12.8347,4.7672,9.0566,12.7223,8.9814,6.075,19.0485,9.386,8.2251,6.8231,8.6223,6.2759,13.4416,4.6126,2.7577,10.1934
8,7.2921,7.8056,9.0101,19.967,11.0159,10.9419,13.7061,4.6713,18.3013,7.5905,12.8091,4.7088,9.2679,14.2377,8.5621,6.3286,18.66,9.4513,8.0254,6.5261,8.7598,5.6101,12.2456,4.8574,2.8058,10.4849
8,7.7999,7.4913,8.2526,19.9428,10.4834,11.7056,13.687,4.8361,18.7294,7.5952,12.4469,5.0472,8.5666,14.1202,10.0537,6.5253,17.9972,8.4061,8.7272,6.2442,8.6703,5.994,12.4212,5.021,2.7723,10.6394
8,7.3317,7.6477,7.2275,20.5529,10.2583,11.1762,13.8027,5.0677,19.1237,7.4666,12.1313,5.1104,8.8698,14.1844,9.5448,6.2527,19.0628,8.6164,8.1376,6.2719,8.9112,6.1144,12.0005,4.9714,3.0644,10.2862
8,7.9642,7.4727,8.3104,21.3882,10.4856,11.3774,12.6973,4.8283,18.4274,7.0882,12.3812,5.2031,9.5859,15.2062,8.2115,6.1239,18.8267,8.447,9.1931,6.2881,8.3544,6.4414,9.903,5.2922,2.929,10.5149
8,7.9781,7.5336,8.3951,21.4349,11.0893,11.115,13.9932,5.1099,18.3084,7.4821,12.2222,5.3313,9.7153,15.2636,9.9479,6.0809,18.3725,8.6365,8.9938,5.7112,8.3432,6.4735,10.9133,5.534,3.029,10.5941
8,8.1814,7.755,7.5536,22.0039,11.2807,11.664,14.6139,5.0364,18.5705,7.2036,11.439,5.2635,9.2723,14.5283,10.527,5.8614,19.1803,8.5386,8.6266,5.6035,7.9349,7.294,13.4578,5.5918,2.9727,10.2084
8,8.2473,7.4992,8.2763,21.7785,11.2389,11.5528,12.619,5.0461,18.4358,7.8001,11.7657,5.8308,9.5256,14.4464,8.9406,5.9613,18.0395,8.3957,7.3351,5.4654,8.3188,7.167,13.1808,5.279,3.0745,10.2048
8,7.8991,7.5041,8.3413,22.1808,10.487,11.3965,14.3553,4.6894,18.3385,7.302,11.9525,5.1394,9.7444,13.1917,8.0847,6.3619,18.7857,8.839,8.7427,5.6015,7.9626,7.6977,12.6936,4.9012,2.9971,10.5001
8,7.5814,7.4582,8.9142,21.5828,10.1941,11.6444,13.8674,5.0048,18.998,7.5438,11.897,5.0459,9.478,14.0372,7.8279,6.2684,19.2506,8.1378,9.021,5.5734,7.7128,7.723,12.2584,5.0131,2.8807,10.1814
