odour stim,09/04/2021 Male 1,09/04/2021 Male 3,16/04/2021 Female 5,21/04/2021 Female 1,21/04/2021 Female 4,21/04/2021 Female 11,22/04/2021 Female 1,22/04/2021 Female 8,22/04/2021 Female 13,23/04/2021 Female 4,23/04/2021 Female 6,23/04/2021 Female 7,23/04/2021 Female 10,23/04/2021 Female 11
,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT
4,3.9008,20.1891,16.683,6.7911,17.594,9.0129,2.5024,6.8946,3.914,2.7188,2.5459,4.4476,9.7759,5.5959
4,3.7509,20.0291,16.6508,6.9627,17.2188,9.1644,2.6619,6.7694,3.7955,2.6793,2.4789,4.5489,9.6809,5.9309
4,3.4212,20.3211,16.9075,6.8358,17.4267,9.6255,2.6086,6.9562,4.0898,2.5415,2.7472,4.6802,9.4799,6.2578
4,3.6896,21.0489,17.5079,7.029,17.4692,10.9716,2.4899,6.8932,4.2053,2.6491,2.8429,4.3721,10.2016,6.2098
4,3.6123,20.3,17.2366,7.0958,17.5384,10.0203,2.4291,6.7349,4.2996,2.509,2.5627,4.3182,9.7347,5.9828
4,3.6363,20.5335,17.0243,7.3363,17.541,9.9579,2.3139,6.8637,3.9292,2.574,2.7141,4.3265,9.8121,6.24
4,3.4463,19.9485,16.3345,6.6416,16.6727,10.3067,2.236,6.6169,4.0985,2.426,2.7823,4.5342,10.156,6.5119
4,3.5654,19.9807,15.6292,6.8035,17.4901,9.1489,2.6416,6.5895,4.0688,2.492,2.609,4.2158,9.6272,5.8989
4,3.4925,20.2044,15.7981,6.5291,16.5585,10.5166,2.5093,6.7116,4.1282,2.5659,2.789,4.4033,9.8314,5.5231
4,3.6409,20.4414,15.8145,6.5825,17.0186,10.7468,2.3421,6.7522,4.307,2.3104,2.7829,4.3117,9.4713,5.1715
4,3.3088,20.4864,15.7552,6.8125,16.9983,10.9503,2.3854,6.9386,4.431,2.2737,2.6182,4.6305,9.6183,5.9634
4,3.3673,20.0315,15.0675,6.6827,16.4968,10.6136,2.5843,6.7335,4.0769,2.114,2.6977,4.386,9.4368,5.6268
4.5,3.4792,20.6412,16.3251,6.6083,16.8356,9.677,2.4066,6.6425,4.1002,2.333,2.5263,4.8684,9.627,5.8867
4.5,3.3572,20.2865,16.0654,6.2553,16.902,10.3484,2.3574,6.7183,4.5301,2.4876,2.4984,4.6026,9.5717,5.4908
4.5,3.413,20.2411,16.1465,6.6281,16.3758,9.519,2.5249,6.7648,4.3338,2.3874,2.4748,4.4614,9.3616,5.6359
4.5,3.5278,20.7853,16.0915,6.729,17.0638,10.7705,2.582,6.7781,4.2566,2.2915,2.5065,4.7576,9.4432,5.5408
4.5,3.4497,20.3721,16.3264,6.3884,16.4319,10.4371,2.4618,6.8791,4.3396,2.3179,2.3181,4.4567,9.5657,5.969
4.5,3.554,20.0307,16.7617,6.8994,16.2061,10.4721,2.5514,7.152,4.2881,2.4556,2.3361,4.446,9.5237,6.094
4.5,3.5506,20.7706,15.7743,6.5651,16.7836,11.14,2.6988,6.8653,4.0923,2.2216,2.6052,4.2165,9.0761,5.791
4.5,3.5172,20.0502,16.1098,6.7674,15.9741,10.1334,2.3599,6.7605,4.0872,2.3824,2.505,4.3141,8.7242,6.3602
4.5,3.3699,20.5806,16.377,6.7329,14.9635,10.8853,2.7515,7.0814,4.1885,2.3271,2.3809,4.122,8.9159,6.0233
5,3.5008,21.2467,16.7983,6.9339,16.2766,10.5019,2.4407,7.039,4.1043,2.4442,2.3522,4.3049,9.1803,6.2566
5,3.2929,20.8416,16.898,6.582,15.5769,10.8292,2.5072,6.8448,4.2164,2.2245,2.3551,4.4162,9.0041,5.4852
5,3.5569,20.0934,16.2293,6.7726,15.6154,10.7757,2.466,6.9168,3.7898,2.2628,2.5566,4.3306,8.9943,5.7758
5,3.2252,19.482,16.7127,6.8305,15.97,10.7054,2.6328,6.8129,3.9508,2.3909,2.5622,4.602,9.0575,5.9204
5,3.1803,20.4758,15.4405,6.7705,15.0936,11.038,2.5415,6.9075,3.8754,2.388,2.4611,4.5134,8.9995,5.3595
5,3.5402,19.9975,15.848,6.2954,15.5798,10.2653,2.4722,6.8174,3.8194,2.3624,2.6824,4.6831,8.7445,5.6302
5,3.3964,19.5591,16.0266,6.9056,16.0016,10.8336,2.6778,6.8725,3.8156,2.2668,2.4284,4.5125,9.2571,5.8535
5,3.3369,19.7776,16.2135,6.6917,14.2125,9.9794,2.6929,6.608,3.8336,2.1896,2.5386,4.7091,8.5734,5.303
5,3.492,20.0008,16.3653,6.6163,15.6257,10.7371,2.4446,6.508,3.8198,2.3316,2.3792,4.6672,8.8652,5.7458
5,3.4451,19.7241,16.2072,6.8496,15.8386,10.4487,2.5316,6.5146,3.9354,2.2609,2.5063,4.2557,9.0293,5.6247
5,3.4641,20.7237,16.0903,6.975,15.202,10.9124,2.3746,6.7206,3.8206,2.2987,2.5848,4.5525,9.2627,5.955
5,3.3979,19.6214,16.1872,6.7726,16.2725,10.3221,2.4184,6.7495,3.8895,2.2007,2.5485,4.4938,9.5364,5.6095
5,3.5253,19.8619,16.6376,6.6153,16.5643,9.9128,2.4874,6.3005,3.5627,2.1026,2.3833,4.2995,9.4051,5.3474
5,3.6607,20.3183,16.4405,6.9015,15.5204,10.6721,2.2865,6.4348,3.9192,2.1688,2.5909,4.4089,9.8974,5.4526
5,3.3601,19.9784,16.2078,6.5675,16.2627,10.7625,2.1538,6.9347,3.7978,2.2007,2.4253,4.6775,9.6269,5.8146
5,3.3322,19.9207,16.1323,6.9028,16.7249,10.9181,2.2574,6.8866,3.6682,2.0846,2.4907,4.4245,9.5084,5.7672
5,3.6547,20.0745,16.4928,6.3868,16.2768,10.5771,2.0938,6.8839,3.9315,2.2038,2.5224,4.4175,9.6184,6.3335
5,3.644,20.2285,16.7877,6.3249,16.5372,10.9942,2.4837,6.9499,3.622,2.101,2.3891,4.3696,9.6437,7.458
5,3.5603,20.3003,15.5845,6.1714,15.8828,10.7298,2.0852,6.6837,4.1665,2.1667,2.4008,4.4347,9.0349,7.04
5,3.5927,20.6447,15.3359,7.1757,16.2272,9.8244,2.5679,6.6189,3.7205,2.407,2.4722,4.4411,9.2537,7.0323
5,3.4755,19.723,15.9882,6.9268,16.575,10.1092,2.3421,6.5024,4.1073,2.2477,2.3831,4.2505,8.8341,6.5976
5,3.5446,19.0909,16.5447,7.0355,15.2207,10.4985,2.3442,6.6405,3.7674,2.3733,2.3459,4.2641,8.9048,7.087
5,3.525,19.2055,16.4725,6.9218,15.6232,10.3865,2.4709,6.7493,3.8374,2.2452,2.3828,4.1933,9.3981,7.2796
5,3.8571,19.3953,16.0817,7.0258,15.6229,9.661,2.4178,6.7178,4.1228,2.3107,2.4083,4.6245,9.4898,6.7764
5.5,3.5157,19.0682,16.6296,6.9133,14.5623,10.4323,2.4531,6.6215,3.8278,2.375,2.2739,4.6149,9.2411,6.9674
5.5,3.8122,19.3923,16.5511,6.8219,15.361,10.375,2.6246,6.2917,3.8971,2.5476,2.1008,4.6385,9.3263,6.8739
5.5,3.4697,18.8432,16.8875,6.7572,15.6093,10.8331,2.4293,6.0418,3.8621,2.4791,2.2682,4.6498,9.3316,7.1448
5.5,3.5409,20.1828,15.8914,6.4538,14.0455,10.539,2.5822,6.499,4.0793,2.3376,2.4441,4.2038,9.2183,7.0091
5.5,3.7584,20.2889,16.1351,6.6518,15.1864,9.6603,2.5344,6.0217,3.813,2.4117,2.4906,4.6779,8.9246,6.9006
5.5,3.4868,20.6163,16.0605,6.3984,15.6756,10.0915,2.3361,6.2506,3.7117,2.2852,2.3883,4.6936,8.9863,7.1315
5.5,3.3444,20.4848,15.399,6.0281,14.4435,9.6686,2.4183,6.3122,3.7873,2.5219,2.2815,4.5747,9.5322,7.0826
5.5,3.6936,19.8391,15.3639,6.7413,15.3381,9.3716,2.401,6.1044,3.8053,2.3338,2.2379,4.7424,9.6763,6.4363
5.5,3.6731,20.1812,15.2415,6.7457,15.6501,9.8538,2.1872,6.1866,3.7727,2.3674,2.4058,4.5802,9.0482,6.9104
6,3.6145,20.1403,15.1339,6.3987,14.4018,9.2577,2.544,6.7084,3.6842,2.2315,2.3922,4.4041,8.7463,6.8345
6,3.6082,19.8129,15.2845,6.1081,15.3944,8.8835,2.4343,6.4853,3.688,2.3629,2.4723,4.1344,8.885,6.4535
6,3.4298,20.0898,15.3428,6.312,15.6745,8.6273,2.4786,6.6006,3.9123,2.1597,2.4655,4.6205,9.082,6.5279
6,3.3203,19.5205,15.0966,6.4025,15.5626,8.7841,2.4266,6.4584,4.0603,2.469,2.2903,4.7204,9.3689,6.3331
6,3.4097,19.8832,14.5498,6.6659,15.6535,8.27,2.4661,6.2967,3.8965,2.4411,2.3227,4.4639,9.3916,6.0635
6,3.4785,19.546,14.8146,7.2737,14.9188,8.2638,2.716,6.6494,3.7997,2.118,2.3776,4.4156,9.3665,5.8994
6,3.1981,19.5143,14.587,6.6908,15.542,9.0579,2.5148,6.5809,3.8714,2.3647,2.2666,4.8467,9.1281,5.9468
6,3.4566,19.4626,14.0727,6.2431,15.6457,7.8305,2.5021,6.8899,3.5479,2.2878,2.3541,4.7027,9.2231,5.5172
6,3.8681,19.1693,15.0489,6.6071,15.0894,8.3273,2.5567,6.7456,3.7209,2.0839,2.2315,4.5986,9.4325,6.1576
6,3.4618,19.5753,15.0418,6.5735,15.2799,9.3894,2.5821,6.5646,3.6089,2.1784,2.3528,4.7955,9.547,6.0746
6,3.5252,19.6935,15.1413,6.3505,16.1739,8.3167,2.4827,6.3999,3.6813,2.2142,2.4349,4.6373,9.5715,6.105
6,3.5309,19.8852,15.5527,6.8908,14.4114,8.4231,2.5782,6.22,3.5587,2.1532,2.3924,4.7428,9.5574,5.9048
6,3.3323,19.0081,14.9752,6.5906,15.704,9.8924,2.5469,6.2105,3.4682,2.3664,2.3001,4.3371,9.5428,5.9817
6,3.4361,18.971,15.6047,6.8395,16.2505,10.1883,2.394,6.4949,3.6312,2.3347,2.2039,4.7326,8.8687,5.8268
6,3.4313,19.9626,15.4047,6.4003,14.6518,9.8509,2.3555,6.4856,3.9258,2.4363,2.3105,4.6934,9.1471,6.0148
6,3.3474,18.6446,15.4783,6.6661,15.9378,10.3181,2.4376,6.1472,3.6764,2.4077,2.2589,4.7773,9.3988,5.8144
6,3.4242,19.7192,14.9925,6.9496,16.6387,10.441,2.295,6.0825,3.8416,2.349,2.0393,4.7106,9.5112,6.0995
6,3.3053,19.3149,15.0978,6.7228,15.4178,10.0763,2.26,6.2545,3.6882,2.3311,2.2704,4.5105,9.5649,5.7603
6,3.3614,19.2436,15.9533,6.6016,15.6122,11.4941,2.4315,6.2272,3.6862,2.2656,2.2955,4.8872,8.6824,5.1502
6,3.2425,19.6091,16.1341,6.9778,16.1872,10.1497,2.3261,6.4033,3.6689,2.3113,2.158,4.4685,9.2017,4.9815
6,3.3672,19.0344,15.8447,7.0829,15.2366,10.6694,2.5794,6.57,3.7381,2.3333,2.048,4.667,8.8455,5.9523
6,3.423,18.9788,15.9721,7.3837,15.9759,11.0582,2.5184,6.498,3.7838,2.5204,2.2872,4.588,9.3158,5.5503
6,3.1843,19.1795,15.9117,6.7346,15.0346,10.1977,2.8229,6.7624,3.6302,2.3929,2.2772,4.3468,8.8397,5.3911
6,3.231,18.8911,15.7871,6.7972,15.6651,10.1506,2.7536,6.8593,3.5497,2.4342,2.4142,4.1481,9.0912,5.6899
6.5,3.4262,19.8173,15.7333,6.8472,15.9254,10.0409,2.9195,7.1977,3.592,2.4535,2.37,4.285,9.3475,5.3171
6.5,3.5341,19.5091,15.5598,7.2241,15.631,10.7961,3.4004,7.3066,3.1618,2.5124,2.4036,4.2595,8.5122,5.8576
6.5,3.1852,19.881,15.7948,7.1198,15.2669,9.4788,3.3876,7.2347,3.5318,2.4377,2.4692,4.0913,8.5862,5.6096
6.5,3.1771,19.9063,15.9655,7.4276,15.8231,10.4363,3.2832,7.0178,3.8284,2.3595,2.4882,4.4288,9.1476,6.1219
6.5,3.4686,19.456,16.5042,7.4011,15.4037,9.5868,3.4705,7.0259,3.5802,2.4286,2.4673,4.2189,9.3,6.3934
6.5,3.2442,20.4873,15.9882,6.7566,16.2426,9.5782,3.6159,6.9045,3.663,2.3637,2.3928,4.5235,8.8534,6.6187
6.5,3.3209,19.7155,16.1968,7.1369,15.4376,9.6669,3.8699,6.907,3.5412,2.2638,2.3222,4.3087,8.7599,6.7271
6.5,3.4197,19.4972,14.7123,7.0174,14.3412,9.6066,3.9205,6.8994,3.7999,2.4677,2.2029,4.7328,8.778,6.4378
6.5,3.5144,19.0272,14.0516,7.1053,16.0129,10.4124,4.1059,6.7575,3.8902,2.3345,2.4453,4.3255,8.4783,6.8283
7,3.6171,19.371,14.7412,7.0752,15.2531,8.6204,4.307,6.8653,3.5167,2.281,2.6647,4.6559,9.0546,6.5815
7,3.4096,20.3048,14.9206,6.9612,15.0492,10.1378,4.1684,6.8589,3.3766,2.3468,2.4858,4.1976,8.9724,6.6535
7,3.2351,19.4239,14.6834,6.8546,15.3508,9.9921,4.0108,6.8207,3.6586,2.3227,2.623,4.6819,8.8122,6.7593
7,3.3423,18.7586,14.6809,6.8418,16.514,10.4584,4.3562,7.0935,3.6361,2.2683,2.5359,4.8512,9.3908,7.316
7,3.4049,19.3998,14.6275,6.8102,15.792,9.3285,4.1831,7.5091,3.7569,2.3403,2.5947,4.7461,8.971,7.1381
7,3.2258,19.9459,14.5281,6.3246,16.019,10.8335,4.1675,6.9695,3.6434,2.4819,2.561,4.7375,9.1011,7.2325
7,3.3153,19.8992,14.4296,6.026,16.4866,10.3856,4.0502,6.7916,3.8043,2.3639,2.5072,4.6721,9.3092,6.5249
7,3.2371,18.9652,13.5455,6.0646,15.742,9.8086,3.9152,7.045,3.7381,2.401,2.4991,4.6853,9.433,6.3539
7,3.3735,18.3896,14.0534,6.4734,15.9671,9.8292,4.156,6.9944,3.5477,2.4557,2.4899,4.6134,9.4779,6.5955
7,3.3125,19.2863,14.2107,6.499,16.5905,9.6117,3.8985,7.2671,3.5743,2.5279,2.4861,4.5297,9.1435,6.4891
7,3.326,19.5256,15.1736,6.5219,15.2549,9.0965,3.8047,7.0516,3.7807,2.5331,2.4016,4.5131,8.7825,6.1685
7,3.4391,19.5294,15.1579,6.819,16.6031,10.376,3.9549,7.1717,3.847,2.5273,2.5401,4.451,9.1719,6.5656
7,3.6433,20.0832,15.2204,6.4044,16.8881,8.9017,3.7943,7.4264,3.8759,2.6442,2.5337,4.7246,9.2303,6.4912
7,3.5747,18.9916,14.7752,6.2991,15.8746,9.3597,3.9478,7.1538,3.5911,2.6548,2.6324,4.5326,9.0012,6.3691
7,3.4381,18.884,14.3068,6.0463,16.4825,10.5199,3.8773,6.6462,3.4209,2.6621,2.5042,4.3674,9.152,6.0872
7,3.3521,20.1689,14.4388,6.6355,16.7255,8.977,3.6289,7.333,3.0516,2.7211,2.6311,4.2754,9.1103,5.8946
7,3.2326,19.7051,13.7642,7.0572,17.1669,9.9282,3.8827,6.8454,3.4778,2.5228,2.5441,4.0616,9.5374,5.9146
7,3.424,19.2159,14.0216,7.1096,16.8163,9.6727,3.8942,7.2496,3.561,2.6016,2.4983,4.1867,9.533,6.5206
7,3.1942,19.5016,13.8293,7.1947,16.2016,9.4397,4.1189,7.4871,3.5196,2.5469,2.491,4.2147,8.9566,6.1084
7,3.0947,19.9836,13.9689,6.9502,15.6762,9.3135,4.5092,7.0494,3.5578,2.6106,2.5435,4.5151,8.8011,6.1171
7,3.3408,19.2552,13.9846,6.9704,16.6494,9.9987,4.6056,7.2856,3.6405,2.4875,2.5686,4.5086,9.2288,5.7751
7,3.6373,19.4702,14.2362,6.1989,16.4555,8.8835,4.5507,7.1157,3.2503,2.2275,2.663,4.3731,9.1042,6.0257
7,3.3403,19.1268,14.1005,6.6053,15.2714,10.3364,4.4601,6.5608,3.7289,2.2601,2.6989,4.2026,8.6281,6.072
7,3.7757,18.672,14.8658,6.5478,16.0897,9.0072,4.3487,7.0763,3.5464,2.5614,2.6513,4.6321,8.2173,5.7937
7.5,3.6102,20.4624,14.0923,6.4863,16.109,9.0594,4.1927,6.8162,3.825,2.4657,2.4236,4.55,8.2329,5.6857
7.5,3.5392,19.3475,14.2532,6.7748,14.7924,8.8735,4.2944,7.0308,3.6693,2.624,2.5337,4.3896,8.3959,5.6442
7.5,3.5721,19.1902,13.6228,6.8493,15.569,9.3693,4.2471,6.8494,3.3713,2.5288,2.4473,4.2656,8.5884,5.4813
7.5,3.6125,17.9948,14.0921,6.5211,15.7788,9.5679,4.263,7.3747,3.7116,2.6029,2.606,4.1017,8.5846,5.2554
7.5,3.7188,19.6362,13.8794,7.0095,14.8877,8.7762,4.4399,7.1921,3.6781,2.569,2.4833,4.3564,8.0521,5.8597
7.5,3.7228,19.4172,14.3425,6.8679,15.4884,9.4082,4.1677,7.4185,3.7126,2.5062,2.5141,4.3078,8.2559,5.83
7.5,3.507,19.4316,13.6408,6.8179,15.3561,8.8502,4.2355,7.3033,3.5774,2.3841,2.9036,4.5833,8.6115,5.8837
7.5,3.494,19.363,14.6325,6.7933,13.4676,10.3908,4.1829,7.4851,3.1295,2.6257,2.704,4.3086,8.6239,5.8838
7.5,3.3698,18.5734,14.4859,6.9695,14.9961,8.9852,4.1108,7.2436,3.554,2.4454,2.7765,4.1083,8.6789,5.3106
8,3.3922,19.4159,14.1876,6.7029,15.9275,9.052,4.2355,7.3337,3.3935,2.5514,2.6997,4.3354,8.7692,5.7483
8,3.5217,20.1048,13.8677,6.9406,14.5147,9.8313,4.1432,6.9175,3.5934,2.3949,2.7245,4.4741,8.7918,5.8872
8,3.5405,19.3741,13.8238,6.7605,15.1089,10.2558,4.0304,7.4819,3.7293,2.5662,2.5927,4.1179,8.6483,5.4668
8,3.1903,19.1732,14.5049,7.0477,14.9204,8.6625,4.1797,7.2721,3.4775,2.3372,2.5012,4.3581,8.8742,5.8631
8,3.4539,19.7174,13.8223,6.954,15.9463,9.8592,4.2139,7.0277,3.673,2.5167,2.6527,4.2265,8.3006,6.1661
8,3.4596,19.1258,14.1958,6.4688,15.0166,9.7233,3.9748,6.9722,3.6782,2.4119,2.7443,4.3304,8.6901,6.1065
8,3.5742,19.2572,14.0532,7.1431,15.5607,8.9881,3.6627,6.9296,3.7011,2.6785,2.464,4.1516,8.9084,5.6872
8,3.7548,19.3076,13.8918,6.81,15.9657,11.0441,3.7021,6.6491,3.4676,2.4262,2.3954,4.0038,8.5083,6.4071
8,4.0683,19.5788,14.1082,6.7307,15.1571,10.035,3.6278,7.2274,3.854,2.4072,2.1722,4.1979,8.7005,5.8192
8,3.6488,19.2938,13.7427,6.3752,16.4741,10.6951,3.4767,6.8392,3.6184,2.539,2.4634,4.4351,8.6563,6.0938
8,3.8638,19.6077,14.4901,6.6064,15.809,9.2007,3.7081,7.3086,3.7259,2.5608,2.4429,4.3623,8.2866,6.2211
8,3.8095,19.5954,14.3019,6.532,15.2918,10.2636,3.3973,6.8128,3.3507,2.6206,2.6856,4.361,9.1296,6.1818
8,3.6379,19.8185,14.4314,6.4222,15.687,8.4391,3.6845,6.9485,3.0443,2.5433,2.6063,4.2984,8.3148,6.2633
8,3.757,18.7007,14.9493,6.8968,16.3872,9.7126,3.7145,7.0903,3.1461,2.5765,2.5972,4.337,8.749,6.1488
8,3.7482,19.2964,15.2724,6.4287,15.2066,9.0782,3.8612,7.185,3.0022,2.5251,2.3391,4.3089,8.979,5.8595
8,3.3575,19.0648,15.9844,6.569,15.2671,9.9273,4.1115,7.5155,3.1968,2.6736,2.3052,4.2175,8.5474,5.5989
8,3.5824,18.7983,15.9469,5.9554,15.4922,10.0468,4.0554,6.554,2.9638,2.6029,2.456,4.4309,8.6068,6.0882
8,3.5184,19.6276,16.0078,6.7827,14.9324,9.6978,4.0516,7.1645,3.4128,2.5437,2.2322,4.2328,9.1529,6.1685
8,3.0254,19.1401,15.3867,6.424,15.0887,10.4287,3.8029,7.2846,3.4833,2.6048,2.4394,4.4246,9.2524,6.2488
8,3.4233,20.0023,14.7042,6.4563,15.6741,9.2885,3.8384,7.303,3.4093,2.6601,2.3727,4.6588,9.0131,5.7752
8,3.1808,18.9913,14.6968,6.5141,14.9128,9.9808,3.8847,7.2339,3.4108,2.6358,2.3204,4.4182,8.6034,5.5112
8,3.1218,18.7985,14.6827,6.4712,15.4397,8.375,4.1266,7.3291,3.378,2.5015,2.4531,4.3992,9.0081,5.728
8,3.4851,19.781,14.6375,6.3761,15.8072,10.1521,4.1029,7.0359,3.7872,2.5589,2.5232,4.2985,9.2864,5.7256
8,3.4468,19.1054,13.5843,6.3038,15.772,9.2904,4.1982,6.8117,3.2971,2.5715,2.4966,4.481,8.9109,5.7954
8.5,3.4695,19.3143,14.1261,5.9156,15.6653,10.276,4.0983,7.2532,3.5797,2.6306,2.3948,4.4096,8.687,5.6575
8.5,3.1283,19.0901,13.8455,6.713,14.4488,9.2534,4.4585,7.0848,3.9366,2.5359,2.511,4.429,9.0397,5.1884
8.5,3.2542,19.1578,14.5375,5.6623,14.8419,9.8594,4.4199,7.2887,3.6683,2.3942,2.3653,4.6918,9.0511,5.143
8.5,3.399,19.165,14.9398,6.235,15.2402,9.6541,4.3176,7.2837,4.1064,2.5373,2.448,4.6205,9.5365,5.6142
8.5,3.2432,18.9377,16.1722,6.1764,15.2937,9.4861,4.2787,7.6017,3.9048,2.6665,2.3185,4.7564,9.1984,5.8097
8.5,3.2437,19.4864,16.0493,6.3046,15.2241,9.3703,4.2797,7.1843,4.1367,2.4547,2.4966,4.4349,9.2282,5.2223
8.5,3.27,19.2791,15.3833,5.9524,15.5014,9.927,4.1741,7.0567,4.1093,2.3539,2.3759,4.7727,9.1856,5.1591
8.5,3.1765,19.5249,15.0984,5.9181,14.6848,9.4569,4.2186,7.1281,3.9953,2.663,2.3205,4.6913,9.2668,5.0196
8.5,3.0063,19.5178,16.1562,5.4234,15.9393,9.2451,4.1998,7.0918,3.7555,2.6715,2.3759,4.6735,9.5052,4.5911
9,3.1481,19.1923,15.2357,5.799,15.9882,9.8789,4.0823,6.8593,3.3088,2.3723,2.4343,4.525,9.0836,4.5227
9,3.2704,19.0175,15.2071,5.9985,14.4461,8.7269,4.1171,6.8206,3.6049,2.4231,2.3482,4.8842,8.5624,5.1728
9,2.9956,18.8897,14.6777,5.4469,14.5836,9.2857,4.4204,6.6942,3.9614,2.5358,2.3424,4.7091,8.795,5.1416
9,3.4102,18.8185,15.4659,5.1427,14.7795,8.8815,4.1392,6.7963,3.8823,2.6007,2.3929,4.4347,8.4811,5.0418
9,3.3923,19.6498,15.3856,5.9106,14.2071,9.3895,4.0309,6.6492,3.9086,2.3994,2.5075,4.4727,8.6964,5.6602
9,3.3205,18.8277,15.5353,5.2659,15.4183,8.2219,4.0573,6.9148,3.8833,2.1617,2.4149,4.5711,8.7443,5.0859
9,3.1619,19.0858,15.9944,5.7746,14.6236,9.0909,3.7622,6.8157,3.6865,2.2655,2.3631,4.6575,8.6669,5.6338
9,3.0315,19.719,15.4504,5.7687,13.5337,9.1977,3.9937,6.8014,3.5526,2.3831,2.1811,4.4801,8.9908,5.6367
9,2.9937,18.6116,14.7168,5.5669,15.1632,8.504,3.985,6.8113,3.7416,2.1003,2.231,4.7149,9.0561,6.4279
9,3.1353,19.6355,15.4525,5.8259,15.8807,9.2958,3.884,6.6956,3.7824,2.2964,2.3212,4.6248,8.8404,7.0321
9,3.3022,19.0262,15.5266,5.2786,14.1419,8.9807,4.0469,6.3947,3.8139,2.0701,2.209,4.748,9.0858,6.9523
9,3.2252,19.9639,15.7616,5.486,15.5066,9.1205,3.9906,6.4982,3.5943,2.1043,1.9802,4.5281,9.4274,6.642
9,3.4133,19.6564,15.9039,5.487,15.4212,9.6032,3.8808,6.5864,3.6254,2.1522,2.1864,4.3335,8.9501,6.1737
9,3.329,18.6834,15.7537,5.4297,14.3043,9.8938,4.1381,6.4426,3.7375,2.159,2.2291,4.1892,9.3429,6.2032
9,3.1781,19.4158,15.7424,5.9977,15.9265,9.4434,3.7944,5.9424,3.6127,2.0584,2.0817,4.305,8.8499,6.1203
9,3.1599,19.1294,14.9444,5.7793,15.2181,9.1734,3.9642,6.2473,3.7731,2.0254,2.0278,4.2455,9.2519,6.3291
9,3.3506,19.633,15.4356,6.088,13.3383,8.7553,3.4279,6.3834,3.5808,2.2321,1.9482,4.4995,9.7916,6.4045
9,3.4854,19.7993,15.2108,6.1687,14.7167,9.4394,3.6409,6.1741,3.8018,2.3072,1.9978,4.5553,9.2763,6.6812
9,3.2866,19.3965,15.9763,5.7919,16.1217,9.9947,3.5853,6.4186,3.894,2.1183,2.2025,4.3167,8.7626,6.0935
9,3.1188,20.0362,14.7645,5.6255,14.7275,9.0081,3.788,6.4199,3.9129,2.3377,2.1861,4.3741,9.5465,6.2304
9,3.3047,20.1632,14.2894,5.7235,15.5273,8.8121,3.7738,6.1896,3.8249,2.1618,2.3634,4.2174,9.1985,6.0904
9,3.114,19.7783,14.689,5.2324,15.4927,9.377,3.4583,6.3854,4.0959,2.3329,2.3211,4.428,8.9501,6.1274
9,3.0474,18.9557,14.849,5.7864,14.1768,9.9788,3.9132,6.4447,3.984,2.1847,2.6097,4.4148,8.8942,6.0626
9,3.1728,19.4916,14.1576,5.7943,16.5276,8.7929,3.7972,6.6194,3.7875,2.2612,2.3898,4.1295,9.1305,5.7222
9.5,2.7688,19.3145,15.0134,5.4517,15.6522,9.7224,3.6563,6.5706,3.793,2.2949,2.2415,4.2963,9.4123,6.3857
9.5,3.133,19.6277,14.9082,6.1667,14.9569,9.6394,3.8264,6.6207,3.7961,2.398,2.32,4.4842,8.7353,6.6294
9.5,2.7986,18.7072,14.8223,6.207,15.2442,10.425,3.694,6.8024,3.2869,2.4037,2.4239,4.5881,9.1284,7.1583
9.5,2.8541,18.555,14.8744,6.273,14.8155,9.3186,3.8845,6.5036,3.5451,2.3277,2.3356,4.5346,8.5252,6.6992
9.5,2.9312,19.8801,15.2849,5.8187,15.8972,10.1825,3.7671,6.5341,3.58,2.3836,2.415,4.6131,9.251,7.0099
9.5,3.3332,19.9719,14.4663,5.9188,16.4877,9.2193,3.5453,6.7404,3.9161,2.3063,2.2965,4.4294,9.3775,7.0801
9.5,2.9304,19.4259,14.7046,6.2619,15.2127,9.5118,3.5472,6.9587,3.738,2.414,2.2462,4.566,9.5612,6.1433
9.5,3.0509,19.4907,13.6774,6.1464,15.8348,9.3847,3.6614,7.0361,3.612,2.1075,2.1857,4.6881,9.3404,6.4543
9.5,3.1316,18.8363,14.3437,5.7499,15.953,8.7748,3.6091,6.7794,3.8555,2.354,2.156,4.4448,9.5826,6.4888
10,3.2141,18.9947,15.095,6.136,14.9482,9.2975,3.4274,7.4244,4.1157,2.1345,2.1883,4.3576,9.6754,7.0621
10,3.488,19.4973,14.6488,6.0422,15.7497,9.1878,3.0976,7.2162,4.0361,2.281,2.0839,4.7579,9.5088,6.7496
10,3.4204,19.7101,14.6094,6.3164,15.4783,8.9786,3.8544,7.0392,3.7414,2.383,2.0977,4.7803,9.348,6.7162
10,3.4282,19.2922,14.2837,6.8093,15.1762,8.2758,3.4681,6.7422,3.9597,2.2668,2.0309,4.6668,9.2564,7.0947
10,3.3396,19.1351,14.0952,5.9874,15.0911,8.9937,3.6738,6.4637,3.9388,2.4776,2.0447,4.7476,9.3506,7.0596
