odour stim,09/04/2021 Male 1,09/04/2021 Male 3,16/04/2021 Female 5,21/04/2021 Female 1,21/04/2021 Female 4,21/04/2021 Female 11,22/04/2021 Female 1,22/04/2021 Female 8,22/04/2021 Female 13,23/04/2021 Female 4,23/04/2021 Female 6,23/04/2021 Female 7,23/04/2021 Female 10,23/04/2021 Female 11
,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT
10.5,3.6569,18.0555,13.1094,7.7494,17.8246,10.4658,1.9478,7.2373,3.9579,2.9465,1.3451,4.0965,7.4373,6.2236
10.5,3.6522,17.9323,12.1503,7.8323,17.7831,10.5405,2.0719,7.2017,3.8917,2.9853,1.4099,3.8962,7.5739,6.0382
10.5,3.6797,17.1047,12.6552,7.6705,17.7547,10.5243,2.1874,6.9937,3.8665,2.8828,1.3514,3.8321,7.6894,6.3308
10.5,3.6813,17.3383,12.0247,7.6362,17.1748,10.3519,2.0013,6.8774,4.0655,3.0958,1.2801,4.3784,7.7845,6.2877
10.5,3.9962,18.2431,12.3288,7.593,17.9975,10.7229,2.0275,7.282,4.147,3.1898,1.2838,4.0405,7.3644,6.4878
10.5,3.8634,17.3172,11.9545,7.9523,17.7953,10.2746,1.9791,7.3161,3.9898,3.0172,1.3868,3.8233,7.6321,6.097
10.5,3.5153,18.7697,12.28,7.7687,17.5764,10.3219,2.0979,7.1091,4.1205,3.0169,1.4821,4.1754,7.7535,6.1888
11,3.8681,17.4311,12.3901,8.3885,17.989,10.345,2.0591,7.1924,3.7806,2.826,1.3967,3.6913,7.4584,6.4936
11,3.7676,18.6283,12.2103,7.3401,17.2116,10.7406,2.0283,7.102,4.1089,2.9319,1.2975,3.8617,7.6368,6.069
11,3.6691,18.1338,11.7063,7.9745,17.9206,11.0487,2.212,7.1823,4.0289,2.8755,1.3848,3.9125,7.4903,6.3817
11,3.718,18.1703,12.2787,7.7948,18.2596,9.6801,2.0874,7.4239,4.2659,2.6721,1.2171,3.7599,7.0294,5.8168
11,3.5815,17.9561,12.1591,7.7431,17.9593,10.2181,2.2045,7.2756,4.3986,2.8359,1.2512,3.9077,7.4587,6.3908
11,3.5225,17.4976,11.6791,8.0656,17.708,9.2302,2.034,7.1501,4.3102,2.7771,1.3824,3.7496,7.6844,6.6759
11,3.5076,17.4162,11.7125,8.1617,17.7891,10.2304,2.3338,7.4779,4.4017,2.8258,1.3195,3.733,7.3983,6.4298
11,3.7643,17.7408,12.4284,7.1741,16.5342,8.8673,2.0418,7.3017,4.343,2.9316,1.2319,3.7891,7.0441,6.4788
11,3.5384,18.175,12.79,7.123,17.0362,9.7995,2.2558,7.1667,4.509,2.5233,1.231,3.6856,7.8141,6.421
11,3.5641,18.356,12.9546,7.5935,17.6699,10.0087,2.0824,7.2413,4.3452,2.8071,1.3059,3.9399,7.8114,6.2311
11,3.5864,18.9032,13.2166,7.7877,17.278,9.308,2.2588,7.3104,4.3074,2.8146,1.395,3.8109,8.0021,6.3137
11,3.4749,18.9203,12.6052,7.8164,17.5862,9.9248,2.2063,7.177,4.3501,2.8022,1.185,4.0393,8.2085,6.1001
11,3.6296,19.0681,13.329,7.3009,17.8194,10.2003,1.9944,7.2234,4.3614,2.6678,1.0695,4.141,8.3325,6.1273
11,3.6077,18.3608,13.3021,7.1427,17.154,10.3629,2.2365,7.0857,4.4091,2.5852,1.2568,4.0102,8.6654,5.9533
11,3.7027,18.7589,13.2887,7.8165,16.5094,9.6075,2.2282,7.1661,4.4797,2.5693,1.2597,4.1226,8.8985,6.1535
11,3.5085,17.7662,12.8216,7.7158,16.8204,9.749,2.0609,7.3526,4.3794,2.5761,1.1064,3.9251,9.1986,5.7366
11,3.858,17.7286,11.8142,7.5146,16.506,10.3712,1.7984,7.0656,4.2151,2.732,1.0776,3.6611,8.8006,5.3572
11,3.5344,17.5999,12.5975,7.8094,17.1392,10.1826,2.0812,7.156,4.0976,2.6151,1.0443,4.0449,8.8048,5.6596
11,3.7606,17.2706,12.5077,7.4022,16.762,9.5567,2.1883,6.7748,4.301,2.7053,1.2066,3.7837,8.542,5.5958
11,3.7643,17.025,12.91,7.7074,17.3019,9.72,2.0669,7.1841,4.1732,2.579,1.2308,3.6502,8.6374,5.7747
11,3.8054,17.3133,11.9439,7.7582,17.3225,9.8609,2.0861,7.0495,4.3054,2.7014,1.1738,3.4788,8.568,5.8413
11,3.7356,16.6035,11.9261,7.3257,16.6089,9.6784,2.1359,7.0415,3.9977,2.7091,1.2244,3.7384,8.8565,6.1096
11,3.8442,16.6448,11.8154,7.4497,16.9798,10.4659,2.1386,6.9925,4.3497,2.5869,1.3728,3.0124,8.5609,6.2925
11,3.4911,16.2555,12.3025,8.033,17.4024,9.3398,1.9844,7.1751,4.4211,2.5418,1.2785,3.0842,8.5608,6.0516
11.5,3.7837,16.7929,11.6889,7.8136,17.2189,8.806,2.1303,7.2367,4.1308,2.604,1.3697,3.2001,8.7497,6.1093
11.5,3.7949,17.0235,12.4513,7.7248,17.4322,8.8163,2.2082,7.4172,4.2266,2.5663,1.3746,3.1809,8.7756,6.4799
11.5,3.7037,16.5234,12.2181,7.9342,17.0425,9.6281,2.0211,7.0548,4.3402,2.4975,1.223,3.0897,8.8533,6.5368
11.5,3.7021,15.963,12.2201,7.4528,16.8816,9.6665,2.0653,7.32,4.1889,2.4353,1.0391,3.0951,8.6451,6.2419
11.5,3.9842,16.2397,13.091,7.8171,17.164,10.0213,2.1622,7.2089,4.3184,2.259,1.1396,3.0675,8.3714,6.3104
11.5,3.8895,16.6156,12.9167,8.3058,16.8956,9.1329,2.0367,7.1304,4.4272,2.32,1.1535,3.5565,8.4663,6.1887
11.5,4.0544,16.2861,13.1878,7.9676,17.2041,10.2296,2.1217,6.8905,4.1835,2.539,1.2402,3.6056,8.2336,5.9108
11.5,3.8006,15.4084,13.0667,7.8386,17.3842,9.2775,2.1352,6.7923,4.1774,2.5343,1.0362,3.526,8.2877,6.4075
11.5,3.908,16,13.0446,7.7002,16.9897,10.6879,2.0151,6.9745,4.3007,2.5457,1.2599,3.8103,8.4114,6.8052
12,4.1083,17.1537,12.6703,7.8699,17.747,9.3232,2.1712,6.9201,4.4016,2.6481,1.2949,3.6696,8.1207,6.5852
12,4.1686,16.5795,12.7945,7.3451,17.6092,10.1848,2.2662,6.4894,4.0737,2.4165,0.9801,3.5763,7.8996,6.1943
12,3.9844,15.6984,12.8523,7.0864,17.6937,10.2137,1.9992,7.0847,4.1361,2.466,0.9757,3.8391,7.6874,6.1578
12,4.1345,17.8681,12.3487,7.7141,17.7947,9.4351,2.0569,6.9104,4.2463,2.3097,1.0126,4.1839,7.39,5.6556
12,4.0181,16.3428,12.1514,7.2431,17.1323,10.3253,2.0018,6.9549,4.1263,2.4121,1.0463,3.9349,7.5645,5.7648
12,3.8366,16.379,11.9672,7.4284,17.6236,9.8764,1.9337,6.8725,4.0266,2.6249,1.0249,4.1408,7.9063,5.5033
12,4.3514,16.3179,12.089,7.2626,17.5751,9.7534,1.7789,6.986,3.9137,2.5945,1.1834,4.3187,7.4986,5.7442
12,4.1378,16.2083,11.9867,7.3628,17.6554,9.5134,1.9906,6.7415,3.9432,2.6946,1.1646,4.7232,7.5959,5.7998
12,4.0439,16.7347,11.6864,7.544,17.6889,10.5567,2.0913,7.0564,4.2544,2.5778,1.1593,4.6142,7.125,5.3345
12,3.9169,16.3717,12.3418,7.5723,17.6276,9.6458,2.0805,6.9123,4.0186,2.6288,1.0686,4.791,6.8955,5.5988
12,4.1872,17.1236,12.3277,7.675,17.2319,9.393,1.9375,6.8575,4.3641,2.6882,1.0347,4.8155,6.9359,5.8682
12,3.7984,17.4656,12.5742,7.4429,17.4362,10.7902,2.0723,7.3296,4.5294,2.6601,0.9799,4.7548,7.0095,5.6069
12,3.8054,17.0256,12.2599,7.8571,17.2952,9.6128,1.7737,7.2933,4.2042,2.7538,1.1598,4.855,7.0582,5.5644
12,4.0975,17.5242,12.5227,7.9479,16.8479,10.5398,2.0381,6.8185,4.409,2.6068,1.0762,5.0755,7.0977,5.5011
12,3.9988,17.4603,12.3064,7.3308,16.8912,9.8835,1.5926,6.762,4.4126,2.7241,1.1234,5.0209,7.1258,5.2578
12,4.149,16.6613,12.5603,7.5876,16.9662,9.9338,1.8113,6.8429,4.1496,2.6948,0.9417,5.1464,7.3154,5.4998
12,4.2236,17.3313,13.1681,7.7782,17.1388,9.8754,1.9915,6.9213,4.4186,2.7389,1.0837,5.1076,7.0419,5.4903
12,4.1808,16.883,12.9942,7.4987,17.233,9.8567,1.7757,7.2524,4.468,2.7848,1.0493,5.114,6.9331,5.5723
12,4.2355,16.3992,13.3404,7.0033,17.3645,9.845,1.7761,6.8555,4.394,2.7061,1.1618,4.8838,7.197,5.3663
12,3.729,16.0286,14.1766,6.994,16.7312,9.8101,1.8267,6.8809,4.4507,2.695,0.9857,5.291,7.2131,5.4915
12,3.8316,17.3818,13.3481,7.1766,17.0934,10.4959,1.9033,7.0751,4.027,2.7886,0.8962,5.0861,7.1216,5.6518
12,4.2157,17.5686,13.9599,7.3251,17.6031,10.4478,1.8641,7.1549,4.1877,2.7679,1.0183,5.0698,7.0104,5.7706
12,4.2722,18.3945,13.9019,6.5199,18.1609,11.1152,2.0167,6.7483,4.0854,2.5493,1.1323,5.3838,6.9166,5.5129
12,3.7906,17.346,13.4071,6.7777,17.6542,10.4725,1.7926,6.9498,4.2631,2.6234,0.9926,5.3931,6.6251,4.9869
13,4.0314,18.1028,13.5863,7.1398,18.3108,10.5197,1.8592,6.9141,4.2209,2.6444,1.0447,5.7306,7.0682,5.7276
13,4.1388,17.5667,13.1847,6.6101,18.2327,11.583,1.7191,7.3237,4.2291,2.9698,0.9867,6.1313,6.9167,5.7157
13,4.2109,19.3323,13.4245,7.211,18.4276,11.4895,2.2737,7.5614,4.451,2.9738,1.1818,5.8055,7.8548,5.9794
13,4.5299,19.06,13.767,6.6592,18.761,10.7375,3.2053,7.3392,4.3539,3.4011,1.2201,5.9518,7.9944,5.7838
13,4.6254,19.5695,14.3096,6.3217,19.1711,11.3885,3.8469,7.3515,4.0667,3.9672,1.305,5.9115,8.2395,6.108
13,4.3118,18.8767,14.1759,6.2808,18.3796,11.4525,4.6709,7.3863,3.9485,3.8592,1.3986,5.4901,8.638,5.9388
13,4.4774,18.8773,14.4265,6.9154,18.6752,11.2482,4.9667,7.5725,4.1059,4.0054,1.518,5.3368,8.2407,5.7672
13,4.5326,19.314,14.4392,6.4535,18.9317,11.1882,5.1997,7.4384,4.0389,3.9911,1.7055,5.4224,8.3072,6.4217
13,4.437,18.3524,14.6143,6.3899,18.4405,11.4235,5.256,7.324,4.1926,3.9124,1.6024,5.2739,8.3854,6.4247
13,4.1791,18.2703,15.1707,6.304,18.7127,11.8716,5.4452,7.5125,4.2646,3.7296,1.6019,4.9797,8.348,5.8132
13,4.1746,19.5398,14.82,6.8818,18.1536,11.972,5.3263,7.6738,3.969,3.6549,1.6363,4.643,8.3978,6.7907
13,4.0446,18.1026,14.5947,6.0926,18.8606,11.2734,5.3292,7.5312,4.2857,3.6533,1.6566,4.8857,8.1078,6.0517
13,4.0727,18.3318,14.9066,6.3399,18.8237,10.9832,5.9468,7.2363,3.8838,3.6645,2.0023,4.9663,8.6698,6.0858
13,3.9423,18.8198,15.0789,6.9678,18.4731,9.3968,5.8975,7.4819,4.1947,3.6527,2.2784,4.7295,8.7718,6.0865
13,4.0089,18.1971,15.3944,6.8022,19.3777,9.7332,5.8357,7.477,4.1296,3.5019,2.4674,5.1673,8.9624,5.5825
13,4.038,18.0021,14.5871,6.7686,19.8394,9.8738,5.9228,6.959,4.2128,3.5095,2.8502,5.1591,9.1571,6.2028
13,3.7242,17.3583,14.0661,6.7397,19.5227,9.597,5.6439,7.3327,4.1531,3.3832,2.9903,5.0845,9.7315,6.0231
13,3.8027,16.8125,14.1837,6.2129,20.2528,9.2254,5.7442,7.3899,4.5445,3.4099,3.0083,5.3101,9.8485,6.0804
13,3.7715,17.017,14.3783,7.2146,19.5473,9.9717,5.9296,7.5697,4.1827,3.424,3.2032,4.8226,9.625,5.8069
13,3.7534,16.5123,13.9362,6.3626,19.7234,10.2975,5.5355,7.3127,4.5564,3.234,3.8097,5.1075,9.8278,6.2173
13,3.6623,16.7085,14.2583,6.965,19.8949,10.6967,5.9826,7.3122,4.4387,3.4247,4.2239,5.0635,9.6489,6.3715
13,3.6155,16.1196,14.1194,6.4097,18.8998,9.5554,5.867,7.3734,4.3628,3.2701,4.4172,4.9275,9.4293,6.4957
13,3.4974,16.1671,14.419,6.4888,19.2047,10.4103,5.8128,7.255,4.4026,3.296,4.3042,4.8989,9.5331,6.7519
13,3.5111,16.6072,13.9079,6.496,19.5145,9.6751,5.73,7.5123,4.5925,3.313,4.7792,5.0122,9.7346,6.7531
13,3.5763,16.3806,13.5776,6.4681,18.5654,11.2027,5.233,7.5784,4.3856,3.2604,4.7005,4.9421,9.5989,6.4782
13,3.5004,15.8428,14.2466,6.5288,19.5096,10.5982,5.4639,7.4311,4.4567,3.259,4.8494,4.7092,9.8101,6.901
13,3.3963,15.5877,14.3186,6.7187,19.6441,11.5906,5.3204,7.3416,4.2113,2.9888,4.3234,4.4694,10.412,6.2855
13,3.3324,15.8389,14.0234,7.0393,18.7658,10.2813,5.3224,7.4059,4.1351,2.9889,4.3468,4.3767,9.9338,6.6165
13,3.5913,15.5052,13.6889,7.0178,18.3715,11.0945,5.576,7.3732,4.2408,2.8965,4.1667,4.3778,10.0242,6.3517
13,3.3175,15.6446,14.1897,6.6921,18.4078,9.9421,5.2652,7.2054,4.2097,3.0083,3.9933,4.1084,10.1191,6.5742
13,3.399,16.2302,13.6035,7.159,17.4941,10.1336,5.2133,7.1957,4.1192,2.8582,4.0947,4.4621,9.967,6.6159
13,3.3173,16.297,14.0321,7.2388,18.078,10.4712,5.4088,7.2614,4.1732,3.01,4.0539,4.7015,10.002,6.352
13,3.5125,16.8966,14.3586,7.0774,17.5547,10.1561,5.1691,7.2622,4.1945,2.8782,4.2118,4.1703,10.4301,6.2727
13,3.4409,16.3864,14.3665,6.1896,17.9026,9.7999,5.1966,7.0873,4.0773,2.9832,4.408,4.3723,9.9184,6.1815
13,3.5337,17.0816,14.3955,6.4883,18.4567,9.5281,5.4489,7.2711,4.1093,2.9048,4.3844,4.2724,10.1191,6.1189
13,3.3984,16.0904,14.3407,6.8514,17.9321,10.2765,5.386,7.2332,4.1525,2.8182,4.5148,4.4956,10.4186,6.1767
13,3.3833,16.2378,14.725,6.8108,18.3865,10.2548,5.1957,7.2632,4.0379,2.877,4.4554,4.1926,10.0738,6.7031
13,3.4139,16.5873,15.2492,5.8301,18.4451,10.5507,5.5702,7.4341,4.3256,2.9887,4.1848,4.2349,10.3284,6.2475
13,3.4687,15.9066,15.1512,6.5869,18.5853,8.8552,5.7007,7.0776,3.9623,2.8078,3.8727,4.3205,10.5866,6.2398
13,3.5655,16.1002,15.7217,6.0285,18.3734,9.539,5.5812,7.222,4.2008,3.0726,3.9467,4.1136,10.6065,6.3426
13,3.5662,16.7713,15.7833,6.8381,18.4186,9.7858,5.7488,7.0816,4.2269,2.7881,4.0045,4.3599,10.5681,6.2808
13,3.3311,15.7728,15.8524,6.7631,18.7308,9.8316,5.6397,6.9838,4.1069,2.9677,3.7938,4.2305,10.6276,5.7539
13,3.371,16.6438,15.9557,6.8883,18.3151,10.1309,5.8025,7.095,4.1758,2.9033,3.9819,4.3927,10.5493,5.6621
13,3.3611,16.8493,15.7103,6.68,18.114,9.9024,5.5359,6.8983,4.0858,2.8037,3.6761,4.2798,10.1814,5.7864
13,3.3256,15.733,15.6243,6.9282,17.7726,9.8929,5.6331,6.7365,4.1748,2.9592,3.5388,4.4732,10.4863,5.4991
13,3.2425,16.8898,16.1232,6.0566,17.8161,10.6899,5.4689,6.8378,4.0305,2.9354,3.6853,4.4736,9.7717,5.7423
13,3.4786,16.6632,15.6601,6.2927,17.5171,10.634,5.4557,6.4808,3.9331,2.8434,3.7256,4.2247,9.9808,5.3831
13,3.1985,17.087,15.2228,6.3219,17.7063,9.9249,5.1637,6.842,4.0918,2.794,3.8182,4.383,9.509,5.3465
13,3.451,17.6897,15.0662,6.5027,17.8142,10.4325,5.0628,6.6948,4.072,2.9354,3.6369,4.4657,9.4234,5.9021
13,3.4044,17.2545,15.2949,6.4363,16.7722,10.1655,4.5614,6.1902,4.0783,3.0351,3.7414,4.3958,9.6714,6.087
13,3.4436,17.899,15.4317,6.0433,16.8211,10.0927,4.9586,6.4757,3.6594,2.9109,3.7339,4.257,9.5792,5.7316
13,3.4925,17.7018,15.3246,5.5598,17.3818,8.58,4.8944,6.3648,3.9893,3.0425,3.6391,4.6885,9.3203,6.0811
13,3.5516,17.5229,15.8123,5.6776,17.3422,9.3073,4.7616,6.3003,3.8863,2.9185,3.5056,4.2588,9.3012,5.6263
13,3.4635,16.356,16.2885,6.1065,17.5304,7.8987,4.7643,6.3093,4.0704,2.8466,3.3684,4.4408,9.4295,6.3278
13,3.3965,17.3216,16.4212,5.521,17.5772,8.9464,5.1284,6.507,3.9887,2.8244,3.5172,4.4816,9.6313,5.6333
13,3.4663,17.1532,16.5201,5.6392,16.9457,8.5345,5.1036,5.909,3.8386,2.8357,3.731,4.5049,9.48,6.3932
13,3.3186,15.9642,16.4211,4.6228,16.8242,9.5823,5.0244,6.3328,4.0446,2.7851,3.5968,4.7298,9.7492,5.7855
13,3.5572,16.6787,16.1076,5.8139,16.4918,9.0422,4.6381,6.2554,3.8724,2.6705,3.3578,4.8355,9.7323,5.8506
13,3.4927,17.5927,16.3106,5.2074,16.0579,8.5354,5.1152,5.8448,3.8296,2.9335,3.2403,4.8214,9.393,5.94
13,3.198,16.9477,15.3482,5.8508,17.1633,9.9578,4.9406,6.1484,3.8713,2.8526,3.5746,4.3314,9.8162,5.413
13,3.5482,17.2211,14.574,5.2856,16.7151,8.3307,4.6149,5.8755,3.9879,2.9429,3.7587,4.6758,9.757,5.1114
13,3.5758,16.7492,14.8097,5.6691,17.2604,9.5421,4.8033,6.323,3.9416,2.9697,3.7592,4.8562,9.1524,5.2355
13,3.4203,16.9818,14.9827,5.6604,17.1178,8.435,4.6121,6.3992,3.7364,2.8546,4.2039,4.8759,9.5249,5.3992
13,3.4783,17.2797,14.5295,5.6939,17.2736,9.7944,4.8864,6.0644,3.6835,2.779,4.353,4.6642,9.2937,5.0739
13,3.4516,16.8985,14.7773,5.276,16.9222,9.3327,4.5449,5.9879,3.8499,2.9974,4.7006,4.8515,9.7307,5.5188
0,3.3073,17.54,14.5322,5.1631,17.3044,8.5833,4.582,6.2525,3.8939,3.0539,4.5965,4.6218,9.6014,5.6302
0,3.4377,17.2871,14.7477,4.7282,16.6539,9.0978,4.6639,6.1775,4.1411,3.2128,4.3736,4.8085,9.5477,6.0486
0,3.5512,16.9414,14.8296,5.3325,17.4772,9.6522,4.371,5.9183,3.9787,2.9478,4.3263,4.5554,9.4523,5.891
0,3.465,16.7939,15.1417,5.1013,17.5367,9.3024,4.166,6.1912,3.7591,3.0765,4.4326,4.5954,9.3118,5.4643
0,3.657,17.3068,14.9351,5.4963,17.7981,9.9792,4.157,5.8212,3.9127,3.0517,4.1438,4.8986,9.8837,6.4302
0,3.3937,16.9675,13.7794,5.3035,17.6745,10.1132,4.7136,6.0125,3.6416,2.8739,4.0872,4.4879,9.7431,5.7292
0,3.4182,16.5868,14.3937,5.725,17.6766,9.191,4.1297,6.0962,3.6279,2.8195,3.7219,4.5548,9.7572,6.2934
0,3.8557,16.7301,13.5492,5.204,17.6041,8.7564,3.8172,5.6659,3.6596,2.9366,3.8917,4.558,10.229,6.2736
0,3.4127,17.4945,13.8031,5.4869,17.425,8.1942,4.3903,5.7389,3.625,2.8773,3.9788,4.4178,9.7245,5.7994
0,3.4218,17.5798,13.615,5.4008,17.0548,9.1825,4.1604,6.1395,3.951,2.7492,3.7455,4.757,10.0008,5.8587
0,3.6758,17.123,14.3138,4.5019,17.2774,8.4633,4.1453,5.7625,4.0686,2.7461,4.109,4.7933,10.1204,5.739
0,3.7609,17.6354,14.0016,5.0096,17.0951,9.1388,4.1962,5.4384,4.081,2.6672,4.3378,4.7464,9.4352,5.6593
0,3.3209,17.5909,14.2335,5.0013,17.2171,9.2959,3.6801,5.6984,4.1239,2.656,4.193,4.1163,9.4696,6.0785
0,3.7222,18.1855,14.3971,5.284,17.4276,8.3246,3.8824,5.7437,3.8887,2.595,4.4619,4.4549,9.5554,5.8766
0,3.5922,17.8641,14.1397,4.9193,18.2053,8.8897,3.2605,6.1026,3.8174,2.5856,4.66,4.3285,9.9024,6.0357
0,3.4378,17.8146,14.8042,5.0277,17.4538,9.1412,3.4712,5.8392,4.005,2.8079,4.8748,4.3071,9.7721,5.9147
0,3.4906,18.4323,14.7977,5.1692,18.0134,9.6227,3.567,5.843,3.6095,2.5844,4.6979,4.5543,10.0617,5.4172
0,3.5722,17.7691,14.2926,5.0228,18.4192,8.9406,3.391,5.633,3.3868,2.7847,4.3166,4.3695,9.9626,5.9029
0,3.5762,17.613,14.9227,5.3831,17.5102,9.3788,3.566,5.9974,3.6314,2.7182,4.2769,4.3718,10.2402,6.1599
0,3.7554,17.267,14.1286,5.302,17.5133,9.676,3.2235,5.4945,3.4369,2.7871,4.1221,4.3949,10.0839,6.4681
0,3.713,16.6354,14.2722,6.0769,17.4255,9.1126,3.2491,5.479,3.6014,2.6608,4.0351,4.4705,10.0039,6.2562
0,3.4637,17.244,14.5985,5.5315,17.2967,9.5645,3.0239,5.6514,3.6534,2.622,3.971,4.4071,9.6219,6.6105
0,3.4284,17.211,14.0288,6.0493,16.6302,9.615,3.2069,5.5522,3.6764,2.498,3.8386,4.1883,9.6217,6.6168
0,3.7114,17.0771,13.4908,6.1416,16.4534,9.9599,3.2003,5.5333,3.753,2.1785,4.1035,4.524,9.8641,6.2791
0,3.3742,17.6438,13.8846,5.8259,17.0837,9.26,2.9831,5.4017,3.6114,2.5666,3.9857,4.3122,9.8189,6.4223
0,3.447,18.755,14.2676,6.0449,16.4592,9.7529,2.9306,5.5112,3.7646,2.3159,3.6897,4.5231,9.7496,6.0572
0,3.3464,17.8257,14.8213,5.2811,16.8717,9.0237,3.2438,5.4482,3.8779,2.4925,3.7498,4.1791,9.5884,6.2196
0,3.166,17.6981,14.8398,5.8471,17.0758,9.3062,2.9733,5.4583,3.6531,2.5292,3.8397,4.0706,10.391,6.3788
0,2.9948,18.0006,14.7404,5.8784,17.139,9.9544,2.8066,5.9251,3.757,2.4913,3.959,4.112,10.1639,6.0191
0,3.2144,18.137,15.2501,6.0658,17.4557,9.5096,2.9159,5.7213,3.7132,2.5137,4.551,3.8968,10.1469,6.4423
0,3.0469,18.7097,15.295,6.0489,17.1218,10.5443,3.1088,6.062,3.8415,2.3162,4.5013,4.3197,9.4596,6.571
0,3.4023,17.5838,14.6272,5.4796,15.1566,10.0715,3.5336,6.0619,4.1362,2.3348,4.4149,4.2013,9.2575,6.2338
0,3.2104,18.4894,14.8481,5.0762,15.0643,11.2535,3.3546,5.6154,4.2133,2.3948,4.3042,4.0279,9.3367,6.1577
0,3.2217,18.6575,14.6208,5.5264,15.3624,9.8384,3.2862,5.7348,4.2369,2.661,4.1681,4.0495,9.4183,5.8518
0,3.2323,18.9346,15.4084,5.3466,15.9559,10.5068,3.476,5.6495,4.5814,2.5262,4.0458,4.0761,9.2434,6.0341
0,3.2745,18.1024,14.7963,5.718,15.9158,10.3694,3.2518,5.8064,4.3528,2.4918,4.021,4.2901,9.3065,6.3576
0,3.0811,18.0315,14.8208,5.716,16.1391,9.6954,3.2111,5.985,4.5603,2.433,3.8547,4.2947,9.354,6.4595
0,3.0665,17.6851,14.8077,5.3722,16.6853,10.452,3.2814,5.5106,4.7687,2.5363,4.0737,4.2375,9.0586,6.6267
0,3.202,18.119,15.006,5.6345,16.5003,10.4882,2.9749,5.5401,4.744,2.4556,4.1017,4.0892,8.8581,6.1424
0,3.0022,17.8694,14.6632,5.467,16.4819,9.8727,3.0882,5.748,4.5098,2.4177,4.0937,4.1,8.6774,5.6891
0,3.0877,17.4249,14.378,5.4855,16.7754,9.9769,3.0105,5.7763,4.8338,2.4535,3.9966,3.8971,8.6035,5.5418
0,2.9662,17.9294,14.3878,5.4087,17.0293,7.8026,3.1524,5.9767,4.6222,2.5878,3.8192,4.004,8.6586,5.3219
0,3.2282,18.296,13.7511,5.5231,16.4739,8.2482,3.1517,5.2003,4.5686,2.5656,3.8977,4.0902,8.9224,5.4419
0,3.0466,17.8054,12.8369,5.5521,16.7617,9.6649,3.2454,5.4212,4.407,2.48,3.8787,4.209,8.73,5.7836
0,2.8822,16.9866,13.4308,5.3777,17.3465,9.2175,3.4474,5.5607,4.4488,2.481,3.9874,3.7602,8.7139,5.5332
0,3.0362,17.9376,13.7739,5.4912,16.4941,7.6614,3.4616,5.1206,4.2944,2.6306,3.6898,3.9448,8.6051,5.8716
0,3.3088,17.8797,13.3325,5.0633,16.5545,8.9105,3.1683,5.3598,3.8209,2.4275,3.8302,3.8196,9.027,5.6565
0,3.3095,17.2048,12.4417,4.5317,16.797,9.4162,3.1526,4.7367,4.1745,2.4975,3.6436,3.824,8.6234,6.0757
0,2.9523,17.2242,12.3602,4.8101,15.6668,8.9311,3.1839,5.2405,4.1708,2.6359,3.7046,3.7427,8.8608,6.0552
0,3.0798,16.1836,12.4447,5.1031,16.05,9.5597,3.3051,4.4875,3.8287,2.6206,3.6713,3.9627,8.8702,6.0854
0,3.0941,16.5624,13.5082,4.962,15.7592,9.7571,3.1823,5.0347,4.3459,2.8035,3.5392,3.781,8.776,5.8861
0,3.1005,17.1369,12.3389,5.0825,15.3712,10.219,3.3687,5.4074,4.1313,2.7038,3.6506,4.1077,8.9699,5.7534
0,2.9416,17.0745,13.07,4.9617,16.2767,9.4989,3.3823,5.4762,3.9157,2.5515,3.874,3.8182,9.0799,5.5393
0,3,17.8877,12.5097,5.6456,16.6643,9.2483,3.297,5.351,3.7553,2.474,3.7839,3.982,8.8388,5.6938
0,2.9672,17.7187,12.0483,5.2122,16.6514,10.0547,3.4045,5.3507,3.8842,2.4532,3.9357,4.0485,8.7415,6.0258
0,3.261,18.2474,13.1128,5.2275,16.2813,9.7008,3.2292,5.37,3.6505,2.4178,3.8468,4.09,8.5769,6.7044
0,3.2648,17.3579,13.2113,5.4042,16.6516,9.1316,3.1462,5.7609,3.9767,2.4141,3.6762,4.0347,8.7573,5.9716
0,3.3423,17.2443,13.238,5.2183,16.9761,8.2975,3.0976,5.5502,3.8386,2.384,3.6718,4.0533,8.8923,6.7762
0,3.0584,17.7149,12.8082,5.3375,17.0198,8.9844,2.8894,5.5943,3.7128,2.4082,3.795,4.0637,8.6474,6.7193
0,3.253,17.2331,12.8161,5.2556,17.3979,8.2216,2.7064,5.4415,3.78,2.6773,3.4017,4.1527,8.5428,6.5093
0,3.0427,17.2467,13.983,4.8811,17.8192,8.7379,2.5639,5.2179,3.6629,2.7996,3.5991,4.094,8.6098,6.3848
0,3.068,18.356,13.3357,5.4117,17.4397,7.9146,3.0761,5.1022,3.8496,2.6496,3.6034,4.2731,8.6184,5.9264
0,3.2306,18.5768,13.7788,5.2747,17.2727,8.6446,3.1147,4.6643,3.6426,2.4679,3.4842,4.1349,8.936,6.5105
0,3.3434,18.4652,14.0194,5.0455,16.345,8.4278,3.2878,4.5506,3.5028,2.5283,3.8437,3.8614,9.1102,6.2292
