odour stim;16/11/2020 Male1;16/11/2020 Female7;17/11/2020 Female6;17/11/2020 Female12;18/11/2020 Male6;19/11/2020 Male2;19/11/2020 Male7;20/11/2020 Female3;20/11/2020 Female5;20/11/2020 Female11;23/11/2020 Female2;25/11/2020 Female2;16/02/2021 Female3
;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V
1;10.673;6.974;7.7817;17.3268;5.6409;34.281;8.4271;22.0416;14.6978;8.6161;21.1333;17.6799;6.754
1;10.6211;7.061;7.8849;17.6699;5.3764;32.8241;8.382;22.76;13.7212;8.391;21.6911;19.2687;7.0269
1;10.5534;7.859;8.3174;18.6022;5.057;32.674;7.8326;23.9934;14.3212;8.1269;21.0077;19.6246;7.1008
1;10.2818;8.7966;8.5129;19.7101;5.2908;32.6621;8.126;23.7692;15.2618;8.3643;20.4119;18.7215;7.8115
1;10.5301;8.6699;9.4734;18.8327;4.9564;32.9568;8.1152;23.9572;15.5873;7.5137;20.1331;17.6565;7.0185
1;10.2734;7.5276;8.2898;20.671;4.096;28.703;8.0945;20.8976;15.8976;7.9387;20.1304;15.7558;6.2735
1;10.3658;6.7997;8.6832;20.9334;4.1869;26.547;7.7319;22.2244;14.9031;8.1423;20.6305;13.4447;5.2555
1;10.0838;6.2684;9.4825;17.4041;4.3634;24.3382;7.8381;23.0039;14.3374;7.9085;20.9462;11.4898;4.6595
1;9.8826;5.5034;10.1021;14.2807;4.9327;26.4287;7.8978;21.9215;13.8559;7.7537;21.5465;10.2007;4.738
1;9.708;4.6047;11.634;13.9081;4.9143;25.2197;7.9749;21.8523;13.4544;8.3019;21.4678;8.5017;4.3334
1;8.6615;5.1688;8.9821;12.7896;6.0554;24.5697;7.7335;21.4154;13.56;8.868;21.1342;7.8417;3.9118
1;9.4075;6.273;9.2837;13.8313;6.2075;25.8207;8.1626;22.0934;16.0885;14.5586;21.9001;10.5936;4.0318
1;10.7722;6.8347;8.9813;17.2293;6.2539;30.1892;8.0438;21.685;18.5299;22.237;21.5647;14.1418;5.8282
1;10.8928;8.2181;8.0119;18.2818;6.5573;31.5068;7.9475;26.5305;19.7499;25.415;22.5724;14.3386;7.2816
1;11.3154;9.5075;9.0349;20.6695;5.662;30.6925;8.1662;27.3267;20.3579;25.5202;20.7774;14.9184;8.8921
1;12.6442;9.1232;8.223;21.2616;6.059;28.7236;8.4702;24.0188;20.2698;25.4052;20.106;14.0778;9.8009
1;12.4608;10.1678;8.3684;24.9711;4.8798;28.9513;8.6945;25.1086;19.7867;24.145;21.7658;13.4632;9.8181
1;12.3018;10.3594;9.0875;26.5086;5.1298;29.3318;8.3242;22.6552;20.1179;25.4749;22.49;13.8542;9.3059
1;13.3494;9.202;9.5006;22.7699;5.156;30.0457;8.5898;25.8216;20.8432;28.3671;22.6081;15.0109;9.1352
1;12.8869;9.181;8.3252;25.8813;4.5605;27.3322;8.8549;25.8592;20.8099;28.4945;22.5515;14.8991;9.5186
1;13.3278;10.5457;7.4475;24.6964;4.5594;23.8437;8.8252;25.0091;21.4758;27.7671;23.3919;15.6857;9.1526
1;14.6661;10.8504;8.6749;19.9003;4.9995;22.5164;9.0961;24.2557;21.3119;28.2722;24.0902;15.1688;8.9623
1;15.8097;11.1355;8.6018;19.3968;3.5975;22.6915;9.0198;23.9297;20.9813;26.4438;23.2442;14.8731;8.6741
1;14.8261;11.1348;7.9026;22.8517;4.1823;21.4347;9.0065;23.5811;20.3002;23.8132;22.9578;13.6056;7.4994
1;15.2731;9.7027;8.5088;25.1909;5.6907;21.5237;8.5798;21.777;19.9323;25.0298;22.4436;12.6097;7.9193
1;14.7247;8.8418;7.8455;25.2913;6.0387;21.4076;9.035;21.9056;19.22;24.0355;21.9103;12.5202;8.0986
1;14.4721;7.3187;6.8219;23.4456;5.2259;24.576;9.1948;20.509;19.1695;21.7724;21.1378;12.2715;8.81
1;13.9585;7.5408;6.2412;22.3934;5.1;19.4906;8.7522;20.2665;17.8062;23.7756;19.7164;10.7854;8.6722
1;12.8573;8.2728;5.8776;20.0553;4.7516;16.7162;8.9631;19.0319;17.8038;22.15;19.8582;9.5179;8.0217
1;13.2382;8.5664;6.6043;15.4577;4.6742;16.1872;8.3369;18.4516;17.8336;21.8984;19.9316;8.4919;7.1729
1;13.0658;9.2764;7.747;15.1045;4.5194;15.0525;8.4264;17.858;16.4226;22.1296;20.2315;8.3357;7.4405
1;12.5758;10.0764;7.7187;16.3391;4.4681;20.8808;8.6787;17.3368;15.134;22.7166;19.6086;8.7258;7.6083
1;13.774;10.8879;7.4402;16.5665;4.5058;23.4954;8.7761;18.2698;16.2293;22.2667;20.0301;8.3708;7.9275
1;12.6343;11.6956;7.6616;17.4913;4.8381;23.3341;8.6654;18.4884;15.4355;20.1614;18.9271;8.9912;8.35
1;13.3872;11.7159;6.8411;17.9205;4.7566;21.6863;8.8079;18.8052;15.1756;18.0618;19.5119;9.1434;7.8422
1;12.7992;11.2783;6.7621;19.3289;4.7723;24.5819;8.5291;19.5639;13.9938;14.8545;18.4321;8.5653;7.5201
1;13.2664;10.6731;7.344;18.7837;5.3283;21.7458;8.2402;19.9572;13.1305;14.0227;17.4799;7.6946;6.728
1;14.0603;10.1496;7.6433;19.1277;6.2881;19.2451;8.2991;19.0871;12.157;12.9578;17.704;6.6125;5.9445
1;14.4168;10.3588;8.6461;19.7933;6.322;20.2709;8.3522;18.94;12.046;12.2359;17.8349;6.0996;4.9299
1;14.1563;10.1183;7.9507;20.9029;7.1853;19.2506;8.3446;18.7421;14.0683;12.8647;18.6969;6.5977;4.7944
1;14.8796;10.284;8.6555;20.2348;5.4877;19.1003;7.8859;20.2488;13.6492;12.0817;19.5981;6.7571;4.1859
1;13.2202;10.3237;8.169;19.6956;5.3714;18.8535;7.6886;20.0008;14.4709;11.8821;20.0429;7.4245;3.7955
1;13.2808;9.9533;7.4344;19.7792;7.1054;20.8025;8.0935;19.9567;14.599;12.7562;19.8616;7.6604;3.9203
1;14.0741;9.9967;8.5074;20.8878;8.5445;22.1529;8.3288;19.6713;13.2839;15.5304;19.3895;9.1132;3.6262
1;16.0178;8.4687;7.9132;21.4411;7.1357;25.542;8.0978;16.4516;15.7814;15.5225;19.196;9.7896;4.6288
1;16.1418;7.8776;8.2717;20.0468;6.8288;27.3225;8.242;13.7903;15.6774;15.3303;20.6497;11.2975;5.0144
1;15.2369;8.6873;12.4061;21.925;6.9827;26.5109;8.0852;17.0804;16.3751;14.8142;20.6582;13.6942;6.1732
1;15.7993;9.1167;12.0108;24.5448;7.4726;27.6314;7.8443;20.5109;17.9921;13.0223;21.4267;13.9834;7.3822
1;15.9291;9.3602;10.3242;25.7306;7.42;25.9172;7.8806;22.5496;18.6276;13.6257;21.3237;13.0634;7.5411
1;15.1821;9.5286;8.9997;27.0896;5.7402;30.9178;7.7354;24.4341;18.4566;13.0379;20.4112;12.5617;8.3707
1;13.8437;8.2984;12.3376;28.6937;6.2409;33.4931;7.8173;23.2485;16.9411;14.9929;19.7746;12.636;8.9251
1;14.7052;7.7859;16.3689;29.2488;6.4655;32.5101;7.9376;24.4795;14.5664;16.6432;20.4378;13.3634;9.3557
1;15.5917;8.9887;15.6236;29.4657;6.968;33.3357;8.0054;23.3652;12.864;17.6412;20.5527;12.626;9.5814
1;16.1941;9.0946;17.2454;27.1799;6.3678;34.7567;7.9569;22.838;13.5011;19.461;21.5207;12.3104;9.6239
1;16.077;9.4966;16.2935;22.2735;6.3387;35.5817;7.8231;20.8041;12.446;18.1314;20.685;12.2103;9.6337
1;15.3952;9.4891;14.7838;20.5226;5.8148;34.3099;8.0808;19.7858;12.0908;15.6145;18.697;11.6764;9.5891
1;13.9594;9.9607;14.5256;16.5972;4.5277;33.1507;8.0758;18.5742;11.1121;13.0394;18.7038;12.137;9.1626
1;14.2077;10.4353;13.113;13.2112;6.1669;32.3971;8.5869;20.1412;8.5942;10.927;19.1899;12.1664;8.6852
1;14.0201;10.8892;13.0331;11.2601;6.6741;32.392;8.3261;19.4144;9.575;10.3288;19.1948;12.2481;7.5348
1;13.6554;10.0516;11.7656;10.3176;5.5902;29.8885;8.4214;20.5242;8.256;10.3995;19.6719;12.8814;6.749
1;14.3032;8.9926;10.7276;9.6354;4.1456;30.7658;8.0742;18.0337;7.9177;9.6401;18.9531;12.3757;6.6542
1;14.4266;8.4275;11.1534;9.8281;5.4556;31.8878;7.8895;18.4966;6.8114;8.8491;19.1347;11.9785;6.2467
1;13.5889;8.5852;11.0737;9.1373;6.7076;30.7528;7.7778;18.0998;6.1992;8.9665;19.3495;11.1566;6.7868
1;13.8912;8.1774;11.5779;9.1979;6.403;31.0012;7.9697;17.1917;5.0889;9.0908;19.3545;11.3312;6.6114
1;14.0628;7.8801;13.3154;9.1239;7.0011;32.1478;7.6003;17.4965;5.7724;10.1567;18.6783;12.685;6.2331
1;13.9663;7.1536;11.3374;8.5856;7.6116;30.2636;7.405;17.2529;6.3093;10.013;18.6054;12.1959;6.1358
1;14.2449;6.6859;11.5064;8.9792;6.8961;32.7425;7.929;16.9549;6.7556;9.7922;19.2218;11.275;5.4727
1;13.3655;7.3974;10.089;8.6349;6.1959;34.5803;8.3107;17.8958;6.509;8.3438;18.4794;10.0331;5.1763
1;14.1023;6.4485;10.7651;7.6912;5.8229;33.3119;8.1248;18.1267;5.4514;7.0534;18.534;9.1887;4.8153
1;12.845;5.484;8.7911;6.2808;6.3438;33.349;8.2371;16.2559;5.0219;7.8197;18.2454;7.892;4.7939
1;12.7284;4.588;8.7401;5.4737;7.2294;34.6952;8.1011;14.7417;4.8649;9.1015;17.5807;8.2163;4.1333
1;13.7638;5.2657;9.9637;4.9087;7.1976;28.9515;7.9114;14.8367;4.6295;9.0287;17.915;8.4584;3.8885
1;13.5665;5.4772;7.9457;5.3037;5.9366;24.847;7.8392;13.7005;4.1441;8.9879;17.4211;8.3897;3.6148
1;13.2851;4.4725;7.6681;5.978;5.3412;21.6277;7.8382;14.7658;3.922;8.6229;15.6502;8.1991;3.0022
1;12.8576;5.2464;7.5658;6.9292;6.7162;21.8432;7.7337;13.9359;4.975;7.964;15.5368;8.175;2.9391
1;13.0941;5.8897;9.6121;9.12;7.9332;23.7393;7.9967;14.9254;4.9782;11.1153;15.5344;9.4307;3.0848
1;13.3061;6.1175;13.6243;12.9444;9.1362;29.2748;8.1931;19.0051;4.7608;14.5731;19.3889;10.156;3.3413
1;13.8506;6.2398;15.8057;16.1826;10.789;35.8177;8.1516;23.6909;5.627;17.636;21.9969;9.8849;3.1019
1;12.2481;6.8858;16.7559;17.6671;10.2754;35.3427;8.5355;29.8887;7.9641;17.1397;22.1688;10.8997;3.0489
1;13.8991;7.376;18.3459;19.8388;11.5531;36.097;8.5882;31.4974;9.8223;15.2267;24.3244;11.3007;2.7363
1;14.077;7.5172;15.31;21.9655;10.2325;36.0985;8.6878;34.2598;10.206;16.7;26.22;12.6484;3.2751
1;13.6515;7.4666;14.5536;22.1087;8.9609;36.8107;8.7453;34.0252;11.6075;17.0463;27.1153;13.3865;3.1585
1;13.8575;7.2698;13.727;19.815;8.4468;36.0827;8.3202;35.3895;13.5689;19.9335;25.392;12.4175;3.3221
1;13.1542;7.5851;16.4615;17.5466;9.5837;35.4414;8.765;34.6376;16.027;21.6396;24.4684;13.2896;3.0279
1;14.2974;7.2072;18.423;19.9498;9.8157;35.8989;8.4228;34.351;17.8125;23.7747;23.0373;13.694;3.288
1;14.4485;7.0649;18.309;20.9335;10.8224;36.6642;8.649;33.2349;19.4533;23.337;22.474;13.6922;3.313
1;14.3773;6.6083;17.0111;20.6086;11.3345;35.1537;8.5375;30.1061;19.1797;20.2352;23.1222;13.3099;3.2742
1;13.8553;6.294;15.998;21.4801;10.4509;33.9535;8.8208;28.449;18.8657;18.0726;22.2243;13.2247;3.726
1;13.4711;7.2604;15.2629;20.323;11.0749;33.987;8.5912;26.0213;19.2454;16.7207;22.1818;11.8051;3.4462
1;13.3194;7.9537;13.8887;21.4407;10.7974;32.9958;8.8268;24.7693;18.7871;15.8856;21.9466;10.2875;3.1179
1;13.6083;8.1937;12.0711;21.5054;10.0213;31.5701;8.7687;24.2039;18.7313;13.6117;20.5831;9.6434;3.0219
1;12.8631;7.0313;10.2216;20.9048;8.5958;32.0092;9.0179;21.4356;18.3941;11.5363;19.4841;10.1863;2.6592
1;11.3401;7.59;9.7351;21.4414;8.1079;31.1434;9.139;18.1808;18.9771;12.3363;20.0186;9.8824;2.501
1;10.5602;7.1754;10.1013;21.6968;7.8569;30.4507;9.0793;18.9889;20.1911;12.7628;20.5518;9.0141;2.3255
1;10.9935;5.8393;9.5287;22.9605;7.1219;29.7626;8.4647;18.5133;20.2609;13.2767;20.399;7.9698;2.5573
1;11.6076;5.5005;9.1152;21.6211;6.4562;29.7866;8.3752;19.5896;17.4845;12.7398;21.0293;8.1785;2.8062
1;10.9615;4.6;9.4403;18.5364;6.4742;28.9793;7.9049;19.8612;16.1133;10.5575;20.0955;8.071;2.5271
1;10.862;4.4311;9.9548;15.8068;6.3626;26.9944;8.34;19.7508;15.2281;10.4453;20.9792;8.0692;3.0078
1;11.0501;4.2428;9.8688;15.219;6.0865;28.2136;8.3559;19.2989;13.8196;9.5982;21.0327;6.9536;3.1685
1;11.1934;5.1155;8.3905;17.3109;6.1496;30.3223;8.3173;17.6136;12.4671;8.9086;19.8046;6.7081;3.4455
1;10.3078;5.9524;7.1002;17.6021;6.0876;28.5299;7.7813;16.6749;12.8075;8.9296;19.6669;6.9974;3.0414
1;11.1195;5.6725;7.821;16.5054;5.5821;30.0272;7.8733;15.4894;12.5911;8.5074;18.4637;7.4525;2.8827
1;10.7569;5.8647;8.0895;13.049;5.4578;30.5742;7.9313;14.727;12.8295;8.2714;16.7954;7.5505;3.1548
1;9.996;6.0209;8.2618;11.1012;5.5306;28.1894;7.8406;13.6561;13.6918;8.4746;16.9324;8.0667;3.0648
1;9.5944;5.3835;8.3241;11.8353;4.8947;25.3086;7.743;12.2263;15.1172;8.464;17.7153;7.8185;2.8665
1;9.7696;5.5519;7.4227;10.7327;4.1376;21.3804;8.4109;12.1285;14.7374;7.9448;19.536;8.1545;2.9906
1;8.7975;6.0725;6.4367;9.6906;3.9786;19.697;8.188;12.2968;15.8923;9.768;20.3085;8.4064;3.1484
1;10.4221;6.9998;9.7489;11.6484;5.2991;20.8886;8.1325;13.4505;17.517;11.7968;19.8004;8.7018;2.7615
1;11.5114;7.9538;16.7183;10.641;5.7734;24.3946;8.319;18.5217;17.3661;13.1543;18.9258;8.7207;2.8492
1;12.1609;8.396;18.5497;10.9404;6.5564;31.0978;8.0455;23.6348;17.3954;15.7912;17.8729;8.9033;2.802
1;14.1532;8.3853;19.239;12.8022;6.3318;33.3924;8.1574;26.1186;17.4296;18.2424;20.2198;9.5642;3.144
1;13.5328;8.8885;13.6956;14.1254;7.0806;29.5567;7.9469;23.9554;17.1849;21.0538;21.5477;10.2209;3.0927
1;13.3947;10.0324;14.0924;16.8663;7.2002;30.5106;7.5235;24.4488;16.8385;20.2308;19.5478;10.554;3.621
1;13.7529;10.7391;14.4159;20.3169;7.3954;31.9062;8.0249;25.6385;17.291;20.4634;16.9899;9.5885;3.0932
1;14.4092;10.5126;15.4854;24.7372;7.3742;29.3611;7.7895;25.3032;17.2401;21.2099;16.1122;8.4696;3.5078
1;13.4441;11.3736;16.0289;26.2218;5.4225;25.2864;7.6332;22.6825;16.5531;22.9826;17.8266;9.3477;3.7793
1;14.2755;10.1793;13.6621;27.6625;5.5121;24.9064;7.3239;23.7769;16.0495;24.0468;19.4716;9.4346;3.435
1;14.2769;8.8941;12.073;26.8401;6.7301;28.7199;7.4819;24.8623;16.6461;23.4232;20.1064;9.2488;3.4012
1;14.4515;8.3331;9.8082;25.7538;6.8645;29.9817;7.6174;22.6829;17.9964;22.0829;20.6597;9.9167;3.8229
1;14.4252;8.5015;8.3527;26.293;8.053;29.6925;7.8314;19.7636;17.8538;17.8346;19.1721;10.0655;3.8805
1;14.8527;9.0043;7.646;25.1072;7.7946;27.6872;7.745;17.3296;18.5552;14.2667;19.7352;9.6089;3.3957
1;14.0772;10.2307;9.0729;25.6458;6.3879;28.5677;8.1028;17.2505;18.107;13.9698;20.8635;9.9289;2.9669
1;13.8778;10.8971;12.0302;24.3813;7.0825;25.8179;7.7296;16.7625;18.8504;14.6595;20.9779;9.8703;3.054
1;15.4179;10.187;9.6657;23.7253;6.6401;23.3749;7.5807;15.2979;16.6202;16.4838;21.382;10.4024;3.1948
1;14.6506;10.3558;8.6436;22.069;6.0013;23.9261;7.8284;15.1028;14.3258;16.5886;19.4784;9.9135;2.9692
1;14.1063;10.159;8.6097;19.7717;6.1339;25.4006;8.0936;16.2455;13.6286;15.6205;18.9269;8.897;3.0649
1;13.4606;9.0632;11.5196;16.9043;5.566;22.0478;8.0164;16.6755;13.3317;14.9108;19.1569;8.9531;3.4896
1;14.64;8.5336;10.8233;17.0285;4.8582;24.0787;8.3091;15.7951;13.5632;15.4739;19.9492;10.3841;3.8206
1;15.2656;8.6863;10.9725;16.8156;5.1144;22.0151;8.0637;13.9923;13.4256;15.8689;19.1264;10.4772;3.8587
1;16.0592;9.2293;11.2702;15.08;5.8459;19.0991;8.2825;11.7816;14.1761;15.6368;18.5484;10.2045;3.9517
1;15.1076;8.7691;14.4481;16.0492;6.294;18.8692;8.7176;12.0798;14.8888;16.6521;17.9825;9.8995;4.1368
1;15.3413;8.756;10.587;15.185;6.5069;19.2637;8.6703;12.76;15.2402;18.2957;17.5153;10.6493;4.0145
1;14.2297;8.0281;10.3293;12.6096;6.6916;21.153;8.3619;12.3202;15.699;17.2895;19.732;11.3207;4.0345
1;14.1097;7.8066;9.5777;12.8202;7.128;22.0054;8.4296;11.0537;16.0358;15.719;19.992;11.2037;3.754
1;14.0646;8.171;10.036;11.9806;6.8648;22.2084;8.3044;11.0784;16.2296;15.7153;18.8166;10.9008;3.4304
1;13.2647;8.1137;12.301;10.7624;6.6038;18.6896;8.3718;11.2306;15.7882;15.3436;18.2191;11.57;3.8986
1;13.0195;8.5055;10.3584;10.0415;7.741;15.2418;8.474;11.9723;14.4804;14.7834;20.1083;11.9549;3.5311
1;13.714;8.5706;8.5508;9.5732;8.1032;16.8626;8.1058;11.6089;14.4724;14.6381;20.7435;11.5374;3.8897
1;14.6227;8.231;8.5968;8.6143;7.7899;16.3617;8.5921;12.0117;14.4665;13.4738;22.2633;11.596;4.2254
1;14.9405;7.7761;10.363;11.9421;8.3615;18.6841;8.4378;12.7018;16.1019;12.8161;24.8268;11.8119;4.3988
1;14.2612;7.4947;13.162;18.4553;9.3584;17.0746;8.9364;15.8707;17.1809;14.2021;26.0926;13.4132;4.6017
1;14.6233;6.7648;14.947;22.9174;9.8824;20.6912;8.9378;18.839;18.0272;14.3997;27.878;14.0899;4.3128
1;13.0132;6.0034;15.342;23.7901;9.8109;21.7631;8.6002;22.0073;19.4746;12.3125;27.8732;15.8348;4.3544
1;11.5891;5.8869;15.819;27.9802;11.3372;19.9214;8.5656;22.2482;18.4841;13.6605;26.7566;17.3175;4.1787
1;12.2134;5.7343;15.8803;27.1037;12.0025;18.4179;8.7173;21.2848;20.2265;16.5448;27.5239;18.3379;4.1675
1;14.1046;5.4165;15.1628;25.8858;9.6263;15.6567;8.6443;20.9313;19.415;17.1453;27.2001;19.6672;4.6129
1;12.2385;6.3391;15.0241;27.0707;9.983;15.3027;8.3127;22.5309;19.1685;16.593;26.9798;20.502;4.3838
1;12.2901;6.5311;14.1383;28.0305;11.0581;15.5352;8.2135;24.9374;18.351;16.6043;25.6216;20.2953;4.6321
1;12.7711;7.7857;11.3969;27.2993;12.086;15.8314;8.1151;25.7664;18.3571;15.9405;24.5581;21.5334;4.7916
1;14.2915;6.7636;11.4456;25.5688;12.3008;13.1003;8.3007;28.141;17.778;16.5299;22.5848;20.9011;4.8261
1;15.1656;6.6555;10.5619;25.1187;11.6319;13.9935;8.2654;28.7832;17.0374;15.8023;20.1758;21.5092;4.6881
1;14.6155;6.2215;8.7983;23.4541;11.8058;16.5268;7.9451;28.0275;16.6857;17.537;18.2271;20.6251;4.9424
1;14.157;6.8433;8.1348;23.8278;10.5609;18.6198;8.0911;27.9851;14.7884;18.0811;18.9393;18.8537;4.3492
1;14.5519;7.4645;7.6839;21.4713;7.1822;22.9382;8.1733;24.936;14.2681;17.2583;19.3323;17.8541;4.4687
1;14.6371;8.4703;7.4577;21.3502;6.8193;23.5755;8.0115;26.0827;12.3211;16.4974;18.9351;17.5091;4.5854
1;15.4208;7.7812;8.0712;18.8541;8.9574;26.4847;8.0036;25.4965;12.638;16.409;18.6334;17.407;3.9924
1;14.7967;6.8555;8.7735;20.3286;8.6289;24.6559;7.6121;25.7132;11.0419;15.7845;19.5007;15.4007;4.0851
1;15.8211;6.6849;8.9621;21.2391;8.756;25.4117;7.9969;24.7267;10.4212;15.2601;19.1094;14.4103;3.7839
1;14.9871;5.0751;8.0937;21.3344;7.9434;27.9078;7.8277;23.5989;11.5889;15.1688;18.7077;13.5578;3.6248
1;15.6891;5.5149;7.8958;20.2217;8.0364;27.7529;7.7255;23.3662;13.5331;15.9894;19.9733;11.6256;4.2608
1;15.4929;4.8145;7.6999;20.651;7.5305;27.5465;7.6594;22.6669;13.9679;16.0011;20.575;10.0213;4.3007
1;15.9745;4.8799;8.4509;18.7792;7.7356;25.4041;7.466;23.4704;12.7492;16.5213;21.9048;8.8291;3.8152
1;16.4066;6.4344;9.1446;17.1891;7.4283;25.7721;7.7601;21.8974;11.3395;16.0927;20.6963;8.3297;3.3579
1;16.3266;6.7747;8.606;16.444;7.8962;25.3453;7.6359;18.133;11.8094;15.8747;19.5329;8.3129;4.1131
0;14.9158;5.9749;7.6597;17.4284;7.6884;22.3016;7.6367;16.1227;12.809;16.1435;17.4638;7.9358;3.929
0;15.9033;6.191;9.8453;16.8658;6.3576;23.6072;7.6052;15.4992;13.2245;15.8296;16.1961;7.8622;3.7636
0;15.7401;6.1415;7.5585;15.7614;6.4192;23.5939;7.7878;14.6065;12.6115;14.5839;17.8871;7.7239;4.2525
0;16.1366;5.4854;7.3214;16.3341;7.5011;27.6313;7.7277;14.1126;11.5526;15.7763;18.7016;7.9481;4.1039
0;14.8416;4.9204;6.5786;16.55;8.3236;26.4045;7.9037;13.1025;10.2045;15.0511;17.5561;7.6445;3.7741
0;14.2271;5.6921;6.6453;16.4938;9.6369;27.5197;7.6174;11.5517;11.0168;13.5866;15.5779;7.58;3.6027
0;14.0232;6.3681;7.3364;16.1381;10.4255;24.9042;7.7676;11.643;9.8316;11.6946;13.6758;8.2798;3.2711
0;14.6092;7.3157;7.3435;14.5052;11.3942;25.9405;7.3678;10.8229;8.6186;12.8652;13.253;9.3173;3.693
0;14.8158;7.1445;6.9866;14.1872;11.0222;24.1267;7.6974;11.3015;7.5712;13.9195;13.1123;9.315;3.8238
0;14.6459;7.9318;6.3173;11.7773;11.015;23.9832;8.24;11.4807;7.9361;13.0954;13.474;10.1521;3.8004
0;13.9817;6.4447;6.5752;12.6935;10.504;24.686;8.3122;10.6489;7.782;14.2097;13.0508;9.198;3.2847
0;13.7587;6.2747;7.4457;11.4791;9.3595;24.0953;8.4971;11.0503;8.3468;12.1688;13.3635;9.202;3.3392
0;14.4254;6.7135;7.0697;11.9405;9.4004;23.2445;8.2027;11.2715;10.0294;12.9311;12.9982;9.2719;3.3095
0;14.0911;7.1464;7.0532;12.5942;7.6115;23.1925;8.3242;11.8985;10.4118;12.5316;13.7345;9.3205;3.463
0;14.4198;6.4068;7.0951;11.1839;7.3185;23.9169;8.09;10.9869;11.9763;11.7925;12.8284;8.9295;3.628
0;14.4902;6.392;7.387;12.2465;6.4089;26.3153;8.228;11.4142;13.4259;12.1274;12.5458;8.7809;3.7231
0;14.4288;6.6691;7.7162;12.72;6.538;27.6395;8.4409;11.4685;13.3852;10.2155;11.6717;9.9857;3.7039
0;16.215;6.8383;7.4338;13.6188;5.351;29.1719;8.0016;10.7433;12.9169;9.7259;11.3921;9.1131;3.5382
0;15.9714;6.0792;8.3919;14.8879;4.2224;28.8284;8.2586;11.2456;14.3772;9.1664;11.761;8.7602;4.0811
0;15.7585;5.1837;8.2392;13.381;4.9211;28.9048;8.1423;9.8002;13.9596;8.3403;12.6259;9.0419;3.9638
0;13.9408;4.9918;7.6039;12.5412;4.8621;30.9124;8.405;10.3007;14.5235;8.6558;12.9336;9.2585;4.0898
0;13.3324;5.4591;8.4461;13.193;5.7435;32.6602;8.4359;9.8521;14.4987;8.4547;13.9796;9.1966;4.0538
0;13.3937;6.7535;8.3826;13.3613;6.7293;31.0351;8.4352;10.7662;13.0306;8.6121;14.5283;9.3355;4.1778
0;13.0184;6.7351;7.0169;12.0033;6.0643;30.4253;8.5191;11.7232;13.1614;8.3283;13.8374;10.6944;4.1952
0;12.6369;6.2944;6.8871;10.3377;5.8878;29.6913;8.5503;11.681;12.9739;8.113;15.0219;9.5539;4.0857
0;11.5017;5.1079;6.7887;8.8955;5.5773;30.4495;8.0456;11.0067;13.7346;8.3222;15.874;9.2654;4.1847
0;11.8398;4.287;6.9336;9.9455;5.6069;33.2337;8.0283;11.2191;13.5402;9.7427;17.0212;9.5028;3.7606
0;11.6375;3.6728;6.8088;9.3616;5.2432;32.492;8.5026;9.9021;13.4038;9.2592;19.0922;9.6207;4.1218
0;12.5703;3.6008;6.4681;7.8922;6.0616;33.9512;8.2162;10.784;13.1652;9.5431;17.5414;10.0455;3.8696
0;12.6518;3.982;6.8575;6.7203;5.3854;29.7339;8.5185;10.2482;12.3664;9.7725;17.0824;10.5708;3.8941
0;13.4494;3.5903;6.7241;5.6592;5.1095;28.6235;8.5764;9.6214;12.2662;10.0426;15.6722;10.0235;3.8785
0;12.6291;4.0798;7.6916;6.1472;4.1157;28.7456;8.4873;10.2441;12.5946;11.5253;15.2641;9.8005;3.9787
0;11.1942;4.0949;8.3606;7.4055;4.3502;26.3676;8.0984;11.9316;10.9896;11.1998;15.3135;9.4712;4.0029
0;11.783;4.6864;7.3486;7.9061;4.0593;28.5336;8.6527;12.8598;9.6554;9.6441;15.5475;10.2442;4.4076
0;11.5293;4.2822;7.8877;7.766;3.734;29.335;8.5086;11.9381;8.6753;8.3582;15.2221;10.9616;3.896
0;12.2745;3.5479;7.4507;8.2211;3.4819;26.2994;8.0686;13.3447;9.1826;9.3201;16.0319;10.8889;3.8786
0;11.3057;3.3206;7.3835;7.9421;3.7837;25.7859;7.9204;14.5773;9.2589;9.5734;16.1977;11.0938;3.5168
0;11.9887;3.4991;8.2944;7.6789;3.9014;25.5029;8.4362;14.0404;8.7027;9.4486;17.1734;11.2479;3.7997
0;11.5352;3.8461;9.6805;7.2169;3.4483;28.177;8.2386;15.1228;7.9825;8.4808;17.895;10.8934;3.6292
0;11.4808;4.5812;10.0738;8.5225;3.6109;28.5202;7.6105;14.9709;7.6992;7.3691;19.5688;11.2784;3.7459
0;11.809;4.8509;9.3129;8.3005;4.488;28.1377;7.8376;13.0135;7.5089;7.4284;20.0307;10.2163;4.1392
0;10.6053;4.6087;10.2607;6.9796;4.7305;27.5532;7.644;13.1112;8.3071;8.2151;20.4909;10.594;4.2667
0;10.0001;3.2556;10.108;5.8092;5.3012;30.5614;7.3534;11.4777;6.662;8.8578;20.3018;10.2584;3.8194
0;9.9144;3.6536;10.8727;5.9112;5.5223;29.8817;7.5808;10.637;6.3681;8.2771;20.3742;9.974;3.4087
0;10.0248;3.6375;9.3312;7.4736;4.8926;30.4396;7.6461;12.7804;6.6788;8.2879;22.1214;9.1404;3.4726
