odour stim;16/11/2020 Male1;16/11/2020 Female7;17/11/2020 Female6;17/11/2020 Female12;18/11/2020 Male6;19/11/2020 Male2;19/11/2020 Male7;20/11/2020 Female3;20/11/2020 Female5;20/11/2020 Female11;23/11/2020 Female2;25/11/2020 Female2;16/02/2021 Female3
;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V
5;16.6978;10.1934;26.6256;12.8827;7.1647;41.1729;11.1181;31.8783;22.5566;31.441;30.0878;27.8584;15.2399
5;15.8531;9.9323;26.5578;13.7424;5.3261;38.1218;11.0956;29.0518;22.1283;32.9893;29.6871;26.2263;14.1735
5;15.5331;9.2272;26.9581;13.3127;8.0041;43.1804;11.5642;28.5519;22.6468;32.5337;28.7239;26.0962;14.0136
5;17.4836;9.6255;24.6318;12.7114;8.941;39.7803;11.8119;28.5121;22.5907;31.2413;29.6075;26.5819;12.9185
5;16.8121;9.3974;25.8454;13.4682;10.0966;45.2702;11.9436;27.377;22.1354;27.5644;29.4468;26.8453;13.7569
5;15.8171;9.9405;22.0215;12.7534;11.7767;44.5282;11.1616;28.2965;22.3252;26.2973;29.0483;26.2894;14.3513
5;16.7299;10.2515;19.1288;13.1169;11.7828;39.7558;11.7025;29.2636;20.4233;24.9413;29.7095;24.6026;12.5703
5;16.0165;10.6161;14.57;12.5974;11.9374;44.8662;11.7274;26.9526;21.524;24.2748;29.7712;24.4343;10.973
5;15.4432;10.56;13.3287;12.6182;12.1649;39.6977;10.4109;27.1066;21.4388;23.618;29.7544;24.506;9.2075
5;15.681;10.6396;13.2419;14.8544;12.6946;38.3467;10.0182;26.8816;19.7508;21.9944;29.1318;23.7348;8.7027
5;15.2303;9.8626;13.1073;14.2668;12.6267;35.9373;9.8406;25.5675;20.7608;21.8594;29.2165;22.583;8.9229
5;15.4691;9.9255;15.1319;13.9505;12.6763;39.7517;9.6314;27.119;20.0847;21.1027;27.8764;19.6922;9.2733
5;15.0767;10.278;14.2858;12.7302;11.1561;39.1068;9.3885;27.017;17.0309;23.083;27.2866;19.7707;9.5187
5;14.8441;11.2966;13.5982;13.41;10.9748;42.328;9.3352;25.4424;16.1775;23.5162;25.9013;18.5248;9.7245
5;15.8836;11.7891;12.3254;13.6615;8.9849;42.3335;9.4367;23.955;17.6174;23.119;25.365;17.2611;9.2035
5;16.1686;11.9183;10.6017;13.3166;10.436;39.2397;9.0882;23.0769;18.7263;21.6401;26.5264;16.8669;9.3374
5;16.8433;11.3994;12.099;12.1513;13.9614;38.091;9.2715;23.4427;17.8328;22.2;26.0065;17.9542;8.4321
5;15.5146;10.9615;12.698;13.9897;14.1137;36.7932;9.5873;23.9981;17.7243;22.5514;24.7191;17.3031;7.7566
5;15.6966;9.3895;12.6689;15.6664;10.5777;34.2615;9.2859;26.2516;16.7079;23.0961;24.7469;17.5963;6.7141
5;16.8858;8.6564;13.5623;12.4598;13.3343;33.5586;9.1767;24.8088;16.2785;22.4113;23.5205;17.054;5.9044
5;16.9958;7.9293;12.5062;12.836;14.3392;36.5403;8.9061;24.8935;15.7079;20.3067;20.8045;15.6766;5.4335
5;16.9702;7.6759;12.958;13.0995;14.5126;35.2475;8.5691;24.0607;15.1667;19.5188;21.3346;15.4261;5.5715
1;15.7563;8.3798;14.6971;12.6323;14.2797;38.093;8.7437;24.6213;15.7508;19.8828;21.8627;15.5606;5.8795
1;15.5095;7.9769;11.9413;13.4784;14.2559;34.6617;8.6921;25.3882;15.6301;20.5803;22.3575;14.4918;6.0661
1;15.4582;7.535;9.5485;11.6163;15.6857;37.0434;8.5052;24.837;14.8067;20.6664;23.5014;13.9092;7.3646
1;15.6967;6.324;10.9163;10.163;15.9369;36.2499;8.3852;23.2309;15.084;21.7862;23.0011;14.2503;7.5435
1;16.4619;7.7577;12.3538;10.7374;15.9362;32.8435;8.5963;23.65;15.2507;19.7227;24.137;15.7411;8.1563
1;16.3384;8.5945;20.0546;25.044;16.4337;35.8784;9.4561;19.924;15.6021;24.3581;27.3388;19.0537;11.2516
1;17.0177;9.4965;22.3968;28.8208;16.0659;39.0803;10.0053;18.1646;14.8653;27.2635;27.7838;18.651;12.2697
1;16.6094;9.8299;23.0561;28.5691;20.5917;34.5033;10.873;20.5455;14.4746;25.5449;26.5209;18.83;13.3596
1;17.4975;11.1381;24.1186;23.4961;21.1355;32.0019;10.9724;22.0794;18.2631;24.3397;25.8802;17.9554;13.8886
1;15.4894;10.5691;21.9698;20.9263;13.73;35.8723;9.9774;21.2107;21.3764;22.8825;25.3436;17.2142;13.6997
1;15.3879;10.0242;18.8416;22.0356;13.8016;32.6446;9.7487;20.6881;21.6307;23.2266;22.9847;17.18;12.0217
1;14.4924;10.2897;17.1083;23.2843;11.5528;37.376;10.4013;20.4211;21.0444;21.0812;20.6901;17.189;12.2609
1;13.25;8.7296;16.2656;25.5743;9.7272;32.7046;10.2953;22.3192;18.739;21.6539;21.8848;18.4626;13.8484
1;14.2702;7.9965;17.5635;26.5628;11.1294;38.0187;10.6337;23.2001;16.3379;18.6991;21.7496;20.0283;14.027
1;12.8839;7.6348;14.3844;27.7442;12.3819;41.3018;11.3292;24.7185;14.4101;17.2436;21.6209;19.8702;12.6055
1;12.099;7.1569;13.9823;26.5321;13.8712;40.6151;11.2998;27.0402;14.4824;17.3046;21.2588;18.6375;12.0443
1;10.8694;6.3281;14.2821;26.3735;14.8254;39.2631;10.7939;26.3481;14.1699;17.7795;20.4034;18.7173;12.7066
1;10.1776;5.5555;16.5685;26.8421;16.7354;36.3968;10.8415;27.5057;13.8102;17.8008;20.5324;17.9835;12.2969
1;10.4668;5.192;15.0382;22.9705;15.1915;33.1968;10.9599;27.297;13.0693;17.6172;23.1834;17.4905;11.4763
1;12.3308;4.9822;10.4401;18.4339;15.1767;28.1677;9.5875;29.6688;12.0118;17.9206;22.1692;16.2404;9.9617
1;11.4208;5.331;9.6156;14.9125;15.524;24.9174;8.7254;30.2768;12.0653;19.0753;21.6041;14.8548;9.1812
1;12.6214;5.3084;11.7261;12.0728;14.327;21.2052;8.6583;28.3807;13.8775;18.24;18.8553;12.8499;9.4086
1;12.1685;5.9743;12.6378;9.6336;14.1802;18.8354;8.3084;27.1644;12.9782;20.4121;17.1089;11.8536;10.2055
1;14.0448;5.3861;10.0472;12.1066;12.8296;17.8935;8.4455;25.4251;12.295;20.1795;14.8452;11.844;10.26
1;14.1229;5.0329;8.9722;11.2309;10.6264;16.1782;8.388;23.1924;10.4753;21.0853;15.5673;10.7052;10.4548
1;13.4791;5.1212;9.0311;11.1907;9.6572;15.8907;8.5071;23.4623;9.312;21.5456;16.4211;9.8033;10.1397
1;14.0882;4.7072;10.4364;13.3907;9.9235;15.5901;8.1837;26.157;10.5491;20.0656;17.8595;9.578;10.4634
1;12.1305;4.1114;11.1697;13.5861;10.6062;15.8331;8.1783;26.7691;9.8787;20.3218;17.9014;9.8407;10.8706
1;13.0352;4.1651;9.6065;11.7697;10.8357;16.0834;8.4386;27.3761;10.1242;20.5254;20.4447;10.9577;10.0839
1;14.0634;4.4672;7.1344;13.1747;14.173;16.5903;8.1187;25.6303;9.627;17.6542;20.7436;11.9316;9.775
1;14.2519;4.3467;7.2108;11.5755;13.5235;17.8097;8.2252;23.857;7.8198;16.7659;20.3806;13.1599;9.5317
1;13.6196;4.7242;6.6122;11.7998;12.3411;17.2134;8.4451;22.3458;6.8176;17.3409;20.9102;14.1832;9.8137
1;12.1992;5.0663;7.3169;13.2369;11.6638;17.6241;7.8464;18.1947;6.4942;15.6968;20.9444;13.8857;9.9552
1;10.1833;4.7099;7.6727;16.1636;9.3991;18.8306;7.9895;16.5328;7.01;15.1736;21.1313;13.1434;9.6011
1;8.8449;4.4195;7.4914;19.4534;8.0174;19.957;7.9906;16.5569;7.975;15.2679;22.2941;13.0511;10.1421
1;7.7051;4.4813;7.7922;21.1883;7.7925;20.4504;8.3722;15.118;7.8593;15.4584;22.1211;14.2375;10.1025
1;9.3754;4.2192;8.7415;19.4453;7.8969;18.1511;8.4296;14.2784;7.6715;13.5344;21.3252;14.5827;9.8855
1;10.9398;4.6103;11.4105;23.906;12.1705;23.4784;8.9247;21.1648;7.2062;16.6558;25.5519;16.6465;10.5048
1;13.3046;5.5864;17.4588;25.7606;15.6886;26.0791;9.8764;31.2023;7.9288;21.7217;27.1061;17.1683;11.0263
1;13.9389;6.0605;17.065;28.202;18.6649;26.1345;9.9426;38.3994;7.7542;26.955;27.2264;19.4808;11.7575
1;13.7659;7.3583;18.4738;33.636;17.993;27.2869;10.4564;38.8764;8.5258;27.6443;27.4187;20.1968;13.2088
1;12.2121;8.6226;19.7099;33.19;17.1087;26.9584;10.0514;40.7913;10.1525;28.7379;27.3963;20.7293;12.4761
1;12.6857;8.8448;18.6459;29.6662;15.0674;28.5397;10.3485;40.1727;14.4914;25.2188;28.3174;22.3811;11.0356
1;12.8602;9.1447;16.8415;32.6955;14.4376;29.9751;10.8339;42.5333;19.8508;21.4207;28.1578;21.8377;11.867
1;13.4876;8.6145;16.5011;32.2648;14.7092;30.6527;10.4892;38.3583;19.812;18.7072;27.5586;21.7726;12.7266
1;12.8409;8.9527;17.6779;30.3518;10.2292;31.7669;10.3662;40.0166;20.3744;20.3929;27.2299;22.0574;13.7372
1;14.7637;9.3072;18.982;32.2362;10.0652;34.0839;11.2606;38.2793;18.5249;26.1191;26.5771;21.6761;13.2881
1;15.4183;7.7515;19.2837;32.4755;11.897;34.1268;10.4486;40.5101;18.5347;28.3205;25.7789;19.8096;12.4544
1;14.6397;7.8316;18.7868;29.1455;12.4074;33.0755;8.879;37.4355;18.2142;27.4195;23.5282;17.9144;11.8062
1;14.063;8.4457;20.5736;27.6202;12.5462;31.9308;8.2931;38.0232;17.8998;26.6057;22.5178;16.7173;11.3686
1;13.7627;8.4303;16.5347;25.5696;11.4562;30.2505;8.724;32.2403;17.1952;24.9985;22.2678;16.3263;10.1362
1;12.5988;8.2215;14.6744;24.9921;9.8665;27.1603;8.9381;32.7323;17.2083;21.8931;22.4404;15.33;8.9386
1;12.8253;8.2526;15.6397;22.6215;8.0599;29.2764;8.5308;32.3588;16.3185;20.9598;21.7492;15.1219;7.7224
1;11.6841;8.5685;16.4975;20.9513;7.9811;27.623;8.2817;30.9231;16.2708;19.8133;20.8879;14.3111;6.697
1;12.1842;8.7715;12.6719;17.2962;7.1851;25.7981;7.9495;31.6029;16.3693;16.9879;19.8766;14.6791;6.8369
1;12.838;8.1486;13.8801;19.8476;6.424;25.4837;7.7512;29.7104;15.1559;16.6738;18.2318;12.6801;6.7576
1;13.439;7.0968;15.3866;21.4289;6.3119;27.493;7.8203;27.6394;15.3801;15.8842;17.7316;12.7092;5.9244
1;13.4175;6.8524;14.8067;18.9052;6.7121;28.6418;7.6499;26.1876;15.934;13.9598;16.9425;12.4174;6.45
1;12.897;6.8203;11.9119;16.4753;7.2868;31.0718;7.6591;26.4042;16.4345;16.3985;16.3743;12.5495;5.6337
1;10.7352;6.5879;10.2785;15.7547;7.5806;30.7602;7.4662;24.3881;15.075;18.2052;16.086;12.8206;6.2032
1;10.9209;5.8129;10.3485;13.5897;8.0716;30.4075;7.5182;24.5408;14.6782;18.481;15.8386;13.0117;6.0069
1;10.0886;4.7654;12.1349;11.1183;7.7502;32.486;7.3709;24.0568;12.6202;18.894;17.07;11.6345;6.4842
1;8.9301;3.8574;11.0018;9.3042;7.0605;32.5544;7.5186;23.0981;12.1009;18.8765;16.612;12.3452;6.4747
1;9.4733;3.8561;9.917;9.0215;6.1983;31.2609;7.2704;22.1674;14.2306;19.0064;16.1701;12.4007;5.8214
1;9.2104;3.6164;8.5758;8.8139;7.7925;33.5761;7.2911;21.769;13.5801;16.069;15.028;13.0468;6.4906
1;9.8545;3.0445;9.4155;10.1066;8.6098;34.8162;7.353;21.4623;13.233;14.5025;15.0727;12.7613;6.5801
1;9.9692;3.1147;10.4574;9.3079;7.9447;34.2533;7.1785;20.664;13.4269;14.5832;15.6189;11.3338;6.8043
1;10.2708;3.0817;10.9385;9.6396;8.318;34.2666;7.0776;19.8981;14.7946;15.1647;16.5813;11.2032;6.4068
1;10.3429;3.2574;10.5749;11.1096;8.2694;36.5273;7.3137;16.767;14.1005;15.6288;17.0439;12.0624;6.7284
1;11.0551;2.8566;18.2323;13.6118;12.7676;40.259;8.0182;17.5491;17.2792;16.0368;19.0063;11.4701;6.9117
1;10.0292;2.7059;21.4138;18.7208;16.0221;43.3373;9.0226;30.6075;20.1711;19.4665;19.6566;11.4305;8.9676
1;11.3448;3.1279;21.9694;24.8425;16.4295;44.8222;9.2193;30.5539;21.254;19.7571;20.611;12.2232;9.9064
1;12.8997;3.0656;22.915;29.188;15.5678;47.3264;9.179;29.7978;21.608;20.9113;23.063;11.3383;9.5901
1;14.0641;3.378;22.0572;29.7437;14.4755;43.6036;9.4158;29.2935;20.869;24.8358;24.417;11.2128;9.4524
1;14.2058;3.687;19.7936;30.7533;13.9633;41.1578;9.5278;29.9713;20.6377;25.2024;24.8439;10.5674;9.678
1;15.4605;3.2437;18.1879;31.8548;13.1962;40.5282;10.0494;30.7295;21.8771;25.8125;27.6362;11.2206;10.6587
1;16.6166;3.2066;17.4172;29.8303;13.9006;38.4607;10.3479;28.6656;21.4617;25.2208;28.0704;14.1099;11.7328
1;16.6824;3.5371;15.0495;30.0343;14.5515;38.4374;10.8409;28.3735;20.712;25.7723;27.6219;16.483;12.2385
1;15.9918;4.7055;14.0814;28.4171;16.0174;38.4325;10.7745;24.7567;20.9103;25.0989;26.758;18.8019;12.1821
1;16.3607;5.1814;14.3951;27.298;18.1474;37.171;10.9909;27.3805;20.5196;27.2837;26.3996;21.4366;11.4008
1;14.6865;5.4697;13.9296;25.8147;16.5826;35.9042;10.5899;29.2931;18.2071;27.7243;24.8692;21.554;9.8237
1;15.9475;6.5954;13.6053;25.8077;13.6866;37.0117;10.6683;27.851;18.538;25.813;25.2265;21.1002;9.0902
1;15.7385;8.2559;13.6324;23.3104;15.5273;37.7565;10.8457;26.2372;19.1318;24.8113;23.3412;18.6248;8.8484
1;15.1698;7.3775;14.4064;21.3191;16.892;38.9684;10.0419;26.4233;18.4866;22.7414;22.1933;18.236;9.3265
1;13.66;6.6129;12.7891;22.2664;14.5959;38.4523;9.3857;29.7246;18.4898;20.5247;19.8239;17.0872;9.7082
1;12.5406;5.5072;12.0956;20.0103;12.5275;39.711;9.2032;26.4237;18.2837;17.6031;18.3167;16.1983;9.0372
1;12.6401;5.6959;11.6311;19.0903;11.7164;40.1824;8.8005;26.3957;18.8921;17.4432;17.6824;16.3103;8.4968
1;13.1411;6.2635;14.0952;19.0803;11.1689;39.0799;8.7618;24.3986;17.6584;19.2048;16.6476;17.9275;7.2694
1;13.1831;5.7049;14.3994;18.2381;10.0617;36.9547;8.9054;24.654;15.3213;17.8259;17.8771;19.5761;6.4405
1;13.7965;5.9849;12.1796;16.9382;9.0874;34.9944;8.7352;25.5653;14.0231;16.2507;18.2843;20.2309;5.8662
1;15.4016;6.2018;11.0351;13.8016;9.1132;37.4349;8.6664;24.202;12.1407;15.7769;17.9217;20.1704;6.6811
1;15.487;6.2933;11.5039;13.1695;7.4918;33.6585;8.7172;23.7161;12.2213;14.9329;16.355;19.7454;6.2292
1;13.5367;6.7242;15.3724;12.1623;6.7534;33.8728;8.3204;23.6234;13.0526;15.8446;16.577;20.317;7.036
1;11.6127;6.5901;12.7958;13.3509;6.8657;34.626;8.2881;24.3096;11.9551;16.6797;17.4112;21.0929;8.2211
1;11.8255;6.4243;10.2465;12.7123;7.4964;32.6365;9.0243;23.7615;12.7892;17.06;17.3271;20.0876;9.3034
1;12.5199;6.0292;9.813;11.6631;6.8623;34.8233;7.5928;22.741;12.4601;14.6968;18.3759;20.0021;10.2259
1;12.5033;4.8414;10.8128;11.8053;8.1396;33.3366;7.6318;23.827;12.1106;12.0694;18.5006;20.3481;9.1955
1;12.3668;4.8229;12.4071;13.9378;10.4979;33.424;7.3596;24.8539;11.6773;10.4689;17.8945;20.8213;9.7754
1;11.6822;4.1528;11.0393;13.4811;9.7021;32.4347;7.2265;25.2611;11.5391;10.2754;16.8762;19.3321;9.4261
1;11.6856;4.2878;9.9135;11.1691;9.2091;32.17;7.4542;25.1211;11.2121;10.0549;16.3413;17.6891;8.996
1;10.306;4.2627;9.4417;10.4869;9.9328;31.3767;6.9909;23.928;9.3486;8.5397;17.7105;15.3297;8.5672
1;12.1956;4.3683;10.7134;15.8859;9.6443;33.0054;7.343;25.0948;10.0981;9.0998;19.2633;15.8514;8.7247
1;12.4479;5.2994;10.68;21.9092;8.5894;31.4296;7.9073;22.7252;11.7651;13.5343;19.7576;18.6083;9.3058
1;14.0814;6.6638;11.7024;22.1284;8.6822;32.4191;7.99;21.834;14.1539;13.6466;19.6041;20.3799;9.2221
1;14.3607;7.331;12.2024;23.701;7.7248;31.7257;7.6927;25.7488;14.6158;12.3398;21.7078;21.5818;9.7325
1;15.3029;8.411;13.1881;23.1718;7.707;30.272;7.3416;25.5343;12.7606;11.7544;23.0025;20.2086;10.5489
1;15.611;9.0585;12.4745;24.5867;6.9321;34.2671;7.2369;28.7123;12.6697;11.4375;24.5722;20.1207;11.0653
1;14.7315;10.1495;12.4464;24.9161;7.5344;27.2111;7.1527;31.2615;13.5452;9.7461;26.1776;21.335;11.7432
1;14.8351;10.6705;11.8383;24.2537;8.494;28.6315;7.0721;30.5075;15.3141;8.7853;26.3392;22.746;12.2678
1;14.5671;11.3262;11.3664;27.1585;9.7418;30.8775;7.4479;28.9992;19.3925;9.7173;25.8347;22.8939;12.4166
1;14.7042;10.0118;12.3711;26.6073;9.2895;30.3986;7.3388;30.3107;20.8352;10.0078;26.5797;22.864;11.8235
1;14.024;10.1936;13.041;23.8717;8.5881;26.4207;7.1947;30.4763;22.7382;10.9618;26.4657;22.7037;11.1991
1;14.8183;10.2902;11.0582;22.8648;7.0837;25.7141;7.2918;29.3499;22.6114;11.2597;25.9919;19.9372;10.7778
1;14.3659;10.457;9.9464;23.521;9.0217;24.5054;7.1129;26.9234;21.0903;10.9332;23.8011;17.7511;10.621
1;14.3487;10.7427;9.667;22.5577;8.8756;24.782;7.4931;28.1939;18.5393;9.841;24.4232;15.5466;10.4719
1;16.0164;9.9973;9.2544;21.4082;9.3762;24.9203;7.4086;27.1789;17.5063;9.6926;24.8802;14.5289;9.1751
1;16.4239;8.7752;7.7611;21.6743;10.0863;21.8538;7.4515;23.3723;16.758;8.3218;24.2442;14.7267;8.1007
1;14.548;8.3589;9.3095;18.6609;8.5652;24.8033;7.4037;21.8311;15.5606;7.2988;23.5634;14.1933;7.4573
1;14.0941;8.4404;9.6648;18.122;9.3223;23.6519;7.1676;23.0576;13.0892;8.3273;23.7139;13.6255;6.5586
1;13.3031;8.652;9.2575;18.1901;9.1407;25.0089;6.8894;21.6695;12.9044;8.3204;23.2446;13.2324;6.337
1;13.7467;7.9092;10.2733;17.6327;9.0983;24.4431;7.0803;19.001;12.5908;7.7373;22.2127;14.3707;5.8407
1;14.4275;6.7684;9.0878;19.9139;7.6995;26.0661;7.373;17.616;12.1853;7.5064;21.129;14.0011;5.9471
1;13.5341;7.1772;10.3823;20.3735;7.1394;25.1836;7.5603;20.3366;10.4983;8.143;20.6377;13.4602;5.8139
1;13.6105;6.3504;9.3258;21.3302;7.2093;25.5264;7.3504;19.3895;10.7848;7.7738;20.8805;12.5636;6.4635
1;12.7562;5.2894;8.674;22.0215;7.8358;28.3748;7.3026;17.4377;11.3178;8.5468;20.6606;12.1061;6.8755
1;13.1545;6.4593;9.5926;21.0529;7.123;30.2031;7.451;17.3107;11.2548;7.5833;20.5988;11.9904;6.9896
1;11.3959;7.0206;8.4014;18.1446;5.1312;29.2979;7.5868;16.0488;9.8763;7.0561;20.4903;10.3083;6.9775
1;12.5719;6.5957;8.9815;17.8614;8.1563;29.1887;7.2175;17.1388;8.1256;7.1688;20.4981;9.2493;6.7155
1;11.6286;5.596;9.8548;16.9117;8.7983;30.5428;7.9549;16.8416;7.2108;8.013;20.9009;9.074;5.9455
1;11.3999;5.7782;9.581;18.4884;9.1392;29.6756;8.0768;17.7495;6.1586;7.8723;21.6184;9.0991;5.571
1;11.1338;5.5793;8.5176;19.33;8.4707;30.2773;7.3573;16.2359;5.1269;7.8443;21.5359;8.178;4.6415
1;12.2565;6.2219;8.1558;19.2603;6.5236;29.0639;7.1112;15.5044;4.7431;8.2987;22.5406;7.3133;4.3793
1;11.8795;6.754;7.3659;18.9288;8.3585;28.7508;7.0623;15.7086;5.6088;8.5344;22.5639;6.6593;4.2333
1;12.0753;7.632;7.6953;21.6326;9.1356;27.2862;7.4058;15.0195;6.4578;9.5927;23.2424;8.7875;4.0687
1;12.2155;8.5916;6.8123;23.6927;10.5974;26.3465;7.7147;19.8775;8.717;12.6751;25.1005;12.3428;5.0218
1;12.5573;8.9801;6.3223;24.5557;10.311;28.8121;7.8489;27.649;8.5937;17.9984;24.7974;18.5686;7.3145
1;12.6266;9.768;6.9488;22.1923;11.7305;27.6272;7.8998;25.2529;7.5152;20.7021;24.1539;20.9596;8.6679
1;13.4184;9.1916;7.7179;17.809;12.3092;29.5972;7.5474;28.3524;7.1447;20.1804;24.4288;22.4822;9.875
1;14.9043;9.4032;6.8449;15.3693;13.0408;30.2938;7.0339;27.3366;6.5858;22.9716;25.2504;23.0709;10.8867
1;13.9309;8.3098;9.0131;20.1157;13.1902;29.8748;7.6859;26.2748;7.4141;26.8623;25.1453;22.8849;11.7944
1;14.2254;8.0574;7.762;21.9423;14.8654;30.8782;7.39;25.8279;6.7671;27.2509;26.4899;23.6439;11.4615
1;14.0834;7.4362;7.3975;20.4951;16.204;32.026;7.7796;26.3271;7.8985;28.7704;27.2849;23.0204;9.9899
1;12.9788;7.4511;6.7506;22.1297;18.0157;32.4568;7.6385;27.6591;7.3018;29.2843;26.6145;21.5663;9.8748
1;12.5067;8.7328;6.4051;24.684;18.9712;29.9319;7.7157;27.8547;6.5259;29.2919;26.3385;21.5289;8.9563
1;12.2798;9.7675;6.8178;24.9827;18.5417;30.7713;7.5822;28.759;7.3592;29.9204;24.212;21.1106;9.4632
1;12.5178;9.8844;7.3053;24.172;17.6331;27.7602;7.8482;28.7999;7.7903;27.1401;21.6656;20.571;10.3648
1;11.8136;10.5337;6.8355;24.591;17.5615;27.424;7.9759;29.1261;6.6901;26.9487;20.375;18.8066;10.3018
1;9.6495;10.1041;7.0644;22.5792;17.9464;27.6819;8.5403;29.7535;6.6663;25.8505;19.2384;16.7671;8.7035
1;12.5311;9.7488;7.1381;21.7045;17.8968;27.4712;8.3455;32.7204;6.9942;23.4315;17.6721;15.5326;7.3281
1;12.7375;8.6961;7.3063;24.4599;16.559;26.3098;8.6923;33.1887;7.7237;24.4318;18.5685;14.6665;8.6777
1;12.6445;8.881;7.9908;23.6016;17.0317;26.8704;8.7361;32.4643;7.048;21.7591;19.0273;13.477;8.3468
1;12.6789;8.2157;8.5934;22.9347;17.4574;27.3324;8.5673;34.0056;6.292;20.2337;18.2736;11.8515;7.2256
1;11.0729;8.9443;8.5902;23.1668;14.005;26.137;8.8469;32.0693;7.8035;21.1873;17.7807;11.0378;6.5179
1;12.9124;9.0442;9.9487;22.5393;9.9591;24.2196;8.646;31.1865;7.934;19.9562;18.7356;10.154;5.2566
1;11.7068;9.3462;9.9002;21.9905;11.2186;24.8531;8.2891;29.8434;8.4856;20.3755;18.6418;10.0794;4.6762
1;12.4574;10.2117;7.9537;21.7182;10.9802;22.3789;8.635;28.4537;8.0868;21.5622;19.018;9.4937;4.2599
1;12.3784;10.47;8.1524;23.1047;10.2466;21.7538;8.4492;27.8916;8.6963;20.7372;19.2146;9.3746;3.8447
1;11.367;9.3032;7.2426;21.3725;9.7133;21.7068;8.4731;29.3036;7.4871;18.9205;19.128;10.2804;3.8535
1;10.9677;9.1378;8.0469;17.6011;8.408;20.4035;8.2913;28.7626;7.3355;20.5683;18.9498;10.1546;3.6828
1;11.2435;8.2665;7.2279;18.3724;7.6407;17.9872;8.8703;26.2313;7.7005;21.8369;19.1203;11.1293;3.715
1;11.3964;7.2074;5.9587;19.4015;7.6376;18.7061;8.5188;24.526;7.5235;19.9075;19.1363;11.6042;3.7755
1;10.1589;7.0281;8.1839;18.2588;7.3518;18.8236;8.6783;24.6968;7.4277;17.6613;17.1289;11.163;3.5668
1;9.1863;6.6458;7.5352;18.4111;6.6006;19.2805;8.6716;23.8915;7.6148;18.726;16.5339;10.3603;3.273
1;10.1276;6.5066;8.1102;17.1828;6.8361;20.0927;8.224;22.1944;7.6757;18.4357;16.26;11.0677;2.8775
1;10.3969;6.2139;8.269;17.5291;6.8995;20.8718;8.3935;24.3704;7.5029;17.376;16.3583;10.6906;3.2723
1;10.5954;5.0915;10.9903;19.4604;7.1979;19.3166;8.907;24.971;8.8311;17.5677;16.3569;11.8031;2.9653
1;10.6586;5.3733;9.7105;18.8202;9.9624;21.6522;9.0064;28.7537;11.98;23.7562;17.4189;16.4342;3.5711
1;11.0556;4.4582;8.4211;20.1452;8.586;22.1731;9.0135;34.4543;15.4086;23.9726;17.0861;17.5384;5.3359
1;11.1169;4.3561;8.4638;17.9978;9.4476;23.2645;9.0879;40.1227;17.9386;24.6103;16.9066;18.5337;6.8342
1;11.6808;7.2053;7.945;18.2331;10.5517;26.379;8.7704;39.343;19.4161;23.5601;17.0355;18.7199;7.4134
1;13.092;8.8662;8.8037;18.45;10.2991;28.0731;8.797;34.1438;21.6463;26.0426;17.9069;18.365;8.198
1;12.6735;10.307;7.8418;24.1123;11.5692;27.0374;8.5423;36.3373;22.5558;25.5829;19.5951;17.6048;9.1954
1;12.361;10.1596;10.2773;28.8291;12.2064;26.7302;8.327;34.5723;23.8362;25.7862;19.6584;19.8929;10.2285
1;12.8896;10.2643;8.8394;29.4277;12.8565;26.2018;8.491;33.1669;23.7504;25.2272;17.8345;20.9367;10.4296
1;13.2266;10.6318;7.4632;26.4701;10.7615;26.0099;8.8394;33.2023;22.9546;22.8316;18.9179;20.2481;10.1503
1;12.4253;10.3004;7.4192;24.5794;13.1375;23.9486;8.969;30.6056;23.942;23.8322;18.3412;18.8817;10.3725
1;13.2887;9.8809;6.1483;22.7452;13.47;23.91;8.6739;29.0693;23.7322;26.3429;16.3764;20.7125;10.1209
1;13.0751;8.7663;5.9043;20.5762;13.9412;29.8514;8.2752;30.8116;22.0065;25.2685;15.3198;21.6313;10.3443
1;12.4892;7.1845;6.854;21.2143;13.9587;31.7597;8.4418;32.0589;21.2983;23.763;14.4651;20.6213;10.8882
1;11.0372;7.0178;6.0526;20.1107;13.2807;34.5148;8.5381;31.2614;23.8224;21.2045;14.2748;20.4703;11.2711
1;10.5197;6.0018;6.331;20.4068;12.4556;34.442;8.5595;28.8975;21.43;18.0408;15.1868;19.4908;10.9943
1;9.2978;5.7383;5.7887;17.6156;10.1464;31.5769;8.5561;28.6098;21.0354;15.6214;18.0735;18.5265;10.0191
1;11.7419;5.9164;6.5415;15.9856;8.5094;28.98;8.421;26.7785;20.3185;14.6817;17.6883;17.7923;9.6687
1;11.8243;5.8076;7.0415;16.8355;7.9331;31.1873;8.6209;24.0577;20.3269;13.4798;18.1521;16.0876;9.8536
1;11.0887;6.1705;6.7601;17.8835;7.4011;33.8826;8.508;24.1994;20.4316;12.0872;18.8379;16.6766;9.0639
1;11.4039;6.5885;7.2034;18.0112;7.5829;32.1064;9.3266;23.5699;17.6697;10.3261;19.6759;17.255;8.4363
1;11.7256;7.0964;8.0932;17.4358;6.6715;34.694;8.5244;21.2298;15.3862;9.7939;20.2371;17.8734;7.519
