odour stim,09/04/2021 Female 5,12/04/2021 Female 3,14/04/2021 Female 3,14/04/2021 Female 5,16/04/2021 Female 4,22/04/2021 Female 2,22/04/2021 Female 3,22/04/2021 Female 10,22/04/2021 Female 11,23/04/2021 Female 2,23/04/2021 Female 3
,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT
0,6.0814,6.2727,2.991,9.4305,6.7782,6.0474,5.7661,12.3286,2.6725,3.6674,7.5188
0,6.5212,7.0136,3.6743,9.4721,6.7133,5.9344,5.9727,12.6849,2.4872,4.0311,7.6029
0,7.6543,6.5728,3.4704,9.8528,6.6017,5.8567,5.8773,12.0324,2.5073,3.6444,7.8144
0,7.1914,6.9345,3.6707,10.1877,6.9767,5.669,5.6068,12.203,2.5875,3.9272,7.6008
0,6.6071,6.396,2.7763,9.71,6.7829,5.8345,5.5146,12.614,2.4762,3.7165,6.7381
0,6.4245,5.945,3.2969,9.6508,7.0682,5.9608,6.0015,12.5671,2.237,3.9996,6.6653
0,5.9756,6.7032,2.7935,8.818,6.9961,5.6455,6.0812,12.614,2.2663,3.6994,6.6178
0,5.7242,6.6474,2.926,8.6175,7.4525,5.6982,5.8035,12.4891,2.2891,3.6545,7.4942
0,6.0167,6.3449,2.6798,9.5628,6.9608,5.7056,5.0739,12.9382,2.1922,3.6728,7.1925
0,5.976,6.4693,2.9169,9.7045,6.62,5.559,5.9877,12.231,2.0523,3.8342,7.3318
0,6.2086,6.7564,2.8718,9.4302,6.6404,5.5441,5.6779,11.8994,2.4276,3.446,6.785
0,6.1955,6.9239,3.1088,9.4323,6.2311,5.2237,6.3686,12.379,2.5163,4.0667,7.1381
0,6.3857,7.2762,3.1985,9.6677,6.6707,5.2211,5.3327,12.4552,2.2252,3.8603,7.2206
0,6.4845,7.4011,3.0763,9.3457,6.6164,5.607,5.4163,12.932,2.4204,3.7,6.7996
0,6.1801,7.5813,2.629,8.7581,5.9536,5.4603,6.4799,12.6698,2.3139,3.9029,6.6297
0,6.0202,7.4081,3.568,9.0182,5.8514,5.0191,6.3253,12.4022,2.2811,3.7977,6.4698
0,5.721,7.4085,2.725,8.7333,5.8752,5.2897,5.514,12.616,2.2455,4.0395,6.1848
0,5.5096,7.1696,3.4543,9.1936,6.4736,5.3821,6.247,12.6057,2.2885,3.4926,6.3763
0,5.6275,7.5284,2.7777,8.308,6.4175,5.2912,6.4439,12.2593,2.1535,3.4347,6.731
0,5.2281,7.3371,2.8824,8.2983,6.2087,5.1479,6.6145,11.5597,2.4064,4.0555,6.2695
0,5.9109,7.2805,2.9831,9.2363,6.2605,5.2295,5.5633,11.8852,2.3758,4.356,5.3043
0,5.4515,6.905,3.1357,9.0713,5.6216,5.125,5.1881,11.7281,2.3424,4.3221,5.5568
0,5.4656,6.6993,2.9782,9.1478,6.2504,5.1142,6.1742,12.1568,2.5594,4.7113,5.5301
0,4.6582,7.2223,2.6765,8.6466,6.8763,5.3367,5.4378,11.3955,2.5506,4.815,5.283
0,4.5945,6.3531,3.3144,8.8701,6.6438,5.5227,5.7102,11.5954,2.4576,4.5408,5.9249
0,5.3377,6.5463,3.0618,8.2533,6.8838,5.4748,5.5969,11.9073,2.6203,4.7839,6.0521
0,5.5635,5.8114,2.4825,8.681,6.73,5.1088,6.0004,12.1923,2.6358,4.8325,6.5238
0,4.8891,5.8959,3.1309,8.2954,7.7382,5.0805,5.8644,12.3082,2.6258,4.3898,6.3632
0,5.0138,5.6823,3.1799,8.2403,7.4804,4.9925,5.8372,12.5036,2.3819,4.0471,6.5318
0,4.1621,5.9595,2.9863,8.9817,7.4335,5.2794,5.7715,13.0454,2.6057,3.8172,6.386
0,5.4197,6.2998,3.0616,9.8298,7.4913,5.0375,5.7792,12.6782,2.5429,3.5633,6.4896
0,5.0761,5.9854,3.471,9.2978,7.2907,5.0567,5.2879,12.793,2.2342,4.0019,6.6985
0.5,5.5998,5.7688,3.5174,9.6976,7.286,4.9972,5.7831,12.6197,2.4963,3.9077,6.4139
0.5,5.8425,6.0855,3.0715,9.9259,7.5529,5.2459,5.7398,12.2545,2.484,3.8863,6.7982
0.5,5.594,6.3669,3.2488,9.7361,7.5298,5.3811,5.3239,12.1429,2.432,4.21,7.4341
0.5,4.8072,6.1869,3.1302,9.2477,7.3792,5.2577,5.839,12.5356,2.3564,3.6002,7.0143
0.5,4.985,6.5085,3.1641,8.4399,7.1993,5.0721,5.299,12.3233,2.4112,3.5735,6.58
0.5,4.7336,6.3103,2.5764,9.7189,7.0164,5.1083,5.6425,12.0611,2.4042,3.4728,6.8361
0.5,5.8305,6.2974,2.5359,8.9676,7.1467,5.0121,5.4872,12.2629,2.5238,3.7084,6.5743
0.5,5.2351,6.3694,3.3279,9.1008,7.5619,5.097,5.5766,12.8487,2.6099,3.9372,7.0584
0.5,5.9762,6.323,2.8138,8.9394,7.0116,5.1763,5.8756,12.2926,2.7272,4.0534,7.0708
0.5,5.7285,6.2446,2.9502,9.6812,6.7556,5.2285,5.6795,12.5674,2.6424,3.7637,6.9121
0.5,5.8863,6.7973,2.9544,9.7699,6.413,4.9625,5.5216,12.8681,2.2542,4.0325,7.1723
0.5,5.7771,6.1083,2.555,9.6358,6.2334,5.0125,5.8124,13.2031,2.6493,3.8758,7.5468
0.5,5.9455,6.5706,3.4464,9.7634,6.5589,5.1288,5.5767,13.2204,2.2565,4.2524,7.3212
1,5.758,7.7524,2.8893,10.1342,6.6916,5.0614,5.9704,13.4154,2.2678,4.4072,7.807
1,6.1068,7.423,2.6865,9.5602,7.0936,4.9962,5.4329,13.4127,2.4667,4.5843,7.2944
1,9.9803,7.8445,3.2213,10.008,7.2856,5.9156,6.0137,14.2827,2.6951,9.296,9.9236
1,13.0627,8.8565,3.6423,8.957,7.7676,7.0816,8.0137,15.9477,2.9538,14.0296,13.0869
1,15.2948,9.6739,3.6656,9.2725,8.365,7.2301,7.6014,17.1051,3.1945,14.3887,13.4905
1,15.2791,10.8106,4.2232,9.3502,9.072,7.3315,7.5209,18.0204,3.3936,14.7237,13.4888
1,15.1105,11.1,3.8783,9.4746,10.1498,8.0426,8.0521,18.5597,3.5973,14.4377,13.5754
1,15.7211,11.4775,4.6259,9.2208,10.1769,8.0571,8.2943,18.8454,3.5441,13.1163,13.2658
1,15.3826,12.1207,4.3077,9.2371,11.557,8.4832,8.7487,19.257,3.79,12.7983,14.1814
1,15.138,12.3653,4.9205,8.9126,11.4645,8.4201,7.8481,19.0682,4.0443,12.0245,13.9575
1,15.0504,12.0667,4.67,8.9108,12.732,8.5133,8.2471,19.9842,3.8773,11.6997,13.2002
1,14.6165,12.6666,4.0244,8.17,14.2267,8.4948,8.3559,19.6294,3.9608,11.0152,12.7491
1,13.7759,12.3173,4.3812,8.3711,12.88,8.7382,7.9128,19.7064,3.9285,10.1347,13.1833
1,13.5809,12.3805,4.2358,8.6982,13.1107,8.59,8.1342,19.5515,4.0405,9.8433,13.3433
1,13.489,12.0112,4.6399,8.3955,13.4444,8.5102,8.0659,19.9647,4.0235,9.2937,12.5545
1,13.025,12.2259,3.8874,8.8625,13.3016,8.3003,7.1143,19.9009,4.1768,8.628,11.8528
1.5,12.9083,12.7117,4.2641,8.9858,13.1692,8.5664,7.963,19.2768,4.1868,8.23,11.1651
1.5,11.609,12.9856,4.212,8.7604,13.5338,8.5263,7.4341,19.4418,4.0293,8.3355,11.4299
1.5,12.0134,12.0902,4.426,8.1531,13.2535,8.5347,7.5436,18.9989,4.0928,7.7263,10.9268
1.5,12.0719,11.7629,4.2427,9.0848,13.1809,8.2444,7.5215,19.1096,3.8554,7.755,10.4044
1.5,11.8403,11.2132,4.1175,8.7997,13.2562,8.2971,7.1606,18.9249,4.0089,7.6961,10.1074
1.5,11.777,11.581,4.2192,9.3275,13.0367,8.2317,7.5454,19.0238,3.8291,6.9677,9.8357
1.5,11.0439,11.1232,3.8691,9.4169,13.1731,8.5696,7.006,19.3396,3.8867,6.9115,9.5733
1.5,11.3978,11.3948,4.0699,9.8673,13.7049,8.5702,6.8408,19.4718,3.7283,7.1229,9.7351
1.5,11.3533,10.2335,4.2752,9.4692,13.4401,7.9862,7.0294,18.711,3.6707,7.0043,9.1891
2,11.3547,10.5817,4.451,9.2407,13.3951,8.0991,6.5642,18.7158,3.4829,6.7809,9.2335
2,11.1371,10.8423,3.7636,9.9938,13.4172,8.0069,7.0196,19.0148,3.5853,6.7409,9.0273
2,11.1514,11.4141,3.6848,10.2046,13.5202,7.9794,6.546,18.8597,3.6544,6.3876,8.4177
2,11.4782,11.2531,3.6707,10.6962,13.755,7.9486,5.7522,18.7893,3.7109,6.6977,8.4576
2,11.178,11.6932,4.1907,10.8939,12.982,7.7223,7.0415,18.8545,3.7043,6.4944,8.0744
2,11.472,11.0084,4.1966,10.8289,13.1831,7.8149,6.8183,19.1692,3.6207,6.2119,8.9888
2,11.6606,10.8841,3.6371,10.2106,14.9622,7.5088,6.9254,18.537,3.6691,6.2566,9.0728
2,11.3938,10.8749,3.483,10.259,14.0212,7.9905,5.9198,18.9054,3.5958,5.8685,9.5202
2,11.2752,10.5157,3.6506,11.1151,12.5458,7.773,6.5799,18.6935,3.7493,6.202,9.2228
2,11.2893,10.6633,3.8047,11.5022,12.3813,7.6278,7.0092,18.7405,3.5169,6.1178,9.433
2,11.7109,9.5226,3.9206,11.7962,11.3302,7.6404,6.5821,18.1753,3.7298,6.3043,9.3426
2,11.5616,9.7064,3.9052,12.1503,11.5356,7.9536,6.294,18.4803,3.6338,6.1577,8.7557
2,11.1121,9.6362,3.5895,12.2964,11.9458,8.0091,6.4152,18.1569,3.6049,6.0518,8.8799
2,11.1838,9.4683,4.1937,11.8538,11.8334,7.95,6.1153,18.0393,3.6689,5.766,8.1294
2,10.9947,9.3145,3.8401,11.7735,11.8552,7.8726,6.29,18.4815,3.5517,5.622,8.3415
2,10.974,9.9185,3.4601,12.0169,11.7485,7.7811,6.2761,18.1632,3.6391,6.0675,8.3036
2,11.2829,9.9211,3.5979,11.8008,11.0439,8.0101,6.2099,19.0134,3.6202,6.365,7.9543
2,11.2688,9.598,4.1028,12.425,11.1396,7.6199,6.0083,18.8257,3.6246,6.185,8.3839
2,11.2571,9.8976,3.5081,12.2414,11.007,7.7945,5.7587,18.5355,3.6545,6.2988,8.605
2,11.3108,9.7923,4.1521,12.704,11.3514,8.0959,6.0011,18.6057,3.7308,6.0601,8.9709
2,11.2709,11.3637,3.7534,12.8133,11.879,7.8894,5.9555,18.5728,3.6084,5.7801,8.4367
2,10.8997,10.6707,3.7683,12.9287,11.111,8.4122,5.9109,18.971,3.5057,5.929,8.3802
2,11.0684,9.6805,3.825,12.9665,11.8836,8.5442,6.5046,18.9118,3.5787,5.8082,8.946
