odour stim,09/04/2021 Female 5,12/04/2021 Female 3,14/04/2021 Female 3,14/04/2021 Female 5,16/04/2021 Female 4,22/04/2021 Female 2,22/04/2021 Female 3,22/04/2021 Female 10,22/04/2021 Female 11,23/04/2021 Female 2,23/04/2021 Female 3
,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT
2.5,11.0314,9.5018,3.9007,12.9123,10.7712,8.2728,5.5598,18.8947,3.4259,5.8669,8.3626
2.5,11.2711,9.8394,4.1288,12.7531,11.7687,8.3231,6.8293,18.8347,3.3959,5.7148,8.9457
2.5,10.8547,9.5736,3.6506,12.9297,11.2498,8.285,6.3737,18.9673,3.4515,5.8814,8.7521
2.5,11.238,10.262,3.8837,12.1426,12.3562,8.1548,6.2189,18.8076,3.6433,5.9397,8.8441
2.5,11.0656,8.9799,3.6766,12.5091,11.6404,8.4052,6.2691,18.5066,3.4098,5.3917,8.3534
2.5,10.9694,9.8241,3.5052,12.2995,11.441,8.3307,5.9571,18.8612,3.6049,5.7161,7.9435
2.5,10.9701,10.1729,3.8908,12.9497,10.8379,8.4162,6.151,18.9145,3.3853,5.7733,7.6053
2.5,11.0703,10.4396,4.0348,12.0101,10.7062,8.3266,5.7538,19.6036,3.2712,5.7304,8.1222
2.5,11.1953,9.9332,4.2001,12.5268,11.127,8.4077,5.6684,18.3183,3.3681,5.4695,7.3806
3,10.7648,9.304,3.9715,11.8502,11.0559,8.6738,6.7283,18.4026,3.5788,5.4599,7.4021
3,10.8557,10.1703,3.5138,13.0207,10.9245,8.2867,6.0394,18.7527,3.4752,5.6677,7.519
3,11.0669,9.2633,4.3163,12.5334,11.0454,8.3042,6.5732,19.2009,3.517,6.1078,7.1198
3,10.3053,9.3898,4.2831,12.6572,10.7159,8.2322,5.8573,18.3546,3.4776,6.185,7.0044
3,11.0394,10.011,4.4827,12.7227,10.4888,8.5404,6.1454,18.7725,3.6077,5.8826,7.3559
3,10.2204,10.3066,3.8942,12.6036,10.3145,8.7026,5.8974,18.7644,3.4674,5.8534,7.289
3,10.7825,9.5178,3.7403,12.9617,11.3664,8.8995,6.535,18.5519,3.5419,6.5726,7.8286
3,10.5997,9.1088,4.0869,12.1626,11.7461,8.5448,6.0304,18.6505,3.5171,6.3713,8.4229
3,10.3331,9.655,3.2138,12.1314,10.836,8.1793,6.3954,18.3564,3.7497,6.5133,7.4146
3,10.9671,9.79,3.995,12.4713,10.973,8.4723,5.8325,18.9012,3.7173,6.6028,7.6692
3,10.9513,9.204,3.6043,12.8491,11.2449,8.29,6.0739,19.3929,3.8124,6.8407,7.6131
3,10.38,8.6396,3.911,12.2858,11.4656,8.4328,5.9651,18.8383,3.8553,6.2908,7.6631
3,10.3208,9.635,3.8318,13.2623,11.4079,8.2643,6.0103,18.7087,3.7373,6.2416,7.1532
3,10.5002,9.5003,3.3516,13.0112,11.6783,7.9272,5.9182,18.5683,3.7746,6.4104,7.6129
3,10.5561,9.2099,3.2819,13.2199,10.7433,8.43,5.7205,18.867,3.6241,5.9813,7.54
3,10.5977,9.9279,3.4457,13.1021,10.8552,8.5989,5.6735,19.6049,3.6686,5.603,7.1239
3,10.5708,9.5391,3.6828,13.209,10.5619,8.2961,5.4817,18.7609,3.7512,5.6229,6.4779
3,10.0579,8.8604,3.9463,13.876,10.3403,8.5066,6.8116,18.9733,3.7174,5.4682,6.8151
3,10.5279,8.2788,3.936,13.4032,10.5323,8.4045,6.8661,19.1921,3.8468,6.4113,7.0386
3,10.453,8.4946,3.3559,12.7708,10.4018,8.3422,6.0978,18.9017,3.7821,6.1245,7.2855
3,10.2206,8.4114,3.81,13.8348,10.2819,8.1248,6.5226,19.2673,3.9491,6.0117,6.8541
3,11.1394,7.8126,3.6843,13.053,11.2255,7.8916,6.016,18.6477,3.8345,6.0075,7.4575
3,10.4102,8.143,4.1386,13.219,10.5024,8.3566,5.8817,19.2468,3.7495,5.9643,7.4079
3,11.1772,8.0381,3.6414,13.4362,9.8617,8.3636,6.4218,19.3907,3.6994,6.2287,7.4313
3.5,10.5022,7.6053,3.362,13.6028,10.5478,8.1724,6.3449,19.0679,3.7654,6.044,7.2026
3.5,10.2242,7.8019,3.843,13.424,9.6229,8.005,6.5584,18.4518,4.0237,5.8178,7.4717
3.5,10.5731,7.7751,3.5752,14.2306,9.884,8.0271,6.6039,18.928,3.8887,5.6703,7.5477
3.5,10.8801,8.3109,3.544,14.8129,9.2586,8.1179,6.8243,18.321,3.838,5.4392,7.6699
3.5,10.7048,8.8079,3.7104,15.1618,9.5547,7.9498,6.4623,18.604,3.6004,5.8935,7.494
3.5,10.9169,7.8096,3.2199,15.3543,9.3021,8.033,6.9344,18.1183,3.5758,5.5337,7.6808
3.5,10.5909,7.8468,3.4176,15.1557,8.7408,8.2234,6.8379,18.4241,3.6991,5.9378,7.7158
3.5,10.7847,8.6246,3.595,15.0029,8.8074,8.3766,6.8338,19.1526,3.7357,5.5069,7.8181
3.5,10.7172,8.913,3.8923,14.2933,8.8753,8.1028,6.5119,18.6075,3.7415,5.3427,7.4719
4,9.9467,8.7302,3.1776,14.6061,8.9887,8.5905,6.8241,18.6205,3.724,5.4436,6.9902
4,10.5868,8.461,3.5609,14.0084,8.899,8.4771,6.8645,17.7785,3.9928,5.4468,6.9401
4,10.3838,8.8234,3.5975,14.6967,8.9466,7.8778,7.1753,18.2694,3.8386,5.1588,6.9847
4,10.7083,9.3296,3.8101,14.9717,8.99,8.0206,7.4999,18.2636,4.0743,5.2928,6.3813
4,10.5698,8.467,3.7528,14.4832,8.9284,7.9077,6.7046,18.2306,4.149,5.1842,6.3007
4,10.5361,8.6645,3.7905,14.4347,9.4774,8.0504,7.1495,18.8019,4.2497,5.4225,5.889
4,10.468,8.8919,3.5173,14.5923,9.6792,8.1565,7.1589,18.9732,4.2603,5.5203,6.8786
4,10.9375,9.0298,3.7232,15.2402,9.65,8.5315,7.2595,18.6148,4.0894,5.3736,6.9789
4,10.4698,8.8633,3.4193,14.9163,9.544,8.3048,7.0921,17.9881,4.053,5.0582,7.536
4,10.8189,8.747,3.8837,15.1788,9.3039,7.9228,6.0658,18.3117,3.9989,5.5655,7.495
4,10.9715,9.2864,3.6737,15.0332,9.4154,7.9109,5.9053,18.9219,3.8807,5.3018,7.0772
4,10.8974,9.7,3.5532,14.3312,9.2011,8.2353,7.5472,18.56,4.1322,5.3108,7.2993
4,11.0033,10.0077,3.789,14.4435,9.4723,8.0051,6.1214,18.5545,3.871,5.3024,7.2156
4,10.7406,10.3645,3.7842,14.3117,8.541,8.0436,6.6014,18.5019,3.852,5.7313,7.5439
4,10.7675,10.3332,3.5637,14.2487,8.8188,8.3104,6.6273,18.8671,3.9428,5.6823,7.147
4,10.5739,10.4428,3.7929,14.6262,9.0108,8.0657,6.434,19.0078,4.2161,5.5623,6.4713
4,10.58,10.3417,3.4936,14.4396,8.8146,8.0343,6.9809,18.4751,4.0911,5.273,7.1404
4,10.4827,10.1418,3.8139,14.5106,9.2731,8.0118,6.6609,18.8807,4.0823,5.4735,6.9095
4,10.9853,10.182,4.0035,15.0582,9.8014,8.0969,6.3413,18.7044,4.0131,5.2342,6.9027
4,10.92,10.676,4.224,15.1482,9.4872,8.0164,6.7957,18.8277,3.9167,5.0501,7.0038
4,10.5888,10.5497,3.9622,14.9577,9.3543,7.66,6.3205,18.8368,4.0671,5.2807,7.4775
4,10.0878,10.9347,3.6885,14.5853,8.3458,8.134,6.5809,18.442,3.8261,5.2687,7.1317
4,10.5401,10.8122,3.9767,14.6236,8.7198,8.2211,5.9892,18.2182,3.8984,5.4129,7.1902
4,10.3816,10.2507,3.6283,14.0973,8.5006,7.8283,6.0246,18.3152,4.0061,5.0384,7.3492
4.5,10.034,10.4586,3.6944,14.2142,8.5878,8.1964,5.7347,18.2253,4.0193,5.0881,6.9497
4.5,10.336,10.8445,3.4229,13.8109,8.154,7.9224,5.9418,18.7488,4.1966,4.9906,7.523
4.5,10.374,10.8091,3.1181,14.7174,7.8245,7.2913,6.5701,18.0187,3.9944,5.0265,7.3035
4.5,9.9667,10.6471,4.1368,14.4035,7.8995,7.5441,6.2847,18.2258,3.8698,5.2277,7.3248
4.5,10.0518,10.1587,3.9779,13.9215,8.0514,7.6937,6.2969,17.676,3.7579,5.183,7.2253
4.5,10.3322,10.7946,3.7554,13.3246,8.2783,7.5783,6.7059,17.8367,3.6189,5.3195,7.1043
4.5,10.439,11.1321,3.9495,14.722,8.2517,7.2491,6.5992,18.2474,4.0087,5.1483,6.7354
4.5,10.844,10.4446,3.6047,14.8493,8.3904,7.3308,6.0091,18.0402,3.7777,4.7712,7.0188
4.5,10.4557,10.3621,4.2263,14.4499,7.8623,7.8287,6.8051,17.9209,3.9073,4.9715,7.3738
5,10.2729,9.8371,3.6338,14.8184,8.0123,8.1834,6.0292,17.8945,3.6592,5.2264,7.3076
5,10.7496,10.0499,3.8024,14.2889,7.7414,7.8534,5.9481,18.1398,3.6419,5.4111,7.1113
5,10.9664,10.1942,3.6694,15.4353,8.1767,8.1012,6.3567,17.6398,3.6491,5.6341,6.8176
5,10.6531,10.013,4.2774,16.1508,8.0747,8.2231,6.2791,18.5507,3.9161,5.394,6.3737
5,10.0263,10.3857,3.5071,15.8073,8.1556,7.899,6.0563,17.9282,3.5043,5.7008,6.823
5,10.4242,9.9332,3.7803,15.3081,7.7598,8.3403,6.0805,18.1645,4.0404,5.2257,7.1851
5,10.845,10.6839,3.8669,15.0332,7.9895,8.0107,7.0459,17.8111,3.8687,5.0373,6.5064
5,10.2725,10.1995,3.4931,14.411,7.4628,7.9185,6.8486,17.9885,3.5648,5.3637,7.1814
5,10.397,9.931,4.081,15.0749,7.4608,8.2613,6.8388,18.281,3.9043,5.2064,7.0893
5,10.1163,9.9429,3.8529,14.72,7.8435,7.9777,6.8602,18.6935,3.752,5.1786,6.28
5,10.8132,9.542,3.0873,15.5031,7.7637,7.8722,6.873,18.4643,3.9512,5.5559,6.1763
5,10.5121,8.9013,3.7362,15.351,7.832,7.9912,6.4667,18.1064,3.9655,5.1811,6.1286
5,10.6767,8.9448,3.5395,14.7574,8.355,8.0169,6.9982,18.6872,3.8839,5.0599,5.804
5,10.5513,8.8509,3.336,14.3045,8.2355,8.2854,6.3439,18.1991,3.8318,5.051,5.9115
5,11.1243,9.3937,3.6554,14.1668,8.204,7.9809,6.1898,18.1878,4.2431,5.037,6.707
5,10.5705,9.0327,3.1129,14.6885,7.7943,8.4933,6.7604,18.3711,4.1002,5.1112,6.4489
5,10.1309,9.1239,3.4192,14.8337,7.9896,8.1428,6.3669,18.1709,3.8824,5.0187,6.4893
5,11.0449,8.4811,3.6617,15.3209,7.7393,8.1385,6.4689,18.6739,3.9273,4.8612,7.0003
5,11.1683,8.917,3.4944,15.7168,7.5369,8.146,6.4674,18.0569,4.0031,4.974,6.3629
5,10.7785,9.0063,3.2815,15.693,7.1868,8.4133,6.4531,18.0844,4.0912,5.13,6.1194
5,11.0158,9.4179,3.6676,14.7727,6.9784,8.5364,6.2952,18.075,4.1911,5.1926,6.5571
5,10.4888,9.0859,3.5665,15.6413,6.8689,8.0088,6.5905,17.905,4.0277,5.5558,7.256
5,10.1608,8.9284,3.9827,15.5892,7.0022,8.2243,6.0191,18.256,4.3853,5.5171,7.14
5,10.3698,9.0889,4.1742,15.5974,6.9767,8.3926,6.6732,17.5104,4.3394,5.5758,7.3139
5.5,10.072,8.2865,3.9202,15.7892,6.8252,8.5152,5.9715,17.7701,4.3154,6.0558,6.4264
5.5,10.7731,8.5519,3.5153,15.5558,7.3345,7.6963,6.3714,17.3514,4.4245,5.9891,6.9041
5.5,10.8292,8.784,3.9711,15.8046,7.5669,7.8271,6.2783,17.9283,4.2561,5.96,6.2843
5.5,10.7058,8.9391,3.7085,15.3264,6.8434,8.1503,5.4935,18,4.0919,6.2963,5.7957
5.5,10.3243,8.0942,3.5447,15.036,7.4384,7.9353,6.9604,18.0332,4.1623,5.9773,5.4632
5.5,10.3248,8.3166,3.6995,15.9848,7.1505,8.2622,6.5476,18.007,4.2142,5.5383,5.0726
5.5,10.0746,8.8053,3.6668,16.2334,7.1987,8.4924,6.3006,17.8926,4.2053,5.2195,5.8573
5.5,9.7657,9.1284,3.898,15.5554,6.9521,8.1323,5.462,17.9667,4.2775,5.3374,5.6723
5.5,9.5723,8.3543,3.8123,15.3414,7.2942,8.5766,6.1024,17.58,3.9598,5.108,5.9389
6,10.3854,8.3178,3.4676,13.8306,6.934,8.5181,6.5746,17.4294,3.9941,5.1446,6.023
6,9.8471,8.5704,3.8831,13.5472,6.894,8.3371,6.4043,18.3434,4.1375,4.9924,5.8502
6,9.7374,8.279,3.8197,15.001,6.967,8.3249,6.0834,17.8686,3.8731,5.1474,6.4775
6,9.6332,8.7629,3.6587,15.9788,7.4304,8.2225,6.1225,17.6353,4.1448,5.6041,5.894
6,9.7686,8.4437,3.9169,15.8141,7.0539,8.5467,6.3114,18.0787,4.081,5.6498,6.2298
6,9.6431,8.3729,3.3868,15.44,7.2467,8.0427,6.1254,18.0968,3.8225,5.8772,6.3353
6,10.0526,8.4825,3.6899,15.3861,7.3014,8.3078,6.0957,17.3635,4.1332,5.5765,6.1988
6,9.9299,9.2204,3.4908,15.3057,6.718,8.4761,6.2046,18.2572,4.1292,5.0087,6.0312
6,10.3867,8.8453,4.0874,15.4887,7.1946,8.016,6.1702,18.0251,4.2793,5.3355,5.9202
6,9.9616,8.867,3.7326,16.2927,7.2634,8.2104,6.2587,18.2876,4.3462,5.3021,6.1089
6,10.5066,9.3664,3.5482,15.3782,7.0028,8.1908,5.9991,17.7652,4.0999,5.2634,5.9625
6,9.9642,8.042,3.6933,16.8359,6.7713,7.9115,6.3186,18.0808,4.2113,5.3975,6.6635
6,9.7865,7.8908,3.6243,15.6558,6.8387,7.9369,6.2097,18.2321,4.0111,5.4216,6.4112
6,9.5692,7.9138,3.7448,16.1267,7.1483,8.6702,6.0586,18.5881,4.1788,5.201,6.5301
6,9.8085,8.8782,4.1158,16.2085,6.95,8.0056,5.2398,18.1345,4.3049,5.177,6.2195
6,9.5176,8.0286,4.1294,16.2557,7.2454,7.4693,6.5883,17.8234,4.3877,5.0303,6.5355
6,9.8588,8.8896,3.8763,17.1945,6.9926,7.9163,6.535,18.1189,4.0306,4.7955,6.4354
6,9.5938,8.3065,3.8562,17.1144,7.2492,7.7017,6.1818,17.8614,4.2007,5.0892,6.4483
6,9.9244,8.5335,4.1689,17.6862,7.1481,8.2247,6.0887,18.097,4.3189,5.1643,6.1078
6,9.362,8.7598,3.7394,17.6575,7.104,7.9704,6.071,18.0947,4.2901,5.116,6.0698
6,10.1637,8.5699,4.0224,18.161,7.044,7.2534,6.2429,17.7737,4.0875,5.1066,6.329
6,9.4367,7.8606,3.7171,18.3329,7.0546,7.3031,6.061,18.2035,4.3171,5.0797,6.7393
6,9.5824,7.252,3.9826,18.2139,7.2006,7.5505,6.1948,17.8776,4.1504,5.1029,6.9931
6,9.582,8.7739,3.9413,16.8984,7.1962,7.5915,5.8685,17.8624,3.9633,5.2986,6.529
6.5,9.728,8.3655,3.6805,15.9206,7.0853,7.7744,6.2885,18.1337,3.9151,4.9665,6.5396
6.5,9.1076,8.0081,4.0677,16.1327,7.0662,7.7581,6.4811,17.6796,4.171,5.0933,5.8354
6.5,9.237,8.1792,3.6599,15.6992,7.5005,8.1877,6.6588,17.9649,3.994,5.2498,6.6344
6.5,9.5008,7.6359,3.2341,15.4473,7.7496,7.774,5.9882,17.4329,3.9639,5.6508,6.2576
6.5,9.2252,8.6386,3.4818,15.2537,7.0704,7.8338,6.8592,17.4857,3.9456,5.2319,5.8585
6.5,9.6819,8.8517,3.477,15.2782,7.3852,8.1515,6.3986,17.4615,3.9213,5.2303,6.5469
6.5,9.252,8.99,3.9105,15.2987,7.9748,7.8753,6.6448,17.7769,3.7979,4.9807,7.1418
6.5,9.4178,8.7495,3.235,16.4781,7.6,7.6485,6.313,17.6295,4.0532,4.7915,7.0502
6.5,9.1895,8.2691,3.172,16.5279,6.7971,7.4667,6.0865,17.5894,3.8838,5.1229,7.0215
7,9.5421,8.4919,4.001,16.9774,6.6553,7.6109,6.8086,17.1409,4.1437,5.4209,6.3792
7,9.2778,8.2599,3.9281,16.3263,6.9792,7.6554,6.3819,17.2192,3.984,5.0862,6.6589
7,9.9576,8.3741,3.8311,17.1557,6.6761,7.5555,6.2275,17.8067,4.1959,5.3211,6.5702
7,10.0505,8.847,3.5537,16.7107,6.5279,7.5239,6.2054,17.4159,4.3214,5.456,6.29
7,9.8319,8.1596,3.5418,16.2095,6.5411,7.7287,6.2503,17.5546,4.3303,5.5933,6.6811
7,9.6755,8.4147,3.9647,15.6639,6.705,7.6731,6.3264,17.5764,4.5065,5.048,6.4816
7,9.952,8.0856,4.2943,15.1138,6.5256,7.4393,5.8058,17.4605,4.2675,5.062,6.9529
7,9.9494,8.7081,3.3548,16.3284,6.9093,7.9134,6.7004,17.106,3.7797,5.049,6.7136
7,9.566,9.0001,3.8108,15.6633,6.6733,7.4705,6.3809,17.4575,4.2196,5.1351,6.662
7,9.3557,8.3809,3.4829,15.6107,6.5453,7.7487,6.1476,16.7728,4.2189,4.8834,6.9424
7,9.6581,8.7262,4.3022,16.0779,6.4118,7.6659,7.0642,17.0946,4.1887,4.7826,6.7326
7,8.9706,7.2298,4.1534,16.2649,6.4987,7.4177,6.7486,17.8077,4.458,4.6148,6.6074
7,8.9649,7.9972,4.0189,16.2808,6.5463,6.9818,6.6028,16.9375,4.1014,4.7102,6.3153
7,9.4918,7.4399,3.8115,16.6581,6.9059,7.3713,6.2074,17.1364,4.0265,4.9508,6.6452
7,9.4811,7.5554,3.8889,16.5662,6.4554,7.5388,6.8395,17.4229,4.3891,4.9821,7.1241
7,9.6866,7.1038,3.9128,16.8821,6.6016,7.6698,6.6148,17.4727,4.2599,4.7943,6.8127
7,9.6987,7.9142,4.0737,17.1704,6.4632,7.3238,6.3968,17.1529,4.3152,4.9894,6.5355
7,9.7522,8.3737,3.8091,17.2368,6.4989,7.4921,6.8393,17.0202,4.4155,4.7743,6.4942
7,9.5548,8.2169,3.7565,18.3122,6.5369,7.52,6.5824,16.65,4.4601,5.2294,6.7168
7,9.2825,8.3112,4.1616,19.7404,6.5741,8.0124,6.591,17.0095,4.1358,5.2402,6.1375
7,9.398,8.0236,3.8511,18.5449,6.6682,7.8001,6.8733,17.7218,4.3184,5.6609,6.4163
7,9.1261,8.078,3.9463,18.6023,6.3796,7.773,6.3093,17.4084,4.3178,5.3889,6.2432
7,9.0595,8.0987,3.6027,18.4994,6.4084,8.4139,7.2799,17.5255,4.092,5.4854,6.5597
7,9.6957,7.7989,3.8941,18.8162,6.4493,7.8364,8.1019,17.3919,4.2707,5.2091,6.8347
7.5,9.4523,7.7472,3.9128,17.4913,6.8783,7.5305,8.7324,17.5863,4.3084,5.3527,6.65
7.5,9.0376,8.6692,3.9908,16.6918,8.067,7.8147,9.2413,18.3275,4.468,5.5023,6.3576
7.5,9.2308,8.5526,3.5648,16.6886,7.6308,8.1667,8.9324,17.3968,4.205,5.0086,6.8774
7.5,8.9718,8.0549,3.6694,16.1896,6.8487,7.5393,9.2061,17.5687,4.1993,5.1208,7.2329
7.5,9.339,8.8691,4.6208,15.3496,6.6847,7.4776,9.1827,17.1757,4.5738,5.3002,6.6984
7.5,9.8685,7.9752,3.2055,14.888,6.4655,7.9009,8.6579,17.1939,4.7282,5.3939,6.3619
7.5,9.7982,7.7798,3.5769,14.1587,6.9876,8.1146,8.4927,17.3925,4.7024,4.8902,6.5253
7.5,9.6855,7.9787,3.4642,14.0914,6.2235,8.3664,8.5983,16.9645,4.5491,4.8319,6.7845
7.5,9.6633,8.8182,4.1028,14.2063,6.8488,8.1748,8.3734,17.0425,4.4729,4.857,5.6117
8,9.2739,8.2325,3.3257,15.1425,6.7081,7.6328,8.5953,17.9241,4.6225,4.9441,6.2574
8,9.5512,8.4282,3.9315,15.2621,6.6802,8.3069,7.794,17.6879,4.27,5.0951,6.3734
8,9.7945,8.5544,3.4508,16.2528,6.8091,8.0798,8.3597,17.3659,4.0286,5.2412,5.8404
8,9.5294,7.9095,3.8211,15.5336,6.6506,8.1119,8.1848,17.4939,4.3708,4.727,6.274
8,8.9898,7.7099,4.2661,15.2819,6.7916,8.4725,7.3675,17.7292,4.2075,5.0186,5.9514
8,9.6592,8.4247,3.7838,15.9508,6.9275,8.2192,7.9092,17.7633,4.2773,5.3334,6.0126
8,9.3357,8.3361,3.5605,16.1635,6.3669,8.1799,7.6771,17.3836,4.243,5.3582,6.2485
8,9.5567,8.1233,4.0324,16.1672,6.7561,7.8957,7.9616,17.2889,4.4216,5.8838,6.0614
8,9.7261,8.2395,4.0953,16.2302,7.0063,7.5516,7.3534,17.4193,4.2164,5.898,5.9568
8,9.9881,8.577,3.8793,16.1891,6.5301,8.0146,7.4469,17.5473,4.7412,5.827,5.9293
8,10.2556,8.4756,3.5566,16.1196,6.3965,8.3786,8.0619,17.1592,4.305,5.6794,5.5691
8,9.921,8.2982,3.3148,15.755,6.4111,7.9723,7.3268,17.4336,4.1483,6.1007,5.4267
8,9.9801,8.2447,3.6824,15.5241,6.4641,8.0178,7.2836,17.7558,3.9809,5.7104,5.0393
8,9.8813,8.0875,3.7105,16.6696,6.6167,7.9246,7.1815,17.1588,4.1133,5.9649,5.6399
8,10.1611,9.0058,3.8393,16.6294,6.3622,8.2845,7.2646,17.3527,4.2453,5.7008,5.7339
8,10.1083,9.4019,3.8664,16.452,6.7609,7.9332,7.8294,16.6732,4.2427,5.7885,5.5683
8,10.1939,9.3347,3.593,16.2814,7.3829,8.1842,6.4782,16.4852,4.3602,5.3603,5.644
8,10.1501,9.8606,4.1394,16.1039,7.1757,8.0654,6.5893,17.5501,4.1401,5.352,5.9881
8,10.5783,9.8582,3.4425,16.5265,6.8062,8.4239,7.1449,16.7149,4.1222,5.5449,5.7619
8,10.2267,9.8423,3.3542,16.1085,5.9373,7.9505,6.4871,16.7253,3.8645,5.1877,5.6956
8,9.624,9.941,3.7647,16.2437,6.2088,8.2935,7.7009,16.7057,4.2038,5.5399,5.8878
8,10.1682,10.0396,3.8682,16.5525,6.6838,8.344,7.1121,17.6746,4.4276,5.5506,5.5919
8,9.7168,10.0765,3.3951,15.8089,6.6435,8.3682,7.1733,17.0972,4.7434,5.4463,5.3017
8,9.7767,10.2933,3.4146,15.1911,6.269,8.341,6.3641,16.2036,4.4426,5.4036,5.5353
8.5,10.061,9.64,3.4787,15.6264,6.3735,8.0067,7.3449,16.8805,4.5362,5.4433,5.1727
8.5,9.5169,10.842,3.3685,16.6832,6.6638,7.8332,7.6363,17.1647,4.394,5.5923,4.6779
8.5,10.1433,9.8484,3.5246,17.5905,6.5063,8.2734,6.9441,16.4936,4.1114,5.2982,5.7059
8.5,10.6856,10.0128,3.5581,17.4883,6.2389,8.1023,6.8692,16.738,4.2893,5.3125,5.6027
8.5,10.7597,9.6016,3.9014,17.5277,6.3971,7.8253,7.088,16.7584,4.269,5.0721,5.6836
8.5,10.1339,10.3648,3.1792,17.1358,6.3592,7.3522,6.383,16.752,4.1796,5.1755,5.4754
8.5,10.2103,9.7604,3.3479,15.2184,6.756,7.958,7.0966,17.0922,4.2479,5.142,5.5892
8.5,9.8601,9.7631,3.6089,15.2026,6.5418,8.0918,7.307,17.2532,3.9814,5.3118,5.9455
8.5,10.2138,9.485,3.518,15.1697,6.8049,7.6632,6.7671,16.8364,4.0892,5.5231,5.8653
9,10.2162,9.5693,3.0445,14.6193,7.0201,7.8537,7.1991,17.0084,3.9874,5.1473,5.5046
9,9.7761,8.9964,3.2421,14.7312,6.5827,7.8992,7.1268,16.1239,3.8875,5.3832,5.6764
9,10.386,8.5391,3.2892,13.8864,6.7099,8.1078,7.0464,16.5642,4.128,5.4195,6.1052
9,10.3825,8.0472,3.4516,14.8153,6.4105,7.7412,7.8199,16.5446,3.953,4.9169,5.681
9,9.8124,8.7377,3.5917,16.4006,6.4127,7.6977,7.0523,17.0492,3.8768,4.9458,5.3882
9,9.9522,7.7049,3.4756,16.805,6.6264,8.0456,7.2573,16.3969,4.2557,5.2969,4.9793
9,9.8823,8.1031,2.9717,17.0281,6.5901,7.7826,6.539,15.2487,4.3878,4.9561,5.038
9,9.8507,7.762,3.5972,16.9632,6.2061,7.8835,6.8381,16.5633,4.1568,4.8752,5.1931
9,9.8669,8.0354,3.6993,17.3447,6.3546,7.7726,7.3645,15.2577,4.4943,4.9283,5.6785
9,10.1646,8.6609,3.4993,15.9967,6.8815,7.5812,7.078,16.1924,4.3615,4.9644,5.9258
9,10.06,7.8423,3.123,15.4917,6.8429,7.7335,6.728,16.4051,4.5444,4.8902,6.2919
9,10.0444,8.6191,2.9649,15.0484,6.0562,7.7394,6.4988,17.8379,4.3714,4.8475,6.2718
9,10.4049,8.6727,3.9868,15.9259,6.1893,8.1771,6.5011,17.0573,4.6019,4.872,6.0307
9,9.8012,8.2287,3.0784,16.0004,6.0689,8.1175,7.3365,16.6351,4.4008,4.7142,5.6884
9,10.4934,8.3626,3.2769,15.4884,6.0936,8.0176,6.8568,15.5864,4.4993,4.728,5.6067
9,9.9576,8.3274,3.8793,16.5772,6.1039,8.0407,6.3073,16.4896,4.5894,4.8532,5.7534
9,10.2611,7.8716,3.583,16.1508,6.0873,7.9118,6.9596,16.3622,4.8296,4.837,6.0735
9,10.0992,6.3399,3.826,17.1216,6.5342,8.2242,6.4048,15.6071,4.8755,5.0349,5.2271
9,9.7324,6.3015,4.0896,16.3097,5.7739,7.9551,7.0857,16.1513,4.8046,5.5672,5.4098
9,9.8272,7.3289,3.8459,15.7179,6.5841,8.0607,5.9535,15.2892,4.8979,5.7971,5.7205
9,9.7704,7.4024,3.5518,15.8445,6.4098,8.3867,6.8911,15.9046,5.099,5.589,6.5236
9,9.9768,7.3739,3.6927,16.052,7.7145,7.9644,6.9095,15.103,4.9245,5.215,6.2007
9,9.9207,7.6563,4.134,15.0406,7.0874,8.1486,6.5341,16.0971,4.708,4.9232,5.927
9,10.0366,7.4619,3.4643,15.127,7.6329,8.2002,6.9653,14.7031,4.8463,4.8051,5.8839
9.5,9.9862,7.785,3.4774,15.6869,7.7402,8.0798,6.6649,14.8799,4.9072,4.6624,5.9652
9.5,10.1064,7.7862,3.8194,17.602,7.3758,8.1186,6.6752,14.9325,4.5945,4.8118,5.5538
9.5,9.814,7.4843,3.6438,16.071,7.2477,8.1723,7.6435,14.968,4.7307,4.9526,5.7385
9.5,10.0772,7.9346,3.7566,15.5711,7.0913,8.4791,6.8889,14.9064,4.6816,5.0212,5.6172
9.5,9.2181,8.4751,3.7454,16.8061,7.3525,8.4184,7.4235,15.4401,4.6444,4.9382,5.2198
9.5,9.5926,9.0735,3.3718,18.3864,6.9535,8.2252,7.2695,14.9066,4.4065,5.0507,5.4417
9.5,10.0458,8.1206,3.6495,18.7294,7.0992,8.168,7.0116,14.2434,4.6583,4.7093,5.598
9.5,9.7021,8.2743,3.689,17.5766,6.8883,8.3647,7.8361,13.7922,4.2803,4.8208,5.7676
9.5,9.8362,8.268,3.7726,17.7832,7.1119,8.4329,7.3412,14.7811,4.3341,5.2494,5.4196
10,9.3544,8.892,3.8817,17.2477,7.0721,7.9847,7.6294,14.214,4.5235,4.9139,6.1066
10,10.1098,8.3741,4.0523,17.833,6.7439,8.1508,6.9968,13.8474,4.3626,4.9014,5.8817
10,9.6935,8.4765,3.5046,17.9128,5.9676,7.8612,6.8709,14.3479,4.5711,5.1262,5.5828
