odour stim,08/06/2021 Male 1,08/06/2021 Male 10,09/06/2021 Male 1,09/06/2021 Male 3,09/06/2021 Female 4,09/06/2021 Male 5,09/06/2021 Male 9,09/06/2021 Female 11,09/06/2021 Male 12,10/06/2021 Male 5,14/06/2021 Female 2,15/06/2021 Female 1,21/06/2021 Female 1,29/09/2021-male1,29/09/2021-male7,30/09/2021-female10,01/10/2021-male8,08/10/2021-female6,13/10/2021-female4
,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT
7,5.6866,5.8134,13.7948,28.378,18.1179,1.9116,10.6538,19.899,3.5294,7.1905,8.1218,3.5294,6.2798,2.5934,5.0305,4.0639,18.5465,27.2092,12.3736
7,6.0011,6.2034,13.1076,26.4168,16.7601,1.8905,11.4668,19.9505,3.6693,7.4269,7.9668,3.6693,5.9825,2.975,6.1028,4.8706,14.5545,27.2023,19.6136
7,5.5809,7.1622,12.3085,23.379,16.9529,1.9524,11.1678,21.428,3.6466,7.6083,7.6153,3.6466,5.5906,2.2096,4.4308,4.2775,13.5,28.6435,18.4752
7,5.2727,6.7546,12.8299,22.864,16.7316,1.7057,11.5949,21.7968,3.5901,6.7995,7.862,3.5901,5.7187,2.9758,4.6042,4.4218,13.9924,31.4,19.2928
7,5.2954,6.5849,11.7248,23.2017,16.5036,1.8091,10.6575,20.5096,3.3572,7.3954,8.6945,3.3572,5.3322,2.5457,5.3666,3.9243,11.2798,30.2183,20.3168
7,4.6796,6.081,11.9227,25.0781,15.9781,1.6085,11.9456,19.8898,3.4606,6.861,8.7303,3.4606,5.8855,3.0959,4.8013,3.9707,13.966,34.5221,15.7576
7,4.8045,6.0958,12.3511,23.3002,16.435,1.881,12.2791,20.792,3.3456,6.5476,8.2691,3.3456,5.7128,2.4901,6.691,4.9403,11.0224,33.8321,21.2928
7,4.6992,5.4669,11.7121,22.4654,16.5619,1.6438,12.277,25.473,3.3831,7.3499,7.9681,3.3831,5.7392,2.771,4.8283,4.0525,11.7621,31.7885,18.3992
7,4.1264,5.1908,12.2251,22.7692,17.3203,1.8206,11.4923,26.1623,3.4819,6.7129,7.7543,3.4819,5.1544,2.7417,6.4354,4.027,10.8313,32.271,26.8056
7.5,4.7417,5.2371,13.8531,22.0532,19.1256,1.6474,11.1499,24.6954,3.7295,7.0591,8.0349,3.7295,5.2646,2.928,4.277,4.5103,10.9545,34.8969,25.0536
7.5,4.5137,5.8501,14.9215,21.8894,18.3535,1.5672,11.2791,23.9766,3.2569,7.389,8.025,3.2569,5.0947,3.242,4.0145,3.5152,21.1888,35.4489,22.0736
7.5,4.2548,5.8015,17.0803,21.9113,18.2146,1.5529,11.0413,24.065,3.1627,7.004,7.8189,3.1627,6.3407,3.2598,5.2781,4.0296,20.7259,32.1282,23.9936
7.5,4.3526,5.2608,16.3419,21.4481,17.633,1.4553,11.3086,23.9593,3.2912,7.5994,7.3939,3.2912,5.8626,3.1458,4.3903,3.4433,26.4163,32.9473,15.912
7.5,4.188,5.121,16.0585,20.8856,16.9763,1.4973,11.9871,22.3543,3.3932,7.2765,7.122,3.3932,5.9554,2.8323,6.6315,2.9926,17.9118,31.0725,23.1096
7.5,4.1665,5.2714,15.4368,20.6035,16.0661,1.632,12.7673,22.9249,3.7413,7.2526,7.0605,3.7413,5.5495,2.8532,4.4036,4.1764,19.0621,32.426,25.3352
7.5,4.1292,4.8069,14.288,20.4821,16.8973,1.6912,12.6411,22.3611,3.9058,7.388,7.4398,3.9058,5.5929,2.8666,4.431,3.2795,22.9138,32.1595,33.2688
7.5,4.4399,5.1088,13.5979,19.3617,17.8894,1.5746,11.955,21.3576,3.3308,6.8884,7.8126,3.3308,5.3485,2.9608,4.8949,3.7325,20.7018,30.7656,38.5416
7.5,4.2359,4.8966,13.3467,19.5655,17.6079,1.6741,11.8948,20.7604,3.5038,6.9711,7.3588,3.5038,4.9915,1.6257,4.5016,3.4053,25.6034,30.8588,33.3808
8,4.7493,4.6484,13.8634,23.1766,17.2344,1.3991,11.7562,19.2139,3.4165,6.6,7.8282,3.4165,5.0198,2.3663,6.8268,3.0372,19.3573,29.3366,35.5632
8,4.7847,4.1023,12.7339,30.6333,16.9332,1.4161,11.4514,19.5934,3.3558,6.0471,7.6076,3.3558,4.818,2.0441,5.1948,3.9896,18.8719,29.474,27.108
8,5.5244,3.7521,12.4397,30.0113,16.0327,1.6707,11.5531,19.244,3.229,6.8446,7.6295,3.229,4.8882,2.3037,6.8346,3.3339,14.8749,30.0092,32.6072
8,5.6695,4.1741,11.0856,27.3591,16.053,1.5517,11.5422,19.048,3.0255,7.2092,7.8349,3.0255,4.3904,1.9829,5.6135,3.828,13.5152,32.1191,30.068
8,5.7278,3.8585,10.2072,24.0524,15.6772,1.3302,11.9013,17.2315,2.9235,6.7117,7.7446,2.9235,3.9189,2.4983,4.9112,3.5159,16.6657,34.3725,33.5888
8,5.6086,4.1763,9.7189,21.4289,15.1703,1.3538,12.0909,17.6357,2.8358,7.0266,7.3988,2.8358,4.3093,2.6192,5.343,3.4638,14.0063,33.7313,37.8736
8,5.3826,3.4284,9.4764,19.0866,14.8294,1.2509,11.1921,17.4394,2.8328,7.0797,7.0214,2.8328,4.111,3.5031,5.4247,4.7693,15.728,31.2298,30.6568
8,5.5231,3.4234,9.5763,17.7667,15.5097,1.3894,10.8037,17.9867,2.6472,7.2195,7.3823,2.6472,3.8382,3.3314,6.7377,3.3822,12.5686,29.9366,34.6128
8,6.3216,3.1118,9.5077,16.4458,14.4383,1.3086,9.9066,23.1764,2.7333,6.9833,7.8125,2.7333,3.948,3.9609,5.4756,3.5206,12.2883,25.5206,25.9648
8,5.9183,2.2604,10.0321,15.1174,14.1128,1.2693,9.9633,26.9514,2.5668,7.1381,7.4777,2.5668,3.8599,3.2374,6.7892,3.3384,13.5892,27.8924,31.1352
8,6.8558,2.8147,9.7704,14.8137,13.883,1.3295,9.9122,26.7322,2.8168,7.0361,7.7124,2.8168,3.8168,3.6636,5.3114,3.2937,13.2808,28.0137,27.9736
8,6.8666,2.6788,10.3201,13.6977,13.3913,1.2131,10.1617,28.8949,3.049,6.9574,7.363,3.049,3.688,4.0026,5.8555,5.2751,15.0906,30.613,25.3088
8,6.666,2.4279,9.8409,13.2934,13.4847,1.4298,11.9348,29.9804,3.0269,6.671,7.1864,3.0269,3.8906,4.6489,5.7077,4.2167,11.72,42.074,25.1912
8,6.75,2.5774,9.6561,12.9483,13.7749,1.5366,13.0251,28.6582,2.8923,6.7553,6.9652,2.8923,4.109,4.3277,5.466,4.2583,12.7569,40.9893,20.3624
8,6.538,2.4636,10.0001,13.0978,13.2888,1.3569,12.903,26.5669,2.9424,7.2563,6.6035,2.9424,4.7144,4.7814,5.2216,4.1956,12.195,40.1885,21.7208
8,6.3878,2.4798,12.3573,12.6518,13.464,1.4422,12.1881,25.1045,2.929,6.6657,7.2942,2.929,4.345,4.3941,4.4128,3.6933,12.7702,37.7855,17.1016
8,5.8535,2.2535,13.1425,12.2621,12.999,1.6704,12.2606,25.3433,2.8394,6.7316,7.6369,2.8394,5.047,3.8871,6.1088,5.4172,14.3327,39.9168,20.204
8,5.7525,2.364,12.9843,12.0283,13.2523,1.6777,12.7351,23.2275,2.8399,6.3715,7.4482,2.8399,4.2643,3.9502,4.1404,4.5092,12.3804,37.3153,17.0304
8,5.7715,2.1292,13.4771,11.5398,13.5739,1.337,12.2569,23.7604,2.8481,6.128,7.532,2.8481,4.5716,4.2589,6.4253,3.9316,13.2619,35.1779,20.2288
8,7.2673,2.5304,14.3717,11.9797,13.1784,1.5286,11.3905,24.431,3.0216,6.5584,7.2365,3.0216,4.4125,4.3324,4.4844,3.828,12.7819,32.8198,22.5032
8,11.2907,2.262,14.9647,11.2507,12.6843,1.38,11.4275,27.6305,2.9944,6.8546,7.9512,2.9944,4.1455,3.8619,5.5325,3.5578,11.4811,29.984,21.3464
8,13.1113,2.3023,16.4728,11.1358,12.7903,1.2387,10.7594,25.2985,2.8725,6.4873,7.6794,2.8725,3.9418,4.3774,5.4514,5.3999,13.8663,27.6542,21.3072
8,13.4439,2.0788,17.3734,10.9503,12.9928,1.3167,10.7164,23.4686,2.9973,6.7484,7.3669,2.9973,3.7004,3.9696,5.0307,4.0069,11.4156,28.0153,16.6824
8,14.7719,2.1393,15.8917,10.7346,13.0766,1.1558,9.8917,21.8513,2.7332,6.9569,8.1858,2.7332,3.9507,4.2192,6.9836,3.8894,10.9939,26.587,20.2344
8.5,14.2967,2.1789,14.5932,11.0616,12.7719,1.1713,9.401,20.0262,2.8252,6.7049,7.8397,2.8252,3.9395,3.5169,7.768,5.1105,13.0985,26.2489,18.5848
8.5,16.0537,2.2636,15.0317,10.3643,13.6351,0.913,9.2006,21.7756,2.9809,6.8697,8.0455,2.9809,3.8626,3.9191,9.6386,4.8576,10.2305,27.0221,22.4744
8.5,15.9496,2.3855,14.3347,10.4554,13.0203,1.1151,8.5391,21.9972,2.9028,6.5746,7.9431,2.9028,3.8192,3.4948,8.5446,5.9866,11.1295,27.4244,25.1528
8.5,15.1881,2.1885,13.5457,10.2574,13.0439,1.1579,8.8518,22.1343,2.4455,6.6741,7.8731,2.4455,3.8095,4.4421,9.6524,4.3292,10.1677,27.1427,24.3112
8.5,13.6904,2.167,14.0796,11.148,12.9888,1.2126,8.227,22.0971,2.5427,6.747,7.9069,2.5427,4.2119,3.3412,10.5088,3.855,10.1094,28.6305,29.7344
8.5,13.8258,1.8814,14.108,10.0547,13.3397,1.091,8.1276,21.757,2.718,6.391,8.3166,2.718,3.4497,3.8585,10.2298,5.4384,12.5809,27.4252,22.9496
8.5,15.3617,1.9342,13.8673,10.6472,12.8194,1.1747,7.7629,20.8172,2.5285,6.9201,8.2356,2.5285,3.7194,3.4954,8.9509,4.4136,9.7245,26.384,27.368
8.5,14.9247,1.8647,15.5058,10.7916,13.0375,1.1879,7.8749,21.4214,2.6801,7.275,8.8564,2.6801,3.2421,4.9401,9.2086,6.058,10.4178,26.1557,17.0664
8.5,13.8902,1.9332,15.2089,10.2887,13.6611,1.2914,7.5799,20.0539,2.5725,6.8226,8.3883,2.5725,3.7163,3.7927,8.6938,4.2815,9.9516,25.0313,20.3816
9,12.6938,2.1817,15.6061,9.9657,12.8933,1.2963,7.5912,22.8286,2.3866,6.6217,9.3828,2.3866,3.2988,4.0513,10.3867,3.6841,9.8704,24.129,19.376
9,12.408,1.9067,16.614,10.2795,13.593,1.2425,8.4085,22.9132,2.5501,6.5277,9.3012,2.5501,3.3322,3.0227,10.5155,4.635,11.9823,25.0527,16.94
9,10.5994,1.8645,17.664,10.1304,13.1896,1.3795,7.7126,23.5831,2.5796,6.3793,10.3581,2.5796,3.428,3.6943,10.0455,3.843,9.1869,34.9664,18.0552
9,10.5276,1.9763,19.9381,10.498,12.6835,1.0893,8.2436,24.7487,2.6002,6.316,10.0985,2.6002,3.4773,3.1141,10.1861,4.6299,11.1696,45.0298,14.1952
9,10.7832,1.7177,19.8217,9.9537,13.1893,1.0758,7.5228,23.6888,2.4115,6.0777,9.8748,2.4115,3.7408,3.4588,9.8701,3.3825,11.7715,45.1198,16.9688
9,11.0736,1.848,19.0356,10.2686,12.519,1.0716,7.6115,22.3183,2.4936,6.2376,9.4505,2.4936,3.5239,3.3249,10.3039,3.191,11.6742,43.3947,10.8152
9,10.364,1.7116,17.9088,9.7176,13.2899,1.065,7.7679,20.5141,2.4134,6.1684,9.6307,2.4134,3.6368,3.7005,10.7195,4.0447,14.931,41.2672,12.2064
9,10.2976,2.1048,16.0873,9.9184,12.8072,1.2501,7.5019,19.8283,2.4719,6.1475,9.5286,2.4719,3.7435,3.1785,8.6357,3.2891,10.6608,41.5275,14.4488
9,9.6198,1.7141,14.8062,9.77,13.3208,1.1397,8.0185,20.7429,2.605,6.2332,10.253,2.605,3.858,3.8372,12.3032,4.4292,12.1897,40.9527,11.3848
9,9.0406,1.7836,13.6895,9.9695,13.6854,1.0964,7.3355,20.8276,2.2948,6.142,10.4249,2.2948,3.8677,3.2012,11.8223,3.7901,10.1383,43.9809,12.7584
9,9.6308,1.9363,13.0434,10.4222,13.453,0.9085,7.5897,19.5639,2.3837,6.9543,10.163,2.3837,4.9856,3.6176,12.7048,3.6687,10.0792,44.9374,8.2088
9,9.8476,1.9202,13.0168,10.4334,13.8423,1.3654,7.1911,18.3434,2.3631,6.6798,9.0832,2.3631,5.1036,3.1844,11.9183,4.3491,11.7386,49.7473,12.3448
9,9.5253,2.2151,12.9951,12.8542,13.2224,1.2339,7.2611,17.047,2.5577,6.8679,8.942,2.5577,5.2398,3.1785,11.5984,3.5267,9.5333,56.2969,12.7752
9,9.9206,2.0705,12.323,14.3767,13.4533,0.9756,7.0671,16.0979,2.5279,6.8913,9.2775,2.5279,5.2561,3.4197,12.5153,4.2332,10.4026,66.1557,12.7192
9,8.7992,1.9169,11.8057,16.0587,13.4355,1.145,7.2545,15.918,2.579,6.7837,8.1529,2.579,5.5471,2.8928,11.5265,3.6837,11.7282,67.8496,12.608
9,9.0882,2.0606,11.3369,15.2723,13.4269,1.3775,7.6481,16.4335,2.5097,6.9806,8.5224,2.5097,4.8847,3.3897,12.285,3.4657,15.0514,65.1863,10.3864
9,11.1668,2.0775,11.0774,14.6618,13.6575,0.9829,7.5522,18.07,2.5966,6.8636,8.1501,2.5966,5.1246,3.5776,11.6755,4.7916,22.1589,60.0618,12.58
9,10.9523,1.7891,11.0926,14.6992,18.8901,1.3423,7.7555,17.5517,2.4487,6.6306,8.4459,2.4487,4.603,3.5738,11.0546,3.5567,19.8806,54.8107,8.7608
9,10.0962,1.9244,11.0354,15.347,19.4149,1.1389,7.9828,16.6476,2.3907,6.7292,7.2178,2.3907,6.6663,3.1461,10.0278,4.1823,22.2557,52.987,10.3632
9,10.6895,2.3901,10.7893,14.4494,21.3749,0.9224,8.3691,16.5266,2.4177,7.3352,7.9262,2.4177,6.0388,3.1956,10.4315,3.8575,23.2463,51.1412,10.48
9,10.6263,2.8196,9.8446,15.6613,20.8878,1.2963,9.4593,16.1124,2.5066,6.9104,8.0027,2.5066,5.7551,3.1595,9.1737,3.6131,24.2966,44.7382,10.1048
9,11.6042,2.7038,10.0489,18.0812,20.5432,1.0976,9.3029,16.342,2.279,6.3583,8.0582,2.279,6.265,3.2947,8.7616,4.2842,27.468,41.9748,9.3808
9,11.1207,3.0256,9.1763,18.0691,18.5052,1.1005,8.4806,16.1887,2.3225,7.065,8.5787,2.3225,6.4253,3.0748,9.9226,3.6812,28.9026,36.6405,8.3176
9,10.0893,2.7851,9.0414,17.4551,18.5965,0.983,8.3718,18.4964,2.4768,7.1268,8.1666,2.4768,5.5126,3.0828,10.551,4.3081,27.0691,36.9664,9.5592
9.5,9.5385,3.3205,9.5017,19.7146,17.9776,1.1887,8.3493,18.1474,2.5756,6.6347,7.8967,2.5756,6.7094,3.1466,10.6204,3.2688,30.3688,40.3298,7.5504
9.5,9.0139,3.1924,10.2974,24.5053,17.3401,1.1741,7.7845,17.3044,2.8638,7.1176,7.8914,2.8638,6.8545,3.3911,11.8192,3.0274,33.6507,45.1084,12.5536
9.5,8.7222,3.3514,9.8868,28.914,16.0999,1.0909,8.8496,27.5555,2.4023,7.0944,8.1658,2.4023,6.6822,2.8933,12.1017,3.9138,29.2159,45.4053,12.3152
9.5,10.3071,3.1438,9.8724,36.0982,15.4564,1.1106,9.1675,37.469,2.7771,6.8435,7.8826,2.7771,7.0613,3.4415,13.7427,3.2432,27.1907,44.0573,14.9512
9.5,9.9676,2.8588,10.1897,37.4051,16.2064,1.0472,8.7487,34.009,2.6878,7.4135,8.033,2.6878,6.8036,2.6883,14.1795,3.5265,27.4392,48.4214,15.5984
9.5,9.3663,2.9296,11.2933,33.6348,16.0007,1.1267,8.6355,29.9908,2.6131,7.7323,7.6296,2.6131,7.1156,3.26,14.6037,3.3366,34.447,51.9756,14.7232
9.5,9.1026,2.7871,10.5425,30.5749,14.886,1.2407,8.5229,28.7921,2.7975,7.5472,7.555,2.7975,6.4913,3.394,14.2645,2.8171,30.7529,52.2863,18.5616
9.5,8.3561,2.5621,9.8684,27.3376,14.6496,1.3872,9.3808,28.6542,2.5454,7.5981,7.0828,2.5454,6.2425,3.3182,11.5549,3.9214,31.9526,68.0962,16.6672
9.5,7.7327,2.8645,8.9272,26.1243,15.4233,1.1183,8.4938,24.9785,2.6014,7.2163,6.8375,2.6014,5.8258,2.8064,11.5717,2.5971,34.1113,65.5763,19.6096
10,7.5641,3.1159,8.1676,25.2454,17.0255,1.1199,7.9591,23.0442,2.7014,8.0893,7.4125,2.7014,6.0058,3.9164,8.8983,2.7903,37.0235,60.1481,19.0536
10,6.6607,3.2116,7.7955,22.4254,16.7986,1.0498,8.5769,20.6337,2.7307,7.2414,7.5271,2.7307,5.4393,3.2839,9.8781,2.9764,39.7299,54.6275,17.8
10,6.7512,3.3067,7.3828,20.4418,15.9417,0.9242,9.4159,18.9718,2.7122,7.1549,7.7059,2.7122,5.9682,3.9378,8.1345,3.0616,38.045,52.8931,18.3848
10,7.4044,3.199,7.0611,18.5305,17.3207,1.0286,11.8199,17.7616,2.987,7.0988,7.8331,2.987,5.8141,2.9286,9.5549,4.3648,36.6648,54.2412,15.6008
10,8.0733,3.2269,6.6433,17.5242,16.4935,0.9489,12.248,16.7045,2.9122,7.3203,7.8425,2.9122,6.7466,3.5044,7.0839,2.7518,36.8149,45.326,18.2824
10,7.4414,3.2178,6.6865,16.6587,16.7873,1.054,14.9059,17.4883,2.6793,7.3224,7.8737,2.6793,7.1149,3.0775,9.4903,2.8549,33.4657,50.3985,17.408
10,7.0754,2.9513,6.083,16.189,16.7008,1.0318,16.735,17.8367,2.8431,7.1887,7.5054,2.8431,6.7901,3.7543,6.5453,4.2261,28.3186,49.545,21.0424
10,7.0637,3.0496,5.6973,16.4847,15.6012,1.0592,14.7081,18.9353,2.8317,7.4766,8.0181,2.8317,6.6802,2.8802,7.8719,3.4366,30.5491,47.1458,22.8288
10,7.592,3.1645,5.2064,18.8197,14.9684,0.8894,14.0807,18.4818,2.8238,7.003,8.0361,2.8238,6.5378,3.5214,6.1861,4.6525,24.9408,48.7718,23.0488
10,7.4885,2.6844,5.4581,19.5718,14.7519,1.0018,16.2199,18.1304,3.1792,7.7552,7.2631,3.1792,6.3345,2.9746,6.0479,3.0071,29.5575,50.4374,22.3584
10,7.2698,2.8557,5.1695,20.0321,14.3131,1.084,15.6168,17.4141,2.8459,7.2076,7.7425,2.8459,6.7815,3.5944,6.7498,3.308,26.3758,45.1641,18.4136
10,6.7259,2.7651,5.3653,22.1938,14.4874,1.3116,15.1444,15.621,2.805,7.32,7.2411,2.805,5.8211,3.2691,5.4469,3.8475,21.8801,40.0084,27.3032
10,6.8293,3.1998,4.9608,24.1731,13.8974,1.1457,14.0156,14.8535,2.9004,6.885,7.4067,2.9004,5.3322,3.3327,7.3894,5.2311,26.6237,36.6481,25.7368
10,6.5,3.0225,4.7102,26.4468,13.9758,1.0636,14.9708,13.7429,2.7832,7.6447,7.4509,2.7832,5.201,3.2956,5.3376,6.7211,26.6667,33.387,27.8776
10,6.4412,2.7389,5.0076,25.0381,13.7187,1.1261,16.1937,13.0954,3.0489,7.2511,7.7871,3.0489,4.7835,3.1851,7.8309,5.149,21.7729,30.2427,24.78
10,6.2912,2.8099,4.7725,23.5208,13.8956,1.0937,17.6053,12.7604,2.7776,7.0995,9.0639,2.7776,3.9647,2.5111,5.3706,5.4545,24.5369,28.858,19.8224
10,8.4364,2.8299,5.0366,23.9424,13.7508,1.1388,19.5799,12.3558,3.2217,7.346,9.8195,3.2217,4.4645,2.8179,5.0495,7.5318,18.0254,26.7214,21.6984
10,8.1363,2.6635,4.5254,23.5951,15.1195,1.1932,18.9764,12.3159,2.8568,7.1917,9.9816,2.8568,4.0023,2.6534,5.6072,5.5997,19.0481,24.4015,18.2776
10,7.514,2.755,4.547,22.2223,14.4023,1.1064,17.9446,11.9978,2.6494,7.4633,9.8356,2.6494,4.0252,2.754,4.8125,7.3104,21.6093,23.5,26.5632
10,7.0557,2.7237,4.2859,20.9314,13.8661,0.9512,17.7311,11.7323,2.7561,6.8495,10.136,2.7561,3.9724,2.8319,7.2041,5.7378,19.8983,22.9969,24.3048
10,6.3873,2.6454,4.4208,20.2409,13.0102,1.0383,16.7138,12.1945,2.5843,7.0939,9.1795,2.5843,3.7194,2.2279,4.7292,5.5474,22.3625,22.1481,23.2
10,6.1717,2.6633,4.1351,26.4986,13.3013,0.8559,16.9627,11.6953,2.3697,7.2199,9.3394,2.3697,3.6255,1.856,7.257,9.5669,26.1893,21.1336,21.872
10,6.1514,2.3318,4.4065,55.2041,12.7327,1.183,15.1026,11.8983,2.4559,7.6679,9.6318,2.4559,4.0574,1.8953,4.8797,7.3049,26.055,19.7511,17.1528
10,6.221,2.4093,4.0142,61.0309,12.8211,1.186,14.5761,11.7638,2.4451,7.0417,11.2096,2.4451,3.7167,1.8476,5.0666,8.0734,26.2342,19.8122,22.6872
10.5,5.0507,2.4762,6.6379,55.2633,12.634,1.1674,14.3771,11.5247,2.5619,7.6303,12.4008,2.5619,3.832,1.9505,5.739,8.195,22.611,20.9267,18.2624
10.5,5.503,2.5434,10.0569,48.3403,12.4184,1.0436,13.9531,12.2141,2.5032,9.5741,13.7964,2.5032,3.482,1.6757,5.1368,6.9894,21.7032,23.1977,21.272
10.5,5.0258,2.7247,10.5236,43.5622,12.0441,1.1579,13.3287,12.7157,2.4889,14.0151,13.6876,2.4889,3.5064,1.6575,7.2258,10.3852,20.9933,23.3336,20.4816
10.5,5.329,2.3189,9.7152,38.0236,12.2984,1.0178,12.6232,12.4713,2.5151,16.5335,13.2749,2.5151,3.5483,1.6336,5.6953,5.2591,19.5542,20.9824,20.3272
10.5,6.7075,2.7423,8.0868,35.4638,11.8427,1.3518,12.0403,11.5714,2.4798,16.7808,12.9117,2.4798,3.2278,1.7793,7.0036,4.5021,23.1552,20.8893,22.1808
10.5,6.6478,2.7569,7.1568,31.7467,11.6341,1.1654,12.596,11.6571,2.6694,17.1366,12.6383,2.6694,3.4773,2.5698,6.2571,5.9573,25.1372,20.6359,17.488
10.5,6.1261,3.1549,6.847,29.4948,11.4198,1.1355,12.6395,11.6105,2.3997,17.6019,11.6836,2.3997,3.5045,2.1121,5.737,5.3501,31.5099,19.9611,21.1168
10.5,5.9152,2.9808,6.4072,27.8478,11.6023,1.3972,12.8355,11.2243,2.5492,18.9021,11.0856,2.5492,3.3958,2.5488,6.3569,8.112,32.2213,17.8099,17.124
10.5,5.7399,2.9115,5.6635,26.1694,11.4312,1.1939,13.2536,11.5414,2.4115,18.2573,10.0922,2.4115,3.3671,2.2724,6.0775,4.7076,32.3358,17.4298,17.3928
11,5.7143,2.5863,6.0175,24.3316,11.7304,1.3074,12.4018,10.9991,2.2267,17.9219,9.899,2.2267,3.1083,2.9737,7.2197,5.9164,38.7005,17.1718,15.476
11,5.53,2.3794,6.0929,23.2413,11.3224,1.1733,13.4937,11.6095,2.3147,20.2158,8.5836,2.3147,3.2709,2.1084,6.5262,6.9324,26.2105,16.4115,13.3608
11,6.6891,2.4551,6.4144,21.5529,11.4753,1.1665,12.6999,11.4595,3.0349,23.0404,8.6877,3.0349,3.2088,2.7078,6.9054,4.6364,24.2662,16.8107,12.8984
11,6.9103,2.208,5.4957,20.1102,11.3609,1.3283,11.7276,11.3382,2.9825,26.4447,9.7613,2.9825,3.4629,2.4471,6.2786,7.146,23.1061,15.8328,8.44
11,7.1053,2.1755,5.8594,18.4004,11.2108,1.1659,12.0393,10.4493,3.0744,26.4038,10.6516,3.0744,3.0089,2.7896,6.3632,7.8752,19.0349,15.5191,11.0768
11,6.1655,2.4411,5.2985,17.209,11.1079,1.4935,12.2355,10.8631,2.8045,23.4229,10.109,2.8045,3.1455,2.664,6.1991,7.5653,22.3068,15.713,11.268
11,5.7642,2.2439,5.6565,16.1976,11.088,1.0669,12.3824,10.6111,2.7028,24.3631,9.5464,2.7028,3.2751,2.7618,5.9525,10.3928,15.6081,15.1649,11.3848
11,5.715,2.2622,7.6266,14.8566,11.4548,1.4409,11.7717,10.7439,2.6108,23.4794,10.5001,2.6108,3.4043,2.8504,6.745,6.8692,16.0392,14.8733,11.2176
11,5.488,2.14,9.1065,14.8484,11.2719,1.1513,13.826,10.3955,2.6349,21.7461,10.7192,2.6349,3.0283,2.912,5.4011,6.991,13.049,16.0099,9.3048
11,5.6146,1.9645,10.014,15.0002,11.3056,1.2662,13.9512,10.8376,2.7835,20.5289,11.7108,2.7835,3.4614,2.6838,6.6696,7.5116,12.9435,14.3992,12.3408
11,5.8807,2.0365,11.6379,14.1892,11.4777,1.2268,13.8056,9.8479,2.57,18.4864,13.2821,2.57,2.9887,2.4222,5.3737,6.6442,15.0127,15.6679,10.5864
11,6.1998,1.9124,14.3518,13.8538,11.8588,1.0824,13.7625,10.1003,2.8035,16.7373,14.7679,2.8035,3.3062,2.7097,6.5708,10.3629,11.6181,14.2405,12.1264
11,6.2426,1.9296,15.1597,13.8942,11.0878,1.3666,14.5727,9.8361,2.6463,15.7488,15.338,2.6463,3.1327,2.3951,5.453,6.3712,16.8919,15.0069,14.1784
11,5.9517,1.8438,14.672,13.5467,11.0825,1.4747,15.7588,10.3706,2.6158,15.1186,14.7115,2.6158,3.6449,2.6571,5.2004,7.2529,13.2344,15.5359,15.0696
11,5.9371,1.7712,15.6044,13.0185,10.8553,1.4985,15.2366,10.2063,2.7405,14.6673,14.3526,2.7405,3.7326,2.7823,6.0604,8.302,14.1964,14.8053,16.7312
11,5.316,1.7804,14.3722,12.7216,11.1979,1.384,14.6918,9.4559,2.7503,17.0433,13.4515,2.7503,4.0272,2.8649,4.7665,4.7929,13.41,15.5733,15.1944
11,5.0965,1.9342,15.3964,12.9694,11.3716,1.297,13.8576,9.8307,2.7135,19.3921,12.8641,2.7135,3.7606,2.465,6.8193,7.3008,14.197,13.9977,18.8712
11,4.9324,1.6677,16.884,12.0207,10.7912,1.2128,12.8017,9.5522,2.5695,21.819,12.8204,2.5695,6.5064,2.6105,4.6176,5.8571,17.8115,14.0626,15.3744
11,4.7953,1.6917,16.7129,12.18,10.9012,1.2507,12.7643,9.7239,2.7793,20.0811,12.9259,2.7793,9.2643,2.5561,6.554,4.7315,17.6005,14.8939,15.9424
11,4.4289,1.8154,15.2151,11.3676,11.7188,1.3088,13.393,9.9009,2.7834,19.379,12.601,2.7834,9.6546,2.6578,4.8461,6.9254,23.6529,13.6282,17.8384
11,4.5237,1.9468,14.9187,10.7889,11.8236,1.3085,13.3657,10.1117,2.7087,19.8305,12.8107,2.7087,9.3066,2.4044,4.4363,3.2408,17.455,13.5931,17.9216
11,4.7518,1.8625,15.1358,12.1494,12.136,0.9295,14.9918,9.7502,2.5351,20.1545,11.8087,2.5351,9.9876,2.7205,5.3707,3.5967,19.2349,13.5435,18.4584
11,4.5539,1.8425,14.2847,11.334,12.8039,1.2807,15.9642,9.535,2.4484,20.423,11.0484,2.4484,9.6919,2.4421,4.2673,4.0478,13.931,13.9504,15.0152
11,4.5584,1.7546,13.5214,11.6512,13.4317,1.0439,15.0942,9.6937,2.7303,19.2906,9.9746,2.7303,11.1967,2.9331,6.6303,2.9702,14.2886,13.7947,18.488
