odour stim;29/09/2020 Female1;29/09/2020 Male3;29/09/2020 Female5;30/09/2020 Female1;30/09/2020 Male5;30/09/2020 Male6;21/10/2020 Male1;21/10/2020 Male2;30/10/2020 Male5;02/11/2020 Male5;03/11/2020 Male4;06/10/2020 Male1;06/11/2020 Female2;06/11/2020 Female3;11/11/2020 Female4;11/11/2020 Male5;11/11/2020 Female6
;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V
0.5;4.2181;2.1901;3.3529;5.2282;3.6247;4.8837;5.6127;6.2547;6.2563;5.4603;2.5641;3.3507;2.0448;3.4704;2.4078;11.5172;2.1985
0.5;4.082;2.2972;3.5572;5.4838;3.4249;5.0932;5.5352;6.3149;6.3207;5.252;2.6016;3.1795;1.9421;3.599;3.5615;11.9718;2.1645
0.5;3.9851;1.987;3.9827;4.9876;3.573;4.9643;5.527;6.6974;6.0911;5.1464;2.8114;3.4158;1.8023;4.0641;2.2299;11.9934;2.4387
0.5;3.8406;2.2907;3.5553;4.4192;3.9062;4.7151;5.0637;6.0896;6.1426;5.2718;3.13;3.1333;1.9002;4.0634;3.2724;11.394;2.0878
0.5;3.6947;2.0004;3.7726;3.9203;3.4405;5.0296;4.9148;5.8259;6.0871;5.5347;3.4792;3.2183;1.6681;4.2419;2.7653;11.7915;2.2989
0.5;4.9359;2.1056;3.651;4.9164;3.7475;4.7276;4.8805;6.1265;5.9136;5.6154;3.4791;3.5789;1.6186;3.955;3.1648;12.0846;2.5053
0.5;4.3028;2.1291;3.5479;3.9464;3.6754;4.5317;4.4182;5.7506;6.2228;5.2069;3.3635;3.2579;1.5274;4.0519;2.7369;11.6771;2.4249
0.5;4.0995;2.0158;3.6318;3.0595;3.9639;4.5638;4.4893;6.0622;6.4245;5.7917;2.9235;3.0828;1.2896;3.9182;3.0158;10.8329;2.5102
0.5;3.8744;1.879;4.045;3.1542;3.3552;4.4366;4.6207;6.165;6.1146;5.7417;2.9303;3.0814;1.4077;4.1707;3.1383;10.4486;2.3713
0.5;3.6389;1.6259;4.0365;2.7455;3.5503;5.0427;4.3005;6.3982;6.1498;5.7397;2.9793;3.0839;1.3082;4.3998;2.988;10.5172;2.5582
0.5;3.6168;2.0034;4.072;2.1105;3.7028;4.7988;4.0858;5.9678;5.3064;5.3909;2.961;3.0458;1.2771;4.0214;4.8496;9.8737;2.5524
0.5;3.8864;1.8485;4.687;2.0794;3.292;4.502;3.9306;6.1839;5.9851;5.7196;3.5386;3.1243;1.3036;4.2372;5.7378;9.032;2.3981
0.5;3.7868;1.9572;5.0012;2.0701;3.0257;4.679;4.7695;7.1803;5.9717;5.9765;3.9259;3.3646;1.4505;4.221;5.6351;9.7845;2.1811
0.5;3.7123;2.2756;4.9093;1.9878;3.547;4.9007;4.2378;6.8629;5.1503;5.831;4.0224;3.3038;1.3135;4.3408;5.103;10.6926;2.1354
0.5;3.6538;1.9011;4.7206;1.8109;3.5471;5.003;3.5922;6.7233;5.0238;5.6352;3.9079;3.913;1.4631;4.1043;6.0401;9.7024;2.204
0.5;3.6126;1.6987;5.8578;1.905;3.6006;4.7305;3.7785;6.3967;5.3728;5.4825;4.109;4.3024;1.2758;3.7859;5.9011;9.6737;1.9475
0.5;3.5408;1.9545;6.3066;2.0973;4.7177;4.7562;3.8965;6.3157;5.7536;5.8126;4.7461;4.3539;1.3123;3.7779;6.5018;10.0239;2.1205
0.5;3.4011;1.8304;6.9774;1.7364;4.8853;4.5688;3.8628;6.4333;5.9086;5.1902;5.0285;4.6366;1.1761;3.4172;6.9872;10.1677;2.1427
0.5;2.8713;1.9544;8.3478;1.8669;4.929;4.9871;4.041;6.3621;6.4474;5.7983;5.2753;4.8779;1.147;3.3837;8.0029;9.4562;2.1015
0.5;2.755;1.6854;8.4827;1.8543;5.1746;5.2101;3.9219;6.755;6.3528;5.8502;5.4807;5.5056;1.2338;3.271;7.4684;10.798;2.3725
0.5;2.7732;1.881;7.4489;1.7749;5.7016;5.3258;4.529;6.8261;6.3215;6.1213;5.7501;5.4932;1.3578;3.1092;9.2685;11.695;2.5413
0.5;2.6966;1.8644;6.7246;1.5495;5.7563;5.2169;3.8662;6.573;5.9146;6.8693;6.1208;5.7744;1.1387;3.0685;9.1366;11.0572;3.2042
0.5;2.6296;1.9832;6.2447;1.7433;5.2682;6.0503;4.0528;6.9535;6.3238;6.7947;6.1638;5.8567;1.197;2.8237;9.5127;10.8179;3.5258
0.5;2.5187;1.89;6.5496;1.7396;5.6885;5.7641;4.0547;6.4627;5.9648;6.4067;6.0898;5.9973;1.1335;2.8825;10.2955;11.3668;3.8175
0.5;2.6463;1.9879;6.4548;1.7496;6.1278;6.1119;4.2915;6.0765;6.0945;6.4314;6.2801;6.1497;1.2363;2.8225;9.6608;11.4463;4.7986
0.5;2.7984;1.7984;6.1755;1.6574;6.5787;6.5047;3.8464;6.6933;5.9122;6.3826;6.2196;6.5153;1.1093;3.2303;9.9508;10.6535;5.1161
0.5;2.7368;1.887;6.9472;1.6099;6.4112;6.0862;4.1977;6.038;5.8146;7.0085;6.2464;6.0875;1.2617;2.8769;7.2894;10.1626;5.0374
0.5;2.7689;1.7351;6.6933;1.4921;5.8789;6.4916;4.0855;6.1793;6.0126;6.8281;5.7898;5.9961;1.1613;3.3721;9.6736;10.5161;5.255
0.5;2.8914;1.8294;5.8144;1.38;5.5705;5.9048;4.3175;5.8497;5.8334;7.2667;5.9637;6.2008;1.1467;3.168;7.8003;9.8848;5.1117
0.5;2.9462;1.8658;6.0021;1.556;5.6703;5.9443;4.1244;5.833;5.2576;7.3834;5.7054;6.5049;1.3296;3.0938;9.4162;9.3018;5.6063
0.5;2.6477;1.9612;5.6712;1.354;5.7053;5.7367;4.3644;6.0546;5.3383;7.6298;5.1931;6.2938;1.1387;3.5569;8.0619;9.9599;5.3543
0.5;2.6184;1.9284;4.7719;1.2149;5.6487;6.0059;4.2904;5.7741;5.9927;7.5316;5.1587;6.4841;1.2913;3.2192;8.1417;9.6406;5.0985
0.5;2.7143;2.0003;4.5382;1.2339;5.2606;5.7288;4.5072;6.0686;6.3638;7.3846;5.5072;6.5003;1.3411;3.9855;6.6679;9.2875;5.3037
0.5;2.8443;1.753;4.6958;1.1232;5.6343;6.0406;3.2395;6.11;6.7774;7.5054;5.2636;6.3206;1.453;3.5761;7.5431;8.4863;4.6155
0.5;2.5106;1.7197;4.2786;1.3044;5.8275;6.1434;3.8115;6.3011;7.0732;7.5014;4.888;6.3115;1.5091;3.4718;6.6697;8.8488;4.9709
0.5;2.4506;2.1578;4.6465;1.316;5.4994;7.5475;3.6122;5.8875;7.2285;7.244;4.3295;5.9611;1.5406;3.536;6.7818;8.8553;4.8452
0.5;2.4852;2.0509;4.062;1.584;5.8349;7.8835;3.9469;6.2446;7.4272;7.1897;3.955;5.8749;1.4946;3.556;5.9138;8.1333;4.6555
0.5;2.3696;1.7902;4.6681;1.6184;5.5039;8.4245;3.873;6.1633;7.1795;6.8714;3.822;6.1695;1.4185;3.688;5.6892;7.9509;4.4306
0.5;2.4205;1.9201;4.4749;1.1649;5.2661;9.1299;4.108;6.0371;7.0166;6.8075;3.6778;6.1123;1.4791;3.1342;6.1445;8.4412;4.0273
0.5;2.6621;1.955;4.5904;1.6493;5.0388;8.8529;3.6299;6.0796;7.1245;6.3861;3.8966;5.8855;1.7137;3.3758;5.4077;8.2379;5.1624
0.5;3.1691;2.0196;5.3585;1.3791;5.5351;9.0035;2.2648;5.9692;6.877;6.3323;3.7359;5.7491;1.7774;2.963;6.1602;7.7993;5.0345
0.5;4.0518;1.7681;5.4115;1.3497;5.2663;8.9315;3.8509;5.9626;6.9902;5.8425;3.7473;5.9042;1.849;3.1571;4.9824;8.2899;5.142
0.5;4.8956;1.896;5.2713;1.3966;4.693;9.172;3.6689;5.436;7.1351;5.8012;4.1389;5.7211;1.7398;2.9393;5.0539;8.1626;5.3226
0.5;5.4998;1.8299;4.7187;1.2532;4.5036;9.3666;4.061;5.9787;7.819;5.5792;4.6069;6.2227;1.8628;2.8287;4.0474;7.6311;4.7193
0.5;5.4552;1.8346;5.1537;1.497;4.8863;9.0077;4.1439;6.3274;7.8643;5.5722;5.1161;6.2099;1.957;3.0904;5.3472;7.2469;4.7516
0.5;4.6823;1.8707;6.2329;1.2153;4.6577;8.5223;4.4476;6.4903;8.242;5.4162;5.5726;6.0391;1.7438;2.8032;4.1111;7.6911;4.8501
0.5;4.7088;1.7543;6.4499;1.4173;5.1425;8.107;4.6863;5.597;8.2177;5.4869;5.9726;5.9506;1.824;2.8787;5.0625;8.1502;4.9136
0.5;4.5822;1.8089;6.2998;1.8832;4.8414;8.3715;4.266;6.1227;7.8089;5.1934;6.1297;6.0841;1.816;2.6823;3.6714;7.4641;4.9768
5;4.618;2.1033;6.2685;1.4551;4.4735;7.2704;4.0922;5.8067;7.8324;5.3361;6.3054;6.554;1.8335;2.6088;5.1326;8.1297;4.5327
5;4.3679;2.6767;6.4278;1.6473;4.5714;8.6278;4.1719;6.8574;7.8776;5.0019;6.3396;6.6877;1.8715;2.8655;4.0605;8.0849;4.8578
5;5.0853;4.1363;5.9186;1.8452;8.4314;14.6903;5.0257;9.3954;9.6543;5.9356;7.1904;8.5918;2.0617;2.6967;5.1183;7.9486;4.9726
5;6.7876;4.9018;5.2056;2.0098;10.1309;15.7549;4.4426;13.0144;10.6227;6.9494;7.2192;9.4075;1.7504;2.8309;4.493;8.5549;4.9643
5;6.3847;4.7667;5.5836;2.1552;10.6109;16.153;4.9479;13.7181;12.2735;8.6099;6.3646;9.8088;1.9432;2.5025;6.2964;8.304;6.0207
5;6.8258;5.5145;4.7667;3.3006;11.1605;16.4386;6.1722;14.1625;13.6355;10.7673;6.5827;9.9689;1.8708;2.7422;5.1427;8.586;9.3256
5;7.0743;5.5995;4.763;8.2359;11.3491;15.6351;6.6954;13.2862;14.1603;11.6437;7.2867;10.1846;1.542;2.5852;6.5759;9.3472;11.8852
5;8.0404;6.3606;4.5785;11.1401;10.6515;15.8584;7.1987;12.8464;14.0967;11.6447;7.7283;10.189;1.5141;2.5218;5.5942;11.3039;11.6698
5;8.4103;6.4423;4.0916;12.5384;10.313;15.9441;8.8096;12.1033;14.1567;11.9607;8.1803;10.3743;1.5593;2.6486;7.3881;14.7665;11.1055
5;8.4179;6.713;3.9474;12.5383;9.8359;16.2089;9.4834;12.2334;14.3353;12.1038;8.2439;9.6705;1.58;2.3291;7.3072;16.6043;11.1716
5;7.9735;6.765;3.8428;12.0041;10.0596;15.5944;9.6387;12.3349;14.4914;11.6203;8.207;9.6899;1.5349;2.5037;10.2911;16.8418;10.7175
5;7.7627;7.1144;3.8714;11.3646;10.54;16.2313;8.9047;11.5627;14.4933;11.384;7.8318;9.5204;1.5918;2.8002;9.6862;17.4651;11.381
5;7.924;7.4596;3.7251;11.0355;9.4055;16.0373;8.8009;12.0449;14.4828;11.2517;7.5607;9.2874;1.3744;3.5397;9.7722;17.8089;10.8891
5;8.1269;7.139;4.4417;10.6585;9.9183;15.5532;8.9145;11.6454;13.5131;10.8975;6.7525;9.2093;1.3281;3.9029;10.3168;16.3339;11.1534
5;8.3164;6.5789;3.9237;10.5796;10.184;14.874;8.0404;12.8603;13.4323;10.2478;6.0605;9.2551;1.3281;3.1524;10.2232;15.9353;12.3277
5;7.9719;6.2626;3.9769;10.089;10.1929;14.7581;7.9376;12.1404;13.4644;10.1612;5.5356;9.4839;1.2637;3.7387;10.2282;15.931;11.4422
5;8.008;5.9189;3.5489;9.7136;9.6085;14.5907;8.0314;11.9268;13.4565;9.8032;4.9498;8.7491;1.3256;2.9261;9.8525;15.8401;11.8182
5;7.3485;5.8947;4.1883;10.1936;9.8309;14.0348;7.3762;12.5461;13.265;9.5913;4.5973;9.256;1.3001;3.2025;9.3556;14.9635;11.4807
5;6.7063;5.6513;3.4345;9.9959;9.0182;13.7448;8.2385;12.4805;12.8197;9.2183;4.5914;8.9868;1.1403;2.7556;9.1965;15.9014;9.2968
5;5.7894;5.0753;3.5141;10.0434;9.1505;13.911;7.8308;11.8096;12.3895;8.8613;3.9643;8.8389;1.1793;2.7149;10.5156;15.9315;10.5688
5;5.0538;5.339;3.5754;9.7733;9.1556;13.44;7.4439;12.2424;12.0208;9.2312;4.1158;8.9121;1.1964;2.7062;10.356;14.8527;9.8167
5;4.6486;5.6433;3.8417;9.8024;9.6551;13.2739;8.161;11.1844;11.5505;8.6834;3.9924;8.6938;1.2185;2.6764;10.3924;14.4448;10.615
5;3.9791;5.1217;3.3944;8.9681;8.7731;12.8849;7.6168;10.8586;11.6698;8.8255;3.7721;8.2778;1.0729;2.4637;10.732;15.2079;10.2373
5;4.3702;4.7255;3.4541;8.4135;8.4767;12.8896;7.532;10.1121;11.1545;8.269;3.9553;8.4506;1.1847;2.3895;11.76;14.9937;9.1863
5;4.8283;4.8279;3.8543;8.2473;8.4776;12.2637;6.8633;10.6106;11.6029;7.6967;3.719;9.012;1.1181;2.8784;11.3784;13.893;9.8066
5;4.2225;4.4564;3.4508;7.7535;7.9791;12.0339;6.2685;10.3692;11.5247;7.1071;3.5089;8.7075;1.09;2.2303;12.451;14.0543;9.1027
5;3.6253;4.6492;3.5822;7.7219;8.0142;11.7703;6.3531;10.4237;11.5942;7.1666;3.5245;8.7762;1.1536;2.2289;11.8041;13.8946;9.4192
5;3.5498;4.5159;3.5519;7.3912;7.8239;11.8341;5.8652;8.6714;11.6734;7.1497;3.4689;8.2128;1.1098;2.0969;12.4088;14.1334;9.2041
5;3.0809;4.3831;3.527;6.9517;8.0848;12.0482;4.8869;8.0259;11.3487;6.7807;3.3206;7.8426;1.0271;1.9548;9.5177;13.3084;8.2145
1;2.8337;4.3572;4.1564;6.8069;7.2709;12.2696;5.527;8.7413;10.6968;6.716;3.3101;7.4501;1.0556;2.2166;10.6876;13.1634;7.8293
1;2.656;4.2966;3.7215;6.4217;7.1845;12.4887;5.4566;8.9385;10.5191;6.2192;3.4408;7.8624;1.0925;2.2423;5.2792;13.2686;7.0814
1;4.2864;4.0191;3.5646;6.8492;6.3058;14.1823;4.7041;9.5976;10.3449;5.8796;3.3543;7.3173;1.1378;2.0183;5.3623;12.8098;7.4822
1;6.3466;4.6118;3.5819;6.6395;6.8696;15.3508;4.9692;9.2774;10.2659;5.561;3.0762;6.9204;1.1102;1.8687;3.0116;12.5565;6.9505
1;7.9997;4.5901;3.811;6.6843;7.1217;16.2469;4.8632;9.1143;9.6285;5.6426;3.4548;7.6587;1.1218;2.2129;3.2169;12.8106;6.8451
1;8.264;4.4756;4.2748;6.4782;6.2374;16.5708;4.4492;9.4116;9.3038;6.4726;3.9796;7.8139;1.8398;2.086;2.9297;13.607;6.6754
1;8.08;4.3007;4.4273;5.9594;8.7514;16.3754;3.7402;8.5175;10.0477;8.048;4.7634;8.0642;4.8871;2.36;3.0973;14.6015;9.032
1;8.1293;4.3983;4.347;5.4135;9.8187;16.6902;3.9386;8.9638;10.0891;9.5234;4.9989;9.2396;6.172;2.4942;3.2695;15.1454;10.7435
1;7.8158;4.5911;3.6232;5.5367;9.8055;16.7255;4.2266;8.0621;10.2893;10.2794;5.1305;9.1705;6.1347;2.4111;3.3255;16.1962;12.0205
1;7.4021;4.4245;4.3742;7.0849;9.6381;16.5697;4.3413;7.0812;10.574;10.7006;6.7838;9.7716;5.4776;2.445;6.9785;16.3436;11.9147
1;7.22;4.7175;4.0552;9.6165;10.155;16.4808;4.0817;7.133;10.7936;11.0729;7.4213;9.8439;5.183;2.1557;7.7326;15.5509;13.3851
1;7.1178;4.4276;6.0039;11.4313;9.6546;16.4338;3.9057;7.2923;10.869;11.3667;7.0983;9.7624;5.9548;2.3643;8.2892;14.8449;12.6528
1;6.6067;4.0693;6.1483;12.7426;9.6575;16.4026;4.4146;7.5446;11.2781;11.5448;7.3946;9.8343;6.6785;2.2693;6.5808;15.3732;13.4271
1;5.3718;4.623;5.5037;12.0832;9.7967;16.5124;4.2555;7.7586;11.4959;11.4399;6.9999;10.1778;6.9004;2.0086;5.8964;15.7215;11.8431
1;4.3312;4.6659;5.5486;11.0327;9.8504;15.9153;4.3612;6.5306;11.036;11.0397;7.1902;10.1777;7.4101;1.6096;5.0031;14.7214;10.7562
1;4.6374;4.7212;4.6959;10.0499;10.5095;15.5254;4.0152;6.0854;11.1848;10.9543;7.3263;9.9582;7.6417;2.6285;3.4429;14.8728;11.3521
1;4.3638;4.3909;4.7946;9.9957;9.6472;14.964;4.1602;7.2892;11.4514;10.8394;7.3931;9.8592;7.1694;2.8894;2.1633;14.5381;10.202
1;4.4489;4.7872;4.9847;9.506;10.642;14.63;4.6909;6.391;11.3311;10.7502;6.8107;9.7027;6.98;2.9685;2.269;14.677;9.4984
1;4.0432;4.0436;5.1529;8.937;10.1466;14.2013;4.2235;5.5613;10.7159;11.1447;6.3871;9.7613;6.5676;2.8958;4.0547;13.7459;9.679
1;3.9467;3.4908;6.0285;8.2579;10.103;13.8241;4.3437;6.3574;9.9437;10.7824;5.9864;9.5684;5.8648;2.7926;4.28;14.8061;8.6615
1;4.0248;3.0521;6.4748;7.6473;9.6841;13.9198;4.113;6.0013;9.2862;10.7203;5.8237;9.5148;5.2429;2.7762;5.3431;14.5495;8.9566
1;4.1229;3.3415;7.0594;7.3395;9.2142;13.9089;3.9655;6.1097;8.9635;10.4704;6.1516;9.442;4.9928;2.7054;4.5031;14.3383;8.29
1;3.4916;2.7416;6.5228;6.442;9.0469;13.5368;4.0977;6.938;8.6069;10.1039;5.9929;9.0391;4.9167;2.9389;4.6996;13.5761;8.1942
1;3.2476;2.6916;6.94;5.3595;8.3922;13.544;4.2156;6.3014;8.6538;10.0176;5.9507;9.2734;4.8118;2.5442;1.8838;14.5423;8.2547
1;3.435;2.1813;5.735;4.7117;8.231;13.2738;4.0202;6.5518;8.383;9.6143;5.9697;9.5472;4.5331;2.9276;2.4965;13.8577;8.0484
1;3.5006;2.8338;5.1829;4.5062;7.701;13.276;3.3784;6.6811;8.5489;9.6116;5.9538;9.5701;4.4659;3.0759;2.6175;13.3733;8.0421
1;3.3665;2.6813;5.7771;4.4322;7.2282;13.5019;4.1106;6.1757;9.3207;8.827;5.6348;9.3852;4.3422;2.859;4.0613;13.2662;7.8868
1;3.2461;2.7169;5.927;4.5532;7.5352;12.9304;4.1956;6.8177;8.3294;8.2691;5.4429;9.7836;4.3059;2.6701;4.3111;13.731;7.6083
1;3.5268;2.5007;6.4142;4.958;7.7385;12.8643;3.8743;6.4817;8.7222;7.8042;5.2425;9.6454;4.0426;2.944;4.2244;14.4539;8.0464
1;3.791;2.515;6.8951;4.8455;7.3259;12.8654;3.8463;6.64;9.2822;8.3954;4.7072;9.6751;4.3093;2.8062;4.0368;14.2069;7.6555
1;3.8404;2.4066;7.8378;5.0046;7.7542;12.6123;3.89;7.3221;9.3974;8.2403;4.3441;9.285;4.2169;2.6774;3.1901;15.3979;7.8695
1;3.8163;2.6428;10.7718;7.7969;8.1828;14.6696;4.3504;6.4852;9.4955;8.5436;3.9133;9.9038;4.2059;2.6608;2.4151;15.7383;7.9812
1;4.1739;2.7741;12.7452;10.4012;9.4357;15.282;3.631;7.7959;9.5909;8.2765;3.9436;9.8309;4.1111;2.6748;1.8022;16.8774;7.3549
1;4.3195;2.2237;13.1189;10.8576;9.7703;15.1269;3.6785;8.2653;8.9305;7.8185;3.6656;9.4261;4.2423;2.8992;1.9834;15.8357;7.3824
1;4.0094;2.2628;13.6156;10.1782;10.0553;14.9725;4.1781;7.3838;9.0362;7.2714;3.8179;9.4362;4.1377;3.4095;2.256;17.1455;6.9435
1;3.9178;2.2909;12.4941;10.3504;10.3986;14.8104;4.9454;7.5848;8.8158;7.3553;3.7904;9.6261;4.2524;3.9118;2.1788;17.8043;7.2485
1;4.4691;2.4185;11.5155;10.4391;9.9393;14.8853;5.1894;7.6434;8.9231;7.4355;3.7836;9.3046;4.2957;3.7768;2.7128;18.2692;7.0442
1;5.5056;2.1187;11.5362;10.3749;10.4471;14.9695;5.7659;7.5616;9.6028;7.9196;4.0374;9.7572;6.1395;4.0438;2.8458;17.5476;7.9418
1;6.3365;2.2716;11.5856;10.7926;10.6045;14.8401;5.282;6.8395;10.6903;7.506;5.3937;9.6882;7.33;4.0054;5.086;19.3789;9.5748
1;6.2571;2.3538;11.9151;10.2416;10.4013;15.2043;5.5272;6.3325;10.4518;7.9476;6.4095;9.6741;7.4722;4.1114;6.1139;20.1742;10.191
1;6.3692;2.3227;10.6817;9.0562;10.0626;15.0391;6.0152;6.9807;11.001;7.8516;6.7883;9.6425;7.4876;3.9142;8.7619;20.235;11.3524
1;6.7517;2.3673;9.1044;8.3301;9.6097;15.8451;5.7646;7.0344;10.733;7.6235;7.0986;9.9503;7.3838;3.6084;8.7972;18.966;11.7889
1;6.9226;2.1361;7.7733;7.5991;9.6767;15.8819;6.0623;6.9606;10.9484;7.4797;7.6908;9.64;7.3069;4.0065;10.5177;19.5708;10.5101
1;6.7722;2.4292;6.8514;7.0373;9.1042;15.4102;5.2813;7.0627;11.4666;7.8537;7.9919;9.7026;6.6946;3.7452;10.3737;19.6323;11.7643
1;6.3661;2.4968;5.447;6.5597;8.5914;14.9179;5.7656;7.5339;11.8898;7.55;8.5172;9.6443;6.2368;3.8841;13.6496;19.2795;10.9412
1;5.6745;2.2056;5.4095;6.7631;8.6158;14.721;5.8749;7.5103;11.9142;7.0542;8.6929;9.4993;6.6922;3.909;14.1645;17.7069;11.7816
1;5.3597;2.5976;5.5876;6.2784;8.1738;14.2627;5.727;7.4417;12.4891;6.971;8.3592;9.1001;6.9397;4.0525;14.543;19.2912;11.5616
1;5.0919;2.0948;6.2128;6.3874;7.7557;14.0698;5.3837;7.2335;12.368;7.072;7.9884;9.8051;6.6224;4.3981;14.4986;18.9698;10.4751
1;4.9644;2.3661;5.9693;6.5045;8.2916;13.8166;5.4434;6.5565;12.0842;6.7657;7.8578;9.5324;6.2642;5.1564;15.187;18.4718;10.9625
1;4.5418;2.3602;6.1691;6.4422;8.0183;13.8876;5.7667;6.4383;12.1169;6.4147;7.2523;9.1666;6.1844;5.2596;14.3707;18.1505;10.7239
1;4.054;2.3867;6.8044;6.0822;7.959;13.3181;6.1141;6.1367;12.2599;5.9982;7.0238;9.3301;6.0831;6.0918;14.9399;18.0821;10.1599
1;3.635;2.0469;7.2379;5.7034;7.8615;12.935;5.7459;6.2431;11.606;5.7911;6.7803;9.293;6.0574;6.2671;13.1241;18.5045;10.1541
1;3.088;2.5635;7.3703;5.6561;8.3341;12.5516;5.5019;6.5835;10.7809;5.4834;6.8089;9.3746;5.9396;6.3961;14.5081;16.9542;8.9985
1;2.8144;2.1027;7.0663;5.3328;7.6508;12.0762;6.2296;7.3183;10.6109;5.4807;6.6363;9.1507;5.7433;6.1338;13.233;17.4588;9.3481
1;2.72;2.0623;7.8211;5.1085;8.1341;11.9506;6.0602;7.83;10.3296;5.3809;6.7773;9.1016;5.4118;6.1095;14.019;16.9389;8.7415
1;2.7486;2.5045;7.0519;5.4759;7.8749;11.6449;6.1096;8.0787;9.9915;5.5356;6.3142;8.9517;5.3636;6.4834;12.8858;17.0387;8.2398
1;2.5644;2.2968;6.601;5.2779;6.9633;11.3357;5.7546;8.1749;9.8269;5.2417;6.185;9.1318;5.3219;5.7884;13.8494;16.065;8.3103
1;2.8602;2.1172;6.1161;5.0856;6.877;11.2657;6.1557;7.7594;9.5472;5.844;5.8825;9.0247;4.8782;6.397;13.6329;16.8196;7.5186
1;2.5454;2.172;5.9337;4.6737;6.7441;11.448;5.8247;7.8764;9.2882;5.8007;5.7334;9.2957;4.8604;6.4516;13.5612;16.7748;7.451
1;2.4135;2.4042;4.5971;4.7131;6.1654;11.3075;5.0551;7.4427;9.4568;5.7931;5.7395;9.1418;4.438;5.6459;13.5194;16.3559;7.1882
1;2.7566;2.2192;8.1706;4.545;7.2116;12.5174;4.4319;7.0567;9.5063;6.6343;5.8084;8.9175;4.3518;5.7302;12.7924;17.0592;6.8191
1;4.0123;2.3134;10.3939;5.1715;8.8169;13.7782;4.9554;8.1248;9.9544;6.9897;5.9528;9.2082;4.1018;5.7797;12.4372;16.4075;6.8857
1;4.3555;2.2492;11.1187;7.7581;10.0793;14.752;4.9277;8.7483;8.8864;7.1484;5.6501;9.2552;3.9743;6.1684;12.2542;16.4949;6.8148
1;4.9936;2.3073;12.7878;9.2705;9.6949;15.1512;5.7467;9.3408;9.4285;7.7877;5.7183;8.8666;3.4734;5.1541;10.5665;15.5902;6.8615
1;5.381;2.2611;14.5309;9.0098;9.9507;15.3325;5.3927;9.3507;9.5468;7.558;6.1516;8.8115;3.384;5.4195;11.2553;16.6267;6.6805
1;4.8463;2.2004;16.8289;8.8125;9.9658;15.254;4.9839;10.355;9.9515;7.1986;6.3735;8.818;3.3638;4.4766;8.6127;16.0503;6.751
1;4.8761;2.5414;16.7413;8.3673;10.6301;14.6178;5.164;11.1559;9.0316;6.8231;6.2995;9.0508;3.2959;5.7281;10.124;16.6864;6.335
1;4.7265;2.3748;16.2196;8.3108;9.9653;14.4332;5.3176;10.8737;7.4424;6.512;5.9951;8.825;3.3388;4.937;7.7889;16.0979;5.4677
1;4.3774;2.0672;15.3561;8.2731;10.1408;14.2095;5.7728;10.3283;8.0638;6.5431;5.8737;8.9616;2.8008;5.222;9.2116;16.8462;5.5445
1;4.4205;2.4159;17.0478;7.7278;10.263;14.496;5.3381;10.3634;8.0049;6.6355;5.5472;8.93;2.7878;6.6804;7.9886;17.263;6.126
1;4.5568;2.1581;16.3716;7.8146;9.8539;14.482;5.369;10.8753;9.0501;6.9206;5.8004;8.6392;2.8871;7.4501;9.2476;17.6287;8.1924
1;4.0845;2.2624;14.134;8.89;9.9669;14.3733;5.0794;10.9437;9.3525;7.0809;6.2468;9.0458;2.7344;6.4094;6.4413;17.1496;9.352
1;3.7997;2.5576;11.3553;8.8306;9.5807;13.7171;4.9419;9.6375;10.3846;7.4589;6.3387;8.9751;2.6488;4.7016;9.7414;18.2084;10.1409
1;3.7602;2.7462;11.8302;8.4429;9.5797;13.7807;5.0047;9.3815;11.2839;8.2482;6.6674;9.1119;2.6929;4.3707;8.5997;18.524;10.5796
1;3.7647;2.7403;10.153;7.5043;9.0898;12.8352;4.8554;8.8888;12.2902;9.3134;7.5382;9.3763;2.8696;3.3781;9.7171;18.4089;11.005
1;4.0039;3.1767;9.2449;7.264;9.0159;13.0112;4.0653;8.3121;13.3155;9.2807;7.698;9.4504;2.5519;3.4786;10.1253;17.5606;8.9711
1;4.0078;3.3895;8.6548;7.2335;8.8213;12.6476;5.2022;8.6316;13.5051;9.8897;7.9467;9.3043;2.5578;3.7822;8.6749;18.5333;9.8019
1;3.9222;3.4109;7.8865;6.3343;8.977;12.206;4.3119;7.5529;13.4943;10.1117;7.3293;9.3739;2.633;4.279;11.0518;18.565;11.1402
1;3.7057;3.3431;7.3039;5.7904;8.5954;12.0652;4.6717;7.5326;13.6862;9.8869;8.025;9.2809;2.9014;5.3431;9.1631;18.3547;10.5445
1;3.593;4.0621;5.8102;5.2476;8.5989;12.013;4.4049;7.7506;13.6985;10.139;8.4835;9.3803;2.8765;7.01;10.509;17.9334;10.5188
1;3.9112;4.3728;4.8954;5.0014;7.9073;11.9815;3.7764;7.9649;13.4755;9.6462;8.4886;9.2421;2.7853;6.7176;8.5057;18.7181;9.6471
1;4.9068;3.9521;5.7119;4.1347;8.125;11.0796;3.5952;8.0792;13.0589;9.4733;8.418;9.1899;3.0107;5.0754;10.963;18.2184;10.0887
