odour stim;29/09/2020 Female1;29/09/2020 Male3;29/09/2020 Female5;30/09/2020 Female1;30/09/2020 Male5;30/09/2020 Male6;21/10/2020 Male1;21/10/2020 Male2;30/10/2020 Male5;02/11/2020 Male5;03/11/2020 Male4;06/10/2020 Male1;06/11/2020 Female2;06/11/2020 Female3;11/11/2020 Female4;11/11/2020 Male5;11/11/2020 Female6
;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V
1;5.1559;4.3843;5.1353;3.7741;7.5315;10.9584;3.3793;8.3896;13.0903;8.9955;8.4999;8.8491;3.2832;4.5834;7.7212;17.8232;9.7854
1;4.7607;4.02;4.6548;3.4987;8.084;10.5452;3.7732;7.4118;12.9452;8.6524;8.5653;9.2295;3.2709;4.1228;11.3015;17.3672;8.8964
1;4.4123;4.361;4.438;2.9465;6.9077;10.7408;3.8255;8.0696;12.6411;8.3022;8.114;9.3005;3.2758;3.6165;8.9397;17.5475;8.7732
1;4.3903;4.0597;4.7036;3.1759;6.2951;10.4178;3.3799;8.1104;12.4779;8.0672;8.1865;8.8071;3.5329;3.4557;11.2367;17.7983;8.468
1;3.905;4.1732;5.229;3.087;6.707;10.6708;3.8697;8.37;12.1827;7.8231;8.1886;8.7986;3.9583;3.1204;8.255;17.1152;8.4646
1;3.7561;3.8689;4.5702;2.9242;7.1202;10.1173;3.2941;8.4784;12.0514;7.235;7.9074;8.9717;3.9593;3.474;10.5286;17.2414;7.8019
1;3.8476;4.3961;4.6929;3.1689;6.7652;10.1503;3.6772;8.0804;11.5854;7.8514;7.9316;8.8951;4.003;2.8564;7.7039;17.2056;6.8637
1;4.4041;4.7333;6.733;2.8523;6.8417;10.9257;3.4145;7.9101;12.0485;7.6255;7.6412;9.0823;4.1012;2.9203;10.1416;16.8942;7.1968
1;5.674;5.5593;10.5968;2.4;7.6854;11.5309;3.0858;7.3972;11.1232;7.6292;7.2865;8.9413;4.5733;2.3583;8.1381;15.954;6.6903
1;6.7848;5.4447;10.5651;2.4841;8.3728;12.3677;3.0352;7.5493;11.118;7.6381;6.9273;8.8921;4.6175;2.564;10.0053;16.0686;6.0115
1;7.5254;5.6704;8.8381;3.5298;8.6924;12.2036;3.6302;8.1273;11.185;7.9624;6.8192;8.8716;4.856;2.3265;7.8497;16.7568;6.0034
1;7.4164;5.5764;9.1204;4.2744;9.222;12.476;3.7548;7.2463;11.0733;8.0904;7.1413;8.8111;5.3446;2.2659;9.868;16.4281;5.5787
1;7.4895;5.5851;10.3194;5.0832;9.5475;12.4051;3.171;7.7222;11.2937;8.3698;6.8675;8.8556;5.2418;2.3297;12.3368;16.5221;5.6892
1;7.4667;5.4971;11.1312;5.1196;10.0263;12.2831;3.4021;7.7959;11.2825;7.9467;6.2501;8.4265;5.3665;2.2715;12.9318;16.6249;5.6356
1;7.2084;5.5075;12.3072;6.0629;9.1703;12.1716;3.6123;7.3975;11.3268;7.6041;5.5571;8.2941;5.2017;2.2471;11.7964;16.2026;5.0959
1;7.3432;5.4245;13.613;6.5969;9.6768;12.1083;3.9837;7.9342;11.5873;7.4961;5.4895;8.4087;5.289;1.9048;10.0067;15.4068;5.6037
1;6.9556;5.232;14.4346;5.6586;9.4069;11.7042;3.6478;7.6935;10.7994;7.4726;5.7074;8.1685;4.9554;2.0601;5.3864;15.9345;5.0293
1;7.5774;5.5136;13.9551;4.9931;9.2935;11.571;3.4171;7.2677;11.0658;6.6639;5.903;8.5517;4.548;2.4089;5.7994;15.4806;5.0989
1;6.4148;5.5688;12.7904;5.1166;8.4597;11.7971;3.8374;7.7023;11.2561;6.4193;6.3001;8.3423;4.1884;2.49;4.7098;15.4156;5.1268
1;6.1038;5.2877;12.7231;5.6639;8.5844;12.3326;4.1513;6.7602;11.9723;6.3483;6.5068;8.1225;4.9603;2.3445;5.9735;15.0966;5.2695
1;5.6043;5.1786;12.4089;5.0878;8.6014;12.0367;3.643;7.5165;12.0225;6.3704;6.9257;8.4757;5.5132;2.3748;5.7378;15.3169;6.7395
1;5.0302;5.3212;11.0608;4.5362;8.1599;11.932;4.3808;8.0191;11.811;5.9336;7.4658;8.4083;5.8561;2.4911;5.5121;15.6868;7.3694
1;4.3003;5.3546;10.0629;4.4485;8.2264;12.1799;3.9169;7.4082;11.9946;5.8965;8.5965;8.0088;6.5431;2.3474;6.5095;15.7486;7.0606
1;3.6022;5.5438;10.2923;4.6928;8.1095;11.9685;4.023;7.5618;12.0709;5.9288;9.089;8.3935;6.8654;2.3981;7.3974;15.8064;6.6216
1;3.0865;5.0986;10.2249;4.1668;8.003;11.1674;4.2163;7.2229;11.9241;6.4033;9.6124;8.5716;7.0267;2.3956;9.612;16.6539;6.4537
1;2.6657;5.1443;9.3033;4.1045;8.0689;10.7662;4.45;7.5897;11.9793;6.8722;9.7147;8.1199;6.6888;1.8175;7.3312;16.5264;7.0057
1;2.5741;5.1383;8.3561;4.2504;8.5435;10.4363;4.8692;7.0644;11.9907;7.3868;9.8042;7.9858;7.1467;2.2932;9.0717;16.3575;6.9836
1;2.4118;4.3719;8.0859;4.001;8.1151;10.3993;4.6429;7.6475;11.7611;7.1787;9.7401;8.4102;7.3049;2.4765;6.18;15.6053;6.8156
1;2.5998;4.4377;7.89;5.0428;8.1093;10.7788;4.7655;6.9775;12.0908;7.4399;9.6563;8.224;7.5504;2.5949;8.2716;16.366;7.0942
1;2.644;3.8774;7.305;5.129;8.4033;10.8194;4.8972;7.7853;11.9019;7.7931;9.5375;8.0316;7.3574;2.7226;6.5018;16.2345;8.1455
1;2.2807;4.094;6.3855;4.5598;7.5336;10.7047;4.1327;6.9626;11.9891;7.8035;9.0979;8.3063;7.5272;2.8797;6.4077;15.5923;8.9641
1;2.2719;3.6863;6.4082;4.8543;8.3006;10.3928;4.597;7.3678;11.9601;7.6009;8.4444;8.4741;7.3617;2.5067;6.3212;16.1051;7.9494
1;2.2151;3.7634;6.3086;3.9497;7.4054;10.561;4.9846;7.367;12.2611;7.451;8.4936;8.3813;7.0744;2.8477;6.3038;17.0128;6.9115
1;2.2972;3.3611;6.2607;3.7757;7.0796;10.2098;5.1263;7.4363;12.2463;7.3006;7.6157;8.5337;6.8886;2.7032;6.0055;16.7698;7.1955
1;2.3767;3.0416;5.596;4.1295;7.0974;10.4939;4.1941;7.96;11.8261;6.8066;7.6697;8.3967;6.7476;2.9882;5.7298;16.2387;6.9296
1;2.3875;2.7976;5.852;3.368;7.2883;10.3827;4.1164;7.815;11.9178;6.9586;7.0623;8.4143;6.722;3.2842;6.9747;15.859;7.1766
1;2.1192;2.6659;6.7986;3.7412;7.4392;10.1979;6.0931;7.3106;12.1501;6.5314;6.8462;8.3157;6.4892;3.8149;5.2374;16.6687;7.077
1;3.4334;3.0218;6.7249;3.4801;7.4693;10.9431;5.2823;7.9989;12.1246;6.7714;7.0325;8.4578;6.1549;4.21;6.3515;16.0602;6.6833
1;4.72;3.4689;6.4236;3.352;6.9575;12.2993;4.9954;7.642;12.2626;6.4908;6.8095;8.5624;5.9532;4.3995;4.6096;15.8647;6.7518
1;5.6615;3.0614;7.3576;2.684;7.6984;12.4555;5.5035;6.8242;11.6482;7.0073;6.8955;8.2024;5.6285;4.1125;5.1154;16.5268;6.5427
1;5.994;3.0915;7.2706;3.0748;8.4939;13.3457;5.8317;7.4532;11.7162;7.595;6.6467;8.2092;5.0871;4.0692;4.3238;16.2888;6.4324
1;5.59;2.5667;7.2928;2.5831;8.1724;14.1752;5.8909;7.7505;11.5106;7.15;6.4504;8.3666;4.9689;4.0394;4.6563;16.3713;6.1916
1;6.3955;2.4791;6.3617;2.9473;7.6176;14.4746;5.9249;7.5523;11.5281;7.1017;6.3727;8.0037;4.6757;3.8675;4.7536;16.0788;5.7895
1;7.0303;2.3514;6.3941;2.5952;7.5268;14.7355;5.7636;7.8568;11.4024;7.2307;6.6499;8.0435;4.2061;3.9587;4.4146;16.8637;5.5753
1;7.4764;2.2532;6.688;2.3783;7.9886;14.6765;5.8508;7.2247;11.0374;7.5206;6.7779;8.2114;4.2024;3.6824;5.7147;17.3923;5.7147
1;7.1458;1.9294;9.2567;2.4937;7.7976;14.6362;5.7781;7.36;10.5949;7.1628;6.895;8.1452;3.8185;3.9529;3.8332;16.4744;5.3997
1;6.5595;2.2216;14.4867;2.5358;8.2905;15.0695;5.8029;7.8457;11.1227;6.8763;7.1639;7.7501;3.6525;3.4218;5.3633;15.9379;5.2848
1;6.0269;2.5141;13.5126;2.4519;8.3505;14.9398;5.7503;7.9744;10.8091;6.2744;6.7221;8.1691;3.5974;3.4848;3.943;15.6575;4.4485
1;5.3376;2.2161;13.0304;2.304;8.078;14.3872;6.4322;7.905;10.6159;5.9743;6.9743;8.0331;3.5442;3.2891;4.5839;16.3168;5.0516
1;4.935;2.3553;10.9885;1.8851;7.6061;14.4728;6.0763;8.2532;10.9156;5.7953;7.0472;8.0147;3.1912;3.2422;3.6016;16.5375;4.6674
1;4.7945;2.3416;10.9432;1.6661;6.9091;13.6871;5.9471;7.7881;10.7134;5.782;6.8181;8.3788;3.2364;2.9576;3.4179;15.1305;4.4253
1;4.4174;2.5865;9.9258;1.8658;5.8088;13.4297;5.842;7.4153;10.6346;5.8321;7.2268;8.2567;3.4212;3.4375;3.2121;15.7237;5.7614
1;4.3559;2.4731;8.8917;2.1383;5.4852;13.2734;6.1529;6.9376;10.8239;6.4179;7.5727;8.4789;4.1998;4.6476;3.1717;16.0137;7.7298
1;4.0971;1.9115;8.455;1.9421;5.5577;12.4597;5.889;6.7019;11.2405;6.7772;7.6444;8.7431;4.2952;4.4905;3.588;15.2064;7.8356
1;3.954;2.4295;7.8657;2.1145;5.2647;12.1286;5.8369;7.2078;11.2557;6.7979;7.8202;8.68;4.5072;6.3379;3.3872;14.9951;8.0996
1;3.8182;2.2069;7.7965;1.9731;5.2943;11.7747;6.0387;6.0849;11.1233;6.6267;7.3612;8.7139;4.655;5.4668;4.2069;15.2593;7.9139
1;3.8649;1.9385;7.3467;1.5765;4.9866;10.7121;5.169;6.969;10.8331;6.4144;7.2407;8.8726;4.7902;6.6999;3.2304;15.3149;9.0918
1;3.8137;2.1531;8.5171;1.8425;3.7485;10.3449;4.9398;7.6065;11.3753;6.5646;7.57;8.9382;5.3063;6.3369;4.0359;15.1812;10.4072
1;4.4534;2.199;7.7505;1.78;4.1657;10.9648;4.6748;8.3692;11.0552;6.536;7.7636;8.4293;5.8077;6.8246;3.1594;14.1516;11.6938
1;4.5508;2.2678;7.3464;1.8985;4.1302;10.3998;4.7516;8.8496;11.3441;6.3146;8.2914;8.5836;6.3545;5.9814;3.2045;14.5266;11.5132
1;5.1643;2.3312;7.407;1.7638;4.2324;10.392;4.0521;7.8579;11.2893;6.3841;8.5838;8.6984;6.6594;5.6241;2.9529;14.7026;10.9915
1;4.9332;2.7625;7.496;2.1885;4.0991;10.0781;4.4896;8.6108;11.7607;6.45;9.1827;8.722;6.8207;6.0562;3.3328;14.94;11.4548
1;5.1373;2.084;8.1124;1.8957;4.1497;10.1339;4.2315;9.4974;11.9409;6.7533;9.1992;8.6107;6.5918;5.1176;2.9649;15.0741;10.5787
1;5.025;2.1767;6.2776;1.7011;4.0677;10.1707;4.4315;8.8551;11.6142;6.5251;9.5224;8.4229;6.2933;5.3567;3.1095;15.3015;10.2565
1;4.3965;1.9761;5.6055;1.9122;3.7056;10.6054;4.2241;8.3578;11.4369;6.3984;9.2075;8.2608;6.1458;4.1524;3.6412;15.2592;9.5164
1;4.2531;2.2632;5.5293;1.5367;3.9614;10.5665;3.8418;7.3475;10.6114;6.3538;9.3507;8.3908;5.8719;4.5552;3.1384;13.7703;8.8088
1;3.9477;2.0539;5.1133;2.0069;5.2656;11.7194;3.6717;8.7497;10.4867;6.3916;9.3063;7.9827;5.7638;3.7851;3.9984;14.5399;8.677
1;3.4045;2.2038;4.6829;1.7294;5.3299;11.8423;4.0254;7.9788;10.1992;6.3233;8.8835;8.1293;5.8905;3.688;3.2494;14.0381;7.8441
1;3.3006;2.2587;4.5161;2.0927;6.1325;12.1776;3.6243;8.9216;10.1342;5.9493;7.9952;8.0941;5.3647;3.5551;4.1241;14.672;7.8063
1;3.2739;2.1811;4.3738;2.2512;7.4855;12.3236;3.0197;9.2261;9.7448;6.1226;8.0747;7.8109;5.3461;3.6537;2.9457;13.244;7.7569
1;2.9691;2.0747;4.3314;3.3497;7.3832;11.9125;3.4975;10.9615;10.0548;5.9043;7.5497;7.9924;5.1451;3.8473;3.0174;14.0512;7.4829
1;2.9788;2.2359;4.4822;6.3923;8.4795;11.5598;2.989;11.4818;9.6852;5.8546;7.2518;8.1473;5.129;3.6515;1.9419;13.9573;7.6066
1;3.1508;2.0608;4.9373;8.6705;8.2749;10.7848;2.7967;12.8791;9.313;5.4388;7.0289;7.8931;4.8597;4.0761;1.7625;14.2821;7.3219
1;2.774;1.9087;4.4686;9.6192;9.2581;10.3085;3.3501;13.1186;9.2428;5.5066;6.6285;8.0705;4.7767;4.0574;2.5429;13.3893;7.0281
1;2.4652;2.1022;3.6278;10.8575;9.6399;11.1406;3.5042;12.0055;9.0012;5.5296;6.6997;7.7802;4.7811;3.7155;3.2399;13.9607;7.1319
1;2.4851;2.1194;4.9053;10.6542;9.6584;12.5566;3.2584;13.3888;9.0177;5.2286;7.0468;7.8948;4.3763;2.8718;4.3568;14.0935;6.2892
1;2.9161;2.3369;4.6298;10.9647;9.7175;12.0843;2.9609;14.4209;9.2262;5.4336;7.3173;7.9241;4.1987;2.9966;3.1777;14.071;6.2714
1;3.2971;1.9581;4.2517;10.5275;9.8933;11.2695;2.8427;14.1463;8.6617;5.4581;7.5419;8.1714;3.933;2.7017;4.2006;14.2607;6.0979
1;3.3993;2.138;4.1546;9.6193;9.5549;11.5452;2.9059;14.1281;9.3435;5.2582;7.5276;8.0468;3.7121;2.8734;3.0867;14.2561;6.2008
1;3.5036;2.06;4.6689;8.9413;9.1583;10.8371;2.9644;13.219;9.3981;5.1866;7.5265;8.3279;3.5338;2.9234;4.1064;14.9381;6.3755
1;3.9149;2.152;4.5918;8.5182;8.8876;10.4215;3.3968;14.6792;9.3543;4.9855;7.9026;8.0814;3.5689;2.4265;2.9125;14.2058;5.9635
1;4.2993;2.0422;4.3175;8.2912;8.937;10.4512;3.4547;14.4128;9.1479;5.2825;7.7794;8.1158;3.5295;2.9408;3.7617;14.3758;6.3421
1;4.3794;2.0101;4.1967;7.6027;8.4741;9.7393;3.691;13.1777;9.1806;5.1281;7.8109;8.1524;3.3897;2.3102;3.684;15.1748;5.84
1;4.7163;2.2913;4.115;7.4124;8.1528;9.1872;3.3762;13.3341;8.4277;5.4272;7.8051;8.0953;3.6254;2.9594;4.2192;16.2356;7.4886
1;4.3703;2.6086;4.1932;7.2573;8.3565;8.9996;3.694;12.3424;9.4938;6.3798;7.8734;7.926;3.8318;4.374;7.2789;16.3931;8.9705
1;4.1528;2.9459;4.5196;7.1895;8.1991;8.8722;3.3587;11.8365;9.629;8.2061;7.6309;8.3917;4.5739;5.1544;8.6666;16.9062;9.3725
1;4.234;2.8709;4.4496;7.3853;8.0469;8.6407;3.5152;12.834;10.1873;9.824;7.6557;8.246;5.0502;5.9227;8.1252;17.3217;10.7437
1;4.6975;3.3686;3.4939;6.8872;8.3308;8.0279;3.5571;12.5728;10.3549;10.5011;7.562;8.0448;5.031;5.225;9.8209;17.7773;10.8365
1;4.9364;3.2631;3.9288;7.0724;7.3197;7.6853;3.8149;10.9786;11.0336;10.6622;7.8492;8.1192;5.3798;6.1112;11.211;16.9698;11.0633
1;4.5932;3.7543;4.4843;8.1221;7.6752;7.7266;3.6853;11.695;10.8439;11.0297;7.644;7.8568;5.9517;4.6424;11.9015;17.1369;11.1899
1;4.1964;3.9414;4.6488;8.2096;7.1935;7.1675;3.0974;12.1416;11.8364;10.6504;7.3271;8.2902;6.4622;4.9835;13.4514;17.5011;10.5096
1;4.4484;3.7935;3.7972;7.8508;6.6921;7.3507;3.5423;11.26;12.1545;10.6854;7.3532;8.1827;6.7477;3.4699;12.3137;17.635;11.2236
1;4.8057;4.2034;4.1035;7.7347;6.2176;7.3317;4.2566;10.3853;12.398;10.5647;6.737;8.0578;6.9132;3.0863;13.8914;16.2689;11.1907
1;6.0688;3.847;5.305;8.2432;5.8874;7.2169;3.3702;10.0827;12.6088;10.8544;6.9299;8.0296;7.065;3.5553;13.0558;17.1457;11.3044
1;6.7426;3.8974;6.6668;8.1016;5.4064;7.271;3.3428;9.87;12.6263;10.7384;6.2475;8.3042;6.7291;3.3786;13.7863;16.6817;10.4175
1;6.2028;3.997;7.5623;8.2751;7.2335;7.0345;3.8997;9.558;12.3525;11.0152;6.2379;8.2959;6.2989;4.1359;13.0285;16.6058;9.0129
1;7.3466;5.5809;8.0418;9.8231;8.1168;8.3253;4.1531;9.3925;12.3397;10.839;5.9241;7.8326;5.9288;3.0256;13.1304;15.5233;9.6169
1;8.7348;5.533;7.8328;12.0872;9.1317;9.053;4.0111;10.8668;11.9241;10.1239;6.0686;8.1856;5.6265;3.5799;13.4093;16.4265;9.3576
1;9.057;6.3511;9.0471;12.7405;9.6886;9.5102;3.6763;11.3229;11.4848;9.922;5.9379;7.5923;5.7841;2.6366;12.9026;15.9554;8.7097
1;9.6343;6.8981;9.8838;13.0175;8.7975;9.3776;4.0013;12.519;11.2831;9.8645;6.1873;7.9511;5.4087;2.8741;12.9797;15.9791;8.2313
1;9.5566;6.2863;9.8314;12.6599;8.8521;8.8388;3.5487;13.3188;11.0745;10.0877;6.0203;7.8882;5.1426;2.4569;11.7136;15.2894;8.2427
1;9.29;6.7349;9.2864;12.3201;9.0191;8.6213;3.9208;13.5295;11.4168;9.7964;6.1115;7.832;5.0093;2.3782;11.1037;15.5832;7.6558
1;9.6397;6.7161;8.8272;12.5125;8.1127;8.6585;4.1969;13.9367;10.7178;9.7675;6.2539;7.8986;5.1007;2.2455;8.0903;15.8135;7.4054
1;9.4765;6.8255;8.2625;11.9453;7.5199;8.5137;3.826;14.2903;10.3988;9.5762;5.941;7.7407;5.0559;2.3822;9.5207;15.1499;7.097
1;7.8342;6.8033;8.6137;11.1608;8.3267;8.2018;5.2152;14.0447;10.1746;9.3785;5.9336;7.7687;4.874;2.6461;8.1744;15.2789;5.5684
1;6.8741;6.4123;7.4783;10.5658;8.7516;8.6348;4.6069;13.1352;9.7251;9.0498;6.0581;7.7921;4.981;2.5792;10.1038;15.6765;5.0641
1;6.1558;6.3005;7.2964;9.5175;8.0907;9.1058;4.8543;12.5754;9.4167;8.993;6.075;7.6573;4.9933;2.7916;7.7612;15.2074;5.1631
1;5.5597;6.7329;6.8728;9.3735;7.9038;9.8823;4.9444;11.8371;9.433;8.5379;5.9791;7.6874;4.9407;2.768;9.0882;14.5933;4.6355
1;4.9868;6.172;6.1298;9.1879;8.0405;10.2514;4.8846;10.7961;9.2883;8.3471;6.0087;7.4747;4.7867;2.3132;7.3625;15.2442;5.0809
1;4.6342;6.4289;5.5658;9.1189;6.8065;10.5079;4.9686;10.2739;8.5599;8.673;5.977;7.5067;4.7334;2.7806;8.4609;15.2402;4.9559
1;5.2081;6.3188;5.1075;8.2286;6.1947;9.9463;5.7543;9.4949;8.4357;7.8382;5.6116;7.3234;4.6912;3.1725;7.1933;14.7436;5.0711
1;5.0134;6.1303;5.1075;7.9896;6.094;9.6837;4.9769;9.5183;8.3488;8.1116;5.5981;7.3416;4.6832;3.4073;7.4749;14.6079;5.1416
1;4.8966;6.0575;4.7357;8.4906;5.6922;9.4674;5.7156;9.3245;8.7219;7.7697;5.4842;7.2595;4.6145;3.4407;7.2078;14.8029;4.9754
1;4.8647;5.8535;4.5069;7.6383;5.8074;9.2755;4.8626;8.5319;8.1287;7.1163;5.4401;7.0694;4.5517;3.1057;6.8639;14.7386;4.8564
1;4.7432;4.8519;4.0453;6.7659;5.3589;8.947;4.5152;7.7585;7.8579;7.1884;5.6899;7.2161;4.3407;3.3298;7.4952;13.9049;4.9281
1;5.5047;4.7703;4.6021;6.6049;5.4315;8.4542;4.464;7.8451;7.7988;7.0407;5.1521;7.1588;4.1885;3.0706;6.7052;14.8365;4.6843
1;5.0378;4.5993;3.9044;6.3088;4.9859;8.3475;4.4852;7.7719;7.5611;8.1415;5.1923;7.0861;4.1764;2.837;12.3416;14.2724;4.2958
1;3.9035;5.1121;3.6255;5.5886;5.0427;8.1893;4.8318;7.0497;7.4574;8.1855;5.4622;7.2768;4.0802;3.0102;9.5903;15.2785;4.347
1;4.3191;4.9105;3.555;5.3624;4.6418;8.0872;4.598;6.8519;7.8248;8.2759;5.6804;7.5525;4.4853;2.9833;11.968;14.9076;3.9666
1;3.6171;4.9934;3.6705;5.1249;4.6932;8.149;4.7976;7.3158;8.6726;8.0746;5.9636;6.9011;4.6778;3.184;10.2931;16.6723;4.3037
1;3.7492;5.1242;4.0497;5.1703;4.1242;7.5876;5.2663;6.9633;8.7393;7.8663;6.2627;7.5912;4.7948;2.4993;11.4448;17.3979;3.8364
1;3.5295;4.6936;4.0168;4.3533;4.8927;7.6093;5.6584;6.242;9.5299;7.844;6.6267;7.2356;4.7857;3.2477;9.3274;17.4434;3.8964
1;3.7446;4.7791;3.873;4.3448;4.3303;7.5205;5.8643;6.3099;10.3506;8.1863;6.9283;7.5151;4.8286;3.1705;12.0444;17.0617;3.9406
1;3.9184;5.1214;3.7889;4.0381;4.112;7.545;6.2911;5.913;10.9688;7.786;7.2328;7.4476;4.5748;3.0296;10.1155;18.5273;3.6819
1;4.2655;4.903;4.4523;4.7514;4.9944;7.6275;6.2866;5.7912;10.689;7.7412;6.624;7.551;4.5058;2.9035;13.2804;18.6864;3.4138
1;4.9201;4.9667;4.3852;6.5164;6.8612;8.5027;6.1964;5.4135;10.9538;7.8824;6.6606;7.9989;4.2504;3.3016;10.3602;18.3853;3.254
1;6.8618;4.5139;4.3602;6.849;8.0076;8.6379;6.8177;6.7851;10.9193;8.1797;6.341;8.1063;4.1644;3.2747;12.4235;17.795;3.4231
1;7.695;4.4419;3.8794;7.5359;8.9206;8.9032;7.1627;6.3402;10.9969;8.1451;6.1533;8.5369;4.0849;3.5361;9.2695;18.6837;3.7632
1;7.5222;4.71;4.0602;10.1078;8.6936;8.8448;6.6118;6.3889;11.3947;8.1644;5.6508;8.4663;4.13;3.7375;11.3286;18.1901;3.7774
1;8.1598;4.1223;4.7248;12.0774;8.799;9.9677;6.9293;7.2126;11.4527;7.8745;5.9287;8.4633;3.9194;4.1067;9.0853;17.7263;4.16
1;8.3398;3.865;5.8729;12.3922;8.8537;11.4077;6.2653;8.013;11.5222;7.492;5.8391;8.6994;3.6379;4.1729;10.5025;17.2944;4.3099
1;8.3821;3.9504;6.35;12.2277;8.7874;12.5033;6.9493;7.5796;11.3506;7.1464;5.5039;7.9382;3.5625;4.1111;8.4444;18.122;4.8339
1;8.2504;3.4695;6.8911;12.3154;8.4973;12.4414;8.1368;7.5723;10.9579;6.6818;5.6973;7.8303;3.3581;4.1204;9.2824;17.7859;5.1263
1;8.1098;3.3215;8.1319;11.6699;8.5459;14.0384;8.5249;7.2512;10.8113;6.4624;5.5143;7.4471;3.2416;4.5754;6.8211;17.1729;4.5587
1;7.1888;3.0764;8.9056;11.6228;7.891;14.3936;8.9407;6.6265;10.5469;6.0885;5.7675;7.5983;3.0566;4.8039;7.2029;17.2168;4.9344
1;5.6885;3.4228;9.339;11.6419;8.1089;13.8177;11.3841;6.7303;10.1652;6.6488;5.2861;7.1512;2.9758;4.6277;5.5786;18.0223;5.058
1;5.0123;3.2844;10.2717;11.5276;7.5439;13.0807;12.8783;6.8344;9.7816;7.2516;5.2907;6.8782;2.9328;4.1652;6.3395;17.1847;5.0051
1;4.5328;3.1085;11.7481;11.2081;7.3583;12.6954;12.0938;6.6511;8.8654;7.4031;5.5317;7.0314;2.7121;4.1775;5.9115;16.5538;5.1053
1;4.3557;2.7105;12.1222;10.6108;6.9905;11.8139;13.6694;6.1952;8.2665;7.2983;5.4395;6.8195;2.7245;4.3517;6.0634;16.4245;4.8915
1;3.9664;2.9823;11.6504;9.4512;7.0628;10.9607;13.7067;6.2647;8.3022;7.1341;5.6684;6.6609;2.6507;4.3719;6.0082;17.1276;5.2537
1;3.6811;2.8342;10.5594;9.3432;6.8605;10.5288;12.9275;6.1497;8.1447;6.7977;5.6266;6.4261;2.6157;4.2341;6.3669;17.4324;5.0035
1;3.3402;2.9119;9.8918;8.7396;6.9907;9.9829;11.4961;5.8512;7.9109;7.0669;5.6656;6.4604;2.5827;4.4749;6.065;17.6799;4.6607
1;3.2598;2.8101;8.1592;8.088;6.342;9.6629;10.8318;5.3918;7.4378;6.6048;5.6659;6.5297;2.514;4.0441;6.4948;17.8556;4.5324
1;3.25;2.4937;7.8088;7.8917;5.618;9.1627;10.3962;5.7612;7.6797;6.5498;5.3739;6.3472;2.4152;5.191;5.9213;17.896;4.26
1;3.3016;2.3645;7.6557;6.8234;5.4551;9.0668;9.736;5.7937;7.436;6.8457;5.1962;6.1687;2.3939;4.5652;5.1127;17.7872;4.1136
1;2.9673;2.6266;7.2517;7.3976;5.3107;8.9544;8.9381;5.2614;7.3798;6.7796;5.0058;6.3108;2.5418;5.0146;6.0746;16.1738;4.0067
1;2.8316;2.7683;7.0542;7.1626;4.6967;8.8635;9.3816;5.2771;7.7493;7.2558;5.0918;6.2161;2.5711;4.0859;4.9276;16.7808;3.6732
1;2.8285;2.4026;5.9152;7.0218;5.0729;8.0601;8.8488;5.3779;7.5887;7.4867;5.102;6.0684;2.4319;4.409;5.3442;17.3168;4.0578
1;2.7594;2.3877;5.4231;6.328;4.8751;7.7161;7.9548;4.9561;7.9831;8.4211;5.4694;6.0611;2.4877;10.4133;5.1406;17.9837;6.2197
1;2.6798;2.1347;5.3121;6.3831;5.2426;7.0755;6.9072;5.8928;8.0173;9.3642;5.5112;5.728;2.5662;10.6274;5.7285;16.7042;8.1669
1;2.4678;2.5778;4.8011;6.8601;5.0217;7.5973;6.986;5.5366;8.4288;9.9031;5.4632;5.8345;2.4628;11.1877;4.7596;17.8868;8.8541
1;2.7997;2.5099;5.295;6.3607;5.2941;7.3777;6.1726;6.2186;8.967;10.158;5.1764;5.7213;2.5066;9.4257;5.4952;18.2802;8.6125
1;3.0932;2.3817;5.3321;5.9553;5.6532;6.9163;6.4174;6.2783;9.2812;10.4165;5.1242;5.7863;2.7115;10.924;4.5883;18.371;9.495
1;4.439;2.1323;5.6814;5.8223;5.9733;9.5734;6.2007;5.5828;9.7831;10.7572;5.2146;5.7592;2.6277;8.9126;5.6829;17.4928;10.3935
1;4.7405;2.2626;6.1333;5.6755;7.7977;10.6168;5.43;6.8263;10.8469;10.6374;5.4402;5.5767;2.7948;10.2746;4.98;18.9512;11.58
1;4.3789;1.998;6.8114;5.6689;8.5059;11.9021;6.0298;6.2939;11.3521;10.7218;5.3662;5.6722;3.2066;8.5766;6.1386;19.3602;11.6098
1;4.5776;2.0208;7.4586;5.5827;9.9221;12.1419;5.6305;5.6823;11.0716;10.1097;5.837;5.757;3.2317;9.4689;5.0445;19.4344;11.8124
1;4.9946;2.2955;8.3481;5.1898;10.0305;12.489;8.0426;5.8775;11.2118;9.8222;5.8423;5.6498;4.2673;8.7137;6.2862;18.058;12.443
1;5.2954;2.6039;9.4232;5.5653;10.2341;13.2474;7.6633;5.9658;10.8871;9.438;6.4562;5.5289;5.3254;9.1283;4.7008;18.2287;11.8283
1;6.4102;2.8813;13.2955;5.5515;10.4094;13.8761;8.838;6.4421;10.8608;8.9297;6.6302;5.42;5.4769;9.2164;6.6201;18.1985;11.6852
