odour stim;16/11/2020 Female5;16/10/2020 Female10;17/11/2020 Male10;18/11/2020 Female4;18/11/2020 Male9;19/11/2020 Male5;19/11/2020 Male9;20/11/2020 Male8;23/11/2020 Female4;23/11/2020 Female8;25/11/2020 Female5;16/02/2021 Male4;17/02/2021 Male3
;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V
1;7.9764;10.9433;18.8029;14.1298;4.1485;26.3775;19.5138;17.1866;9.033;5.4682;11.8158;31.9445;18.2819
1;9.6293;10.6771;18.3209;14.4085;4.6393;26.4754;18.7668;15.8546;9.3296;6.1175;12.6227;30.6812;19.2322
1;8.9201;9.29;19.1126;13.9398;4.4154;27.0825;17.3753;15.4681;9.2659;6.5339;12.5731;31.9268;18.6948
1;8.7934;9.5292;19.4624;14.0329;4.2432;25.0092;17.7559;15.1479;9.1716;6.2639;12.6529;32.4155;16.9474
1;7.9615;9.465;18.9253;14.21;4.6571;26.9654;17.8685;14.8314;9.2863;5.4245;12.1045;31.2464;18.4067
1;8.019;8.5315;18.4251;13.4269;4.9298;24.971;16.8642;15.0479;8.9852;7.2196;12.5063;32.6406;17.8599
1;8.589;7.7735;18.6244;12.9751;4.4627;22.8505;17.2584;14.8748;9.5068;7.2093;12.6019;33.393;16.804
1;8.4275;6.9278;18.8344;12.8131;5.2445;21.093;22.7581;15.612;9.6206;7.5954;14.0761;30.3292;15.6069
1;7.5826;5.7172;16.4157;12.9804;5.1075;23.1265;29.1246;15.1657;9.8191;6.9053;15.1962;33.2369;17.5093
1;7.3191;6.6765;14.0632;11.1666;5.1612;19.6421;33.4995;15.78;10.0181;7.0034;13.5537;30.8597;16.3225
1;8.1237;7.4596;13.5278;11.2852;6.1296;20.9441;34.5389;16.9362;9.3376;6.256;13.4446;29.2474;15.6043
1;7.9874;7.4942;11.9613;10.1885;6.564;22.4111;34.231;16.0274;9.8347;7.6227;14.6693;28.8038;15.4188
1;6.9115;7.9339;10.6208;9.9237;7.6475;21.7751;35.7161;14.4884;8.9816;7.9029;15.2026;28.163;15.9629
1;6.9606;9.1531;11.5201;10.0362;7.8678;23.3971;33.8191;15.1174;10.2792;8.1089;15.3671;28.5611;15.0607
1;6.2802;16.1509;17.2284;11.2013;7.2108;25.0102;31.8877;15.6718;11.6321;8.782;18.7678;27.1557;14.0223
1;6.9394;19.7354;22.8314;12.693;8.0165;25.3896;31.7577;15.7123;12.4481;10.0715;20.7334;27.4309;13.3642
1;6.4171;20.8571;21.852;15.6033;9.1265;27.1975;31.2377;16.6593;13.3545;10.0561;21.91;27.7029;12.6006
1;7.1346;20.3104;19.973;17.3879;10.4934;26.2393;36.1603;18.0703;13.9842;11.1894;22.2;28.9813;13.2189
1;8.1014;18.8103;20.2856;19.0353;13.4368;30.0147;34.2915;18.0842;14.4013;9.2771;23.1561;28.3687;12.8616
1;8.365;18.3174;19.7517;19.4623;14.9355;34.1258;34.4384;16.2612;14.6035;11.8841;22.9669;27.1363;13.4357
1;7.9878;19.7421;17.6257;19.7706;15.3854;32.3059;29.031;16.5891;13.6268;14.0089;23.3145;25.93;13.9136
1;7.5333;20.547;15.8454;19.835;15.7847;31.3625;26.5505;16.0849;13.133;17.2055;22.5046;26.6395;14.2364
1;7.0086;19.6361;17.5445;19.4953;14.3635;31.0608;26.198;16.7316;13.4026;18.3343;21.6642;25.3341;14.5638
1;6.196;18.9241;22.6047;19.9421;13.8824;28.4708;27.3976;18.5201;13.831;17.2036;20.3412;26.8453;13.6661
1;5.2326;17.412;23.4728;19.9006;11.5863;28.1506;29.507;17.4631;13.3195;19.4242;19.9229;27.6066;13.0651
1;4.6591;15.3826;22.399;19.5397;12.9055;25.1488;28.469;16.2635;12.8121;19.333;21.8825;27.8815;13.4783
1;4.0585;14.0432;22.3161;18.8707;10.4289;21.649;26.5277;16.5924;10.9787;17.7453;20.6427;27.2283;13.8263
1;3.6398;11.8002;20.9243;18.1188;12.402;23.1608;22.1123;16.21;9.5539;14.1541;17.6079;27.5325;15.6983
1;3.3053;9.9894;18.7631;17.4246;11.2933;25.5349;20.3316;16.4196;9.9423;11.3839;14.47;28.7348;14.7688
1;3.0035;8.8524;20.499;16.3139;11.1665;24.568;20.012;15.1667;9.0406;8.8885;13.4869;29.5998;14.0555
1;2.9255;7.6386;20.604;15.3499;9.7363;22.6605;17.0703;15.8477;9.5228;9.5605;12.8977;28.3254;14.8487
1;2.7252;6.5886;19.5714;14.1756;8.5184;22.1097;16.0702;15.1769;10.1555;9.9916;12.361;26.318;13.9155
1;3.1515;8.3777;18.1191;14.5458;7.018;24.921;14.0186;15.8764;10.0616;9.4872;11.1235;25.6403;12.7046
1;3.1596;8.0541;16.6508;14.1217;5.9934;26.7948;15.6496;14.8752;10.1343;9.7888;10.074;27.5592;13.2095
1;3.221;6.4697;15.2343;14.0762;5.9332;26.8525;16.0347;14.7904;9.0973;11.0516;9.9639;25.4188;12.6393
1;2.6287;6.4907;14.8386;13.7825;5.5189;28.9114;17.1112;15.7479;9.2371;10.2637;9.9084;24.9012;11.5532
1;2.9941;7.2001;14.1363;13.9168;4.9097;27.3562;15.4226;15.4159;9.8193;11.672;10.5479;24.7165;10.9241
1;2.9076;7.5343;13.1715;14.1589;4.8416;26.2145;15.7787;14.5189;9.6223;11.0071;11.005;25.6235;11.1718
1;3.0687;7.4467;12.1861;14.0623;5.1321;26.2107;14.634;13.8238;10.1012;10.6215;9.4819;25.2247;12.1566
1;3.0634;7.3683;10.7187;14.6232;4.9722;24.6527;15.618;14.698;10.8625;10.5785;8.8964;26.8111;11.5389
1;3.1487;6.7684;8.9422;14.3948;5.3473;24.8699;17.339;15.2509;10.6073;9.4022;8.6639;25.6493;11.02
1;3.083;6.5658;8.1351;14.3431;5.7132;24.95;15.8313;15.4347;10.528;8.9757;7.7743;26.8278;11.0131
1;3.8075;6.778;8.0215;13.6027;5.7576;25.543;13.1837;16.252;10.3059;10.6079;8.5633;28.3454;10.2924
1;3.3971;6.7402;9.9449;12.2531;7.9183;26.4682;12.4837;15.4983;11.3113;9.6302;8.8208;29.2934;11.6843
1;3.5215;6.9031;10.1145;11.7556;6.4025;26.5144;13.7046;15.5631;11.5123;8.6015;8.3937;27.8509;11.2551
1;3.7982;7.6068;10.7207;11.2843;5.8282;24.8857;13.685;15.2365;11.8854;7.4842;8.7172;29.0442;11.1692
1;3.3791;10.4733;13.8052;11.0352;5.5704;27.9258;25.4388;17.1868;12.6612;9.9662;9.9863;27.2312;11.9502
1;3.2635;12.8393;19.1272;12.9673;5.0445;30.2369;30.9244;18.1469;13.1892;13.3735;9.9187;28.5379;11.4532
1;3.5646;14.3481;23.1351;12.5009;4.6738;33.2518;31.4703;19.3163;12.9459;15.0223;9.8404;29.271;10.5389
1;3.0029;14.9517;24.6453;15.5415;4.6329;34.7209;34.0208;17.7591;14.3158;14.5261;11.2466;32.8554;10.4223
1;2.7927;15.4949;25.4742;17.4994;4.8949;34.7792;32.9732;19.0464;14.6528;14.6369;11.4839;32.7934;11.9805
1;2.8019;15.8663;23.0952;18.7468;4.853;33.5305;35.3778;20.0284;13.9181;16.506;11.5177;33.276;11.0357
1;3.2501;16.2767;24.0642;18.6009;4.8475;32.2551;33.4287;19.3468;14.0471;14.5569;11.8573;34.0185;10.6418
1;2.9074;16.7955;23.2334;17.5264;4.2522;28.0569;34.252;19.7225;13.6071;14.3858;12.4742;34.0683;11.2214
1;3.0015;17.1278;22.3048;17.3011;4.1395;25.4444;33.8954;18.3557;13.5871;13.9375;13.0347;33.7234;13.307
1;3.5973;15.6545;21.1955;16.3913;4.4797;24.9472;33.7291;19.4414;13.8161;14.9031;12.1527;32.9905;12.2893
1;3.3723;15.5262;19.7707;16.4947;4.5087;22.6307;31.3241;21.1324;13.6406;16.9275;12.408;32.3862;11.419
1;3.3877;15.1094;18.7197;16.9566;3.4627;19.3389;30.888;18.7558;13.792;17.9521;10.8096;31.9366;12.7559
1;2.7061;16.1227;17.9264;16.2133;4.1555;16.0309;30.0579;18.6685;13.2053;18.5615;11.1891;30.2144;11.9863
1;3.0456;14.8024;16.5457;16.4291;4.3454;13.6446;26.0781;17.2557;13.2348;19.7401;10.861;30.5662;11.1885
1;3.2034;14.4375;16.0751;16.7523;4.5851;12.36;21.7924;17.0843;13.9379;16.8706;9.7938;30.1151;10.7593
1;3.3537;13.5129;16.345;17.064;4.1578;10.9877;17.622;17.2245;13.3737;14.6189;9.7981;30.7898;11.2516
1;3.5526;11.9396;17.1002;16.4711;4.8767;9.7559;15.1749;16.9428;12.773;13.842;9.6692;31.1998;13.4165
1;3.6625;11.5336;18.0985;16.3668;5.3287;9.1208;12.331;17.5956;12.1351;13.5453;8.9002;29.3028;13.2614
1;3.3265;10.7469;18.2082;15.6372;6.56;8.6862;13.8291;15.9132;11.5284;12.6785;8.3645;30.156;13.8128
1;3.2666;9.7689;18.4943;16.2949;7.4143;8.7967;13.0718;16.6276;12.3876;12.193;9.0546;30.2531;13.0001
1;3.6875;9.3926;16.8426;16.0379;7.8289;8.3055;12.6387;16.5792;12.2885;11.2371;9.3776;30.141;12.0754
1;3.4795;8.7358;15.6247;16.4302;7.5666;9.1074;12.7804;16.0954;13.897;11.1339;8.4089;29.1838;11.7603
1;3.2972;8.5993;17.03;15.764;9.1835;9.0927;11.9377;16.0629;13.8188;11.6369;8.2734;27.1149;12.9319
1;3.6771;9.3693;16.4975;14.306;8.1403;8.5706;11.9051;16.9354;13.2466;11.5654;7.4049;28.621;12.6908
1;3.3559;10.0717;15.8493;13.3901;9.9367;8.5418;10.6097;16.6627;12.681;10.5879;8.3366;27.4566;13.9901
1;3.2666;9.4661;16.1179;12.8005;9.3634;9.7513;10.2867;16.5818;12.319;9.275;8.3897;28.2709;13.9058
1;3.9639;8.4133;15.7013;12.0482;10.5041;9.6297;10.8743;17.3611;11.8588;9.3676;8.4945;29.3405;14.8356
1;3.9313;7.51;15.553;11.4929;9.1028;10.0423;10.8928;16.8002;11.5067;9.5622;9.0549;27.9878;14.782
1;4.2418;8.04;15.3941;13.0475;10.5183;9.5792;9.6263;17.121;11.4773;9.1215;8.6743;27.2191;14.1165
1;3.6965;7.9162;16.0987;13.4111;10.2209;8.7882;9.0471;17.4951;11.3167;10.4862;9.8709;29.5886;14.8783
1;3.9226;8.167;14.7344;14.538;10.1107;9.0532;9.9904;16.1281;11.1101;9.39;9.0803;29.449;14.8809
1;3.4215;7.9766;14.7509;15.9675;9.8147;9.8833;10.4719;15.9215;10.9997;8.5039;9.7769;28.3257;15.1239
1;3.8342;7.7577;16.8121;16.771;10.447;16.098;10.3612;17.1161;12.1608;9.3897;14.4851;29.9736;14.5301
1;3.499;9.4371;17.1841;17.1246;10.5519;24.3528;13.7288;17.5223;13.3003;9.3966;17.2808;29.9026;13.832
1;4.5275;11.1075;15.3778;16.0483;11.3759;28.6384;20.0694;22.1539;12.9876;9.6364;17.6862;27.7036;15.9065
1;4.2176;12.291;15.9156;15.1118;13.0094;33.2721;27.1845;29.1953;13.2555;9.3082;18.9367;28.2855;17.4159
1;4.1123;13.2262;16.6594;15.3849;13.6038;36.9273;30.0493;33.0854;13.0457;10.4284;19.8765;25.1275;16.5839
1;4.1937;13.5416;15.5028;14.0955;13.5201;35.6258;29.0926;35.5607;12.4354;14.0348;19.5261;23.2181;14.2933
1;4.2916;12.7965;14.8533;14.0006;13.8525;33.3083;28.0381;36.5381;11.2768;15.7963;18.846;23.8713;15.4421
1;4.3474;12.3253;13.8055;16.5127;14.8826;32.3875;27.9351;36.07;11.4368;14.4372;20.0024;24.1762;14.6107
1;3.7875;11.965;11.3808;18.6578;14.4223;32.0358;29.1709;32.4923;10.904;11.9825;19.6406;25.5608;13.3789
1;4.1485;12.2632;10.687;19.1629;15.9113;32.4461;29.2524;30.3536;10.7506;10.2684;19.6953;27.0802;14.379
1;4.2447;11.3563;10.4956;19.4191;14.0872;32.9797;28.3809;28.1287;11.0322;11.99;18.3232;28.0052;15.7621
1;3.9888;9.5497;10.7793;18.563;14.4542;31.0089;28.392;30.3964;11.2582;12.4028;17.9505;27.9135;15.9623
1;4.2532;9.4703;10.1122;18.0243;13.6087;27.7194;29.836;29.8746;11.2099;12.8287;17.2447;28.5408;15.6254
1;4.3384;7.9804;10.5748;15.5428;13.0187;23.3929;27.8337;28.4785;11.2099;12.16;16.5548;29.267;16.5727
1;4.5694;7.0024;10.9891;14.1243;10.6102;22.164;27.171;28.1062;11.3393;12.5545;15.6305;28.7177;15.9429
1;4.8422;6.312;10.7169;12.8124;11.5689;24.2708;28.4465;29.1549;11.5438;13.4016;15.1804;28.4775;17.6315
1;4.603;6.0967;10.6284;12.1107;9.2936;25.7192;30.0669;27.7108;11.99;12.0385;15.7834;31.0951;17.5259
1;4.1227;6.5302;10.9082;12.8289;9.7974;28.2304;31.0168;26.0493;12.0308;11.3626;15.8207;31.1702;21.4001
1;4.5251;6.3153;11.7567;12.0009;10.5181;27.4971;26.2219;26.7648;11.35;12.8085;15.1623;31.1727;22.8894
1;4.8902;6.443;11.727;11.8416;10.5286;24.6225;25.0396;27.8974;11.375;10.9027;15.4748;29.6901;23.252
1;4.8102;5.6571;12.3531;12.3314;9.4307;24.0724;24.3912;27.8314;11.0621;12.704;14.9214;29.7393;22.8246
1;4.2038;5.4878;12.8699;12.6239;9.7238;23.7227;24.1274;26.7681;10.527;13.6087;14.6465;29.9342;22.1753
1;4.4219;5.6823;11.1638;11.9831;9.3164;23.5423;24.6949;25.5206;11.3682;16.7443;14.8198;30.434;22.6271
1;4.3507;6.1105;10.4208;12.6661;8.1794;23.3998;20.6323;25.4115;12.1594;15.7709;14.5168;30.3991;24.1972
1;4.2702;5.346;11.1297;12.0846;7.5752;21.7989;20.089;25.4224;12.0952;19.3369;14.7853;30.6076;22.6001
1;4.4474;4.7483;11.2685;12.429;7.3198;21.3416;17.6769;23.8425;11.7407;18.1298;15.0859;29.663;23.9637
1;4.877;4.2987;12.3595;13.1516;8.6906;23.385;14.6862;23.8549;11.798;18.7247;13.0813;28.0391;25.1365
1;4.7677;4.2314;11.9743;12.6255;8.3316;22.5417;15.9938;25.0369;11.7226;18.7356;13.767;29.435;25.4485
1;4.3517;4.9756;11.6311;11.7609;8.8444;23.9091;16.5341;27.0022;10.9373;19.5485;14.2831;27.8432;22.8006
1;4.2264;5.4226;12.325;11.9381;8.7067;22.6301;15.3719;28.3446;10.5185;18.5448;13.697;27.2347;23.0959
1;3.9374;5.798;12.5052;11.9038;9.2652;25.2221;15.6595;27.6866;10.4835;18.2314;14.9392;26.1949;23.8519
1;3.7684;5.3422;12.1797;12.5711;9.638;25.8613;15.1469;26.6281;10.7805;17.1593;14.4368;25.4897;23.3542
1;3.7615;7.7278;15.5437;11.8283;11.5997;30.8095;13.3857;24.8883;10.9968;16.6849;15.7517;24.6406;24.4828
1;3.5515;11.5343;18.5687;13.6638;10.2642;34.8231;13.8023;25.3266;10.64;17.0267;16.5355;24.5529;22.383
1;3.6891;15.2075;19.5824;12.6921;11.191;35.0587;13.5084;25.7125;10.6389;16.98;15.8156;25.3724;21.9092
1;3.7296;16.4692;18.718;13.7233;13.3754;32.8577;13.9148;25.1667;10.3598;13.7895;15.9747;24.4141;22.6317
1;3.5578;17.5978;20.2603;13.8403;16.2435;32.8896;12.8504;26.3653;10.1308;11.402;17.3968;25.0773;20.1141
1;3.6119;16.6011;22.5312;12.7267;16.0967;32.2296;12.1892;27.4146;9.4087;10.5432;19.794;25.866;18.7315
1;3.3406;16.8619;22.3588;11.4764;16.5145;35.1375;10.6879;26.9627;9.7857;10.5189;19.9078;26.7221;20.0556
1;3.3319;17.3203;21.9325;11.091;15.1081;34.6476;11.8749;26.6657;10.184;9.8536;18.2496;26.4953;17.9783
1;3.5546;16.6444;22.9918;11.0407;14.9027;34.4817;11.8244;26.2913;10.3259;8.3758;18.6743;27.0495;17.986
1;4.678;16.8025;23.962;11.3591;12.7833;34.4208;12.9418;25.6324;10.1308;9.8591;16.9324;26.7506;18.8393
1;4.9039;16.0995;24.7351;11.1095;10.8624;32.7194;12.3293;25.4078;10.0131;11.0819;17.2226;25.8952;18.4043
1;4.8088;15.0419;21.9061;9.8115;9.295;29.2433;14.4171;24.5061;9.3979;11.7585;15.876;25.1593;19.3645
1;4.9386;14.7064;23.5348;8.75;7.5024;26.7099;12.7763;24.6562;9.2264;11.437;15.2149;25.0669;18.1631
1;4.7956;13.3383;22.5815;7.9948;7.3714;26.2564;14.14;24.7993;9.0798;11.6717;13.6113;25.0552;18.8752
1;5.1965;11.6681;22.1413;7.048;6.9243;26.8107;13.3072;24.8187;8.3127;10.6596;13.5876;24.1525;19.566
1;5.6243;10.2516;20.2842;8.1689;6.8241;25.5272;13.3348;25.3734;8.6314;9.1013;15.2355;23.1801;17.5595
1;6.2868;9.6774;19.9483;8.0054;6.3063;23.8327;14.3462;24.326;9.1285;7.7509;14.1055;23.5471;18.9108
1;7.1462;9.511;21.3694;7.8917;7.0104;24.4453;15.9489;24.3142;8.8122;9.2913;14.4067;22.7783;18.2252
1;6.5872;9.8681;19.529;8.2054;6.8263;21.3804;16.8393;23.5848;9.2344;9.2014;13.6149;23.7802;17.7523
1;6.9279;10.7147;17.5618;8.1683;6.6263;20.1657;16.031;22.7718;8.4801;11.3039;14.2578;21.9858;17.5611
1;7.0257;12.2144;17.9873;8.6362;5.6661;21.2175;19.1757;23.1387;9.7183;12.0126;14.6592;21.3129;17.099
1;7.0758;12.5339;18.8664;8.3954;6.3232;21.0817;19.8804;22.9471;10.2733;11.4398;14.9979;21.9761;17.4063
1;7.1638;12.8433;18.1945;7.2312;6.6752;20.1038;21.3681;24.0391;9.9403;12.3702;14.9369;22.0141;16.942
1;7.4613;11.9173;20.0084;7.3778;6.2363;19.9851;23.3934;25.7798;9.4345;13.7338;13.9936;21.4957;18.0244
1;7.9233;11.9588;19.6195;8.7281;7.0788;19.8598;19.219;24.9103;10.1028;14.2766;12.4121;22.3642;17.2779
1;8.3404;11.5089;20.7355;10.9459;5.8899;19.337;19.8818;25.5043;10.2923;14.2892;11.0416;22.3249;16.9909
1;8.7499;11.577;21.417;12.6759;6.3089;17.2603;18.2424;22.4344;10.1375;15.0484;9.6963;23.8501;18.3851
1;8.6943;11.8708;21.8752;13.6028;4.9957;14.743;18.718;21.7931;9.2712;15.2497;9.4466;22.136;18.7901
1;8.2343;12.5672;20.2635;14.3891;6.4876;12.0695;19.9012;20.7728;10.8739;17.6652;8.6177;23.2287;18.7933
1;7.9523;13.1575;20.0385;16.6386;5.4848;13.0969;20.3159;20.3759;10.725;16.4703;8.5485;23.6929;17.6475
1;7.4548;12.0809;19.412;16.7981;7.1852;11.5641;19.3746;19.2521;10.9058;16.9438;7.9575;22.7429;18.7813
1;8.079;11.0951;17.6241;16.279;6.7208;14.9029;21.3467;20.0107;11.8591;15.1599;7.9918;21.0048;20.8371
1;7.5919;13.2962;22.495;16.2056;6.7633;19.9425;26.1793;21.9378;11.897;18.5239;8.9662;18.4708;19.233
1;7.9965;15.2235;23.6374;16.0982;6.8293;27.1002;32.6408;25.1549;10.8325;17.8954;9.4172;16.164;20.0235
1;9.2027;15.9904;23.9603;15.7628;4.8324;32.452;36.2166;27.8872;10.891;18.7077;10.3132;14.1643;19.0109
1;9.5692;15.2711;24.3356;17.0634;5.1068;32.9819;36.9033;29.4442;10.5204;19.2081;9.2828;15.8565;18.8618
1;9.9801;12.9442;22.9589;18.0439;4.1701;35.0712;36.0815;31.7249;10.1109;17.0809;8.9729;16.9204;18.3714
1;9.6941;11.4468;23.4253;18.5176;5.3503;33.1295;35.7537;30.2606;9.3177;15.3569;9.4859;18.7148;19.41
1;9.7782;11.8274;23.4508;18.0894;4.609;31.5323;35.3502;28.5897;9.7798;13.8511;9.108;19.7312;19.8258
1;9.7091;12.6845;23.3627;16.3781;5.2785;32.3053;35.5094;28.7271;10.3137;13.4208;8.9424;21.7499;19.7155
1;9.4378;11.5406;19.9971;16.154;5.8961;32.248;34.927;29.073;10.6544;11.7366;10.0569;21.875;18.6307
1;9.2493;10.4434;19.0071;14.8443;5.6624;33.067;35.1156;28.9164;10.0473;12.4348;13.4646;22.9681;19.9854
1;8.2678;9.5384;18.8405;15.8907;5.5748;33.5159;30.261;28.9827;9.6918;12.1736;14.9286;23.5129;20.1471
1;7.8312;9.8725;19.3124;15.138;6.2455;34.8859;26.2328;28.1749;9.912;11.9611;13.8902;25.0475;19.0201
1;7.1205;9.3461;18.2465;14.3665;6.4784;34.1812;20.9322;26.7294;9.6848;11.1672;13.223;23.4256;19.6552
1;7.4011;8.0384;16.1826;13.2339;6.6404;31.8027;22.4767;23.1589;9.3246;9.6404;12.5692;21.8333;17.7774
1;6.6967;7.5548;13.6372;13.7789;6.5718;29.8147;21.6003;21.0935;9.0053;7.1773;11.9624;20.8312;19.4062
1;5.9921;7.8709;11.5912;13.8977;6.207;27.6851;21.2781;18.1086;9.0671;6.4869;11.3462;19.0228;18.6516
1;6.1579;8.128;12.3533;13.7834;5.1255;25.5199;20.9959;17.3803;9.3523;5.2787;11.8744;17.967;21.4888
1;5.4812;7.2858;11.6727;13.7386;5.142;23.0942;19.8354;16.6456;8.2247;4.5227;11.2711;16.04;21.4237
1;4.7348;6.9266;11.1049;14.3149;5.3984;23.3621;20.7561;17.2781;7.9647;4.0627;10.7107;15.3887;21.812
1;4.5674;6.138;10.4425;13.4515;5.2814;24.6463;19.6317;15.5092;8.0211;3.8407;10.977;15.384;21.1477
1;3.9749;6.6462;11.281;13.4316;6.3092;23.0257;17.0212;16.5621;8.1787;3.6704;10.069;14.7853;21.2945
1;4.018;6.6303;11.9324;13.6246;6.247;21.2524;18.9423;17.2018;8.1573;3.5801;10.8943;14.1348;21.6747
1;4.1873;6.4744;11.5823;14.2035;6.2993;20.9954;19.1227;16.4918;8.8708;3.9873;10.5551;13.4895;20.6693
1;4.3321;6.7533;12.66;13.8553;6.2082;19.693;19.7434;17.1708;9.8447;4.4908;11.0828;14.1185;20.6409
1;4.4017;6.6868;12.2029;13.1968;6.4035;18.5985;19.3073;17.8147;10.3661;4.8894;11.0792;12.5045;20.1058
0;4.7691;7.0031;11.0964;12.7558;7.005;18.3276;18.8428;18.4197;10.9831;5.7571;12.0704;12.2507;19.945
0;5.0115;7.2214;10.6328;12.6058;6.8959;16.1716;18.0909;18.5952;11.1742;6.2505;12.2432;12.0831;20.0537
0;5.2877;6.7582;10.9671;13.2176;6.6051;13.5467;16.8223;17.6526;11.9886;7.9013;13.4923;11.8148;19.3682
0;5.0826;7.0084;11.6132;11.6468;6.2665;13.1168;16.7589;17.2622;12.2655;7.2052;12.8613;10.3911;19.846
0;4.8073;7.0017;12.439;11.5492;6.7097;12.7511;17.8074;17.1276;12.5159;7.3384;12.7121;10.6492;18.5094
0;5.0629;7.5265;12.9362;13.8909;6.6479;11.9878;19.331;15.9969;11.9852;5.8676;14.2908;10.3344;20.1745
0;4.7444;7.53;12.7738;14.8797;8.5777;13.4353;18.4581;17.8992;11.5238;4.9955;15.4067;9.6484;20.0363
0;4.892;7.7972;13.8648;14.6383;6.7066;12.3092;19.1903;18.5698;11.5035;5.6067;16.0352;9.7507;19.3431
0;4.8419;7.6262;11.7027;13.5798;7.4308;11.2443;20.6794;17.8205;11.8924;5.6918;14.4415;10.1915;17.7645
0;4.4242;7.0254;11.1164;11.7444;6.5894;10.8793;21.9863;18.5941;11.8122;6.3049;14.4056;9.9269;17.2359
0;3.7652;7.3407;10.7173;10.3182;5.9474;10.294;21.4188;18.4535;11.1697;7.7222;15.5198;9.0366;18.8866
0;3.9271;7.3636;9.5701;9.3878;6.6885;9.8652;21.0925;17.9152;11.7145;8.2528;15.9245;9.0279;18.8682
0;3.8599;7.0003;10.2337;8.6397;7.7552;8.6065;21.9608;19.9653;12.2512;9.74;15.2515;10.21;18.8238
0;3.9882;7.158;11.9037;7.9364;7.1363;8.0372;21.3073;21.2551;13.4524;9.0424;14.6542;9.8835;22.2787
0;4.7611;6.8403;10.2174;9.0595;6.3133;8.2032;19.2334;21.7886;13.0869;9.4472;14.9751;9.4009;28.108
0;4.7288;6.5909;9.5713;9.4136;7.2618;7.9836;17.4235;21.5671;12.1723;9.4399;16.1873;9.3004;33.7829
0;5.8635;6.2072;8.0948;8.7128;7.7231;8.9053;15.7879;21.532;12.29;9.674;13.7467;9.2305;36.6414
0;6.0816;5.1518;8.2579;9.4107;7.8987;9.6363;14.1476;19.986;12.292;11.2096;13.8034;9.0528;40.4441
0;5.5074;5.9881;9.4687;9.4236;7.2081;9.1394;12.8736;17.0927;12.648;12.09;13.6516;9.4517;43.3282
0;5.8743;6.0379;11.0724;10.1409;7.9868;8.5482;10.9094;14.6693;12.9552;11.9121;12.7906;9.4127;43.2975
0;6.0816;5.7732;11.6011;10.7903;6.9702;8.0171;12.1715;12.49;12.316;12.1388;13.6993;8.6383;47.8218
0;6.1567;5.9109;10.3717;10.7187;6.761;8.3205;13.5441;12.1823;12.0672;12.1041;12.9256;8.6823;49.0681
0;6.1111;6.067;11.7736;10.0811;4.6435;8.4765;12.8793;11.0179;10.933;11.4063;14.2446;8.3883;49.2958
0;5.8216;6.3418;12.7342;9.2068;5.5649;9.2822;12.9675;11.8943;11.1892;12.4371;14.623;9.9108;53.4611
0;6.2471;5.8486;12.4438;7.8902;5.1221;8.754;11.902;12.0999;11.2621;12.8543;13.9054;9.0772;55.1435
0;5.9014;5.6191;8.3383;7.5272;6.0765;9.8311;9.4634;12.1803;10.4324;10.2031;14.091;9.039;54.9609
0;5.8177;5.7624;8.7035;7.9397;7.3099;9.21;9.6865;12.5941;10.6678;10.2207;13.7709;8.7853;55.8132
0;5.0884;5.5364;8.74;7.6274;7.8087;8.5705;10.4701;13.7355;10.8373;9.4282;14.0976;8.457;56.7545
0;4.2001;6.1425;11.3128;6.7327;9.2907;8.8759;10.3658;13.544;10.5497;9.5299;14.0841;8.3577;56.1291
0;4.2659;5.9771;14.1396;7.8446;9.3743;8.3474;11.5008;12.8039;10.6385;7.4848;12.4483;8.7156;57.9575
0;4.1974;5.6857;14.6783;7.9507;10.1943;8.8993;12.2937;12.4616;10.3455;5.8319;12.0933;9.0043;58.8382
0;4.3492;6.2437;13.3044;7.9904;8.8522;9.4174;12.5765;13.9575;10.3015;5.3353;12.383;9.2033;62.5974
0;4.1865;6.1899;12.6588;7.3244;8.3849;9.8423;11.0577;13.0896;11.5353;5.1442;11.9923;9.7607;62.2086
0;4.3998;6.6287;12.4339;6.8322;8.1939;9.0548;11.4674;13.3548;10.8568;4.5859;12.8255;9.071;62.486
0;4.1933;7.2373;10.7154;6.1814;8.9823;9.164;12.9994;14.6931;11.0207;5.0231;12.2177;10.1901;64.0049
0;3.8361;6.9924;11.859;6.8818;7.8671;10.2299;13.2224;15.0748;11.1085;5.4376;12.9913;10.9753;64.1944
0;3.7901;6.9589;10.3999;7.357;8.1676;10.1952;12.6519;13.7387;11.9546;4.4173;13.7933;10.2315;67.3991
0;4.1787;7.2851;10.298;6.727;8.6829;11.0799;11.8609;13.4928;11.5692;4.5778;13.8671;10.1335;65.2432
0;3.9824;7.6667;16.7593;7.4807;9.9697;11.4518;11.7772;13.3866;12.4962;4.8231;14.1384;10.0814;60.2905
0;3.6375;7.9872;19.8918;7.8932;10.3231;11.8747;11.1279;12.312;12.4103;4.4911;13.9707;10.6622;57.5915
0;3.3707;8.3327;20.3112;8.7699;9.651;10.4668;11.7978;13.9113;11.3789;4.6617;13.9294;9.9846;57.5715
0;4.0493;8.3727;21.1539;7.6973;10.5094;11.8236;12.782;12.9704;10.8737;4.943;13.3631;11.1469;56.3745
