odour stim;16/11/2020 Female5;16/10/2020 Female10;17/11/2020 Male10;18/11/2020 Female4;18/11/2020 Male9;19/11/2020 Male5;19/11/2020 Male9;20/11/2020 Male8;23/11/2020 Female4;23/11/2020 Female8;25/11/2020 Female5;16/02/2021 Male4;17/02/2021 Male3
;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V
5;9.7621;21.587;30.6955;20.6945;10.8385;11.788;5.3297;29.1152;9.9333;17.8087;23.1945;29.798;19.2732
5;11.4388;22.0829;30.4602;20.4973;9.3129;12.593;4.3853;31.4174;10.2698;19.5263;23.12;30.1058;20.8948
5;12.6143;21.9704;27.5335;20.6016;10.288;14.7799;3.5508;32.1894;9.8303;17.0098;23.4045;30.886;20.7502
5;12.3334;22.8294;24.016;20.73;8.8317;17.9598;3.9218;36.7129;9.5055;14.7024;23.5982;32.3587;20.724
5;12.2648;23.2004;23.3277;20.7964;7.8494;22.1;4.3888;36.4457;10.5937;15.0863;22.6281;33.3216;19.4305
5;12.0975;22.5554;21.5493;20.1642;7.5418;24.7801;4.1755;34.8945;10.7979;17.7864;19.2849;33.4836;20.9611
5;12.6888;21.9583;20.8944;19.6327;7.5004;24.6855;3.7846;31.4121;10.0145;17.2518;16.5011;30.9593;21.5012
5;12.2078;21.5536;21.9787;18.9973;7.9638;24.874;3.5739;32.7948;9.8483;16.8047;13.7079;28.936;21.2603
5;11.3339;21.5561;21.2719;17.3678;8.6829;30.7347;3.9603;33.3631;8.8377;17.4219;12.556;27.7154;19.1948
5;10.0437;22.509;20.0448;16.882;9.0816;27.1059;2.5489;29.703;7.9745;13.8222;11.6517;26.5664;19.1507
5;10.4327;21.1835;17.8391;17.1827;8.7812;26.5825;3.7404;25.2748;7.9484;14.9096;10.5925;25.9296;18.1515
5;9.4585;19.478;19.1687;17.2582;9.0734;27.9502;4.5853;23.6841;7.7907;13.5646;9.7182;27.7118;20.6088
5;8.1098;19.4107;20.43;16.75;8.4656;27.457;4.3966;25.6769;7.2961;15.5994;9.1575;28.6732;19.3564
5;7.6924;18.4096;20.3949;16.2973;9.208;25.9638;4.1006;27.3304;6.9903;12.9862;9.2306;28.4338;18.2575
5;7.2386;16.8959;20.2631;16.8075;9.8573;24.5465;3.8735;27.5471;6.5368;13.6463;9.2189;27.4455;19.1276
5;6.6928;16.2672;18.759;16.2901;9.8419;25.315;3.9605;28.1051;6.4782;12.168;8.5567;27.7243;19.9467
5;6.5226;14.7793;21.2432;15.6207;8.907;25.4177;4.6097;29.5115;6.4438;10.6491;8.9936;29.4586;21.751
5;5.9554;14.5573;22.1514;16.4589;9.8265;26.9945;4.7074;31.1985;7.0685;9.7948;9.2652;29.1452;20.4779
5;5.899;13.5225;18.1035;15.5261;8.458;28.5577;5.4703;30.6835;6.8406;10.3196;10.0776;28.2856;18.3014
5;6.2313;13.3329;18.2858;15.5607;8.3822;30.1007;5.4707;32.347;7.6969;9.4371;9.7788;28.8854;18.2443
5;6.3592;12.7067;18.0382;15.5179;6.9251;29.5378;5.1416;34.0207;7.6429;9.2128;9.5482;28.8142;17.5256
5;6.263;11.0157;19.6;14.3858;7.1707;30.0641;5.5852;35.1361;7.1969;7.924;9.0846;26.5872;16.0946
5;6.2347;11.6789;22.7564;12.2859;5.8206;28.7852;5.888;32.6049;6.9781;9.6803;8.483;27.8533;17.0846
5;6.087;12.4103;23.4813;10.3773;6.7101;25.7923;5.2044;32.9992;7.3062;9.8014;8.4321;28.6492;17.5799
5;6.4213;13.3851;23.4854;8.792;7.1319;25.8133;5.0703;32.7701;7.0319;9.8462;8.9225;24.987;18.9265
1;6.1675;13.3231;18.584;7.2718;8.3311;27.3352;5.1552;32.4203;7.6937;9.4344;8.9594;24.2342;18.863
1;5.9901;13.2982;23.2536;6.4939;7.1925;24.7985;4.9274;33.7091;7.8327;9.1724;8.3943;20.9685;20.5266
1;5.9448;14.0375;24.3468;5.4779;7.6662;26.5534;4.7383;33.2614;7.6183;10.459;8.4539;17.6546;19.7561
1;5.7649;14.4888;23.6366;5.1146;8.5615;29.0513;5.0286;35.3913;7.7639;11.3001;7.8012;17.5916;19.3163
1;6.1256;14.3062;24.0493;5.7064;9.613;31.2556;5.7783;35.4326;8.0843;12.325;7.7711;15.8114;19.4469
1;7.9096;18.6242;26.4338;12.5868;9.5904;37.5011;6.0663;34.9493;8.3488;17.9695;12.4188;13.1695;20.3709
1;8.3114;20.575;27.0084;16.4695;10.0399;39.1386;7.1623;34.4669;8.6449;19.029;14.5628;13.1294;19.6576
1;7.3991;20.4033;25.0239;18.566;9.6619;40.4271;6.0653;33.0488;8.5285;15.9477;16.2757;13.1864;19.9336
1;6.9237;18.7246;23.6318;19.6487;8.5177;36.9229;10.9385;34.2109;8.761;13.2072;17.4676;12.3658;19.1323
1;7.5965;21.0573;24.8829;20.5696;8.0111;38.6041;21.4066;34.0502;8.7589;10.6725;18.1023;13.4828;20.4198
1;7.0654;23.1407;26.7433;19.0099;7.0894;37.9561;27.7221;33.5352;8.83;9.2618;19.065;12.5901;21.3515
1;6.9535;22.291;26.0153;20.0054;6.5858;37.6136;30.7095;32.2989;8.4877;8.9855;16.4095;11.6834;21.7904
1;8.1327;20.532;24.8662;20.826;6.5116;34.7648;32.3033;30.9525;8.6367;9.3006;17.7789;13.7553;22.2153
1;8.7849;18.2161;20.043;19.085;7.5021;36.5394;33.533;30.0717;8.6498;12.1038;18.8113;14.1944;19.5672
1;8.8319;18.6656;15.9478;17.6762;6.7369;39.3206;34.2261;30.3319;8.6825;17.8018;17.3023;13.6778;19.3795
1;8.015;19.0281;12.8856;17.8117;7.889;39.2857;33.551;30.8548;8.5492;17.4045;16.045;13.459;20.7275
1;7.7841;17.9087;13.305;16.3225;6.496;38.6648;29.513;29.9987;7.692;17.6895;16.1344;13.1152;21.9973
1;7.8439;16.694;13.3653;15.0666;6.128;35.6102;26.857;27.6157;7.3597;15.0073;15.6014;12.5627;20.2755
1;7.2768;14.4118;13.7838;12.8462;5.0403;33.0948;24.3252;24.2163;7.5725;14.6414;14.0419;12.0727;17.9009
1;6.6857;13.2133;14.3301;12.1621;6.3964;31.2026;25.3933;25.2196;7.8248;12.6676;13.3941;12.1883;18.514
1;6.1681;11.7455;15.145;13.3123;5.6869;30.3004;25.4722;25.7403;7.56;13.9394;13.3802;11.6812;18.8798
1;6.4464;11.4656;14.6834;14.2551;6.478;30.2395;24.4922;25.7518;7.6437;13.2261;13.7923;11.2017;20.2746
1;6.5256;11.2313;14.9699;13.5204;5.2928;30.222;22.8127;25.8292;7.9947;13.9676;14.6012;11.6722;19.5919
1;6.7147;11.3481;14.6063;13.1606;5.7253;28.985;21.8481;25.7546;8.3243;10.8914;13.3806;11.7618;24.2255
1;7.7116;10.5361;15.3337;12.4516;4.9983;31.1576;20.1719;28.1162;7.7391;9.9234;13.433;10.9422;32.7596
1;8.5246;10.138;14.3609;11.9852;4.4329;28.0157;20.9673;28.8467;7.8153;8.828;12.1462;10.7343;37.4633
1;8.888;10.4844;16.3486;12.1859;6.0738;23.8888;20.1069;29.69;8.0614;9.2991;10.7933;11.2002;40.0801
1;8.83;11.4958;16.2839;12.4497;4.9899;19.9302;18.8294;30.8704;7.5755;10.7677;10.5301;11.0968;42.6781
1;8.8603;11.2305;17.8644;12.4119;5.3822;15.821;19.1156;30.8739;7.1758;11.0349;12.4504;11.7678;45.8405
1;8.5327;11.243;15.7562;11.8183;5.9808;16.9271;19.8775;29.7184;8.5863;10.5735;10.8727;11.4209;51.3943
1;8.4588;10.3837;15.947;10.416;6.2363;14.5659;20.1182;29.7502;7.7234;11.4694;10.4652;12.1158;52.4994
1;8.9146;10.8477;17.3568;9.9545;6.0967;13.8638;18.4293;28.7679;7.639;9.1703;9.5747;12.362;53.536
1;9.2551;10.9342;17.5426;9.6542;6.6842;15.6454;18.1106;28.3354;8.3028;9.9115;10.0442;11.6064;58.6726
1;8.9462;11.6419;15.1622;8.6021;6.8142;15.6375;20.4077;26.196;8.0472;11.3667;10.4421;11.4701;57.4422
1;8.5137;11.4412;15.5664;8.4629;6.6844;15.8001;19.5771;25.8932;8.2993;12.5834;8.8164;12.4996;64.4476
1;7.4716;11.4261;16.335;8.5087;5.0192;13.71;17.9166;24.6323;7.792;11.9617;9.1137;12.1427;65.6886
1;8.0728;12.0694;15.6512;9.8921;6.6922;14.3823;17.7901;22.8832;7.8944;13.3257;9.5411;11.062;65.8487
1;8.6573;14.3771;19.7131;12.4619;6.1373;23.7535;21.8069;25.4154;9.3606;14.8805;9.7955;10.6996;73.6142
1;9.0586;15.707;23.4674;14.1404;7.7967;33.6123;26.9109;24.4176;10.3557;17.0599;10.8584;11.5102;77.584
1;9.7098;17.0273;24.8178;15.7288;5.7897;32.9783;24.6291;25.2161;9.4832;16.8671;12.2055;11.7582;71.3704
1;9.1164;18.3844;22.6719;18.8497;5.4399;37.5062;21.9355;26.7785;9.2921;15.1533;12.7843;11.1236;63.2451
1;9.7355;19.4819;21.4273;19.3895;5.7833;35.2082;23.5213;32.4938;9.2513;17.5193;12.8315;11.0786;59.9596
1;10.0939;20.7786;21.5752;19.7641;8.4402;40.9636;23.1694;36.3902;9.18;19.5611;13.5363;11.0885;71.8212
1;11.5743;21.5929;22.901;19.3131;9.247;41.1042;24.0645;37.7596;9.3521;20.9138;12.7397;11.6377;82.4077
1;11.6352;20.7235;23.8177;19.4735;10.4842;42.6801;28.3279;36.703;8.6101;21.015;10.6184;13.2241;88.9058
1;10.5676;21.0402;24.4926;18.4843;10.4389;42.1099;28.018;31.9447;8.6915;21.2745;12.8401;12.9762;88.0979
1;9.7613;20.3978;24.1429;18.763;7.2956;42.8069;28.7622;34.2984;9.3235;17.9923;13.4986;12.0195;87.3608
1;8.8558;18.2682;21.9113;19.0158;7.4244;39.0725;26.7587;34.1497;10.6324;17.4063;15.1438;12.3621;88.5199
1;8.3957;15.8724;19.4088;17.758;8.287;39.2974;23.98;33.1651;11.2368;17.1971;14.725;11.591;83.9874
1;7.9357;13.3155;16.0413;14.8219;8.3462;35.6328;19.1603;32.5936;11.6357;16.2538;14.5465;11.4242;79.2841
1;7.4935;11.0186;14.798;14.6576;7.6379;33.4737;17.294;30.351;13.4798;15.7651;14.7407;11.1111;75.3732
1;8.2627;9.3592;12.1101;14.6555;7.4306;33.1241;16.4269;28.3804;13.7834;15.2578;15.6023;11.7305;70.4148
1;7.9519;8.5355;12.6125;15.1056;5.4762;32.5063;16.259;28.4955;15.7901;15.8288;16.6084;10.6103;67.1024
1;7.3554;7.4228;12.3198;15.9758;5.9784;33.5967;17.2093;27.1178;15.9817;18.8961;16.3746;10.6459;64.2753
1;7.7578;7.1573;13.8203;15.9549;5.4562;30.7045;17.112;24.7774;16.5184;16.2282;16.4993;10.8151;64.816
1;7.5184;7.7764;14.4851;14.509;4.4749;32.256;16.7707;21.8356;15.0946;16.0291;15.3507;11.5722;67.3455
1;6.921;7.678;15.2398;14.5742;5.1583;32.9145;16.4323;20.3536;15.0687;14.7605;14.6159;10.6778;68.5648
1;6.1698;7.2259;16.138;14.8798;3.9218;32.05;15.157;18.1323;14.4683;15.539;14.8836;10.8222;70.9596
1;6.5757;7.1322;14.7481;15.1364;3.7701;29.4978;13.3424;15.974;14.5459;15.1351;13.6718;9.8778;66.6823
1;7.4627;7.6273;16.1316;14.48;3.6861;29.8147;11.6478;17.2643;14.092;16.6838;13.2557;10.7256;67.9009
1;7.1674;7.1014;16.7712;14.1881;3.5685;29.7168;13.7911;17.7555;13.9704;16.8318;12.1958;11.3092;71.1031
1;8.1647;7.0949;16.6568;13.9879;2.758;28.9545;12.7456;19.3795;13.1403;16.2027;12.6809;11.35;71.4561
1;8.0256;7.181;15.6678;14.3803;2.9765;28.1303;11.4573;19.928;13.2231;16.498;12.8918;10.5844;75.8651
1;7.4311;7.5173;15.3559;12.88;2.4172;28.0036;13.1148;21.7829;16.0746;17.1519;12.014;10.3133;73.2284
1;7.0154;7.6936;14.3283;11.7014;2.8884;26.6309;15.1616;22.5548;18.1873;17.1572;12.7832;10.2263;76.9923
1;6.6956;7.5412;13.2093;12.3511;2.9995;25.2161;16.4967;22.6067;17.1309;19.094;11.8068;10.7768;76.8771
1;7.5645;8.4834;12.9151;11.683;3.1986;27.5508;17.6941;22.6482;16.3907;20.8586;12.4658;10.1213;74.1209
1;6.7198;6.9333;13.5477;12.1119;3.4123;24.2451;16.4162;22.4615;16.2991;19.7035;12.2514;9.5433;69.8637
1;6.333;7.2503;14.4322;11.2254;3.9434;26.4334;16.4467;22.9889;15.694;15.8131;13.3256;9.6157;68.105
1;6.3603;10.0781;17.653;12.1424;4.9844;25.7847;17.8011;24.4075;15.9188;13.023;15.4211;10.5802;69.9633
1;5.4172;15.4481;21.4863;12.854;4.1105;27.4081;23.1419;25.9225;18.0762;14.3667;19.3543;10.9916;80.8394
1;6.7735;17.2117;24.9609;12.6156;4.726;28.0167;23.4166;25.99;17.6557;15.8022;20.4806;11.4048;85.8376
1;6.7278;17.8546;28.125;12.6582;4.6685;33.4445;24.7513;29.7098;16.9192;14.0855;17.7237;13.3453;86.8445
1;7.1544;17.4428;28.0321;13.7433;5.4498;37.9426;27.9711;33.9656;15.6765;11.9341;17.11;13.4591;86.3139
1;6.8047;17.1464;27.4189;15.0118;5.496;38.218;25.5429;34.4093;15.5404;12.3657;17.9724;14.5556;86.6678
1;7.082;16.7233;28.3582;15.7076;6.7402;38.3381;20.6631;34.083;16.4258;10.685;18.594;14.2242;82.3356
1;7.6788;16.1619;30.1403;15.5784;6.0386;38.6907;20.0514;31.5796;17.6194;8.9089;17.1435;13.8493;76.1477
1;6.5431;16.7883;30.7076;17.5906;6.0442;37.3704;21.0686;28.5762;18.029;8.2828;14.9469;13.5811;72.9124
1;7.0432;18.4901;29.9986;16.6657;6.4711;38.6299;19.351;28.5113;17.7946;8.5806;12.3319;13.1768;72.1588
1;7.2241;19.3768;28.3773;15.6604;6.8701;39.0646;17.6781;29.3768;16.7561;7.251;11.0166;12.6516;77.7019
1;6.3319;18.9326;25.3466;14.9563;6.5719;38.2857;15.3142;26.7384;15.0099;7.7946;9.0648;11.8171;77.2057
1;6.4508;18.9898;24.9632;13.4542;5.4289;35.555;13.3639;23.6515;13.2869;6.5407;8.4121;11.8178;76.6861
1;6.8792;17.3804;23.9432;11.5611;6.0422;32.7074;15.0512;22.8258;12.4146;7.1084;8.4313;12.0972;73.503
1;6.1254;14.9816;22.4504;10.2955;5.5216;32.6464;13.9853;23.5005;11.5993;6.2231;8.0336;11.9789;71.4461
1;6.591;13.6016;21.1797;10.9275;5.8005;33.5118;13.1016;20.7852;11.1656;5.7862;8.3116;12.1548;71.9535
1;6.3538;13.3036;19.9626;9.7751;6.4246;31.9117;13.1758;19.2916;10.6271;5.071;8.0473;11.2079;68.4371
1;6.1873;12.8623;18.6405;9.4592;5.193;31.0676;13.7318;19.9544;10.3108;4.9547;7.3954;11.8035;68.5584
1;6.1096;12.768;20.1726;9.5879;5.2872;29.1535;12.7659;20.6107;10.686;5.6348;8.0509;11.2199;69.1107
1;6.619;11.7884;22.0714;9.2459;5.0059;28.7197;13.2055;20.2581;12.2428;5.1457;8.7445;11.303;67.93
1;6.0675;12.5831;22.1082;9.1904;5.3222;28.596;13.0769;19.3776;12.2983;5.1606;9.3165;11.1605;71.6333
1;6.6675;12.0949;20.8149;8.6115;4.6221;26.2679;14.2258;17.6929;11.5527;5.0319;9.8205;12.1791;67.125
1;6.7995;10.6749;19.7571;8.8835;4.7855;22.9563;12.9741;17.6054;9.953;5.8455;10.1187;11.7926;69.2313
1;6.8496;10.5263;18.4349;8.577;5.904;19.2279;11.4936;17.3017;9.223;5.8372;10.8798;12.5394;65.8468
1;6.4397;9.645;18.2677;8.0455;4.7322;16.3106;11.5839;19.5539;9.1351;5.21;10.4559;12.8478;68.0739
1;6.6349;9.2837;18.922;7.9305;4.5905;16.2059;12.4455;20.3442;8.7931;5.5231;10.7435;12.5616;66.3747
1;6.9698;9.5807;17.2254;8.3573;3.7276;15.9056;10.9223;20.3923;8.5238;4.6709;10.3208;11.0631;60.1853
1;6.7728;10.5969;17.8133;8.0659;3.8855;13.8466;10.3768;20.4999;8.9444;5.2186;10.7666;11.7955;55.4816
1;5.8907;10.0316;15.5054;7.1162;3.5516;13.0409;13.093;19.3724;8.411;5.2394;9.8495;13.1072;50.9456
1;5.9547;9.9331;12.5666;6.0955;3.4391;13.7286;12.1032;19.7853;8.4707;4.7334;9.5958;12.2957;44.9294
1;6.0383;10.1679;10.5671;5.5181;3.2208;14.2465;12.1386;19.4259;8.0317;5.439;9.3322;12.9811;42.3778
1;6.12;9.6334;9.0815;6.4928;3.4325;13.9671;11.8777;19.7476;7.7174;5.1421;9.3631;13.4891;41.7634
1;5.076;12.0368;9.9587;6.9454;3.4247;14.2472;13.6402;20.2894;8.829;5.6122;8.9312;13.2064;40.4976
1;5.5467;14.2966;8.3633;8.73;3.2109;14.354;14.8151;22.7303;10.0761;4.7883;9.1053;12.885;44.788
1;5.373;15.0248;9.154;10.6252;4.8122;13.9605;13.7205;24.2986;10.0557;5.8585;8.7759;11.6161;51.5743
1;4.6925;16.5791;12.1573;10.6032;3.1517;12.1236;14.2261;25.8565;9.992;5.3663;9.1106;13.1043;64.3538
1;4.06;19.1383;12.8991;10.0658;2.971;14.5396;14.3207;24.6352;11.05;5.2973;8.5742;12.8281;70.2042
1;3.3785;19.7927;12.5069;9.6454;3.8532;12.2441;15.2001;21.7195;11.9115;4.7401;9.1716;12.3565;79.1213
1;2.897;20.2363;15.9507;13.6759;3.8007;11.7819;16.4765;19.0529;13.6133;5.5569;13.7557;11.6782;80.0464
1;2.9345;20.7094;19.2275;15.7698;4.1813;12.3456;17.6359;19.017;14.8294;5.042;18.9239;12.6558;80.4541
1;3.0126;20.3918;20.3227;18.4044;3.6654;11.8435;21.9972;21.4017;13.8869;5.1665;20.3187;14.3108;84.6585
1;2.7035;20.0802;19.7914;19.1107;3.8955;12.7652;26.6447;25.3316;13.214;4.5968;22.5642;13.3724;81.516
1;2.799;19.3165;20.9236;20.0103;3.9202;13.2523;27.3469;27.3693;12.7586;5.5703;25.0392;12.3877;78.2717
1;3.4571;17.8682;21.7491;20.3995;4.1737;12.4506;25.9994;27.8204;12.7492;5.6335;23.2917;13.4247;76.4965
1;3.2376;17.9852;21.2006;19.5919;3.5387;11.8102;24.5373;27.8361;12.8833;6.6507;23.124;13.6675;75.9943
1;3.4279;16.6245;19.8783;19.2367;3.2103;11.9782;23.1357;26.3894;12.6566;5.624;21.5549;11.9442;75.4848
1;3.6157;14.0284;18.3414;18.5835;3.6349;11.2987;21.031;25.9814;12.8844;5.4359;21.4543;13.5195;73.936
1;3.9047;12.4702;17.0655;18.5902;3.6282;12.4706;19.3749;25.104;12.8834;4.5645;22.158;13.2666;67.9842
1;3.5134;11.5743;14.1567;17.8215;3.5889;13.6927;16.2651;25.8502;12.5123;4.2804;19.7027;12.9966;70.0329
1;3.4899;11.5184;12.5494;18.1342;3.057;14.0481;16.8449;26.3032;12.1006;4.895;18.8628;12.8834;68.8108
1;3.5647;11.177;12.3041;16.6594;4.2061;12.0643;15.1839;26.2131;12.1539;4.0865;16.578;12.5836;66.8191
1;4.0019;11.1834;11.6385;16.3961;3.7593;10.4574;15.093;26.6218;11.7628;4.0632;16.6443;11.5945;62.5914
1;3.433;10.7052;11.0683;17.0587;4.6489;11.9691;12.4196;26.4358;12.292;5.1815;16.469;12.9779;59.0955
1;3.4848;9.5884;11.7101;16.6491;4.3339;15.1007;14.4205;25.9659;11.686;4.9966;16.3595;12.7584;61.5921
1;3.7016;9.8394;11.8256;16.8259;3.9692;15.2589;13.7337;25.1246;12.0269;4.5649;16.0907;12.9015;63.1034
1;3.7276;9.3495;12.4495;16.2212;3.6569;14.1672;13.8587;22.7844;12.0262;5.5396;16.0361;11.7853;62.8169
1;3.5299;9.6347;12.4312;15.6579;3.0678;14.65;15.1609;23.0997;12.3908;5.4643;16.6441;11.1811;61.2106
1;3.1357;9.0971;12.6662;15.2125;3.6631;13.0637;16.7234;24.0088;11.4047;5.3616;15.9007;11.7057;62.0565
1;3.5481;9.1061;13.0535;15.915;3.4939;10.8503;19.9128;23.7755;11.0174;5.3268;15.9772;12.0262;58.7753
1;3.5011;8.4941;13.2215;16.2578;4.2577;9.9476;20.4533;22.4827;10.1979;5.8339;15.9635;12.3313;59.2711
1;3.6896;8.4668;12.3708;16.4728;4.2762;10.3228;21.7941;22.9837;10.1565;5.8828;16.1623;12.9813;55.8458
1;4.1957;8.6568;11.4867;16.9851;4.5161;11.4119;22.6343;23.607;10.1509;5.3606;16.0627;13.0254;56.3553
1;3.8893;8.4436;11.9272;16.2043;3.8759;13.6616;21.6079;21.8262;9.4833;5.1222;15.515;13.3748;58.7073
1;4.3958;8.291;12.1016;15.0755;3.9674;13.1462;21.9754;21.4407;9.2388;5.5473;15.7196;14.0961;61.442
1;4.4829;10.1914;15.0816;15.8261;3.8103;12.0379;22.6079;20.0404;10.7291;6.1788;18.5076;13.1894;63.7741
1;4.1276;13.1766;18.9522;17.2929;4.047;10.8455;23.413;19.2594;13.6173;5.753;19.0299;15.0601;65.7026
1;4.9816;15.752;23.8437;18.4739;4.5523;10.9142;26.1837;17.4432;14.964;5.6289;19.9631;15.2937;64.7728
1;5.3397;18.0044;24.591;18.3933;4.5078;11.3824;27.7354;17.2583;13.7142;6.1658;19.9129;14.535;62.87
1;5.1244;18.3251;25.8052;17.8109;4.4209;11.7666;29.0245;17.7281;14.507;6.1177;20.3471;13.7526;60.7233
1;4.7941;18.1459;25.0433;17.3899;4.4552;12.0652;26.2924;16.3482;14.61;6.9905;19.8824;13.4461;55.7965
1;4.821;18.4767;24.9861;16.5896;4.1652;11.5677;25.2747;15.8875;12.944;7.2076;19.6959;13.4957;48.4461
1;4.9582;18.9109;26.0147;15.2394;3.9155;10.9537;27.1683;16.9274;12.3192;7.9756;19.6266;12.8295;43.9977
1;5.2843;18.2945;28.9325;14.8235;4.377;12.7158;27.1728;16.8158;11.854;9.0977;20.3796;12.9018;42.2708
1;6.0705;18.3527;29.0384;15.843;4.385;14.2924;23.5058;16.2214;12.0463;9.0642;18.4969;13.1377;38.9917
1;7.1082;18.5478;29.2585;15.7721;4.7076;12.9756;19.7628;17.7606;13.26;11.0796;17.8318;12.0751;35.637
1;7.7445;18.2173;29.6967;15.0194;4.3613;12.1159;19.5198;18.2627;13.5347;10.8889;14.1801;11.7336;35.8682
1;6.8021;17.1976;29.7329;14.6322;5.186;11.0941;19.5435;17.7201;14.1798;10.0194;15.0431;13.3743;35.2647
1;6.5863;15.1085;28.6142;15.4833;4.3289;11.9606;17.445;16.9802;14.1031;9.8303;15.339;12.817;34.4235
1;6.5296;14.241;27.2476;16.1943;4.0827;11.4442;16.5543;17.1277;14.1126;10.2873;14.8548;12.7086;35.4107
1;7.1431;14.5065;25.4889;16.2351;4.4162;12.9084;16.3174;17.5583;12.8168;11.0624;12.9991;12.6776;37.6645
1;7.3071;14.6028;25.1975;15.5523;3.7846;17.0073;16.9522;18.3749;12.1371;9.5988;12.4461;11.4236;37.8355
1;7.2996;13.6645;24.7612;15.4276;4.2516;20.7718;17.177;17.854;11.4282;7.4995;11.7837;12.7713;37.8483
1;6.4115;13.4592;24.3704;15.3339;4.2166;25.3996;16.435;17.4883;10.9596;7.7232;11.0396;12.8218;36.3385
1;6.3317;13.729;24.1703;16.0566;4.0968;30.4914;16.5368;17.4148;10.3937;7.7524;11.2803;12.7067;37.212
1;6.9081;13.8689;23.8317;16.3891;3.6008;31.5216;15.0155;16.0167;9.8922;8.0633;11.2959;13.3837;36.4435
1;7.315;13.578;23.8158;15.8839;4.3962;32.0109;14.3177;15.8792;9.0651;8.802;10.8189;14.6062;34.1271
1;7.212;12.0197;21.5144;15.1829;2.2433;35.4639;14.1777;15.6439;8.8126;8.6535;10.8706;13.743;32.8096
1;6.8085;10.5802;20.9672;13.9107;3.5196;39.1153;13.4676;15.5466;7.7969;9.5783;11.7101;13.2504;31.9142
1;6.806;10.5882;17.4932;12.4161;3.6891;38.1468;12.3357;14.7378;7.7961;10.4107;11.961;13.3543;33.4987
1;6.7441;9.5543;14.5602;11.9188;3.4603;37.7271;12.8651;15.1704;8.1925;11.6038;12.3336;12.1657;30.828
1;7.6333;8.7666;13.262;10.8804;3.7051;38.0852;11.2605;15.5039;8.1464;12.2868;12.1354;12.1712;30.629
1;7.3703;8.5185;11.1635;10.9252;2.9153;37.768;9.4116;14.643;9.234;12.1326;12.861;13.9685;31.8788
1;7.126;8.7508;11.033;10.1428;2.8879;39.2109;8.9327;14.7121;9.9402;12.6573;13.0239;12.7348;31.651
1;7.2865;8.6259;11.8944;9.786;3.2136;36.9684;8.8202;14.6217;9.7369;13.5272;12.6851;11.5098;32.5241
1;7.1661;8.4894;11.9657;9.4425;3.2405;34.1213;8.0903;15.0421;9.8034;13.9214;11.7183;12.0217;33.2207
1;7.1334;8.9184;11.2761;9.0355;3.6957;32.658;8.3012;14.2627;9.2657;13.1206;10.5785;11.2657;29.9719
1;7.5487;9.583;13.261;10.957;4.1936;33.1209;9.1603;14.7448;10.0942;13.1751;12.2399;12.2643;31.099
1;8.7519;15.4082;17.6299;10.4217;3.9166;35.4284;9.9863;15.5555;9.8725;10.9408;13.6939;12.6968;32.2804
1;10.2376;17.3281;20.8844;14.9213;4.204;38.6555;10.2882;15.7789;11.1155;12.4435;14.6252;11.6052;29.5947
1;10.9899;18.2874;22.4759;16.1822;3.4011;40.822;12.3975;15.8912;11.1896;11.0543;17.2512;12.2658;29.929
1;11.5718;18.9034;21.3613;16.5172;3.9434;37.9962;15.466;15.9298;10.3451;10.118;18.8869;12.4006;27.0956
1;11.4295;18.8011;21.1345;16.5781;4.0327;36.9829;19.2069;17.3273;10.1352;13.4613;19.6262;17.2481;26.4636
1;11.5574;19.015;21.022;18.1784;4.5591;34.6047;25.7319;19.079;11.1328;15.6814;20.149;24.8926;24.2681
1;11.8814;19.1918;20.4024;19.9759;4.4193;34.8313;28.4889;19.6538;11.1083;16.2891;18.9975;29.0567;21.9157
1;10.6393;18.1179;20.2177;20.0048;4.856;31.6768;25.9401;19.111;10.645;13.671;19.581;30.5044;23.4741
1;10.5244;17.2055;19.2313;20.2895;4.248;30.1432;24.4197;17.8967;10.7955;13.4441;18.7136;29.7016;23.4999
1;10.449;15.9745;19.3228;20.1325;5.0601;29.3377;27.6716;18.2606;11.8835;11.3773;17.8211;31.3683;24.3092
1;10.3458;15.2173;19.6121;19.8816;4.4301;31.0842;27.6285;18.4155;11.8178;11.5884;17.194;31.153;23.7433
1;10.4817;14.8327;19.3988;20.1504;4.4078;31.1644;21.8641;18.5625;11.7304;11.0561;16.1074;31.1946;21.9886
1;9.4659;13.4201;19.3625;18.1943;4.4745;31.0239;18.668;17.9313;10.8312;9.4845;14.2112;31.62;21.7155
1;8.8437;12.1035;17.6984;17.3202;3.869;31.8451;16.4147;17.9866;10.3763;8.216;13.5257;29.2195;19.9698
1;8.4116;10.3111;17.1099;15.4241;2.8168;30.2984;16.4124;17.4598;9.6319;7.5632;14.6991;31.6381;21.9494
1;8.3925;10.4603;17.8513;15.7481;4.1196;29.9375;17.4945;16.6131;9.5469;7.9715;13.9424;31.234;23.1185
1;8.541;11.6337;17.022;15.385;3.4783;28.8519;15.8237;16.134;10.0446;7.1129;13.9228;29.4017;21.1513
1;7.4447;11.2832;17.2415;14.7827;4.039;28.6978;16.8887;16.5182;9.3374;5.8489;13.1298;30.7075;19.3414
