odour stim;12/11/2020 Male5;09/12/2020 Male8;11/12/2020 Female4;11/12/2020 Male7;14/12/2020 Female2;14/12/2020 Female9;08/02/2021 Female4;08/02/2021 Male7;08/02/2021 Female8;09/02/2021 Male2;09/02/2021 Female7;09/02/2021 Male8;09/02/2021 Female9;10/02/2021 Male1
;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V
1;26.088;20.0733;15.2482;11.083;13.3376;22.1972;8.4096;22.0971;15.2051;16.3972;18.5436;5.6871;16.8145;19.2024
1;25.8207;20.7794;14.8351;10.1043;13.4428;21.0148;7.5023;22.722;16.3604;18.9508;15.3996;5.9283;16.6559;21.6317
1;25.737;22.8105;13.9156;9.5871;12.6374;26.8264;7.5062;22.0328;14.9816;17.4534;16.8877;5.4987;16.4247;23.0833
1;25.568;21.6339;14.2016;9.9063;12.6438;23.3335;8.0279;22.8791;14.4156;17.6472;15.5715;5.4533;15.8877;19.9464
1;24.5962;26.0866;14.9942;9.171;11.7838;24.0239;7.2818;22.3117;16.0682;16.4234;17.2494;5.926;15.2693;21.071
1;25.3103;26.5544;15.7206;9.1514;11.8068;25.1075;7.9171;23.096;16.0914;18.6109;17.4206;5.971;16.6329;22.3907
1;25.1429;23.2909;14.6455;8.1836;11.0692;27.5941;8.6081;21.4286;16.6741;17.6804;15.8983;6.3661;15.6383;19.1969
1;26.6496;23.657;13.0967;9.0796;10.9418;26.5661;8.4772;18.9167;15.0891;18.7257;15.6765;5.6091;14.784;18.5025
1;25.9372;23.9152;13.4918;10.9197;10.6856;25.5689;7.6449;18.1357;16.2074;17.8361;17.1769;5.0318;15.69;18.8894
1;22.1635;23.6424;12.807;10.8959;10.8681;21.9938;8.2916;16.9862;15.0971;17.1646;16.9565;5.3557;16.7413;17.6135
1;23.0511;21.8254;14.1283;9.7747;10.7436;26.0593;9.0011;17.2021;16.2117;19.6142;16.3945;5.0676;14.4491;20.1534
1;23.6942;19.4759;14.7139;10.8973;10.6842;23.6611;9.3563;16.8725;14.8336;17.7593;14.6514;5.2118;13.3887;18.8006
1;23.3957;20.9782;15.5802;10.4163;10.5064;19.978;9.0016;15.8237;13.7388;16.5398;15.7162;5.6536;12.8359;20.8419
1;23.8374;21.4869;13.317;9.9414;10.3623;23.986;8.5822;16.1787;12.8357;13.8929;16.3025;5.3824;12.4309;21.5612
1;26.6793;25.9924;12.4829;8.7298;10.1337;21.9871;7.8269;17.9028;12.0477;13.6206;15.9584;5.6769;11.8832;19.8198
1;27.6634;24.4688;14.9677;8.4918;10.1605;20.8609;8.849;19.2312;13.3293;13.1693;18.5712;5.6937;13.3108;19.8578
1;27.8724;22.9819;14.8332;8.334;9.5483;21.5981;8.9387;19.6949;13.9571;13.674;19.002;5.4847;15.8407;16.0819
1;26.074;25.0467;14.1252;9.4475;9.9053;23.7124;10.5919;22.3136;14.8861;13.6135;17.4362;5.7712;14.6109;18.9084
1;26.4054;29.258;15.6763;8.5716;9.4637;21.0187;11.9053;27.992;14.8984;16.5943;19.9714;6.1024;12.8779;20.1284
1;24.419;30.8126;16.2195;9.3205;11.9062;20.3509;13.1079;26.442;15.4095;16.3062;19.8501;5.5383;10.4956;19.5561
1;24.1866;30.7682;14.1295;9.1354;11.3253;23.688;14.9158;26.3528;16.5809;19.7857;21.6457;5.9514;9.229;19.4189
1;24.7819;28.296;12.0528;9.8014;11.5319;22.7591;14.6117;28.6465;14.8477;18.4931;23.3513;6.0662;10.2803;15.9485
1;24.5189;26.9183;12.7035;10.7527;10.7828;25.1849;15.1657;26.0716;17.0906;18.6611;21.2751;6.5019;10.5995;17.7353
1;23.4202;27.3653;13.4926;11.4416;10.5264;23.2343;15.3151;26.4185;16.9193;17.7;19.8999;5.8451;10.9949;17.1427
1;23.8713;28.7796;13.7202;14.8891;10.55;20.747;14.0157;26.1179;17.9589;18.3849;19.0263;5.9374;9.6689;16.2309
1;22.2031;28.2125;14.0059;14.5948;10.2081;18.4571;13.6774;25.7069;18.4715;18.5476;18.9199;5.3519;8.3775;12.9732
1;24.7502;28.0006;13.8582;17.3236;11.8987;20.7646;12.6341;28.5474;17.0872;15.4547;19.9034;5.7291;7.3549;16.6003
1;25.1117;26.4012;12.4746;16.8373;11.5568;25.734;12.9164;27.8914;18.21;16.1557;22.918;5.1223;7.8545;13.7689
1;22.6584;27.7702;13.6453;16.7401;10.8772;26.6345;12.875;25.7768;21.3678;18.5021;23.9865;5.3875;9.2132;15.0973
1;19.6148;25.8135;13.3867;17.5544;10.7203;27.1412;11.7946;22.9618;21.0008;19.3271;20.3534;5.8061;10.9745;14.048
1;16.7683;24.1631;11.8008;21.4473;10.4231;29.6288;13.2679;21.7662;21.0946;15.8119;22.2274;5.7456;10.9184;17.318
1;17.7185;26.2068;12.9969;18.8118;10.1315;28.4726;14.7198;21.6848;20.2737;16.1046;19.9252;5.5835;12.6656;13.906
1;17.2481;23.5852;13.1087;21.8317;10.1442;30.9805;13.7131;20.188;18.2764;16.4232;19.4302;5.2788;12.8581;16.9356
1;16.2724;20.0882;12.8688;19.8579;9.715;34.5568;13.178;19.75;17.4271;19.4456;18.5507;5.2837;11.5032;15.6797
1;16.4164;17.4896;12.9961;21.2566;9.654;38.2619;13.2391;21.5889;20.369;18.054;17.4787;5.8218;11.549;17.5485
1;16.9155;16.4194;11.5735;19.6309;9.7472;37.3348;12.2807;19.5599;19.6246;14.9817;15.5252;5.1222;11.3553;15.6013
1;16.2199;15.3344;12.8115;18.1647;10.0153;37.4492;12.4499;18.5584;23.0306;17.6706;15.3725;5.3523;9.5842;17.4929
1;14.6641;14.5153;13.3089;19.5524;10.9416;35.0122;11.1985;18.4523;21.8721;16.0599;17.6736;5.0412;8.534;17.6308
1;13.7007;13.1341;12.5289;22.8943;10.8055;32.6351;10.5782;17.501;23.6488;17.0654;16.8286;5.4584;7.3289;19.4054
1;13.666;12.8801;12.3261;20.1356;10.55;34.2428;11.3599;17.7689;20.4354;13.716;17.9292;5.5803;7.4373;18.8536
1;14.6449;14.5118;11.3114;22.6728;10.2725;32.4998;11.3173;17.1681;20.3207;14.5083;18.949;5.2885;6.902;19.8158
1;15.0087;13.4641;11.7129;22.779;10.3047;35.5599;11.2074;17.2958;22.0731;15.2142;16.9903;5.3616;6.0066;18.7876
1;14.2131;12.9098;11.2253;20.3743;9.7539;34.8933;11.3075;15.8887;22.3541;14.1639;16.2834;5.2447;6.4743;16.8489
1;13.1449;12.0122;11.6951;22.7578;9.8994;39.4149;12.0118;14.7326;21.4475;16.6372;18.8467;5.4168;5.9504;18.5687
1;14.9027;12.2511;12.4095;20.1183;9.6376;37.4589;11.4054;17.1495;23.861;13.9717;19.1814;5.763;5.6811;18.7092
1;13.6905;11.4021;12.8385;20.068;9.8182;32.2592;11.9082;17.1524;23.047;13.2315;20.8376;5.3901;5.651;18.5178
1;12.773;11.5043;11.3522;17.5657;9.6208;35.8958;10.7876;19.6566;25.5483;13.0378;23.1666;5.5882;6.2811;18.4543
1;13.2605;11.1065;10.1853;22.1492;12.2544;37.1482;11.8754;17.7027;23.4659;12.6599;20.9285;5.2998;7.0888;18.4957
1;16.1821;11.6157;13.5326;21.8609;12.1715;39.5301;12.7283;16.6489;23.854;10.8635;20.5674;5.6367;7.3899;16.7102
1;20.9715;14.3024;12.5571;21.2432;11.8683;40.6114;13.0165;23.4035;26.0907;13.8803;20.9526;5.8094;7.0215;15.7059
1;21.3816;16.3291;11.0573;21.6712;11.4419;45.4748;12.0843;26.8825;24.7311;11.4907;19.0377;6.0709;6.5514;17.6733
1;19.4559;16.0721;10.9111;23.9744;12.6873;43.0818;12.1724;31.002;24.3617;15.1896;24.5638;6.122;6.85;20.2996
1;20.2439;20.5045;13.0425;25.0913;12.591;37.222;11.4816;32.5642;24.3567;13.6876;26.122;5.8568;7.8157;16.8873
1;20.5481;19.8652;14.1601;24.6445;12.2876;35.0039;11.5455;31.1455;21.5827;16.6548;23.1983;5.8776;8.9226;18.8935
1;18.0344;19.5169;16.4605;23.941;12.0561;39.8665;12.6392;30.7838;20.4989;13.3612;21.0354;5.4499;8.62;18.5431
1;17.2774;21.8428;17.3722;25.1132;11.2965;43.6615;12.5803;29.0296;20.914;17.2264;20.7029;5.8621;7.2302;18.4345
1;20.2625;22.7123;17.9507;21.4343;11.1142;41.0942;12.3673;27.9101;19.2879;16.7831;18.0138;5.9196;6.5709;17.6821
1;20.5842;23.1929;15.4175;23.8309;10.4713;39.4447;12.0759;24.5629;17.3633;17.6818;17.5676;5.3058;5.7729;17.3695
1;20.3053;20.6763;16.4613;20.1962;10.3595;43.266;11.7534;25.8823;20.9126;17.2435;20.5641;5.7585;5.5557;18.4142
1;20.1028;18.6237;14.2714;21.2265;10.2572;43.819;11.9158;26.1917;18.9199;19.9458;21.9919;5.7174;6.1169;16.5528
1;19.9748;18.695;15.6444;22.4441;10.2459;49.5201;11.4794;24.2169;18.5548;19.0277;23.1388;6.0571;6.2869;13.4525
1;18.6372;20.9549;15.621;24.344;10.1163;44.5466;10.4319;26.5335;19.6342;19.5769;19.3907;5.3525;6.5962;15.2843
1;17.383;19.7887;16.0202;21.1612;9.9514;41.0529;9.8291;24.0799;18.2685;19.2639;15.345;5.5678;6.4995;14.6474
1;17.205;18.4863;14.1203;20.4006;9.9442;39.4981;11.4936;23.5134;16.9207;17.5308;14.6177;5.4435;8.8706;14.7098
1;18.8659;16.3147;12.1642;20.7861;9.6623;41.4411;10.9775;20.6564;17.5493;18.1584;14.3984;5.0081;8.8924;14.4026
1;17.8412;17.9462;10.8355;23.056;9.6403;42.411;12.5132;20.2504;19.6986;15.65;14.1673;5.271;10.4847;12.2849
1;17.9139;18.7244;10.8796;22.0652;9.7258;37.8411;11.5358;19.3046;19.3534;16.1919;14.2596;5.6787;10.8099;16.7806
1;16.8616;19.5245;12.1896;18.5589;9.6231;43.5763;11.7392;17.9009;18.3421;13.6656;14.5124;5.3142;10.0647;16.3799
1;16.8182;17.6975;10.6716;17.1429;9.6218;39.437;12.1607;17.0356;16.933;16.0943;14.3462;5.3119;12.8994;11.0872
1;14.8071;16.7767;10.2792;13.5114;10.1253;42.0484;11.3701;19.8498;17.0832;15.1566;12.7856;5.7642;11.5782;8.8683
1;16.4462;15.2368;11.3564;12.944;11.0995;41.0554;11.6555;19.0665;18.2006;16.6193;15.02;5.2638;10.8013;11.4998
1;15.4562;17.51;10.6053;11.6104;12.5497;41.6046;10.6272;18.2084;18.572;14.9883;15.652;5.7856;12.5521;10.9466
1;14.321;17.403;9.3361;13.129;13.054;42.0279;11.7358;18.0536;18.3826;14.3486;16.8977;5.1782;11.7416;13.1145
1;15.273;17.7277;11.0994;10.9312;13.7292;38.4172;11.367;17.1859;19.0423;13.3914;14.3022;5.3022;12.2147;14.3893
1;15.1091;19.3578;12.7726;11.698;13.4306;44.1547;10.5322;19.1584;17.5324;15.6747;12.8373;5.0163;10.5982;11.8568
1;13.3426;18.494;14.4604;12.8027;12.5031;44.4777;11.0233;18.4199;17.6674;13.3172;11.2846;4.87;10.3311;12.4018
1;14.1776;18.6727;12.8724;12.1669;11.6862;47.9082;11.1137;19.2142;18.6259;15.1624;15.0494;4.88;11.0805;12.9901
1;12.8185;18.5571;12.7149;10.841;10.8768;42.5099;11.2912;18.7763;17.7468;12.1554;15.4537;5.5324;12.5666;10.7241
1;14.027;17.65;12.6204;10.2518;10.9097;38.0638;12.0526;19.7297;16.5062;12.7594;13.192;5.7728;11.371;11.4164
1;12.1293;16.0402;12.4373;8.987;11.5953;37.478;11.1921;17.7972;16.5236;11.5818;13.3096;5.1496;11.4031;11.8113
1;14.1802;16.0228;12.1539;10.8248;12.6593;39.404;10.2868;16.9296;16.6531;12.0164;12.871;5.2908;10.3414;12.222
1;17.9582;18.9214;14.6974;11.9936;13.009;41.8848;12.1949;18.3276;18.7168;12.3078;15.8112;5.724;13.0507;11.768
1;22.0246;20.4341;18.0882;13.38;12.1369;40.6467;13.4115;25.1503;19.1558;13.5384;16.469;5.9101;12.3705;10.2495
1;20.6486;22.6216;19.6633;12.155;11.0831;41.2023;13.1123;25.3822;19.1698;13.9048;19.4112;5.7354;10.011;15.3843
1;20.5218;21.8452;20.7939;12.5992;10.5806;40.3613;13.8402;26.833;17.2848;14.1225;16.808;6.2719;13.5359;9.8584
1;23.6834;18.1332;17.2959;11.692;10.9193;41.3771;13.4178;30.4569;15.9216;13.5718;17.4952;6.4697;11.6169;6.5201
1;23.5285;18.1467;15.0136;11.2126;12.2772;49.1326;11.8601;29.1769;16.6469;14.5853;19.4999;5.7492;9.6399;10.5653
1;21.8343;22.7573;15.1839;11.6525;11.5799;45.5351;12.0054;30.5955;15.7523;15.1986;19.4145;6.069;9.7439;12.5244
1;19.6106;24.5677;14.535;11.1309;12.5977;46.4845;11.9718;30.0309;15.1193;15.2081;22.9812;6.2789;9.3385;13.8683
1;19.4072;22.915;18.1976;9.7034;13.0834;44.065;10.6955;30.2851;16.7361;17.8352;21.3118;5.6035;9.6905;13.961
1;19.655;20.2062;20.5132;9.2716;14.714;43.1933;13.0895;31.2323;16.46;17.7662;19.2778;5.0478;8.4164;12.9569
1;22.4833;20.1372;20.4736;8.6201;14.4745;48.8622;11.7241;31.3593;15.4254;16.5102;15.5409;5.1393;8.4797;15.1762
1;20.9022;19.7001;21.5821;8.9675;14.6136;47.1285;10.4254;32.5128;15.4196;18.9444;15.6913;5.7949;7.4124;13.8524
1;21.4845;20.8108;21.9892;9.8231;15.0845;44.5584;10.9031;28.6147;15.7137;20.6937;15.5191;5.7546;7.0566;15.4767
1;18.6896;19.1216;18.737;10.8766;14.7086;38.2065;10.3138;25.1206;14.7854;21.5457;15.6475;5.7209;6.2504;13.6302
1;18.2721;16.2557;16.0358;9.4245;16.0575;38.718;9.371;23.7123;13.9927;20.6351;15.8578;5.8373;5.6112;15.2792
1;19.6887;17.2704;17.4338;9.1557;15.975;39.6508;11.0035;22.4502;13.7558;17.2846;14.5478;6.3928;5.6596;12.0869
1;18.8051;16.3503;18.1148;8.3632;19.2166;38.2449;10.919;21.2246;15.6717;19.7542;16.0932;6.336;5.0544;14.2052
1;18.6087;15.6853;18.8213;8.5561;19.0283;44.4883;12.0095;22.1489;15.3642;17.2683;13.6936;5.7365;4.9529;14.2158
1;18.4006;15.8851;17.7135;8.2328;17.39;42.697;11.8352;19.7752;14.2186;20.3643;15.6941;5.8461;4.6874;12.6469
1;20.168;14.8585;17.7588;9.0899;16.2361;43.6471;13.143;22.5679;14.4356;20.5132;12.876;5.5298;4.6136;9.0681
1;18.5367;14.0715;18.6479;11.0082;15.2325;43.1646;11.8458;20.8126;13.9116;21.435;15.006;5.8598;4.6561;12.9004
1;19.6208;16.8342;17.0185;11.0768;13.9902;43.6405;10.5028;21.0926;13.0958;21.4293;12.8301;5.6612;4.5214;14.5146
1;20.173;16.0654;15.0455;9.7329;15.3211;40.8249;9.596;21.3151;15.9968;22.5022;15.0414;5.5516;4.3729;15.0225
1;19.6605;14.5485;15.9748;9.5185;17.8612;37.0508;10.2155;19.7044;14.581;22.3907;12.808;5.7732;4.4043;15.2146
1;20.2412;14.22;15.0363;8.5106;19.6063;43.3857;9.6192;18.9858;13.4809;20.039;13.4212;5.8364;4.9373;15.7986
1;18.5348;12.9989;17.0914;9.674;20.5766;43.5082;9.3021;19.4695;12.8332;22.2868;14.856;5.4159;4.7119;16.3153
1;16.0981;12.3047;16.0856;8.9831;19.8912;40.9164;10.8555;20.3988;12.0932;21.6787;14.2071;5.1436;4.7064;16.38
1;17.1087;13.2259;16.1003;8.7952;20.3924;40.6799;10.4746;18.3347;14.6032;22.0142;13.4895;4.9797;4.3424;15.403
1;15.0841;13.21;14.2778;8.3572;19.0698;45.0381;9.7024;17.6411;15.2317;22.6501;13.4067;4.8186;5.7725;15.5658
1;13.9739;13.059;15.6393;10.7793;18.7568;41.2043;9.9913;20.4591;14.6721;22.0457;15.759;4.7588;5.3402;17.6691
1;12.9666;15.8827;15.4804;10.1526;21.8766;44.6253;10.5592;20.4824;14.1186;20.9388;14.4633;4.7357;4.9901;15.1802
1;13.5368;15.5776;15.9708;11.8701;22.0731;43.6899;10.7448;21.1302;12.7887;18.8036;17.9525;4.7966;4.8373;14.3117
1;13.6027;14.4546;16.0503;10.7029;20.3501;44.8129;10.1576;21.1481;11.6367;22.5248;16.6831;4.623;5.1172;10.2976
1;16.0489;17.2271;16.4471;12.9988;22.7574;41.2454;11.2487;24.2434;12.2306;24.508;18.7659;5.1072;6.3625;9.4753
1;16.2798;15.7889;18.1358;11.7818;24.822;43.3672;10.807;27.1002;11.9977;23.7738;20.0234;5.8654;6.0828;13.2428
1;14.9948;15.1822;17.9098;12.6266;26.0968;40.822;9.9109;27.3672;13.0787;23.5631;20.8933;5.4152;5.3991;11.3968
1;13.7757;14.1096;16.7951;11.8048;24.1208;35.6139;9.3714;29.1957;12.9691;19.8458;19.4321;5.6107;6.2897;12.5696
1;15.2608;13.2024;15.699;12.0143;24.769;43.2456;10.8144;31.0662;14.593;23.5231;18.2812;5.3219;6.33;13.0361
1;13.8762;16.1163;15.0624;12.8712;26.1891;45.9244;11.2161;29.1366;14.5481;22.4005;21.7835;5.3526;5.5904;12.7962
1;13.4661;15.057;13.7101;14.5952;28.0035;43.6705;10.7427;29.4712;13.3632;19.3858;19.6364;4.7177;5.0231;10.4567
1;14.1248;16.8861;12.9496;16.2603;25.7336;42.0214;10.7146;29.8555;12.8341;21.4979;20.4653;4.6332;5.3143;11.0894
1;12.4656;15.2258;11.4675;16.4204;24.7572;42.1567;11.4005;31.8054;11.8114;18.4656;17.662;4.8152;5.063;13.1742
1;14.0254;16.3757;12.9924;17.7594;22.3819;49.1617;10.2943;33.8076;11.2022;22.1945;18.3086;5.0929;4.7859;12.442
1;12.7841;15.1783;15.7914;19.5585;20.1382;40.4638;9.8073;33.1147;12.282;24.475;16.8026;5.2276;5.4624;12.216
1;14.6692;15.8439;13.935;19.2382;18.7239;36.9002;8.799;32.287;11.736;25.813;17.316;5.1565;6.4288;10.0319
1;14.8083;16.8585;11.9278;21.2068;17.5563;38.0732;9.5534;27.7254;11.7156;23.1306;16.4776;4.5803;6.1712;10.3848
1;14.5411;17.1195;12.2307;19.6856;16.7364;38.8634;9.7604;28.5767;11.7809;24.8623;17.0512;4.4709;7.3521;10.6018
1;13.4712;18.3383;13.8179;17.5906;16.1596;36.994;9.5653;25.563;10.9032;26.7431;15.3996;4.3298;6.2702;10.1843
1;12.4057;16.4051;13.8735;19.4335;15.4206;37.2025;9.6164;22.9918;10.3921;23.1766;20.8987;3.9801;5.8245;10.0988
1;12.9464;17.3495;13.1741;18.392;14.9631;42.0408;8.9502;23.5473;11.4616;19.7544;19.1858;3.7914;5.9572;8.6547
1;14.0742;15.6893;15.2942;19.8812;14.3997;44.9289;8.5391;24.6231;11.4012;18.6977;17.5321;3.7439;5.6596;11.2416
1;13.9209;14.5719;13.3318;16.9065;13.9927;42.8399;9.5293;24.3349;11.4999;20.7434;17.8353;3.9797;4.9918;10.6097
1;15.4363;13.4197;11.7762;15.0365;15.8413;43.4037;10.1752;25.4329;14.1171;20.2152;20.1888;3.9538;4.6472;11.1872
1;14.1223;15.3353;10.697;17.4034;15.205;43.427;9.6795;25.2735;15.3793;19.4761;20.3284;3.72;6.2975;12.0351
1;14.6405;15.9005;12.1411;19.0886;14.9875;46.8973;9.2934;23.796;14.7245;15.6917;21.0367;3.8305;7.1146;9.1893
1;14.1113;14.8246;10.6332;20.2647;14.4361;48.3193;9.3138;20.9319;14.2885;16.0351;25.1743;3.9213;6.989;10.9756
1;15.6537;15.377;12.8046;22.6003;13.1239;44.6657;9.5912;22.0721;15.2599;17.7759;21.917;3.673;7.4602;10.2449
1;16.8069;14.0303;12.2768;21.234;14.9945;45.3032;10.5356;21.4676;16.795;18.464;20.0598;3.8658;6.5482;11.2748
1;18.4312;13.3074;12.4026;18.5806;15.8175;40.5593;10.7055;19.5105;16.5561;17.8024;21.5332;4.0097;7.6572;12.7611
1;19.0368;13.8586;14.3593;18.4564;15.1707;38.2767;10.072;18.6766;15.5497;16.7718;22.6133;4.0917;8.1927;10.827
1;18.2346;14.1795;12.565;20.7149;14.4752;31.7469;10.1519;17.3321;15.5079;13.36;22.6092;3.9655;10.2305;10.6167
1;16.9793;14.5837;11.0578;21.673;13.6583;29.4527;9.454;19.7023;16.2382;14.0581;25.0076;3.8884;10.0043;12.2624
1;16.8495;17.697;11.3301;19.3322;12.7119;28.7619;9.8353;20.8295;15.656;11.2518;24.0966;3.5783;10.082;10.9697
1;22.6653;16.6918;11.1847;19.8528;12.0847;33.2315;8.8637;21.9185;17.324;13.6437;23.834;4.1503;9.6485;11.3448
1;21.8978;17.8426;11.2296;19.3045;12.1582;36.8779;9.4607;26.6654;15.6403;13.5914;24.9109;4.2312;10.6826;11.1899
1;22.5713;19.0022;12.1904;17.7855;15.37;37.7586;8.715;32.5947;15.5132;13.7265;23.475;4.0903;10.2927;11.3243
1;21.0944;20.4169;13.7196;16.9826;16.5885;37.9556;9.7504;32.0333;16.814;11.7887;24.4051;3.9565;12.6473;10.8921
1;22.1322;19.1702;13.1588;15.9928;15.6674;40.551;9.8538;33.1711;17.3159;11.2548;22.2136;3.7904;11.2746;9.7715
1;19.5377;21.047;11.5022;13.3726;15.1849;37.2325;8.5817;30.3772;17.4698;10.3257;23.4535;4.107;10.31;10.3977
1;21.2316;21.6026;11.5167;11.8134;19.1696;42.2926;8.3826;30.2477;18.8772;12.5633;20.0009;4.673;9.4158;10.098
1;20.2851;20.3105;12.2599;11.6261;18.213;41.2581;8.4579;27.8167;17.1761;11.5781;17.0542;5.2748;8.2949;10.133
1;20.6129;19.0179;12.9786;10.8292;17.575;37.8988;8.9239;26.1621;18.1432;10.8501;14.4042;5.9037;9.2011;9.4807
1;19.4384;20.832;14.3377;10.0743;16.395;38.5325;8.4058;28.7727;18.1638;9.9417;15.1489;6.0121;9.7276;10.286
1;22.7193;23.7138;17.3912;10.2917;17.0372;36.1705;8.7091;31.0447;17.1756;9.3814;17.7805;6.6062;9.3369;8.8441
1;25.0236;22.564;18.2641;9.1823;19.9542;40.9951;9.1316;32.4938;14.7983;11.9221;16.6109;6.4284;9.4885;10.7841
1;24.4221;21.4087;17.8318;10.4171;19.0806;41.2397;11.0518;37.0979;15.6358;12.5294;15.8455;6.3639;10.4447;9.7746
1;23.6003;23.2324;17.2078;11.6893;17.836;40.1039;11.0523;34.4556;16.8566;12.4851;15.6116;7.5584;9.7069;10.7142
1;22.1588;23.1321;16.1112;11.5059;17.2006;35.7151;12.9204;31.3423;18.3596;12.7684;16.2283;6.7856;8.5125;11.489
1;18.8904;21.7475;15.8164;10.2799;15.9676;33.8833;12.6869;28.8066;20.6165;15.9599;13.8616;7.3611;8.6371;11.8301
1;19.4839;20.6431;14.1738;10.0921;15.324;32.5347;12.1425;26.7594;19.1786;15.9919;15.5553;8.3032;6.9547;10.7017
1;21.7079;26.2503;14.5168;9.2387;14.9883;35.8715;12.0998;25.6199;19.3083;16.1995;14.1728;7.5314;6.2904;10.5417
1;20.5193;26.2979;15.6314;12.2665;14.3189;32.6233;11.655;22.1693;21.7708;15.1398;12.1494;7.5356;6.345;10.2276
1;20.5918;25.0176;13.3861;11.8042;13.797;36.4435;13.0125;24.7;22.3572;18.2802;12.6966;6.5366;7.5008;10.8716
1;21.9723;24.9056;14.2857;11.0228;13.2969;36.7528;12.4453;24.6397;21.9923;15.9043;12.6249;5.9618;6.8235;10.0909
1;21.2225;22.6529;13.4879;9.7535;13.0788;33.9993;12.3118;22.1793;22.4391;16.9817;13.2738;5.5558;6.3027;10.5904
1;21.9489;20.7911;13.5389;11.8463;14.6686;29.8296;12.1058;24.3317;21.2319;19.2194;13.9863;5.3008;5.4815;11.1406
1;22.255;25.4835;14.5227;11.5839;14.4575;25.9287;12.8327;21.9543;21.3663;17.5104;12.9559;5.2218;6.2134;10.8943
1;20.0806;23.1583;13.4398;12.8327;13.7692;27.9263;12.9139;24.6743;19.2669;20.3427;12.8909;5.9217;5.379;12.7162
1;20.1265;23.8581;14.0016;13.2407;13.4834;24.2477;12.8571;25.856;19.0098;20.6991;14.5564;5.7091;5.5041;11.3836
1;21.4806;23.6648;12.8857;12.2855;12.7097;26.4627;12.0983;23.5014;22.0567;19.1104;13.0933;5.1335;5.5905;13.0595
1;19.7651;24.5644;11.91;10.8141;12.3992;28.9507;11.085;22.4256;24.554;19.5013;14.9749;5.014;5.7085;14.2072
1;20.2664;24.2388;11.3642;10.2857;12.0048;26.3683;12.2453;20.8479;21.7937;19.5697;12.5735;4.7204;5.3191;15.8664
1;19.5667;25.1371;12.1557;10.598;11.3476;23.8299;11.3999;22.4561;24.1515;17.7208;14.4873;5.3817;6.231;15.3849
1;20.1005;27.6589;12.4288;11.7643;11.9209;21.2388;11.3862;22.7883;22.6229;18.2757;14.3303;4.8822;7.0871;20.8522
1;22.0654;27.5602;11.1143;10.9557;11.6212;22.8169;10.7855;24.0647;22.6587;16.5784;14.026;4.6423;8.0142;12.4137
1;24.9081;26.5521;10.4168;13.3461;11.1306;20.0498;10.6447;22.2052;24.7333;20.3279;11.8453;4.9119;9.7535;17.842
1;25.2973;23.0638;11.5897;11.8025;13.2096;20.1158;12.099;19.0651;22.0978;21.1511;12.1058;5.397;8.6686;17.9793
1;22.6382;25.1554;11.5034;11.169;14.6766;25.6738;13.6129;20.6675;23.4437;20.3296;12.0547;6.1091;7.9553;18.2305
1;23.8651;26.5103;10.2619;10.5627;14.677;24.955;15.1338;22.5664;24.0468;21.7215;13.9725;6.6197;9.7328;17.1739
1;24.4932;26.4748;10.03;11.5023;13.6565;21.8452;16.592;24.7805;24.4031;22.3951;13.7112;5.7207;9.1109;16.6202
1;22.592;24.2493;12.2259;11.5132;13.112;22.0449;15.7967;26.7681;21.7618;23.0395;17.4461;6.2234;8.1362;15.8395
1;23.9509;25.1216;13.619;11.112;12.9567;23.3417;16.1126;26.3285;21.9329;18.4459;19.4771;5.6623;7.2988;15.473
1;25.4565;27.7994;14.2615;10.5484;15.0085;21.4157;15.7192;26.6757;22.7334;21.7412;20.4435;5.5497;6.1465;13.7343
1;22.2142;27.9733;14.0198;10.9786;17.0904;19.6558;14.8185;28.6952;20.9225;20.7781;18.6989;5.7337;5.6931;13.7538
1;22.3255;27.6802;15.4559;10.7543;19.9344;17.5875;13.0345;26.8106;18.5683;21.3517;16.8373;6.4967;5.2959;13.3133
1;24.8113;27.1051;15.7109;12.3914;20.2062;19.3789;13.6918;29.6066;18.4359;20.6983;17.67;6.1419;4.7396;14.3055
1;24.5848;28.017;17.8249;13.7699;21.8291;18.0828;13.0518;27.3594;17.2586;20.2286;16.4899;6.465;5.4637;17.3079
1;25.3817;27.2056;18.9168;13.2303;19.9017;19.952;11.8526;28.0925;18.6502;21.8117;16.0272;6.24;7.0325;16.0901
1;25.1958;25.5061;20.2673;12.2815;18.4378;18.4596;11.9055;23.6443;17.8423;17.9178;16.9314;6.2343;7.4841;14.8887
1;22.6879;23.4223;20.8689;14.8121;19.1786;20.5782;11.8349;21.3463;18.2187;20.3505;16.081;5.6781;9.0937;15.4311
1;20.8008;22.725;17.9239;13.1718;18.8478;22.1815;12.2852;21.6045;17.8139;16.4885;15.4964;5.9114;9.6556;13.68
1;21.6542;22.6416;14.6419;12.0524;19.1569;24.8315;11.3786;21.1514;18.0869;17.2455;15.588;6.4395;8.6431;13.5791
1;21.8177;20.9156;15.3354;11.5515;18.4551;24.9306;12.589;21.7518;16.8482;17.2552;16.4717;6.9418;9.0181;16.661
