odour stim;12/11/2020 Male5;09/12/2020 Male8;11/12/2020 Female4;11/12/2020 Male7;14/12/2020 Female2;14/12/2020 Female9;08/02/2021 Female4;08/02/2021 Male7;08/02/2021 Female8;09/02/2021 Male2;09/02/2021 Female7;09/02/2021 Male8;09/02/2021 Female9;10/02/2021 Male1
;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V
0.5;17.8038;12.3753;25.0758;19.2394;11.1445;42.1119;8.7761;23.1969;15.4695;14.3215;8.4872;4.0612;6.2595;10.5704
0.5;17.2481;13.6172;22.33;16.64;11.0011;45.4795;9.8438;22.6483;15.2214;16.881;9.0526;4.0562;6.018;11.5801
0.5;18.4974;14.6983;19.3467;19.4965;10.7531;44.4068;8.8473;20.6871;18.3276;15.4928;8.8689;3.954;5.932;7.937
0.5;18.952;15.8423;16.2322;18.5203;10.6273;42.354;8.5756;20.7345;19.0662;17.3654;8.6832;3.7875;6.4846;5.6112
0.5;17.7327;15.7354;14.3755;18.7214;10.7245;38.1289;10.1694;20.3809;20.9741;17.6635;8.6054;3.9443;6.0612;7.5285
0.5;16.9737;14.8032;13.1144;17.9456;10.3149;43.2632;10.7611;20.1694;19.9698;15.9555;8.2448;4.3057;5.6139;9.0521
0.5;17.9962;14.1597;16.6715;19.1252;10.483;36.8885;11.0754;21.4902;19.0729;15.8097;7.5097;4.6014;6.2482;8.9514
0.5;18.9041;16.6103;15.9874;20.1302;10.4258;38.3562;10.786;19.3242;17.7579;13.341;8.1398;4.7963;6.7667;9.8916
0.5;19.9211;14.7298;14.9495;19.3509;10.6642;39.2715;9.865;20.3086;16.2901;15.6674;8.505;4.604;6.0208;11.8921
0.5;18.2233;16.4067;15.4433;14.9347;10.0306;36.7113;9.3238;20.9152;15.554;16.2913;8.6264;4.4679;5.7482;9.6963
0.5;19.2507;15.3836;14.8813;18.3614;10.1575;37.9502;9.3821;19.3663;16.5667;14.6336;8.2814;4.6168;5.4285;14.8396
0.5;18.2713;13.909;14.6853;20.2762;10.5699;36.4548;9.9909;22.0638;16.6924;15.5206;8.2924;4.4897;5.0899;7.7511
0.5;16.2124;15.3521;13.4581;18.6783;10.1601;37.886;10.933;20.3749;17.8596;13.4133;9.2356;4.1727;5.0068;7.1304
0.5;17.6973;15.4392;14.7229;19.0077;9.9907;40.13;10.4036;18.4178;18.8989;14.967;9.2594;4.1449;4.6839;9.2244
0.5;17.6491;14.5899;15.7949;19.9303;10.1604;45.1572;11.075;18.8703;18.9531;13.9403;8.7311;4.3725;4.3633;13.3193
5;16.0611;15.3439;15.8818;11.1182;10.0729;38.2193;11.0525;18.3055;20.1899;15.7257;8.1465;4.7831;4.4523;14.0471
5;14.9616;14.5992;16.5988;13.4883;10.27;39.7695;10.2337;17.2888;18.3706;14.6065;8.7253;4.6661;4.5773;13.1719
5;16.2232;13.2598;18.8664;14.3472;10.0721;39.1425;10.1484;15.8515;17.9822;15.9725;12.6317;4.5411;7.323;17.8031
5;19.8214;12.5913;20.4747;14.2893;10.0196;42.5771;10.8644;20.3396;20.028;18.9713;16.1607;4.3318;8.5831;15.0801
5;17.6785;10.9644;23.3595;12.9847;9.9182;43.1012;11.5823;25.2132;18.7599;18.6671;16.5528;4.6803;8.4388;11.1846
5;17.9076;10.7549;24.0097;13.4487;10.063;42.4524;12.3557;26.0513;19.8021;20.066;13.4317;5.419;7.1615;6.6551
5;15.7803;12.3245;25.0297;13.1425;9.9201;39.1906;12.534;29.6033;18.6724;17.6472;11.9798;5.5701;6.4441;7.7201
5;13.8504;14.3527;22.8915;13.0664;9.5017;32.985;11.4381;26.7718;18.9433;17.6951;15.2244;5.7153;6.9647;9.6315
5;12.5584;14.2245;24.9343;12.2805;9.4944;36.1841;10.7507;26.2811;21.3149;16.6935;14.2697;5.6572;8.375;9.1663
5;14.7374;12.8696;28.3828;11.2804;9.81;36.7219;9.6138;30.0563;19.7328;14.3099;14.4658;5.894;9.1318;12.8518
5;13.3361;11.9468;29.8157;11.741;9.5664;33.4208;8.9755;29.4406;18.572;20.8581;14.4544;6.4421;8.8419;13.4611
5;12.7561;11.773;27.3181;11.5374;9.8542;29.356;8.573;29.0789;20.3489;21.9131;15.0454;6.6943;7.6858;14.6151
5;13.977;12.5559;23.5383;14.7474;9.7307;26.7912;8.8094;26.7242;20.494;21.358;15.3876;6.8173;8.0233;12.6039
5;12.9691;11.7191;19.2746;12.7936;9.6138;23.6114;8.3744;23.4341;22.9937;24.2157;14.1115;6.7119;6.9295;13.5203
5;11.9924;11.3448;18.2148;15.7775;9.5549;22.5052;7.8586;20.997;22.1263;23.8933;11.8996;6.5132;7.5137;11.8664
5;11.486;10.6061;16.4887;17.4948;9.4674;22.6115;7.5617;18.4833;21.1118;21.8002;11.2041;6.434;7.822;8.1975
5;10.7513;10.6978;15.9443;16.9896;9.5783;25.0833;9.056;16.8249;20.2259;19.1071;11.621;6.571;8.9617;8.6176
5;12.309;12.1057;15.4076;14.286;9.4924;23.3372;8.8002;19.4939;19.7002;19.6351;12.0219;6.9385;8.087;8.9548
5;12.3368;11.4221;14.3478;11.0524;9.5727;24.6064;9.3201;18.1118;18.0641;16.4766;11.4593;7.6718;7.1464;7.8848
5;11.2052;10.7194;14.3415;12.1201;9.5731;22.9258;8.8813;21.1058;18.5581;18.6372;10.6824;7.7114;7.2044;5.8732
5;11.0226;10.0413;16.7688;12.076;9.4195;21.4153;8.4021;19.2113;16.5873;16.412;9.9029;6.9353;6.6005;6.6155
5;11.1212;9.7725;16.0289;11.3179;9.5239;21.8374;9.128;17.7664;15.9653;18.9217;9.7741;6.9805;7.2365;6.8053
5;11.1078;9.2027;14.086;14.1997;9.5681;22.2776;9.8146;18.4869;19.0683;15.8628;11.5766;6.4182;6.752;6.0739
5;12.8728;9.1654;13.3072;14.6602;9.5856;24.3328;10.5472;20.3598;18.9797;16.453;11.3824;6.6985;7.3713;5.178
5;11.8087;8.951;15.3868;11.3856;9.4977;25.2156;11.4394;21.3161;19.3397;17.6772;12.9407;6.2977;7.0629;7.158
5;10.9164;9.0931;15.7848;11.5673;10.181;27.0536;11.7152;20.5281;18.9941;16.5496;13.0658;6.9767;6.6237;8.2168
5;10.664;8.4612;18.0692;10.7361;11.1728;27.4275;12.2074;22.7635;18.9156;14.5449;13.1864;7.3459;5.8654;7.4845
5;9.568;8.8352;16.9778;10.5166;10.5379;25.9036;12.889;20.4341;19.2091;14.0971;12.8733;6.7429;5.2523;7.2545
5;10.5855;8.5185;16.8611;10.787;10.3106;23.23;12.2081;18.5682;17.0745;15.6793;14.987;6.601;6.5305;7.2545
1;9.9867;8.3051;15.3532;11.2626;10.3807;21.5841;12.5986;16.1765;16.3626;19.4512;13.9328;7.6009;6.8464;7.297
1;9.528;8.2541;15.8151;10.3619;10.0695;25.2526;11.5741;14.1139;14.7071;18.8626;13.1434;7.0842;7.6198;5.8598
1;8.4504;8.4242;14.6026;10.4496;10.0151;23.5077;11.0617;15.6917;16.0515;17.5755;13.0625;7.0418;7.6261;6.689
1;8.1356;8.3481;15.4978;10.3728;9.7739;21.0774;11.1206;19.0491;14.3381;20.9119;13.6577;7.3348;7.1145;7.883
1;7.3281;8.4147;16.7021;12.9828;9.6476;22.2622;10.6697;20.1534;13.3419;18.8031;13.6789;6.6223;8.5326;7.3193
1;10.1246;9.4279;18.9847;14.493;9.6715;20.5277;11.6117;21.7981;12.4932;19.1519;16.3913;6.6705;8.1317;7.3373
1;10.9857;10.6857;19.6356;16.0725;9.7279;19.6184;13.884;22.3474;12.899;16.3295;16.1297;6.918;9.6256;8.1568
1;13.8517;10.0655;20.5161;13.7926;9.5936;21.2994;17.2977;23.3011;13.122;17.0319;17.874;6.3823;8.1209;8.8326
1;14.2656;9.8659;19.9706;13.4595;9.0838;21.3867;17.563;24.9247;14.2924;15.8028;19.2238;6.3962;7.559;8.3998
1;14.0669;14.5;21.2725;13.1571;9.335;20.2308;17.0996;30.9166;14.7815;16.6207;18.427;6.4805;8.1406;7.8165
1;15.6125;15.556;22.9347;13.8073;9.0868;22.8989;18.4775;32.8557;13.7639;14.2046;17.8199;6.6195;7.903;10.1879
1;14.801;14.3022;21.6299;14.3986;9.4782;22.3584;18.2977;29.954;13.3369;14.7492;21.387;7.0502;6.9319;13.5052
1;16.3246;12.6509;18.9045;15.652;10.4717;24.0839;19.7188;28.1026;13.1514;12.2636;18.5843;6.979;8.1925;11.6665
1;15.3887;12.8498;23.7637;13.8774;10.865;24.2105;19.1679;25.3422;13.4609;12.8516;19.5003;6.4823;7.8069;13.0355
1;15.4642;13.042;25.5987;16.6781;10.6448;25.0762;17.2401;22.4888;12.8241;12.1893;19.9308;6.0413;7.7975;15.018
1;15.0412;12.9381;25.9734;15.6076;10.3895;25.3942;17.4714;21.9706;12.3028;12.3557;18.8873;6.0281;7.0362;13.9602
1;14.0273;11.6285;22.3255;16.4131;9.9904;23.4159;17.589;19.7591;11.4151;10.2381;16.7572;6.0245;6.2941;10.1541
1;12.9282;11.0178;18.818;17.0405;10.0853;21.445;15.7472;19.9911;10.9543;10.987;16.8531;5.9194;6.547;12.6087
1;13.2851;10.4474;17.9769;19.8351;9.8104;25.101;14.4827;18.3001;11.871;9.6902;16.9893;5.6236;7.1927;13.7552
1;14.7263;10.4311;17.486;17.7382;10.0688;26.0569;12.9462;16.6265;11.7156;9.9596;16.3081;5.3987;7.1356;13.2059
1;13.8022;9.2966;16.8639;19.1501;11.6338;26.984;13.501;15.8226;11.329;8.8544;15.1318;5.2531;8.0312;14.8195
1;11.9869;9.9445;17.6975;21.2192;13.064;30.3045;12.3939;14.4434;11.024;9.0916;15.9301;5.2389;8.1676;15.924
1;14.354;10.6876;19.1369;24.0089;12.3907;27.8483;13.8162;13.6956;13.3809;8.3264;14.1023;4.79;8.2974;15.8932
1;12.9035;10.1733;18.268;23.5553;12.2438;33.7068;13.5365;12.4772;12.8931;8.1134;15.2288;4.6552;7.8902;17.747
1;14.7105;9.7448;17.9509;21.0758;13.0711;33.1644;12.2585;13.3773;12.1948;9.2303;14.1343;4.5189;7.5628;16.9997
1;15.2814;9.6309;15.3301;17.4381;12.4346;30.0458;12.4464;13.2584;13.2689;9.0779;15.7038;4.3805;9.3337;17.4563
1;14.5826;10.4794;15.3205;15.7846;11.7987;29.3977;12.6763;12.7;14.4427;9.7746;14.079;4.3068;8.925;16.3307
1;12.8954;9.8993;15.2378;13.0174;11.8242;32.8468;14.5697;13.1031;15.1996;11.0901;14.4715;4.1221;8.4999;18.7232
1;15.2432;9.354;15.2267;11.4141;12.3426;33.7362;13.1817;13.1965;13.9261;10.7633;15.3394;4.1955;7.3748;17.8197
1;15.2609;9.5739;13.4676;12.2774;13.119;37.9095;13.433;12.1698;14.8999;10.2338;15.6528;4.2798;7.0238;18.7545
1;14.9592;8.9436;16.5481;11.4363;12.2804;38.3788;14.2788;12.2428;14.2384;12.2226;15.3387;4.6876;8.485;20.2911
1;13.1943;8.8901;16.0896;10.955;16.4864;35.4073;14.6107;12.1933;12.6823;11.3619;15.6419;5.0012;8.4173;20.0046
1;12.4319;8.8741;16.9614;10.1443;15.538;30.7887;13.3427;12.4187;12.1543;11.8875;15.5987;4.7679;8.4982;18.6247
1;14.552;8.6425;16.7793;9.9175;14.7456;34.5228;13.1843;11.6556;13.2482;10.1143;17.3798;4.5945;10.4346;17.6268
1;16.1921;8.7135;14.7617;9.7442;13.8176;37.9172;12.6224;11.2691;14.2028;13.7828;14.647;4.3783;12.2062;18.9556
1;16.8897;9.4788;13.279;10.5765;13.7134;39.184;11.6426;13.9874;14.424;10.873;14.3046;4.6683;11.9174;17.7912
1;15.3021;9.3651;14.9802;10.3552;13.0714;37.6046;10.5633;13.7399;13.6015;12.9252;15.8;4.5652;11.6265;17.9652
1;16.5403;9.248;18.7912;11.4849;12.3993;42.3415;11.5424;13.0237;14.9833;12.177;18.078;4.274;10.3871;19.5696
1;16.6486;11.7926;22.586;11.1119;12.0547;45.7248;11.8068;18.7182;17.0507;17.0267;19.2989;4.8637;9.3664;19.0153
1;16.8183;11.9953;23.5533;11.7572;11.996;47.5428;12.4357;24.5088;16.2625;16.0229;17.9985;5.0283;10.6189;16.3042
1;16.4223;14.3272;25.86;14.7074;15.1891;41.8618;12.3101;25.2914;16.9238;15.949;18.5656;4.9147;9.8217;15.8309
1;15.25;15.2316;28.3404;13.4908;14.4072;36.195;12.9727;24.046;14.9566;16.8856;16.1201;4.444;8.2737;15.6644
1;15.399;14.2478;32.1289;12.2557;14.0571;31.147;13.3295;26.7724;13.7385;16.1495;18.99;4.5479;7.6678;13.6963
1;18.9325;12.8664;28.1475;11.5138;13.4737;27.3977;12.0744;26.884;12.8664;17.7063;16.2758;4.596;8.5654;14.3681
1;17.1633;12.2269;24.1046;11.2666;12.6561;25.0342;11.8661;30.6172;13.2993;16.0277;18.6963;5.0086;9.8443;15.3342
1;15.9397;12.5506;23.1273;11.7028;11.9199;25.8193;11.9347;33.7637;13.0967;14.7004;18.6983;5.4628;9.0678;15.1166
1;16.3053;13.2649;24.4544;13.0066;12.0626;23.6454;12.4686;34.71;13.4045;13.8916;22.6678;5.5204;8.7813;17.4192
1;16.2435;12.4884;28.0823;13.4604;14.1307;21.997;12.3888;30.9602;14.6712;16.262;22.0936;5.4152;8.1531;16.5164
1;14.6873;12.3311;25.1337;12.1204;13.4565;20.8562;12.2345;31.3543;13.9867;15.644;21.4196;5.9329;10.9924;15.0699
1;15.2325;11.2636;23.6314;12.5437;12.9586;25.2253;11.2624;29.0891;12.9189;15.0492;23.5656;6.1671;9.3502;15.4631
1;16.6412;10.9853;22.6017;13.2416;12.5193;28.1257;10.2827;25.706;11.7497;16.6424;20.464;6.2958;9.8601;15.637
1;20.4816;10.084;21.392;12.0923;12.2131;27.6572;10.5915;27.326;11.2045;18.0845;19.0847;6.1014;9.1276;14.1726
1;19.0524;9.9334;20.0606;10.8886;11.3989;28.2524;10.2972;25.5979;12.4673;17.0781;17.6691;6.3346;8.0099;16.894
1;17.1403;11.7632;19.2524;11.5121;11.251;28.6365;10.4132;22.7064;12.0297;15.6539;20.3654;6.457;7.7279;18.6979
1;17.9074;12.6257;20.9527;12.2156;11.1384;25.8306;12.1014;20.8374;13.6899;15.1589;19.8677;6.8479;7.0655;18.6413
1;17.3074;12.2022;20.8148;10.4807;11.1412;28.5757;13.2599;18.131;14.1997;15.5841;21.476;7.5351;6.8632;18.3712
1;18.0445;11.0167;19.4507;9.8976;13.5805;26.5682;12.167;17.3884;15.064;17.352;20.3825;7.4532;6.6855;17.8185
1;16.7934;10.7603;17.4045;8.8919;14.499;23.8012;12.0194;16.4869;14.2794;16.493;18.4029;7.752;7.1314;18.3389
1;17.0231;10.4418;17.7622;8.3524;13.3339;21.643;12.5726;14.3032;13.4683;15.1565;19.851;7.5557;8.85;18.3046
1;15.2958;12.3513;17.6073;7.9607;12.9042;22.9111;11.8004;15.9135;12.1405;17.2039;18.8371;7.6334;9.4273;18.7122
1;15.7807;12.1825;17.2696;9.4395;14.2345;23.784;11.0557;15.6102;11.4665;16.0874;18.8671;6.8402;8.166;18.9768
1;14.8452;10.8597;16.4659;10.3638;13.9267;21.6213;10.6335;16.9155;10.562;15.98;19.7092;7.3435;7.264;19.2068
1;13.2464;10.1789;17.2707;9.4496;13.3605;20.7628;10.9977;15.9022;10.904;15.1635;17.8107;7.1224;6.8381;19.8895
1;13.8224;10.0933;17.8285;9.4599;16.0498;24.2287;11.5544;15.6612;12.4316;17.3119;18.6295;7.2325;7.5826;18.6223
1;13.6057;11.054;20.0436;9.6772;16.9536;22.4192;10.5278;14.5525;12.482;15.8025;19.6801;7.0249;7.5588;20.6163
1;13.5677;11.527;19.9754;11.2643;15.7787;23.284;10.1665;13.3842;13.0818;16.1102;18.6951;7.3943;6.3904;18.9172
1;14.6625;13.7946;19.4388;11.0147;14.7925;27.0673;11.6134;14.3914;12.8744;15.7614;18.1682;7.3673;8.1078;20.0738
1;12.6371;13.3332;16.954;11.1646;14.3403;28.3165;12.0703;12.717;12.9661;16.1193;19.7062;7.5151;10.2732;18.2342
1;13.1749;12.0974;16.2751;12.2937;15.401;24.9212;11.3076;13.524;13.9365;15.2976;20.5644;6.5927;9.3089;18.2755
1;12.7317;12.4489;19.1195;15.1412;14.6894;27.6358;10.8135;13.5595;15.5181;15.3313;20.8639;6.746;7.6994;20.5388
1;13.1321;14.4585;22.7184;15.875;13.8452;31.2666;9.7853;16.2674;15.3907;16.7672;20.9605;6.1899;8.2774;19.1147
1;14.8735;13.2638;23.7731;13.4313;15.3518;34.6878;9.6258;20.5306;15.066;20.8174;21.9691;6.0051;9.3307;16.2194
1;14.3024;11.9799;23.0053;14.7944;14.623;37.6913;10.8607;21.6737;15.5094;22.7414;19.3901;5.9565;11.5086;16.3393
1;12.5711;14.1255;23.3545;15.2997;14.3197;36.0401;11.1783;23.3989;15.0604;21.8126;19.1075;5.9908;12.7771;15.066
1;12.1937;16.5242;23.4362;16.5896;13.7442;38.1831;11.09;23.5119;15.8756;18.7679;20.7657;6.1029;11.1948;17.1848
1;14.2517;17.6751;20.8731;15.9965;12.7005;37.1305;10.7185;22.6273;15.9549;17.8177;18.0133;6.4402;10.7832;16.0293
1;16.8589;21.2799;20.6966;16.5397;12.1866;35.2867;11.0268;26.2378;13.7646;17.3233;17.9368;6.0851;10.2284;15.9596
1;19.4184;23.3131;20.0291;15.4368;16.2639;39.1436;10.7507;25.5336;13.3343;18.05;15.1907;6.5215;11.2112;14.6934
1;19.1088;21.3296;18.1781;13.8276;15.6376;42.6095;10.6791;23.9522;11.975;15.4648;13.9926;6.3093;13.3118;13.9678
1;18.7565;19.1491;18.3408;16.9987;14.8979;39.9051;10.3639;26.1757;13.1161;13.7897;12.6742;6.6138;14.0212;13.1913
1;17.4329;19.3343;19.1725;18.1826;14.1028;38.3946;9.4814;28.1;15.1554;15.1809;10.8677;6.7313;13.684;12.1076
1;15.8288;21.746;19.4131;17.0277;13.8565;38.5191;10.8414;26.2076;17.2567;17.4856;11.4109;6.97;15.7;14.0838
1;14.2597;20.9486;16.3341;18.1072;17.4245;41.9784;10.5382;24.8892;17.1149;15.693;9.8134;6.9562;14.3142;12.2639
1;16.6725;19.7366;17.6261;20.505;17.0032;38.2201;9.4395;26.3743;15.4565;15.7407;9.5817;6.4042;14.0184;12.3957
1;15.5303;22.5122;19.9355;19.1594;17.714;42.2353;9.263;24.2558;16.3599;15.7661;8.4011;6.3455;12.2446;11.4445
1;16.5412;23.5307;18.1899;20.57;17.4998;40.2456;10.4618;21.8594;15.4731;16.595;11.148;6.6181;12.7438;12.12
1;15.5751;19.514;17.0787;20.7904;16.9196;43.7078;10.0362;20.5212;15.3283;15.1073;10.0967;6.7478;14.1811;12.4239
1;14.5351;20.4381;15.8855;21.388;16.7323;42.353;12.1594;19.8939;17.7533;12.9003;10.8678;5.9594;12.9975;12.0085
1;16.7854;20.0268;16.1116;18.5749;17.6905;44.7461;10.5691;20.5853;16.3179;12.2065;10.7304;5.5377;11.5218;10.7492
1;16.885;21.0867;14.9422;16.6337;16.8401;45.5571;11.4112;19.3337;16.4608;10.4104;9.5157;5.8346;10.4409;11.5584
1;16.5157;19.5129;15.0478;15.9893;16.0505;46.1995;10.6121;18.0139;16.0636;10.4808;8.6642;5.989;10.6036;11.1508
1;18.7734;17.2985;13.5899;20.9281;14.8277;46.0315;10.7277;16.2256;15.028;10.1683;8.8597;6.5983;10.1691;13.0806
1;20.6521;16.0596;11.9107;19.3628;14.6968;48.253;11.2082;16.4917;15.4334;12.2504;9.2915;6.2591;10.1362;13.7353
1;20.7189;14.5367;11.0608;15.7989;18.717;46.4796;10.6199;15.7761;15.587;10.0262;9.4611;6.0871;10.0386;13.5831
1;20.4093;16.0582;12.8508;17.8997;18.0874;40.8487;10.0624;14.9074;15.7536;10.6796;10.9817;6.31;9.23;11.5279
1;19.5846;15.0023;11.6638;18.4133;19.7282;44.3631;9.3255;17.403;15.6728;8.8492;9.8814;5.726;7.8525;12.6461
1;20.1359;16.2462;14.0668;15.162;21.2402;37.1763;9.9913;19.2979;14.4699;11.1667;10.0884;5.8921;6.7444;11.8678
1;19.4889;15.1693;14.6541;14.867;19.4201;40.9335;9.163;18.8604;16.507;11.354;8.9475;6.9958;7.3207;14.8667
1;21.1039;14.2773;14.9711;13.2861;17.362;40.8125;10.7852;18.2149;15.9638;14.78;9.5997;6.5257;9.1165;14.9529
1;20.0151;15.1827;15.1944;13.8519;16.5213;38.1241;10.0194;18.5024;14.5988;13.3582;10.7736;5.895;7.8429;15.8019
1;18.724;13.9916;15.4319;17.3809;16.0338;40.8142;10.1072;18.8748;14.8644;15.4634;10.5272;5.8546;6.7938;16.4278
1;20.7285;12.6797;17.0853;21.879;15.0614;42.1427;10.7834;17.8524;15.0654;12.7757;9.6048;5.3727;6.2893;14.1744
1;23.4152;16.3409;19.8318;19.5985;14.3957;42.3136;11.3243;19.3122;13.8582;14.6634;9.6008;5.8551;5.8547;13.4346
1;21.2713;21.4299;22.9812;20.0139;14.1388;43.7714;11.4614;21.9138;15.675;12.8552;10.1423;5.9799;5.6264;11.5545
1;22.7422;19.6895;25.3085;23.1575;17.2482;44.5925;12.169;24.0558;16.6071;16.8198;9.7767;5.9872;6.2864;14.1624
1;24.7961;18.6027;30.97;27.8161;17.5118;41.056;11.3853;27.9285;16.2471;17.843;11.9779;6.0168;7.6419;15.2232
1;23.7359;16.4365;30.6651;25.1933;16.1584;39.629;10.6943;28.3674;17.7265;20.9843;12.7161;6.39;8.0177;13.2045
1;21.1986;19.43;27.445;21.6968;15.8029;38.3856;10.9064;26.1461;17.7889;19.491;13.5012;6.7398;8.2794;8.0222
1;23.0264;19.1862;28.4476;23.1236;14.8575;37.982;10.0792;28.8671;16.6004;17.8186;10.7637;6.488;8.3995;13.5367
1;25.4263;19.0916;27.9038;23.1843;13.7588;31.5685;9.4528;32.5544;14.8932;17.6415;10.0586;6.483;7.0543;16.0263
1;22.6434;16.6539;27.1634;22.0145;16.1688;36.9163;9.5565;36.723;15.5426;20.856;8.7111;6.2082;6.0185;17.633
1;23.2169;15.2828;25.1031;19.9068;18.1342;34.5233;10.108;40.0296;20.4073;18.7448;7.9875;6.8276;5.9551;19.3075
1;20.9804;15.8628;21.1619;20.2964;17.1295;39.4629;9.6636;43.3094;20.7595;19.6363;9.4659;7.0256;5.8535;17.9499
1;20.1174;14.6682;19.9858;19.9257;16.6083;39.5917;9.9358;41.424;20.0987;18.9436;10.4861;6.6691;6.6613;18.538
1;19.237;13.9583;18.1396;19.1223;15.049;39.5108;9.4746;37.4514;18.1412;18.5049;10.7544;6.0729;5.7992;18.2061
1;20.6063;13.6554;18.0809;21.4376;14.8301;40.6563;8.2921;37.2311;19.3754;20.7777;11.0467;6.2386;5.3018;20.7074
1;18.3184;14.8977;19.596;20.6708;14.212;38.3961;7.8803;35.9948;18.9047;20.0588;11.0368;6.2766;6.014;20.7019
1;18.8648;15.0201;16.4877;17.1017;16.3876;43.1465;7.2756;36.5038;19.4687;22.5008;9.9042;6.5018;6.5174;19.1672
1;20.3248;14.3757;16.1661;17.5392;15.9175;44.9747;8.1018;33.8514;18.755;17.9388;11.2582;6.8928;5.6389;17.4949
1;21.1016;14.9739;15.7666;16.1518;14.4602;45.2744;8.8909;33.8358;16.5779;18.8706;10.348;5.7191;5.0494;20.1899
1;20.4476;17.3212;15.5666;15.7957;13.6496;41.5903;8.4326;33.9317;18.8543;19.646;10.0102;5.8613;5.1779;18.6549
1;21.5378;16.125;16.4588;13.4697;13.1364;39.1454;7.8959;30.8725;18.4333;20.0169;11.1996;6.2797;7.0687;19.8993
1;21.7664;14.5391;15.861;12.451;12.4577;46.5019;8.1825;29.9026;18.7007;18.2997;10.7127;5.8874;7.2286;21.742
1;20.3117;17.8253;14.9953;11.3898;12.243;42.0029;9.0396;29.9074;18.1046;19.514;10.9955;6.2499;7.3133;20.5837
1;17.5533;15.7764;13.3387;10.8803;12.0093;46.5752;8.4181;29.853;18.0418;18.403;12.8953;6.5111;7.823;21.2162
1;19.2483;15.0842;16.2259;9.971;11.4939;46.7314;8.4305;28.4174;17.7673;20.8544;15.5106;5.9402;7.5925;22.4479
1;19.8363;14.2638;16.2676;9.8225;11.7002;47.7092;9.4032;29.8972;17.4463;18.8706;15.9754;6.1038;7.562;20.9377
1;21.4968;15.3834;16.9063;8.7961;11.3631;47.0943;8.7744;27.8298;16.0533;18.5438;16.8974;6.49;8.0485;23.692
1;23.0439;18.0388;15.032;12.1299;10.882;41.8821;8.3877;25.2045;15.0599;18.7316;15.0087;6.218;10.4856;20.6029
1;20.7911;16.4001;18.0406;11.0705;10.7575;36.2185;8.6403;25.8117;15.3139;18.5375;15.0716;5.9424;10.2446;20.3023
1;20.0482;14.9491;18.3005;10.5272;10.6739;33.3077;9.5979;25.5294;14.9214;16.686;13.8734;5.3595;9.9923;20.842
1;21.6758;15.3635;16.5873;11.7986;10.4977;32.8153;10.2703;22.9571;13.9774;18.7499;12.5228;5.3432;10.8963;20.6818
1;20.6582;14.559;16.9727;11.9465;10.3838;32.5665;9.337;24.6868;12.871;19.355;12.1103;5.244;12.6777;20.5941
1;19.7149;13.5546;17.5199;13.1634;10.5442;29.3986;8.9395;22.8727;12.527;19.3169;11.0693;5.7698;15.4102;22.5235
1;20.6074;13.0882;18.2367;12.407;10.6792;26.5544;8.6564;25.8993;13.5481;19.8896;11.4422;6.198;15.2323;22.8594
1;22.049;12.3488;19.9194;11.0593;10.4515;27.0606;8.6055;30.6844;16.4709;21.2453;16.7602;5.4357;16.7198;24.9738
1;22.0421;13.9923;18.6033;10.4907;10.8037;27.0795;10.8976;36.0697;18.1806;23.2997;16.7616;5.7303;15.8168;21.0694
1;24.1511;14.9167;16.2442;10.7548;10.4068;29.6608;10.3427;35.3231;17.9059;22.0789;18.8702;5.3283;16.0231;25.3571
1;22.3266;16.8755;15.6082;11.8573;13.0778;29.1632;11.0703;33.3549;16.4755;23.4269;23.8188;5.0217;17.3381;22.9754
1;24.651;18.6446;16.9978;13.4365;13.7662;30.377;9.8921;32.0726;15.1015;17.937;29.0336;5.6499;15.6818;21.7559
1;24.096;20.0335;19.0112;12.8559;13.244;26.7992;9.4969;31.351;13.8947;20.3568;25.6023;6.0318;16.7481;21.0015
1;25.1155;22.0112;18.2364;11.09;12.8328;28.5556;8.5513;29.7096;16.9699;18.4592;21.8449;5.7515;14.2055;23.6257
1;25.1288;20.553;18.3896;10.8363;12.3873;25.7377;9.0604;29.5816;15.8082;19.7991;20.5615;6.1679;15.4359;24.1948
1;24.3593;19.1723;16.9168;13.9606;14.4224;25.8174;8.7522;30.2442;17.1254;19.4575;21.5003;5.444;16.3869;21.4125
1;25.7901;16.9239;15.5748;15.5105;14.0858;27.7404;8.9247;32.7011;17.7398;18.4538;20.4465;5.1834;16.1918;24.1221
1;28.0677;18.6467;15.6335;16.3729;13.4704;25.0951;10.3451;30.9358;17.9279;17.737;18.9575;5.4561;18.1384;23.9266
1;28.9903;20.0701;16.2241;15.4087;12.587;21.9832;10.2844;29.378;17.8164;16.0846;16.8928;5.6447;16.3583;22.5836
1;26.3717;21.3188;14.3053;15.2087;11.9459;20.5388;10.199;26.5037;15.2743;16.9109;18.5935;5.1337;18.1782;22.4146
1;27.0063;21.2571;14.5114;15.0645;12.0249;19.0043;10.0049;25.2302;14.8043;15.9591;18.8155;5.8489;17.7405;21.4526
1;27.9499;22.25;13.7111;15.2829;11.9699;19.998;9.2691;23.1384;14.5008;16.1041;17.2303;5.9618;14.9878;20.7096
