odour stim;16/11/2020 Female2;17/11/2020 Male1;17/11/2020 Male7;18/11/2020 Female1;19/11/2020 Female1;20/11/2020 Female1;20/11/2020 Female6;23/11/2020 Female1;25/11/2020 Female1;16/01/2021 Female1;16/01/2021 Female2;17/02/2021 Female1;17/02/2021 Male4
;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V
1;10.5448;5.3145;6.5889;12.2974;15.1973;6.6061;19.805;7.1567;5.0388;13.7892;14.6577;11.2858;14.1964
1;10.6323;5.5407;6.1962;12.6643;15.6856;6.2146;19.4917;7.0994;5.5317;15.0199;13.1537;11.1799;14.1132
1;10.9438;5.8231;6.9799;12.4984;15.8461;7.0126;18.638;7.5726;5.9293;14.4078;15.729;10.4746;14.1559
1;11.5376;5.6813;6.208;11.8398;14.642;7.3079;17.8804;7.818;6.4639;13.6299;16.2993;11.3011;14.7197
1;10.947;5.1033;6.2657;10.3962;14.7535;7.2013;17.9327;7.1717;6.8928;13.6931;15.782;11.767;15.1008
1;10.5604;5.5117;5.8576;9.2056;14.1913;7.0625;18.4488;7.7491;6.3432;15.1678;15.7539;11.4482;15.168
1;10.7864;5.8487;6.0418;9.3102;12.2583;7.3522;17.0962;7.2531;6.829;14.7958;15.4458;10.5134;14.871
1;10.1643;5.9323;6.4805;10.1227;10.5449;7.8694;17.7197;7.9876;6.2552;14.6181;15.7376;9.9978;14.3414
1;8.7394;6.4503;6.8642;10.1956;9.9268;8.0012;17.7631;7.8009;5.6666;13.1923;15.7908;10.2902;14.8412
1;9.2729;6.6033;7.3882;10.8217;9.4354;8.7575;18.6651;6.7649;5.2945;13.1641;18.2731;10.4105;15.12
1;9.5068;6.6428;7.2839;10.8705;8.8839;9.6095;18.0856;7.9768;5.8554;14.4615;17.3861;10.2965;15.3163
1;9.5541;5.4622;7.4015;11.5409;10.0321;10.2529;18.718;7.3898;5.7825;12.9552;17.3506;10.1887;14.7304
1;9.4399;5.4589;7.5376;11.4183;10.1912;9.3086;17.3296;7.3404;5.0501;13.0237;18.2414;10.6469;15.3752
1;9.0408;6.7449;7.4487;11.0492;9.7838;9.2379;18.0369;6.9455;5.0774;13.5997;18.3866;10.8497;15.7488
1;9.4628;6.0469;6.7324;10.2392;11.3014;8.9158;18.019;6.4021;4.4167;15.611;18.9449;10.4207;16.4123
1;8.7053;6.5585;6.4967;8.3456;12.1787;8.0899;18.3141;6.709;4.3688;13.417;18.7653;9.8829;16.3568
1;9.7674;6.4105;6.8636;8.3616;13.8336;8.0678;19.0482;7.0286;5.072;13.8288;18.3951;9.2477;14.5138
1;9.3357;5.9799;6.4353;7.6565;12.4381;6.9695;18.5184;8.3275;4.6885;13.8743;16.2462;9.0095;14.6949
1;9.061;5.2362;6.6644;7.7006;13.0833;7.5484;19.9254;7.6584;5.2795;14.4164;14.0344;9.9238;14.261
1;8.3723;5.2895;6.8418;6.1764;13.8008;7.2777;20.6891;6.2674;5.6228;13.5785;14.5241;9.2974;15.0767
1;8.4854;6.473;6.9418;5.815;13.4463;7.8178;21.7525;6.0809;5.6968;12.3465;13.2237;8.0729;15.5841
1;8.5467;6.6447;7.1432;5.8701;13.9777;7.0714;22.9015;6.4338;4.701;13.2949;12.3766;7.1427;15.4395
1;8.6035;6.7164;7.0794;5.6073;12.8029;7.477;24.4007;6.8227;5.4747;14.5769;12.2995;7.8856;16.0387
1;8.3988;7.0858;6.7933;6.496;12.8697;7.5373;24.5337;5.8652;5.9649;12.8202;11.0347;9.0999;15.8571
1;8.8634;6.2053;6.6236;7.5288;13.9;8.65;23.0924;6.5155;5.3082;12.8775;10.4369;8.4713;15.0827
1;8.6222;6.6733;6.7133;8.1446;14.1639;9.2769;21.9907;6.5594;5.6765;13.7439;12.472;7.3921;14.7703
1;8.4505;6.7456;6.2013;8.1501;13.8703;9.7574;20.3454;7.2424;6.5414;13.2849;13.6468;8.2891;16.1203
1;8.276;6.4749;5.3457;7.7017;14.8436;11.5248;20.9843;6.7264;6.492;12.3271;13.6506;8.3221;14.8938
1;8.5757;6.6367;5.8822;7.9992;14.3627;12.6535;21.2533;7.6131;7.1136;13.4708;14.409;7.3742;15.5391
1;8.6231;6.8986;5.9333;7.0308;14.4706;13.5895;21.1045;7.532;8.4965;12.2354;14.7686;7.1925;15.0289
1;8.8679;6.6532;6.336;6.8454;13.5432;12.8423;20.9045;7.1276;8.4488;12.4673;14.9346;7.2926;16.0983
1;8.2014;7.1776;6.166;7.1434;12.9692;12.4462;20.1133;8.0835;7.4867;13.9602;15.6253;6.3267;17.0681
1;8.3009;5.8172;6.1283;7.2895;14.4877;9.8322;20.393;7.0788;6.6384;15.2037;18.1832;5.872;17.1188
1;8.5587;5.844;6.536;6.8625;14.9169;8.5008;21.1142;8.5299;7.9463;13.0532;18.7537;6.801;16.6143
1;9.1486;6.248;6.7432;6.7079;14.0452;7.9396;22.3148;7.7855;8.1367;12.8235;19.1527;7.7024;14.8024
1;9.6634;7.8443;6.6966;6.1364;14.5709;8.0188;22.0566;8.5575;7.7227;14.0931;17.6641;7.2427;14.984
1;9.1446;8.1119;7.2732;5.1525;15.3475;7.0777;21.3426;8.8474;7.7114;13.3419;18.687;6.5232;14.5522
1;8.8734;7.4738;6.7429;5.0319;13.2639;6.4537;20.9719;10.0622;8.4245;13.7581;17.7418;7.1381;14.6638
1;8.8864;7.9142;6.418;4.7379;11.863;5.9651;20.0996;9.545;8.4047;12.6845;19.1747;6.5356;15.184
1;8.0875;7.9151;6.4672;5.1689;12.6714;6.2908;20.7851;10.2726;7.9695;13.4848;18.3491;7.5472;15.2125
1;7.5421;8.3815;5.957;4.6481;15.0463;6.5946;21.1508;10.2577;8.4534;15.0627;17.9824;8.5971;15.7297
1;7.3656;7.966;7.2547;4.5347;17.4065;7.1882;19.3401;9.669;8.3829;14.0189;18.5019;7.4217;15.424
1;7.1238;8.4798;7.7616;3.5802;18.479;7.5395;20.3534;8.9414;7.4193;12.0657;19.7758;8.808;15.0285
1;9.3989;8.5524;8.1314;3.1722;18.4423;7.8085;19.8987;7.7104;7.6772;12.8985;21.6757;9.1775;14.7261
1;10.2226;8.3889;8.3946;4.2622;19.2233;7.4613;19.0185;8.0176;7.4175;13.4406;19.8919;10.0226;14.3126
1;11.39;7.8055;8.5439;3.5478;18.2989;6.3204;20.2406;6.5999;6.7199;12.5427;20.6919;11.4715;14.2054
1;11.3768;8.5527;8.4025;3.2069;17.2333;6.189;20.5716;7.1941;6.7508;12.5449;22.2765;11.3543;15.6532
1;11.4718;8.2982;7.694;3.3239;16.0967;7.2478;21.8294;7.3133;6.8946;13.3016;21.6231;10.4222;15.1726
1;10.8973;7.5571;7.4348;3.0888;17.1315;6.9993;20.3872;7.5854;7.7888;13.2517;18.7915;11.094;14.985
1;10.7843;7.2596;7.5032;3.3636;15.6981;6.3574;20.1612;7.0784;7.7745;11.8182;19.6438;10.3816;15.4163
1;10.0588;6.7951;8.5777;2.9101;16.7533;6.8204;21.4189;7.1549;7.2917;12.7849;16.9298;10.1481;15.0625
1;9.634;6.7272;7.7742;3.6839;17.4223;8.3816;22.3284;6.6351;7.2273;12.6023;14.6173;10.2281;15.4167
1;9.4227;6.3658;8.5805;4.3675;16.7673;11.7141;22.3803;7.0431;7.6416;12.2162;12.6921;9.8587;15.3598
1;9.3522;6.7713;7.0694;3.7382;18.1145;10.2068;21.0587;7.4984;7.5941;11.5902;10.9497;9.6817;15.1222
1;8.2522;7.2652;7.6783;4.253;18.5451;9.0931;20.7647;7.8757;7.6143;11.1156;9.4534;9.9154;15.3874
1;8.2092;6.4398;7.4301;4.04;17.994;8.8184;20.0467;7.9995;7.8821;11.121;8.3587;10.5242;13.6044
1;7.8701;6.5425;8.2212;3.5589;16.3474;8.84;17.5884;7.8101;8.8141;11.8242;7.6554;9.5125;14.5628
1;7.3842;6.8227;8.1151;3.2389;16.0312;7.3216;16.984;7.776;8.724;12.545;7.0262;8.6819;15.1988
1;7.1642;6.0811;7.7275;2.7175;15.4435;5.8198;17.5931;7.9265;7.4688;13.6062;7.5895;9.0701;12.798
1;5.9655;7.1007;7.5216;2.8822;14.3495;5.4612;19.2066;6.5484;7.3559;13.0727;7.7594;9.1192;12.9828
1;5.1225;6.5952;7.0179;2.6159;13.57;5.4902;20.1263;6.9732;7.4865;13.6771;8.321;8.5114;12.7055
1;5.6795;5.7769;6.8193;2.3363;13.257;4.8112;18.0751;7.4587;6.1262;13.2599;7.8907;8.4941;12.5797
1;6.432;6.0635;6.4604;2.2551;13.7783;4.181;18.0126;7.1205;5.5019;12.436;7.7965;8.8198;13.9879
1;5.5044;6.3224;6.8077;3.4116;13.3496;4.6017;17.41;7.7143;4.4344;12.7311;8.3698;8.1329;13.483
1;5.3183;7.297;6.7111;3.7687;12.7126;4.2314;15.6556;7.4324;4.6672;11.8791;8.811;9.1425;14.1453
1;4.3222;6.0074;6.9076;3.7968;11.7764;4.1094;16.7398;6.6879;4.865;12.0544;8.4292;8.7929;14.1945
1;4.4482;6.3241;6.2465;4.1395;10.348;3.7426;17.9826;8.0404;5.64;11.8795;7.7368;8.8154;14.8009
1;4.9661;6.5315;5.8107;4.1953;10.3275;4.2336;18.841;7.9495;5.4092;12.082;7.3571;9.7352;13.7525
1;4.5166;6.6323;5.9361;4.6781;10.9979;4.3705;18.761;7.0981;5.187;11.126;8.2646;9.1112;13.8988
1;3.7361;6.8996;6.1058;5.4667;9.7599;4.0591;17.1367;6.0331;4.8848;11.2337;7.5649;9.739;14.7305
1;3.3268;6.8468;6.7428;4.5158;9.7599;3.5222;15.7486;6.0261;4.6161;12.1572;7.7455;7.9355;15.0891
1;2.8816;6.6319;6.1846;4.0287;9.5985;3.8276;16.3375;6.571;4.6883;12.4233;8.7472;8.4958;15.0598
1;3.1541;6.494;6.0475;4.069;9.7432;4.4333;15.5772;7.7158;4.9625;12.5811;8.6907;8.1554;15.1048
1;3.0517;6.4075;5.5348;4.7297;8.8875;5.8572;15.1662;6.7823;4.7687;12.6964;9.2622;8.1883;15.0055
1;2.9017;6.7085;5.8582;4.9125;8.6599;5.7924;12.9319;6.3903;4.6259;13.7444;10.8;8.0441;14.0906
1;2.7209;5.8554;5.6661;4.4013;8.2576;4.7267;12.0891;6.3381;4.1326;12.0925;12.6604;8.1688;14.4862
1;2.965;5.6549;5.7019;3.7009;7.8557;4.8498;12.1458;6.4917;4.4093;12.0966;13.4706;8.6749;14.5725
1;3.38;4.696;5.5916;4.6881;9.0057;4.1326;13.6904;6.9469;4.2936;12.8209;12.862;8.0469;12.8335
1;2.8561;5.2883;5.9195;4.4932;8.7737;3.9586;15.3808;7.2585;3.3276;10.9544;12.8216;8.346;13.6597
1;3.3915;5.1605;5.901;4.1114;9.1952;4.4134;16.4033;6.7527;3.4617;11.758;12.7094;9.0269;14.809
1;3.4456;6.7666;6.2699;5.5764;8.1244;4.148;16.1836;6.5753;3.2043;12.1426;12.9324;8.8938;14.5825
1;3.5399;7.0992;5.7911;6.2765;7.1661;4.1928;15.5574;5.6765;3.9637;11.6344;12.9787;8.8412;15.2079
1;3.0161;6.4761;6.0463;6.8385;7.3414;4.0183;15.2504;6.4291;4.2921;11.9855;13.2854;9.7235;15.5519
1;3.2192;6.2152;6.3284;7.851;7.9516;4.2989;15.5716;5.6006;4.1912;11.7316;13.8308;9.9633;15.1937
1;3.598;7.0049;6.034;7.9021;8.1577;4.5831;15.4438;6.2849;3.8489;12.1702;14.8968;9.3393;14.8755
1;3.2697;6.2408;5.1777;8.1913;8.9825;4.8082;15.9293;7.5386;3.7158;11.3807;16.6739;8.0168;13.6811
1;3.0019;6.1291;5.0883;6.8612;9.4549;5.2233;16.3488;7.2896;4.143;10.7797;17.2241;8.5527;13.9528
1;3.3594;5.9961;5.4506;5.2909;9.8469;4.8888;17.4217;6.8452;3.9966;11.3541;16.6174;8.339;14.8886
1;3.2263;6.957;5.5988;4.527;10.4693;4.6408;19.0907;7.4313;3.8928;12.7418;16.8305;8.4993;12.7943
1;3.4216;7.3513;5.3936;3.9861;11.3361;5.7532;19.2788;7.5394;3.788;12.3098;14.4725;10.0819;13.6384
1;3.3809;8.078;5.1509;4.5524;11.1049;9.706;19.0195;6.9544;4.2389;11.3023;14.8778;10.5816;14.5487
1;3.3566;8.2902;5.5238;5.3455;11.8967;12.361;19.9632;6.702;4.2567;11.0836;15.6203;9.686;14.0852
1;3.66;7.2774;5.3131;5.9;11.6714;12.4799;19.7158;6.6846;3.9651;12.2696;16.2864;8.5472;14.1407
1;3.7063;7.2027;5.1975;5.9924;11.9165;14.0438;18.6111;6.2362;3.7413;12.528;14.4107;7.1819;13.9566
1;3.5041;7.8107;5.9242;6.6459;11.6383;10.3482;19.272;5.7291;3.8146;10.9728;13.4248;6.2054;13.7838
1;3.2608;6.8687;6.3028;7.8657;11.5836;9.7492;18.3383;6.7504;4.2827;12.2899;14.4634;5.4435;14.8915
1;2.8238;7.4245;6.523;6.8125;10.4131;11.1157;17.7998;6.0581;4.0108;13.2361;16.9048;5.1347;14.6374
1;3.3176;7.6642;6.6283;6.566;10.9639;11.7909;15.9432;6.001;5.2668;13.1306;18.8278;4.4039;14.691
1;3.294;7.4039;6.5796;7.6754;11.025;11.1335;13.5509;5.8641;5.22;13.0254;19.9027;4.5982;14.1781
1;2.9229;6.9256;6.5997;8.4322;12.9742;11.1163;15.3133;5.9253;4.835;12.7171;21.3778;4.5662;14.1304
1;3.5912;6.5683;6.2523;9.642;14.9331;9.0998;13.1015;6.2939;4.9897;11.742;21.8246;4.5433;13.9015
1;3.1285;5.3567;6.7911;9.9046;15.7138;8.8287;11.0914;5.0909;5.0943;12.5029;22.0205;4.5151;15.2018
1;3.3753;5.4355;6.7323;9.7304;16.5045;9.2968;9.6201;5.8627;4.8185;13.4997;21.1153;4.3773;14.762
1;3.4327;6.0048;6.6854;9.2894;15.1606;8.0283;8.1795;6.4247;5.2543;13.6876;18.2655;4.3744;14.3074
1;3.6295;7.6148;7.7244;8.7934;12.8601;7.498;7.464;6.9569;5.0443;14.4102;15.5662;4.1168;14.9874
1;3.3609;7.1581;8.6251;9.4611;13.6005;8.7411;6.4001;5.744;5.072;13.4463;15.0735;3.958;14.5705
1;3.3846;6.3841;9.4734;10.6584;13.1875;11.6878;5.7362;5.2638;4.0683;15.3322;17.0652;3.4492;14.7499
1;2.9114;5.9192;10.7891;10.1507;12.5451;9.4458;5.1416;5.4277;4.4382;14.7443;18.2676;3.3649;13.9354
1;3.0833;5.6328;12.5238;7.9148;12.3143;9.4348;6.1144;5.6867;4.8255;14.3648;17.0988;3.9585;15.121
1;3.276;5.3957;11.0708;7.3117;12.217;9.7354;6.2801;6.4878;5.7803;14.8761;16.4039;4.593;15.1499
1;3.3652;5.5688;10.5074;5.7427;12.8066;10.5001;5.7882;6.7209;6.1486;14.3811;14.5313;4.8135;14.9821
1;3.6136;5.9922;9.3796;6.1046;12.1344;9.9331;5.6072;6.4159;6.6719;15.0372;13.1337;4.8383;14.6538
1;3.0009;5.8991;10.3401;5.532;11.6804;9.0394;5.6669;6.2783;6.5566;14.4677;14.3335;5.2904;15.0853
1;2.8413;5.9209;10.2972;4.9888;11.1901;9.5178;5.8427;7.124;8.3756;13.6557;16.0947;6.2016;15.7175
1;3.5711;5.7612;10.3281;4.6648;11.921;9.3133;6.0559;8.3164;8.5868;14.4994;18.7973;5.8722;16.8307
1;3.5463;5.3961;10.1093;5.0543;13.2464;9.3243;6.1922;8.0389;7.6033;14.8539;19.1205;6.1677;16.6661
1;4.0371;5.1035;10.4845;4.5847;11.9448;8.8592;6.0104;8.4944;6.3215;13.7093;17.8332;5.8234;16.3118
1;4.5112;5.4374;12.2616;3.6362;12.0048;7.4614;5.6566;8.3794;6.6846;15.3085;17.4311;5.064;17.3905
1;4.3472;5.9558;11.9048;3.5431;12.4173;8.8374;5.8785;8.4752;6.8702;15.1401;15.8012;4.5182;18.5533
1;4.5025;5.1288;12.4428;3.5443;12.8407;9.201;6.6287;8.8734;6.8378;15.9254;16.3415;5.7613;18.1369
1;4.0132;5.2238;11.503;3.2372;14.506;8.0268;6.5215;9.2203;7.6964;13.2753;16.4068;5.4107;13.4946
1;3.6133;6.128;10.8839;3.448;16.5821;7.3834;6.8929;9.1652;7.1663;12.5166;14.6943;5.3775;14.8052
1;4.235;7.0847;10.6955;4.1279;15.8335;7.9147;6.7239;10.0362;7.3199;12.3793;16.3231;5.4899;16.7618
1;4.3487;6.5667;12.0404;3.5583;15.4523;8.1809;6.5598;10.318;7.5749;12.9451;18.132;4.9841;17.2556
1;4.3851;6.0325;12.7836;3.1335;14.488;8.1268;6.7306;8.9707;7.8219;12.9227;18.206;5.3656;17.6496
1;4.2159;5.804;11.8698;3.2256;14.3156;9.0827;6.4553;8.6457;7.5493;12.1577;18.8437;5.7607;16.0721
1;4.656;5.4983;11.8696;3.0009;13.7095;8.7332;6.1447;8.298;7.9675;12.4437;17.7713;6.3049;17.0362
1;4.816;5.5518;11.6852;3.4814;13.8106;8.1183;6.399;7.6138;8.2008;12.2275;17.1401;5.7214;16.9988
1;4.2963;5.6389;11.708;3.7921;15.1048;8.4213;6.1987;7.1468;8.3476;12.0454;15.6644;5.5844;17.8742
1;3.8464;5.1399;12.0496;3.5779;15.5606;8.5791;6.6466;7.1916;8.9866;11.47;15.3087;5.7974;17.9046
1;4.1198;5.3941;12.1079;4.0037;15.5472;9.1886;5.7145;6.8796;9.3595;12.4716;15.4876;6.4186;17.3112
1;4.3658;5.5441;10.9033;4.0644;14.5334;10.8863;6.2205;6.5307;9.4158;12.7665;13.8449;6.3992;17.5806
1;4.9217;4.8949;11.2511;3.8204;14.0624;11.2793;6.7661;6.4631;10.0613;11.9222;12.4467;6.1452;17.9173
1;4.3406;4.79;11.9799;4.4922;14.2914;10.5901;6.1458;6.6838;9.2403;10.338;12.5133;5.6278;18.491
1;4.5202;5.9864;10.6496;4.3865;15.0228;11.0316;5.6136;6.5275;8.8918;10.8442;11.8393;5.4763;18.1074
1;3.947;5.3668;10.6612;3.813;13.3025;10.6288;6.4854;5.828;8.569;11.3526;12.0078;5.1688;18.3066
1;4.167;5.1604;10.7618;4.1687;14.0339;12.3143;7.2967;4.9817;9.0704;11.2386;14.8892;5.5166;17.2594
1;3.7958;4.8503;10.4016;4.6597;14.7246;13.7697;6.8754;5.6319;8.1419;10.4142;17.5481;5.4803;15.7163
1;4.9143;5.1899;9.9561;4.8222;16.8052;11.3855;7.4893;7.0928;6.9189;10.407;18.03;5.2348;16.3751
1;4.8163;5.3895;10.4345;4.6894;14.6095;11.3957;7.5581;6.6796;7.665;11.0282;17.937;4.8181;16.1789
1;4.9549;5.5076;10.8247;5.1951;14.3452;10.6069;7.0904;6.5114;7.5106;10.989;17.1822;5.8283;16.6504
1;4.8648;5.9168;11.4491;5.1972;15.0166;9.8211;7.5538;7.3134;6.5684;11.1559;17.7179;5.7109;16.4037
1;4.863;6.2443;11.8839;5.0766;18.0531;10.3107;7.8099;8.3156;6.676;10.9073;15.3455;5.4465;16.4462
1;4.9285;5.9977;11.8029;4.9792;19.1298;9.0763;7.9405;7.8821;6.3693;11.6852;17.7234;5.9593;16.0514
1;4.997;6.6773;12.3537;4.3342;19.2127;9.8616;7.0406;8.3049;6.4341;12.2342;20.3078;5.7908;17.0425
1;5.1514;5.6168;13.9824;4.4176;17.37;8.7218;7.6162;8.584;6.106;11.346;18.7472;5.3633;17.2543
1;5.548;4.6982;15.4423;4.4139;18.986;7.6763;8.9536;8.1918;6.9673;9.9649;18.7514;5.4347;15.2986
1;4.4913;4.3836;15.3293;4.9184;18.1352;6.7857;8.5848;8.4188;6.1081;9.9669;16.1555;5.2355;14.5692
1;4.8378;5.2446;15.1209;5.197;18.1364;7.3411;8.0174;8.4866;5.8036;10.7064;15.2967;5.7441;15.7517
1;4.6707;4.6363;15.0341;5.3298;18.3113;7.5118;7.2732;7.5158;5.0611;11.3108;14.2067;5.6615;15.9053
1;3.9031;5.4878;14.2902;5.3558;18.9067;6.5472;7.8493;6.7647;5.2096;10.9732;14.3684;6.3259;16.2095
1;4.1763;6.9063;14.0342;5.5525;19.3719;6.7895;8.794;6.9751;4.9225;10.2147;16.5554;5.8148;17.0429
1;4.673;6.2653;12.805;5.9452;18.8797;6.4387;8.5956;7.9284;4.7074;10.8637;16.538;5.6079;17.8721
1;4.4541;5.9115;11.9961;6.5904;16.5318;6.0327;9.496;6.6745;5.1237;10.7818;15.6054;5.7711;17.2086
1;3.9912;5.0714;12.5885;6.9836;19.6599;6.7119;9.3021;5.9138;5.2717;9.6585;15.5177;6.219;13.4062
1;4.5729;5.2925;12.5086;7.6441;23.6798;5.7527;10.1499;5.5313;5.8714;9.9599;15.0021;6.4621;11.8032
1;4.5915;6.895;13.5861;8.8802;24.7744;5.3135;9.3578;6.6236;6.1351;10.0266;14.896;6.8519;13.0287
1;4.6778;7.7641;12.6613;8.6571;24.6819;4.9808;9.3574;6.3895;6.2673;9.9138;14.3616;6.5151;15.5622
1;5.1354;6.154;11.7511;8.358;22.7528;5.3971;8.1442;7.8926;6.1692;9.6292;14.2853;6.5454;15.9778
1;3.929;7.0832;10.8317;8.3569;19.5581;6.1174;8.096;7.3455;6.2242;9.9515;13.3474;5.442;16.6826
1;5.0674;6.5815;10.5573;8.904;19.3739;5.7625;8.6072;6.7483;5.5396;10.0604;12.1194;4.7054;17.1434
1;4.6775;7.0415;9.0244;8.1641;20.6059;5.8204;8.693;6.0514;5.8424;9.4289;12.9862;5.9385;16.0119
1;4.2071;6.58;9.5762;9.1669;19.8782;5.8226;9.7703;5.7347;6.107;9.6446;13.7603;6.1405;15.9772
1;4.4895;6.8832;9.6176;11.5801;22.7684;7.4035;9.9147;5.0483;6.2123;8.617;14.0533;5.6432;14.3303
1;4.7649;8.1499;9.9222;9.5226;23.8285;7.9072;10.0432;5.6408;6.3455;9.456;15.5125;5.2484;15.7701
1;5.5205;7.6661;8.7475;8.7115;23.7487;8.1445;10.4078;4.8997;6.3333;9.0684;15.7387;4.8653;14.1632
1;5.4663;7.5033;8.4466;7.8745;23.9592;7.5246;10.1977;5.0604;6.2446;9.8505;15.7236;4.8729;14.4466
1;4.7949;8.046;8.8228;7.0868;23.4488;8.3844;9.752;6.378;6.8106;10.4381;17.0877;5.6132;14.9087
1;4.8838;8.0744;8.3119;8.6451;23.0555;8.3691;9.9445;5.7333;7.3637;10.6606;16.605;5.8297;14.4902
1;4.8774;7.751;8.3953;8.0542;22.752;10.3813;9.2495;6.3271;7.09;10.1633;14.3255;5.3709;14.3952
1;5.6632;8.3184;7.366;7.4867;23.7629;9.4373;10.4245;6.3845;7.0437;10.6083;14.3584;6.0687;12.5821
1;6.4446;7.7444;6.8387;6.6261;24.1315;7.226;10.4153;6.3601;7.1912;10.5105;13.1001;5.3763;12.8813
1;6.2892;8.7508;6.4011;7.4234;23.8292;6.4644;10.1169;7.1967;6.7027;9.5104;11.5433;5.4646;12.7506
1;6.0057;7.0692;6.3765;8.8149;24.2886;6.8473;10.6054;6.7051;7.5269;10.3797;10.1479;5.4499;13.2517
1;5.9691;5.9822;6.1204;9.9337;23.3985;8.1226;11.2119;6.4537;7.1661;10.8622;8.7367;6.3053;13.0835
1;5.9015;5.4243;6.2692;10.6872;22.2569;7.5631;10.5596;6.1865;6.6948;10.0404;7.9997;5.596;13.108
1;6.5965;7.4406;6.9619;11.8039;21.259;9.4351;10.2681;6.7203;7.1796;10.3181;7.1392;5.2369;11.36
0;7.6232;7.7319;6.3135;10.6618;23.0583;10.7571;9.5499;7.0464;7.1886;11.4724;6.3598;5.0169;11.1155
0;8.0991;7.7271;6.5547;12.8063;25.9672;9.9883;9.9161;6.6149;6.7434;10.7876;6.445;6.0473;11.4473
0;7.7219;7.0567;7.6839;12.6272;27.7879;8.6002;9.7877;6.9677;6.9997;10.181;5.9449;6.2691;11.1427
0;7.1212;6.4027;7.4204;12.4332;28.6281;7.5376;9.9952;6.6583;6.0212;11.2131;5.5515;5.6781;11.925
0;8.0762;5.6406;7.9411;13.6859;27.5139;9.2963;10.4698;7.2825;5.5386;11.1402;5.8513;5.5387;11.8949
0;7.5086;5.05;8.0947;11.4753;24.1923;9.5569;10.7109;6.1945;5.1794;11.3255;5.9268;4.7799;12.0577
0;8.1222;5.1484;7.4676;10.1557;23.6935;10.2093;10.7425;5.8789;5.6122;12.9309;6.2875;5.2915;11.9481
0;8.6009;6.136;7.1119;8.1347;23.4121;9.4854;11.5871;6.7843;5.7427;12.6195;5.638;5.074;11.8775
0;8.9106;5.2158;8.3612;8.9942;23.3357;8.2079;12.4331;7.4506;5.097;11.1977;5.286;5.64;11.6049
0;9.3911;5.4381;9.5008;9.8799;20.7517;7.52;10.5459;7.011;4.385;12.7259;4.9162;5.2681;11.8396
0;8.6214;5.6983;9.5089;8.6539;20.7815;6.9151;10.3236;7.514;4.043;12.5112;5.46;5.0328;12.6204
0;9.597;5.3829;10.3851;8.7122;19.7908;6.7916;10.8163;6.308;3.3506;12.0039;6.8931;5.1828;12.9193
0;10.1057;5.2182;10.159;8.274;19.8083;6.563;10.6003;6.0264;4.4254;12.9309;10.5662;5.308;12.8974
0;11.4826;4.4552;10.3094;8.5217;19.6227;7.2618;10.9189;8.1816;4.8017;11.5858;11.6631;5.0865;13.2603
0;11.043;3.7869;10.5474;8.3648;19.5157;7.3204;12.2146;9.6138;5.3045;11.5426;11.5805;5.014;13.2272
0;10.1175;4.2962;10.8299;8.0938;19.3594;7.1585;13.1575;10.3249;6.004;11.9101;10.942;5.1539;11.8741
0;10.2213;4.3097;11.132;8.3286;18.9316;7.6515;13.0399;9.9973;6.3442;12.2784;10.2456;5.2951;12.9146
0;9.5334;5.6796;10.3999;9.1289;20.2999;7.6801;13.3126;9.3565;6.2806;11.9209;10.3579;4.957;13.0916
0;10.8029;5.0045;10.1488;7.742;21.3762;9.0188;14.236;8.0562;5.716;11.8451;10.2621;4.6367;13.8478
0;11.1096;4.6142;10.7737;6.1166;20.8695;8.9043;13.8438;7.0778;6.3765;12.0882;10.7285;5.7495;14.9629
0;11.3421;4.411;11.3694;5.9682;19.045;10.9699;13.0196;7.5455;6.084;12.4998;9.9913;6.46;14.252
0;10.8361;3.7868;11.4194;5.5473;19.6347;9.949;14.0308;8.5122;6.3539;12.2117;10.6959;5.8704;15.9835
0;11.3547;3.7569;10.8944;6.5484;18.524;11.9391;13.7044;8.7693;6.4631;10.3225;9.9014;6.0809;16.4497
0;11.02;3.944;9.3417;6.8082;19.0163;10.9008;13.3206;10.7973;6.4126;11.3201;8.8673;5.9766;15.2713
0;9.7199;3.6542;8.2595;7.3044;18.7758;11.0165;13.5265;9.5046;7.0748;11.6884;8.5514;6.3923;16.0796
0;10.2667;3.7227;7.9992;6.9028;17.4383;12.1507;13.5364;8.6737;6.8341;12.5459;7.577;7.01;16.0255
0;11.2567;3.3218;6.8512;7.686;18.0314;11.3913;13.7154;8.501;6.8511;11.9549;6.7811;6.4793;16.3344
0;11.3907;3.062;6.7144;6.0832;19.2647;9.3839;13.7923;7.2795;6.5683;10.6387;6.6005;6.3444;15.525
0;10.6383;3.5498;6.5336;7.2044;20.5553;8.6986;14.0084;7.556;6.796;11.316;5.8205;7.7111;16.8137
0;11.0641;3.3914;6.3876;6.3413;21.0473;7.2305;13.8363;9.1377;7.2726;11.7413;5.4981;8.3035;17.4715
0;10.5506;3.1039;6.1364;7.003;20.3665;6.6599;13.0737;10.6153;6.7006;10.7522;5.0861;8.6012;17.4219
0;11.1369;3.5612;5.8323;7.1337;20.9477;6.9485;12.6364;12.2384;7.2099;9.2646;5.2206;9.1728;17.3385
