odour stim;16/11/2020 Female2;17/11/2020 Male1;17/11/2020 Male7;18/11/2020 Female1;19/11/2020 Female1;20/11/2020 Female1;20/11/2020 Female6;23/11/2020 Female1;25/11/2020 Female1;16/01/2021 Female1;16/01/2021 Female2;17/02/2021 Female1;17/02/2021 Male4
;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V
0.5;6.6797;6.5771;7.5417;5.4441;16.766;7.2317;11.8727;6.2176;6.3093;16.1615;5.9209;7.775;16.9634
0.5;6.5409;6.3157;7.3694;5.6247;16.628;7.1137;12.889;6.4536;6.3815;15.9261;5.6715;7.5118;15.4689
0.5;6.5036;6.5291;7.6402;4.5704;16.9226;7.2616;12.519;7.669;6.9972;18.0741;5.7566;7.8418;16.6883
0.5;6.343;6.5942;7.7622;4.7425;16.9679;5.9542;13.2449;7.7575;6.2187;16.7995;5.3617;8.0203;18.2649
0.5;6.1347;6.3688;7.0714;4.4362;16.4859;4.7706;13.3635;8.1241;6.0348;16.1468;5.619;8.7792;16.0683
0.5;6.1179;6.8433;7.4958;3.6005;14.3858;4.4802;13.753;8.0887;5.6194;16.8413;4.9383;8.8283;14.6013
5;6.374;6.7606;7.2915;3.3858;13.2729;5.1181;13.4868;9.9688;4.9605;17.4875;4.8225;7.6218;16.0792
5;5.1613;7.8158;6.9747;3.5541;12.2688;4.8125;12.8423;8.8903;5.1301;16.5933;4.5974;7.5076;16.8303
5;4.911;6.9929;7.3488;4.0777;11.9072;5.5261;11.7666;8.0994;4.6585;16.9797;4.6425;8.3463;17.8946
5;5.8854;7.3715;6.7527;4.2439;13.6208;5.6838;11.4392;7.0882;4.9373;16.7986;4.3429;8.9422;17.198
5;5.6273;8.2474;6.5976;5.2504;13.6925;5.3059;12.1135;7.3659;5.1155;18.2106;4.2901;8.8703;16.5789
5;4.5943;8.028;7.359;5.3581;15.2252;5.3357;12.3461;7.8175;5.0391;16.143;4.124;9.1117;16.7289
5;4.1683;7.3108;7.3325;5.3458;14.2241;4.5906;12.2772;7.8054;5.3773;15.846;4.6487;9.8251;16.8564
5;3.8826;7.6508;7.1506;5.7845;14.528;4.3881;12.4722;7.2163;5.9902;15.6974;4.5301;10.5444;15.0572
5;4.3609;7.6441;6.1099;6.3361;14.5511;4.3954;12.3487;7.1755;6.44;15.5691;4.5098;11.4492;15.0683
5;4.4826;7.4869;6.1135;5.4001;12.739;4.5046;12.5248;7.5201;6.6569;14.3746;4.6903;9.9025;15.8342
5;4.6856;7.2222;6.579;5.5935;11.6656;4.2138;12.8153;7.8124;6.7406;16.0625;4.533;9.0759;15.8587
5;4.5205;7.4677;6.2616;6.6649;11.5349;3.7802;11.8358;8.32;6.8225;16.8851;4.6982;10.9309;15.9935
5;4.7329;6.905;6.0424;8.0881;11.8898;3.4909;13.6548;8.2563;7.0876;16.1224;4.6032;9.7185;15.9906
5;4.0459;7.2458;6.2406;7.2819;11.5908;3.1736;12.7233;7.3258;6.0896;17.1624;4.3861;9.6169;14.7177
5;4.2504;6.9275;6.0746;6.6609;11.8487;3.0287;12.8927;7.6357;5.8056;17.1909;4.3924;8.9123;15.5
5;4.3578;8.0104;5.9123;6.3547;11.4437;3.0779;13.0317;8.0286;6.2031;15.4907;4.2686;8.5217;16.3542
5;4.7492;7.9376;6.0694;5.9063;13.0042;3.5955;12.6406;7.8848;5.2979;16.6772;4.0417;8.9303;16.2727
5;4.9473;6.9055;6.7056;5.6003;11.5825;3.6924;12.2152;7.452;6.205;16.3959;4.3901;8.2452;16.1211
5;5.0749;6.8179;7.0282;5.8671;11.6312;3.5;13.5856;7.7573;6.4346;16.2313;4.1723;7.7022;15.9782
5;4.7456;6.4352;6.6559;6.583;10.795;3.8225;13.7154;6.9643;6.4382;17.4824;4.0973;9.8828;15.8521
5;4.7821;6.309;5.8307;5.8675;11.988;3.4979;15.5999;7.4659;6.4702;16.5991;4.3344;9.7575;15.7137
5;4.6886;5.9972;6.3047;6.2314;12.7467;3.4219;14.8658;7.3718;7.534;15.8403;4.138;8.8982;15.943
5;4.9537;6.5592;5.3686;5.3109;12.9051;3.3546;13.8374;7.3037;7.4407;18.6149;4.1146;8.1682;15.6258
5;4.9421;5.8329;5.6362;4.9567;13.1064;3.5004;13.131;5.8832;6.7399;18.5563;4.4443;7.3199;15.5299
5;5.5654;5.7587;5.6873;4.1654;13.8705;3.8928;12.7041;5.8323;7.3451;17.8064;4.7716;7.4107;15.258
5;5.2508;7.1295;6.0999;4.153;13.7837;4.201;11.809;7.0776;6.6455;19.6753;4.7127;8.2985;15.488
5;5.618;9.4674;5.5608;4.3719;14.8535;3.8254;12.6424;8.06;6.0643;19.0605;4.4006;8.4622;16.1558
5;6.2717;11.8455;5.8248;4.7281;16.275;3.491;12.7923;7.2099;5.363;19.7295;4.4058;10.5523;17.0228
5;5.9736;13.0278;6.529;5.0535;15.9472;3.4235;12.3482;6.4637;4.7856;18.2334;3.9475;10.3988;17.6874
1;6.1487;15.0249;6.5077;4.7179;16.7319;3.5118;12.4472;6.7522;4.6999;18.1458;4.0798;10.9015;16.3352
1;5.9801;15.9073;6.293;5.3868;16.4845;3.4852;13.0631;5.5876;4.7591;17.5833;4.1437;10.7702;15.7333
1;6.1501;15.3069;6.234;5.699;16.7195;3.6991;14.1786;5.5328;5.1833;19.5261;4.1298;11.6929;15.7507
1;6.6544;16.3072;6.276;6.0421;18.5303;3.7071;16.4049;6.1149;6.5909;18.8243;3.9672;12.388;16.0444
1;5.9405;15.5949;5.8684;6.3217;19.0222;3.3871;16.7029;6.6894;7.1414;17.0256;4.2385;11.6129;18.479
1;6.5219;15.1542;5.9633;5.8266;19.5946;3.8168;15.1914;6.1752;6.679;18.3;4.0832;11.5399;18.6333
1;6.201;15.2723;6.2872;5.543;17.6028;3.686;14.1151;7.1649;5.964;16.8358;4.0111;10.6101;17.0876
1;6.7883;13.3385;5.921;5.552;18.7436;3.7969;12.0615;7.5328;5.4252;16.4157;4.1149;9.866;17.4678
1;7.0781;12.4878;6.0192;5.0093;19.7897;3.8367;11.4541;7.7245;5.7619;17.6394;4.1801;10.52;18.0853
1;7.766;11.4617;6.0074;5.2239;18.6707;3.6456;12.7245;6.5388;5.3604;15.5509;4.1276;10.6408;17.9844
1;6.9597;12.0719;6.4266;6.0114;19.4269;4.4826;13.4225;6.5611;4.9023;16.2346;4.2399;10.915;17.1651
1;7.2155;12.6911;6.7077;6.4042;18.4898;3.9053;13.9891;6.0501;5.6958;17.0046;4.2861;11.326;17.3221
1;7.6396;13.4459;6.4017;7.9616;15.8382;3.972;14.6829;6.5171;5.4782;16.8378;4.4705;12.169;15.8511
1;7.2104;13.0919;7.158;7.169;13.4593;4.12;15.479;6.4752;5.0398;18.446;4.3038;11.2395;16.1368
1;7.1677;12.897;6.9854;6.17;11.813;4.4564;16.0026;6.8868;4.9216;16.4818;4.1923;12.8917;16.4951
1;7.1874;12.3846;6.8943;5.37;12.1113;4.4606;15.4626;6.8478;4.8757;16.6776;4.2284;12.9784;16.988
1;6.5785;12.5033;6.8751;5.7623;12.1258;4.2973;16.7339;6.2344;4.4845;16.7748;3.7595;13.1589;17.4729
1;6.7872;12.7416;6.2614;5.4892;12.4009;4.2003;15.4966;6.3271;5.096;16.0494;4.0368;13.3055;18.403
1;6.271;12.7455;6.3151;6.0336;13.1875;4.5964;16.6867;6.4311;4.2143;16.5004;4.0316;13.6659;18.7281
1;5.4415;10.9434;6.2207;6.5302;12.8367;4.6739;17.716;7.901;4.2376;14.7317;4.4336;15.4031;18.8582
1;4.9109;11.4583;6.6042;6.552;12.2239;4.81;17.5571;8.3956;3.9354;15.3859;4.3764;16.9288;18.2892
1;4.7394;14.0516;6.2256;6.6988;10.5706;4.9872;18.1914;8.9461;4.2359;15.0542;4.2815;17.2072;17.6723
1;5.5108;13.6719;6.5067;7.0786;9.7046;4.6102;16.708;9.142;4.0174;15.6505;4.1694;18.752;17.5644
1;5.4227;12.701;6.4312;7.4444;11.0459;3.9886;14.0623;9.14;4.2253;16.8535;4.1856;15.731;18.7932
1;5.3417;12.3636;6.6737;6.7348;10.9192;4.3752;14.0158;8.5212;4.9538;18.551;3.8956;14.7268;16.7264
1;5.8759;12.215;7.5516;6.358;12.9754;4.6786;14.2593;8.9043;5.146;17.9011;4.5239;15.4309;16.4143
1;5.5873;11.5784;6.5698;5.3354;12.7181;6.4768;15.2238;8.4558;5.8502;15.8074;4.6747;15.548;16.1953
1;6.2784;12.0479;5.1164;5.3744;11.9325;7.285;16.1342;7.5117;5.9745;15.1883;4.2341;15.4846;15.4622
1;6.4355;11.2493;5.4781;7.0878;11.1411;6.6824;17.7753;6.5989;7.3316;15.7145;4.1725;14.1015;16.0363
1;6.9195;11.4326;5.3318;7.5841;11.954;6.5207;21.9902;7.3664;8.4088;16.016;4.1506;13.8027;15.3512
1;7.9774;11.731;5.5458;8.8878;12.2586;6.4599;22.6933;7.8988;8.0959;16.8544;4.3979;12.5528;15.8574
1;7.0197;11.9267;5.7602;8.4239;13.6375;5.5746;22.3962;8.2231;8.9678;17.1523;4.1361;12.2273;16.6554
1;6.7504;12.5369;5.1917;6.8746;13.4786;6.0226;24.3143;7.2252;8.6132;16.1836;3.9511;12.3574;15.549
1;6.62;13.0557;6.3388;7.4234;12.5634;6.3412;24.5556;7.6282;8.7365;15.7819;4.2039;13.0312;16.7014
1;6.8266;13.0667;5.7453;6.9524;12.4405;6.7482;24.4968;8.3562;7.9215;17.547;4.8097;14.3153;16.4639
1;7.7458;13.5851;6.2204;5.7652;12.4495;7.3135;23.1304;7.4903;7.8738;15.3895;4.5569;13.8197;16.0193
1;7.3926;13.946;5.6957;5.0572;12.8299;6.9585;22.2849;8.2129;7.6747;17.6728;4.4642;12.3032;15.4454
1;8.3589;14.4821;5.5386;6.9208;12.8538;9.55;21.0192;7.993;7.8192;17.6834;4.2275;11.7672;15.3473
1;8.1558;11.9133;6.1416;7.9149;12.6103;9.2474;19.454;8.7454;7.9572;15.383;4.7561;11.6463;16.4071
1;8.4035;11.6846;6.3682;8.0985;12.0736;10.5197;19.015;8.7756;7.4925;16.688;5.4249;13.3092;16.5697
1;7.6866;12.6093;6.3848;8.0943;11.0101;10.4743;18.9607;8.4419;7.1461;17.1476;5.0813;14.2746;15.9913
1;8.171;11.5911;6.3066;5.8478;10.2957;11.9877;19.9523;8.8274;6.88;14.9194;4.7488;15.8685;15.1211
1;8.0679;11.7243;5.7041;4.8661;10.7789;14.91;20.812;7.6905;7.4982;15.9346;4.4378;17.5596;14.9418
1;9.6594;11.8477;6.2064;5.1158;10.0386;13.6217;18.8347;8.2652;7.8987;16.6913;4.4675;18.1687;16.5096
1;10.5594;12.3028;6.3618;4.4214;10.4445;12.8587;16.1095;7.5123;7.673;15.478;4.6509;18.6678;17.0101
1;10.2573;13.5211;6.2641;4.2731;11.9037;11.8892;13.5486;6.4376;7.7948;16.7823;4.5444;19.3062;16.6778
1;10.6118;13.2105;6.2085;4.3372;11.2703;13.3455;14.3749;6.6622;8.0069;17.4115;4.9564;21.8852;15.654
1;10.4453;13.828;6.305;5.1451;11.0883;11.841;16.0199;6.5347;8.1036;16.2294;4.912;20.0992;16.1014
1;10.4718;13.6229;6.8694;5.493;11.4358;12.5854;15.864;5.9136;8.4915;15.3702;5.3012;20.7022;15.5742
1;10.5035;11.9556;7.8696;5.234;10.0851;13.2271;16.0344;5.2262;8.8942;16.6966;5.6145;21.1786;15.8901
1;11.21;13.7243;7.2509;5.7849;9.8834;12.8404;16.259;5.25;8.3214;14.5746;5.9526;22.9772;14.6299
1;11.1692;15.2091;6.1474;6.3992;9.8441;14.1756;15.0893;5.5492;8.4249;13.7752;6.0087;23.4223;15.0856
1;11.9552;15.0471;6.5761;6.3288;9.4909;13.8365;13.6473;5.8569;8.3552;14.2396;5.8044;24.4307;15.1125
1;12.3453;14.043;6.3405;5.8544;10.2106;13.4564;14.5954;5.6193;8.0976;15.6451;5.9664;24.8735;14.4561
1;11.2668;12.1891;6.4395;4.3652;9.9874;16.577;15.269;5.4852;8.7412;14.6594;5.6503;25.8088;15.2378
1;11.5698;13.1287;6.2101;4.5134;9.2698;16.7276;15.7738;5.9912;9.1546;15.3829;6.1534;26.6125;14.8715
1;11.475;12.3453;5.8956;5.4203;9.9785;16.3693;14.1084;6.1221;8.0138;16.4716;6.3715;25.7464;14.5029
1;12.3189;12.4138;6.1213;5.8126;10.682;15.538;15.1113;5.9163;7.744;15.9944;6.2418;25.757;14.4364
1;12.2309;12.1969;6.6579;5.9219;11.2159;17.3516;15.1617;6.1754;7.9073;14.9862;5.573;25.3041;14.4239
1;11.2591;12.0334;7.1555;5.5074;9.7494;17.7928;16.5681;7.3032;8.2563;15.1896;5.5681;24.7143;14.9453
1;11.0271;11.8059;7.1379;5.6193;10.9007;18.1699;17.7907;6.7258;8.6101;15.0019;4.9082;23.4107;15.8184
1;10.3793;10.167;7.3675;4.9837;11.7033;18.8729;18.6681;6.6987;8.1106;14.6667;5.0152;24.4322;15.8709
1;10.9255;9.8627;7.2931;5.2097;11.9839;19.9231;18.9258;6.8802;8.5287;14.9657;5.6229;24.549;15.5501
1;9.5282;10.1271;7.2165;5.8555;12.0503;20.7895;19.5;6.5877;7.7665;16.6679;5.7734;25.0875;16.268
1;10.9727;11.2691;6.3333;5.8076;11.4034;17.2057;21.0271;6.9786;7.9095;16.5089;5.8022;24.536;15.298
1;9.5226;11.0305;6.5557;4.9506;11.5389;15.7852;22.4516;6.5031;6.801;14.1344;5.3144;25.4568;14.2885
1;11.4927;11.8317;6.6131;4.1064;12.3378;13.6697;22.6861;7.1798;6.7144;14.8886;5.7304;25.9164;14.0155
1;9.6398;13.4056;7.5775;4.9722;12.9322;13.224;22.4462;7.3073;7.1505;16.5992;5.3488;27.3963;13.7978
1;8.8042;12.0608;7.8851;5.1506;13.896;14.732;22.9307;7.5942;6.1216;15.1186;4.6662;27.6212;12.3098
1;9.3304;11.145;7.4018;4.9261;14.5328;16.4772;21.8538;8.4631;4.9479;13.5216;4.9423;26.9507;13.3153
1;8.1349;12.9194;7.696;5.2352;14.2278;17.5143;22.3753;9.3082;5.7901;14.907;5.5542;24.6363;14.3966
1;8.2646;12.5573;7.716;5.9106;13.7506;17.1626;21.3394;9.1033;5.601;16.6459;6.3118;21.0937;12.8385
1;7.9322;13.3719;8.5544;6.714;14.5806;16.4857;19.9212;9.4111;5.551;15.7462;10.0267;19.3208;13.9126
1;7.8586;13.2492;8.6079;6.5326;15.5202;16.3192;16.583;9.5023;5.8263;14.7003;13.9541;21.0537;12.8431
1;8.0074;14.4735;8.0009;6.0859;16.1119;16.0781;13.9213;8.9099;6.5798;14.7416;15.731;21.8902;13.8246
1;8.0233;14.4088;7.1535;5.6818;18.0517;15.4449;13.9195;7.8232;6.7138;16.7881;18.3666;22.5687;14.2221
1;8.0756;13.2653;6.2578;4.8545;16.6108;14.5819;13.9332;8.8662;6.5922;15.4545;22.4982;23.0352;14.6046
1;8.9766;12.0332;7.1325;4.6281;15.7463;12.7923;14.3171;8.6485;6.422;16.0925;22.7629;23.9064;14.5974
1;9.7074;11.3603;6.2885;4.4781;16.8199;10.9008;14.8647;8.5873;6.3273;16.6103;22.9285;24.1892;14.09
1;10.3492;10.858;7.007;5.1042;17.0578;10.0625;14.9299;8.0817;6.3997;15.8985;25.5952;25.49;14.2034
1;9.4658;10.0029;6.4559;5.6702;17.2627;8.4662;15.511;6.9844;6.1875;17.054;23.9796;24.5358;13.6853
1;8.347;10.4207;7.3206;6.3775;16.9583;9.1715;15.4625;7.1147;5.8323;15.6139;26.1482;24.9311;12.6869
1;8.5728;10.599;6.2843;5.3346;15.0801;9.6707;14.5891;6.6697;5.1496;14.411;27.2511;22.9427;11.132
1;8.9554;9.5917;6.073;5.4672;13.9305;8.9637;14.9523;7.0408;4.6821;15.4782;28.1825;21.2045;12.0323
1;8.5603;7.8892;6.8014;5.1298;15.6261;8.2901;15.1711;8.3446;4.7462;15.8878;24.33;20.6196;13.1523
1;7.5494;7.2232;6.9153;4.5234;15.1441;9.0141;14.8387;7.9731;5.0238;16.571;21.807;18.9154;13.1884
1;7.0838;7.7734;6.277;4.1881;16.3017;9.5415;15.418;8.4921;4.8681;16.5579;20.047;16.6931;12.8418
1;5.8918;7.3894;6.0118;4.4022;16.4679;9.3879;15.4998;8.0218;5.2746;16.388;17.5635;14.4345;12.6183
1;6.4472;7.4914;5.4826;4.469;16.2703;10.2358;16.0778;9.0502;5.2767;15.1306;20.3642;12.5616;12.0261
1;5.4794;7.5308;6.1912;4.8362;15.93;9.9798;17.0623;8.896;4.7356;14.9142;20.2435;10.6874;13.1289
1;5.4887;6.7821;6.4723;3.7186;14.1609;9.6231;17.2473;8.3719;4.7021;15.9183;19.4772;11.8621;13.6674
1;5.8231;6.6411;6.3381;4.5805;13.753;9.4949;17.7079;7.3229;5.0533;15.158;17.9985;12.0944;14.2662
1;6.2373;6.8384;6.0378;4.7224;14.2502;9.0402;18.5775;6.8571;4.7073;17.5258;20.0893;11.7887;13.9607
1;5.378;6.456;5.9337;4.7707;16.3247;9.6277;18.3979;8.2593;4.676;17.947;17.431;10.0202;13.7655
1;5.2795;5.4003;6.3908;4.1277;15.5186;9.8468;18.5006;7.6865;3.9905;16.5095;18.8053;8.615;13.7098
1;5.0486;5.053;5.9866;4.0931;15.388;10.1645;20.2328;7.9362;4.3993;16.107;17.9433;8.5439;13.3449
1;5.4986;5.2878;6.2858;3.3456;15.359;9.9271;20.9557;8.2306;4.5366;15.2038;19.4151;7.4509;14.472
1;5.5219;5.1688;6.1076;4.0291;14.9384;8.4614;21.1377;7.0095;4.8562;14.1536;16.7022;7.3714;15.565
1;5.6965;4.453;6.0098;3.9717;14.5263;8.3414;20.5842;7.5458;4.9277;15.9034;14.6215;7.5376;16.6569
1;5.5188;4.1119;5.4327;5.0034;14.3918;8.1757;17.4024;8.3336;4.506;15.2944;14.988;6.6984;16.5544
1;5.3407;4.3022;5.0899;5.7095;14.9432;7.4004;14.4574;7.7964;4.5354;13.942;14.9461;5.8387;15.7814
1;5.5804;4.0856;5.6503;6.8453;15.0176;7.0658;13.6088;8.2326;4.4609;13.7496;16.0255;5.9678;14.8893
1;5.9748;4.0309;5.5151;5.1144;13.0327;7.1447;12.4377;8.1688;5.6499;15.7504;17.3715;5.8328;15.7384
1;5.6784;4.1657;5.9961;4.7736;12.1816;7.0194;10.5314;8.1921;5.6225;15.6618;17.0737;6.6605;16.4701
1;6.1121;4.1649;5.9569;4.7935;12.1892;7.4266;10.6238;7.0267;4.8457;15.5645;15.1523;6.6432;16.782
1;5.4178;3.7972;6.1286;4.3041;12.9583;7.3805;11.3148;7.2701;5.7429;13.9022;15.2695;6.635;16.4364
1;5.1048;3.9997;6.1439;3.8034;14.9507;7.5416;11.5063;7.443;5.8156;14.8112;17.8136;6.6936;17.0209
1;5.4876;4.394;6.7637;4.6872;14.3749;8.0718;13.7118;7.6937;5.451;16.0224;18.3678;6.5309;15.7115
1;5.5354;4.5527;5.879;5.0867;11.7795;7.3579;13.1793;6.1912;4.9935;15.4211;18.472;6.8028;15.3313
1;4.6382;4.3748;6.1185;5.5183;10.5195;6.2501;12.6165;7.3949;5.9155;13.691;18.3855;6.0449;15.5277
1;4.6591;4.8027;6.3318;4.8919;14.4574;7.282;11.7731;7.1601;5.5924;15.1978;18.6235;5.6623;15.3644
1;4.8808;4.8884;5.7737;4.5967;19.8612;7.2154;9.9121;6.0979;5.5667;16.7732;18.6809;5.2749;16.3159
1;4.8415;4.5569;5.4674;4.5861;21.319;7.7858;9.8918;7.2647;5.1603;15.1975;17.6907;4.9293;17.1911
1;4.967;4.2691;5.363;3.9079;21.1785;8.2527;9.5051;7.5748;6.0395;13.6987;16.9927;5.3609;17.1202
1;4.6259;4.4018;5.8721;3.7355;22.9804;7.8112;10.1685;6.8742;5.5074;14.6675;17.6013;5.0723;16.8557
1;4.9838;5.1284;5.1262;4.729;22.0397;7.8875;9.8608;7.6039;5.3108;15.6463;17.2884;5.4355;17.2145
1;4.8346;5.9055;5.8087;5.1838;22.8251;7.7477;8.6733;6.3425;4.7224;15.5608;17.3141;4.8702;17.8478
1;4.8488;5.1858;6.5054;5.9918;22.9494;7.6808;9.7295;7.2316;4.7093;15.6554;18.7455;4.9356;17.2261
1;4.9567;4.9609;6.361;5.9726;23.458;7.6325;9.3392;7.7246;4.8857;15.1623;19.1547;4.6805;18.1321
1;4.5983;4.9827;6.7182;4.9297;22.2779;8.606;9.2958;8.304;5.695;14.9287;17.9585;4.4323;19.1512
1;4.8394;5.5673;6.8603;4.1414;21.9646;7.6843;9.0554;7.2085;6.0312;14.8355;19.0836;4.7222;17.6023
1;4.7818;6.0293;5.3413;4.3931;21.8897;6.7392;8.8601;7.3516;6.44;17.3708;20.0416;6.0984;16.3309
1;5.0641;5.5099;5.7886;4.425;22.07;6.7408;9.8945;7.1604;6.1464;16.5094;21.0885;6.3522;16.2495
1;4.8939;5.4025;6.2968;5.1638;21.2614;6.3998;10.2727;7.6927;5.9752;14.9518;23.5584;6.0145;16.5
1;5.6902;6.0493;6.4708;5.2675;20.5285;7.2005;11.2415;7.8655;5.2096;14.5856;23.0567;6.498;17.3381
1;5.8777;6.5553;5.5186;5.3446;21.0158;6.5993;10.4671;7.8823;4.9811;15.8988;23.2622;6.2751;17.3946
1;5.6129;5.9853;6.5411;5.864;22.3762;6.6146;9.8578;7.8332;5.1318;15.5724;21.901;7.2509;15.7643
1;6.0011;5.3344;6.7681;6.8061;22.4359;7.263;9.8174;8.3808;5.5142;15.5033;24.126;7.2801;17.1933
1;5.446;5.867;7.242;7.38;22.3127;7.1879;9.085;6.9853;5.2554;14.4316;23.6193;6.5681;18.9571
1;5.144;5.4034;7.6924;7.2411;22.3805;8.2352;9.2544;8.0744;4.4884;16.5503;24.0995;5.6598;20.8614
1;5.2549;5.4306;7.6631;5.9066;22.4076;6.962;9.62;8.3465;4.1477;16.5027;23.3004;5.1078;22.7429
1;5.7533;5.0523;7.2587;4.4943;23.244;5.6865;9.3197;7.6869;4.3676;16.422;23.0139;5.3362;20.5168
1;6.2399;7.1435;7.033;4.4618;24.2615;6.6079;9.8267;6.5838;4.4089;17.0778;24.6407;5.5476;21.3398
1;5.2842;6.047;6.438;4.5367;27.012;6.6907;9.2664;7.8896;4.0834;17.2492;24.1909;6.1993;20.3217
1;5.7062;5.8067;6.0085;4.6542;28.1645;8.0034;8.8543;9.4948;3.8498;16.3639;23.2908;5.7775;17.7188
1;5.2524;6.0758;5.6316;4.6031;27.4467;9.4749;9.7699;9.2514;3.8458;14.1583;24.4302;6.0854;18.2833
1;4.8591;5.6842;5.8733;5.0033;27.8181;11.8056;9.6711;8.8714;4.2796;15.669;23.0621;6.6804;18.4153
1;5.8104;5.6586;5.8694;5.4969;28.2816;12.9107;10.8501;7.4336;4.1906;15.4681;23.616;7.3935;18.0149
1;5.5237;5.0307;5.5989;6.1787;26.9411;13.8195;9.3819;7.7208;4.3194;16.8385;26.5375;7.0785;17.5838
1;5.8452;4.8904;6.1454;6.5451;24.6463;12.8023;9.8173;8.3575;5.0586;17.4091;27.2169;7.2724;16.7576
1;5.6324;4.9111;7.3554;7.4162;24.0719;13.9991;11.3541;7.9294;5.0907;16.8613;25.9533;7.8344;15.8692
1;5.4508;5.4607;6.8807;6.8283;24.1307;14.0736;11.4439;6.9793;4.9384;17.3082;23.6982;8.5457;16.3014
1;5.9291;5.5173;7.3393;5.7526;22.651;13.4206;10.5827;8.1251;5.0464;15.2697;21.8748;8.3431;16.3566
1;6.0308;5.4611;7.0754;6.5914;21.226;12.1261;10.3954;7.2501;4.5253;14.8653;19.4177;8.3656;17.4177
1;6.6427;5.8875;6.6808;6.7652;21.1346;12.4381;10.5022;6.8508;5.5102;15.481;19.1166;7.488;17.4116
1;7.106;6.1252;6.2505;6.3377;22.2374;10.8259;10.3712;7.4444;5.7336;15.5361;18.7441;6.9393;17.6935
1;6.7457;5.6918;6.2682;5.586;22.2005;10.5193;10.3533;6.6481;5.5435;15.1924;16.1499;6.7312;17.6663
1;7.0538;5.3881;5.4097;4.1657;23.4945;11.1334;10.8281;7.8126;5.4788;13.927;15.021;7.1608;17.2625
1;7.0993;5.507;5.8202;3.3467;25.0039;11.295;11.3219;7.9626;5.1322;14.3987;19.1185;7.5538;16.4539
1;7.3924;5.5145;6.8226;4.376;25.625;11.142;11.627;7.1501;4.6116;14.4694;21.6857;7.3369;16.5828
1;7.1187;5.7355;6.099;5.174;25.3152;11.3476;12.3671;7.328;5.4852;14.4991;22.9747;8.8959;14.9419
1;6.342;5.3472;6.0614;5.1504;25.1093;12.2501;12.3101;7.9124;5.4742;13.2852;24.5421;8.7851;13.7046
1;7.359;4.6884;6.326;4.7809;24.6135;11.7643;11.8342;8.1226;5.2498;13.9454;28.2508;8.8254;13.8299
1;6.2088;4.4273;6.1023;5.5998;22.0982;11.4948;12.137;7.5595;5.382;13.9047;30.4343;8.3312;14.1472
1;6.6351;4.9694;6.4681;5.8626;19.9632;11.1777;13.2025;7.512;5.4665;13.8936;25.9347;7.5322;14.8408
1;6.7027;4.696;6.5325;7.1271;17.6183;9.5989;12.5134;6.8445;5.5356;13.3732;29.7808;7.5498;14.8585
1;7.2292;5.2578;5.6654;7.9037;18.2067;8.0087;13.0804;5.8898;5.2032;13.3603;27.4589;8.4144;14.757
1;8.9207;5.6245;5.945;7.2353;16.7944;7.6428;13.3785;6.5025;5.2302;12.588;26.2212;7.5942;14.9774
1;10.0351;4.9056;6.2227;7.9082;16.0673;8.7766;12.255;6.0207;5.7236;13.3912;29.2196;8.7004;15.3409
1;10.8726;4.8319;6.0074;8.3637;15.9242;9.273;12.6258;5.8763;6.5823;14.3911;29.7944;8.7678;14.2037
1;10.7583;4.8221;5.5079;11.1786;17.1938;9.2069;12.0962;5.8756;6.5442;13.8347;26.434;7.6069;14.2479
1;10.9788;5.1843;5.3583;12.326;18.2162;8.3462;13.5876;7.3574;7.4526;12.2709;27.5402;9.0306;13.7222
1;11.3405;5.119;5.6467;12.5853;19.1426;8.2146;14.7795;6.6378;7.4057;12.4732;27.3961;10.5257;15.0181
1;12.8332;5.3186;6.2455;10.6207;18.8905;8.9385;14.5298;6.6916;7.7759;13.9696;23.6585;11.0606;15.0809
1;12.8351;4.8115;6.3029;10.3606;20.0699;10.2729;14.932;6.6116;7.8094;13.5812;21.3863;10.609;13.7247
1;12.9381;5.1655;5.7718;10.2196;20.0719;9.3953;16.1931;7.536;7.4849;13.4964;19.4971;10.2327;14.6958
1;12.7959;4.6154;5.2019;10.264;20.4765;9.2543;16.4441;7.6658;6.7958;13.5177;18.5876;10.5196;14.9401
1;13.2488;4.4226;5.7531;10.7262;19.0797;8.489;17.08;6.071;6.3536;13.9319;18.1297;10.6112;13.625
1;12.73;4.249;5.7679;10.8724;18.3963;8.6359;18.079;6.1914;5.6267;13.8756;16.2394;9.5634;14.0388
1;11.7354;4.4519;6.0887;11.2407;18.7266;8.8023;20.617;6.356;5.9471;14.0003;14.7045;8.4437;14.4829
1;10.9191;4.8816;6.5625;11.0016;18.6624;7.4192;21.3451;6.8537;6.4194;13.7825;14.5447;7.9187;14.3807
1;10.8643;5.6706;6.0688;11.6532;17.5639;6.659;21.9777;6.6104;7.1961;13.7069;14.0787;8.8571;14.5678
1;11.6161;5.3005;5.732;12.9551;15.1892;6.853;21.0509;8.0469;6.3057;13.7802;15.8362;9.4153;14.7885
1;11.1343;5.2903;5.8985;11.5797;14.8798;6.8517;20.9909;7.5505;5.5481;14.6387;14.496;10.6782;14.631
