odour stim,29/09/2020 Female4,29/09/2020 Male6,30/09/2020 Female2,30/09/2020 Male4,30/09/2020 Female7,16/10/2020 Female4,21/10/2020 Female3,16/10/2020 Female4,30/10/2020 Male3,02/11/2020 Female3,08/11/2020 Female5,25/02/2021 Male5
,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V,30V-60V
5,14.1707,8.5727,5.013,6.5419,11.5088,11.9253,9.6393,5.1464,9.4754,6.4569,1.9943,3.8725
5,13.9754,8.4818,4.7017,6.432,11.3652,11.9738,9.2574,5.4844,9.3462,6.3528,1.7359,3.3189
5,13.4641,8.2013,4.1202,6.2937,11.2427,12.5429,8.4982,7.0376,9.0711,6.1808,1.9055,2.8714
5,12.8724,7.7988,4.193,6.4051,10.6014,12.0627,9.4059,6.5246,8.9321,6.0472,1.6556,3.0442
5,13.3531,8.4097,4.1893,6.3567,10.2218,12.065,9.0389,8.9745,8.9429,5.5439,1.9181,3.3103
5,13.1324,8.5054,3.825,6.0668,9.6484,11.3031,8.065,8.7149,8.1917,5.5597,1.9682,3.0502
5,12.712,7.8417,4.0636,6.3826,9.8417,10.7004,7.3477,9.111,7.4296,5.4909,2.0882,3.3259
5,12.4605,7.8353,3.7376,6.2745,9.8252,11.5859,6.9161,9.3662,7.9719,5.312,1.7965,3.1819
5,12.6748,7.3442,3.5703,6.0413,9.4976,10.4798,7.0315,9.5192,7.6665,5.1953,1.9438,3.2089
5,12.3414,7.1433,3.515,5.912,9.5455,9.8538,8.1658,8.7352,7.4019,4.9136,1.8515,2.8965
5,11.9024,7.7929,3.5412,5.984,9.1123,9.4662,7.4058,8.3399,7.5622,4.8829,2.1171,2.9888
1,11.3324,7.0471,3.5799,6.0378,8.9034,8.7111,7.5687,8.8788,7.6503,4.7222,2.1204,2.88
1,11.7227,7.8333,3.3508,5.62,8.9443,9.1674,7.1393,9.087,7.933,4.6587,2.1524,2.8285
1,11.4193,8.8425,3.3366,5.993,9.9384,9.277,7.3877,13.0986,7.5175,4.8774,2.138,3.076
1,11.0168,9.6688,2.9624,5.7722,10.5361,9.3503,6.6199,15.0989,8.1719,4.927,1.9008,2.8591
1,10.9759,11.5171,3.3054,6.2043,10.5784,9.4653,6.4993,14.0334,7.9668,4.9476,2.0446,2.7018
1,11.2054,12.3191,3.1016,6.2199,10.3627,13.1762,6.9542,16.1148,8.5639,4.8362,2.1752,4.0868
1,11.7775,12.6391,3.1747,6.667,10.4267,16.3627,6.7626,19.7413,8.9857,4.9485,2.0985,5.0464
1,11.1811,12.234,2.8463,6.609,9.436,16.9871,7.0565,19.4006,9.3825,4.8442,2.08,5.6834
1,11.853,12.0239,3.0497,6.2957,10.4749,17.084,6.4563,17.9869,9.1446,4.6468,2.3762,5.5634
1,11.3333,11.1564,2.9795,6.2656,10.4656,17.3431,6.8121,18.5824,9.4762,4.9475,2.434,5.3413
1,11.0416,10.9958,2.9688,6.3794,11.309,19.02,7.3658,16.5191,11.8718,4.6734,3.1035,5.4975
1,10.6403,10.4866,3.1019,6.0399,10.7056,20.2534,7.1034,14.5235,12.2315,4.7057,3.9142,5.5939
1,10.7775,11.1903,3.3333,6.0158,10.3054,19.979,7.3365,16.8481,11.827,4.5635,5.0746,5.8985
1,10.4406,11.0885,2.9614,5.6727,10.0587,19.474,7.5648,18.8544,11.453,4.7399,4.904,6.0124
1,10.1849,10.4048,2.7677,5.5952,9.5341,19.6606,6.4202,18.0252,10.9333,4.7864,6.1384,6.0378
1,10.4492,11.1597,2.7286,5.2918,8.9745,20.3216,8.0345,18.5037,10.7306,4.9705,4.991,5.3063
1,9.9293,11.9758,2.5634,4.756,8.7023,19.2931,7.4951,17.7074,10.8169,5.1594,5.0576,5.0877
1,10.1009,12.0314,3.0307,4.4927,8.2718,17.6054,6.4285,15.7549,10.5285,4.9819,4.8218,5.1404
1,10.3303,10.0624,2.8717,4.347,7.7897,18.1183,6.1556,14.6438,9.9678,5.1416,4.4778,4.7882
1,9.9814,9.1112,2.6181,4.6276,8.0459,15.8494,6.6362,14.4258,10.4594,5.1255,4.4925,4.7009
1,9.602,8.5791,2.599,4.662,7.7872,14.2025,7.4664,12.9519,9.4361,5.2521,4.2039,4.3459
1,9.1128,8.7172,3.01,4.2992,7.3344,12.7941,7.9205,12.7312,9.0598,5.2899,4.2382,3.9535
1,8.6432,9.4896,2.9267,4.3097,7.1208,11.7855,8.061,12.3205,8.5469,5.3253,3.8357,3.9108
1,8.3878,9.3751,3.1249,4.2997,7.2867,10.7356,8.0744,10.4057,8.2246,5.3035,4.1383,3.8611
1,7.6961,9.3377,2.9537,4.2472,6.841,10.1035,7.5902,9.1211,8.3519,5.388,3.4794,3.7722
1,7.0966,8.7483,2.8745,3.9576,7.1053,9.7751,8.4638,8.4846,8.1407,5.5434,3.2173,3.5929
1,6.8697,9.7907,2.985,3.8177,7.1205,9.6413,8.4227,8.345,7.9477,5.7253,3.3862,3.6647
1,6.6424,8.685,2.7158,3.7279,7.4968,8.655,8.0867,7.6053,7.3249,5.4819,3.1167,3.3713
1,6.4182,8.7959,2.8873,3.8606,7.1524,7.9031,7.8463,7.8904,7.1995,5.4328,2.8347,3.5197
1,5.9081,7.9711,2.9503,4.1635,7.3489,7.8361,8.2021,7.2497,7.3738,5.2323,2.8182,2.9888
1,5.9234,9.621,2.8443,4.4671,7.0782,8.0783,8.3029,7.0899,7.2782,4.9736,2.5791,3.2491
1,5.4392,11.5547,3.2131,5.3043,7.34,8.2902,8.7365,7.4225,7.5114,5.1266,2.5794,3.081
1,5.3408,11.977,2.9921,5.9039,7.3266,7.5913,8.1145,7.4657,7.4913,5.0812,3.1483,2.8965
1,5.0588,12.7222,3.0655,6.1957,7.3214,7.2343,8.7454,6.6718,7.6603,5.1823,2.6443,2.8676
1,4.193,12.9149,3.1785,6.2076,7.7727,7.4215,8.6791,6.5117,7.4474,5.4437,2.7184,2.8369
1,4.6426,12.6225,3.1488,6.012,7.5291,7.4797,7.8135,6.2561,6.9926,5.4135,2.3509,2.6511
1,4.5178,11.6411,2.8945,6.3362,7.0247,8.709,7.9725,5.8028,6.798,5.4028,2.6885,2.8716
1,4.2691,12.4476,2.9033,6.1518,6.8212,10.0767,7.6296,5.9437,7.5023,5.6426,2.3091,3.0636
1,4.4131,12.4526,2.7427,5.9741,7.8178,11.4829,7.7318,6.4544,7.6682,6.1219,2.4989,3.8719
1,4.0782,11.4826,2.8707,5.7071,8.8849,12.5379,7.8495,7.4729,5.3702,6.3881,2.3768,4.6118
1,4.3961,11.1459,3.1804,6.196,10.0931,13.2445,8.1623,6.7174,5.0893,6.3887,2.3485,4.6397
1,4.1953,10.1092,2.479,6.0636,9.8487,14,8.588,7.1542,8.542,6.5164,2.2423,5.0373
1,3.867,9.4,2.9817,5.7692,10.1996,14.6202,7.8178,8.1308,8.8422,6.6762,2.4202,5.0582
1,3.7578,9.0983,3.3308,5.9496,10.1205,13.8352,8.355,7.9737,8.2877,6.5426,2.5663,5.0319
1,3.6877,9.1181,3.4571,5.7098,9.8418,13.7118,8.9537,8.2109,7.6984,6.4209,2.2677,5.3043
1,3.4404,8.6931,3.296,5.2439,9.0833,12.4659,8.731,9.0291,7.6118,6.6355,2.4289,5.7369
1,3.5431,8.0953,3.2433,4.7788,8.1488,11.395,8.8935,9.5908,7.2215,7.1723,2.1753,6.1763
1,3.8965,8.4265,3.2127,4.9802,7.6252,11.2281,7.5921,9.6925,6.9679,7.4575,2.2043,6.1173
1,3.4738,8.2289,2.9789,4.5706,7.3481,9.7599,7.7759,9.1249,6.9492,7.3449,2.1357,5.7334
1,3.5831,7.1429,3.0111,4.0766,6.8379,9.2869,7.7905,10.0955,6.9057,7.2468,2.385,5.2373
1,3.7646,7.1914,2.836,3.9962,6.1469,8.3236,7.2672,9.3434,6.5519,6.9147,2.2598,5.2779
1,3.7706,7.5779,3.3126,4.1327,5.6216,8.1301,6.6143,10.0988,6.4794,6.7576,2.0648,4.6526
1,3.879,7.4656,3.1491,3.513,5.1558,7.514,6.7321,10.2113,6.2032,6.4624,2.164,4.4703
1,3.6424,7.0555,2.7957,3.6769,4.6981,6.5587,7.2419,10.1772,6.0005,6.1549,1.9915,4.2856
1,3.7592,6.7353,2.9936,3.3744,4.3014,6.7804,6.8632,9.2619,6.2041,6.3745,2.1465,3.8961
1,3.4977,5.8258,3.051,3.4263,4.4396,6.3643,6.9908,9.2067,5.8877,6.1349,2.1276,3.8839
1,3.6191,5.6524,2.8688,3.3104,4.537,5.7861,6.7823,9.4297,5.7529,6.0007,2.1275,3.4248
1,3.8531,6.3024,2.8576,3.0857,4.4422,5.5728,7.1999,10.9722,5.2638,5.8239,2.0152,3.6161
1,3.522,5.8357,2.7267,3.1629,4.3957,5.9523,6.8962,10.2541,5.1034,6.2017,2.1376,3.1764
1,3.8282,6.9498,3.1888,3.1496,4.5222,5.629,6.4097,9.884,5.3924,6.3708,2.2222,3.2976
1,3.8154,6.3327,2.7677,3.8455,7.7758,6.0163,6.9153,9.8582,5.2617,6.683,2.167,3.4495
1,3.6957,6.6474,3.0324,5.3197,10.794,5.7947,7.3203,9.6395,5.1863,6.6153,1.8797,3.1897
1,4.0756,6.3541,2.8968,5.8347,11.8994,6.3246,6.9231,7.9979,5.1758,6.6877,1.6862,3.2822
1,4.0108,6.3568,2.8412,6.2449,12.4885,6.2241,6.3431,6.9791,5.3471,6.455,1.7989,3.2509
1,4.3047,7.4503,2.9734,6.2073,12.6927,5.8183,6.2766,6.5853,5.366,6.2217,2.1873,3.7549
1,4.6209,7.1601,3.125,5.8782,12.6101,5.9009,6.4716,6.3426,5.3279,6.2192,2.1785,3.4449
1,4.7287,7.4218,2.7033,6.1205,12.4956,6.6415,7.1746,5.9926,5.1274,6.0908,2.1465,3.3124
1,4.6872,9.0538,3.2245,6.1143,12.7016,6.2907,7.0633,5.9237,5.0174,6.0387,1.9187,3.4757
1,4.8469,11.0231,2.8361,5.7993,12.4931,6.0926,6.1742,6.0705,4.3955,5.9357,1.9467,3.4981
1,5.0201,9.757,2.9855,5.5939,12.8327,6.7289,6.5111,5.754,3.0337,6.2113,2.539,3.5342
1,4.8385,9.7069,2.7825,5.4264,12.0251,9.4933,6.7486,5.3633,4.0647,6.6475,2.7666,4.7585
1,4.8294,9.2515,2.6016,5.3117,11.3995,11.0511,7.1211,5.825,4.8438,6.7068,2.9201,5.4183
1,4.9068,9.3203,2.5453,4.7481,10.9093,12.1592,6.2858,5.6343,7.4598,6.8866,2.7229,5.9173
1,4.9361,9.8714,2.8736,4.6805,10.2056,13.3397,6.5324,5.7715,8.1537,6.8678,2.9492,6.7097
1,4.8633,9.7243,2.8986,4.4276,9.8486,14.4372,6.8722,6.4088,8.8721,7.2227,2.5786,6.1052
1,5.0706,9.1556,2.7852,4.205,9.356,14.2158,6.0061,6.7461,9.413,7.3584,2.4914,6.5199
1,5.1376,8.8395,3.1914,4.2867,8.9214,15.2147,6.8853,6.8234,9.8449,7.1111,3.299,6.284
1,4.9114,8.7456,2.7599,3.8837,8.8742,14.1137,6.2958,7.1263,9.6258,6.9733,3.871,6.7973
1,4.6709,8.761,2.7309,3.8906,8.2837,13.4232,5.6675,6.0765,10.2224,7.0815,4.4293,6.5253
1,4.491,8.1183,2.8459,3.5836,8.0381,12.568,5.8287,6.7907,10.427,6.8318,5.4164,6.2438
1,4.5371,9.3515,2.7047,3.959,8.3528,8.6345,6.492,6.6865,10.2773,6.8462,5.5527,6.1169
1,4.3804,8.2386,2.7256,3.6795,7.929,7.0541,6.899,5.6542,10.653,7.1559,4.9159,6.2483
1,4.8255,8.3573,2.3746,3.1427,7.7805,10.2921,6.4144,5.4119,9.8466,6.7285,5.4072,5.8792
1,5.0761,7.6353,3.0068,3.3291,7.2108,9.6579,5.6853,5.7812,10.1565,6.6608,4.5457,5.6111
1,5.0183,8.4925,2.4729,3.1529,6.7707,9.3249,7.2444,5.1488,9.8178,6.8748,4.2897,5.3668
1,5.2728,7.5083,2.3279,3.1641,6.2704,8.8924,7.3683,5.9926,10.1236,6.923,4.5512,5.3238
1,5.2727,7.6415,2.9309,2.6829,5.9926,8.1617,7.1686,6.0644,9.7968,6.8696,5.1375,4.7602
1,5.2952,7.4275,2.6,2.6402,5.8238,8.6259,7.0147,5.3965,8.8419,6.8615,4.6235,4.9687
1,5.4079,6.9695,2.6694,2.8341,5.7601,8.2681,7.2564,5.4279,9.4329,6.7157,4.3799,4.7359
1,5.1635,9.2242,2.9345,3.0651,6.3733,7.7637,6.8519,5.0687,9.3321,6.6837,3.6515,4.7973
1,5.2476,9.2743,3.4706,3.8039,7.6094,7.0442,6.1937,6.5603,9.4899,6.4092,3.1744,4.6743
1,5.5616,9.1031,3.3434,4.3584,8.3917,6.872,7.4389,6.0794,8.8803,6.6971,3.5315,4.2531
1,5.706,8.4824,3.1766,4.727,9.0624,4.2274,7.5162,5.5203,8.507,6.5775,2.9219,4.1759
1,5.9903,8.2438,3.273,4.8458,10.1368,3.9793,7.5287,6.0609,8.38,6.5688,2.757,4.0556
1,6.1322,8.9174,3.0749,5.0171,12.1199,5.8155,8.0153,5.9712,8.1107,6.5257,2.3898,4.3639
1,6.6062,8.1858,3.2223,5.2054,13.0244,5.6272,8.1497,5.6653,8.3617,6.4418,2.2925,3.892
1,7.1412,8.8607,2.992,5.1807,13.4002,5.9006,7.4472,5.9195,8.1481,6.2932,2.5376,3.7886
1,6.9702,8.5995,3.1739,5.3092,13.4991,6.0389,8.0938,5.693,8.1786,6.3846,2.4036,3.7802
1,6.6706,9.1149,3.6156,5.7509,13.1329,6.3772,8.4101,5.771,7.6218,6.14,2.906,3.5796
1,6.67,8.5257,3.7319,5.9076,13.4564,6.3195,8.3986,6.0113,7.7272,6.0339,2.624,3.2853
1,6.3575,8.4657,3.4906,5.2632,12.9174,6.7025,8.9872,5.3119,7.8981,6.0188,2.7283,3.4742
1,6.4148,8.3281,3.8799,5.3595,12.1473,8.2064,9.6558,5.7727,7.7691,6.1581,2.7928,3.64
1,6.181,8.2287,3.8705,5.6343,12.2857,9.4704,9.4666,5.3027,7.3666,6.7274,3.32,4.1058
1,6.5199,7.7929,3.6234,5.5148,12.0861,11.7634,9.3328,5.664,7.4394,6.5453,4.0146,4.9083
1,6.6126,8.1777,3.87,5.2067,11.7576,13.8786,9.3436,5.5772,7.474,6.3568,4.0129,5.4743
1,6.4346,7.5195,3.7667,5.1965,11.1049,14.9896,8.4221,6.0382,8.027,6.8409,3.9131,5.6036
1,6.2492,7.5399,3.6663,5.0287,11.1758,14.6283,7.5725,7.4063,8.2736,6.772,4.0369,5.9193
1,6.3459,6.9485,3.7805,4.4168,11.0197,15.6033,7.8277,6.8624,8.0582,6.9582,4.5268,6.1492
1,6.6136,6.9808,3.6325,4.2302,11.0321,15.4999,7.9363,6.4225,8.409,6.6123,4.904,5.4687
1,6.3913,7.9278,3.2639,3.8542,10.87,15.8167,7.7231,5.6552,8.8108,6.5878,5.428,5.5628
1,6.4432,8.345,3.2525,3.7612,10.8859,15.4757,7.3549,5.5203,9.0053,6.8583,5.5413,5.7399
1,6.7535,8.3034,3.276,3.7699,11.0511,15.2572,7.4124,6.2167,8.6956,6.8223,5.6395,5.6375
1,6.4834,7.5319,3.0646,3.7671,10.4038,14.7333,6.7698,5.8789,8.2797,6.5539,5.3375,4.9467
1,6.5661,7.7641,3.0715,3.4506,10.4983,13.8019,6.7246,5.7665,8.8349,6.5359,4.6101,4.9919
1,6.4201,8.1442,3.3126,3.359,10.1103,12.6711,7.0175,5.9593,8.827,6.4854,4.7382,5.0579
1,6.0705,8.6102,3.0013,3.3895,9.8101,12.3366,7.7301,5.8282,9.3866,6.6947,3.9435,5.0404
1,6.1721,8.6098,3.0034,3.1403,9.8393,12.7302,6.4068,6.5021,9.0073,6.2132,3.6311,4.5218
1,6.0851,8.5696,3.1035,2.9556,9.5028,12.5004,6.1505,5.6871,9.5153,6.3745,3.7781,4.4322
1,5.9101,10.7022,2.851,3.6297,9.3466,11.0346,6.3177,6.4663,9.8822,6.7513,3.334,4.3087
1,5.9034,12.1799,3.076,5.1296,9.6433,10.1662,7.0551,5.5674,9.7491,6.5248,3.3955,4.1889
1,5.6939,11.9459,3.1009,5.8323,9.3307,9.7574,6.8482,6.0598,10.1534,6.3501,2.6733,3.9875
1,5.5895,12.2969,3.0946,6.1791,9.5117,10.8228,7.277,4.8568,9.8402,6.3523,2.8657,4.0312
1,5.4367,12.4098,3.1375,6.2402,10.0491,10.9264,6.8483,5.43,10.0031,6.141,2.6343,3.783
1,5.647,13.2744,3.1029,6.3662,9.3475,10.0843,6.2812,5.9563,10.1548,6.3783,2.403,3.9448
1,5.3009,13.2731,2.8238,6.0727,9.2658,10.0703,6.3514,4.9348,9.9722,6.1248,2.4336,3.8889
1,5.4274,12.2295,2.962,6.1629,9.5465,10.096,7.2407,4.5493,9.9556,6.2524,2.2958,3.498
1,5.2887,11.1345,3.0135,6.0141,9.6522,10.1024,7.5316,5.6699,9.5665,6.0403,2.3689,3.8917
1,4.9344,12.1126,3.1056,5.842,10.0517,10.625,6.2251,5.9809,9.0431,6.0859,2.3165,3.5156
1,5.0083,11.1882,2.7536,5.6085,10.0877,10.7441,6.656,5.547,9.2546,6.0001,2.5565,3.4585
1,5.0931,10.8953,2.9049,5.7734,10.0365,11.2263,6.9341,5.8361,9.673,5.8343,2.4968,3.4378
1,6.2728,10.5712,3.0489,5.5242,10.3463,11.4357,6.4949,6.5893,9.0401,5.7771,2.4726,3.4661
1,7.6306,10.5353,3.0734,5.413,9.8268,12.0442,6.3802,4.0129,8.8725,5.8157,2.5061,3.3531
1,8.4077,11.0406,3.1371,4.9521,9.8487,12.4856,6.0971,4.2146,8.3346,5.788,2.2671,3.2553
1,9.2606,11.0406,2.9623,4.7316,9.4806,12.0963,6.6167,3.202,8.3932,5.543,2.6169,3.3356
1,10.0811,11.4302,3.0416,4.1876,9.0831,13.0265,6.5472,3.905,8.9268,5.9246,3.1851,3.6107
1,10.7134,11.0805,3.1667,4.1469,9.4369,12.566,6.4132,4.2344,8.3762,6.0832,3.4446,3.9317
1,10.717,11.4949,3.2741,4.1628,8.7742,12.2979,6.5143,3.9018,8.8035,6.4868,3.9504,4.4383
1,10.4946,10.9892,3.0359,3.7155,8.2268,12.0757,6.9565,5.2662,8.1453,6.3946,4.4012,5.1921
1,11.138,11.2101,3.2611,3.6327,7.7607,11.3542,6.4599,4.9287,7.7665,6.3684,4.3789,5.5354
1,11.1617,11.1281,3.2895,3.5972,7.3637,11.1213,6.6117,6.5336,8.0402,6.5586,4.7467,5.0872
1,11.8366,10.8211,3.1719,3.3082,7.2345,11.1588,6.7498,7.4221,7.4551,6.6402,4.3931,5.4107
1,11.2706,9.6452,2.9405,3.2739,7.2083,12.0096,6.7878,7.1593,7.8976,6.6979,4.5012,5.3478
1,10.9909,9.1413,3.0122,3.0259,6.9834,10.6317,6.5291,6.4701,8.0506,6.7055,5.6875,5.5274
1,10.9327,9.786,3.2098,2.8877,6.9845,9.1915,7.2593,6.2483,8.1741,6.6129,6.9928,5.606
1,10.7324,9.5993,2.8839,2.5849,6.5211,9.0608,6.7459,6.1669,8.261,6.4826,7.4321,5.7184
1,10.2676,9.6085,2.4855,2.8796,6.5314,8.3745,6.8713,6.4939,7.8554,6.6702,7.4844,5.309
1,10.2576,9.3981,2.8143,2.8512,6.4311,7.5743,7.0097,6.5848,7.9251,6.0856,8.3317,4.8514
1,10.1664,9.4975,2.9035,2.8017,6.982,6.9785,6.8994,7.0729,7.8039,6.2727,7.4509,4.6295
1,10.5574,9.6632,2.8698,2.8467,8.397,5.8412,6.8571,5.5175,8.3942,6.2291,7.7301,4.5715
1,10.1674,9.2149,2.9343,2.9151,9.2817,6.2798,6.7258,6.1829,8.0847,6.2245,7.0848,4.2217
1,9.5231,9.3464,3.0984,2.7675,9.609,6.1184,6.7528,6.9939,7.896,6.321,7.0319,4.5439
1,9.2654,8.5396,2.9424,2.7882,10.634,5.6761,6.8267,8.1959,7.703,6.1089,6.4061,4.5312
1,9.5042,9.8649,3.1628,3.0612,10.477,5.8066,6.5407,8.8551,7.6082,5.7708,6.0424,4.2378
1,9.0356,10.1159,2.8861,2.9111,10.0701,5.995,6.6333,8.5688,7.4386,5.7662,5.8712,3.8772
1,9.4768,13.1923,2.9212,2.4955,10.0175,5.4606,7.6735,9.1237,7.1014,5.7284,5.6623,3.7632
1,9.2692,14.0179,2.7871,2.7411,9.9068,5.3844,8.0818,8.8692,6.5168,5.795,5.0967,3.5244
1,9.4159,13.4925,2.995,2.707,10.3368,5.7285,7.5137,10.7494,6.245,5.7251,5.2918,3.322
1,9.6587,12.9514,2.914,2.6881,11.056,5.411,7.5483,11.1243,6.03,5.5284,4.6941,3.4296
1,10.2287,13.3418,2.5873,2.7109,10.4388,5.2555,8.0101,9.7839,5.689,5.5157,4.7057,3.2923
1,9.7037,12.4014,3.095,2.5579,9.9293,5.7452,7.8989,11.3536,5.329,5.4721,4.9568,3.2756
1,10.2108,11.8434,2.8404,2.679,9.3211,5.1449,7.4815,11.7788,5.3728,5.1639,4.2397,3.0638
1,10.1877,11.094,2.7316,2.4315,8.9959,4.9042,7.8978,10.9309,5.4931,5.1077,4.9596,3.0883
1,10.4098,10.6063,2.6773,2.6114,8.2639,5.3367,8.5798,11.4372,4.9727,5.1738,4.8809,3.3032
1,10.2661,10.4729,2.8701,3.0029,7.8858,4.934,8.4673,10.974,4.8558,5.3323,4.5608,2.8965
1,9.7346,10.661,2.8288,3.0525,7.4293,4.6085,7.7112,10.4081,4.7283,4.8822,4.7351,2.9405
1,9.6341,10.1113,3.2025,3.5479,7.0395,4.9733,7.3964,9.6027,4.7061,4.827,4.4281,3.1835
1,9.6177,9.5658,3.02,3.8489,6.9287,5.4566,8.183,6.0828,4.4377,5.4593,5.0107,3.5907
1,9.2826,9.7712,3.1028,4.2737,6.8019,7.9077,7.6169,6.412,4.2512,5.9145,4.8104,4.1956
1,9.3004,10.0239,3.1958,4.248,6.3203,10.1946,8.5729,4.7023,4.2799,5.9158,5.1941,4.6234
1,9.4662,10.7355,3.5784,4.4963,5.9887,10.8488,7.9664,5.2038,4.5357,6.0734,5.0846,5.4965
1,9.5092,10.8371,3.2734,4.4185,5.7874,11.7089,7.6627,7.2076,4.3599,6.1703,5.6805,5.645
1,9.3475,10.0554,2.9273,3.9985,5.4704,11.4026,8.0974,7.3148,4.3946,6.2728,5.877,5.9136
1,9.432,9.3007,3.0809,3.5858,5.415,10.9226,7.66,7.6599,4.5457,6.5388,6.4276,5.6035
1,9.0388,9.42,3.2405,3.7542,5.1586,11.1474,7.3825,7.1896,4.4389,6.2125,7.5356,5.4863
1,9.4382,8.5624,2.7621,3.5191,5.0895,12.3531,7.0292,7.1612,4.1256,5.91,6.7724,5.1856
1,9.3904,7.7006,2.9285,3.0967,4.8255,12.6858,7.5226,7.4198,4.2104,5.7562,7.0971,5.1053
1,9.2782,8.9429,3.0927,3.4068,5.2645,13.4058,8.1274,8.3029,4.2643,5.7481,6.3411,5.2785
1,9.7215,8.5973,3.4159,4.2069,5.9539,13.0041,7.8022,7.878,4.0288,5.9331,6.717,4.9581
1,9.1893,8.5187,3.6631,4.8679,7.5325,11.9091,8.4555,8.9366,3.6321,5.9677,6.474,4.978
1,9.2942,9.5561,4.3206,5.5739,8.8425,12.479,7.1534,8.9279,3.5328,5.7724,6.3243,4.3881
1,8.5248,10.4973,5.4562,5.7839,9.5387,13.0018,8.374,8.1448,4.3868,5.966,6.6486,4.4754
1,8.5798,11.4954,6.4058,5.4244,9.3569,11.8503,8.5596,8.2531,4.4927,6.1438,6.0107,4.2616
1,7.9394,11.8215,7.001,4.9093,10.3265,11.8321,8.8199,7.2075,4.5327,5.8652,6.0875,4.3617
1,7.8469,12.3399,7.3569,5.2959,10.5343,11.9065,8.1956,6.8678,4.3219,5.6444,4.7978,4.1214
1,8.4085,12.985,8.8919,5.536,10.7741,12.0958,7.8214,5.6235,4.2119,5.1959,4.8677,4.017
1,8.4171,12.4013,9.2947,6.2165,10.5858,12.1267,7.4301,6.5192,4.1498,5.0765,4.5206,3.9333
1,8.4107,12.7221,10.1551,6.5273,10.0632,11.7749,8.0803,4.7897,4.3096,4.9337,4.6117,4.6477
1,7.882,11.6613,10.6273,6.8161,10.0295,11.1521,8.1366,5.9583,4.3351,4.554,3.823,4.394
1,7.9292,11.3614,10.7684,6.4296,10.4115,12.0315,8.5669,5.8105,4.6784,4.6855,3.3643,4.8227
1,7.9124,11.6033,11.4716,6.1374,9.5184,13.1116,8.3173,7.1104,4.5042,4.6372,3.4629,5.1337
1,7.8268,10.5016,11.3672,5.5545,9.0863,13.2559,7.6078,7.4535,4.6893,4.5169,3.1266,5.0103
1,7.6767,10.3471,11.145,4.8612,8.6054,12.8221,8.537,7.3861,4.1837,4.7594,2.9043,4.9173
1,7.4569,9.6737,11.101,4.6783,8.6677,12.4075,8.0554,7.0628,4.3602,4.4949,3.025,5.2569
1,6.7516,8.8486,11.287,4.1937,8.2889,11.4774,8.4656,7.4094,4.5908,4.6986,2.6871,4.9335
1,6.9902,8.184,10.8254,3.7209,7.4977,10.0798,7.9397,7.8597,4.1057,4.5058,2.7659,4.967
1,7.1705,8.1866,10.6299,3.3255,7.5274,9.6396,8.069,8.3631,4.1946,4.2333,2.4871,4.6112
1,7.6061,7.632,10.5061,3.2978,7.5287,10.3037,7.5142,7.9138,4.0508,4.436,2.6733,4.5448
1,7.8088,7.0046,10.7503,3.0518,7.668,10.3507,7.6044,9.0457,4.3258,4.2922,2.3164,4.4185
1,8.6423,7.1477,9.5962,3.027,7.866,10.8976,7.3351,9.2454,3.8973,4.1639,2.3072,4.6761
1,8.8885,7.653,8.5999,2.8666,8.0623,10.4675,7.5669,8.6774,4.1437,4.2269,2.461,4.5459
1,8.7066,7.6727,8.0611,2.8715,8.0756,10.1672,7.766,8.4431,4.3501,4.3422,2.3488,4.2427
1,8.4442,7.7142,7.3112,2.8354,8.1244,10.1767,6.9607,6.943,4.3602,4.0038,2.2574,3.9616
1,7.914,7.9696,7.6746,3.2071,7.1983,10.7065,7.3166,8.1669,4.0801,4.2475,2.3725,4.0878
1,7.8979,7.5827,6.2635,3.3203,7.286,9.9796,8.181,7.5879,4.197,4.0086,2.151,4.3689
1,7.6414,7.7304,5.4082,3.1084,7.1313,8.9899,7.5282,6.5746,3.9454,4.0213,2.1155,4.3511
1,6.8904,8.4201,5.2281,3.4467,7.0252,8.9935,7.7084,6.4984,5.6146,4.1257,1.9684,4.4091
1,7.1063,9.3083,5.0741,4.3022,7.2454,9.2122,7.0526,6.6884,7.3688,4.0096,1.8073,4.2628
1,7.2617,11.1243,4.6372,4.9532,7.7007,9.3241,8.4157,7.1285,8.7226,4.538,2.2082,4.4216
1,8.1661,11.0664,4.3306,5.5562,8.1953,9.805,8.6219,7.2193,8.5898,4.4538,2.4699,4.549
1,8.3954,11.4017,3.82,5.9545,9.0064,10.5845,9.1195,9.1954,8.5985,4.2218,1.9591,4.1086
1,8.4154,10.1556,3.8338,6.0045,9.9562,10.1743,8.7791,10.2276,8.6004,4.2108,2.3255,4.2699
1,8.0439,10.2064,3.5429,6.2151,10.7883,9.4904,8.4115,10.4592,8.4633,4.558,2.2257,4.0996
1,8.4712,9.4801,3.339,6.0648,11.1904,8.9709,8.8773,11.6055,7.9713,4.9984,2.0448,3.9055
1,9.0237,8.6854,3.8658,6.0347,10.493,8.5831,8.1995,13.7163,8.0514,5.1104,2.127,3.7703
1,8.8505,8.1371,3.8492,5.9543,10.2024,8.7005,9.5539,16.3371,7.6735,5.0654,2.3015,3.5923
