odour stim;12/11/2020 Female1;12/11/2020 Female2;12/11/2020 Male7;12/11/2020 Female8;13/11/2020 Female2;13/11/2020 Male1;13/11/2020 Male5;13/11/2020 Male6;13/11/2020 Female11;11/12/2020 Male2;15/12/2020 Female2;08/02/2021 Male6;08/11/2020 Male4
;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V
1;10.1033;6.4447;7.7079;9.0411;5.4197;12.4639;10.1295;6.9081;8.5096;6.5583;9.5164;21.721;9.1589
1;8.5192;6.2577;7.6289;8.793;4.8747;11.3292;9.2705;6.9005;7.7148;6.1537;8.6549;21.1402;10.6028
1;9.4531;6.1239;7.9559;8.2484;4.6132;9.9145;8.4827;8.4014;8.7938;6.5077;8.1655;19.34;11.5046
1;9.1519;6.5507;7.5942;8.2494;4.4831;11.5391;9.8366;7.6626;9.3182;7.5013;7.2742;18.1496;11.7351
1;8.8891;6.8141;6.8041;8.5989;5.0591;10.7236;9.8731;6.8721;9.2589;7.4227;9.3592;20.1548;10.7663
1;8.6714;7.5383;7.2997;7.9887;4.5777;11.7501;10.845;6.3826;8.3453;6.5507;8.242;19.7184;11.418
1;7.754;7.502;6.8275;8.4818;4.976;10.7811;11.5975;7.228;7.5078;7.3855;9.037;21.8033;10.7362
1;8.4662;7.2644;8.0244;7.9054;4.8211;9.2651;12.1728;7.38;7.3722;7.0483;8.9525;21.2523;10.971
1;8.3316;7.9287;7.4895;8.6219;4.5045;9.0599;12.5074;7.2857;8.7514;6.581;8.9992;21.6894;9.6257
1;10.7211;7.6874;7.1268;8.4862;4.4334;9.4876;12.3683;7.2581;8.0442;7.0627;9.2167;21.8631;8.768
1;10.694;7.4001;6.8681;9.2615;5.2123;8.1645;13.5459;6.832;7.9858;6.5233;10.0421;21.1074;8.2324
1;8.8437;7.2732;7.0874;8.6253;4.524;8.1854;11.5495;7.1314;7.895;6.8691;9.1978;20.6022;9.6865
1;8.9379;7.791;7.118;9.5081;4.4362;7.3387;14.4975;6.1611;7.1549;7.4513;8.2094;21.6194;9.1669
1;8.8243;8.6677;8.0023;9.2965;4.1306;7.9373;12.8078;6.3485;6.855;7.1371;9.3811;21.6584;8.5235
1;8.5077;7.9793;7.8181;8.7908;4.2411;10.4051;11.1805;6.9669;6.4434;8.684;7.9201;22.648;9.2766
1;9.1833;9.012;8.2831;9.0638;3.8613;10.8933;11.9534;7.1031;7.6811;9.0835;8.39;23.8105;9.6501
1;9.5471;8.6911;8.8014;9.2586;3.9931;10.6651;11.9451;8.5951;7.328;8.7322;8.0517;22.3487;8.6613
1;10.622;10.1169;8.7206;10.4605;3.9658;10.6289;11.9604;11.2471;9.4325;8.4943;8.8701;28.0504;9.3196
1;11.8519;10.2992;7.5084;9.968;4.3221;8.6211;11.9085;12.5156;9.058;9.1422;7.7743;28.1118;8.3907
1;11.9116;9.731;6.7539;9.8736;4.4178;8.7629;13.5774;14.1954;9.9523;10.9377;9.3103;26.2696;8.6985
1;12.5302;9.9186;6.2373;9.9481;4.6697;7.4626;11.2622;14.0648;9.6676;9.8897;8.5744;24.3739;9.4715
1;11.449;10.0158;7.4511;10.3524;4.7002;7.0633;12.8368;13.2121;9.1105;10.1933;8.0691;23.6366;9.7411
1;10.9768;10.9061;7.1472;9.7629;4.47;8.5866;13.5181;13.3055;9.2697;10.0254;9.5106;23.5666;9.1017
1;9.5506;10.5226;7.1644;8.9697;4.4627;8.8655;12.3814;12.5629;8.8278;11.4915;9.1607;25.0292;8.2555
1;9.8046;12.0755;7.5719;8.5828;4.1343;7.4725;11.2377;12.279;9.3625;11.0302;9.4638;25.4202;8.5823
1;8.5491;12.8665;7.2517;8.3272;4.5537;6.9831;11.0604;11.283;10.5314;9.9762;8.0076;25.8638;8.3785
1;8.4861;11.9029;7.9172;9.3676;4.8646;7.1614;9.8186;11.2544;12.0132;12.0971;9.9146;23.456;8.5336
1;7.754;10.4917;8.1402;8.5494;4.6503;6.9147;9.1405;11.6546;10.8658;12.0707;8.358;25.8789;8.3889
1;7.0632;10.4651;8.8895;9.2342;4.2841;7.8618;10.2264;11.5618;11.7646;12.9236;9.1418;25.3997;8.7675
1;6.2513;11.3068;8.6988;8.5037;4.2657;7.4566;11.1806;10.4048;11.3853;11.9466;8.268;24.7047;9.389
1;6.6611;11.1203;7.6951;7.314;4.0204;8.0272;10.3728;10.5201;11.2352;10.3892;8.6469;23.1602;10.4114
1;7.2162;10.372;6.8316;8.1692;4.4072;8.2024;9.8301;10.5326;10.1531;9.58;7.7881;25.5062;9.1624
1;7.9827;9.0415;8.2582;8.9545;4.487;7.2706;9.5988;11.6046;8.8833;10.7844;7.1241;22.9898;11.7782
1;8.0568;8.2079;9.3698;8.9222;5.6903;6.2082;9.8018;12.659;8.1634;9.5063;8.4649;23.6526;12.3637
1;7.4103;9.1102;9.2052;10.2877;5.2709;6.1109;8.4761;12.4192;7.9412;9.1819;7.7471;22.0772;12.7838
1;6.0911;8.0275;10.1739;10.5138;5.5457;6.2716;9.1758;11.4609;8.9961;8.4273;7.3265;20.8909;12.4025
1;6.6836;7.9602;9.7296;10.3431;5.7586;5.8354;8.3411;10.8454;9.5012;7.2742;6.9136;22.8635;14.6544
1;6.6467;8.8213;9.5876;9.9418;5.5354;4.9867;10.5824;11.5255;8.8495;7.3078;6.739;21.3619;13.7678
1;6.1612;7.8902;8.5506;9.3176;5.59;5.3702;11.4216;11.4364;8.7138;6.8855;7.5927;22.573;12.7808
1;6.5977;8.6099;8.9609;9.1062;5.133;4.8618;11.4731;10.0855;7.8436;6.2817;7.9452;22.5253;13.321
1;6.1887;7.6292;10.3241;9.108;4.8962;6.0257;11.1853;11.0916;7.277;6.1183;7.6757;22.1766;12.1988
1;6.4389;8.489;10.2358;9.8369;4.2754;5.7609;13.3109;11.1831;8.2189;5.5547;8.392;22.6978;11.2366
1;6.1696;8.6283;8.8323;9.236;4.1425;5.9508;14.3291;10.7397;9.5557;5.6634;8.7615;23.7037;11.1944
1;5.121;9.5607;9.3737;8.7847;4.3152;5.5365;16.1669;10.6625;8.6675;5.5856;7.8842;21.1494;11.9968
1;5.8187;8.4373;11.374;8.1374;4.104;6.4799;16.2078;9.7361;9.9562;5.6618;8.0398;21.5328;11.8996
1;5.4712;8.7463;10.7534;8.8203;4.2874;6.856;16.6948;11.4534;9.3702;6.4083;9.2637;22.5292;10.8596
1;5.6862;8.1155;10.609;8.9312;4.8375;6.5916;14.9054;10.918;8.4901;5.8881;8.6674;21.5055;11.3849
1;5.1396;8.2389;10.4325;9.6298;4.735;6.1899;15.0907;11.0638;8.0759;6.0102;7.8955;19.9947;11.1496
1;5.328;9.4452;11.7854;9.5621;4.4571;6.7751;15.2065;10.2427;8.5476;5.7494;8.7808;17.6115;10.7486
1;6.4494;8.869;13.3627;8.2956;4.1142;6.2974;13.6902;12.1896;9.5819;5.7964;8.3779;23.1669;11.0715
1;6.6987;8.9381;12.3047;8.3484;3.9967;7.002;14.5475;11.9662;9.6697;7.4412;7.9644;26.5517;10.0023
1;6.9876;8.1358;10.9045;8.9849;3.8506;7.4135;13.4514;10.7033;11.501;8.4299;9.5615;25.9469;10.3501
1;7.5972;8.4678;11.7705;9.1345;4.3601;7.2015;11.6947;11.6931;12.9863;9.617;9.3057;25.8301;11.4146
1;6.7336;9.7557;10.9692;9.023;3.965;6.5942;11.8576;11.3198;12.2879;9.0027;9.0962;26.9048;10.8085
1;6.76;9.3402;10.5543;7.8636;4.9998;7.9737;10.3169;10.9824;11.8142;8.4639;10.5683;26.7134;11.081
1;6.27;9.1764;11.5545;9.1728;5.5047;8.4158;9.041;10.5443;10.8141;8.4575;12.3785;25.625;11.5511
1;7.8406;9.1631;11.6559;8.3981;4.8743;8.7146;9.9467;9.3036;10.4217;8.9221;13.7655;24.7066;11.1237
1;8.6764;8.795;12.1144;7.2191;5.1111;7.7043;12.5605;10.3546;10.1027;9.0548;14.3348;25.58;10.066
1;10.2561;8.1857;12.1359;6.6831;4.4181;7.6933;11.8592;11.9433;11.5732;8.4366;12.2158;24.6936;11.0504
1;11.6083;8.187;11.7;5.715;4.2416;8.0652;9.94;11.6396;10.9974;7.7416;11.7185;22.2915;11.2956
1;10.1589;7.8242;12.4655;5.2899;3.9365;7.6622;10.8995;10.5479;10.4776;7.4949;11.7229;21.1489;11.3585
1;10.5119;6.7931;10.9641;5.4795;3.9133;7.5604;10.8927;9.6952;9.1591;7.5551;10.8709;23.7534;11.9386
1;10.159;7.4542;10.7379;6.7493;3.5315;6.5077;10.1542;9.3409;9.6362;7.2349;10.954;24.6097;11.0063
1;8.7845;8.6694;11.4118;6.584;3.6402;5.8938;11.0095;9.0061;9.3692;6.5945;12.3768;22.9929;11.4625
1;10.5428;6.9657;11.3216;6.2216;3.6902;5.4951;10.569;8.562;10.2245;6.3714;12.4264;22.7723;10.027
1;9.0265;6.6613;12.4069;5.6658;3.6493;6.0476;11.952;8.1841;9.1691;5.9668;11.0014;21.5287;10.4139
1;11.0096;6.4447;11.4417;5.0068;3.5483;5.206;10.062;7.5952;8.4872;6.7661;9.7198;19.3093;11.084
1;9.5502;6.0914;10.6257;4.6182;3.536;6.0678;11.0666;7.0829;7.5707;6.3607;9.8072;20.2193;11.3097
1;8.1311;5.4572;10.6653;4.2692;3.5121;5.6453;8.9347;6.261;8.4344;5.8284;10.6333;21.5146;10.8377
1;8.8555;6.0972;11.8539;4.0236;3.6388;6.0167;9.5821;7.3065;8.372;5.5595;10.5688;19.7398;9.8805
1;8.1195;6.1968;11.8766;3.8484;3.5366;5.7308;10.0116;6.9168;8.5575;5.2298;11.2436;18.4521;10.8566
1;8.6967;5.0691;12.8034;3.699;3.4743;5.6826;10.049;7.6215;10.0667;5.4042;11.3049;16.8291;12.6684
1;9.0623;4.9327;11.1379;3.62;3.4547;5.0682;9.7834;7.0923;8.8597;5.0043;12.2359;15.4743;12.4739
1;8.6334;4.4107;11.9301;3.5165;3.2994;4.6096;9.9911;6.3207;8.2714;5.2457;12.5095;19.6153;11.0436
1;8.4984;4.8797;11.1315;4.2877;3.5363;4.941;9.1196;7.2234;9.4403;4.7678;11.7245;21.012;10.3637
1;7.7274;4.569;13.2806;4.0657;3.357;5.0992;8.2883;6.0917;9.2769;4.7152;11.0946;19.6165;11.0133
1;8.7663;4.6654;12.5877;4.2774;3.3727;5.4832;10.0035;6.687;9.2514;6.1427;11.4835;18.5419;12.0917
1;8.5696;4.953;12.8586;4.1762;3.3082;4.8774;9.6954;6.6726;10.3512;6.2236;11.6023;17.4356;14.0362
1;7.5701;5.1201;13.2918;3.7202;3.3398;5.1327;9.0496;6.3275;10.6818;6.6512;11.1955;15.9187;13.5781
1;7.7168;5.068;12.0945;4.6586;3.7746;5.5657;8.7667;5.6239;9.7078;6.1938;11.2759;14.9516;13.5193
1;7.9787;4.4376;13.7662;4.4928;3.5275;6.0509;8.5993;5.617;11.1065;6.9503;9.1825;14.2903;13.6752
1;9.9406;5.6467;12.6112;4.0311;3.4805;6.4662;8.1684;6.4797;12.7856;6.4246;10.3213;17.1007;15.0556
1;9.2092;5.5122;12.7953;3.8428;3.6107;7.5544;9.7234;7.1809;13.5523;7.8304;8.7691;19.5907;15.0314
1;7.9061;5.4633;12.2833;3.639;3.6135;7.3688;9.3602;7.3887;11.8441;9.6803;8.8884;20.6668;16.9116
1;8.2699;7.6574;11.9225;3.4475;3.7005;6.8963;7.4358;6.6183;10.6193;8.8495;7.3485;20.3437;16.6083
1;8.7805;7.5769;13.1173;4.532;3.5134;7.2031;7.0165;7.0832;10.4529;8.7127;7.9777;22.3565;15.301
1;9.0614;7.6788;13.1449;4.3035;4.0225;5.9684;8.218;8.9546;10.813;7.9536;8.6499;23.4639;13.158
1;7.8544;7.0886;12.955;4.7963;4.2088;5.7345;9.3472;8.848;11.0131;8.8824;8.8537;20.956;12.6927
1;9.1763;6.617;12.2518;5.2131;3.9558;5.6145;9.1881;8.9575;11.5738;8.3495;9.4859;20.7406;14.4823
1;9.3677;7.8901;12.9357;5.4467;4.6588;5.8547;10.293;7.8653;12.5872;7.5616;9.3001;20.768;13.9406
1;8.4469;6.5286;13.0913;5.3762;5.8202;6.3437;11.3169;7.7729;11.2683;7.1413;8.8925;21.4849;12.0949
1;7.8454;7.2551;12.9192;4.5572;5.4676;6.5133;11.8476;7.4206;9.9429;6.8781;7.5012;20.1494;13.8176
1;6.3553;7.1766;11.5944;4.493;4.9866;5.4332;10.3905;6.8188;9.3992;6.2246;7.3564;20.6044;12.7775
1;6.5222;7.0532;11.5227;4.4187;5.6145;4.919;9.2283;7.3762;9.7359;5.825;6.1518;19.129;11.8271
1;6.62;6.3181;11.5924;3.9266;5.7393;5.3127;8.5908;6.6734;9.9936;5.3762;6.9951;19.4034;11.8798
1;6.6142;5.4543;12.4564;4.8533;5.2471;5.1818;9.5313;6.2774;11.147;5.2613;7.7378;18.8701;10.8158
1;6.2446;6.7012;12.3726;5.142;7.4608;4.7594;8.5517;5.703;10.3291;5.247;8.456;19.0495;10.0492
1;6.9496;6.109;12.623;4.6651;8.4357;4.9353;8.8212;5.3549;10.4307;5.1385;8.3365;18.541;11.5469
1;6.9351;5.3862;12.6139;4.348;9.0998;4.9447;8.2531;5.3995;9.5494;4.9034;7.993;20.2651;10.7221
1;5.8255;5.1018;12.2043;4.0837;8.0171;5.7377;7.2786;5.0926;9.9069;4.4673;7.6792;20.3916;13.5476
1;6.159;4.4255;13.62;3.6281;6.6648;5.2257;10.17;4.9142;9.7459;5.1928;6.9181;18.4926;12.7574
1;5.9364;4.9279;12.3823;3.7566;5.8811;4.8503;9.8577;4.7784;9.6431;5.1256;9.0627;17.8817;13.0849
1;7.263;5.0129;11.7943;4.1923;5.7214;5.5692;10.6139;5.3869;9.1065;5.4413;7.9547;17.6974;13.6056
1;7.4105;4.5861;11.0453;4.0433;5.8707;5.8129;10.6126;6.3954;8.0917;5.1233;8.3757;17.528;13.2258
1;7.494;4.3789;10.7211;4.3349;5.6478;5.7391;10.7975;5.6688;7.5067;5.799;8.4086;16.376;13.5842
1;6.7784;4.1511;12.0446;4.0487;5.0607;5.017;10.9462;5.2467;6.8864;5.6439;9.3733;17.6221;14.1062
1;6.3125;4.1192;11.2966;4.0979;4.7372;5.201;12.0264;6.7112;7.4773;5.2509;8.903;19.0599;13.1497
1;6.7191;3.7493;11.146;4.0565;4.6657;5.9795;12.4161;7.2448;7.1894;6.3189;8.5783;19.1861;14.429
1;6.7815;3.6508;10.3772;4.457;4.6711;4.6762;13.5518;6.9948;7.5861;7.8708;8.4242;18.3967;14.1944
1;6.2012;4.304;11.8206;4.1114;5.5884;4.5382;13.1627;6.5436;8.5308;9.2317;8.9322;16.3508;14.327
1;6.7413;4.7752;11.408;4.812;5.2597;5.1459;13.1719;6.885;8.731;9.3908;10.4846;17.4881;14.4396
1;6.2629;5.0217;10.3516;4.5936;4.972;5.1876;13.6325;7.7468;7.909;10.0167;9.2798;16.6081;14.6109
1;6.6782;5.6828;11.3405;4.359;6.4533;5.7312;16.1415;8.7927;7.3298;9.0357;10.4367;15.2992;13.89
1;7.0984;6.9522;11.671;4.0719;8.0406;7.2823;17.7848;9.871;8.7242;8.5274;8.6604;16.8251;13.6748
1;6.526;6.8016;12.5213;4.1553;9.6138;6.5634;17.4532;9.3657;9.338;8.6638;10.4274;15.4621;15.3323
1;8.4475;6.9978;13.1344;4.3356;7.7196;6.6301;20.4781;8.7315;10.7688;9.293;11.9823;15.6647;15.2534
1;9.7401;7.6061;12.4616;4.1927;6.6921;6.7054;20.8952;11.6676;10.4835;10.9284;10.579;16.6989;15.7901
1;10.3845;8.3139;12.9648;4.7501;6.3291;6.1653;21.8137;11.3889;11.3118;12.4051;11.8352;15.9377;15.9758
1;10.0064;7.6999;12.1445;4.9581;6.2712;7.1603;23.3275;10.5996;11.7998;11.745;9.576;15.8027;16.6743
1;10.3653;8.0842;10.5114;4.4134;7.0115;8.6029;23.6989;9.5747;12.1589;10.5818;9.5025;17.844;16.0808
1;12.6244;7.0665;10.1663;4.343;6.5139;10.3258;23.3689;9.5271;12.0532;11.111;9.3755;17.1315;15.4087
1;15.0545;6.1923;10.3481;3.7051;6.6385;11.0726;24.1589;10.1851;11.7952;10.7491;11.6016;18.0886;15.1458
1;13.6539;5.6724;10.0734;3.6863;7.0075;9.4737;24.7302;9.0558;10.4339;11.4499;10.2074;19.5941;14.6416
1;16.3149;6.4743;10.9698;3.4501;7.6469;8.202;23.2782;10.9397;9.294;10.2718;9.2032;18.565;17.1709
1;16.1012;6.2702;12.4734;3.7864;6.986;7.8208;22.9064;9.6847;9.5676;10.9914;9.1087;17.0677;18.5373
1;15.7679;5.8899;11.675;3.5224;6.2658;6.8657;19.7516;8.5915;8.5839;11.8621;9.0199;16.3099;17.9138
1;14.7632;5.843;13.0809;3.8229;6.2474;6.8895;18.9214;7.7239;7.5475;11.2766;8.7443;16.9941;15.1945
1;12.3619;6.228;12.3868;3.887;6.1033;5.8727;16.3757;8.1653;8.3596;10.3855;7.58;17.7545;15.7134
1;13.2849;6.7009;11.1972;3.8621;6.1414;6.4103;17.6532;9.0385;8.6214;9.247;7.5107;17.8258;17.2609
1;13.4964;7.1284;10.0652;4.2226;6.6281;6.5675;14.7805;8.4676;8.1162;8.616;7.1339;16.2922;17.4636
1;13.4146;6.3676;10.0084;4.3913;5.8955;6.9047;12.9801;7.9029;7.7784;8.7833;8.4572;15.1791;19.2539
1;12.897;5.866;10.4875;4.1595;5.3496;7.0713;11.6976;6.9517;8.1365;9.7707;9.8072;18.1137;17.7885
1;11.5534;5.1094;11.0942;3.9557;6.036;6.1894;9.9319;7.5661;7.6161;10.296;10.2663;18.9715;16.1174
1;10.7451;5.5942;9.7968;4.3768;6.01;5.2731;8.4056;7.3669;8.7424;10.5873;9.912;17.955;14.5441
1;8.9719;4.8597;9.0136;4.8917;6.1176;5.4243;8.148;6.9122;9.413;9.5346;8.9205;17.1694;15.6076
1;10.619;4.4857;8.8846;4.6275;6.7822;5.0121;9.3146;6.6407;8.4052;8.9878;9.7412;18.9292;14.1402
1;8.5216;4.1325;9.2638;4.4616;5.5873;5.4162;8.4391;6.7884;7.9898;9.511;9.4746;18.8196;16.0289
1;9.1517;3.9134;9.9301;4.0312;6.16;4.9441;9.3984;6.9326;8.0908;9.4512;10.6349;19.897;15.0496
1;10.0875;4.7202;10.1093;4.0198;5.5184;4.3622;8.6531;6.3438;8.7309;10.2504;9.0752;18.7009;15.9325
1;8.2788;4.4965;10.6312;3.8641;5.1462;4.0294;8.2473;6.6327;7.9869;10.2626;9.0439;19.0742;14.7268
1;10.0218;5.4756;10.839;3.8685;5.3759;3.7326;7.9203;6.6473;8.8298;9.8137;7.8222;19.3518;16.2843
1;8.906;4.4726;10.9124;4.307;4.7912;3.6867;8.6302;7.3541;10.2189;8.8885;9.8489;18.3562;17.4878
1;9.3102;4.1397;10.9344;4.2201;4.6336;3.783;8.2658;7.1091;9.7909;9.2815;9.4321;17.4059;17.5342
1;9.9886;3.9918;12.3413;3.8763;4.4491;4.9167;7.9418;6.601;8.9587;8.7909;8.2738;18.5779;18.4326
1;8.6748;4.131;12.285;3.6766;4.5936;5.2869;9.3052;6.3289;10.4071;9.9378;7.7953;18.871;18.7266
1;8.9389;5.204;11.0149;4.0444;4.901;5.6433;12.1798;8.3272;10.7892;9.6574;7.6298;20.0075;18.7103
1;9.2338;5.7514;11.0215;3.6033;5.2345;5.7432;11.993;8.9425;9.8939;10.561;9.4345;22.6277;18.9886
1;9.5471;6.1407;11.1577;3.3764;5.9967;5.8252;11.8116;9.2823;12.6377;9.4882;9.8985;22.1504;19.2785
1;8.8395;6.9383;10.7975;3.0288;5.103;4.9954;12.8928;8.5007;14.2322;9.0976;9.7459;21.0724;18.9107
1;9.1673;7.6099;10.6483;2.9122;5.4701;4.1372;11.924;7.5665;13.4783;8.0543;9.3306;19.8173;18.8756
1;11.1485;6.4407;11.3098;3.5162;5.2815;4.0588;13.3026;9.2785;14.7919;7.7731;9.627;21.8445;19.434
1;10.6601;6.5816;11.1298;3.9101;4.7695;5.6237;16.5682;10.6309;15.5334;9.2056;9.5719;21.0622;17.9292
1;10.4168;6.3959;12.4712;3.6356;4.6303;5.6145;17.4302;10.2294;13.8274;10.0183;8.1866;20.5182;18.387
1;10.3637;6.8441;11.537;3.4039;4.4393;5.3286;17.1192;9.7968;12.5196;9.7287;9.6843;21.5084;17.2563
1;10.6953;6.1348;11.3259;4.2702;5.2048;6.9793;15.5769;10.3977;10.7892;9.0883;11.0264;20.59;17.897
1;11.314;5.7965;11.5035;4.1623;5.2256;6.7846;17.5681;10.716;11.6782;9.9129;13.1467;20.4821;16.8081
1;11.2588;4.7783;10.3566;3.8277;4.5144;5.8276;15.8317;13.1272;12.2219;10.8315;11.8926;20.0047;17.4555
1;10.8925;5.4788;10.1461;3.6985;4.4451;4.8532;13.4374;11.5813;11.3778;9.6745;9.9822;20.7165;16.1365
1;8.4385;5.122;10.6461;3.8655;4.3431;4.0447;13.1371;10.0758;10.1346;9.0567;11.1723;21.4833;15.4354
1;9.2611;4.688;9.683;4.5072;4.0019;4.6033;11.5192;9.2428;10.0031;7.8243;9.835;19.785;14.2609
1;10.2369;5.2868;9.9365;4.6713;4.0174;4.4157;10.0397;9.9159;9.7827;8.3817;10.8954;20.7747;14.4981
1;10.3861;5.6161;10.4924;4.2672;4.012;4.2635;10.6757;9.0052;8.5873;8.4192;9.0378;19.4292;15.0439
1;9.3332;6.2155;10.333;5.3605;3.8053;4.1917;9.6412;9.0708;8.5694;8.3899;10.9033;19.2737;14.778
1;9.1696;7.1449;9.3445;5.8761;4.4812;4.4223;8.3642;9.1643;7.53;8.4465;8.9838;19.0372;12.8411
1;9.9327;6.3431;9.4744;5.5167;4.0976;3.9678;9.0666;9.9223;8.5551;9.3969;10.9683;19.43;14.1049
1;9.756;7.1373;9.5318;5.3947;3.8778;3.5519;8.4773;11.3209;10.1019;8.9641;11.766;20.3484;14.595
1;8.3954;7.0998;9.5175;6.1036;3.8609;4.2367;7.9449;9.9477;9.3876;7.8104;12.5218;19.1176;15.4316
1;7.8945;7.3338;10.9922;5.5498;3.7017;4.7451;8.7311;9.2638;9.4087;7.2476;10.6429;17.4957;13.9572
1;8.1589;7.344;10.4027;5.497;3.7253;4.5942;7.5095;9.8777;8.6819;7.5711;10.6902;16.0181;13.6856
0;9.3959;6.6069;11.7614;5.4394;4.3107;3.9076;7.2454;10.8803;9.0693;7.2686;11.2003;17.5133;15.4365
0;7.9456;7.3669;10.8042;6.0759;4.6825;3.3885;7.7334;12.422;8.3066;6.8876;10.4738;16.1519;15.9027
0;7.3376;6.8072;10.7806;5.5337;4.2682;3.2378;8.1706;11.7499;7.7866;6.5471;10.0512;16.694;16.1133
0;7.3074;8.1789;9.6775;5.9865;4.0573;2.9991;8.5488;10.1237;7.1944;6.0979;9.2464;15.6195;15.7335
0;8.191;7.2098;11.0696;5.8687;4.5377;3.1593;8.45;10.0822;7.554;5.8323;9.9358;14.8334;16.5519
0;9.0477;7.1456;12.2559;5.8407;5.3117;3.1135;8.7557;9.8835;8.1899;5.5375;9.205;13.9099;16.2159
0;8.2195;7.0054;13.1584;5.8107;5.2371;3.1115;8.3936;10.5719;7.9388;5.39;10.1467;14.9708;19.8434
0;8.703;6.0074;12.2439;5.899;4.701;4.1008;9.5699;10.9914;7.3885;6.0105;10.8329;14.5434;19.667
0;9.1179;6.2697;12.343;5.7244;4.7765;3.9652;10.42;10.3055;7.6639;5.86;10.3529;13.8789;18.7776
0;9.0644;7.5879;12.3496;6.1505;4.6675;4.3876;11.4701;10.5845;7.9462;5.7314;9.4168;12.6681;18.8009
0;8.7752;8.1688;13.0179;6.7161;4.4461;4.2647;11.5898;9.5247;7.484;5.5563;10.4466;15.6765;18.5607
0;7.6509;8.3461;12.5769;6.7348;5.4103;4.3216;11.5922;9.7117;7.0039;6.8823;11.1465;15.4057;18.2341
0;7.8343;7.6235;13.0618;7.3848;4.9851;4.0783;12.5563;10.3869;7.6304;7.0414;11.8649;15.4518;19.0473
0;7.7632;8.3506;12.4411;8.3384;5.239;3.5243;13.2327;10.0556;7.8997;7.1095;13.7466;15.9369;18.6299
0;8.9536;8.0776;12.5781;8.3062;4.6717;3.4648;12.3755;10.0737;7.8302;7.7873;12.359;16.7546;17.9301
0;8.2431;8.3334;12.5466;8.3055;5.1518;4.0345;12.8705;9.7013;7.6801;8.3162;13.0222;18.3267;19.3031
0;7.1576;7.4006;11.2554;9.0586;4.5782;3.6339;13.4204;8.638;7.1396;7.7488;12.1294;17.545;20.6305
0;8.6077;6.4039;12.0701;8.9332;4.2748;4.3657;12.6759;9.3132;7.9355;9.2959;12.8339;15.7038;21.0321
0;8.9974;6.0118;12.5376;9.0481;4.1347;3.9697;12.1931;9.4622;8.5784;8.5863;13.445;17.9285;21.4861
0;8.1498;7.3392;11.7783;10.0917;4.7399;3.9021;14.1604;10.1022;9.9059;8.7981;13.9115;17.9543;20.432
0;8.5949;7.2887;10.8829;10.3419;4.3383;4.3375;15.1574;10.3024;8.6045;9.6733;13.3074;17.3439;20.9732
0;8.4343;7.2898;11.6303;10.5908;4.2671;4.306;16.4934;9.9566;8.1503;8.8437;12.162;15.891;21.3823
0;9.2919;8.1329;11.4384;10.2015;5.1406;3.7382;17.1069;10.4298;8.4654;9.9898;12.9176;14.8059;22.1153
0;9.0879;8.806;11.5968;9.6005;4.8834;3.5965;15.0334;10.0902;9.5978;11.2191;12.8748;13.6163;21.2466
0;7.6457;10.0894;11.7674;9.4494;4.6467;4.1269;16.1543;9.8702;9.9012;11.0422;13.7609;15.5924;21.6687
0;6.672;9.6444;10.6996;10.3905;5.2064;3.7981;16.7833;9.589;8.8627;10.057;11.6914;16.4751;22.3901
0;6.0396;8.6561;10.2599;11.0679;4.7328;3.6704;15.811;9.1216;8.4114;9.9631;11.7749;14.7904;22.9441
0;6.6422;8.0348;9.5913;11.4821;5.132;3.8534;13.0628;8.1056;9.2506;10.5176;9.7063;14.3248;22.8701
0;5.3324;7.2472;9.2618;10.9257;4.8333;3.9576;12.3111;7.4847;8.8347;10.492;11.8699;16.9207;22.5434
0;6.051;6.9893;8.9507;10.512;4.5356;4.0049;13.1002;7.5082;9.242;11.9694;11.0757;16.2257;21.7784
0;6.5814;8.25;10.5252;9.2888;5.3765;3.9655;11.6185;7.4143;8.867;11.3214;10.7539;16.7212;20.2605
0;5.9587;7.5687;11.929;9.2927;4.9927;3.3178;13.7592;7.199;9.2899;11.6593;10.7558;18.1375;19.4769
0;7.1638;7.781;11.0635;9.8004;4.4975;3.553;11.5195;7.5558;8.4932;10.0175;10.7457;16.9871;19.4902
0;7.196;7.5248;11.7453;9.0507;4.294;3.3124;13.2562;7.4582;8.9331;10.724;10.1762;16.4264;20.259
0;6.8075;6.7221;11.0741;9.0053;4.2913;3.7948;12.2181;6.7268;9.8607;10.3382;8.8464;15.4655;19.0947
0;6.5214;7.8696;10.6268;9.2075;4.1665;3.5519;13.7791;8.4079;11.3349;10.888;8.257;13.6315;21.0405
0;5.6698;7.9804;11.1765;10.2202;4.03;3.9278;14.7332;8.0461;11.7872;10.7368;9.0189;13.6475;22.9474
0;5.4962;7.8852;10.955;10.2273;4.5466;4.3358;16.9513;8.631;12.7478;9.9729;10.1688;14.8515;21.8641
0;5.3274;7.3704;9.9327;11.0626;4.8119;3.9608;16.7465;7.5746;13.5101;9.9396;9.876;15.398;22.1997
0;5.4958;8.0307;9.212;10.9939;4.5311;3.9463;15.2451;7.3159;12.5617;10.1724;9.4866;14.5634;21.1569
