odour stim;12/11/2020 Female1;12/11/2020 Female2;12/11/2020 Male7;12/11/2020 Female8;13/11/2020 Female2;13/11/2020 Male1;13/11/2020 Male5;13/11/2020 Male6;13/11/2020 Female11;11/12/2020 Male2;15/12/2020 Female2;08/02/2021 Male6;08/11/2020 Male4
;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V
5;6.2768;8.3881;5.3033;3.863;6.3509;6.3793;18.7088;8.2403;10.025;14.1641;9.6741;20.1793;9.2882
5;5.591;9.8313;7.7968;4.1722;6.9563;6.431;20.3342;9.1385;10.7458;9.3802;11.4006;24.4427;9.1601
5;8.0805;11.7757;8.0312;4.4899;7.9312;5.4215;20.0267;8.0879;11.2413;9.6383;9.7061;23.2066;9.4447
5;9.1437;12.3337;7.4155;4.7525;6.6953;6.0646;21.9735;8.3233;12.8811;9.5621;11.2565;21.5222;10.3016
5;9.988;10.4998;6.7201;4.5114;7.1348;7.94;20.6869;10.1975;12.9671;9.3875;11.6341;22.5559;9.4358
5;10.3167;11.2224;6.8918;4.8443;6.8516;9.0379;25.136;12.3218;13.4584;14.365;10.9027;22.8022;10.4808
5;9.9701;10.7954;8.6368;4.7865;8.6548;10.4695;25.8389;12.4962;12.4673;17.3247;11.3658;21.8502;9.8018
5;10.9116;12.9481;8.7782;4.5152;10.0422;14.99;25.2888;13.3016;13.0968;18.8292;9.9872;24.4314;10.3638
5;10.2456;14.7914;8.2451;4.0104;9.1483;16.3817;21.4481;13.0611;13.9373;17.3615;9.9708;26.0906;9.2951
5;10.2977;14.9403;8.6538;4.0134;9.7559;16.6295;18.5784;15.2522;14.0169;17.5787;9.9968;27.1026;10.4351
5;10.2744;16.8993;8.0943;4.2756;8.8027;15.4929;18.7522;15.0986;13.0843;18.6138;12.0527;30.7936;10.3527
5;9.8688;17.4849;8.7112;4.772;8.3318;15.6977;17.6675;13.9605;12.7928;18.2919;12.6662;33.9601;8.9334
5;9.6271;17.2436;8.4151;5.0923;8.5426;15.7645;15.7231;13.049;13.4289;20.6879;12.1455;31.5735;8.2184
5;7.5012;16.6534;7.1081;5.4491;7.4048;14.8124;15.6244;11.2653;11.9623;17.556;12.3498;29.9737;10.0855
5;7.5215;14.1299;6.7821;5.4325;7.5925;13.2631;14.0463;9.8495;10.6835;18.0347;11.264;27.944;9.0173
5;7.5287;14.577;7.8719;4.9161;6.6145;12.7514;11.5858;9.1006;11.0154;15.6744;10.273;24.6179;8.5012
5;7.7307;14.5245;8.022;5.0408;6.1149;10.7222;11.448;9.3775;12.6427;14.7004;9.6251;25.9721;9.5356
5;7.7523;14.3118;7.348;5.3851;5.5846;9.2112;10.1648;8.7507;12.4024;14.8495;9.7676;24.8128;9.5197
5;7.0286;13.0791;7.274;5.17;5.9701;8.0167;10.8512;8.1664;12.8136;14.1793;8.6433;28.681;10.0736
5;8.4581;12.1151;7.0269;6.2953;5.5368;8.1911;9.924;7.3332;14.0378;14.1186;8.9678;27.1537;9.1059
5;7.1626;12.2584;6.9931;5.7696;5.301;8.4834;10.6674;7.1351;13.3932;12.0378;9.1925;24.9592;8.3145
5;7.0895;11.4384;7.2785;6.5446;5.4996;7.6424;9.3929;7.0354;13.4426;12.3563;9.4483;22.5764;7.7535
5;6.6988;11.2973;6.6275;6.9165;5.4174;8.2879;8.2562;6.4849;14.0856;11.0254;10.2664;23.2513;7.9061
5;6.6303;11.896;6.0839;7.0263;5.1083;9.2567;9.0811;8.1099;14.2823;12.8365;10.3174;24.5511;9.798
5;5.9586;11.6991;6.3308;7.7679;5.4401;8.2979;9.7888;7.6754;13.5944;11.3138;10.0818;22.7093;11.1811
5;5.0212;11.9789;6.8065;7.0918;5.896;8.4593;11.4654;6.9911;12.2565;12.162;10.2191;21.7782;11.8934
5;6.0775;10.551;6.4969;6.9392;5.4396;8.4143;9.9953;6.4652;10.646;10.5756;11.8199;19.9241;11.6284
1;6.2753;11.6696;5.7706;7.0627;4.9462;8.1167;9.2205;6.383;10.7066;9.9569;10.3103;18.567;12.2442
1;6.7247;10.251;5.403;7.1342;4.7435;10.1956;9.3115;7.7163;10.8888;10.6981;10.9934;17.3284;13.6016
1;7.1875;9.8681;5.1196;6.536;4.9963;10.5142;10.916;7.7939;9.3298;9.5844;10.575;18.2205;12.4181
1;5.885;10.0428;4.6411;5.5673;4.913;10.2271;10.1559;6.9858;10.2111;10.5643;9.9746;21.542;13.0482
1;6.6648;8.936;4.5087;6.243;4.7375;9.2608;10.6667;7.6852;10.5476;9.2028;9.8983;22.0306;14.2734
1;7.1937;9.1565;4.8507;7.4356;5.5244;12.3187;11.9752;9.2619;11.8667;9.7382;9.0984;22.0593;13.6515
1;8.0271;10.8735;6.2719;8.2057;6.8543;12.0239;14.1774;10.8876;13.2199;9.6207;8.4869;30.1211;13.4771
1;10.6287;10.3508;8.3389;7.9495;6.1567;12.33;13.3941;10.7945;12.8849;9.8457;8.9434;34.1808;13.3526
1;9.797;11.1899;9.4539;7.4043;6.4224;12.7791;11.3278;10.0221;13.459;11.7843;8.7503;40.1186;12.9974
1;10.1585;11.8602;8.7872;7.328;7.3025;12.0564;11.7889;9.2074;11.2475;11.2376;8.2567;42.2631;14.5024
1;9.5711;11.3111;8.0747;6.8893;6.8318;11.6164;10.3541;9.2971;12.0971;10.0701;9.054;44.3244;15.03
1;9.7377;11.4521;8.1635;7.3937;6.207;10.1638;11.9039;12.607;11.784;9.4279;10.1173;44.0267;14.3743
1;12.6814;10.0826;8.552;7.7785;7.0217;10.2221;12.5535;12.4851;12.1768;8.4253;12.7995;44.9838;15.8735
1;14.0075;9.6595;10.341;7.259;6.2163;10.013;10.8957;11.7256;12.1114;9.2425;12.2097;47.8198;17.2361
1;16.1191;10.5981;9.9588;6.5929;5.4478;10.8636;12.2035;13.1662;14.0156;8.8902;11.7992;45.973;15.8435
1;17.4925;9.8991;11.3192;6.7309;5.0727;9.9584;13.3824;15.4002;13.7594;8.2259;12.3016;49.0699;16.2304
1;19.9319;10.1567;12.5139;7.4574;6.5543;10.143;11.31;16.6527;13.0881;7.7805;10.6738;47.2488;16.4615
1;20.6419;10.2661;11.6854;7.3625;6.2373;9.8006;11.3824;17.1064;13.1215;7.3945;9.8036;46.8814;18.341
1;20.0547;9.963;13.0139;6.8475;5.462;10.0558;10.1799;18.4214;12.7835;6.8139;7.7422;46.4178;16.7609
1;20.079;9.0986;12.6238;5.7645;5.8173;9.4071;9.409;16.6022;11.6676;7.8401;7.938;46.1677;15.2553
1;18.8714;8.9398;13.4912;5.8998;5.3532;8.4088;11.2718;16.3287;11.6095;7.3449;8.0146;47.0535;16.5206
1;17.67;8.2567;13.5728;5.3985;5.2481;8.0688;11.6652;13.8999;12.0635;7.3331;9.1016;45.3671;17.2705
1;14.9527;7.5274;12.6212;5.5513;5.1386;7.7763;11.5427;14.0257;12.7969;6.8483;8.3523;45.0951;16.0989
1;14.5429;8.9566;13.7066;5.1361;4.6095;7.5499;13.1979;13.2957;11.7228;7.2827;8.5352;44.8938;16.4693
1;13.4106;8.8291;11.3703;6.276;4.3169;7.9018;12.0021;13.9243;11.7568;6.8678;8.1635;42.8869;16.4602
1;12.2671;9.6085;10.9773;6.2198;4.2627;7.596;11.0842;15.2004;11.4948;6.7773;9.474;43.7356;17.2431
1;13.027;9.4513;11.3359;6.5432;4.942;7.268;10.2063;14.9562;10.9652;6.0118;10.4607;42.1008;16.9514
1;12.8365;9.4025;10.6702;6.8124;5.5875;8.1228;10.4176;13.42;12.2232;7.2674;10.4694;35.8299;15.6571
1;14.0695;10.2473;10.1637;6.6279;5.8999;7.3346;8.9729;11.399;11.2969;6.5359;12.2725;36.981;13.9558
1;14.9658;9.0411;10.0639;6.044;6.6318;6.3148;10.3536;12.5347;11.7427;6.8861;10.5943;35.3064;14.4842
1;13.77;9.7893;9.5039;6.4613;6.4793;7.0252;9.4314;11.8493;10.9936;6.9517;9.7222;31.1579;15.9712
1;13.4269;8.4897;8.2817;6.9682;5.3766;6.4327;9.3698;10.9908;10.6789;7.9312;9.9532;36.7544;15.5336
1;12.2175;8.0992;7.1807;6.6034;5.4986;6.8363;8.8877;10.8001;10.9811;7.3229;10.1018;36.1065;14.4088
1;13.0318;8.8062;9.1823;5.7554;6.6146;6.5833;8.3066;10.6279;9.9641;6.6732;10.6078;33.9226;14.143
1;14.3316;9.0339;9.7853;5.8352;6.018;7.1201;7.6761;10.586;9.089;6.5755;9.2668;31.6553;14.0873
1;11.8393;10.2638;8.9019;5.4076;5.8089;7.2798;8.8287;11.3866;8.9044;5.8992;8.4483;29.1892;15.6479
1;13.4723;9.3713;8.2068;5.6434;6.74;6.1763;9.2347;11.282;10.2613;7.6163;7.6365;28.7819;14.6711
1;13.1478;11.2266;8.7251;5.0079;6.8566;8.4096;7.9894;10.1201;11.9598;8.2647;9.0612;28.6235;15.013
1;13.5969;11.7726;8.3976;6.1232;6.5373;8.8189;8.0189;12.7767;15.669;7.4877;9.0312;26.8005;17.1961
1;14.3539;11.5924;8.5265;5.476;6.7493;7.6477;8.7739;14.5241;14.9901;7.1901;10.0223;24.8773;16.1433
1;13.1753;12.2236;7.5741;5.5196;8.5716;7.5447;8.068;16.8696;14.1784;6.5913;8.8607;30.0812;16.8775
1;13.7734;12.4986;7.2751;5.1034;7.5812;7.4355;10.4216;16.4298;12.6382;6.1475;8.4178;34.438;17.5487
1;13.7125;11.3255;7.3242;5.6973;9.888;8.4118;9.5591;15.8096;15.3526;6.1335;7.3366;31.9267;17.3709
1;12.5935;9.5165;8.1955;5.462;10.8509;8.2217;8.501;15.8352;14.698;6.2535;7.8973;28.8769;18.7487
1;13.7086;8.483;8.3494;4.6343;11.4058;7.0366;9.2581;15.0671;18.3999;8.3877;8.9361;29.0387;17.9082
1;12.8537;7.6685;8.2798;5.04;11.4393;6.7686;8.5175;13.6596;18.0998;7.851;9.4416;32.8148;17.7857
1;13.4325;6.4489;9.2322;5.3408;9.5087;6.1742;7.5543;13.6086;17.6156;7.1959;10.1388;38.9936;16.928
1;12.8323;6.414;9.3733;4.7992;9.9706;7.2937;8.2164;13.4099;18.0503;6.8569;10.821;41.9301;17.5315
1;14.2317;7.2375;10.1594;4.3408;8.9291;6.6817;9.8603;13.2533;17.8721;7.1941;12.0141;42.692;18.6772
1;13.5832;8.0734;10.7494;4.0425;8.5115;5.1358;10.7458;13.7466;20.7105;8.0532;12.2101;41.2404;15.9449
1;12.8227;7.1307;9.342;4.0159;8.1024;4.8171;12.9239;15.2714;19.2972;7.4105;13.6143;39.2918;15.5555
1;12.0661;6.2904;8.4795;4.786;7.6077;4.1305;13.7902;14.8575;19.4352;7.2521;12.0837;36.2766;14.5686
1;10.6695;6.1022;9.1495;4.3571;6.6624;4.3272;15.187;15.8481;18.631;7.7688;13.5802;32.9197;14.4139
1;10.1716;6.6755;10.084;3.996;7.6784;4.4297;16.2841;14.4814;17.4861;8.4409;13.4277;30.1331;15.4067
1;9.5072;7.8377;10.8179;4.361;7.4811;4.2757;16.2449;13.5424;16.9892;9.3104;12.1996;28.1681;13.6542
1;10.5796;6.8793;11.2799;4.2058;6.8649;4.4242;14.6592;14.4843;17.0057;8.3281;12.5927;30.4887;12.7082
1;10.3897;7.4965;9.3463;4.8228;6.1927;3.9407;15.985;13.4154;17.4525;7.7324;14.9319;27.5873;11.767
1;8.0432;6.9163;10.108;5.341;6.0338;3.6767;15.2374;11.4734;15.5764;7.0983;14.0343;23.6722;11.5162
1;7.7889;6.5082;11.4992;4.7723;6.7514;3.2257;14.9982;12.3698;16.6236;6.108;14.3862;28.2684;12.589
1;8.616;7.4168;11.4666;4.7005;6.0582;3.703;14.4629;11.7136;14.5555;6.7397;14.8852;27.447;13.085
1;9.289;8.5756;10.5056;4.1112;5.536;3.3009;17.0053;11.4669;14.1582;6.6003;15.9161;29.006;12.2647
1;8.0983;7.5921;9.0367;3.7019;5.152;3.7332;20.5317;13.8058;15.4737;6.412;13.9996;27.6348;11.173
1;7.6282;8.0637;8.7375;3.5538;4.7371;3.7463;20.5587;12.3531;16.1509;7.3194;11.9807;27.2721;12.6893
1;7.2251;8.1918;9.7073;3.2091;4.5525;3.7544;18.1753;11.9484;15.8033;6.6692;10.6995;26.0241;11.2818
1;7.9989;8.6743;8.8331;3.2415;4.3687;4.3017;16.9236;11.1604;13.905;6.5639;11.0578;24.9179;10.6889
1;8.8497;8.7864;6.8076;3.5836;4.563;4.6463;17.9827;10.7426;12.4494;6.3248;10.8103;25.5028;10.0162
1;9.1886;7.8993;8.0612;3.2885;4.3486;6.2208;18.3268;10.5296;11.7514;6.4094;11.3071;28.1766;11.4346
1;8.1904;7.6877;7.7577;3.2704;4.2564;5.0454;20.7088;11.1864;10.7817;6.6713;13.7086;30.3409;10.9658
1;9.5192;7.498;8.1833;3.1664;4.0346;5.0166;20.8799;11.9732;11.0757;6.3088;13.5436;27.3566;12.2448
1;9.063;6.9482;9.7191;3.1636;5.2168;5.776;21.8921;12.6841;13.5816;6.2145;14.224;28.5603;11.2003
1;11.7466;8.3392;9.6054;2.9074;5.0788;5.6363;22.1055;11.7299;13.9627;6.1809;14.5396;32.2053;11.8118
1;10.7223;9.0366;9.6716;2.9167;5.221;5.3886;23.5075;14.2443;14.3309;7.6869;13.5522;37.8181;12.0254
1;9.7692;8.4619;10.8148;3.7241;4.8144;6.7173;23.0409;15.3369;14.5183;8.6074;12.5169;41.7834;11.4686
1;10.1675;8.0172;10.8143;4.025;6.3613;6.2586;21.6432;14.5925;15.3599;8.766;12.7082;45.4457;10.5252
1;9.3377;8.5612;10.428;3.8254;9.738;6.3439;18.4977;16.376;13.899;9.4623;13.9679;47.3492;14.1461
1;10.4364;8.9467;10.157;4.2175;8.7788;6.9781;19.6185;20.0444;13.5716;9.5626;12.0147;47.4071;13.4965
1;10.9698;9.4628;9.1152;4.3205;8.3794;6.597;19.9211;20.649;14.7012;8.7619;14.0068;53.8211;11.5918
1;11.2858;9.004;9.2185;4.6493;8.9333;5.6902;18.2141;20.9222;14.2887;9.299;12.0595;57.9676;10.5448
1;10.8973;8.4294;9.2602;4.8969;7.7955;5.9868;19.1349;19.8105;17.9962;8.6122;13.117;55.4197;10.8013
1;9.2794;9.1449;8.5128;4.9832;8.7465;6.3925;19.7419;19.9361;18.3879;8.7847;13.002;56.5105;10.6266
1;9.6322;7.9721;10.0151;5.4025;7.8748;5.6981;18.3709;15.3921;17.062;9.5189;13.3755;51.8918;9.8235
1;11.4734;8.0537;10.0657;4.8139;7.2313;5.5877;19.0169;15.8261;14.5451;8.1331;10.4702;54.3211;8.8336
1;10.9918;7.3613;8.7662;4.4363;6.6926;5.1922;19.7407;17.6333;12.7019;7.6166;9.8417;55.35;9.2999
1;11.6877;7.3146;7.9763;4.1261;7.5261;5.6209;14.2822;16.5756;12.3265;6.8009;9.4615;51.2652;9.1896
1;11.4182;7.9821;8.3306;3.8083;7.8038;5.8189;13.6618;15.9562;11.5329;6.6278;9.8579;52.3439;8.4766
1;11.0145;6.5876;9.089;3.5606;8.0056;5.2643;13.5837;16.2239;14.4552;6.292;10.6166;55.767;9.8945
1;10.1642;7.3072;9.4274;4.2967;8.0979;6.4101;15.5199;14.2849;13.5392;5.9715;10.999;53.6017;9.4587
1;9.8731;7.1226;8.3513;3.9364;7.028;6.2669;18.1006;15.3404;12.6717;5.7642;10.2777;46.1509;8.5843
1;8.9594;7.062;8.4749;3.9188;7.3053;6.8707;16.6626;15.2303;12.8166;5.5177;9.272;42.4177;9.4084
1;9.3217;7.1788;9.5237;3.5373;7.0919;6.0087;15.9627;15.6973;13.6935;7.1331;8.3004;42.2485;8.622
1;8.6201;7.3899;9.3413;3.7655;7.435;5.3046;16.9599;14.5214;13.5482;7.3105;7.046;43.0486;9.0008
1;7.7646;7.2099;8.8806;4.1174;6.4162;5.8144;15.0969;14.1079;14.0642;8.475;7.9735;42.3339;8.7544
1;8.4082;6.6586;9.5808;4.005;7.0536;5.2471;14.9787;15.0207;15.6202;8.8958;6.9742;44.6084;8.0858
1;7.2182;6.5087;10.6495;3.713;6.9642;5.3599;16.0998;14.6985;13.8245;7.9632;7.0698;44.5242;7.5817
1;6.6067;5.7986;9.4909;3.4748;7.6455;4.6157;16.5812;15.4178;13.9136;7.4469;6.9427;44.7063;7.3509
1;6.7025;5.8035;9.2372;4.0594;7.5585;5.3332;14.7064;14.691;14.4068;6.9061;7.6721;44.8182;7.4953
1;6.6747;6.1403;9.2706;4.1484;6.8801;4.4709;13.0688;13.2048;14.0998;6.8529;7.3658;42.9471;7.064
1;6.676;6.9411;7.7014;3.8273;7.4581;4.9843;13.4017;11.1401;13.7913;8.4586;7.78;41.9497;7.7778
1;6.0537;6.9932;6.7968;3.783;7.7067;4.8874;12.6518;11.4741;13.2656;7.9668;7.0598;38.5929;8.1697
1;6.3313;6.1512;7.6143;3.2919;7.0463;5.6895;13.3268;11.8387;12.3123;8.0849;6.6129;38.0715;7.9853
1;6.7676;7.3251;7.5926;3.2495;6.2255;4.6477;14.5262;13.3895;13.0859;7.6108;7.0664;36.9678;7.9918
1;7.2234;6.9886;7.692;3.2276;5.9447;4.8925;15.7225;12.5997;13.8448;7.7978;7.1686;39.18;8.2822
1;8.0175;7.5283;7.4286;3.2617;5.7865;5.5593;20.5774;12.7137;15.3248;8.1992;8.3035;37.5173;9.2768
1;7.2711;8.3145;7.6228;3.2499;5.1896;5.8;17.6107;13.542;16.3728;9.8066;10.2958;33.5579;9.8973
1;6.9509;7.8669;8.505;3.7412;5.7029;4.9124;14.9232;12.3543;16.2817;9.3098;10.1998;37.0413;8.8976
1;7.1334;7.6454;9.6696;4.5645;5.216;5.5921;14.2022;12.8986;14.3317;9.5183;9.583;35.3716;8.2772
1;7.9191;6.6605;8.9895;5.1472;5.6266;7.2201;14.4917;11.8743;12.4716;9.0562;12.1718;33.919;9.711
1;9.2744;6.309;7.6056;5.6991;5.2377;8.3699;15.1676;12.3043;14.0947;9.7967;12.649;34.4529;9.1761
1;9.522;7.0882;7.5396;5.2108;5.0372;9.7283;16.23;12.9508;14.4021;10.4637;13.0102;34.281;8.0899
1;11.8268;6.7506;7.7797;6.0108;4.7169;11.2962;15.0134;13.7227;16.7183;9.6902;12.1881;35.7885;8.8702
1;9.6019;7.4593;8.498;6.3827;4.4832;11.9281;13.8967;11.4833;16.9994;9.4214;13.5376;36.8982;9.135
1;11.0094;7.2886;9.5215;5.8709;4.3923;13.6485;15.038;11.4575;16.9989;10.3002;13.2532;34.7848;10.1003
1;12.8705;7.5057;7.8672;6.3945;4.9048;11.2723;14.5793;12.0051;16.9918;9.1929;12.7383;39.6358;9.6684
1;12.8457;6.8823;8.088;6.4632;5.4701;10.6421;16.8462;12.2768;17.2823;8.0398;11.0498;37.5715;8.5803
1;11.8534;5.7421;8.0463;6.2088;5.0138;8.6934;15.8772;11.075;15.4734;7.3097;11.3138;38.1048;8.3255
1;9.7495;5.6897;8.4768;5.9353;5.6089;7.5995;16.5889;10.5126;14.3885;6.9045;10.3377;39.4943;9.4192
1;10.8836;5.4118;9.5773;6.1608;4.9923;8.392;14.8278;11.2594;14.0301;6.6696;9.0735;39.4791;8.7017
1;10.7148;5.3531;9.2633;5.7166;4.8796;7.2885;13.036;9.5854;15.4744;6.3562;8.6188;34.049;9.6667
1;10.3241;6.2525;9.0717;5.3813;5.2137;6.7566;11.3597;8.6136;16.4076;6.0827;8.0186;34.9543;8.6891
1;9.9806;6.2095;8.1408;5.5677;5.5771;5.6833;10.7079;7.7898;16.7663;6.948;9.5458;34.2589;8.3478
1;8.1862;6.8235;7.9641;5.021;5.4376;5.3066;10.8477;7.6674;15.5327;6.7789;8.5563;34.1111;7.9118
1;9.1672;7.3261;10.0839;5.2643;5.2174;5.5572;10.6543;8.5117;13.8184;6.5639;9.4847;33.0986;8.6627
1;8.3454;6.8133;8.8138;4.8385;5.345;5.0868;11.1147;8.1735;14.5919;6.2643;10.2292;33.4021;7.8843
1;8.0227;7.0847;9.675;5.191;5.0134;4.5335;10.5495;9.7136;13.0046;6.1712;10.6487;32.465;7.5156
1;7.5539;6.1471;9.8245;4.9849;5.1215;4.5682;9.4726;8.2914;14.0658;5.9019;9.7766;33.6837;7.1847
1;8.6386;6.0233;8.5168;5.5062;6.0091;4.2386;8.8516;7.8766;13.7033;5.8302;9.5029;30.7395;6.7252
1;8.7435;5.4353;6.7804;5.2552;6.4061;4.3214;7.906;7.6587;15.1438;5.4643;10.4552;35.6538;6.528
1;6.4218;6.5873;7.8495;5.6692;6.2394;5.4911;8.6652;10.9701;15.2168;7.726;10.4783;33.437;7.8345
1;7.3671;6.6793;9.2816;5.4614;5.7369;5.2931;9.7723;10.299;15.0357;7.9028;12.1997;29.9502;7.4517
1;8.9111;6.6621;9.1274;5.6968;5.9173;5.3588;9.6768;8.8663;15.713;7.2916;11.5433;27.5203;8.5253
1;7.7983;6.2032;8.7646;5.8071;6.9817;5.3252;9.8608;7.749;13.7253;6.7413;11.4847;24.5058;8.6061
1;8.7161;5.2269;8.1366;5.831;6.2894;5.0371;11.2432;8.011;13.6982;6.6842;9.6816;23.7851;8.0679
1;7.0595;5.6223;6.5194;6.1391;6.4329;4.8199;9.7889;8.6784;14.0136;6.2486;9.5774;26.6917;8.471
1;7.7483;5.5134;6.3638;5.4793;6.2699;4.9;9.77;9.38;13.6646;5.7231;8.938;27.7528;8.7381
1;10.1609;6.3578;6.1433;6.3156;7.0738;6.3162;10.2288;11.6608;15.3541;5.9758;10.6368;29.2154;8.2487
1;10.406;6.6785;5.524;5.8492;7.3753;5.6244;12.9484;13.039;16.7982;6.2687;9.5555;31.8758;8.989
1;10.1672;7.0791;5.0142;5.315;7.1016;6.439;15.6214;12.7635;15.3587;7.5378;9.9327;34.6188;8.5737
1;9.0151;7.9377;5.6096;5.8825;6.2586;5.5911;13.2984;11.848;14.7178;7.7424;9.0909;36.7424;9.4741
1;9.0643;7.7057;6.2476;6.3183;5.3945;5.7773;11.7151;11.6053;13.0084;8.8875;9.5408;37.301;10.6603
1;9.4416;6.941;5.8626;6.5376;5.7912;5.5186;10.8808;12.257;11.1788;8.1295;10.3679;34.258;9.9377
1;9.2;7.0591;6.1935;5.8878;5.3572;5.868;16.1494;11.2283;10.3198;8.4428;9.6435;29.8751;8.7594
1;9.2106;6.8467;6.1754;5.6748;5.0527;4.6847;19.4202;12.0702;10.2768;8.018;8.9236;32.78;7.9388
1;7.6918;7.2105;7.5146;6.7332;4.7221;5.5013;19.0877;13.1785;11.0852;8.4025;8.8305;31.8961;8.6993
1;9.5412;6.2422;8.48;7.327;4.4038;5.9518;17.3592;12.7463;11.4296;7.5674;10.3784;30.5435;9.7742
1;10.1007;6.8842;8.7353;6.8954;5.0455;5.7897;13.7749;14.2165;11.2361;6.9058;8.9201;30.171;11.5107
1;10.8945;6.6293;10.0444;6.6552;4.6219;5.5598;12.1117;16.6937;11.5773;7.0208;10.4113;30.5482;12.2185
1;10.4448;6.7248;10.1644;6.0453;4.5212;4.9862;11.2647;17.6186;12.1845;6.5252;9.1198;27.0414;11.3654
1;9.8616;6.5482;8.4739;6.8167;4.5151;4.7365;10.9585;16.4916;11.7362;8.171;10.3602;28.9656;10.4349
1;9.336;7.0777;7.8773;6.1345;4.3905;4.8207;10.0278;16.1898;10.1204;7.5334;10.306;28.3798;11.4557
1;9.7462;6.3622;8.0672;6.9238;4.2249;4.3328;9.3943;14.0849;9.3919;7.5137;10.7969;27.5435;10.8274
1;9.7372;5.7126;8.5905;7.7866;4.2849;3.7785;9.2243;14.4888;9.8006;7.4259;10.7607;27.9265;9.7654
1;10.9233;5.306;7.6525;7.517;3.8908;3.7591;10.5556;13.0816;8.8705;8.3672;11.2619;28.2015;9.2737
1;9.7555;4.8868;8.5192;7.9177;4.2096;3.8533;12.2073;13.0051;9.2972;8.0754;11.3102;26.4751;10.3589
1;10.411;4.8895;8.151;7.3508;4.4875;3.767;12.0644;10.6512;10.4421;7.6888;10.7899;26.8933;10.5143
1;8.3704;4.6945;7.6233;6.5739;4.4935;4.3121;10.706;10.0924;11.1349;7.8832;10.8219;25.8529;9.9262
1;9.7917;4.3912;6.714;5.8048;4.6953;3.738;10.4291;8.5739;9.7343;8.5004;9.6169;22.5479;9.2331
1;9.1424;4.7243;6.1294;5.7395;4.2828;3.2708;12.1718;8.073;8.819;7.5095;10.1161;21.478;11.5553
1;9.8913;5.2899;5.4944;6.0533;4.1551;3.6281;13.5856;9.7937;10.0007;6.7646;8.565;20.024;10.6405
1;9.7396;5.1358;5.2896;5.857;4.5506;4.1812;13.2909;8.5689;11.1435;6.5127;10.3661;21.8521;9.9695
1;9.253;4.8615;4.7837;7.0835;4.551;3.7339;13.6674;8.0585;10.2024;5.91;9.1478;21.9071;12.1751
1;8.8599;5.1497;4.4974;6.5532;5.7423;4.0206;12.4573;8.9636;10.0644;5.8372;8.7364;19.9993;11.1669
1;7.8196;6.2297;4.3911;7.3306;5.6176;3.7775;13.1846;9.3838;11.3909;5.6418;8.3273;18.8662;13.3201
1;6.7935;5.7472;4.3812;6.7434;5.3237;3.3519;13.966;8.1947;10.3672;7.0812;7.9999;21.2427;12.9513
1;6.8701;5.8023;4.4815;6.1365;4.7155;4.3533;13.2427;7.5741;11.6301;6.9998;7.8812;20.5187;11.7192
1;5.81;5.9572;4.955;6.0199;5.6097;4.4403;11.3233;6.1897;12.5697;6.2855;9.0705;19.9621;10.2952
1;7.0534;6.0134;4.9879;6.7701;5.4971;4.222;11.9844;8.0984;11.1237;7.1985;9.6024;19.4692;10.0595
1;8.988;7.157;5.3936;7.3708;5.9603;5.7918;12.4551;9.1351;11.4517;8.8278;8.9325;21.125;9.2865
1;11.9647;6.6373;7.0671;7.1153;6.0163;5.5537;13.3801;9.2348;12.1378;9.1584;9.9497;22.0388;9.3356
1;11.9126;6.3207;7.8871;6.5717;6.1346;4.6999;13.9384;9.1088;10.7383;12.0458;9.3287;19.8737;11.099
1;10.5165;6.5456;7.8256;7.1508;5.5688;5.6996;12.6742;8.1338;10.9253;12.3398;8.5396;18.4855;11.5809
1;11.1843;5.6046;7.3349;6.5316;5.5768;6.8474;10.7688;8.2841;10.5994;12.551;7.1881;19.523;12.3201
1;9.4095;4.9899;8.9319;7.7955;5.427;5.6812;9.3256;7.8034;9.5683;10.8854;7.1324;20.7293;11.3361
1;10.6616;5.7449;8.6768;8.2185;6.3971;5.9964;8.5566;6.9632;8.5617;9.5329;8.5129;19.0095;11.1938
1;9.7383;5.4913;8.7798;7.3668;6.3851;6.4266;7.9239;8.8936;9.0615;9.0946;9.0598;20.4963;11.2754
1;10.4625;6.2011;9.0378;7.339;6.2983;7.5166;9.5373;7.7562;10.0809;8.7566;7.9035;20.1351;10.6159
1;13.0908;5.2931;8.3904;7.6368;5.7017;7.6874;8.4793;7.4139;9.5898;8.8999;7.9932;19.7934;11.3163
1;11.8646;5.9939;8.6786;9.2778;5.4069;7.9824;9.5238;7.4068;9.5546;8.6706;8.5512;20.0216;10.7892
1;11.1603;5.7349;8.4705;10.2268;6.2456;8.4597;8.4179;8.3146;8.2212;8.2276;10.9695;20.8859;9.8354
1;10.2711;6.1537;8.6156;9.2002;6.7722;14.028;8.1276;7.4218;7.6894;8.5207;8.8171;22.884;9.0555
1;10.0979;6.1456;8.4708;9.0318;7.107;15.8348;8.6739;7.162;8.6284;7.8481;8.2695;21.8687;9.2344
1;10.3273;7.198;8.6234;9.312;6.7631;14.41;8.4836;6.9241;7.9052;6.9474;8.607;21.4733;11.3183
1;9.4541;6.4031;8.0908;9.5399;5.947;13.3538;9.4637;6.2961;9.2542;6.7508;10.2891;18.5618;10.2301
