odour stim;07/12/2020 Female11;09/12/2020 Male5;09/12/2020 Male9;11/12/2020 Female5;11/12/2020 Male9;14/12/2020 Male4;14/12/2020 Male6;14/12/2020 Male8;15/12/2020 Female4;15/12/2020 Male5;08/02/2021 Female3;09/02/2021 Female3;10/02/2021 Female2
;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V
1;15.7257;16.7064;11.9565;24.1984;16.589;21.7656;17.7965;25.469;27.6538;21.7141;11.4429;12.8816;4.5884
1;14.9254;17.0883;12.3541;24.7277;16.1966;22.3521;17.8079;27.7402;29.8743;22.1526;13.097;12.9468;4.9157
1;15.3303;15.9148;10.6904;22.9482;17.5089;24.5905;20.4073;27.2583;27.8752;22.131;13.5717;12.1084;4.8497
1;17.8558;15.1051;11.5532;20.6866;18.0695;25.3958;19.2515;26.1657;24.2475;23.3394;12.6916;13.5206;4.79
1;16.4606;13.9765;11.1317;19.7253;19.5727;24.435;19.8838;28.0192;24.9191;20.6488;14.1584;12.8812;5.1197
1;15.5454;13.5397;13.0896;19.5753;16.0113;23.7152;21.1755;25.8601;25.5274;18.6153;15.1597;12.2489;4.6535
1;15.984;14.7185;14.68;22.276;18.7292;23.7532;19.4505;27.421;25.3007;21.7028;14.0448;14.6643;4.8853
1;15.685;13.3139;15.9602;22.4582;15.7205;25.0714;18.0144;28.5925;25.1945;24.8618;15.3892;15.3884;4.7026
1;15.3505;13.7499;23.0956;20.5281;14.4504;25.3142;17.7684;26.2196;23.0875;26.0222;16.5303;16.6446;5.4517
1;15.264;14.18;22.1068;18.6323;12.4335;24.5937;18.9239;26.67;26.4335;23.6689;16.0293;15.7151;6.6724
1;14.334;16.8218;20.323;18.6582;13.0903;23.2846;19.103;27.928;23.9415;25.7724;15.1416;13.9997;7.057
1;16.223;15.9699;18.5939;17.1245;12.6632;25.8249;20.5785;25.4417;24.7688;29.6051;13.8383;14.204;6.2933
1;16.3097;14.1055;17.3891;18.4009;14.0576;23.0368;20.791;27.0366;24.4545;32.0394;14.6633;15.8081;5.8509
1;15.8463;14.8343;16.3291;17.5552;12.3575;22.3784;20.985;24.6365;26.0825;32.2006;13.975;15.4679;6.0704
1;15.1875;15.0065;17.1955;19.2691;13.424;21.7577;19.4651;25.8439;25.8378;28.7957;14.6681;17.0018;5.6322
1;14.9044;16.8178;17.6435;17.4622;14.2728;24.5214;21.3744;26.5589;23.389;24.4231;16.226;17.9594;5.6156
1;14.2346;15.3457;15.7621;16.0743;14.2797;26.5793;21.6929;24.7222;20.8418;26.3164;17.5548;19.6592;5.1243
1;13.8841;13.1185;15.55;17.7086;12.1097;24.0919;20.9187;24.6988;20.5246;30.2689;16.2751;21.7179;5.2426
1;13.9285;14.6023;15.2423;19.6612;13.4361;21.7833;23.1574;21.7656;19.725;30.2441;16.1498;22.1259;5.0363
1;13.9815;13.4404;13.7733;18.142;13.2449;23.9219;20.8609;21.8001;18.4054;26.1309;15.7018;22.5396;4.8974
1;13.4784;14.7744;14.413;20.1409;12.6816;23.2734;23.8223;19.4504;22.0909;22.8611;14.849;24.46;4.8336
1;13.6454;15.3421;14.8292;19.2092;14.774;21.5217;23.4844;19.8334;19.7317;23.1204;14.7242;22.3342;4.8022
1;13.8296;13.5261;15.6582;16.2838;13.4871;24.377;23.4749;18.9684;21.0101;28.0235;12.999;22.9376;5.2162
1;13.4295;14.7182;13.0995;17.9641;12.0728;21.5304;21.3654;20.1917;21.6825;25.7524;15.4044;22.2749;4.851
1;14.2001;13.2024;13.1075;16.5484;11.7248;23.15;19.154;22.8502;22.4651;23.4502;15.3886;21.725;5.299
1;15.1044;12.7006;12.058;17.9432;13.3212;26.3624;17.5349;21.9904;23.0477;23.0163;14.1876;23.7073;4.8909
1;15.127;12.2311;11.7198;18.3249;13.1921;26.6568;16.0878;21.9212;22.4718;21.7947;12.8906;21.329;5.187
1;15.5547;12.4718;11.8143;18.4935;14.444;24.2472;14.4067;19.8859;24.4487;22.6468;12.8889;22.0784;4.7865
1;14.8181;13.362;10.1327;19.3161;13.8709;21.0722;14.0054;19.601;24.8393;21.0498;12.3481;20.2963;4.8658
1;15.2112;14.0291;11.1962;18.1401;15.9845;22.2496;14.4628;20.0926;23.5605;18.75;12.8657;21.9956;4.8291
1;14.92;13.3134;11.0047;17.9278;15.3508;22.0116;14.0745;20.2817;25.1078;17.4553;14.3905;20.9943;4.8846
1;14.9113;15.6021;11.2918;21.611;17.6228;20.3741;16.5986;20.702;22.3822;16.1168;14.9582;21.7705;4.728
1;14.2309;15.1776;12.8728;19.039;15.3784;22.8537;15.6031;21.5961;22.4046;18.2763;15.8054;21.8489;4.5507
1;14.3825;15.4527;11.3734;17.0426;13.745;23.6466;14.5869;18.9513;23.2715;17.059;17.4275;21.0991;4.9545
1;13.905;16.6612;11.7178;15.879;14.9486;24.1473;13.8631;20.5247;21.4602;15.8312;17.1107;20.4653;4.7039
1;14.3078;15.2883;10.5502;14.4996;13.9053;25.3562;14.2159;20.4123;21.9661;16.5846;18.1357;21.3277;4.9742
1;14.0168;15.9842;11.0067;13.4017;17.0944;22.1265;15.4153;21.8868;20.2883;19.4118;17.5653;18.8359;4.7527
1;13.4699;16.0406;10.6605;16.1736;13.6441;20.1473;14.3687;20.6183;21.2378;23.8981;17.4864;16.5187;5.1204
1;14.5779;17.613;10.8188;15.2141;13.2768;23.6663;13.8591;19.947;20.8206;21.7587;17.6707;18.0003;5.2363
1;13.7058;15.0721;10.3884;15.0149;11.1319;23.6368;13.1353;21.2416;20.8813;21.2741;18.8825;18.7956;5.3246
1;13.7671;12.5308;9.6144;13.9321;12.8676;25.93;15.4651;19.1998;23.6115;24.1476;17.8197;18.9606;5.4493
1;13.8799;15.0049;10.3607;13.9367;13.3075;24.9196;14.7572;16.9555;22.0005;25.1238;22.7091;19.649;5.1266
1;14.1001;15.9767;9.2223;13.3362;12.939;25.0405;15.0518;15.0786;25.7859;21.6408;21.6743;19.3876;5.5685
1;13.6799;16.2446;10.0213;12.1777;13.2138;28.1631;16.4877;14.2941;24.6408;20.9312;19.6682;19.5947;4.8167
1;14.4939;18.5056;9.4599;13.2398;13.9586;25.511;16.7648;17.2442;25.3;23.3286;24.2339;19.4676;5.3444
1;14.1354;17.4443;9.2891;12.4542;16.1707;22.6163;19.5791;18.9791;23.8095;24.2352;23.6282;18.2308;4.9456
1;13.6237;18.8735;9.3394;14.8733;17.3119;19.6676;20.4053;21.8327;23.0141;22.6066;22.3898;15.4248;5.883
1;14.3532;17.1874;8.8539;13.5363;16.089;19.9572;18.7724;21.2341;26.6793;21.8605;22.1117;18.6905;5.485
1;14.5038;16.7974;9.9154;13.9847;14.4142;18.7867;17.193;18.6897;25.7239;18.8985;18.6486;17.5192;5.3929
1;16.9171;15.3074;9.3072;13.0266;14.6941;17.0277;16.7944;20.273;23.2651;20.5422;17.8541;17.0553;5.0773
1;18.473;16.1254;9.3347;14.9168;11.9384;15.7345;14.9394;20.3387;23.3309;20.981;16.2119;18.387;4.9742
1;16.5931;15.9201;9.3265;14.2244;13.4642;15.5907;17.5864;22.3043;21.3203;20.2178;14.3924;16.9112;5.4825
1;15.4436;16.2328;9.2613;12.7099;14.0335;18.1215;16.5416;24.0518;24.104;20.7156;14.9072;16.4359;5.1717
1;15.0313;20.2252;10.7427;13.5824;16.2363;20.6301;18.377;24.8067;22.6053;20.1713;16.9053;15.7592;5.5135
1;14.5867;22.4928;9.8624;12.6322;18.5556;21.7945;18.3517;24.2678;23.8401;23.8049;15.9619;17.947;5.8881
1;14.8364;18.4801;10.2168;11.7319;20.3088;20.7169;15.8729;25.3419;26.3198;23.5148;15.5954;19.8097;5.7989
1;14.3578;18.0874;8.9338;13.9145;21.0176;19.4986;15.1887;25.6292;25.8061;23.5684;14.3803;19.3542;5.2147
1;15.2419;15.7679;9.8156;12.7938;18.1394;17.7305;13.6069;25.5643;22.7102;24.7089;13.2718;18.5289;5.1979
1;14.7074;14.3643;9.3754;11.4329;21.2372;16.0362;14.1803;26.3197;20.4891;21.4185;14.2352;19.7631;4.7927
1;17.2244;14.8305;9.7281;12.2773;17.684;15.0646;13.1892;24.3375;20.5491;20.9126;13.9153;20.7685;4.9042
1;16.4817;13.7669;9.193;12.6475;20.5842;14.1656;13.4249;25.0442;19.7452;23.313;12.9712;18.6261;5.3596
1;16.4365;16.3267;8.3612;14.0615;18.9952;15.329;13.3323;22.5568;20.5475;25.5246;12.4891;20.2822;5.6631
1;15.4308;15.6695;8.6823;16.1245;19.8093;14.6645;12.4895;23.5443;19.304;24.5162;14.5183;18.1039;5.7493
1;14.3115;14.3715;8.5363;17.543;16.4583;14.5137;14.4366;22.8656;20.2767;25.7568;15.7016;19.5889;6.0422
1;15.6398;15.3225;9.8006;17.375;19.7655;15.8894;14.6407;23.4575;24.1877;25.0519;14.3836;20.0085;6.1398
1;14.5638;14.6198;11.8413;17.7072;16.0924;17.2411;14.9972;21.098;23.6396;24.7572;15.6839;18.6692;5.5655
1;14.6654;15.5854;10.9963;17.6962;19.1874;16.8977;15.6512;19.2214;21.7622;24.7465;16.4471;19.6842;5.552
1;14.3131;14.3307;11.0136;17.9503;16.6455;19.9326;14.6359;21.1128;27.0938;25.6452;14.6759;17.7198;5.3668
1;13.7484;12.4579;10.0876;18.1721;20.0257;18.7825;14.1666;21.0279;29.8759;22.9527;13.4823;17.0108;5.1178
1;13.5221;12.3239;10.332;16.476;18.7999;18.99;12.8315;22.331;33.5364;23.2127;14.3046;17.2826;5.2474
1;14.0654;13.0052;10.5235;16.7427;16.9247;17.5578;13.5508;20.8299;32.4883;24.4997;13.925;16.6673;4.922
1;14.074;15.6158;10.8186;16.3211;14.9301;18.2382;16.1797;23.4229;29.5705;21.8685;12.8917;18.716;5.3199
1;14.4512;14.8064;11.1656;16.2842;13.7453;19.2671;16.9371;22.3795;29.5198;19.5558;13.2043;18.0423;4.9237
1;13.8808;14.8155;11.4201;14.6889;12.6335;19.9267;17.7683;20.2693;30.6381;20.7308;12.7739;18.9332;6.0687
1;14.4086;18.1536;13.2638;15.4045;15.0317;18.3;20.1483;19.0403;27.9918;20.8195;14.7765;18.0841;6.1921
1;13.8382;16.3384;12.6788;15.1142;16.1497;19.4498;20.7672;20.5828;25.557;21.835;14.1673;19.2199;5.8783
1;14.025;17.6306;12.8548;13.981;15.0157;20.9233;20.5353;18.8425;29.9863;27.2301;15.2842;20.4895;5.5462
1;13.9903;17.9226;11.1299;14.7679;16.5004;20.4375;20.3843;20.1933;34.2857;31.6295;17.0403;21.4884;5.4727
1;13.5686;18.0622;11.8303;14.3765;15.5878;22.9712;21.3805;22.7192;33.4245;30.9296;15.8586;19.7737;5.3857
1;13.5513;19.0246;10.3276;13.433;15.0402;23.4663;21.18;22.8041;33.5819;33.07;14.8471;17.483;5.011
1;12.6965;18.6967;10.9907;15.3193;15.3879;20.9406;19.7662;20.5557;30.7997;33.7198;19.8022;15.5003;5.1546
1;13.3507;17.3009;10.2055;17.8292;15.0535;19.3231;18.2064;20.5281;27.7208;34.3788;19.047;14.2797;4.6255
1;13.2358;18.3551;10.4393;16.5492;14.2641;17.4812;19.4799;20.8841;24.7019;32.1785;17.7181;13.8387;4.4629
1;12.8653;16.6977;11.9301;16.2805;14.1337;17.9202;22.335;20.4958;27.3573;30.176;17.013;12.8016;4.4703
1;13.7467;17.2826;11.3888;14.8844;14.0371;17.0878;21.0601;21.0425;27.3439;27.7147;15.5756;12.817;4.477
1;13.008;16.6289;12.2757;15.5855;16.5459;20.3277;23.7158;22.5747;30.7347;26.3316;14.9946;12.3274;4.97
1;14.4841;14.3889;11.8418;13.98;15.1759;22.6203;21.6077;22.5086;30.9925;28.3882;14.8148;13.3841;4.4237
1;17.8442;17.9426;12.4603;12.5793;14.8396;25.7742;20.5217;22.3409;28.5645;29.0777;13.7391;13.5769;4.6801
1;17.3614;16.6791;10.9476;14.6748;12.6799;28.7121;19.5044;20.3841;29.6624;26.6657;13.8936;14.2931;4.4663
1;16.4647;17.236;11.9954;13.1912;15.6707;26.1143;17.7757;19.7545;27.2512;23.646;15.9613;13.1641;4.5472
1;16.4093;16.9935;10.9385;12.1968;16.7941;23.2826;14.9029;19.2762;24.3652;24.1771;16.3913;13.3741;4.3995
1;15.5352;14.6566;11.8838;11.7137;16.7892;20.2051;16.414;20.4972;22.3572;21.6946;20.078;12.0763;4.6177
1;15.1623;14.1406;14.5204;10.8031;17.0214;18.4051;15.4771;21.8402;22.7715;19.4521;20.0038;11.3443;4.385
1;17.161;12.4933;14.3273;11.6509;16.0916;19.5941;15.5528;20.4411;22.8254;18.0676;18.1403;11.5293;4.5441
1;15.9091;11.0641;13.6889;11.2256;15.205;20.0033;16.8446;20.2703;22.0199;16.5609;17.2114;12.6998;4.6741
1;15.8439;10.9738;12.2661;13.7;17.3886;17.9398;17.2695;20.3135;26.2376;19.1012;15.612;12.8455;4.3368
1;14.9327;10.0397;12.6029;12.8143;18.0908;16.7765;18.3211;18.7369;29.664;20.7046;14.4564;12.9794;4.479
1;15.2181;10.1413;11.2857;11.715;15.1091;17.6745;19.0492;19.1441;30.5743;18.9473;13.981;12.068;4.1869
1;14.6214;9.285;13.1423;14.8302;14.2581;18.7106;20.3337;20.702;27.4465;20.2438;12.6459;10.8294;4.6748
1;14.9185;9.7235;11.3213;14.9347;14.4817;17.3418;20.2613;20.8191;23.1883;22.3287;13.0021;12.4954;4.6507
1;14.4851;9.8204;11.9803;15.3743;17.5711;15.9352;18.3736;18.853;24.1914;19.8169;13.0425;12.1781;4.5346
1;16.6379;9.4115;11.6021;17.1165;14.3831;14.6004;17.0751;19.511;23.2083;18.0562;14.279;10.9446;4.8693
1;15.4534;10.5045;12.3656;15.6373;15.3345;16.0685;18.7792;20.7174;26.77;16.1291;13.1547;11.6037;4.4535
1;15.0034;9.3639;14.4252;14.9795;14.3172;19.6894;20.2395;21.5875;31.6406;16.5686;12.6421;11.8076;5.1002
1;14.059;9.6659;12.7866;14.8529;17.054;21.0002;20.6499;21.3619;27.6361;18.0307;13.4055;10.623;4.959
1;14.2988;9.9478;13.2099;14.9531;15.971;24.0477;19.4318;23.0483;25.974;17.1415;12.8633;11.4224;4.9372
1;13.8686;13.4739;11.2607;16.7319;17.6725;24.4885;18.9371;25.1317;25.1871;15.6798;12.1581;13.1642;4.9595
1;14.2449;12.7381;12.6002;15.157;18.6888;24.9432;18.421;25.8094;28.8338;14.9217;12.6677;11.0772;5.0098
1;14.0918;12.0455;14.4028;14.8268;18.4338;22.9564;18.0084;23.6815;25.9041;13.7385;12.0035;12.0797;5.9196
1;14.1679;10.4735;14.6447;15.9313;18.8352;20.3028;17.6241;24.0117;28.3585;12.8738;13.0485;12.0737;5.5811
1;13.931;13.922;14.2849;17.3809;20.0992;20.7043;19.3992;23.0676;28.8071;14.4838;13.9581;10.9065;5.6716
1;13.4251;14.1285;16.2866;20.1645;19.1776;19.2057;17.7497;24.3239;27.8081;18.3611;13.5832;10.069;5.049
1;13.9384;14.9707;15.918;18.2609;17.149;20.8904;19.7311;22.4721;28.9408;17.6728;14.5634;11.5235;5.0098
1;13.4503;14.875;15.2892;19.8864;17.4711;21.1166;18.8997;21.6974;30.6676;21.8294;15.1832;10.951;4.4359
1;13.6029;13.1415;15.6646;17.9655;17.4602;20.0762;20.3901;23.222;31.1606;19.5868;14.9419;9.7561;4.7755
1;13.7122;14.357;14.1007;18.5046;17.736;20.6799;20.9404;21.8105;32.7541;20.7143;13.6482;9.908;4.7091
1;13.8368;12.9759;14.3801;19.7907;17.9278;19.6469;21.0648;23.1007;37.0744;22.756;12.7371;9.6338;4.402
1;13.3416;11.0423;14.5505;23.6799;19.3342;17.9851;23.7141;23.0728;39.6257;22.961;14.5748;10.2208;4.5571
1;13.6004;12.7468;13.8408;23.1906;17.5754;16.9368;20.7061;21.3088;40.6657;23.4261;14.9589;8.7786;4.5065
1;13.3071;13.6546;13.6174;23.2694;18.1535;15.6925;18.8372;20.5208;37.0517;23.3528;13.9002;8.629;4.9345
1;13.1752;15.7942;13.6186;24.7169;17.6161;14.708;18.9463;18.6533;36.7371;21.7063;16.0967;9.1605;4.5486
1;12.9218;14.4322;13.4856;21.3387;18.5722;13.9998;19.4067;20.6702;37.1316;20.5161;15.8716;10.3374;4.6767
1;13.0245;12.4724;12.036;18.9713;15.5503;12.8632;20.955;18.5693;37.4506;18.3232;15.031;11.6911;4.458
1;13.2306;11.5241;11.9923;19.5637;14.7923;15.1351;20.3805;19.3795;33.6972;16.5176;14.6496;10.7403;4.5835
1;13.3758;10.8165;11.513;20.8352;14.8312;16.7217;21.4237;20.9803;29.9587;15.3953;12.8212;10.9915;4.5527
1;12.8075;12.7936;12.2104;19.646;15.3241;15.3229;23.6282;19.8264;36.236;16.4457;14.1435;9.9206;4.4585
1;12.9927;16.1215;12.3931;21.0913;17.0881;14.5144;22.3176;20.1224;37.5979;18.5428;15.526;9.9273;4.6151
1;12.9572;16.2217;12.999;20.8451;16.2468;17.8659;22.5437;19.5608;37.6251;22.9134;16.3528;9.3785;4.5284
1;13.8646;16.027;13.7581;21.3377;13.426;16.5629;20.2546;19.9201;35.779;28.6938;14.7467;8.5305;4.827
1;13.4886;14.515;13.6906;23.1666;16.911;15.5508;20.3932;21.6401;33.2466;26.0782;14.2131;8.1257;4.5138
1;13.7065;12.6356;14.8372;27.0573;14.2294;14.3452;19.7104;20.1999;37.2939;23.3374;13.0366;8.6362;4.8806
1;13.5031;11.5775;14.2332;23.7396;13.5222;16.5266;23.0757;20.2149;38.9668;20.2331;12.2279;10.0108;4.4521
1;13.1323;11.5238;15.4411;20.7566;11.462;17.4711;21.9379;22.3013;38.6607;18.5393;14.6753;10.504;4.6427
1;13.4211;12.8174;14.1136;19.6118;13.3626;20.4812;20.0325;22.8208;36.4533;16.8529;14.0654;10.7099;4.4757
1;13.6063;14.0844;15.9604;19.7496;11.5063;20.6082;19.7481;21.5341;36.2841;21.6153;12.7053;13.072;4.7714
1;13.7876;13.5516;13.8234;18.1086;13.3934;23.4989;20.4064;19.1781;34.9538;23.5364;12.7122;12.4423;5.1794
1;13.7812;16.2491;14.7973;19.533;10.9567;23.5535;18.7956;17.3301;35.8684;23.0186;13.2362;12.6831;5.8166
1;13.5435;17.0439;18.2946;21.2994;13.1539;23.7985;19.4153;21.3526;34.9849;19.6459;13.069;11.0134;6.0531
1;17.732;18.3883;23.3287;20.8335;12.0095;25.135;19.9003;19.6733;31.6173;18.6432;12.5465;11.3305;5.31
1;17.9178;18.714;24.8922;23.1944;13.6376;26.5091;19.7025;17.9679;34.9181;22.1995;12.9069;10.7307;5.4352
1;21.6633;18.1965;22.7691;22.5076;13.3225;24.7592;18.7897;18.1343;34.3025;28.0679;12.7886;9.7833;4.9726
1;27.3177;17.3785;25.8839;22.3256;14.9911;25.4084;20.7613;19.7067;35.1502;25.7049;11.7537;11.295;4.8676
1;26.1289;16.5264;21.9459;21.5433;14.0303;25.9037;22.8337;19.7422;28.8881;23.2117;13.0201;10.2734;4.6911
1;25.5798;16.7657;21.073;22.8421;13.6687;28.0431;21.8377;20.1727;28.1612;20.4123;12.6494;10.7377;4.8763
1;29.5689;13.764;18.7315;22.02;13.7721;28.3592;20.4981;18.673;31.9779;20.5382;11.9923;10.9645;4.9517
1;24.4347;12.1817;17.212;23.2991;15.2333;27.3327;22.6018;20.1388;30.3139;19.2751;13.728;10.0759;4.8776
1;21.7323;12.0802;16.5613;21.9267;13.5182;25.0585;22.0187;18.9115;30.9739;20.2982;14.6365;11.5244;5.903
1;19.5647;12.4468;14.4136;20.5969;14.0466;26.7969;22.3934;18.7491;34.0435;18.1885;14.5815;12.1689;5.6142
1;18.5654;12.1935;14.2671;18.9265;15.7038;26.1723;22.2943;17.0895;32.9189;16.4349;16.5524;13.4983;5.4495
1;17.2821;12.3098;13.0389;19.0672;15.5589;25.2463;20.9039;15.5149;31.6447;16.9331;19.2441;12.6788;4.825
1;16.6609;11.0235;14.9415;18.6578;14.983;25.9376;20.4262;17.486;34.4466;19.8462;17.5558;12.0821;5.3002
1;16.1354;11.323;16.1188;21.0879;15.5784;26.261;20.3814;15.8172;39.146;20.6332;16.3587;13.0132;5.1383
1;15.789;10.379;16.0318;20.872;16.0948;26.7052;23.7702;16.6404;35.4751;19.4363;15.6408;12.88;4.9428
1;15.729;10.4862;14.6015;21.7202;15.1831;26.335;24.0691;19.0476;31.391;17.1726;14.0023;11.4456;5.3334
1;15.7266;9.4861;15.1847;23.7987;16.6475;26.5816;22.2358;17.2352;30.1207;15.7734;12.7172;11.8857;4.7882
1;15.8742;8.5331;16.9066;23.5782;16.6019;26.259;21.7792;17.4683;29.6801;14.5629;12.191;15.304;4.6949
1;19.8065;8.9401;18.6804;22.8802;16.1684;23.9868;21.0211;16.2174;28.5615;14.282;11.7085;15.9237;4.4491
1;23.1596;10.0991;18.9402;21.2479;16.3868;25.0424;21.0789;18.8898;30.6706;16.9516;12.6409;14.6529;4.4617
1;22.0705;10.3203;17.6697;20.3984;16.542;27.6492;21.6973;18.9427;29.0519;17.2999;14.0601;14.4837;4.9822
1;23.5204;9.829;16.702;19.6841;16.7254;30.9747;20.1068;20.8709;29.1026;15.3323;14.7561;16.2304;4.5851
1;25.8556;13.37;15.6044;19.2342;18.832;28.1155;19.7994;20.0171;29.1687;14.4032;14.0412;16.1786;5.2198
1;24.2187;15.2823;13.1925;20.8329;17.2743;26.4688;17.7382;18.5875;26.3681;13.4359;13.4185;16.7789;5.1566
1;22.4732;15.7574;13.0075;19.998;16.5737;26.6888;16.8738;18.6511;26.8048;17.0093;13.0594;17.6029;5.6526
1;21.3754;13.879;11.4198;18.1508;17.665;24.109;21.3927;20.298;27.2127;18.6843;12.0703;17.3414;5.0781
0;20.6648;13.6266;14.2032;19.7843;16.1921;26.8682;22.6248;20.5997;29.8435;20.4391;13.5001;18.6065;4.8514
0;26.7654;12.5357;13.3108;18.2475;16.3502;30.1431;20.2322;22.902;26.7028;21.5203;14.1717;18.7677;4.4079
0;26.6669;14.2209;13.3288;18.0293;14.7399;28.1963;21.7631;22.577;25.4964;19.3529;13.2844;16.7946;4.5685
0;25.4868;16.5097;12.6847;16.7629;17.1825;27.7728;24.3063;21.5755;26.7043;17.4188;12.7349;17.436;4.863
0;22.8426;15.0667;12.8078;14.9502;15.9089;27.947;22.0839;22.2557;23.7549;19.6551;12.1414;18.9282;4.7914
0;26.0078;16.2845;12.5914;16.9482;15.3512;31.1576;21.4683;20.5007;22.8797;19.3231;13.5088;16.8018;5.5086
0;29.8663;16.0746;11.7322;17.868;16.5473;28.3034;20.5923;20.4204;25.5075;20.3228;14.0957;16.7488;4.8339
0;27.8652;18.1399;12.2079;20.1012;18.008;25.3407;23.4184;18.4779;26.8138;23.5956;15.1052;17.7291;5.6553
0;24.319;18.1605;11.0868;17.7572;18.4286;25.4001;23.1164;19.2372;27.1517;24.4827;15.2054;16.2113;6.1341
0;22.5846;16.2163;12.5573;19.8444;17.8437;25.243;23.1387;20.225;23.4001;23.4629;13.9646;17.7932;6.8302
0;21.7543;17.5737;12.2267;21.8978;17.7255;27.915;23.019;18.4109;24.0817;24.9512;12.8303;18.1038;6.4194
0;23.4312;18.5281;13.1152;22.4754;18.4022;26.715;21.0842;18.4884;24.1709;23.5573;12.146;19.0272;5.8929
0;23.0663;20.1264;12.5057;19.6289;15.9665;23.1873;23.6087;19.1271;25.6883;22.2002;12.8961;20.3727;6.0253
0;27.8688;17.5725;12.4692;18.2365;15.6978;20.6502;21.0649;17.6599;22.7213;21.865;12.5557;20.9811;5.2648
0;29.547;18.5028;12.9315;19.3842;14.8442;18.5872;22.9125;15.5188;24.2955;22.3894;14.2389;21.8843;6.6914
0;30.7228;19.7732;13.0955;18.6397;16.6331;17.0521;22.0559;15.5599;29.2941;24.0747;13.0062;19.8409;6.1097
0;33.5586;18.0486;13.9356;19.9072;15.9868;16.0659;23.6071;16.5063;26.8301;24.3245;11.4705;18.6515;6.0927
0;31.351;20.0768;13.3096;21.3067;16.0241;14.9339;24.6267;17.7423;23.6655;23.7837;11.4132;19.9461;5.5831
0;31.7104;17.9383;15.3261;22.369;15.6865;14.4433;22.3504;20.0199;22.9186;21.1389;14.2479;20.6756;5.6371
0;32.3866;18.1484;15.372;22.0827;17.4489;13.9837;22.0496;19.8934;23.6884;19.442;13.1635;19.2229;5.3758
0;35.0496;19.2512;17.2069;21.9672;14.897;13.7087;22.4921;17.4424;23.909;22.0177;12.8357;19.0232;5.3596
0;31.7919;18.9784;16.419;21.6928;12.7649;15.531;21.8799;17.8252;24.9797;19.1708;12.6545;20.2201;5.4375
0;32.9965;21.8945;15.9285;21.6434;13.6483;17.2255;22.2591;17.5248;23.5981;18.5519;13.3564;19.4183;5.3637
0;32.9496;20.4292;16.9617;21.336;12.7648;17.21;20.9739;18.9968;25.6383;18.2769;12.874;19.8122;5.3581
0;29.843;17.7906;18.2715;19.9422;14.095;16.0624;22.8023;18.6758;23.3294;18.8334;13.6476;18.825;5.0716
0;32.6006;20.0642;17.2509;20.4035;13.6349;15.6482;23.8919;17.0203;23.79;21.2117;13.1448;18.7103;5.4554
0;32.8991;21.0711;15.3829;19.4908;11.2019;16.5602;23.9132;17.3386;26.5752;21.414;12.6268;17.9163;6.1382
0;28.8914;24.0264;16.983;21.1343;13.0784;17.2183;24.81;19.4093;23.9146;23.3367;11.9596;18.3646;6.1857
0;27.2328;22.4732;18.3806;21.7881;11.8426;17.8818;25.7439;19.8165;24.8184;21.0103;13.7863;19.3118;5.3039
0;25.019;20.2414;19.5475;23.4642;12.5856;18.3097;28.5593;21.0713;22.4698;18.502;14.3984;18.5627;5.5483
0;24.6673;22.9364;22.2224;21.1123;11.8233;21.3637;26.145;19.5876;23.4953;19.8965;13.0316;17.0318;6.1099
0;29.9648;22.5958;21.0565;18.7153;13.6312;20.5598;25.3055;21.3409;22.3513;18.6593;13.2792;15.3671;6.5489
0;29.3345;21.6617;22.5054;16.5201;11.8717;18.3893;25.0978;21.6429;26.4803;22.6113;11.8398;18.3327;6.6771
0;30.092;20.7227;18.8057;14.6709;13.3438;16.7698;24.841;21.3765;24.2113;24.3576;12.4295;16.9975;6.0914
0;25.8166;19.6218;18.9449;13.7722;11.628;14.9476;22.4137;20.9572;23.975;22.0703;12.2336;16.7983;5.8311
0;26.321;20.0031;18.9641;12.5136;10.4872;14.1357;20.3063;20.6724;25.9976;18.9412;11.7816;17.1769;6.3575
0;28.0104;20.683;23.3206;12.301;11.3696;16.5979;26.0017;21.0032;26.7613;17.4112;10.4125;18.3945;6.055
0;26.1372;19.3032;21.3153;12.9608;11.7396;16.7229;24.5932;22.2738;25.5707;17.5175;10.409;17.5148;5.9653
0;30.3125;19.3933;18.6436;12.1019;11.3208;16.625;21.4776;21.5928;27.7442;23.4004;9.9574;19.779;6.6323
0;28.621;19.1086;18.9892;11.292;13.3249;16.4304;22.1284;22.4229;25.6858;24.499;10.7587;17.4216;6.6842
0;24.9465;18.7993;19.3861;10.4506;15.4409;15.4889;23.5126;22.3422;25.7025;23.8636;11.6392;17.4064;6.5231
0;21.939;19.0835;23.7755;10.1595;13.4996;17.0094;24.1618;20.1581;26.1366;21.4335;12.991;15.4016;6.8681
0;22.227;18.228;23.3088;9.7786;13.3533;16.8055;21.9372;19.9249;28.5556;19.9564;12.2057;17.4071;5.7897
0;20.2494;19.2669;22.8195;10.2037;12.2124;17.9413;21.9289;17.8286;26.1723;19.6485;15.1901;17.0643;5.766
0;19.7485;20.777;25.08;11.1306;12.594;16.5704;20.8968;19.9628;25.9299;20.529;15.0893;15.0974;5.2938
