odour stim;07/12/2020 Female11;09/12/2020 Male5;09/12/2020 Male9;11/12/2020 Female5;11/12/2020 Male9;14/12/2020 Male4;14/12/2020 Male6;14/12/2020 Male8;15/12/2020 Female4;15/12/2020 Male5;08/02/2021 Female3;09/02/2021 Female3;10/02/2021 Female2
;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V
5;13.699;12.9978;12.6644;17.8646;15.6412;14.2879;20.2353;34.1097;41.7838;20.1306;11.07;18.6915;5.7071
5;13.8112;12.4735;15.1404;19.1097;15.0962;13.7275;18.2628;30.9873;39.0217;18.0475;10.5119;16.6695;5.3827
5;14.1321;12.4616;16.6861;19.889;14.5494;13.2402;17.1534;32.5845;40.9466;21.7772;11.6662;15.2415;5.519
5;13.9329;11.7604;18.9476;19.1926;14.804;12.6529;18.5665;29.5786;38.4609;21.3941;11.4357;15.8992;5.1569
5;15.9791;11.8451;16.919;19.126;14.1298;14.6077;18.4687;30.448;35.5417;25.3239;10.6219;17.0062;5.2666
5;15.4827;10.6774;16.3247;20.1208;14.4989;15.8549;22.8434;27.9995;32.6324;23.1822;10.6834;18.1279;4.9308
5;15.3358;11.44;14.3099;17.8895;13.8445;16.9989;22.7186;29.7761;34.9236;21.3427;11.7197;16.0194;5.1235
5;14.7579;11.4324;13.2863;20.208;15.5283;16.7289;24.8988;27.9391;31.4283;21.741;11.3276;14.2826;5.2071
5;17.1541;10.9511;17.6578;18.6889;15.4564;15.6117;27.3791;29.2875;27.9853;19.5934;10.6524;12.9541;5.2232
5;21.1512;13.9261;16.8124;18.2417;21.5021;14.4236;25.7245;31.8918;27.8937;21.3662;12.1933;11.547;5.2511
5;19.8126;12.2756;16.6535;16.2507;20.9565;13.8238;26.1237;31.9956;25.6446;22.3711;11.5297;10.5517;4.7666
5;18.3681;10.8404;13.8191;14.2864;20.8869;13.173;26.0898;31.2102;26.318;22.2579;12.3338;10.4866;4.8653
5;22.808;10.7025;13.354;13.2294;18.8674;12.7216;28.5956;30.1309;27.6342;28.8738;14.0065;12.8939;4.6939
5;21.7735;9.9174;13.1235;13.6603;18.7816;12.4744;26.3432;29.9569;30.0199;29.1672;14.0106;11.6493;4.8762
5;19.9025;11.6265;11.6132;14.7297;16.6524;13.8557;28.6909;28.5903;33.2463;26.3201;14.2252;10.5103;5.9781
5;19.2187;12.1664;10.8422;13.4856;16.7934;13.4543;27.9009;27.6762;35.0632;26.8137;14.8006;10.5777;6.0412
5;21.6526;11.0568;10.2298;12.0116;14.6906;15.3404;28.489;27.1818;31.5947;27.9019;14.3727;10.1085;5.8914
5;23.1641;10.8039;10.2918;11.8448;15.5441;16.6445;28.6113;27.2978;28.0398;29.3438;14.8536;10.384;5.6736
5;21.0916;10.1127;9.7321;14.6567;14.1407;15.6495;31.1013;26.3641;28.1715;28.3145;14.7911;10.3954;5.7511
5;19.4046;9.3024;9.8762;17.3782;12.6044;14.5643;31.325;25.5913;30.8587;31.7153;14.6743;9.2254;5.2107
5;22.1929;11.4837;9.1797;18.4777;11.6218;15.7685;29.4603;28.5592;27.7404;29.8654;14.4976;10.826;5.1112
5;22.9071;12.9593;9.5068;19.7941;11.9553;17.4545;27.123;29.0844;25.3146;26.6266;12.9645;13.0831;4.7646
1;21.8566;14.6027;9.8897;21.6633;11.7213;15.884;28.8833;26.392;25.8216;27.7332;11.6784;12.3415;4.7039
1;19.6377;16.895;9.4536;20.2344;11.8176;17.2711;28.019;26.3805;24.4813;26.7032;13.0168;12.2646;4.7504
1;18.7397;16.3403;9.4239;20.7603;13.1079;21.4847;25.7593;26.7993;23.5372;24.7597;12.7051;12.8731;4.9668
1;17.8199;18.167;8.54;21.1989;13.3441;23.9431;23.2787;25.8015;24.5859;23.6398;11.32;11.9461;5.3303
1;21.5482;17.2746;9.2848;22.7468;14.2723;21.7654;28.2578;24.5849;26.2632;25.8665;10.6208;12.4245;5.0088
1;22.4792;19.4465;8.8302;24.6233;12.2581;24.8281;29.1442;25.9615;26.9761;26.4496;10.3128;11.9983;5.3271
1;21.1092;19.2999;9.2825;24.523;16.2267;25.4501;31.4175;27.0249;34.2695;26.6576;9.9033;11.1745;5.4724
1;19.2263;18.2131;8.5841;21.2223;14.4067;23.607;34.0996;24.6954;36.4167;26.1147;11.0766;11.3626;5.8876
1;21.0002;18.378;9.045;18.3378;16.6628;20.5442;36.3412;26.7307;32.3446;26.7046;10.8779;11.2887;5.2126
1;23.0777;16.2234;11.0348;16.4907;13.6194;18.6773;32.9639;28.5286;28.4722;25.5273;10.5023;11.8683;5.5252
1;21.8747;14.3716;11.1319;14.5457;15.4298;17.3861;29.6207;28.1277;27.707;27.3028;9.913;11.1063;5.3974
1;20.7046;17.7444;10.48;15.2157;15.4595;16.4363;28.0686;26.0229;26.121;29.4938;9.5916;13.7659;5.1941
1;19.4998;19.3026;9.7873;17.6101;18.9591;15.5929;31.1522;29.3291;24.5508;27.6925;11.329;14.1556;5.4142
1;21.8523;19.7945;9.8459;20.1254;15.5558;16.6443;32.2051;29.4828;29.591;30.4089;14.0321;12.6983;4.9475
1;21.1751;17.1751;12.1192;18.862;16.484;15.5819;32.2236;29.219;27.0551;27.7325;13.4353;12.911;5.2996
1;22.4886;15.6524;11.8075;16.6639;14.9363;14.9229;33.2959;28.1471;25.4869;24.2756;13.4448;13.032;4.5984
1;21.4337;15.6428;11.31;15.1192;16.8338;14.1184;32.5106;27.1837;31.4716;21.9406;13.4114;12.1039;5.035
1;19.7113;14.2546;10.55;14.1256;17.8184;13.4487;32.998;26.6408;33.6963;20.2187;12.509;12.6852;4.6881
1;18.9526;14.0896;9.8585;13.0433;18.8793;15.2192;29.4334;27.9732;32.4359;21.0756;12.2399;12.6446;4.612
1;22.8847;14.0575;10.1031;14.2059;20.2263;14.9906;25.8069;28.8271;29.1819;18.4531;11.5926;12.0747;4.4609
1;22.9779;14.5937;9.9495;13.265;17.9583;14.1038;25.6982;27.3863;28.9727;17.8917;10.5763;13.5153;4.4028
1;21.7379;14.9247;11.8995;13.9474;15.386;13.5599;24.3019;28.0408;27.0232;16.0235;11.8803;13.5087;4.4273
1;20.7114;13.2563;13.2268;15.1682;15.6058;13.3077;27.2265;28.1002;24.7255;15.8446;11.8523;15.0511;4.5433
1;25.7652;11.6319;14.8848;15.37;15.0543;14.8269;24.4923;28.6536;25.2915;14.8478;10.8328;14.1739;4.5365
1;27.1591;14.0239;16.023;13.8224;15.2191;14.0143;23.1303;29.1;27.0207;16.6706;11.783;14.1913;4.4885
1;28.4191;14.5069;19.7807;14.6757;15.6976;14.4291;22.6709;28.5508;31.6622;15.7822;11.5238;13.6676;4.7932
1;29.4258;16.3121;20.6145;13.9934;15.2048;15.0268;24.6137;26.4941;28.153;17.1277;10.8384;13.0635;4.4115
1;29.3067;13.9325;19.8605;13.566;14.8332;14.3332;23.7845;26.5775;29.223;16.731;12.2384;12.6574;4.7346
1;27.4743;12.2123;17.1811;15.3929;12.5737;16.286;25.3044;25.4691;28.1049;19.0747;11.7039;11.8133;4.4068
1;28.527;12.7787;17.3852;14.0489;12.3114;17.2135;23.4196;26.3656;25.1749;19.8617;11.2053;12.3645;4.6822
1;28.2737;12.9916;15.9041;14.5371;13.1055;16.5981;25.8192;28.4668;25.2825;18.576;10.8477;11.142;4.456
1;26.049;12.8694;15.8493;15.1172;15.7556;15.4616;26.2266;25.7905;22.8375;16.9329;10.303;12.3322;4.7541
1;23.6558;11.278;16.5027;15.6378;14.0519;14.507;26.3419;29.6059;23.5167;18.473;10.1842;11.4316;4.4568
1;21.6676;11.416;14.867;15.8342;14.165;13.8589;23.6089;28.3336;26.5641;16.8476;9.3798;10.6144;4.6845
1;18.7394;11.8916;15.243;14.8226;15.1934;13.7329;25.6607;29.0944;29.0839;15.5661;8.9771;12.2644;4.7953
1;17.587;11.6584;15.1864;13.5135;15.5262;13.8742;25.0086;31.1506;26.006;13.9131;11.6174;12.3244;4.941
1;16.1501;11.6833;15.3979;12.5253;15.7261;18.1054;26.0324;28.1142;28.7717;13.2518;13.3521;11.6541;6.118
1;15.9936;12.8179;13.1331;14.5531;14.441;18.3612;26.2588;29.1392;26.6134;12.7645;12.3308;12.1526;5.6351
1;15.8742;13.5671;13.5954;13.5014;15.6896;19.167;29.1057;28.8246;26.2902;12.4094;12.6033;12.1328;5.6103
1;15.3362;16.3834;14.6611;12.4869;12.9578;19.9603;32.4202;27.6753;26.2898;12.0026;13.1066;12.5726;5.0909
1;14.0013;15.519;14.2528;11.9962;16.003;24.0705;35.9283;29.3641;26.1643;11.8509;12.0406;12.7862;5.3163
1;15.2103;16.169;13.4623;12.7412;16.6328;22.5483;33.098;26.5763;29.8952;13.8831;13.4513;12.4242;5.1711
1;15.2826;16.8989;12.4834;12.0793;16.57;20.5537;28.8145;28.6479;26.3554;12.941;12.6989;13.0443;5.1228
1;16.0351;14.7697;12.1507;11.8788;17.0386;19.9685;27.6217;29.6351;24.071;12.7897;11.7899;12.887;4.9163
1;18.7107;14.9944;11.1642;14.159;20.1126;19.0576;27.8333;29.2099;27.3357;13.693;11.6992;12.2046;4.9653
1;17.2636;17.8925;11.4224;14.7743;18.6099;21.7532;30.6643;28.078;25.2775;14.0249;10.7974;12.9334;5.2363
1;17.5933;19.3598;10.16;15.1775;16.9412;22.2641;32.7727;26.5435;27.7741;14.9371;11.2026;13.9075;5.1721
1;19.341;19.5367;11.1742;16.5017;17.7391;22.465;34.1814;26.2813;31.8391;17.7002;11.3713;15.1306;5.3214
1;18.0339;17.3312;10.4904;19.0788;18.7642;22.2564;32.5381;26.4999;29.8867;20.5646;13.1616;14.0777;5.0764
1;18.5405;17.1144;13.5804;17.3863;17.4675;23.529;32.5957;23.4414;28.9964;23.7252;13.9617;12.9465;5.5124
1;17.0194;16.8909;15.913;15.4377;16.3334;25.0773;30.738;22.2695;35.5085;23.1656;15.2083;12.891;5.0306
1;16.5652;14.8789;16.5845;17.0379;17.6856;24.2251;29.5813;23.0306;38.7874;20.5318;14.1881;11.1705;5.9539
1;15.9096;16.4326;15.8751;17.5016;13.4591;22.9121;31.458;23.8404;38.0095;19.5895;13.4729;11.8922;5.4981
1;14.8536;15.9845;14.2443;15.444;15.6523;26.5495;30.7207;23.8534;33.6786;19.768;15.0067;10.7418;5.5114
1;14.975;15.3188;16.5082;16.3051;12.8732;30.2154;28.3906;21.7644;37.5575;22.4921;14.8778;11.4194;5.1752
1;14.2144;15.2568;17.9204;15.97;14.4486;27.2393;24.3333;26.6849;34.7192;22.8102;15.9257;13.2902;5.1615
1;14.0031;13.3582;17.9578;15.9589;11.9789;27.4307;22.4403;29.1018;33.7057;22.2246;14.2429;13.3646;6.4507
1;14.2986;15.722;16.1658;14.2983;13.5005;27.8387;20.9017;29.0246;38.1214;20.5609;13.9708;12.1833;5.8189
1;14.2442;16.8665;14.0012;15.8781;13.8186;29.2526;24.686;28.5925;32.9689;17.6091;17.1179;12.6405;5.9531
1;14.0051;16.8067;15.7837;16.8432;14.4175;29.4838;28.9279;25.3066;33.4729;20.2626;15.5441;11.4527;5.1026
1;13.8667;14.2926;16.4589;17.2524;15.0412;29.1198;27.663;27.6954;34.2837;22.4705;16.3819;10.4038;5.3618
1;13.6816;13.9356;16.7684;15.7085;14.0301;25.1298;25.3154;28.7775;36.5731;23.3083;17.9614;12.8399;5.0399
1;14.0955;15.4083;14.4139;14.2297;14.8947;27.5102;25.4404;31.4832;33.3688;24.3975;20.1307;12.3452;5.1157
1;13.9025;17.4824;16.5498;12.6539;13.7369;26.1431;23.6144;33.3499;31.1734;22.3114;19.3695;12.5933;5.2369
1;14.3006;18.6819;14.9342;13.6479;14.4459;23.9968;23.9806;29.832;27.6577;20.896;21.2452;12.8315;4.9781
1;13.6218;20.324;15.0295;15.0225;12.5532;26.09;24.373;29.2921;25.0079;23.2774;20.9225;13.1704;5.2071
1;13.523;20.9268;15.3838;15.0444;13.9005;24.9766;24.9348;30.2542;28.5284;21.6583;19.8439;14.3859;4.9439
1;12.8689;23.4726;14.2424;16.0163;13.1413;23.0679;25.797;27.1123;28.1033;22.5558;21.9372;15.3322;5.2528
1;13.2126;22.8909;15.1743;15.4762;15.2065;25.9566;23.7456;25.728;29.1365;25.6939;22.5288;13.4074;4.8826
1;13.0151;23.096;13.8543;15.899;14.3126;26.4234;26.5222;25.0847;31.564;30.9828;21.8982;12.4077;6.0428
1;15.4967;22.1916;15.9661;15.6593;16.7302;27.9456;25.4929;24.8934;28.7052;29.1292;21.8617;13.9099;5.9097
1;15.0119;21.93;13.1604;14.1174;17.4441;31.1962;24.7789;24.1806;31.8446;29.0183;20.3425;16.0506;5.511
1;15.3906;23.5253;15.5813;12.9169;18.2307;28.9329;22.3211;26.9608;29.7468;24.9346;19.368;17.3923;5.9076
1;15.506;23.1064;17.697;13.336;17.4169;25.7605;21.4504;28.5855;27.9996;27.718;17.369;15.4483;5.3926
1;17.3826;22.7741;17.2106;14.0776;17.6438;29.5449;22.4522;27.8268;30.2527;32.1741;15.9825;16.7128;5.7597
1;16.155;26.5613;15.6532;16.2491;18.9345;29.9267;20.8818;25.011;28.4264;31.2868;14.9011;16.7528;6.3291
1;15.3388;25.3666;14.1854;15.4319;21.085;27.4336;21.8332;24.6272;32.3188;26.9527;15.4984;14.5364;6.2866
1;14.4116;27.1519;14.0629;14.8973;21.4195;28.5252;21.9025;24.4638;32.3849;30.0525;14.7187;15.2643;6.1821
1;14.1014;25.7221;13.1236;13.68;17.0698;30.3569;18.9444;26.0649;29.0191;31.7404;15.5124;16.7634;6.0144
1;13.931;25.0415;17.5073;14.2886;15.9375;26.0338;20.6498;25.9015;28.5269;34.6218;14.297;16.3573;5.8708
1;13.595;26.8061;17.3437;16.451;17.0491;23.0701;20.2557;25.5565;28.8105;33.3389;14.4269;14.8155;5.5557
1;13.4442;23.0524;19.2058;15.1201;15.979;20.4233;18.8979;24.6586;31.8255;30.148;14.8973;15.0167;6.3523
1;12.9288;23.0338;18.8789;13.5438;15.5013;18.8154;19.2699;28.7266;32.5269;29.4374;14.1062;14.1457;6.6692
1;13.1626;25.6714;19.8531;12.3631;15.032;19.3728;18.4335;29.7198;28.7601;25.3522;13.654;13.7228;6.2287
1;12.5566;23.4494;18.5775;12.1117;13.0002;18.5745;18.7557;28.821;25.9916;22.6995;12.6081;13.4224;6.6384
1;12.7193;21.0959;21.8903;13.1456;14.5563;20.0684;18.9936;27.8682;31.4787;19.5604;11.5851;13.7977;7.2624
1;12.9792;19.6279;27.0927;12.5273;16.2473;21.2535;17.8392;27.0558;29.3272;17.9879;11.3381;12.7642;7.5835
1;13.0408;19.7963;24.1954;14.5498;17.9789;20.027;18.1969;26.8983;32.2878;16.6715;10.7969;14.1882;6.8197
1;19.6383;22.8327;24.202;13.5517;16.2846;21.057;17.6018;27.623;28.6384;15.3472;10.2955;14.9652;8.0837
1;19.0672;22.497;24.9095;14.0052;16.6391;21.3004;15.9835;27.7358;35.985;15.0538;12.6342;16.5436;8.7126
1;18.0782;19.3392;25.2619;17.0025;16.2082;21.6384;18.7419;30.1045;38.5551;14.8685;12.8499;15.6443;7.7551
1;17.3616;20.002;23.6805;17.7969;14.6841;21.9116;19.6382;29.8836;37.531;14.1103;12.5141;17.2489;7.9541
1;16.1932;20.2989;21.0906;16.892;12.328;19.9665;17.7335;32.5451;37.3099;16.3746;11.8341;16.7149;6.5982
1;15.7575;19.9579;24.5544;16.3837;14.0948;23.1631;18.7762;35.0936;39.316;16.1239;10.7972;18.2805;6.6235
1;14.3335;20.7576;20.5395;20.2256;14.0928;27.5648;17.4257;32.5468;40.6559;16.1184;10.5923;18.6861;5.7186
1;14.8979;21.9098;21.9001;20.9707;15.2727;25.7334;18.2379;30.9364;39.8191;16.3818;11.9181;19.9461;5.8878
1;14.9833;21.8391;19.0824;21.7977;14.191;28.9364;16.6978;29.5672;40.6621;21.2417;11.2864;23.1178;5.7148
1;18.1701;18.5239;21.5945;19.8207;15.557;29.0982;15.6059;29.9316;38.978;20.4403;11.2999;19.9948;6.8744
1;22.0352;16.1232;21.7971;18.827;15.4335;29.7922;21.0819;30.5694;40.7548;18.7853;10.5335;21.8172;6.939
1;21.5286;18.9519;23.3259;20.1121;19.011;27.9169;22.3742;29.1053;35.7976;16.5953;9.8994;22.3045;5.9886
1;22.9562;17.1834;20.2748;20.2659;18.2549;30.1241;21.4362;30.6812;41.1333;15.3663;11.305;23.6947;6.12
1;24.4771;17.7221;21.8048;20.7972;18.201;26.8724;21.2347;32.014;36.0939;15.1814;10.8874;22.89;5.2992
1;21.4698;20.9922;22.2052;21.2074;19.1842;26.3784;21.4812;32.4408;33.9058;18.7579;13.6063;24.1364;5.6075
1;20.4855;19.3794;24.9898;19.2474;16.9384;27.6176;22.3249;30.8218;35.116;22.5066;13.6197;22.2456;5.4394
1;19.1032;18.2692;20.9421;17.2602;17.4834;30.1679;22.9815;30.2591;30.3047;22.0778;12.5539;19.1689;5.4285
1;20.2327;18.7419;20.7036;17.1468;17.7686;32.3379;22.4109;33.7329;30.3435;20.6085;13.1072;18.0178;5.6046
1;23.0214;16.7656;19.0295;16.1537;17.094;29.6944;22.2143;37.5829;28.6638;18.2624;12.6852;15.9052;5.5747
1;21.241;15.7277;17.9448;17.9803;13.8412;26.836;24.477;36.5565;26.96;17.0839;12.4693;14.5449;6.2321
1;19.4583;15.6094;17.2622;18.2832;17.1477;29.4733;23.5996;37.6801;27.1445;18.9125;11.6511;12.9636;6.1343
1;20.7643;15.7859;18.9375;18.8255;14.604;29.4488;25.2584;33.605;31.2207;19.8603;12.0319;13.9674;6.1169
1;19.4573;14.8733;17.869;16.528;19.8412;29.6666;24.8523;32.0901;29.5588;20.6096;11.4261;14.6145;5.96
1;19.0562;16.9128;19.0661;16.5814;19.3057;34.2058;27.8311;32.572;27.8467;19.7159;11.6663;15.0798;5.5421
1;16.5414;16.5735;20.4328;16.8788;20.5882;34.8376;25.5058;34.3364;27.3409;17.6872;12.0673;14.3578;5.9663
1;16.5322;16.8604;20.769;20.2942;20.7371;31.2419;28.0085;34.921;27.6162;16.3962;11.4534;14.329;5.5263
1;15.474;15.5101;19.4432;19.9521;20.613;26.462;29.461;36.4442;24.9967;15.4345;11.8689;15.1648;5.4864
1;15.2433;15.9719;18.2543;18.3684;20.5909;25.8045;28.8685;34.7831;26.6709;15.0044;10.8234;13.0728;5.2544
1;15.0817;18.9125;17.213;17.9189;21.4703;24.0082;29.2397;33.4259;26.0171;14.1741;10.4669;14.5388;5.358
1;15.0983;18.7646;15.2454;16.1154;17.787;21.6157;25.7134;34.3935;27.4831;14.9821;12.3331;13.9557;5.3219
1;15.3246;20.1637;17.2622;19.3282;22.054;19.2967;27.223;33.1154;29.4631;15.6693;11.2236;11.8805;5.1738
1;15.3067;18.7626;14.0541;18.5664;19.9672;17.4314;30.4157;29.5654;32.4311;18.5521;10.6514;12.453;5.3261
1;15.3969;18.7404;14.2266;16.2974;22.9886;19.0152;27.8253;28.5853;32.4169;20.7978;10.1639;13.1957;5.8008
1;15.6767;18.8464;12.2177;17.6605;18.8779;17.3671;25.6385;25.8705;30.0171;19.9904;11.7388;13.9214;6.3335
1;14.7656;19.1722;12.2311;16.7599;17.6151;16.6503;27.2098;28.0518;31.8088;18.0828;12.169;14.5395;5.9887
1;14.8324;20.5204;12.0639;14.8193;18.4413;17.9778;24.7881;26.421;35.3267;20.3379;12.1039;13.0988;7.2219
1;14.2323;20.9295;12.9894;15.3107;18.043;17.391;27.6293;26.8596;32.6082;19.7466;11.4267;15.0156;6.3059
1;14.5175;22.4811;12.0174;16.1236;17.2025;16.3388;24.4975;24.1711;28.2714;18.3707;12.5869;14.7598;6.5325
1;14.0464;20.9958;12.0401;14.5274;16.353;15.5281;23.4677;21.7654;26.4577;15.9133;13.9282;15.7576;6.1653
1;14.4865;19.6747;11.5251;14.6623;17.8545;14.6266;22.4746;21.4253;24.9114;14.7666;13.7365;16.8622;5.9611
1;14.4382;22.2019;11.326;14.3733;15.5204;15.8843;20.2787;20.2268;25.6465;13.4795;14.4323;15.382;6.9238
1;14.2187;21.9866;11.1867;15.6587;14.1517;14.98;17.9742;20.6794;29.2312;13.3939;13.9776;14.0866;6.7369
1;14.9277;22.7893;11.1538;14.1968;12.7642;16.3929;21.2351;22.0372;26.3725;14.7522;13.0221;12.5184;6.7017
1;14.5497;23.454;12.8371;15.5136;15.9939;16.3176;19.6686;25.586;29.0099;14.0676;12.0897;11.4019;6.1501
1;13.8488;23.9723;11.3586;17.141;14.8867;17.6628;18.108;26.1329;26.7692;15.5722;11.2122;10.4915;6.1096
1;14.2908;25.4248;12.1029;16.526;15.2129;18.0894;18.198;25.1545;27.0575;15.5485;10.3495;9.7553;5.7384
1;18.5582;24.1604;12.0098;17.2966;14.2408;20.6297;16.317;22.4983;26.6716;19.2188;10.8415;11.5156;5.5727
1;21.614;25.2134;13.0694;16.3518;18.1716;21.3514;15.3109;22.4399;31.9005;22.8795;11.0362;14.6511;5.2779
1;19.6439;22.675;13.3608;16.3711;15.4274;21.3278;16.1432;20.1018;29.5951;22.9164;12.0264;16.3349;5.5604
1;18.3409;24.076;13.6543;15.41;20.2634;19.3374;17.3766;21.042;25.6796;20.6824;13.3508;15.928;5.4779
1;16.4052;21.7626;13.8943;16.8793;19.4612;18.0416;17.2806;20.168;24.3914;19.8709;12.585;14.047;5.0652
1;15.9739;21.9032;12.1825;18.9498;19.7531;21.8236;16.5663;20.6911;24.7389;19.6196;11.7201;14.2437;5.3146
1;15.3837;21.4111;11.6572;18.8677;21.5559;25.0701;15.8692;20.9526;24.9572;20.4172;11.3818;14.4909;5.1201
1;15.0128;20.3531;10.0051;19.8807;19.4393;26.8323;18.3009;22.7653;23.0726;19.0783;12.4643;15.4155;5.2186
1;14.176;24.0245;10.5267;21.1964;19.8742;25.0774;17.7551;23.2921;21.2362;19.542;13.3229;14.8654;4.9075
1;14.4539;23.5628;9.9949;20.1999;19.7262;23.5236;17.8713;22.8585;21.9805;19.2398;14.9309;14.7905;4.9634
1;14.1693;23.1942;10.2623;22.37;19.1724;25.7825;15.6552;24.0745;20.6444;18.6301;14.2331;15.9098;5.1891
1;14.088;24.0504;9.6463;23.6965;20.821;24.1327;15.4109;27.3684;19.3991;16.8984;12.9006;14.5271;4.7764
1;14.576;23.1349;10.4277;20.8435;21.4219;21.9905;13.8792;27.0886;22.3625;15.2897;12.4901;13.1214;5.2089
1;14.1954;23.8518;11.396;20.6961;19.1464;19.5409;15.2895;24.6938;23.4172;14.3164;12.3146;13.4175;4.9538
1;14.507;25.1142;12.593;21.9669;21.537;17.4042;16.1849;23.6538;20.5834;15.4776;11.2428;13.8079;4.9695
1;13.7265;24.6463;12.397;21.0291;19.9548;16.0324;16.7925;23.5309;19.1132;14.6012;10.9237;13.5329;4.9564
1;13.8183;24.1361;11.5931;20.7921;24.3527;15.1645;17.3544;23.8653;20.2729;14.5879;11.4598;13.6227;5.196
1;13.1335;23.4528;11.602;19.1465;20.5605;16.2696;16.248;26.5482;24.0825;15.8471;11.8385;14.4905;5.4703
1;16.8146;23.7522;10.678;17.5264;24.0139;15.6632;17.014;26.0937;21.8543;17.2985;10.6107;14.771;6.0594
1;17.3101;24.9991;12.2127;21.0863;21.8039;15.4829;18.6823;24.1599;25.3989;15.7452;11.5933;12.7963;7.5058
1;17.2735;27.1155;10.7036;18.9035;25.0746;14.8614;17.5189;28.4716;22.9931;14.9889;11.4617;13.3325;6.5685
1;17.6939;24.5891;11.4033;18.8481;24.7893;17.9342;16.616;27.5348;22.8338;13.6525;10.6004;15.8862;6.4502
1;18.4331;21.7632;10.7577;19.6803;23.9961;17.3296;18.658;26.7397;20.8239;14.0654;11.5805;15.3002;5.8987
1;17.0337;24.8914;11.1201;20.3618;19.6152;16.5157;17.774;23.9481;18.6411;13.1383;12.709;17.8371;5.9712
1;15.956;26.0364;10.301;17.8058;23.1007;17.9696;19.761;24.9424;21.5144;13.0283;11.9975;16.6649;5.2483
1;15.0254;27.407;12.4833;16.9129;21.244;18.9336;20.9664;26.2238;21.1996;16.4127;11.7422;17.3199;5.2565
1;14.937;28.6352;13.1735;17.1799;20.9299;17.9564;21.3563;23.822;22.4312;16.7566;11.5462;19.3323;5.1782
1;14.8533;28.2;12.5878;17.8553;18.6589;16.9718;20.7854;24.7353;21.7413;21.482;10.4459;19.2166;5.0638
1;14.7694;26.0822;13.0414;16.5084;18.9896;17.0594;19.3794;23.4719;22.3814;19.4883;12.9747;18.3022;5.3941
1;14.5119;25.5161;12.1285;19.7789;19.3153;15.9644;19.4871;23.1632;27.1299;20.4192;12.7179;19.5113;5.1488
1;14.8945;24.3066;11.7593;21.1794;19.088;15.3583;20.0084;22.3679;25.5971;20.8291;14.0634;19.9787;4.9785
1;14.4262;20.3001;11.5474;20.169;15.7202;14.6072;18.4821;23.4663;27.6975;18.146;14.9669;21.5378;4.939
1;14.3673;16.7718;13.1044;17.7983;18.0247;13.7324;18.3416;24.0874;27.2853;18.6302;14.1976;22.074;4.9456
1;14.1739;16.4957;15.534;19.3879;18.7178;15.7298;19.4399;24.704;26.6133;17.5732;13.6693;21.5274;4.6502
1;13.6986;16.6453;15.205;19.0757;26.3927;16.568;20.146;23.8906;24.463;16.2591;15.71;18.9883;5.0113
1;14.2142;15.8792;16.2013;22.4333;25.8123;15.6823;18.4206;23.1478;29.1394;16.5254;14.9565;17.9444;4.9606
1;14.3947;14.4073;16.0445;23.1802;29.4199;18.8018;18.5351;25.0183;27.5119;17.6173;15.9802;17.8004;5.1365
1;14.3013;14.0821;18.4483;22.9576;24.6585;21.4078;16.9435;25.8641;31.3219;19.7142;15.9486;15.4815;6.0041
1;16.7431;14.9993;21.1114;21.4852;24.7505;22.6628;18.8883;24.4359;31.5811;18.3613;15.7696;17.2076;5.7532
1;15.9066;13.319;22.5846;20.9607;21.3997;20.9964;16.8193;21.4436;30.1756;22.0157;15.0703;15.4748;5.7985
1;15.6886;14.3497;24.956;22.856;20.3291;21.2113;15.6196;19.2668;30.7906;22.5647;14.5257;15.4726;5.231
1;15.0667;12.9262;23.7755;22.8603;17.8779;20.3574;14.4829;19.2046;31.9975;19.5004;13.2715;13.9712;5.4537
1;14.8166;11.6257;23.5576;22.0574;21.8498;21.8434;13.0741;19.8084;33.4162;18.134;12.4244;12.692;5.1692
1;14.5415;13.0199;22.4386;19.8502;17.2236;20.7079;12.4244;18.581;34.1885;21.0998;15.6621;12.6564;5.3759
1;14.4591;12.6451;23.4571;20.6304;15.8414;19.6128;15.3417;20.9035;30.7957;26.6729;14.2345;11.4987;5.2216
1;14.5608;11.871;22.6881;19.8579;16.055;22.0643;14.9056;21.2408;28.9581;24.6582;13.3865;12.6291;5.1512
1;13.6705;11.2078;19.5477;23.5935;16.6078;20.245;15.942;21.3148;27.1845;26.4695;13.0835;13.2282;5.0456
1;13.994;11.5794;18.1032;23.7648;16.7957;21.941;14.9292;19.3694;32.1425;24.3858;11.9194;15.0152;5.0704
1;13.9321;13.696;14.9679;23.3329;20.4287;24.6081;15.2506;19.8473;29.7262;26.2855;13.9465;14.4198;5.4206
1;13.9949;13.8514;14.4134;22.7905;20.3694;23.3472;13.992;20.4726;32.9243;23.7246;13.9957;16.8751;5.0307
1;14.4818;15.1313;13.5503;23.8543;19.4716;25.6062;13.9518;21.898;28.4317;23.595;13.3593;15.5931;5.2216
1;16.6536;13.941;13.0706;24.067;20.4487;23.6308;16.108;21.4435;28.7498;20.5445;12.9638;13.8676;4.6053
1;15.7264;14.6248;12.4203;23.0771;18.3356;23.9882;17.7063;21.4681;28.0873;23.5037;12.1714;12.2528;4.8767
