odour stim;30/09/2020 Female3;30/09/2020 Male8;30/10/2020 Female2;30/10/2020 Male9;02/11/2020 Female2;02/11/2020 Male9;02/11/2020 Female11;03/11/2020 Male2;03/11/2020 Male8;04/11/2020 Female2;04/11/2020 Female8;04/11/2020 Female9;25/02/2021 Female9
;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V
5;5.1121;9.4894;1.4436;4.6992;5.3291;5.8015;6.6763;3.232;5.6864;3.0917;4.1137;7.6522;5.3298
5;5.3496;8.8772;1.5768;4.7854;6.0929;5.6017;7.5748;3.2006;5.8275;3.4787;3.7005;7.8268;5.808
5;4.7813;8.8528;1.4714;5.3648;6.115;5.9113;9.1554;3.1961;5.435;3.2877;3.8864;7.6799;6.8755
5;4.9434;9.2356;1.655;5.2285;5.8951;5.635;10.6875;3.2725;5.8555;3.6429;3.7844;7.8051;7.6466
5;5.4617;8.6344;1.5454;5.1629;5.8163;5.6207;11.1029;3.1379;5.5915;3.3898;3.7159;7.4078;8.158
5;5.6014;7.7504;1.5857;5.3773;5.5248;5.4143;10.0241;3.165;5.6692;3.4146;3.9167;7.6432;7.729
5;5.9129;7.6963;1.4457;5.7655;5.4366;5.5;9.0285;3.3335;5.9362;3.3942;4.2564;7.6787;7.956
5;5.8882;8.2949;1.6495;5.41;5.7412;5.4891;9.6277;3.4489;5.9382;3.8183;4.4433;7.9195;8.0074
5;5.8865;8.6821;1.566;5.7166;5.5977;5.9098;9.8952;3.3799;6.3892;3.3842;4.5536;8.1482;8.137
5;5.51;8.6171;1.354;5.8164;5.3251;5.7907;9.0271;3.1456;6.2677;3.0019;4.5622;7.9266;8.1274
5;5.6262;7.6705;1.2017;5.2112;5.2567;5.9198;8.0308;2.7455;6.0489;2.9931;5.0868;7.4249;8.7225
5;5.6603;7.2578;1.4309;4.9856;5.4197;5.8221;8.0146;2.8526;5.9548;2.5599;4.5976;7.4375;9.2343
5;5.3532;8.0891;1.4114;4.6982;5.4424;6.0873;8.0865;2.6129;5.965;2.6168;4.2435;7.5092;9.5197
5;5.5084;8.9864;1.4283;4.6868;5.4592;6.1668;6.9425;2.2825;5.6325;2.6559;3.6201;7.1274;9.7681
5;5.941;8.5437;1.4005;4.9267;5.2586;6.1458;7.1957;2.5553;5.4214;2.0478;3.3649;6.4162;10.3152
5;5.6137;7.9671;1.2621;4.4286;5.1744;5.936;6.7135;2.4194;5.4719;2.1087;3.2796;6.3037;9.7982
5;5.4855;6.7461;1.5209;4.2392;5.1496;5.8377;7.2931;2.6409;5.5385;2.4735;3.1558;6.0609;9.4686
5;5.3642;6.2936;1.5288;3.9439;5.3392;5.756;7.333;2.5931;5.3504;2.6703;2.631;6.8173;8.3311
5;5.4006;5.7966;1.4086;4.1252;5.9006;6.0007;6.6454;2.3199;4.8856;2.1756;2.9133;6.508;10.1349
5;5.191;5.506;1.3408;3.9578;5.5867;5.8142;6.018;2.4781;4.8443;2.5726;2.8654;5.9827;9.218
5;5.3611;5.0717;1.3692;3.4426;5.4001;6.0214;5.3045;2.5752;4.0484;2.5396;3.0609;5.7839;9.467
5;5.8451;5.231;1.4239;2.96;4.9899;5.9754;4.6657;2.2969;3.8611;2.504;3.4255;5.2588;8.8382
5;5.531;5.3436;1.5182;2.6503;5.222;6.0239;5.0351;2.5476;3.8532;2.2007;3.2738;5.3058;9.2712
5;5.4527;5.33;1.3827;2.5147;5.2508;5.954;4.9232;2.8246;4.0246;2.2626;3.5386;5.3545;9.325
5;5.1609;4.9755;1.4445;2.414;4.9796;6.4147;4.9646;2.4292;4.2743;2.231;3.4371;5.5878;9.429
5;5.457;4.9613;1.5656;2.2252;4.8554;6.4233;4.8543;2.4373;3.8132;2.2329;3.4864;5.8975;8.9312
1;5.6253;4.7747;1.7218;2.0757;4.4076;6.3461;5.5244;2.0467;3.8959;2.7567;3.2952;6.1388;8.0574
1;5.651;4.2259;1.5348;2.1915;4.0551;6.1613;4.9739;2.527;4.1641;2.4593;3.4136;6.4494;7.9673
1;5.8198;4.2776;1.7132;2.2209;3.8919;6.3349;4.2739;2.6575;4.2999;2.5851;3.5662;6.3462;8.7134
1;5.7744;4.2228;1.7853;2.0566;3.5248;6.2679;4.1005;2.1383;4.0088;2.6066;3.3944;6.537;8.7041
1;5.4187;4.3959;1.7991;1.9252;3.1663;6.0931;4.3668;1.5338;4.2502;3.1836;2.9671;6.9033;8.9867
1;5.6254;4.4001;1.6331;2.0848;2.8777;5.9223;4.3048;1.5379;4.5623;2.7353;3.4824;6.9509;8.7568
1;5.9614;5.1173;1.7482;1.9758;3.0585;6.0606;4.2219;1.9604;4.3995;2.2743;4.0488;7.1782;8.7944
1;5.86;5.0118;1.8467;1.8686;2.7164;6.2816;4.0428;2.4331;4.7922;2.0515;4.6338;7.5322;9.3266
1;6.3128;5.3965;1.8091;1.9114;2.6289;6.1743;3.6547;2.8102;4.8608;1.7713;4.7988;7.7565;8.911
1;6.8131;5.5765;1.9069;1.7949;2.4635;6.4113;3.7549;3.74;4.6842;1.4791;4.7133;8.704;9.1619
1;7.388;5.56;1.8346;2.0587;3.08;6.1866;3.8732;4.066;4.8309;1.6964;4.5057;9.6234;8.6116
1;6.8121;5.133;1.9245;1.8895;3.1537;6.3375;3.7946;4.4455;5.0383;1.7701;4.2476;10.3918;8.4202
1;6.6329;5.0023;1.8749;1.6548;3.6048;6.2326;4.0056;4.543;5.1691;1.5921;4.0393;10.345;7.2735
1;6.1575;4.4871;1.6992;2.026;4.4694;6.2361;3.5588;5.1332;5.178;1.4465;4.2741;10.0009;7.1412
1;6.2735;4.9558;2.0664;1.8661;4.5406;6.1094;3.1005;4.8857;5.1866;1.5476;4.5084;9.646;7.0682
1;6.0898;4.6401;2.0006;1.6969;4.3984;6.1125;2.8433;5.2642;4.8039;1.5161;4.2299;9.2406;6.2305
1;6.1513;4.4523;2.1101;1.9324;4.3082;6.2594;2.902;4.9969;4.9727;1.824;4.0107;8.7831;5.8878
1;6.1176;4.524;2.0397;1.8779;4.8031;6.5137;3.0413;5.1568;4.9635;1.5818;4.2691;8.6758;5.6741
1;5.9562;4.8786;2.4006;1.8513;4.7399;7.0145;2.9845;4.5978;4.9857;1.5978;4.2299;8.4113;5.4925
1;6.0409;4.372;2.3438;1.9713;5.318;6.741;2.8166;4.4933;4.8424;1.4912;4.5891;8.7506;5.7012
1;5.5363;4.1684;2.4673;2.0101;5.3913;6.6266;2.9114;4.642;5.0789;1.3512;4.3719;8.2144;5.6514
1;5.0177;4.3118;2.5316;1.7983;5.6785;6.2884;2.815;4.4877;5.1044;1.4597;4.0869;7.8566;5.1398
1;5.1605;4.3556;2.2417;2.0572;5.5457;6.2727;2.8107;4.3087;5.3259;1.3788;3.8055;7.9072;5.3661
1;5.2808;4.6917;2.6147;1.8601;5.4831;6.3903;2.7822;4.207;5.4938;1.5723;4.6827;7.6304;5.0094
1;5.2089;4.4038;2.638;1.7204;5.3365;6.1344;2.9699;4.1813;5.566;1.5076;4.0796;7.9684;5.3191
1;5.0913;4.6505;2.8428;1.7802;5.3483;6.475;2.8495;4.2235;5.6155;1.3846;4.3159;7.6194;5.3982
1;5.2682;3.9144;2.7307;1.7144;5.6108;6.0494;2.6976;4.251;5.525;1.566;4.1803;6.8435;5.151
1;5.4544;4.5768;3.1518;2.0057;5.7199;5.9996;2.9027;4.3172;5.4143;1.5513;4.2618;6.5495;5.6922
1;4.8567;4.8735;3.6302;1.8322;5.7778;5.9;3.577;4.1417;5.3676;1.3983;3.9586;6.421;6.1255
1;5.2463;4.4573;3.4487;1.7871;5.8368;6.0378;3.5859;4.5201;5.225;1.5154;4.005;6.2466;5.9706
1;5.8532;4.2819;3.4113;1.7841;5.4281;6.1436;3.8758;4.2074;5.3182;1.4554;4.0083;5.9078;6.3964
1;6.2122;4.4018;3.5661;2.0437;5.6775;6.2025;4.2365;4.0647;5.1758;1.4644;4.1042;5.4291;5.642
1;6.3165;4.5944;3.7733;2.213;5.4721;5.9888;4.9582;4.367;4.749;1.41;3.8981;5.3825;5.587
1;5.5106;4.3113;3.7655;2.0349;5.2658;5.9631;5.2337;4.3855;4.6872;1.6375;3.1729;5.6029;5.6184
1;5.8536;5.0942;3.9452;2.535;5.3469;5.9182;7.3135;4.7794;4.6062;1.5168;2.774;5.5376;5.4032
1;5.2619;5.8365;3.7465;3.1292;4.981;5.8018;10.7115;4.9876;4.5401;1.6037;2.9689;5.5602;5.8693
1;5.5513;6.5398;3.7755;3.081;4.7974;6.0583;11.6635;4.8728;4.8428;1.7065;3.2084;6.0531;5.5482
1;5.7916;7.2993;3.877;2.9454;5.0862;6.0175;12.7511;4.7976;4.8984;1.9665;3.5191;6.9889;5.6262
1;6.0389;7.2469;3.4255;3.0188;5.6575;6.0527;14.3606;4.7394;4.7307;1.8076;3.3137;6.7991;5.3845
1;6.4818;6.5887;3.3448;2.4975;5.4649;6.1728;15.8905;5.1075;4.3752;1.9632;3.7135;7.8257;5.8927
1;6.7077;6.1215;2.9683;2.7841;5.7305;6.336;16.1371;5.0964;4.7557;2.095;3.6794;8.4354;5.5689
1;6.7744;6.3516;3.0344;3.1821;5.5923;6.0192;15.5835;4.885;5.3148;2.2624;3.4134;8.4083;5.2355
1;6.0149;7.1731;3.0538;4.5602;5.5661;6.1441;15.9213;4.7986;5.9871;2.4989;4.2122;8.1193;5.3835
1;6.3021;7.7429;3.7549;5.8571;4.6566;6.4407;15.01;4.6323;5.4283;3.0729;5.0548;7.7625;5.4611
1;6.4922;8.5874;4.228;8.125;4.5672;6.2444;14.9057;4.09;5.9019;3.7813;5.3202;7.1242;5.5701
1;6.5771;9.2668;4.1859;9.5027;4.5429;5.9864;14.8746;4.5689;6.268;4.1142;5.8112;7.2521;4.9615
1;6.2716;10.0287;4.113;10.8856;4.5853;5.617;15.1148;4.2609;6.5063;4.9443;6.7163;6.6031;4.9762
1;5.7929;9.6373;4.4101;11.4357;4.8507;5.4794;14.7704;4.3941;6.7087;5.8009;7.2256;6.8543;5.121
1;6.0158;9.8798;4.0129;10.8347;4.6859;5.389;13.3777;4.1092;6.2221;6.2253;7.3559;6.5115;5.7855
1;5.8706;10.1844;4.2482;10.7803;4.7693;5.4944;13.0383;3.8103;5.9383;6.3591;7.3541;5.5764;5.6712
1;5.862;10.3177;4.0235;9.4626;4.865;5.7248;12.8701;3.8608;6.0986;5.8071;6.2815;5.4954;5.6857
1;5.7908;10.2728;3.7136;9.1847;4.8185;5.9792;12.6509;3.8052;6.2459;5.7958;6.0448;5.0321;6.3924
1;5.7735;9.5083;3.382;8.69;4.7062;5.94;12.4342;3.916;6.1353;5.5899;5.4558;4.8934;6.4425
1;6.1763;9.8007;2.7668;8.6973;4.6551;5.9441;11.3275;3.8582;6.2702;5.5385;4.2735;4.5985;6.6642
1;6.0685;10.0113;2.6378;8.6525;4.8377;5.6306;9.8878;4.0976;6.1928;5.3598;4.4138;4.3497;6.2872
1;5.8412;10.151;3.0011;8.6742;5.0174;5.4075;8.8428;3.8326;6.1772;4.7775;4.8567;3.8979;6.2996
1;5.863;10.5551;2.9036;8.6481;4.9259;5.9525;7.296;3.2839;6.2375;4.7798;4.0118;3.9032;6.4757
1;5.6775;9.8172;2.6698;9.0359;5.3543;5.8491;7.3083;3.1237;6.2848;4.2131;3.3031;3.6103;6.6184
1;5.2355;9.4633;2.7821;7.8332;4.9408;5.7177;6.939;3.1461;6.5275;3.9087;2.6283;3.5078;6.7276
1;5.9889;9.3278;2.4336;7.9671;4.5457;5.3505;6.7489;3.1059;6.2847;3.6861;2.393;3.2598;6.3814
1;5.9117;9.6133;2.3892;7.635;4.1373;5.4057;6.9679;2.9269;6.4953;3.6823;2.3331;3.4494;6.459
1;6.1917;9.7319;2.5613;7.5278;4.0507;5.0993;6.2483;3.0939;6.4367;3.8604;2.2563;3.3093;6.4245
1;5.8073;8.9202;2.2467;7.3141;3.4442;5.5479;6.1293;3.0314;6.0677;3.7796;2.2384;3.4022;6.1308
1;5.6158;8.181;2.0762;6.6363;3.34;5.3842;6.3926;3.0218;5.7266;4.1375;2.1092;2.9982;5.8537
1;5.7968;9.4345;1.8343;5.6432;3.5456;5.5388;6.0346;3.1392;5.9821;4.2439;1.7657;3.209;5.7727
1;5.53;9.2956;1.8722;5.0673;3.472;5.8548;5.4041;2.9363;6.2995;4.1931;1.6825;3.1469;5.9417
1;5.836;9.1392;1.7953;5.6428;3.0898;6.017;5.7845;2.7856;6.0597;4.1544;1.5584;3.2192;5.7273
1;5.7951;8.8408;1.7543;5.0689;3.0278;5.7705;5.5215;2.7435;5.8264;4.2906;1.5653;3.0208;6.0228
1;5.4756;8.53;1.9357;5.0804;2.9007;5.7157;4.9345;2.9849;5.5614;4.3316;1.8053;3.438;5.7188
1;5.9224;9.487;1.7104;4.8319;2.6922;5.3301;5.3961;3.5495;5.3856;5.4128;1.7709;3.2741;5.5811
1;6.0088;9.5835;1.4962;5.4926;2.2901;5.6828;5.5029;4.1714;5.5377;7.5874;1.6449;3.1883;5.9919
1;5.7973;9.1577;1.7154;5.0779;2.5161;5.4105;5.8032;4.8216;5.7348;8.431;1.6715;3.1623;5.848
1;5.5391;9.44;1.5372;3.9709;2.2335;5.491;5.9487;4.6713;6.429;9.283;1.9101;3.4049;6.8526
1;5.2757;9.2299;1.5067;4.2364;2.4393;5.5105;5.6153;4.5633;7.089;8.9403;2.3651;3.1619;8.6767
1;4.827;8.8175;1.6375;3.3906;2.3812;5.3664;5.6063;5.26;7.4636;8.1748;3.6281;3.4145;8.6198
1;5.2193;8.2823;1.6222;3.1272;2.3184;5.1113;5.0771;5.1493;7.4646;7.8365;4.2248;3.5141;8.3645
1;5.9656;9.8062;1.6946;2.7194;2.4535;5.2932;5.4376;4.5676;7.4606;7.3259;4.8322;3.2829;8.4049
1;6.3161;9.9993;1.5521;2.6015;2.3816;5.8279;6.1394;4.831;7.9775;7.1148;5.6636;3.1125;6.9395
1;5.7006;9.9344;1.6072;2.757;2.2049;5.869;5.7435;4.6091;8.1481;7.7247;5.7762;3.0042;7.7397
1;5.957;10.0097;1.6444;2.5252;2.1463;5.9434;5.8899;4.4332;7.9953;7.1;6.1418;3.0926;8.212
1;5.8517;9.6616;1.4324;2.5049;2.1152;5.6149;5.6812;4.4411;8.1031;5.8016;5.2663;3.2142;7.2544
1;5.6551;8.9917;1.4762;2.6006;2.1311;5.3642;5.6988;4.104;7.7563;5.5966;4.5308;3.3032;8.346
1;5.7736;9.4698;1.3957;2.7288;2.1795;5.5519;5.8646;4.1692;7.2337;5.3619;3.5744;3.1592;7.8738
1;5.3005;8.6973;1.1468;2.5384;1.9589;5.4725;6.22;4.0222;7.3804;4.5293;3.1865;3.2004;7.7768
1;5.7173;8.242;1.3355;2.1684;2.0834;5.5336;5.7111;3.6897;7.3187;4.3555;3.0529;3.1871;7.682
1;6.0678;8.0762;1.3107;2.3511;1.876;5.4777;6.0412;3.9134;7.1051;4.0946;2.8989;3.3355;7.8
1;5.8446;8.2042;1.2984;2.3787;2.1285;5.3648;5.9583;3.9561;7.0611;3.8071;2.7776;3.2065;7.114
1;5.623;8.4913;1.2043;2.2336;1.8301;5.6941;5.9974;3.597;6.7706;3.4891;2.4976;4.1533;7.0574
1;5.8132;9.0412;1.3272;2.3156;1.9508;6.4003;5.6566;3.4889;6.7184;3.3809;2.5835;4.4251;8.0366
1;5.3815;8.1988;1.2105;2.0515;1.7753;6.5141;6.1835;3.4689;6.6828;3.1396;2.336;4.7727;8.2697
1;5.9594;8.1659;1.256;2.0054;2.0496;6.8892;6.4393;3.5564;6.9341;3.1044;2.2721;6.2663;7.934
1;5.7741;7.7151;1.4842;2.2433;2.0223;6.9422;6.4926;3.4823;6.9315;3.239;2.2765;7.0555;7.0894
1;5.8946;6.7242;1.0241;1.8683;2.023;6.9894;6.5794;3.5191;6.5413;2.9088;2.0829;7.4158;6.9585
1;5.9188;7.005;1.2741;2.0362;1.894;7.1875;6.2132;3.7825;6.2186;2.6242;1.8034;7.3332;6.9117
1;5.292;7.3571;1.4429;1.8246;1.9269;7.3884;5.7342;3.593;5.818;2.6801;1.8278;7.4692;6.8069
1;5.5875;6.7981;1.2488;1.8159;2.2031;7.7019;5.8886;3.6427;5.8086;2.9506;1.8993;7.2938;6.1193
1;5.4116;6.2359;1.2667;1.8659;2.2808;7.5966;5.0361;3.336;5.8903;2.7314;1.8853;7.5333;5.7631
1;5.4211;5.5576;1.3563;1.9022;3.0711;8.0358;4.8497;3.2283;5.9138;2.515;1.6825;8.0223;5.7587
1;5.0212;5.0741;1.3016;1.8679;2.9924;7.8595;4.859;2.9461;5.821;2.7482;1.7005;9.0703;5.3125
1;5.2929;5.5605;1.3161;1.976;3.3863;7.9673;4.5657;2.567;5.5397;2.2583;1.6787;9.4632;5.0783
1;6.2257;5.5054;1.2549;1.807;3.796;7.8632;4.0156;2.9948;5.5308;1.8886;1.6527;9.9544;4.9869
1;6.4847;5.2977;1.2073;2.0789;4.1467;8.1307;4.9823;2.9704;5.9929;2.0059;2.0164;10.38;5.171
1;7.0729;5.3861;1.4473;2.0832;4.5016;8.2028;5.9152;3.1716;6.1447;3.5792;2.3631;10.0802;5.2264
1;6.897;5.542;1.372;1.9665;4.9173;7.7287;6.3699;3.857;6.7513;4.5271;3.4645;10.2184;5.5645
1;6.5903;5.2717;1.5201;2.2382;4.8162;7.7528;5.7285;4.2916;6.5997;4.9503;5.3542;10.0101;5.5907
1;6.5713;4.9833;1.5708;2.3583;5.451;8.162;6.0595;4.9047;6.3896;5.0075;6.237;10.5231;5.0493
1;6.4592;5.1424;1.2717;2.4432;5.9705;7.5958;7.6578;5.1238;6.3329;4.3237;6.7362;11.5302;5.0946
1;6.4688;4.9235;1.4648;2.273;6.0988;7.7535;8.6237;4.9213;7.0387;4.213;6.473;11.4393;4.9915
1;6.5883;4.5836;1.4462;2.0059;5.7558;7.4473;8.1586;5.2541;7.5111;4.7908;7.2525;11.4362;4.6435
1;6.3308;4.8332;1.6127;2.1191;6.2137;7.4145;7.074;5.4264;7.1644;4.4416;8.2888;11.6195;4.6421
1;6.1257;4.8795;1.5121;2.4836;6.0359;7.2318;7.2359;4.9357;6.5387;4.0887;9.0259;11.4405;4.7484
1;6.0429;4.257;1.624;2.7108;6.0503;7.2341;7.3504;5.2939;6.575;4.4865;9.0394;11.7119;4.4085
1;6.4085;4.4682;1.456;2.6206;5.8899;7.2959;6.8494;5.5123;6.2835;4.2187;9.082;11.0855;4.7695
1;5.7325;4.3623;1.6307;3.2153;5.8907;7.2467;6.6772;5.2058;5.7516;3.6621;8.7925;10.7562;4.707
1;5.6832;4.2298;1.5602;3.309;5.8864;7.1224;5.7148;5.1326;5.549;3.8642;8.0037;10.7805;4.339
1;5.9416;4.09;1.5149;4.0038;6.2545;7.3803;5.1364;4.8434;5.3688;3.9155;7.6642;10.3615;4.4663
1;5.6493;3.7127;1.439;4.5564;5.7923;7.0925;4.6748;4.7058;5.3663;4.3831;7.7754;10.1454;4.279
1;5.8907;3.6628;1.79;4.9393;5.2888;6.9414;5.0417;4.209;5.4332;3.9934;7.6089;9.7167;4.2226
1;5.9775;3.6843;1.6429;5.3985;5.053;7.0314;4.9191;3.9123;5.2319;4.2458;7.1532;9.6602;5.2443
1;6.1102;3.7112;1.7628;6.0364;4.8903;7.0975;4.7938;3.9412;5.1553;4.0484;6.56;9.16;6.1754
1;5.4779;3.9257;1.763;5.1993;4.2612;6.9228;4.6211;3.694;4.8988;4.4233;6.6811;9.0526;6.0248
1;5.2871;4.0097;1.5938;5.5678;4.1918;7.0024;4.5072;3.9687;4.7357;3.9078;6.6278;9.0452;7.1324
1;5.4104;3.8931;1.7086;5.5026;4.3653;7.1024;4.5171;3.8736;4.2089;3.766;6.4805;9.2887;7.5836
1;5.2836;4.3212;1.7006;4.9419;4.1812;6.9999;3.9364;3.3769;4.0993;4.0613;6.6661;9.185;8.1961
1;5.7315;4.1896;1.5781;5.3711;3.859;6.89;3.9269;3.4189;3.9333;4.3499;7.0454;9.2752;8.0493
1;5.9985;4.3421;1.8307;5.2501;4.3068;7.0005;4.2467;3.5725;3.7574;4.1823;6.3096;9.2243;8.2419
1;6.0683;4.41;1.7563;5.4255;4.8918;7.2107;4.0034;3.696;3.6487;3.5601;5.3491;9.3895;8.1483
1;5.7164;4.4129;1.8549;5.1258;4.6392;7.1269;3.7252;4.0493;3.4876;3.2422;4.7241;9.2097;8.3549
1;5.3942;4.3718;1.7319;6.2603;4.5296;7.2634;3.9509;3.7129;3.8478;3.1344;5.0243;9.7771;8.6564
1;5.2224;4.2838;1.6488;6.3466;4.3514;7.4745;3.4463;3.7438;3.9477;2.7233;4.8232;9.2514;8.2874
1;5.6905;4.5386;1.8948;6.529;4.0754;7.034;3.1016;4.035;4.0056;2.5497;5.1928;8.7588;8.4301
1;5.443;4.3529;1.7351;7.1321;4.6919;7.0096;3.6475;4.248;4.4814;2.5971;5.3787;8.973;8.407
1;5.5847;4.3706;1.7929;7.0253;4.6551;7.1608;3.1911;3.8108;4.4491;2.0026;5.3354;8.3431;8.485
1;5.6178;4.5047;1.9081;6.6851;4.7605;6.7356;3.2581;4.2766;4.798;2.4606;4.9383;9.2352;9.0246
1;5.5973;5.718;1.7263;6.1946;4.8193;7.1192;2.9058;4.3403;4.9503;5.168;4.7457;9.7001;8.9483
1;5.1868;6.4921;1.9726;6.0071;5.2715;6.9872;3.2467;4.5579;5.1259;7.0224;4.8702;10.5736;8.8242
1;5.1379;6.9497;1.8642;4.8917;5.9836;7.0817;2.9705;4.368;5.4786;7.3007;4.7456;10.6273;8.4376
1;5.0756;6.9293;1.8732;4.3592;7.2466;6.782;2.8433;4.4995;5.9784;7.3184;4.5429;10.3239;8.9052
1;5.408;6.7863;1.6382;4.2465;8.2737;6.7827;2.7887;4.344;5.8911;6.7853;3.9385;10.2076;8.9166
1;5.1595;6.5343;1.7809;4.076;8.7562;6.9195;2.733;4.7779;6.0388;6.5105;4.4618;10.1734;8.8273
1;4.8973;6.4849;1.8614;3.7098;8.8633;7.1239;2.7312;5.0829;6.2268;6.1453;4.8672;10.0309;8.1756
1;5.7361;7.3096;2.1821;3.4102;8.5438;6.879;2.6998;5.0084;6.3581;5.4362;5.5793;10.0888;8.0018
1;5.1129;7.8564;2.7009;3.944;8.6506;7.0863;2.6211;5.2151;6.1603;5.3117;4.9413;10.0481;7.9033
1;5.1537;6.9861;2.8349;4.5047;8.5396;7.2586;3.2092;4.7686;6.0431;4.6727;5.3246;9.4715;8.5082
1;5.565;6.7895;3.031;3.8817;7.9484;6.8481;2.834;4.6183;5.766;4.4359;6.061;8.7949;8.3911
1;5.159;6.1314;3.2639;3.5726;7.5849;7.0869;2.9252;4.5968;6.0891;4.0106;5.9252;8.4142;8.6106
1;5.5285;5.7666;3.3955;3.2991;7.0576;7.2451;2.8723;4.3175;5.9894;3.8827;5.1325;8.1932;8.8546
1;5.4002;5.9684;3.7802;3.7438;7.1164;6.9379;2.7475;4.3196;6.0078;3.3572;5.0884;7.5241;8.8869
1;5.5248;7.1292;3.9367;3.5799;7.0051;6.874;2.7087;4.1909;5.9311;3.3229;5.3621;7.6416;8.8119
1;5.2924;11.3312;4.365;3.8624;6.5972;6.7856;2.7665;4.0248;6.2751;3.061;5.3334;7.5125;7.8268
1;5.3588;13.0118;4.1988;3.5626;6.8733;6.6963;2.9227;3.6948;6.174;3.1492;5.0112;7.6368;7.3689
1;5.6718;12.8249;4.4741;3.9901;6.3633;6.9034;2.7405;3.0723;6.7407;2.7739;4.8995;7.4545;7.9383
1;5.7689;12.8598;4.3131;4.394;5.9516;6.8471;2.7597;3.0049;6.5203;2.7331;4.3061;7.3653;7.5941
1;5.3904;12.4791;4.7803;4.8177;5.1714;6.8144;2.7675;3.0541;6.8304;2.7816;3.3793;6.5371;7.4094
1;5.5727;12.0796;4.3425;4.5062;4.9849;6.7724;2.601;3.217;6.8073;2.5949;3.0351;6.1835;7.4703
1;5.5104;12.0674;4.533;4.1148;4.7123;6.6796;3.3755;3.0229;6.2533;2.7984;2.9213;5.6687;7.6013
1;5.6826;11.5823;4.1576;3.9311;4.3242;6.8969;3.1017;2.6756;6.219;2.4708;2.4412;5.4861;7.5529
1;5.5913;10.7785;3.97;3.5049;3.9121;6.8272;3.8641;2.7696;6.1742;2.3138;2.3552;5.7526;7.5556
1;5.0757;10.1942;4.3541;3.25;3.5518;6.6366;4.7272;2.4312;6.1901;2.3113;2.4167;5.5913;7.2752
1;4.7284;10.1209;3.7146;3.344;3.4125;6.4293;5.9056;2.4904;6.0593;2.2147;2.1674;5.4143;7.0058
1;5.3354;10.135;3.7114;3.3428;3.4732;7.019;7.3857;2.6578;5.908;2.603;2.1533;5.9772;7.23
1;5.3683;10.1381;3.3231;3.0773;2.8679;6.7834;7.3423;2.6909;5.751;2.1604;1.8364;5.818;7.5481
1;5.1668;8.8417;3.3857;3.2105;2.8171;6.742;5.9463;2.6464;5.7575;2.7887;2.0013;5.7062;7.6171
1;4.8971;8.503;3.2606;3.3268;2.7063;6.8148;5.355;2.5428;5.9831;2.8037;1.6389;5.8319;7.6654
1;5.5651;7.4815;3.196;3.1338;2.5653;6.6998;5.2407;2.6837;5.6849;3.5147;1.6406;6.581;7.9752
1;5.2337;7.1835;3.1775;3.2115;2.3997;6.8925;5.3204;2.9216;5.7023;3.9353;1.8839;6.9838;7.7592
1;4.7954;6.5629;3.1561;3.3002;3.2839;6.6094;5.6592;3.384;5.6099;4.7449;1.9633;7.4102;8.1531
1;5.3319;6.6223;4.2035;3.1348;3.2649;6.9595;8.2241;3.7834;5.6292;5.4384;1.9157;7.871;9.3429
1;4.8693;6.0566;3.9562;3.3398;3.1936;6.5477;10.7597;3.7307;5.5852;5.365;2.0196;8.9833;10.2712
1;5.2874;5.4414;3.6968;3.422;3.6609;7.0202;11.6349;4.3608;5.4671;5.3291;1.7985;8.6919;11.1787
1;4.7836;5.713;3.9812;3.2653;4.0983;6.8279;12.6953;4.1024;4.988;5.9073;1.7143;8.6774;11.3548
1;4.5334;5.3543;3.6361;3.3323;4.559;6.7435;13.8496;4.2757;4.814;6.395;1.7573;8.5642;13.4392
1;4.5232;5.3135;3.9453;2.7331;5.4462;6.6334;13.3708;3.9906;4.6388;5.8636;1.8889;7.8985;12.3254
1;4.7065;5.8079;3.8192;3.0943;5.8906;6.6409;12.9074;4.0205;4.4611;6.0076;1.9352;8.0334;11.092
1;4.8137;5.7158;3.9706;3.3717;6.1174;6.5618;11.967;3.8323;4.3883;6.3409;1.8907;7.9615;10.0098
1;5.2295;5.6861;4.009;3.452;5.8148;6.7161;11.4645;3.9881;4.2408;6.8228;2.0729;7.5399;9.6871
1;4.9885;6.0213;3.8799;3.5667;6.2005;6.8697;10.5191;3.6723;4.1054;6.5471;1.8749;7.0516;9.0555
1;5.7506;5.6631;3.8188;3.5385;6.4779;7.1728;9.559;3.5559;4.2205;6.7114;1.7132;6.4715;8.3472
1;5.6041;6.427;3.8231;3.6184;6.6136;7.0452;10.0945;3.555;4.3647;6.6089;1.7024;5.5978;8.0104
1;5.4568;7.4499;4.2222;3.7923;6.3984;6.7547;9.8267;3.5117;4.4158;6.1272;1.6417;5.5244;7.7734
1;5.7953;8.2215;4.0053;4.4262;6.4256;7.3268;8.4763;3.4463;4.5171;5.7404;1.8446;5.2871;7.6083
1;5.7149;9.199;4.2852;5.4751;6.4083;6.9974;7.4543;3.3396;4.5745;5.6083;1.8273;4.7897;7.3949
1;5.4241;9.3495;4.0125;6.2058;6.4463;7.1586;6.5928;3.3536;4.7098;5.5501;1.8775;4.6499;7.2909
