odour stim,19/03/2021 Male 2,19/03/2021 Female 3,19/03/2021 Female 4,19/03/2021 Female 5,22/03/2021 Female 5,22/03/2021 Female 8,22/03/2021 Female 9,22/03/2021 Female 10,22/03/2021 Female 12,22/03/2021 Female 13,29/03/2021 Female 1,29/03/2021 Male 2,29/03/2021 Female 4,31/03/2021 Female 2,31/03/2021 Female 7,31/03/2021 Female 8,31/03/2021 Female 11,31/03/2021 Female 12,08/04/2021 Female 4,08/04/2021 Female 6,08/04/2021 Female 11,28/06/2021 Male 17,02/07/2021 Male 3
,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT
10,9.5756,44.5678,17.1506,5.2161,19.7801,10.1639,12.6711,8.7786,8.4313,14.7837,10.8124,7.1929,10.6757,11.5448,3.1048,3.9702,16.3377,18.0927,9.7532,15.5315,9.9013,15.172,3.4642
10,9.313,42.8586,17.1094,5.471,19.4772,10.2092,12.7169,8.5663,8.7458,14.5485,10.1833,7.4033,10.1776,10.9944,3.2734,3.8357,17.2043,18.0506,9.8385,15.1158,9.7313,15.041,3.6131
10,9.142,43.172,18.9511,4.7705,19.26,10.1173,12.2794,9.3524,9.1579,14.1423,9.7962,7.6433,10.5159,10.7792,3.0623,3.7218,17.3829,18.2797,10.9152,14.7016,9.9704,14.6229,3.8064
10,8.7784,41.7854,19.193,4.7949,18.833,10.4507,12.3127,8.786,8.6456,14.1646,10.2691,7.0498,10.0946,10.9628,3.2331,3.7202,17.3356,18.3508,10.1203,14.4959,10.4053,13.9378,3.7353
10,9.4084,42.8411,16.9321,5.0836,19.0261,10.3331,11.8433,8.5817,8.5082,14.0498,10.0135,7.9451,10.7457,10.8854,2.9957,4.1667,17.5794,18.4298,10.7421,14.2463,10.7365,14.2477,3.8046
10,8.6563,41.0319,19.4646,5.1414,19.7205,9.8338,12.203,8.8435,8.3503,13.7403,10.3362,9.2145,11.5487,10.6739,3.4102,3.8441,17.9295,17.9974,11.0867,15.7003,10.7656,14.633,3.9295
10,8.7696,38.7268,17.008,4.9562,19.8273,10.0836,11.9444,8.6441,8.7768,13.2271,10.2325,9.9835,11.8521,10.3077,3.3818,4.0253,18.0893,17.4858,10.5769,14.7601,10.2182,15.302,3.9898
10,8.5217,40.9166,17.7878,4.8945,19.7585,10.3963,11.428,8.1788,8.6035,13.3059,10.3975,9.5486,11.8821,10.8883,3.5399,4.1124,18.2389,17.504,10.4506,14.6065,10.4497,16.8592,3.6746
10,8.7341,39.8323,18.4103,5.0718,19.1961,10.1559,11.4149,8.6605,8.3034,13.2415,10.506,9.5608,12.4383,10.9052,3.4159,4.0286,17.6145,18.0729,10.4763,14.4704,10.9578,17.3335,3.3767
10,8.7355,40.59,18.2113,5.6819,19.5523,10.2295,11.9715,9.3787,10.0148,13.2766,9.9023,9.4636,11.1877,10.5492,3.3349,3.5192,17.9286,17.5698,10.4216,14.707,10.5991,17.6588,3.7103
10,8.8646,40.6889,18.2053,6.0691,19.2822,9.9908,12.6839,9.3165,9.7832,13.4087,10.4885,9.0981,11.4796,10.8758,3.1763,3.6673,17.3653,17.7321,10.306,14.9323,10.1492,17.7085,3.4969
10,9.0724,40.8643,18.813,6.5205,19.7876,10.3346,12.3558,9.4309,9.6859,12.9675,10.5922,9.2593,10.8493,10.9994,3.2207,3.553,17.4805,17.2609,10.6254,15.1593,10.694,17.4937,3.3977
10,8.9881,42.1363,18.5786,6.2257,19.826,10.243,11.6753,8.4311,10.1855,12.6579,10.5876,9.9351,10.5386,11.1881,3.3916,3.8193,17.3725,17.3052,10.1263,15.2713,10.5864,17.7611,3.9767
10.5,9.0575,39.9284,18.0691,6.1242,19.268,10.1969,12.0893,7.9127,9.5431,13.0109,10.3056,9.5268,10.6128,10.9016,3.2154,3.8926,17.8408,17.4266,9.4194,14.4343,10.9069,17.3564,4.1487
10.5,8.5899,39.6137,17.8864,5.6388,19.6571,10.1843,12.8617,8.4426,9.0438,12.3948,9.5889,9.9563,10.0584,11.4734,3.5563,3.7386,17.3553,17.2948,10.0657,14.3497,10.5783,16.4762,3.968
10.5,8.358,41.3663,18.3473,5.5193,19.283,10.7948,12.701,8.2473,9.0474,12.1491,9.5566,9.9304,9.8396,11.7509,3.261,3.9995,17.6548,17.6891,10.3721,14.1539,10.1054,15.6394,3.8823
10.5,7.8292,41.0353,17.218,5.3826,19.0269,10.5728,12.8091,7.7839,9.0096,12.249,9.7232,9.7979,9.541,12.0144,3.0198,3.555,17.8776,17.3796,9.0526,14.3963,9.9223,14.5817,3.8443
10.5,8.2024,42.6982,18.0703,5.7018,19.0522,10.8783,12.5233,8.2923,9.7336,12.0631,9.4576,9.7283,9.4247,11.9502,3.5276,3.6914,17.8157,17.1172,9.0667,13.9901,9.6455,14.2209,3.8618
10.5,8.4415,40.3628,18.4647,5.7863,19.1417,10.7747,12.6419,8.3128,10.1614,12.4467,9.6625,7.9374,9.7217,12.2286,3.3399,3.6684,17.4077,16.8585,9.8361,14.1531,9.4233,13.8028,3.8175
10.5,8.9225,40.2593,17.5661,5.6612,19.2277,10.141,12.4363,8.3549,10.5704,12.6887,9.2658,9.0172,10.5678,11.7661,3.4898,3.6777,18.5441,16.9972,9.5268,13.9657,9.8785,13.995,3.6701
10.5,9.0549,40.2977,17.1814,5.3099,18.9043,10.1277,12.2679,8.4487,10.2024,12.8582,8.8789,8.529,11.2798,11.793,3.5679,3.6401,18.1986,17.3857,9.8959,13.6268,10.1907,13.5446,3.8589
10.5,9.3655,38.637,17.5644,5.284,18.8758,10.3951,12.4062,8.4221,9.8136,12.8212,9.0581,8.5182,11.4517,11.9492,3.5792,3.8979,17.3859,17.9184,9.5457,13.6712,9.937,13.366,3.6337
11,8.6085,38.683,17.7895,4.7817,18.7292,10.7326,12.8107,8.9302,9.8788,12.9444,9.7583,8.6712,10.731,11.4506,3.4982,3.7275,17.2544,18.5219,8.6205,14.0815,10.0604,13.6418,3.1897
11,7.9655,38.9395,16.5148,5.2276,18.1864,10.6806,12.448,8.8094,9.3108,12.7953,9.6999,7.9284,10.3,11.6313,3.305,3.4829,17.9438,18.1271,9.3638,13.7337,9.696,13.6498,3.4231
11,8.6157,37.4501,16.2851,5.2479,17.8927,10.3909,12.2906,8.9731,8.6108,12.4948,9.5039,8.3578,9.3108,12.1391,3.4657,3.9709,18.0994,18.2168,10.393,14.2854,9.5958,13.6932,3.3202
11,8.7971,38.3089,17.4431,4.866,18.4673,10.215,11.8162,9.6554,9.031,12.3701,9.3299,8.4032,8.8099,11.9616,3.3094,3.4643,18.1236,17.5403,10.5357,14.2413,9.2372,13.1779,3.2617
11,8.8107,38.3658,16.7916,5.319,18.141,10.6865,12.0896,9.4974,8.2246,12.4272,9.4709,8.5455,8.877,11.8169,2.6154,3.5763,18.1072,16.9772,9.5974,14.2347,9.4305,12.7931,3.2099
11,8.6282,37.5931,17.1144,5.4786,18.0838,10.6185,12.0897,9.1774,8.3443,12.9558,9.3194,7.9807,8.713,11.615,3.2931,3.2768,18.3028,16.9786,9.484,14.0819,9.8521,12.7257,3.0571
11,9.5961,37.588,17.17,5.5942,17.8421,11.3271,12.3929,9.772,8.7369,12.7784,8.9067,8.1816,10.2321,11.5971,3.1703,3.0246,17.3548,16.4015,10.977,14.1452,9.5976,12.9779,3.0284
11,10.2488,35.3507,16.7757,5.0694,18.0411,11.1359,12.1624,9.3587,8.2223,12.5218,8.964,8.5154,10.1906,11.0369,3.3128,3.2098,18.2071,16.8953,10.9239,14.1501,9.6607,12.333,3.0594
11,10.3016,36.4801,16.4519,5.204,17.9981,11.286,12.1894,9.5257,8.1888,12.7956,9.1111,8.6214,8.9571,11.2961,3.4321,3.2675,18.2652,16.2926,11.4714,14.3438,8.8866,12.912,2.8851
11,9.7595,34.6642,17.0407,5.0789,17.6113,11.058,12.0552,9.2092,7.5057,12.8764,9.1649,8.0972,8.9751,11.1958,3.3923,3.6332,17.724,16.3553,11.1702,14.4702,9.9672,12.9211,2.8311
11,9.64,34.6016,16.5239,4.8659,17.6523,11.1372,12.4707,8.9854,7.226,13.3253,9.0186,7.9154,10.0289,11.8541,3.3887,3.737,17.402,16.3145,11.5245,14.0601,9.6316,12.4359,2.8358
11,10.1885,33.9915,16.7778,5.5439,17.8268,10.8798,12.0411,9.5586,7.326,13.5281,9.2551,8.1003,10.0828,11.6037,3.5203,3.9456,16.6638,16.3915,11.8966,14.3356,9.5318,11.9874,3.0249
11,10.8068,34.3079,16.0355,5.1717,17.6652,10.7404,12.3563,8.998,7.0811,13.3907,9.8197,7.7354,9.2502,11.9358,3.3887,3.8258,17.5167,16.1413,11.49,14.4526,9.8388,12.0375,3.0462
11,10.5783,36.5916,18.0058,5.466,18.1634,10.6692,13.1688,9.3883,7.1043,13.605,10.5563,8.6383,10.3247,11.7531,3.5875,3.8802,18.1464,16.3573,11.8696,14.7832,10.0653,12.3618,2.9066
11,10.1891,35.6867,16.4055,5.3619,18.2348,10.5809,14.1227,9.4745,6.755,13.0816,10.2742,7.8988,10.3009,11.5274,3.6185,3.8148,17.1121,16.1221,11.7858,14.7164,9.3795,12.5322,2.8395
11,10.3722,37.106,16.6325,5.0926,18.3386,10.8156,13.2193,9.5732,6.78,12.9251,10.7244,8.1485,9.3967,11.5672,4.0205,3.6646,18.1965,16.2802,11.8001,14.9655,9.7602,12.4693,2.8984
11,10.2951,37.2571,16.7781,5.1452,18.167,10.5836,13.1943,9.4303,7.8566,13.1195,10.0413,8.801,9.3922,11.0212,3.5133,3.6651,18.8043,16.0605,12.5563,14.8021,10.2727,12.9607,2.8968
11,10.3173,35.444,16.7075,4.9066,17.9278,10.7007,14.3128,9.6483,7.9967,12.9527,10.8116,8.7677,8.9325,11.2667,4.1155,3.7539,19.3792,16.0528,12.3827,14.6767,10.0827,13.1841,3.0692
11,10.363,37.4463,16.4296,4.8013,18.4374,10.5656,15.1374,9.0014,7.8996,13.1716,10.326,8.6224,8.3977,11.3118,3.854,3.8131,19.7835,16.5734,12.6346,14.8559,9.9883,12.3146,2.9901
11,10.5959,36.7046,17.5657,4.6326,17.8646,10.6542,15.3361,9.0904,7.4312,13.2739,10.7505,9.2381,8.209,10.9521,3.6832,3.8471,19.0822,17.1442,13.1893,15.3996,9.7426,12.8621,3.2687
11,10.4451,35.863,17.6198,4.7317,18.1464,10.8162,15.1885,8.8798,7.2808,13.2636,10.2091,9.2971,8.7805,10.0625,3.4118,3.5564,19.5873,16.3953,13.0495,15.0689,9.6809,12.5744,3.303
11,10.1231,35.3988,16.473,4.1342,18.0987,10.7265,15.3694,9.3147,7.6711,13.4337,9.9198,9.4413,9.8785,10.3942,3.684,3.8481,19.7439,16.6068,12.9681,15.6049,10.325,12.6572,3.2843
11,10.0143,33.1096,16.3564,4.3126,17.9596,10.9592,15.9695,10.0195,7.1267,13.1604,10.4098,9.0501,10.5564,10.236,3.6146,3.7723,18.9001,16.2313,13.4208,15.7951,10.7818,13.0177,3.1091
11,8.1648,34.702,17.7322,4.3228,18.2729,10.6973,15.8914,9.1005,6.8642,13.025,10.2514,9.3324,10.465,11.1848,3.6508,3.6419,19.3842,16.6027,13.7524,15.3416,10.953,13.0469,2.9062
11.5,8.534,36.6064,16.7454,4.3965,17.4204,10.9199,15.576,8.6843,7.1335,13.0804,9.9532,9.265,9.9173,11.1595,3.4994,3.5641,19.3562,16.4671,12.7349,15.3476,10.9044,13.5603,3.2973
11.5,7.7344,36.5964,16.5016,4.6512,17.1506,10.5822,16.373,8.5692,6.8035,12.2122,9.7313,9.2347,9.3854,10.7877,3.557,3.456,19.494,17.2782,12.957,15.7701,10.689,14.2125,3.1504
11.5,9.2064,36.3725,17.4008,4.3171,17.9837,11.0482,16.5788,8.4987,6.4241,12.2925,10.2055,9.1136,8.8463,11.7468,3.3923,3.5091,19.8762,16.9255,12.6723,15.8271,11.2126,13.703,2.9193
11.5,8.6249,37.6187,17.1474,4.5966,18.2773,10.8139,15.6452,8.1784,6.8545,12.1852,10.4939,8.2206,8.8231,11.43,3.226,3.3694,18.9389,17.0356,13.678,15.7202,11.2652,13.6976,2.915
11.5,9.5394,38.6957,16.8212,5.2744,17.8625,11.2478,15.0684,7.7649,6.8236,11.7365,10.7175,8.8766,10.2232,12.0487,3.8046,3.4277,19.9254,16.583,13.5224,15.4716,10.9679,12.6321,2.7557
11.5,8.9235,36.1316,16.876,4.7217,18.295,11.2008,14.7461,8.458,6.3168,12.2266,10.3559,8.3192,10.6133,11.2078,3.4354,3.4504,19.801,16.934,13.1508,16.0775,9.5024,12.4179,2.9122
11.5,9.2137,35.2146,17.404,4.5602,18.2429,11.4021,14.5899,8.4798,6.2498,12.1182,10.0901,8.1076,10.1287,11.3421,3.9156,3.4617,19.3551,16.1832,11.9839,15.9041,9.6561,13.2198,2.8959
11.5,9.3494,35.3581,16.3921,5.0281,17.7692,11.5673,14.5078,8.3299,6.7164,12.3011,9.9077,8.6638,9.6041,11.4092,3.4589,3.6087,19.0266,16.3454,12.9431,16.568,9.4528,12.7146,2.9533
11.5,8.5846,32.932,16.6511,5.3725,18.4337,11.3797,14.2329,8.407,7.1326,12.3711,10.4562,7.9281,10.3657,11.2855,3.2965,3.3414,19.1984,16.6031,13.0617,16.1152,9.667,12.4142,2.7039
12,8.8834,33.2946,16.9047,5.0653,18.3851,11.4397,14.2838,7.9853,7.8574,12.2206,10.9523,7.8906,9.9118,11.5528,3.6447,3.5289,19.0228,16.0975,13.1282,16.4102,10.0376,12.3837,2.7214
12,9.4752,32.083,15.5332,4.7412,18.488,11.5174,14.2936,7.9111,8.5491,12.0833,10.5676,7.9947,9.9106,11.082,3.4287,3.3532,18.5981,16.4352,12.8138,16.7082,10.8694,12.1905,2.8577
12,9.2581,30.8126,14.3677,4.387,18.6871,10.7422,14.2698,7.9454,9.8651,12.235,10.7182,7.537,10.3947,11.1785,3.6033,3.3543,18.2367,16.1402,12.345,16.935,10.56,12.2318,2.761
12,10.375,31.8378,14.9422,4.289,18.6393,11.3476,14.3766,7.8683,10.1345,12.6488,11.2936,7.3338,10.9222,10.8789,3.8214,3.49,19.192,15.7356,12.1529,16.1954,10.7952,13.0601,2.5924
12,9.7767,31.0883,15.3229,4.3625,18.2557,11.2418,14.1279,8.6911,9.4859,12.6423,11.726,8.0511,10.1763,11.6697,3.3885,3.5962,19.3499,15.9332,12.5275,15.9549,10.8511,13.2633,2.7738
12,10.0273,33.3717,15.0607,4.6614,18.1632,11.3996,14.1629,8.0206,10.3169,12.0814,12.2877,7.7264,10.7717,11.3087,3.5984,3.4023,18.6018,16.1971,11.8714,16.0719,10.8892,12.5814,2.92
12,9.9752,32.2104,14.6391,5.6566,18.6749,11.35,14.4863,8.616,10.2264,12.1922,12.5659,8.112,10.8009,11.8312,3.5037,3.3315,18.4069,15.7023,11.8986,16.5817,11.4283,13.3311,2.9717
12,10.1812,30.2018,15.9529,5.0102,18.507,11.3627,14.9264,8.6242,10.4173,12.8887,12.0185,8.5049,10.2303,11.796,3.205,3.4078,18.7789,16.5224,12.3248,15.7409,11.237,13.2471,3.0935
12,10.355,30.0948,14.912,4.8367,18.1707,11.1544,14.7974,8.4787,9.9773,12.7034,11.5252,8.9381,9.9767,12.0776,3.3353,3.549,18.3022,15.955,12.4393,16.1676,10.7759,14.8359,3.1565
12,10.1769,28.9967,15.6689,5.1914,18.6732,11.3463,14.2206,9.0293,9.184,12.6529,10.7688,9.0428,9.9348,12.1395,3.6381,3.4284,18.0146,15.8728,12.7538,16.1002,10.5607,14.4631,3.2848
12,10.3457,30.9929,15.8007,5.0833,19.3643,11.7754,13.5798,8.9236,9.4051,12.5817,10.6515,9.2627,10.1921,12.4621,3.015,3.4937,17.5956,16.0191,11.7492,15.7265,10.4915,14.3321,3.594
12,10.2707,31.0452,15.8101,5.3132,19.0139,11.6029,14.3551,8.9766,9.0093,12.5209,9.9349,9.2057,10.1906,12.6501,3.7618,3.8714,16.8086,16.2684,11.5318,14.6292,11.6942,13.6825,3.5955
12,10.012,30.1938,15.2817,5.3833,18.5198,11.5862,14.1175,9.0993,8.6907,11.9989,9.5125,9.0374,9.9895,12.8552,3.8051,3.4282,17.1654,16.4774,11.0796,15.4162,10.7214,13.718,3.4357
12,10.6381,29.3143,15.944,5.4851,17.9824,11.4181,14.1955,8.9717,8.5931,12.6758,8.4845,8.4997,10.5383,12.663,3.7879,3.4193,17.1153,16.2111,11.192,15.6548,10.3252,13.5966,3.4479
12,10.6127,30.2999,16.6165,5.306,18.3937,11.5188,14.579,9.0126,8.1987,13.3072,8.6064,8.6915,10.3493,11.7049,3.7613,3.6908,16.3447,16.0128,10.8477,15.7482,9.9303,13.7917,3.8026
12,10.7888,33.6453,15.1671,5.743,18.4919,11.5845,14.6793,9.0337,8.3516,12.9131,8.516,9.374,9.7047,11.5345,3.8337,3.9008,16.9945,15.9613,10.5934,15.6531,11.1918,14.6507,4.0857
12,9.9691,33.3322,14.7105,6.2058,18.7928,11.3181,14.8066,8.9443,8.6286,12.8384,8.3048,9.2358,9.503,11.5813,3.5806,3.834,17.1569,15.4142,10.3656,15.5772,11.5129,15.2963,4.0789
12,10.2764,34.408,15.1753,5.8524,18.1703,11.3399,15.1391,9.7578,8.5063,13.5976,8.2775,9.5383,9.1795,11.5927,3.2313,3.4692,16.7841,15.4048,10.6788,15.199,11.7887,15.3976,4.2007
12,10.4194,35.2419,15.4685,5.6285,17.9615,11.5216,14.9281,9.4258,7.9863,13.3923,8.0788,10.3664,9.1742,12.811,3.4296,3.7522,17.1396,16.554,10.3905,14.7841,11.655,16.2855,4.1168
12,10.3033,35.8048,14.9823,5.9282,17.4362,11.8385,14.5864,9.805,8.9373,13.8051,7.853,10.6072,10.439,13.0967,3.9818,4.0424,16.0899,15.7291,9.9823,14.7946,11.0995,16.8773,3.8483
12,10.7107,36.1205,14.8539,5.0757,17.9761,11.8726,13.702,10.3917,9.2539,13.6642,7.5695,9.869,10.0642,12.9336,3.0606,3.924,16.7753,15.6333,9.897,14.8003,11.0683,17.6186,4.1456
12,10.7004,33.7605,15.405,5.1684,18.5489,11.5865,13.4102,11.0338,9.0067,13.048,7.6536,9.5444,9.4493,13.3061,3.5328,4.2411,16.7636,15.4631,9.9092,14.9061,10.8457,18.0225,4.1418
12,10.4973,35.3004,14.8256,4.5109,18.0775,11.4902,13.0162,11.2656,8.9119,13.1351,8.9648,9.6515,9.9882,13.1005,3.8373,4.3197,17.0519,14.91,10.5101,15.3209,10.338,18.2125,3.753
12,10.1343,33.4656,15.4043,5.0184,18.0158,10.68,12.7966,10.7491,9.1076,12.871,8.5059,9.5141,9.4974,13.0931,3.6324,4.2913,17.4158,15.1506,10.2247,14.8349,11.1188,19.0774,4.1052
13,10.1877,33.5509,17.9534,5.354,18.0787,10.6449,12.6578,10.5541,9.1291,13.0122,9.1548,10.2402,9.0231,13.3124,3.8792,4.2698,17.0202,14.9339,9.4436,15.5097,11.7878,19.7027,4.252
13,9.6593,35.1095,14.5859,5.597,19.0467,10.7929,13.0748,11.6124,9.7913,13.088,9.0557,10.3722,9.3462,13.077,4.0294,4.6299,16.5523,15.2104,9.9678,14.2766,12.0288,20.8491,4.2348
13,10.1566,35.917,16.5682,6.1215,19.5128,11.1126,13.3389,12.1165,10.7553,13.6736,9.7595,11.2672,10.057,13.6945,4.1119,5.1511,18.4871,16.6273,10.4106,16.0622,14.3497,23.4484,5.7117
13,10.5196,36.5338,16.5186,5.8759,20.3786,11.4882,13.4397,11.6197,11.3105,13.5613,10.8909,10.2164,11.4331,14.2757,4.637,6.2094,20.011,16.1193,11.5063,18.1959,18.1785,24.5169,7.5821
13,10.9465,33.4897,16.4211,5.6735,20.5554,11.6624,13.4087,11.1995,11.5424,13.1452,12.311,10.1671,11.9718,13.9678,4.8111,6.8299,20.3403,15.0727,10.6029,19.466,19.2028,24.0115,8.702
13,11.2057,34.1331,15.7616,5.6004,20.5822,11.8085,13.7192,10.5712,12.1867,13.2589,12.9836,10.1123,11.4663,13.578,4.7019,6.8395,21.1775,15.4022,12.1487,19.4899,20.3763,24.2652,9.6169
13,11.0558,33.7061,14.8856,5.2093,20.7668,11.8921,14.5913,9.8528,12.5115,13.1567,12.4572,9.3047,10.6624,13.7155,4.6963,6.7696,21.8651,15.5106,11.5961,20.4069,20.1398,23.8667,10.1235
13,11.1638,32.3424,15.5781,5.0517,20.7568,12.0306,13.9852,10.0939,13.1589,12.9825,12.1032,10.0522,10.1601,13.673,4.8933,7.499,22.5872,15.4365,11.5581,20.3878,19.9235,23.9933,10.236
13,11.6096,32.9075,15.8101,4.7988,21.0452,12.5539,13.41,9.7172,12.9998,12.7474,12.5796,9.7241,9.9402,13.415,4.6553,7.0288,22.7772,15.7278,11.9266,21.3146,20.6318,24.9014,10.6538
13,12.0773,33.0899,16.0638,4.6464,21.0611,12.7307,13.2516,10.5443,12.5686,12.8944,12.1551,9.1795,9.6142,13.4361,4.0938,7.1993,22.6769,16.1878,11.9685,20.661,19.8125,24.9897,10.5324
13,11.5773,32.5451,16.127,5.0232,20.4252,13.0594,13.3798,10.5628,13.1477,12.4985,11.9249,9.1099,9.6207,13.1915,4.6188,6.8017,23.4532,16.4367,11.8877,20.3711,20.1285,24.7067,10.6861
13,12.419,34.617,18.0846,5.2376,19.6382,13.138,13.2218,10.4788,13.4272,12.9475,11.6161,9.1807,9.3704,13.5317,4.2905,7.4501,23.8159,16.551,11.5188,20.9523,19.2722,25.9042,10.411
13,12.1651,34.2986,18.0725,5.3863,19.7102,13.2523,13.6115,10.3218,13.9411,12.8174,11.5774,8.884,9.1609,12.499,4.3018,6.9111,23.6322,16.8875,11.988,20.0938,19.4607,26.0473,10.5364
13,12.2597,36.675,18.6501,5.4701,19.5686,13.238,13.9976,10.1746,14.3587,13.2777,11.2457,8.1302,8.8328,11.3576,3.424,7.152,23.9492,16.8106,12.4691,20.6571,19.4948,26.6941,10.1849
13,12.3156,36.4642,20.0674,4.8258,19.3875,13.1011,13.7615,10.0262,14.2032,13.1463,11.1821,8.6164,8.6692,11.5549,3.7551,7.302,23.5125,16.9092,11.9093,19.7999,18.2022,27.0726,10.1112
13,12.6589,34.0776,19.8706,4.793,19.6597,13.5972,14.4567,10.3017,14.2714,12.5786,10.4665,8.1729,8.7446,11.9387,3.3774,7.0526,22.8271,16.4273,12.6807,19.863,18.1673,27.2339,9.4949
13,12.4509,34.8995,19.3221,4.6236,20.0016,13.1051,14.0843,10.2258,13.7561,12.9812,10.8186,8.3076,8.5905,11.74,3.7527,6.8116,23.3754,17.5236,12.9435,20.1023,17.0335,27.1152,9.0303
13,12.1406,33.7051,19.6186,4.7572,20.1791,13.2341,13.7916,10.3717,13.8862,12.7879,10.4333,8.3949,8.1634,11.2057,3.1112,7.0944,22.6548,16.8657,12.853,19.1254,16.8175,26.4112,8.6391
13,12.1516,35.3626,20.7769,4.7194,20.7433,13.6757,13.3575,10.1926,13.6146,12.8517,10.2881,8.753,8.1119,11.2376,3.2745,7.4404,22.4726,16.3343,12.5194,18.6225,16.3031,26.1207,8.1102
13,12.1487,34.2466,19.7178,4.4762,20.1111,13.1626,13.3523,9.7561,13.4488,12.4373,10.3716,8.7029,7.6787,10.9646,3.2603,7.353,21.9824,16.6853,11.9993,18.4165,16.5324,25.9275,7.705
13,12.1045,32.4134,19.7661,4.9156,20.3836,13.0018,13.5762,9.7015,12.949,12.7909,10.2723,8.6128,7.7681,11.1039,3.1837,7.0293,21.347,16.3044,11.5262,17.6092,16.0779,26.1242,7.5352
13,11.5749,32.9995,21.2789,5.1311,20.772,13.6832,14.1053,9.6063,12.9608,12.2375,9.9947,8.6113,7.4273,10.9983,2.6457,6.7738,20.5463,16.2895,12.2835,17.902,16.1309,25.5599,7.9852
13,12.7992,31.7609,19.2678,4.6518,21.4069,13.2797,12.8209,8.6934,13.4798,12.3795,9.7229,8.84,7.5684,11.9055,3.156,6.2646,20.6991,16.3555,12.9426,18.6237,15.7132,25.4386,8.1323
13,12.4467,32.4253,18.173,4.9371,21.4499,13.5661,13.2448,8.6058,13.8886,12.4942,9.19,8.2838,7.275,11.8792,2.6158,6.5826,20.2226,15.3593,12.5932,18.5625,15.2059,25.8005,8.6571
13,13.0341,31.2212,18.8219,5.2939,20.8084,12.921,13.8337,8.1307,14.1769,12.1304,9.1721,8.0989,7.0009,11.9816,2.65,6.8052,20.8624,15.9032,12.2257,17.9832,15.5041,26.9123,8.8931
13,12.2258,29.7167,18.254,5.4378,20.8659,13.0574,14.07,8.4999,13.8082,11.5717,9.8576,8.2329,7.3101,11.7577,2.6751,6.7584,20.1534,15.7638,11.6273,17.79,15.3113,28.4096,8.9523
13,12.7224,28.8447,16.9989,5.4852,21.3441,13.1184,13.8793,8.7277,14.3503,11.8353,9.1964,7.1476,6.9017,11.5611,2.6062,6.2541,19.844,15.6326,12.3049,18.2291,15.3996,28.5855,8.8765
13,12.1472,28.8374,17.0412,5.3787,21.3375,12.7491,14.9264,8.2577,14.013,11.8704,9.5182,7.9036,7.0233,12.0395,2.7092,6.2198,20.0061,15.7196,11.5921,18.7739,15.1042,29.0752,8.6818
13,12.6479,30.8628,17.387,5.3602,20.9336,12.5694,14.6652,8.2639,13.6781,11.7263,8.9764,8.5253,7.1606,12.5519,2.6317,6.3932,18.5706,15.9241,12.6129,18.4695,14.6764,28.4434,8.1332
13,12.2599,29.5107,16.9675,5.5133,20.7832,12.6802,14.7213,8.2155,13.3874,11.4241,9.2036,7.6039,6.8662,12.4668,2.5385,6.2699,18.9456,15.9218,11.9357,18.3582,14.1291,27.5377,7.8013
13,12.1454,28.239,16.3859,5.6218,20.7662,13.0036,14.2486,8.0449,13.3299,10.6052,8.8911,8.0561,6.8105,12.4767,2.3554,6.2011,18.2546,16.1983,12.8814,17.2842,13.4892,26.4476,7.2396
13,11.7928,29.4292,18.7022,5.7915,19.4283,12.9575,14.3374,8.0404,13.3954,10.8579,8.5944,7.877,6.9152,11.4636,2.6585,6.239,17.6125,16.7336,12.1474,17.4553,13.5321,25.0494,7.1319
13,12.2638,29.912,17.0538,5.8185,20.515,12.9081,14.6864,7.9177,13.0096,11.3002,7.6771,8.5645,7.4952,11.958,2.6672,6.0817,17.5129,16.3753,11.3572,17.6404,13.0826,24.9741,6.9955
13,12.4337,31.0767,16.5387,5.4114,20.3299,12.723,15.0176,7.8843,13.3293,11.1337,7.7791,7.9281,8.1034,12.1378,2.3902,6.1064,16.6915,16.9272,12.6171,17.5953,12.751,24.4814,6.812
13,11.9456,31.0791,18.0705,5.2495,20.2188,12.9032,15.9652,8.1816,13.07,11.3022,8.3785,7.846,7.4718,11.7359,2.5153,6.1622,17.5764,17.073,11.8319,17.4832,12.5134,25.3762,6.8091
13,11.649,30.3308,15.8062,5.1758,19.6614,12.6952,16.766,8.2911,12.6289,10.8102,8.6781,8.3138,7.2422,12.1342,2.6153,6.1433,16.1211,16.8929,12.4716,17.6212,12.8408,25.6695,6.6333
13,11.9522,31.5893,15.7864,4.8705,19.5691,12.6809,17.6465,8.1734,12.9049,10.6153,8.0759,8.9135,7.123,12.4629,2.528,6.2302,15.6372,16.4776,12.3092,17.8779,13.3277,26.4115,6.6724
