odour stim;12/11/2020 Female3;12/11/2020 Female4;12/11/2020 Female9;13/11/2020 Male3;13/11/2020 Female4;13/11/2020 Male7;13/11/2020 Female8;13/11/2020 Male9;13/11/2020 Male10;09/12/2020 Female13;11/12/2020 Female1;14/12/2020 Male1;08/02/2021 Female1;09/02/2021 Female6
;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V
0.5;16.0129;10.8825;7.8607;7.9766;11.7875;8.6129;6.6755;7.8506;6.9101;13.0461;38.1768;5.6389;9.8576;9.3856
0.5;14.7858;11.143;8.3055;8.6563;13.0417;9.2361;6.2452;7.6966;7.3869;13.4298;35.0532;5.7283;11.3426;8.9717
0.5;12.5933;12.6678;7.6968;8.702;12.4242;8.9924;6.2863;7.2679;7.6149;12.274;32.139;5.5357;12.7187;8.7488
0.5;14.1678;12.4373;8.3994;8.179;13.2983;8.652;5.7987;7.4432;6.7778;12.3685;32.2807;5.5917;13.3813;8.295
0.5;15.5724;12.866;9.4975;9.3753;14.7983;7.9251;6.2689;8.0397;7.3083;12.2984;29.6219;5.4751;14.571;7.3213
0.5;15.0285;11.4012;8.3441;7.8171;14.943;7.784;6.0481;7.4374;7.5291;11.2481;26.1472;5.6695;13.6135;7.9248
0.5;14.9263;10.8886;8.0588;9.817;14.4355;7.208;7.1584;7.051;7.2105;12.3796;27.9919;5.6882;14.5189;8.105
0.5;15.5868;11.5891;7.5857;9.3239;15.2349;8.922;6.6014;8.2059;8.7713;13.4537;26.3385;5.5644;14.0981;9.233
0.5;17.0856;11.8711;9.0784;8.61;14.6174;8.103;7.0671;7.8306;9.6267;12.6266;22.4259;5.4704;13.7121;8.9278
0.5;15.9549;11.3084;8.643;8.7448;14.4794;7.9137;6.3924;8.0083;8.8124;11.834;22.7824;5.2808;14.5195;8.579
0.5;14.8338;12.7577;8.5235;7.8212;14.3654;7.3502;7.5246;8.0947;8.1302;12.8644;23.9053;5.4134;14.175;9.6858
5;15.9413;12.1332;8.5113;7.1737;15.1184;7.2536;6.9795;7.682;9.6864;11.7047;24.9192;5.4624;14.0173;9.2782
5;15.5805;13.9402;7.6836;7.3621;14.3443;7.3736;6.654;7.7986;9.1898;12.5999;24.4855;5.4818;14.1178;10.1258
5;13.5267;13.9621;7.598;7.7962;14.9076;7.5948;7.1728;7.9827;8.2881;11.7432;29.0391;5.4823;14.4784;11.0881
5;11.9296;15.0297;7.745;7.6688;15.0391;8.1801;7.2429;7.8832;8.3261;10.9538;25.4863;5.3421;13.0725;12.2227
5;12.9943;13.7804;8.3507;7.2852;14.415;9.6094;7.514;8.0475;7.7202;12.3205;25.1928;5.5331;12.413;11.8217
5;14.3184;12.4618;8.6974;7.628;14.879;9.3549;6.8097;7.2622;7.6786;12.9819;30.8238;5.321;13.6599;10.5345
5;16.0925;10.9709;7.6164;7.3015;15.7282;11.8016;6.9627;7.7524;8.0364;11.8872;29.9425;5.2413;13.6654;11.7067
5;15.8059;10.1297;7.2904;7.0056;16.4499;11.3353;8.1688;7.5753;7.5129;10.9053;31.0769;5.1995;13.1387;11.5713
5;15.8156;11.403;6.9666;7.6145;17.0784;10.7199;9.4612;7.555;8.2795;11.7796;30.589;5.1867;11.7569;11.0788
5;13.3031;10.5335;6.7871;7.5281;17.1192;9.377;8.764;7.318;9.1764;10.9339;27.8171;5.2982;11.6092;10.4511
5;14.8873;9.888;7.134;8.5851;16.4;8.6334;8.7073;6.552;8.4478;12.4666;29.6355;5.3479;11.2565;10.1506
5;14.942;10.7843;6.4319;8.1019;16.5388;8.1643;8.8507;6.3852;7.576;11.4656;27.882;5.2815;10.0856;8.9763
5;15.7065;10.374;7.4363;8.0491;15.807;7.5781;9.0188;6.6636;7.1419;11.2063;29.3988;5.2344;9.6495;10.6507
5;15.9378;10.915;7.5559;8.8798;16.1266;7.49;8.3632;6.4522;8.7244;12.1793;33.0299;5.2863;9.1908;11.1828
5;15.7215;10.1582;7.1945;8.0083;16.3175;7.4806;8.0937;6.809;8.3771;13.3024;28.9316;5.3504;8.5022;13.1231
5;16.9381;9.8115;8.5752;8.6009;17.5734;6.8538;7.464;7.4499;8.9208;11.8599;28.3438;5.3283;10.1537;12.7967
5;16.6956;8.9435;7.536;9.7008;15.7419;8.6313;8.173;7.6677;7.6819;12.8031;28.0489;5.3021;9.699;13.4518
5;14.0413;8.639;7.1894;8.9611;17.1621;8.4779;8.4884;6.7549;8.1951;13.9644;29.923;5.1008;9.1962;13.0674
5;12.5545;9.8774;7.8024;10.1971;18.0838;9.0511;9.0815;6.3701;8.0449;12.998;29.3359;5.379;8.5843;12.4432
5;13.0252;10.5262;7.2335;11.4367;18.4105;9.6382;9.3737;5.738;7.8988;11.5064;27.5704;5.3484;8.0011;13.9716
5;13.0316;11.5057;8.2275;9.9602;18.1832;11.1523;9.1924;6.435;7.6513;10.9255;26.7493;5.2418;7.3925;13.1874
5;17.1174;10.7114;8.76;9.0527;17.0252;12.9541;9.605;6.0319;8.0477;13.3011;24.5978;5.3667;9.4576;14.0658
5;16.5232;11.3826;7.7795;8.1592;16.6867;11.9452;8.5359;5.8136;7.523;14.8657;28.7566;5.2287;8.9491;12.9406
5;17.1532;10.3886;8.6776;8.0909;17.7215;10.3836;9.9246;6.1797;7.2886;13.9755;30.322;4.847;8.2075;11.8536
5;15.8582;10.8259;9.0374;6.6339;16.3041;9.647;10.4411;6.0034;7.1931;14.1915;30.4114;5.4558;8.8477;13.3031
5;17.5191;13.1447;10.7958;6.944;15.3803;10.0123;9.3409;5.2887;7.0836;13.5108;27.623;4.7134;8.4472;12.8944
5;14.8097;12.9886;10.2826;6.7127;14.3651;11.7729;10.2432;5.8394;7.6352;12.3373;25.403;5.0215;7.9464;13.1143
5;14.902;14.4161;8.9909;7.0341;15.3524;10.1459;10.7566;5.4432;7.1658;13.7329;24.5073;5.1311;7.2158;13.9585
5;14.0593;15.8243;8.5791;6.0883;15.641;11.3808;11.213;5.0424;7.8414;13.8449;22.7406;5.3364;7.5769;14.3647
1;12.5567;15.5718;8.83;6.2175;14.3673;11.2524;12.3797;5.0085;7.0884;12.6471;23.1298;5.143;7.5084;14.2365
1;15.1688;14.1727;7.808;6.5756;13.5071;12.3122;11.7075;4.881;7.6102;13.9361;27.8042;4.9721;7.0825;13.6785
1;13.4954;13.3938;6.7373;6.1855;12.2335;10.6806;10.5135;5.7007;8.0654;14.9176;26.631;5.1738;6.6942;12.2817
1;16.3104;15.0456;6.7871;6.2192;10.622;9.8562;9.2392;6.8786;8.8212;13.2074;22.9181;5.437;6.344;15.6433
1;14.1752;15.866;6.1771;6.3402;9.4842;9.1908;10.4144;6.9362;10.5085;14.7129;29.7226;5.0782;6.1138;14.4807
1;12.4923;14.582;5.9936;5.9186;8.7054;8.61;9.4071;6.8791;10.1166;17.2068;31.5118;5.0869;5.961;15.0518
1;12.2356;12.8331;5.7731;5.1367;7.9654;8.3726;10.7565;6.6298;9.3906;15.9686;28.1464;5.304;5.4376;15.1802
1;9.7338;14.7012;5.5193;5.3069;7.4222;8.1286;11.61;6.1345;9.4504;14.1279;24.0798;5.4515;5.6754;14.2527
1;11.2631;13.4765;5.3947;5.1715;7.0811;10.2974;12.1757;5.7748;8.3749;12.3657;21.678;5.0849;5.3294;14.6352
1;11.8303;12.5415;5.2014;5.3774;7.9006;10.1075;13.3592;5.7213;8.9347;12.1057;23.3864;5.0917;5.1703;16.8328
1;11.4631;13.0801;5.2298;5.975;7.4682;11.0929;13.5686;5.6954;9.1103;13.471;28.124;5.2313;5.1028;14.1161
1;11.2509;16.0582;5.8071;5.2513;7.0951;9.9756;12.5398;5.4993;9.6957;12.6452;26.3607;5.275;5.1715;13.3436
1;9.5595;17.3247;5.9851;5.592;7.2637;10.1914;11.7323;6.0868;9.8646;12.5394;29.2276;5.4747;4.7397;13.3367
1;9.7586;17.8661;5.6758;5.7002;6.9398;10.2207;11.0395;5.7344;8.8322;12.5376;31.006;5.6269;5.4749;14.5818
1;9.0391;17.365;5.376;5.3708;7.9166;9.2313;10.3532;5.0373;7.9549;13.8929;31.0965;5.8374;6.5242;16.2088
1;8.4423;17.2343;5.2666;5.7316;7.7174;8.5675;11.506;5.0648;8.0591;13.7513;30.3323;5.4367;7.5964;14.9046
1;7.7381;18.8041;5.0381;5.6766;7.1762;8.0231;12.7638;4.909;9.0634;13.498;30.4716;5.9528;7.887;16.2681
1;8.3527;17.4749;4.6018;5.3839;6.6066;9.1516;12.7723;5.099;8.3748;14.2671;28.498;5.873;7.3674;15.9679
1;8.5458;16.5351;4.7616;5.7413;6.3951;9.1324;11.8605;4.558;8.6006;12.8745;26.978;5.9371;6.7889;13.8615
1;7.3812;15.2881;4.6858;6.5404;7.0307;10.9018;10.4288;4.6376;8.643;12.243;29.0187;5.7414;6.6067;14.9481
1;7.6891;16.8883;4.6235;6.4992;6.8565;10.7475;10.4594;4.3186;9.4967;13.4709;28.87;5.6995;5.9423;16.4817
1;6.9023;15.857;4.6876;7.1383;6.612;11.8917;11.6913;4.8439;11.4316;14.3897;28.0466;5.6753;5.7472;14.84
1;6.7656;17.6341;4.3895;8.4114;6.4892;10.6991;11.0627;4.5886;10.2489;13.2806;27.703;5.4142;5.242;13.702
1;6.5322;16.6888;5.0665;9.8789;5.8572;9.7429;12.0097;4.2687;9.7855;12.1431;27.2583;5.7518;7.0427;11.2053
1;7.0544;17.3459;5.1443;8.2567;5.829;9.219;11.987;4.3985;9.828;12.8084;27.6961;5.4876;6.5337;10.9707
1;7.5963;15.3379;4.6161;8.7139;6.6694;8.4437;11.8911;5.0307;9.7575;11.7687;27.6074;5.5411;6.6301;10.9399
1;7.018;16.8801;4.5539;8.726;6.3224;8.074;11.3664;5.0664;10.1116;12.1805;27.4063;5.6505;7.7286;11.1237
1;8.5019;17.7689;4.1898;9.0034;5.853;10.1734;11.1282;4.7422;9.7769;11.6446;28.959;5.6323;7.3453;10.6519
1;7.6529;16.7081;4.1282;8.7249;5.6156;11.0319;11.4847;4.348;9.0446;10.98;26.5887;5.4991;6.797;9.456
1;6.5654;15.1781;4.0652;8.003;5.3123;10.4647;11.6126;5.073;8.4409;12.7088;25.799;5.5592;6.4513;9.9995
1;6.9414;16.9342;4.1846;8.2354;5.6564;9.7312;12.4588;4.6687;8.6966;11.713;26.4544;5.6805;6.1603;10.9705
1;8.0927;15.0163;4.2182;8.9559;6.1643;10.3997;11.8142;4.2852;9.1909;12.4008;23.5665;5.712;5.883;11.2292
1;8.5636;17.5505;4.733;8.4934;7.3958;10.0377;13.5367;4.1754;8.2469;11.8894;24.0209;6.0155;5.5969;11.61
1;7.7204;16.2948;5.2364;9.5559;6.6712;10.818;12.3008;4.6095;7.7722;11.1597;21.4518;5.8331;5.0933;12.4217
1;6.8863;16.9946;4.7665;10.2252;6.3406;10.3274;11.2749;4.4901;9.2207;12.1511;23.5081;5.9322;5.4955;13.9625
1;7.1048;19.6174;4.6808;8.4769;5.8086;9.4258;10.4475;4.6403;8.8408;11.5568;26.1773;5.6433;5.6679;12.1883
1;6.4166;19.3552;4.8037;7.9798;5.3662;12.9191;9.468;4.3404;7.7667;10.2322;25.4216;5.894;5.8002;11.1865
1;6.1956;17.9388;5.2068;9.4872;5.1809;12.4811;9.7859;4.4158;8.2371;11.7014;25.6094;6.6221;5.5152;9.8658
1;6.0754;18.6033;4.7249;9.2067;5.9495;11.733;8.4017;5.2808;8.5534;10.2961;25.7919;6.5595;6.1272;12.1806
1;5.823;17.9579;4.8136;9.4393;5.6641;10.3489;7.7268;5.3356;8.7292;8.8149;25.4829;6.2691;5.8707;13.9988
1;6.9536;19.8615;4.45;8.4667;5.5817;9.9617;7.0165;6.3874;9.9905;9.4434;22.2653;6.2869;5.8001;14.7814
1;7.2299;20.0968;5.269;8.2875;6.8146;10.774;6.4918;7.2767;9.6451;11.4124;25.6695;6.3084;5.2264;14.1066
1;7.028;17.9565;5.0714;8.3409;6.536;10.1651;6.1696;7.6168;9.1013;12.2573;25.592;6.4166;5.5648;14.6791
1;6.014;15.711;4.9932;8.8607;7.3157;10.8343;7.9012;6.7878;8.8639;14.1723;25.3726;6.8899;5.8595;13.9997
1;6.5794;17.8424;4.5429;8.3597;6.7405;13.5718;6.8751;7.1892;9.1165;11.9511;23.3443;6.7286;5.5639;12.2948
1;8.4447;18.8849;4.4051;7.4809;6.5703;12.6423;6.9222;7.0552;8.4807;11.3677;26.9646;6.4692;5.3639;12.4909
1;7.8435;18.648;4.4853;7.5669;7.1789;13.0134;7.2209;7.1204;9.8694;12.5228;26.5877;6.3269;4.7177;11.6326
1;8.8273;19.172;4.308;7.5364;6.6218;12.0543;7.6213;6.6411;10.3028;13.9258;26.7278;6.3786;6.1794;12.5948
1;10.0288;20.508;4.0741;7.0916;5.9104;13.8768;6.8541;5.7543;10.179;12.417;26.2454;6.1234;6.4354;10.834
1;9.6158;18.6694;4.2301;7.4799;5.6317;14.5556;6.2808;6.2364;9.363;11.7121;28.8185;7.0596;5.9587;12.2513
1;8.9492;20.1307;5.0113;6.5383;6.4413;17.1469;6.8921;6.8774;8.3857;13.9519;25.5746;6.9724;5.8551;14.5766
1;7.5683;19.0896;5.4331;6.0045;6.8389;15.6937;6.4265;7.3329;10.0135;13.682;26.0495;6.6997;6.2964;13.3102
1;8.4502;21.2962;5.5498;6.4118;6.0142;14.5606;5.9561;7.3425;10.1413;12.4604;26.6971;6.7564;5.8007;14.5321
1;9.0539;20.2404;5.8286;6.4634;5.9455;15.9666;6.351;6.7024;9.3449;12.5037;29.1047;6.3405;5.7606;13.3495
1;8.5035;20.2421;5.686;6.5676;5.9765;17.3055;5.7897;6.7927;9.3384;10.8631;27.9454;6.3474;5.4222;15.1783
1;10.0483;18.046;5.8411;5.6968;6.3365;18.6047;5.6915;7.7045;8.7442;12.8365;26.5785;6.4354;5.3317;14.7845
1;9.7733;17.7095;6.6306;5.271;7.3749;18.2437;6.3311;7.24;9.2283;14.4208;27.0868;6.3153;5.8335;13.0487
1;11.2805;17.9202;6.6558;5.1947;7.3558;16.5653;6.1787;6.7497;8.7261;13.3345;26.9994;6.5061;5.7703;14.694
1;10.358;18.2828;8.0958;5.0033;7.7561;14.882;6.7658;6.0467;10.8349;11.8813;27.0592;6.3364;5.7863;15.5513
1;9.4923;18.3516;7.5811;4.6583;7.1032;13.6746;6.1826;5.9992;10.5902;11.1063;29.4182;6.1769;5.3571;13.8904
1;11.5543;16.1857;8.0072;5.014;6.3152;12.1443;6.586;5.6693;9.6041;11.198;25.9355;7.1287;5.4061;14.0182
1;9.7804;18.0701;8.3825;5.4557;5.7589;14.0262;6.9391;5.4708;8.9857;10.2874;24.7348;7.6728;4.6903;14.1028
1;9.424;18.9803;8.9229;6.4837;5.4201;13.4931;6.5864;6.646;10.7746;11.9896;25.9321;7.5509;4.972;14.422
1;9.2768;20.4822;8.2811;7.1082;5.2242;14.5126;6.0611;6.1911;10.2153;11.6653;23.2382;7.0883;6.1167;13.7866
1;9.1;22.0088;7.5833;6.9697;5.306;14.6792;6.186;5.7843;9.1283;12.5536;22.2033;6.8715;6.3695;13.51
1;9.7041;20.9101;7.2861;6.4899;6.1897;13.332;6.1232;5.1923;10.583;11.2519;22.5439;6.6291;5.7324;12.0652
1;10.0495;18.1838;8.2348;6.5227;6.1532;15.3281;6.6706;5.1213;9.7029;11.3741;21.8321;6.6695;6.4275;11.5351
1;9.6365;16.8302;7.9972;6.7295;5.3874;14.5868;6.0534;4.7299;11.89;13.7547;19.8998;6.5486;6.282;11.9874
1;8.9832;16.3003;7.7336;6.5192;4.9971;12.9988;6.5966;5.459;10.9151;13.0152;18.257;6.5235;5.8317;13.1899
1;9.7765;14.4585;7.9196;5.7496;5.7766;15.0039;7.5257;5.3252;9.9568;11.7366;18.3117;6.1989;5.5258;11.4397
1;9.2705;13.471;7.5593;6.6234;5.2521;13.4681;7.2798;5.032;9.7483;12.3188;22.1731;6.3759;4.8472;10.602
1;8.8874;12.449;8.1342;6.4152;5.6525;15.5717;6.6975;4.8046;10.0927;11.3131;19.6804;6.2436;4.9469;10.1889
1;8.0334;11.5143;8.6283;7.2669;5.6865;16.0766;7.0642;4.4831;10.7598;12.1818;18.2727;6.2208;4.7553;10.5719
1;7.0621;10.7247;9.115;6.5323;5.1674;15.2227;7.4522;4.4248;11.6127;11.7652;17.1929;6.319;4.9269;10.523
1;7.2263;10.2127;8.7493;7.2491;5.9054;13.5298;7.0802;4.6402;11.0476;12.1486;15.4961;6.1048;5.3766;9.5
1;6.6315;9.8649;9.0281;6.8036;5.4447;12.8807;6.3572;5.2483;11.0846;10.9458;14.9866;5.9236;5.4146;9.4769
1;8.5074;10.9221;8.1615;7.3116;5.55;13.4118;5.8778;5.406;9.6706;10.16;19.4198;5.9731;5.1669;10.2775
1;10.6267;10.8467;8.8223;7.5589;5.2166;12.8514;7.0475;5.4545;10.2907;11.7156;19.9715;6.7893;6.007;9.1951
1;11.8483;9.9729;8.0798;7.1274;4.7845;11.5338;6.7501;5.5367;11.7002;10.7025;19.1846;6.2839;5.6661;8.6272
1;11.8134;11.2709;8.4219;7.8351;6.0693;11.6051;7.0858;5.2295;11.9202;11.4014;18.1457;6.3919;5.4719;7.6798
1;12.4474;10.6718;7.5598;6.4879;5.8643;12.9805;6.5613;5.2165;11.9008;10.3876;21.1359;6.2766;5.0579;8.2914
1;12.3862;10.2768;7.0371;6.7224;5.5074;12.1614;5.9923;5.938;11.0569;11.1189;22.3297;5.8578;6.168;9.3766
1;12.258;12.5728;7.5697;8.4577;5.8679;12.8289;5.5381;5.6521;11.2088;11.3977;19.3203;6.1445;6.5822;8.4037
1;11.5092;12.0253;7.2966;7.0801;5.5887;14.8031;4.9233;5.1406;11.4703;11.4484;20.6508;5.8451;8.4287;8.143
1;11.0663;12.5779;8.8794;7.0457;5.0001;14.3735;6.4649;4.7881;11.2869;11.8652;22.8864;5.8113;8.8152;8.4177
1;12.8267;11.8172;8.7119;8.3307;4.8466;14.7315;7.0982;5.2286;11.6221;11.0707;21.6447;5.7732;8.4019;9.3911
1;16.2693;14.9026;8.1053;8.3421;4.6515;15.3086;7.5127;6.0191;13.1383;12.3315;19.5676;5.6999;7.7138;8.7619
1;14.9222;14.7545;8.4463;7.2937;4.5542;15.7086;8.1333;6.713;12.3474;13.6964;17.246;5.5174;7.2518;7.2778
1;15.3604;13.046;8.2164;7.3379;4.8198;14.4541;8.308;5.8914;11.1682;12.3096;18.2499;5.3888;6.3989;6.9143
1;14.3693;12.1507;7.6645;7.8784;4.9126;13.1601;8.6188;6.6599;10.1118;11.4463;21.2604;6.0298;6.2755;6.8418
1;11.9454;12.1852;7.221;8.9225;4.7966;11.9217;7.7818;6.6363;9.3351;9.9163;21.1723;5.8801;5.8378;6.0023
1;13.9671;11.7534;8.7381;7.803;4.7629;11.2464;6.9823;6.5896;8.409;8.7302;20.2384;5.8259;5.9219;6.7343
1;12.9977;10.608;8.4643;7.0749;4.4761;13.4694;6.8697;6.5103;8.7699;11.0597;21.5733;5.8346;6.1364;8.2362
1;13.9688;10.0415;7.4658;6.6857;4.344;12.4914;7.4557;6.7048;8.2188;10.1799;23.8121;5.6677;7.4886;7.9505
1;14.1455;9.6862;7.1547;7.2944;5.0255;13.5261;7.9438;6.6492;7.9452;8.7555;23.744;5.6806;7.4637;7.4208
1;13.833;9.5665;7.876;6.7608;5.4638;12.6141;7.4502;7.2054;8.5702;8.9316;24.6637;5.9634;6.8735;9.625
1;13.9629;10.0467;8.24;6.4871;4.9054;13.3392;6.807;7.3716;8.1318;10.118;21.9685;6.3591;6.8183;8.8685
1;14.9946;11.4979;8.7564;6.0157;4.7991;14.7011;7.132;7.442;8.2618;10.6544;23.8145;6.1623;6.9476;8.8805
1;14.2159;11.0102;9.1798;6.545;5.3432;13.2088;6.5412;7.1512;8.3775;13.67;22.493;5.99;7.6602;8.8893
1;16.9885;9.7396;8.864;6.3054;5.3314;12.2935;6.1218;7.4089;8.8529;14.0977;26.1431;5.973;7.2801;8.044
1;14.9533;9.3356;8.0269;7.5466;4.7208;14.4744;6.0098;8.2199;8.2354;14.0594;32.092;5.9598;8.3979;7.4804
1;13.779;9.3142;8.1566;7.143;4.8676;13.5727;7.1977;8.2739;7.5698;12.6282;31.6111;5.981;8.076;8.344
1;16.4209;8.6388;9.0324;6.946;5.7034;15.9646;6.8345;8.3013;7.0373;12.6284;28.3777;5.8974;7.827;8.0494
1;16.6484;8.6192;8.6448;7.3147;6.5078;13.6121;6.0448;7.5257;7.5701;13.67;26.3085;6.0998;8.5404;7.7666
1;16.8541;8.0217;8.5842;7.1843;7.078;14.1312;5.6537;8.0781;7.3396;10.7694;28.6435;6.0249;8.9205;7.6523
1;15.2706;8.1583;9.4307;7.0333;7.8488;12.7819;5.716;8.3624;6.9577;11.384;29.8937;5.9817;9.1705;6.7088
1;16.4996;8.2606;9.0596;6.4204;6.7263;11.398;6.0597;8.2476;6.761;11.6005;31.4179;5.881;10.2125;6.3176
1;16.2005;7.8829;8.8006;6.6727;8.4107;10.4779;6.3456;7.7956;6.316;9.334;34.7199;6.0956;9.9858;6.5128
1;13.95;8.2219;8.9298;6.721;9.5763;9.8601;6.0543;8.601;7.4486;8.4509;31.218;5.8856;9.3772;6.5891
1;16.9398;8.1337;8.6957;7.7795;9.6839;9.1252;5.707;7.5344;7.6529;9.8195;31.8358;5.8006;9.0822;8.5741
1;14.6081;10.0306;8.3564;6.6036;9.2685;8.5046;6.0416;8.2596;7.2307;9.8428;28.7956;5.7939;11.0922;7.9531
1;17.6354;9.4002;7.7138;7.8319;11.5647;8.9645;7.0059;8.9521;7.6075;8.8802;25.2943;5.9031;10.4128;7.2591
1;17.4228;10.5575;8.2019;6.5647;11.637;9.7215;7.117;8.6641;7.9894;8.2715;22.6686;5.8088;9.6847;6.6393
1;16.9213;11.4372;9.002;6.5349;13.368;9.0322;6.5009;8.5657;8.9637;9.9419;19.4003;5.6722;11.1693;6.0905
1;16.1488;11.6997;9.0583;6.5034;12.1695;8.4262;8.048;8.4434;9.6518;10.0251;20.8066;5.7576;9.8826;6.5214
1;16.4123;10.6665;10.2577;7.1673;13.5954;8.0353;8.3059;7.6855;9.6263;11.3713;21.9264;5.6594;10.3887;6.1685
1;16.6382;9.9287;9.4218;6.6678;14.1971;7.8008;7.3044;8.3062;8.7909;13.167;21.3223;5.4795;11.3288;6.8011
1;18.2703;9.6336;9.5169;8.1594;16.0275;7.3707;6.6621;7.8061;7.8512;12.4032;19.7283;6.4252;12.519;7.4255
1;17.6324;10.5416;8.7808;7.4265;15.4105;7.0947;7.9946;8.3271;7.3728;13.0168;25.8483;6.1922;11.7933;6.9459
1;17.8964;10.7497;8.3478;7.1079;17.0211;7.2073;7.2109;8.029;6.9833;11.6242;33.6991;6.3211;10.6762;8.1448
1;17.7397;10.7601;7.1898;7.4447;16.4767;8.8381;6.5847;7.9725;6.4321;11.3915;36.5558;6.0913;10.5617;7.3904
1;19.9361;9.7423;8.2424;6.4479;17.6623;8.46;6.0286;7.5336;6.306;12.0638;31.2572;6.1073;11.7089;6.4999
1;21.5914;10.0879;8.9357;6.0592;18.8911;7.9579;5.8007;7.106;6.2605;13.7556;28.4096;5.9673;11.4089;6.6245
1;19.6014;10.0619;8.9126;7.4121;17.1408;7.8049;7.1342;7.0651;6.5921;16.0893;28.1239;6.1442;10.8683;7.4663
1;16.171;9.2513;8.853;8.8219;16.2729;7.3877;6.3679;7.7356;6.6319;17.5102;29.8163;5.7143;11.1034;6.9468
1;16.6225;9.0013;7.9267;7.8441;17.1861;7.159;6.8497;7.4972;7.0837;18.5346;29.6033;6.7589;11.202;6.5352
1;20.1616;8.7557;7.5329;7.6129;18.0186;7.108;6.2221;7.6475;8.5795;17.567;30.4056;6.4372;12.9112;6.1327
1;21.8092;9.8259;7.9986;8.1911;20.0591;6.756;5.9413;7.9547;8.055;15.0627;30.9271;6.37;14.4617;6.7327
1;17.7875;8.945;7.4855;8.6199;20.0593;6.9281;6.3075;7.968;7.4929;13.0854;28.8283;7.4193;15.9997;6.8763
1;18.5277;9.8213;8.1789;8.2737;18.8303;6.9115;6.7299;8.2995;6.8043;13.9311;25.3103;7.8155;16.3636;6.3297
1;16.5993;9.8141;8.6817;8.3105;18.4522;8.1289;6.1789;8.4539;7.3375;13.4059;28.235;7.5012;15.2865;5.9842
1;17.2846;9.3516;7.8731;9.6605;18.4151;7.2991;5.9229;7.6032;8.5902;14.0735;24.8283;8.1267;13.9568;6.3086
1;17.3899;10.4071;8.3757;8.6349;17.3846;7.1757;6.4194;8.7868;7.9761;12.8912;23.3107;7.922;15.2855;6.6166
1;19.4728;10.0098;7.7171;9.0138;18.5426;6.8105;6.8553;8.6701;7.4208;12.739;27.1915;7.6901;14.612;6.6108
1;18.8971;10.2993;7.3583;9.7497;19.6455;6.7577;6.5262;9.2964;7.097;12.9162;25.5754;8.4905;13.2741;6.1111
1;16.304;9.5064;8.2073;9.1118;18.6854;6.6442;7.7597;9.5371;7.3339;12.4192;23.6221;9.4045;11.8002;6.2824
1;16.4963;11.6707;7.4859;9.6294;20.2081;7.8204;6.9817;8.6689;7.198;13.4207;23.7257;8.8337;12.6323;7.3912
1;16.8672;10.7811;7.6222;10.0148;18.4759;7.5091;6.5125;9.542;7.7821;12.1328;26.6537;8.4703;13.2471;8.7917
1;17.8365;10.2975;7.6514;8.9263;19.4672;7.4591;5.8555;8.9753;9.3697;13.9887;25.8878;8.3047;12.5541;7.8476
1;16.4507;12.1199;7.8429;10.0414;20.9861;7.1554;5.3689;8.2303;9.6101;13.1044;29.2552;7.516;14.0215;7.0862
1;18.2723;14.4899;7.158;8.7283;18.3696;6.7687;5.504;7.4222;8.6463;12.1391;28.3268;9.3618;13.9136;7.3557
1;17.3936;13.0094;6.9397;8.6469;20.2512;7.7294;6.6701;7.3491;7.94;12.7041;26.5128;9.5055;12.445;7.0456
1;14.6062;13.4908;6.0883;8.4393;20.845;7.8;7.3279;7.7119;8.0252;10.3676;22.7305;8.7465;11.5477;8.2266
1;17.4924;13.456;6.0964;9.0925;20.2853;7.4178;6.5941;7.7606;8.9918;11.0933;22.8825;8.0236;11.6471;8.0283
1;16.8865;14.8248;5.5869;9.2493;20.3115;7.2198;6.8275;7.1033;10.5503;9.7324;24.2737;7.9988;11.7271;9.2058
1;14.43;15.9464;5.4059;8.8449;20.4591;6.5429;6.7478;7.171;9.4948;11.5391;22.1803;8.4753;11.4148;9.3198
1;12.8324;15.1128;5.8466;9.2183;20.4319;6.7419;7.8358;8.2476;11.1637;11.5295;20.0175;8.08;10.2745;9.905
1;10.8005;14.2165;6.2493;8.3016;19.0479;6.7726;7.4964;7.7687;11.7691;12.4456;17.8328;8.0347;10.3754;10.4116
1;12.7452;14.7411;6.3902;8.2869;16.7911;6.8164;8.7636;6.9286;11.2908;10.2826;16.6149;7.7972;9.9955;8.8122
1;11.7253;15.0398;6.6523;9.3613;18.5246;7.5381;8.8874;6.3163;11.1509;10.809;15.2633;8.7101;9.2587;7.7615
1;13.1761;13.8975;6.4676;8.2638;21.3653;8.2708;8.6948;6.8291;10.0527;12.8921;14.4535;9.2852;8.9863;8.7536
1;14.4647;15.2171;7.883;8.2225;18.8501;9.4505;7.9889;7.4537;11.4633;12.0256;13.9137;8.9128;8.1435;9.6015
1;14.665;15.606;7.7972;9.6708;20.1696;9.2894;7.9342;6.6754;10.4732;11.784;13.5704;9.3329;7.3998;8.8815
1;15.1293;17.8707;8.1349;9.5488;18.5953;8.9452;8.5472;6.0279;10.3559;12.0699;12.5932;8.8305;7.1919;8.2665
