odour stim,29/04/2021 Male6,29/04/2021 Female10,30/04/2021 Male2,30/04/2021 Female4,30/04/2021 Male6,30/04/2021 Female7,30/04/2021 Male10,30/04/2021 Female12,03/05/2021 Female5,03/05/2021 Female6,03/05/2021 Female8,03/05/2021 Male10,05/05/2021 Male2,05/05/2021 Female3,07/05/2021 Male2,07/05/2021 Female3,07/05/2021 Female4,07/05/2021 Male6,07/05/2021 Female8,19/07/2021  Male2,22/07/2021  Male4
,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT
4.5,9.4727,12.5549,9.1237,4.5017,4.5405,7.9444,3.6426,7.0259,4.8987,4.2422,14.4361,9.1517,3.8505,7.1468,7.3055,2.4398,2.8459,2.64,2.9717,6.4991,11.5012
4.5,10.8527,12.9382,8.8184,4.2781,4.4086,8.0397,3.578,6.9193,4.7747,3.9876,14.8738,9.2884,3.6098,6.8876,7.1945,2.3908,2.8825,2.5845,2.9614,6.6598,11.7971
4.5,10.4181,12.8064,9.0324,5.1709,4.9038,8.3628,3.8082,7.8278,4.6694,3.9898,14.5316,8.9474,3.5245,7.637,7.3785,2.5778,2.8834,2.6295,3.0957,6.4518,11.9221
4.5,9.9975,12.5743,9.1868,5.1826,5.3758,8.2187,4.0314,7.6032,4.8531,4.1057,14.4185,9.497,3.6125,7.0817,7.2688,2.5574,3.0065,2.6105,3.0836,6.4491,12.052
5,10.7574,12.7951,8.4457,5.1767,5.242,8.4487,4.3023,7.6186,4.9673,3.9304,14.8385,9.3789,3.4213,7.3182,7.6486,2.4864,2.9971,2.6217,3.2052,6.6678,11.2628
5,10.1599,12.9746,8.9933,5.1861,4.5841,8.4246,4.4215,8.057,4.7797,4.1829,15.0299,9.1913,3.5984,7.6237,7.313,2.6198,3.2308,2.569,3.2138,6.7135,10.8772
5,10.5441,12.7198,9.2138,5.3191,4.0478,8.5129,4.6025,7.8586,4.8995,4.0597,14.8816,9.0569,3.7097,7.0428,7.0248,2.5697,2.968,2.4997,3.2948,6.9046,11.2648
5,9.8979,12.9949,8.7716,5.0283,4.737,8.5135,4.8224,8.012,4.8738,3.6839,15.6109,9.0839,3.6555,7.1177,7.2668,2.339,2.9937,2.4561,3.3966,6.6338,11.1822
5,10.4038,13.0197,8.9568,5.2032,5.1238,8.5774,4.8851,7.9538,4.8292,3.989,15.4336,8.8838,3.4645,6.892,7.2064,2.3013,2.9493,2.5392,3.1258,6.9372,11.3023
5,11.2024,12.6247,8.8167,4.873,5.6931,8.7436,5.0389,7.5256,4.8224,3.7646,15.527,9.0389,3.6888,6.7708,7.4811,2.5129,3.2649,2.6556,3.1407,7.0563,11.2606
5,10.3129,12.3655,8.6178,5.0205,5.4512,8.6115,4.9182,7.6441,4.6553,3.7914,15.3673,8.7402,3.5079,6.6327,6.9474,2.4035,2.9708,2.4852,3.187,7.1192,11.1712
5,10.3574,12.1947,9.0964,4.652,5.2386,8.8827,5.2183,7.4347,4.5561,4.0614,15.3578,8.5416,3.5315,6.423,7.0453,2.3206,3.0542,2.5816,2.9514,7.3661,10.7179
5,10.2061,11.9714,8.8942,4.8223,4.8724,8.8356,5.0789,7.2346,4.4242,4.0663,15.3653,8.7175,3.5582,6.4225,6.8626,2.2752,3.1236,2.5878,2.9823,7.3356,11.1011
5,10.1432,11.9902,9.3184,4.5139,4.9765,8.4417,4.9989,7.4888,4.5224,3.9697,15.0608,8.8179,3.6887,6.4899,6.863,2.343,3.3491,2.7818,2.8912,7.1665,11.1693
5,10.2673,12.188,8.7267,4.7346,4.9662,8.5644,5.0567,7.2358,4.4801,3.6482,14.5893,8.9982,3.8012,6.1227,6.9378,2.086,4.3744,2.7398,2.8477,6.8554,10.722
5,9.31,11.3935,8.8824,4.0467,4.661,8.351,4.9246,6.8292,4.4995,3.6829,15.282,8.9705,3.8591,6.0895,6.9575,2.346,4.0547,3.0026,2.7597,7.072,11.0427
5,9.0704,11.5405,8.9681,4.0437,5.0794,8.258,5.0554,7.4715,4.5428,3.6003,15.7522,8.5809,3.7271,6.0615,7.4125,2.196,3.8493,3.1644,2.675,6.9238,11.0189
5,10.1068,11.8183,8.47,4.0457,5.1479,8.2134,4.6679,6.7319,4.6951,3.3601,15.0027,8.511,4.0107,5.9025,8.7171,2.3758,3.6699,3.2194,2.4689,6.9629,10.6984
5,9.3158,12.0077,9.0436,4.3721,5.1038,8.2528,4.6556,6.4188,4.7888,3.4109,14.4804,8.344,3.8964,5.6607,8.4922,2.4489,3.8124,3.2535,2.3727,6.9983,11.0427
5,9.4417,11.8806,8.638,4.7371,5.4959,7.9414,4.7289,6.7686,4.9983,3.7143,15.2124,8.1114,3.9908,5.9073,8.3143,2.378,3.5652,3.1418,2.2371,6.8789,10.7282
5,10.036,12.0575,8.8289,4.8887,4.9574,7.5943,4.4354,6.6109,4.966,3.3288,14.9103,8.29,4.1129,5.5565,8.6158,2.466,3.6826,3.0407,2.2429,6.7368,10.6219
5,9.7602,11.6496,8.9941,4.1458,4.5949,7.6181,4.3852,6.0537,5.0038,3.6168,14.8463,8.3565,4.1796,5.5029,8.7053,2.5279,3.3497,2.8571,2.1707,6.633,10.6305
5,10.0579,11.9037,8.8245,3.8049,4.6555,7.574,3.9498,6.4542,5.0038,3.6528,14.6279,8.2088,4.3338,5.2663,8.8035,2.4565,3.4184,2.8119,2.2248,6.69,10.7357
5,9.8795,11.5814,8.5879,3.9052,4.8855,7.3632,4.2477,5.5856,4.8249,3.3755,14.5952,8.2466,4.2502,5.2193,8.4965,2.5499,3.2512,2.7958,2.242,6.7347,10.9092
5,9.2846,12.0743,8.8157,3.9256,4.7537,7.1184,4.5478,5.7402,4.649,3.2366,14.8408,8.2534,4.2772,5.2267,8.5124,2.434,3.2572,2.6549,2.1041,6.3964,10.8803
5,9.9032,12.0438,8.3248,3.9223,4.6375,7.0496,4.2291,6.1982,4.5785,3.0925,14.7059,8.2269,4.1678,5.2326,9.011,2.3656,3.1046,2.5075,2.1447,6.6306,10.8571
5,9.6193,12.2306,8.4457,4.1829,4.5937,6.725,4.102,6.3327,4.3462,3.5167,14.0856,8.5536,4.2528,4.9802,9.0523,2.3453,3.3257,2.6752,2.039,6.3388,10.44
5,9.8622,12.3945,8.6031,3.8774,4.96,6.6216,3.9805,6.1949,4.7435,3.4145,13.7568,7.9927,4.1573,4.9324,9.3457,2.2568,3.3145,2.6131,1.8407,6.4023,10.5994
5.5,10.4107,12.1371,8.6426,3.9844,4.608,6.7016,4.1859,6.5991,4.3884,3.3647,14.3911,8.4268,4.3966,4.8581,6.2006,2.2673,3.199,2.7521,1.9561,6.5549,10.274
5.5,10.1191,11.8024,8.9167,3.4346,4.7128,6.2813,3.6642,6.6717,4.2208,3.6005,14.3632,8.4158,4.5435,4.6525,9.1831,2.1698,3.6189,2.855,2.2486,6.5377,10.5321
5.5,10.4856,11.8652,8.5737,3.3517,5.2182,6.101,3.8711,6.4553,4.2103,2.9943,14.111,7.6766,4.3515,4.7576,4.9472,2.1933,3.2931,2.7034,2.3416,6.3203,10.3096
5.5,10.2229,11.3815,8.3611,4.0982,4.1657,6.0743,3.9658,6.8306,3.9125,2.6865,13.8564,8.0523,4.6158,4.7279,5.8883,2.4292,3.2194,2.633,2.216,6.188,10.3406
5.5,9.4889,11.9182,8.8844,3.9967,4.415,6.0441,3.9388,6.2705,3.7609,3.1646,13.8442,8.413,4.8963,4.5291,9.4959,2.326,3.2765,2.6919,2.0861,6.3477,10.3794
5.5,10.1686,11.7195,8.527,4.0975,4.9248,6.0682,3.9328,6.3351,3.7738,3.1975,13.9902,7.7044,4.6319,4.621,9.2609,2.2756,3.3796,2.6328,2.115,6.2019,9.9162
5.5,9.8639,11.6211,7.3347,3.9047,4.8926,6.1532,3.7028,6.7391,3.5709,3.6874,14.4119,7.8914,4.5262,4.4876,8.3926,2.1512,3.2576,2.5492,2.0462,6.1097,10.3613
5.5,9.7828,11.6804,8.487,4.1401,4.7422,6.2432,3.9863,6.2789,3.6547,3.6868,14.2078,7.8836,4.3577,4.4012,8.7778,2.2893,3.4583,2.6517,1.9955,5.9599,10.1978
5.5,10.3732,11.9403,8.3627,3.8375,5.0721,6.6086,3.9546,6.9303,3.5072,4.1186,14.7983,7.5234,4.3288,4.598,8.8702,2.1869,3.332,2.3965,1.9156,6.2916,10.2666
6,9.3105,11.6268,8.3576,3.7571,4.574,6.6318,4.0766,7.162,3.8199,4.3465,14.9735,8.1409,4.1381,4.501,8.7243,2.1929,3.8886,2.3732,2.0763,6.2584,9.8623
6,9.9687,11.8829,8.3643,3.1749,3.9956,6.8653,4.15,6.9464,3.7585,5.077,14.9579,7.811,3.9009,4.4386,8.8094,2.1337,3.5823,2.4484,2.2709,6.086,9.8835
6,10.4763,11.7097,8.1981,4.0544,4.4224,7.0936,4.1514,7.0907,3.5567,5.0798,14.7987,7.873,4.0786,4.9042,8.7063,2.3148,3.4708,2.4141,2.2195,6.015,10.0236
6,10.0509,11.8269,8.4292,4.1865,3.8596,6.815,4.2545,6.9912,3.6259,5.0209,14.9919,8.4202,3.8078,5.1851,8.9147,2.3593,3.5188,2.5075,2.3076,6.2326,10.0632
6,10.3479,11.6851,8.257,4.2979,3.8459,6.8881,4.1168,6.5931,3.4365,4.8747,15.328,7.8193,3.9542,4.9568,9.1698,2.1293,3.8667,2.5002,2.3216,6.7032,10.1897
6,10.4327,11.4439,8.7397,4.4047,3.3516,6.7374,4.0421,6.9137,3.5565,4.5536,15.3376,8.1928,4.0252,5.168,9.1439,2.1979,4.1138,2.4455,2.2666,6.503,9.9974
6,9.8445,11.4961,8.2796,4.7291,3.4779,6.6114,4.2863,6.5855,3.7153,5.0884,15.1265,8.3857,3.8185,5.113,9.3297,2.1177,3.9408,2.3425,2.2783,6.1883,10.0976
6,10.0045,11.6345,8.3341,4.5978,3.6712,6.8175,4.0963,6.3259,3.6077,5.107,14.628,8.0081,3.9723,5.5687,8.8522,2.0363,4.1326,2.3796,2.0632,5.9805,9.7926
6,9.6461,11.2032,8.465,4.8153,4.1047,6.6371,4.3556,6.6139,3.7284,4.8456,15.0032,8.3463,3.6054,5.4909,9.2479,1.8028,3.7519,2.236,2.1575,6.2294,9.9026
6,9.7982,11.3172,7.6868,4.3465,3.8622,6.4075,3.9621,6.0049,3.7243,4.92,15.2091,8.5335,3.4627,5.5048,9.183,1.9757,3.5342,2.3314,2.3123,6.313,9.4581
6,9.7326,11.3727,8.4242,4.8741,3.8657,6.283,4.143,5.8317,3.9986,4.4828,15.7658,8.5424,3.5078,5.6058,8.7498,1.9858,3.6568,2.1099,2.1823,6.2467,9.6743
6,7.5855,11.5613,8.8708,4.6275,3.0914,6.428,4.136,6.1902,3.7591,4.7126,15.1942,8.5507,3.5315,5.3739,8.4477,2.1662,3.3434,2.4845,2.3086,6.0213,9.3083
6,8.1755,11.5393,8.1059,4.6192,3.0665,6.2893,4.3965,5.7137,3.557,4.9174,15.2442,8.6325,3.504,5.7204,8.0281,2.1568,3.1159,2.4387,2.2527,6.1968,9.2368
6,7.7527,11.2048,8.5697,4.2001,3.7138,6.3866,4.4043,5.5522,3.5529,5.2742,14.9279,8.5197,3.5381,5.3009,8.5625,2.1356,3.2348,2.4126,2.5182,6.0865,9.1449
6,7.005,11.2718,8.669,4.6475,3.3336,6.4068,4.1178,5.8937,3.4445,5.0249,15.0691,8.285,3.4611,5.5207,8.1957,2.1867,3.2999,2.3761,2.4717,5.7383,9.0895
6,7.7946,11.363,8.2382,4.4353,3.0274,5.8868,4.1474,5.3189,3.4896,5.0607,14.5806,8.1717,3.6838,5.5391,8.2383,2.1545,3.3254,2.3928,2.4815,5.9632,8.794
6,7.2049,11.4972,8.5925,4.6228,2.9253,6.0974,3.9549,5.5036,3.3884,5.4399,14.6394,8.5432,3.6977,5.6677,8.3893,2.1974,3.0524,2.4226,2.4657,5.9672,8.8979
6,7.1029,11.2199,8.3881,3.959,2.7166,6.2075,4.0485,5.8826,3.3017,4.9882,14.6751,8.0661,3.6664,5.8592,7.4643,2.042,3.3233,2.4292,2.3753,6.0257,8.9419
6,8.2089,11.5198,8.4208,4.6279,3.014,5.8481,4.0695,5.3547,3.1709,5.3613,14.3528,7.8969,3.4232,6.2465,8.3093,2.1877,3.7612,2.6035,2.4342,5.7797,8.7716
6,7.4276,11.3157,8.13,4.6164,2.7449,6.0289,3.9403,5.2108,3.2762,5.4514,13.9823,7.6711,3.6272,5.9112,8.4943,2.3555,3.2516,2.5511,2.2938,5.6927,8.879
6,7.2261,11.2927,7.1947,4.3241,2.9425,5.9833,3.9613,5.1699,3.1681,5.5139,14.2731,7.4121,3.5392,6.0515,8.1186,2.4939,3.5753,2.5639,2.4285,5.7358,8.7968
6,7.62,11.1524,7.5534,4.0732,3.3916,5.8941,3.7969,4.905,3.1308,5.2656,14.7566,7.8124,3.4367,6.4413,8.3509,2.4298,3.7787,2.3741,2.3117,5.8666,8.9064
6,7.1682,11.2334,6.9113,4.4508,3.5382,5.6584,3.8575,4.7817,3.2195,5.5476,14.5797,7.9732,3.5547,6.2982,7.7536,2.3766,3.6603,2.3675,2.4576,5.6922,8.8992
6,7.6721,11.2041,7.1791,4.1274,3.2873,5.5576,3.7558,4.8521,3.1796,5.4977,13.7309,7.8258,3.5143,6.2244,8.4903,2.4944,3.4593,2.2788,2.3553,5.6773,8.8974
6.5,7.2841,11.1771,7.7019,4.4821,2.9529,5.508,3.7882,4.5297,3.0115,5.464,14.0584,7.383,3.3534,6.3779,8.3528,2.4837,3.4501,2.2896,2.4172,5.7732,8.511
6.5,7.2542,11.5634,8.0544,3.8266,3.1293,5.3862,3.6223,4.6036,3.093,5.6158,13.9134,7.5197,3.7163,6.3936,8.1542,2.6148,3.6487,2.1017,2.2148,5.6246,8.6785
6.5,8.455,11.7018,7.5362,4.0115,3.719,5.5717,3.5816,4.5025,3.2465,5.3819,14.0784,7.2774,3.5708,6.5664,5.9861,2.7583,3.5965,2.1578,2.1446,5.5779,8.476
6.5,7.8882,11.6022,7.9359,4.1994,3.8926,5.496,3.8257,4.5491,3.0057,5.2874,13.4298,7.5204,3.3701,6.7246,7.0543,2.5027,3.4182,2.2319,2.3856,5.7577,8.5394
6.5,7.7403,11.5504,7.0165,4.5027,4.0865,5.4198,3.7467,4.8005,3.278,5.5733,13.7041,7.4576,3.4335,6.6337,6.9229,2.4464,3.6415,2.1488,2.493,5.6529,8.3765
6.5,8.1529,11.5178,7.336,4.0671,3.7453,5.2159,3.8209,4.9856,3.3006,5.753,14.2135,7.2276,3.5782,6.5864,6.9349,2.6044,3.4989,2.2515,2.5073,5.6654,8.6759
6.5,7.9931,11.4031,6.4678,3.7964,4.0057,5.6733,3.6901,5.0255,3.5531,5.054,14.1807,7.2129,3.5658,6.5773,6.9711,2.7075,3.3446,2.4212,2.4259,5.4784,8.6067
6.5,8.9467,10.9035,6.9221,3.58,3.8791,5.8373,3.6532,5.5129,3.2311,5.2915,14.0965,7.0942,3.594,6.2909,7.2521,2.8042,3.2317,2.5623,2.5745,5.7101,8.5859
6.5,8.7513,11.3717,7.1171,3.9576,3.4771,6.0411,3.825,5.3168,3.3039,4.1409,14.2263,7.4589,3.5071,6.4082,7.0098,2.7199,3.9045,2.486,2.5595,5.6925,8.2464
7,7.8069,11.1886,6.8206,3.9016,3.4112,6.0686,3.6399,5.3,3.4974,4.6785,13.5582,7.5802,3.6759,6.2945,6.4392,2.7177,3.4022,2.6177,2.5597,5.5376,8.3703
7,8.5865,11.3399,7.3481,4.0516,3.6785,6.3726,3.6467,6.0833,3.2965,4.4213,14.2224,7.0049,3.5019,6.3625,6.5239,2.7718,3.4454,2.734,2.5231,5.4222,8.6264
7,8.3022,11.2097,7.678,3.9527,3.429,6.5911,3.7189,5.5855,3.317,4.8574,13.7454,7.1674,3.5959,6.3647,6.2617,2.8775,3.4989,2.7625,2.7418,5.4426,8.659
7,7.6704,11.7409,6.2739,4.4991,3.7128,6.8754,3.9989,5.7637,3.3898,4.5082,13.7776,7.258,3.4824,6.0922,6.2941,2.9624,3.4417,2.9187,2.6987,5.4193,8.724
7,8.3985,11.266,5.32,4.0255,4.5181,6.9521,4.0168,6.4276,3.4011,6.037,13.3765,7.1254,3.2334,6.2894,6.3328,2.888,3.4111,3.4294,2.6564,5.6919,8.5326
7,7.1533,11.3237,6.1474,4.0903,4.2299,6.8915,3.962,6.0169,3.4165,5.99,13.6603,7.2397,3.2616,5.9492,5.8996,3.1088,3.0767,3.5965,2.6207,5.5234,8.5347
7,7.6087,11.1395,5.674,4.1199,4.1253,6.7147,4.1482,5.9387,3.4427,6.3876,13.106,7.3848,3.4156,6.2719,5.8088,3.0569,3.7857,3.7375,2.6655,5.6032,8.5111
7,8.2463,11.0908,6.0243,3.9913,3.6356,6.6751,4.0312,6.205,3.3233,5.8999,13.048,7.2291,3.1809,6.1713,5.5605,3.101,3.4322,4.1116,2.5967,5.5899,8.6661
7,6.9825,11.3537,7.0539,4.0979,3.7883,7.007,3.885,6.0923,3.3112,6.1567,13.1418,7.2899,3.2621,6.6694,6.0786,3.1523,3.0486,5.3838,2.4988,5.4316,8.4794
7,7.8619,11.4968,7.0535,4.3742,3.5563,7.4022,3.8151,6.5356,3.2016,6.5706,13.0178,7.1113,3.1211,6.642,6.1805,3.2552,3.5549,6.4628,2.4537,4.9814,8.2901
7,8.0169,11.1181,6.7777,3.994,3.3239,7.183,3.7098,6.36,3.0185,5.9941,12.7244,7.6115,3.3451,6.4089,6.1414,3.2433,3.2429,7.1241,2.3323,5.1208,8.5723
7,8.1953,11.3304,7.3362,4.4791,3.3514,7.4202,3.6297,5.9214,2.9999,4.2278,12.5222,7.2941,3.1969,6.5353,6.186,3.3882,2.9783,7.3469,2.3577,5.0609,8.2786
7,8.5774,11.0667,6.8448,4.2226,3.4128,7.4721,3.4757,6.229,2.9064,3.394,12.2097,6.9636,3.2626,6.2989,6.3501,3.1934,3.1748,7.0063,2.5106,5.5359,8.5323
7,7.9631,11.4191,5.6238,4.1758,3.2812,7.7042,3.4547,6.0058,2.7772,3.8725,12.3998,7.0361,3.2375,6.1499,6.7607,3.1572,3.1392,6.2231,2.2128,5.1801,8.3064
7,7.0211,11.1664,4.7894,4.0852,3.08,7.9815,3.5896,5.864,2.8542,4.4894,12.5803,7.3183,3.0486,6.1607,6.718,3.1319,3.0756,5.7185,2.3447,5.0877,8.4648
7,7.311,11.5982,5.0784,3.7953,3.2458,7.7978,3.3581,6.1037,2.8162,4.3629,12.6269,7.0932,3.0067,5.8855,5.9373,3.2435,3.252,5.6756,2.2755,5.3767,8.4335
7,6.7259,11.4723,5.9758,3.828,3.079,7.8605,3.4672,5.726,2.5591,4.8196,12.4553,6.91,2.9492,5.9371,5.8906,3.134,3.2455,5.5311,2.1095,5.0221,8.4049
7,6.5814,10.9563,6.7363,3.6129,3.0986,7.8578,3.5524,5.7415,2.3251,4.4767,12.2384,7.0931,3.1361,5.779,6.6184,3.1743,3.1981,5.2096,2.0573,4.9883,7.9044
7,7.2462,10.2531,6.8071,3.8465,2.9958,7.6274,3.5705,6.0495,2.1761,5.1421,11.8753,7.0226,3.1948,5.781,5.8218,3.2459,3.2063,5.1244,2.0587,5.0273,8.4609
7,6.6948,7.8635,6.6435,3.5547,3.3343,7.6826,3.5145,5.3605,2.2729,4.6739,12.1898,7.2129,3.1081,5.8932,5.742,3.2182,3.1298,4.9377,2.096,4.7456,8.5054
7,8.0115,9.1755,6.7783,3.8501,3.401,7.7158,3.7001,4.6678,2.2669,4.6713,11.8426,6.9618,3.1844,5.6756,5.9818,3.2261,2.9991,4.907,2.2026,4.8305,8.4894
7,8.4292,9.6839,6.7443,3.233,3.5806,7.3135,3.5854,5.0413,2.3594,5.3254,11.9185,7.1563,3.2571,5.3422,5.7989,3.0805,2.9746,4.8948,2.0422,4.7644,8.5927
7,7.6488,10.2365,5.4507,3.5299,3.3483,7.2038,3.5922,4.7158,2.3458,5.4775,11.9105,7.0121,3.1344,5.3812,6.8588,3.0552,2.6812,5.2497,1.9805,4.6034,8.6157
7,7.7921,10.3744,5.1592,3.1166,3.618,7.0566,3.6181,4.6617,2.3244,4.7247,11.8705,6.9868,3.3533,5.1909,6.7848,3.1348,2.5667,5.3574,1.9617,4.3886,8.9328
7.5,7.4444,10.6941,4.9868,3.1238,3.163,6.8391,3.4005,4.6472,2.4138,6.1734,11.9085,6.6824,3.079,5.188,5.7524,3.1838,2.7118,5.4517,1.9416,4.7772,8.7952
7.5,7.0663,10.281,6.0274,2.7971,3.4632,6.4398,3.3369,4.5769,2.464,5.2877,11.9683,6.5518,3.2014,5.1214,5.7545,3.1108,2.5763,5.4763,1.9925,4.3706,8.5814
7.5,8.2342,10.8152,5.8792,3.034,3.1092,6.1379,3.55,6.132,2.5056,5.2388,11.4215,6.7837,3.3264,4.835,6.33,3.2816,2.4128,5.2686,1.8313,4.2952,8.9641
7.5,7.4575,10.8156,6.5141,2.944,3.3989,6.4146,3.6961,6.4229,2.3697,6.0985,11.4585,6.286,3.5067,4.8483,6.1551,3.1488,2.6331,5.5889,1.9281,4.4331,8.5936
7.5,8.2154,10.9374,6.5673,3.4406,3.0898,6.2033,3.9748,6.2899,2.519,4.7558,11.4077,6.1762,3.3544,4.6716,5.7848,3.4223,2.4215,6.1084,1.8879,4.1865,8.6666
7.5,9.6885,10.8937,6.4658,3.2376,3.3416,6.3263,3.8567,6.5858,2.6442,5.109,11.6146,6.3227,3.3975,4.5109,5.9326,3.4611,2.4293,6.5752,1.8839,4.4787,8.8891
7.5,9.2165,11.2169,6.3688,3.5987,3.1474,6.4039,3.9308,6.1922,2.5377,6.0695,11.6749,6.6482,3.2778,4.5303,5.8943,3.4112,2.7128,7.281,1.9401,4.7927,8.9232
7.5,9.3353,9.8857,6.2749,2.951,2.8917,6.2595,3.9912,6.149,2.5905,5.5063,11.285,6.4901,3.299,4.1908,6.5624,3.729,2.4963,7.7894,1.8713,4.4778,9.1521
7.5,9.9551,10.5835,6.5414,3.2393,2.8053,6.3995,4.0653,6.8394,2.5962,5.4909,11.2457,6.4347,3.1877,4.5227,6.2939,3.6946,2.4036,7.3558,1.9213,4.4555,8.3824
8,9.2418,10.8911,6.7546,2.5556,2.7387,6.4003,3.9003,6.0824,2.3692,5.8028,11.7543,6.074,2.9645,4.403,6.3465,3.6854,2.3104,7.0188,1.8774,4.3703,8.7068
8,8.748,10.6995,6.8392,2.1258,2.9671,6.3022,3.8767,6.0342,2.5035,5.4102,11.796,6.3284,3.0608,4.2016,6.2856,3.5769,2.4038,7.0134,1.9482,4.25,8.7364
8,7.8679,10.5462,6.563,2.3041,2.8008,6.6206,3.8925,6.4371,2.6467,5.3579,11.6677,6.0683,3.1862,4.2241,5.7321,3.396,2.5045,6.5006,1.7586,4.6225,8.7933
8,7.5199,10.1266,6.8286,2.5701,2.7716,6.7709,3.7208,5.8845,2.6172,5.0982,12.0615,5.9591,3.1843,4.2196,6.1552,3.4693,2.255,6.4755,1.7586,4.3798,8.8392
8,8.2034,10.4987,6.8126,2.6623,2.8715,6.8226,3.7038,5.5619,2.6825,5.0567,11.6997,6.2659,3.0491,4.2136,6.1952,3.2636,2.5469,6.3162,1.6804,4.4402,8.7029
8,7.3771,10.6344,6.7441,2.9509,3.1058,7.0417,3.533,6.5929,2.719,5.0521,12.1857,5.8123,3.2217,4.1332,6.099,3.3557,2.2447,6.0607,1.8203,4.3256,9.1416
8,7.0471,10.5204,6.7432,2.9296,2.5445,7.0117,3.662,6.0418,2.6748,4.8708,12.6668,5.7425,3.1298,4.2032,6.1344,3.4283,2.3096,6.0363,1.7285,4.6808,8.9215
8,7.7499,9.96,6.7548,2.6221,2.7385,6.8214,3.662,5.9295,2.3521,4.9382,12.4363,6.0777,3.1764,4.2132,6.4568,3.3863,2.1419,5.7553,1.7642,4.7442,9.0525
8,7.098,8.8782,6.6628,2.9587,2.5727,6.5764,3.5996,6.6771,2.3617,4.9024,12.9653,6.0288,3.1384,4.1249,5.8927,3.4097,2.2255,5.6718,1.8225,4.6166,8.5951
8,7.3891,9.9407,7.0082,3.3437,2.4936,6.9274,3.5071,6.2118,2.1995,4.8342,12.5924,5.6481,3.1656,4.2373,6.1801,3.3618,2.3327,5.4479,1.7911,4.5262,8.7974
8,7.4053,10.2287,7.1354,3.4401,2.5046,6.6594,3.2222,5.797,2.1609,4.664,12.3374,6.0584,3.2708,4.209,6.4784,3.1952,2.0294,5.4472,1.8147,4.5512,8.4616
8,7.1879,10.5111,6.8394,3.5128,2.7609,6.4212,3.2095,6.5196,2.2695,4.5335,12.7222,6.2863,3.1196,4.144,6.3205,3.1489,2.353,5.362,1.5396,4.8374,9.0029
8,7.65,10.5411,7.0818,3.3926,2.8782,6.441,3.2542,6.1138,2.449,4.7358,12.8769,5.975,3.1814,4.1357,6.8071,3.0388,1.9901,5.4171,1.536,4.4436,9.1685
8,7.2506,10.5107,6.9624,3.3893,3.0048,6.5272,3.1948,6.0827,2.4591,4.6278,12.4388,5.9831,3.4557,4.1913,6.6958,3.0823,2.106,5.5293,1.544,4.2762,8.8458
8,6.5947,10.2707,6.9845,3.6375,3.238,6.2872,3.0931,6.5767,2.1963,4.7903,12.6825,6,3.3207,4.4034,6.7725,3.0353,2.2156,5.5777,1.4021,4.5107,9.4046
8,7.414,10.6092,7.08,3.3704,2.8829,6.5111,3.0617,5.7543,2.1588,5.0622,12.6854,5.7644,3.1535,4.4513,6.7889,2.9676,2.1293,5.8152,1.3895,4.6513,9.5023
8,6.706,10.7176,6.264,3.5378,2.7026,6.1674,3.2182,5.6672,2.2878,5.2593,12.3799,6.1022,3.2354,4.3109,6.8479,2.7798,2.3921,5.999,1.393,4.4104,9.787
8,7.4577,10.9212,7.0378,3.2839,2.8138,5.829,3.2773,6.1469,2.2801,5.2195,12.5225,6.1945,3.2761,4.6464,6.6458,3.0667,2.2103,6.3205,1.3105,4.6657,9.8549
8,7.7814,11.1473,6.8904,3.6897,2.653,5.7782,2.8976,5.6509,2.2129,5.0172,12.4795,5.9845,3.3451,4.4608,6.9403,2.7295,2.3268,6.7895,1.3221,4.3425,9.7266
8,7.2454,10.5122,6.6294,3.6603,2.6781,5.6767,2.9224,5.3952,2.1337,4.8371,12.4033,6.2419,3.2531,4.632,6.6339,2.7973,2.1915,6.3731,1.4901,4.4029,9.7096
8,6.7967,10.6062,7.1958,3.4036,2.7662,6.0514,2.8134,5.8813,2.0841,4.3156,11.9825,5.869,2.9975,4.5715,6.7406,2.5846,2.3781,7.0616,1.5316,4.5915,9.6304
8,6.9308,10.7321,7.0087,2.8342,3.2596,5.8739,2.8418,5.6276,2.0697,4.5318,12.3675,5.8898,2.9905,4.2929,6.7168,2.5659,2.7708,7.1159,1.5719,4.7356,9.7041
8,6.3258,10.5066,6.8918,2.9516,3.0121,5.8438,2.6253,5.6642,2.0598,4.6796,13.1142,5.9645,2.7235,4.6054,6.7916,2.6804,2.4741,7.2422,1.5682,4.7012,9.9743
8,5.9894,10.9897,7.3582,3.3261,2.8042,5.6229,2.771,6.0344,1.939,4.4967,12.712,6.2026,2.8321,4.5712,6.5875,2.5136,2.4676,7.2702,1.4938,4.7578,10.1358
