odour stim,29/04/2021 Male6,29/04/2021 Female10,30/04/2021 Male2,30/04/2021 Female4,30/04/2021 Male6,30/04/2021 Female7,30/04/2021 Male10,30/04/2021 Female12,03/05/2021 Female5,03/05/2021 Female6,03/05/2021 Female8,03/05/2021 Male10,05/05/2021 Male2,05/05/2021 Female3,07/05/2021 Male2,07/05/2021 Female3,07/05/2021 Female4,07/05/2021 Male6,07/05/2021 Female8,19/07/2021  Male2,22/07/2021  Male4
,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT
5,7.1861,15.0733,7.7672,5.1398,3.5609,10.7469,3.1226,11.2827,6.0915,3.9045,13.1736,11.1507,6.965,5.8205,8.4266,5.8141,5.9394,9.2555,2.5967,6.67,13.8311
5,7.07,14.6772,8.1447,5.2327,3.5702,10.8503,2.4837,12.2539,5.9652,3.8515,13.1143,11.539,6.7107,5.9136,9.1264,5.8174,5.7105,9.5597,2.7177,6.389,14.0232
5,7.564,14.5405,7.763,5.362,3.5376,10.7576,2.6036,11.4366,6.0285,3.893,13.0561,11.9038,6.4499,5.5691,10.363,5.6349,5.7108,8.4476,2.7526,6.3088,13.7513
5,7.5253,14.6598,8.0999,5.2345,3.4692,10.7132,2.6908,10.9312,6.0794,3.975,13.2772,11.7204,6.4238,5.6521,10.2872,5.8255,5.7722,8.564,3.0851,6.5263,14.0461
5,6.8531,14.5402,8.3487,5.1776,3.5307,10.4838,2.909,11.7292,6.1494,3.6154,13.5327,11.2506,6.3633,5.0416,9.5123,5.9115,5.806,7.5431,3.1875,5.9425,13.7304
5,7.3439,14.5644,8.0949,5.2843,3.9177,10.4471,2.9755,10.9342,6.1557,3.5027,13.2826,10.5074,6.4957,5.3786,8.4799,5.9085,5.7249,7.9506,3.1525,6.1688,14.1627
5,6.9696,14.6217,7.9188,5.4128,3.8485,10.3946,2.3555,10.6326,5.7663,3.6611,13.1224,11.2541,6.3438,5.09,7.9159,5.7525,5.5341,7.4593,3.2083,6.3406,13.8621
5,7.6056,14.6263,8.156,5.5705,4.1876,10.2165,2.6382,11.8237,5.7767,3.5497,12.9937,10.4458,6.5332,5.0847,8.9331,6.1384,5.714,7.0084,3.1373,6.3565,13.9667
5,7.8693,14.523,7.9381,5.2651,4.0095,10.4567,2.5557,11.0778,5.8919,3.8376,13.1391,10.533,6.6727,4.9007,8.7065,5.8068,5.4281,7.365,3.2535,6.4735,13.9014
5,8.7967,14.608,8.2318,5.3108,4.0065,10.3623,2.8495,10.9465,5.755,3.6744,12.7092,10.9401,6.7285,4.7397,8.3525,5.9457,5.276,6.5901,3.1409,6.2767,14.0281
5,8.4834,14.5898,7.7896,5.5155,4.1108,10.135,3.0137,11.5945,5.7529,3.5009,13.24,10.6583,6.7465,4.7808,8.0629,5.5142,5.5427,6.5273,3.1617,6.4778,14.0031
5,7.5156,14.488,7.917,5.3574,4.0292,10.2007,2.8059,11.3126,5.7979,3.2455,13.0103,10.7548,6.2239,4.8047,8.2334,6.141,4.9749,7.0964,3.4768,6.2592,13.8807
5.5,7.1212,14.2794,8.2517,5.4687,3.9817,10.249,2.6279,11.4296,5.8101,3.5574,13.2598,10.8859,6.6742,4.8446,8.125,6.5906,5.1901,6.8648,3.2704,6.5035,13.4324
5.5,8.558,14.4303,7.5919,6.0176,3.9326,10.1172,2.5054,12.163,5.9685,3.4123,12.8214,11.0254,6.1512,4.9974,7.6007,6.463,5.4395,6.3515,3.2636,6.3313,13.9552
5.5,7.0249,14.4486,8.1811,5.9542,4.2653,10.0782,2.2919,10.7887,5.9411,3.4987,12.8567,11.3824,6.9608,4.7547,8.1306,6.3183,5.2158,6.6625,3.2899,6.3197,13.8049
5.5,6.54,14.9258,7.3839,5.465,3.9389,10.1918,2.6547,11.2152,5.9105,3.3289,13.2323,10.9652,6.4673,5.0013,8.0672,6.3151,5.314,6.1806,3.5515,6.3493,14.041
5.5,7.0431,14.3431,7.9968,5.9761,3.7838,10.2968,2.5231,11.8945,6.2545,3.1622,12.8585,11.7009,6.4586,4.9534,9.1254,6.3498,5.5057,6.2549,3.667,6.574,13.9902
5.5,6.873,14.6724,7.6286,6.0002,4.0924,10.4822,2.692,11.0226,6.3054,3.1546,12.9449,11.0977,7.0211,5.3785,6.9193,6.8145,5.0591,6.2012,3.5551,6.684,13.9979
5.5,6.3645,14.4357,8.1491,5.7877,4.1925,10.3094,2.606,10.8826,6.1233,2.8144,12.7151,10.3816,6.5082,5.8982,8.4002,6.6763,4.9161,6.2887,3.5606,6.4057,13.9653
5.5,6.9486,14.5347,8.2054,5.8417,4.6999,10.4261,2.7232,11.5277,6.309,3.2653,12.9075,10.7792,6.2994,6.1496,8.188,6.9063,5.0254,6.0922,3.6988,6.6203,13.752
5.5,6.4311,14.1279,7.9575,5.9812,5.0428,10.1421,2.4945,10.8381,6.3124,3.5132,13.2677,10.0892,6.5834,6.0243,8.3708,6.8316,4.7142,6.0905,3.8748,6.3153,13.8872
6,7.4,14.4226,8.2569,5.7463,4.8815,10.2597,2.6469,11.1968,6.2193,3.745,12.7185,10.0091,6.4014,5.728,9.1179,6.5191,4.8909,5.8914,3.6077,6.3512,14.2057
6,6.7032,14.3195,7.1407,5.8862,4.9224,10.1604,2.549,11.2584,6.2874,3.9122,12.9635,9.9257,6.6773,5.6665,9.6534,6.8631,4.6257,5.5315,3.7819,6.3685,13.9713
6,6.1946,14.3214,6.7127,5.9969,4.8122,9.6571,2.5187,10.8058,6.2255,3.5973,12.2367,10.2699,6.7028,5.7373,9.744,6.7067,4.6262,5.5243,3.8731,6.8273,13.6796
6,7.4236,14.5938,7.6468,5.8821,4.6921,10.2106,2.658,11.566,6.2529,3.7216,12.5583,10.4895,7.234,5.9546,10.9861,6.5594,4.749,5.3168,3.8475,6.3877,14.0144
6,7.3341,14.4196,7.329,5.9194,4.4887,10.0312,2.3457,11.3875,6.0492,3.8332,13.068,10.249,7.1707,5.6669,11.018,6.8249,4.9986,5.5114,3.9898,6.7171,14.1052
6,6.7344,14.2426,8.0571,5.6903,4.5683,9.9064,2.3333,10.7168,6.1349,3.94,12.5137,10.1937,7.4933,5.5596,11.0484,6.6353,5.4446,5.9897,4.0433,6.7284,14.0536
6,7.0485,14.7,7.947,6.0458,4.5433,10.023,2.3383,12.2828,6.0367,3.6469,12.9928,10.3874,7.1153,5.6414,10.6775,7.4234,5.3114,6.0819,3.9107,6.6997,14.106
6,6.6331,14.5069,8.2217,5.7511,4.5312,9.9964,2.2287,11.3755,5.8808,3.6586,12.9475,9.738,7.3096,5.6984,10.2063,7.0571,5.4699,6.0419,4.2417,6.4338,13.9
6,5.814,14.3583,7.9144,5.8791,4.3213,9.646,2.4178,11.3928,5.8583,3.036,12.5791,9.7896,7.6393,5.3627,10.6789,7.0252,5.7131,5.6972,4.1191,6.4229,13.6856
6,6.1073,14.3436,8.027,5.7721,4.4834,9.745,2.2436,12.0336,5.7598,3.4795,13.3805,10.02,7.8325,4.8895,10.6356,7.1294,5.3293,5.5764,3.8729,6.3125,13.529
6,5.7112,14.3862,8.301,5.9485,4.5002,10.007,2.3662,11.3411,5.5698,3.5433,12.5105,9.5194,7.4014,5.1464,10.8889,7.3771,5.5076,5.3716,3.9126,6.2294,13.5006
6,5.5953,14.5682,8.4066,5.9048,4.4584,9.8913,2.2619,10.8725,5.8455,3.596,13.1304,9.9626,7.3409,5.0223,10.9965,7.505,5.623,5.5736,3.8029,6.9024,13.3304
6,5.9765,14.3601,8.5095,5.9873,4.1459,10.0887,2.1549,11.6376,5.9647,3.6645,12.4734,9.8368,7.0115,4.5,10.2764,7.3051,5.9885,5.7914,3.9172,7.0557,13.274
6,5.6944,14.5727,7.1423,5.562,4.3202,9.9487,2.2916,10.4825,5.8336,3.4598,12.6065,9.4473,6.6301,4.4951,11.1159,7.5073,6.0531,6.2215,3.9148,6.5924,13.2994
6,6.9935,14.1394,7.1096,5.5786,4.0473,10.0031,2.0877,10.0702,5.6842,3.2187,13.1611,9.2902,6.3604,4.4187,10.6053,7.1472,5.9664,7.0405,3.812,6.7938,13.3495
6,6.0832,14.1615,7.6719,5.453,4.1425,10.1901,2.4217,11.1054,5.7061,3.457,12.6877,8.8091,6.2322,4.2003,10.1926,7.3122,6.0129,7.2243,3.7912,6.6724,13.2511
6,6.0908,14.0765,7.0976,5.4914,4.6215,10.2665,2.1268,10.1999,5.7269,3.6272,13.095,9.1494,6.0612,4.2506,10.1854,6.9671,5.7512,7.1239,4.0443,6.3678,13.2191
6,6.6091,14.0273,7.2893,5.3659,4.5115,10.0798,2.0948,9.9046,5.5508,3.7234,12.7934,8.6068,5.5033,4.4312,9.4621,7.0081,5.8188,6.8201,4.0463,6.3687,13.5392
6,6.0892,13.9267,8.4881,5.1017,4.7395,10.1089,1.9312,10.7132,5.9247,3.7127,12.5138,8.4165,5.7548,5.2469,9.4836,7.1213,5.8742,6.7798,4.0191,6.2278,13.8369
6,6.3981,14.1584,7.9487,4.7574,4.6468,10.6594,2.1208,9.5493,5.653,3.2833,12.8157,8.8578,5.9989,5.604,9.4506,6.8869,5.8078,6.2297,4.2593,6.1921,13.3917
6,6.9628,14.0185,7.6864,5.104,4.62,10.5395,2.4357,8.8872,5.7134,3.3857,12.0465,8.6242,5.4681,5.9678,9.505,7.4727,5.6603,5.8622,3.9826,6.2507,13.3125
6,6.2106,14.0498,8.1963,4.9316,4.5672,10.0704,2.3379,10.2846,5.6705,2.8649,12.8243,8.8666,5.7521,5.6435,9.7221,6.9518,5.5767,5.6907,4.0785,6.003,13.4115
6,5.9173,14.1137,8.1684,5.1106,4.2345,9.9103,2.3408,9.1987,5.84,3.3378,11.9725,8.7966,5.3952,5.9951,9.4231,6.9706,5.6499,5.6118,4.2809,6.3678,13.2181
6,7.0914,14.4411,8.12,5.2633,4.2935,9.6592,2.0511,9.3137,5.7746,3.3253,11.6589,8.9861,5.3052,6.1681,9.9801,7.323,5.8214,5.4395,4.0837,6.4689,13.2371
6.5,6.2497,14.3756,8.53,5.1055,4.2747,9.6462,2.0137,9.6691,5.38,2.9512,12.036,9.0154,5.4815,6.1174,9.8441,7.0911,5.512,5.3635,4.2679,6.4558,12.9121
6.5,6.1833,14.2203,8.3885,5.3889,4.0357,9.3608,2.0831,9.2105,5.5059,3.1061,11.8401,8.8807,5.0509,6.4969,9.778,7.13,5.4114,5.0369,4.1081,6.6859,12.9695
6.5,6.2201,14.458,8.5529,5.4006,4.1111,9.4137,2.0616,8.7012,5.6596,3.1699,12.1499,8.5388,5.0196,6.6927,9.9144,7.1712,5.3363,4.8553,3.7747,6.6701,13.2482
6.5,7.0213,14.5337,7.7114,5.6162,4.1531,9.8397,2.2453,8.9868,5.2141,2.9628,11.9701,9.2103,5.3863,6.3259,9.7948,7.3376,5.1828,4.688,3.7436,6.4997,13.6916
6.5,6.9835,14.6273,7.0219,5.4895,3.9304,10.0591,1.9379,8.6239,5.6401,3.3177,12.0077,8.5881,5.2664,6.2492,9.4997,7.3894,5.1745,4.563,3.6634,6.6466,13.5043
6.5,5.8997,14.345,8.2414,5.1316,4.0849,9.9481,1.9274,8.9937,5.7752,3.4996,11.944,8.3156,5.3006,5.8203,9.2792,7.4426,5.3694,4.5974,3.507,6.4855,13.5551
6.5,5.754,14.0838,7.4527,5.2985,4.0134,9.9353,1.891,9.1646,5.6076,3.4692,11.7936,7.908,5.068,5.7932,9.3024,7.608,5.6653,4.5219,3.5092,6.3671,13.3795
6.5,6.6498,14.5156,7.8921,5.1487,4.1233,9.8569,1.8996,8.4082,5.7406,3.1434,12.3416,7.5842,5.0712,6.002,9.2587,7.403,5.5942,4.289,3.5414,6.3962,13.3033
6.5,5.7704,14.3657,8.3587,4.9954,4.3504,9.6513,2.0291,8.7757,5.9496,3.3182,12.3198,8.1377,5.2392,5.5575,9.5526,7.3728,5.8832,4.1062,3.4289,6.5173,13.6702
7,5.9426,14.3316,7.8356,5.1585,4.8578,9.6363,1.7838,8.7221,5.9418,3.5028,12.0789,7.7817,4.6772,5.5726,9.0071,7.5844,5.804,4.0849,3.3179,6.2972,13.5376
7,6.0641,14.4103,8.0381,5.2633,4.5711,9.2763,2.1785,8.1187,5.759,3.5784,12.5836,7.5464,4.6706,5.2042,9.3296,7.4556,5.504,4.0458,3.3586,6.2742,13.4455
7,5.7405,14.5535,8.2642,5.3085,4.5906,9.518,2.2202,8.9273,5.9056,3.4176,12.5393,8.0791,5.0509,5.4458,9.3783,7.4729,5.686,3.8424,3.364,6.2276,13.7112
7,6.4744,14.7817,8.1733,5.2197,4.4787,9.5282,2.2773,8.4879,5.8327,3.537,12.7255,7.881,4.3786,5.5542,9.2751,6.9379,5.9218,4.0712,3.3144,5.9044,13.539
7,5.9804,14.4779,6.5689,5.2255,4.7896,9.5541,2.2873,8.5246,6.0164,3.2837,12.6945,7.4012,4.4727,5.3114,9.0943,7.3679,5.7761,3.8111,3.3622,6.2321,13.6244
7,6.2186,14.597,7.3038,5.4001,4.9195,9.2734,2.1626,8.9427,5.9517,3.3668,12.5551,7.4492,4.8156,5.0157,9.7765,7.337,5.7474,4.011,3.5191,6.3934,13.6502
7,6.4491,14.7317,7.1303,5.4895,4.8604,9.4378,2.0191,8.3643,5.9549,3.5097,12.7037,7.4605,4.6878,4.4535,9.8791,7.4253,5.6532,3.965,3.2894,5.8733,13.4759
7,5.7208,14.4809,7.7973,5.6679,4.5931,9.744,1.7995,8.2157,5.5631,3.22,12.166,7.7163,4.4645,4.7357,9.7738,7.2383,5.4781,3.759,3.476,6.0839,13.8022
7,5.9197,14.3861,8.0208,5.8315,4.6377,9.7964,1.9081,9.0491,5.6177,2.9531,12.4479,7.5639,4.3425,4.7846,10.2496,7.2524,5.4248,3.8006,3.4397,5.8893,13.5018
7,6.352,14.1677,7.4645,5.5452,4.3708,9.7955,1.8136,8.554,5.535,3.6085,12.7322,7.3944,4.2786,4.8251,9.4955,7.0498,5.4602,3.4888,3.3165,6.0042,13.454
7,5.5826,14.7161,7.9996,5.6325,4.4719,10.175,1.9204,8.3495,5.6137,3.3118,12.5943,7.9766,4.3771,5.2121,9.3583,7.1409,5.9407,3.4678,3.3851,5.9617,13.5582
7,5.916,14.5838,8.5537,5.5929,4.4812,10.4831,1.9603,9.0211,5.5681,5.4847,12.5398,8.0695,4.2508,5.5476,9.3725,6.987,5.8444,3.5666,3.2277,5.8992,13.9499
7,6.1488,14.5382,8.0017,5.4477,4.3991,10.5693,1.9074,8.5551,5.2225,5.0643,12.1337,8.2652,4.1891,5.376,8.9212,7.3002,5.6712,3.3306,3.2597,6.0145,13.239
7,5.7205,14.3624,8.2402,5.5581,4.5187,10.2869,1.9491,7.8717,5.385,5.9589,11.9351,7.8633,4.4983,5.5066,9.5943,7.1898,6.0463,3.4191,3.5514,6.0699,13.8617
7,5.5943,14.0211,8.6494,5.7078,4.2972,10.2948,1.8415,9.1094,5.2886,5.9178,12.1739,7.5209,3.958,5.7208,9.2368,7.2464,6.324,3.3428,3.5366,6.1751,13.3225
7,5.4054,14.0046,8.0982,5.4543,4.1772,10.482,1.8923,8.485,5.1781,3.0638,11.7452,7.916,3.9104,5.8229,9.6486,7.3544,6.1543,3.498,3.5621,5.7448,13.4715
7,5.7247,14.4442,8.4722,5.6245,4.1481,10.9244,1.9386,8.1513,5.4411,6.2807,11.7738,7.8417,4.5012,5.9821,9.489,6.9824,6.1202,3.2585,3.5854,6.1419,13.6522
7,6.0752,14.2398,8.5511,5.5027,4.3616,10.7511,1.7622,9.3833,5.3706,7.2637,11.2252,8.0456,3.8843,5.8613,9.0329,6.9331,6.0542,3.2171,3.6306,6.4182,13.2441
7,5.66,14.1647,8.1552,5.4339,4.5516,10.6948,1.9085,8.6108,5.6724,6.6742,11.0302,8.0413,3.6791,6.1517,9.2767,6.8686,6.083,3.2515,3.6997,6.328,13.8385
7,5.6045,14.5728,8.4964,5.272,4.6708,10.7065,1.909,8.4174,5.7946,6.9446,11.3184,8.2047,3.9541,6.1282,8.8509,6.9788,6.0399,3.0311,3.7035,6.0156,13.8184
7,6.2896,14.311,8.2904,5.0727,4.7434,10.4415,2.1522,8.9933,5.6543,5.8683,11.2591,8.1223,3.5156,6.265,9.1425,7.0651,6.0735,2.9294,3.6801,6.028,13.3555
7,6.7524,14.1714,8.4355,5.2599,4.3533,10.3807,1.9811,8.2106,5.791,3.5282,11.3569,7.8563,3.4311,6.1079,9.3619,6.9689,5.8208,3.0694,3.7037,6.0763,13.634
7,6.9896,14.0182,8.3911,5.1452,4.4458,10.4734,1.8755,8.3112,5.2599,4.6253,11.0995,7.4913,3.6882,5.8572,9.4953,6.777,5.8178,3.1685,3.6657,6.317,13.4092
7,7.1279,13.8011,8.1379,5.2501,4.2398,10.2228,1.9016,8.9888,5.156,4.8059,11.0236,7.9036,3.6674,5.372,9.2691,6.9789,5.9322,3.4709,3.5561,6.3947,13.7118
7.5,8.7997,13.6842,8.2417,5.0578,4.1314,10.0928,1.8854,8.292,5.4778,7.8602,11.3501,7.6731,3.6924,4.8923,9.0522,6.9044,5.9331,3.3894,3.4787,6.4708,13.1235
7.5,8.9119,13.3184,8.4638,5.1213,4.0117,9.8728,1.8958,8.2421,5.2857,8.0619,11.256,8.2602,3.9861,4.9227,8.9488,6.8551,5.7825,3.3203,3.5431,6.0837,13.3023
7.5,9.3821,13.4172,8.3776,4.8043,3.9129,9.9471,1.8263,9.2114,5.3986,7.4006,11.5195,8.3417,3.6281,4.7318,8.3074,6.6395,5.55,3.3156,3.4824,6.4095,13.1603
7.5,9.1667,13.6569,8.5133,4.9228,3.8111,9.6351,1.7481,8.0192,5.5296,6.7821,11.3464,8.9845,3.3962,4.581,8.7906,6.7028,5.8446,3.1527,3.4568,6.1334,13.4584
7.5,9.8204,13.8259,8.298,5.0039,3.6409,9.7349,1.7801,8.1721,5.7132,7.3293,11.1055,9.426,3.4008,4.7021,8.6536,6.7297,5.503,3.2556,3.378,6.1867,13.1187
7.5,9.0698,14.0894,8.6521,5.1273,3.794,9.6346,1.741,8.5416,5.62,7.8271,11.5103,9.31,3.2634,4.6876,8.5027,6.8629,5.4657,3.2099,3.358,6.2117,13.3616
7.5,9.252,13.769,8.6836,5.0157,4.0659,9.4702,1.6084,8.1129,5.233,8.0443,11.1052,9.0148,2.9664,4.6896,8.2311,6.6045,5.4747,3.2629,3.3218,6.4098,12.9177
7.5,9.5032,13.4961,8.5565,5.2467,3.8105,9.4075,1.5981,7.795,5.1436,7.7857,11.2004,8.6946,2.9372,5.1764,8.5017,6.7328,5.2432,3.1403,3.2266,6.4394,13.2625
7.5,9.5239,13.8822,8.4292,4.9615,3.7013,9.1431,1.8214,9.2881,4.7611,4.6963,11.6883,8.9013,2.7625,4.8196,8.4036,6.6257,5.3307,3.2596,3.1609,6.7544,13.1072
8,9.0194,13.8548,8.2378,5.0727,3.4746,9.3328,1.6971,8.4075,4.7923,4.6263,11.4054,8.9333,3.0694,4.7433,8.0388,6.6187,5.1432,3.2919,3.1268,6.6469,13.2083
8,9.1584,13.8965,8.2517,4.7072,3.5081,8.8977,1.5098,8.4698,4.5555,6.0229,11.43,9.0987,2.875,4.7869,8.6417,6.7082,5.3527,3.5164,3.0817,6.3335,12.8231
8,8.7699,13.8543,8.4972,5.1405,3.8593,8.8208,1.3893,9.4433,4.6765,7.8133,11.153,8.7775,3.0912,4.9706,8.7718,6.575,5.173,3.7491,2.9902,6.2952,12.6331
8,8.9409,13.7268,8.1609,5.2545,3.7699,8.9796,1.4214,8.7587,4.2305,7.6473,11.2934,9.3719,3.4683,5.3376,8.2473,6.5465,5.4352,3.81,3.093,6.448,12.8979
8,8.7792,13.6325,8.3884,4.5727,3.7842,9.1561,1.6444,8.4751,4.2493,6.9711,11.2541,8.9977,4.2018,5.2615,8.6811,6.6103,5.5078,3.8474,3.1381,6.5779,12.9539
8,8.7055,14.1534,8.3627,4.2554,3.5172,9.2411,1.3409,9.4479,4.0545,7.1927,11.0664,9.3272,4.4115,5.1329,8.2724,6.6129,5.2404,3.8606,3.1924,6.908,13.2384
8,8.2736,13.8436,8.4942,4.612,3.6709,8.9839,1.2808,8.8873,3.8598,3.5748,11.4339,9.2761,4.4107,4.6993,8.8729,6.9774,5.2217,3.9815,3.2409,6.5516,12.8905
8,8.2793,13.9697,8.3971,4.9827,3.5746,9.1935,1.1099,8.805,4.4222,3.9572,11.4018,9.1157,3.6332,4.5256,9.2178,7.0489,4.8882,4.1984,3.4343,6.5378,12.8385
8,9.6363,14.1727,8.5824,5.5416,3.5902,9.2879,1.3875,9.5257,4.21,6.7532,11.2994,9.4418,4.466,4.5377,9.5204,6.7339,5.3546,4.3834,3.3228,6.2539,12.793
8,9.1133,13.833,8.7706,5.5595,3.498,9.2506,1.6817,8.3806,4.5417,6.9229,11.6272,9.4212,4.2236,4.4186,9.3043,6.7431,4.8092,4.4944,3.3644,6.6807,12.6349
8,8.8136,13.8383,8.6536,5.4017,3.6692,9.1301,1.5907,8.7535,3.7382,5.8911,10.8365,9.3913,3.9749,4.1066,8.9328,6.6654,5.0885,4.3822,3.6914,6.354,12.963
8,8.5349,13.7337,8.4121,5.5994,3.3228,9.2162,1.6381,9.3326,3.4041,4.8057,10.8136,9.5702,3.9586,4.0726,9.3349,6.7892,5.2177,4.5934,3.5115,6.6853,13.1126
8,7.8972,13.5568,8.4973,5.6746,3.3615,9.3415,1.5634,8.2231,3.7242,3.9152,11.1391,9.1156,3.74,3.8738,8.8339,6.8287,4.9924,4.8286,3.626,6.4596,12.9141
8,7.009,13.8127,8.6377,5.7754,3.3936,9.2981,1.6289,8.5633,3.226,4.2081,10.9735,8.6033,3.7572,3.6988,9.2722,6.4821,5.3185,4.8482,3.5966,6.3989,12.9683
8,6.8305,14.1311,8.1665,5.6891,3.2729,9.1818,1.6556,9.025,3.3167,4.6104,11.2953,9.3628,3.7154,3.5728,9.3615,6.573,5.4672,4.8805,3.5118,6.6342,13.1422
8,7.3795,14.2824,8.8318,5.5651,3.376,9.2094,1.4119,8.3102,3.5971,4.2018,10.6274,8.5546,3.727,3.7026,8.8499,6.4359,5.6967,4.9185,3.5714,6.2122,13.2917
8,6.8794,14.2725,8.6636,5.6062,3.4317,8.9703,1.5252,8.4371,3.5624,4.0599,11.0984,8.8839,3.5728,3.6208,9.3609,6.6431,5.4131,4.6855,3.4764,6.51,13.4468
8,6.7476,14.297,8.5289,5.5411,3.5167,8.8511,1.531,8.5039,3.7284,4.2729,10.5074,8.7515,3.0023,3.5586,9.239,6.5099,5.5771,4.7377,3.3774,6.3416,13.0108
8,7.2043,14.162,8.6891,5.3536,3.4575,8.8408,1.62,8.0671,3.9632,4.3963,10.578,8.8402,3.3501,3.5234,9.3084,6.3605,5.6832,5.2859,3.607,6.489,13.0029
8,6.8285,14.172,8.773,5.5718,3.5494,8.4721,1.6574,8.2257,3.7001,4.2716,10.8859,9.4639,3.5068,3.637,9.0779,6.6222,5.3424,5.278,3.3608,6.3011,13.3713
8,7.0673,14.6596,8.6315,5.4036,3.3849,8.6678,1.4928,8.669,3.8364,4.2512,10.3638,9.7923,3.0968,3.5521,9.4749,6.7219,5.4811,5.1113,3.409,6.5478,12.749
8,7.4091,14.0958,8.2402,5.6369,3.5849,8.4264,1.8148,7.8121,3.9089,4.0645,10.1107,9.4844,3.388,3.2906,10.5294,6.3714,5.5174,5.0819,3.1249,6.5434,13.199
8,7.0599,14.0384,8.615,6.0604,3.7868,8.2463,1.799,8.0303,4.3967,3.8204,10.3002,10.18,2.9392,3.4158,8.4895,6.3831,5.4305,5.0778,3.1107,6.357,13.0886
8,7.3201,14.3332,8.574,5.6624,3.9064,8.5062,1.9862,8.2929,4.4355,3.9762,10.5265,9.6148,3.266,3.2584,8.6716,6.3291,5.1566,4.9194,2.9473,6.1425,13.3209
8.5,6.7394,14.3683,8.2307,5.9063,3.8737,8.5396,1.9062,7.9671,3.6209,3.7022,10.7273,9.4385,3.591,3.2406,8.173,6.0805,5.2329,4.9987,2.8352,6.427,12.7339
8.5,6.4677,14.3943,8.2586,6.1756,3.6445,8.3487,2.02,7.8911,3.746,3.5961,10.0837,9.6515,3.56,3.0561,8.7093,5.9656,5.2408,5.0996,2.9059,6.1102,12.878
8.5,7.0594,14.2506,8.4829,6.2195,3.7466,8.6509,2.1264,8.2092,3.6922,3.518,10.5834,9.0368,3.3587,3.182,8.9943,5.8588,5.2007,4.9244,3.1187,6.2477,13.0102
8.5,6.8844,14.3052,8.2214,6.2797,3.4512,8.726,1.8952,7.7885,4.0242,3.6891,10.7107,9.7647,3.0657,3.4214,8.5021,6.0634,5.2171,4.815,2.8756,6.3118,13.2271
8.5,6.4069,14.3573,8.449,6.0497,3.6558,8.7218,2.1376,8.3719,4.313,3.6143,10.4351,9.9406,3.0836,3.2033,7.8737,5.982,5.1634,4.5643,2.5913,6.557,13.0421
8.5,7.3917,14.5172,8.4921,6.2234,3.5559,8.7128,1.8847,8.9946,3.2501,3.6526,10.6804,9.6439,2.993,3.0488,8.6988,5.7603,5.2019,4.6433,2.6951,6.676,13.1351
8.5,6.421,14.3581,8.5121,6.47,3.4846,8.8071,1.9363,8.3709,3.894,3.5604,10.383,10.055,2.7107,3.2897,8.0913,5.8658,5.2652,4.8681,2.9341,6.4009,12.901
8.5,6.5624,14.7227,8.6568,6.3257,3.3987,8.8437,1.9846,8.1216,4.1203,3.4575,10.7402,9.7291,2.7318,3.1956,7.7986,5.9506,5.3336,4.6929,2.5438,6.1491,13.0621
8.5,6.8136,14.14,7.8369,6.2546,3.5044,9.1083,2.0944,8.9429,3.9265,3.5194,10.5189,9.2387,2.8479,3.0624,8.0422,5.9459,5.0866,4.6253,2.5976,6.0965,12.9757
9,6.5194,14.5552,8.1076,6.0352,3.3474,8.8179,2.0774,8.3763,3.8541,3.7224,10.6653,9.5579,2.485,3.1235,7.6709,5.8098,4.9587,4.5453,2.5482,6.4257,13.0641
9,6.7545,14.4411,8.3196,6.2578,3.478,8.903,1.884,8.1929,3.7119,3.8731,10.7909,9.6877,2.8139,3.0147,7.4933,5.5454,4.9233,4.3903,2.6194,6.6874,13.5756
9,6.6768,14.4777,8.4268,6.1691,3.2637,8.9604,2.039,8.7634,3.9582,3.7232,9.9527,9.8488,2.6456,2.9356,7.5216,5.6909,4.7717,4.5534,2.5071,6.975,13.1929
9,6.2437,14.6945,8.628,6.2105,3.8378,8.8231,1.7787,8.0755,4.0307,3.1545,10.4226,9.4041,2.6814,2.8815,7.8296,5.5166,4.7122,4.4473,2.4638,6.7204,13.5249
9,6.7833,14.9039,8.4081,6.0882,3.8559,9.3639,1.8836,8.1946,4.2687,3.3132,10.4594,9.1793,2.9109,2.9282,7.9347,5.5304,4.8252,4.4726,2.4242,6.8751,13.5635
9,6.5592,14.2563,8.3071,6.2625,3.8981,9.4399,1.8754,8.8282,3.832,2.95,10.631,9.3462,2.9388,2.776,7.4363,5.5399,4.6619,4.4342,2.2896,7.0427,13.1895
9,6.4505,14.4613,8.2306,6.359,4.1478,9.5936,1.9942,8.121,3.509,2.8596,11.4108,9.6445,2.4735,2.7639,8.1362,5.3743,4.7283,4.3885,2.4065,6.9745,13.5245
9,7.1322,14.7357,8.1597,5.8307,3.9163,9.3789,1.9334,8.19,3.913,2.6633,11.079,9.3471,3.0564,2.792,8.5581,5.3026,4.7331,4.3712,2.1943,6.9137,13.3173
