odour stim;16/10/2020 Male3;30/10/2020 Male6;30/10/2020 Male9;02/11/2020 Female7;02/11/2020 Female8;03/11/2020 Female5;03/11/2020 Male6;03/11/2020 Male10;04/11/2020 Female4;04/11/2020 Female5;08/11/2020 Male1;08/11/2020 Female2;11/11/2020 Female1;11/11/2020 Female2;11/11/2020 Male3
;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V
1;8.343;4.3929;6.4342;10.0366;6.8365;2.329;4.3654;9.3267;3.4845;5.5521;4.5078;2.7669;4.5783;14.2948;4.0969
1;8.2583;4.1936;5.7329;9.4879;6.5294;2.1008;4.1347;9.4794;3.6231;5.5287;4.4492;2.7664;4.866;14.2444;3.851
1;8.4379;4.4079;5.4585;9.4316;6.525;2.1753;4.1705;9.5023;3.6803;5.6316;4.5553;2.6134;4.8956;13.9194;3.7448
1;8.0949;4.3781;5.3052;9.5883;6.6889;2.4126;4.2153;9.4978;3.58;5.5388;4.8624;2.6004;4.8875;13.3428;3.4012
1;8.1608;4.3002;5.2002;9.6156;6.3478;2.211;3.9061;9.9718;3.4281;4.7843;4.9393;2.7185;5.3076;12.8827;3.692
1;7.8184;4.2805;4.8818;9.9615;6.752;2.2184;3.8196;9.9972;3.4863;4.9951;4.8697;2.9972;5.1463;13.8088;3.9251
1;7.9438;4.4226;5.0532;9.1727;6.5468;2.2425;4.0052;10.491;3.6024;5.7612;5.3863;3.4472;5.9691;12.0351;4.246
1;8.5855;4.7747;5.7386;10.0139;7.0674;2.1277;4.2763;10.6011;3.6749;5.9776;6.1049;3.965;7.0088;12.9954;4.9278
1;9.4187;4.6401;7.7071;11.1007;7.3219;2.5144;4.5056;12.004;3.9313;6.6161;6.1147;4.2584;7.6068;15.0436;5.468
1;8.9476;4.9033;9.1676;11.7148;7.2696;2.681;4.4679;11.2008;3.5855;6.8395;6.2483;4.2162;8.7575;15.2034;5.2678
1;9.8089;5.4032;9.0712;11.7244;7.7438;2.5748;4.723;12.5683;4.1658;6.9961;5.8544;4.194;9.8004;15.2506;4.8657
1;9.0435;5.0823;9.7034;11.2491;7.7167;2.5619;4.7678;12.5338;4.1289;6.6564;6.2307;4.1091;10.2167;15.268;5.3483
1;9.6344;5.3054;9.6173;11.693;7.7191;2.5567;4.8436;12.2981;3.7249;6.87;6.6621;4.1877;10.6428;14.9373;4.9943
1;9.256;5.7634;9.9253;11.4129;7.7786;2.9367;4.7236;13.072;3.7326;7.0054;6.6574;4.0572;10.7722;14.7859;5.214
1;9.7024;5.9775;9.8119;11.4414;7.8723;2.9137;4.6782;13.1527;3.6242;6.9295;6.7658;3.4762;10.9677;13.9166;5.3577
1;9.1851;5.6774;9.7422;11.4134;7.5797;3.4294;4.57;13.8126;3.7554;7.0947;6.3251;3.5806;10.6107;13.9555;5.395
1;9.7532;5.987;9.6151;10.9645;7.6326;4.1405;4.7236;13.4014;3.5662;6.8663;6.3638;3.2678;10.2834;13.385;5.5583
1;9.3103;5.9849;8.9659;10.1153;7.5501;4.4307;4.7196;13.4429;3.697;6.8712;6.0641;3.3365;10.528;13.6904;5.4684
1;9.6463;5.9946;8.6876;10.1091;7.3691;4.1399;4.9395;14.0153;3.7583;6.6522;6.2121;3.6082;10.4785;13.8509;6.7334
1;9.0662;6.0055;7.6047;9.6655;7.2654;4.0089;4.4661;13.5353;3.9155;6.4165;6.2272;3.4778;10.6773;14.1714;6.202
1;9.2598;6.1741;7.3347;9.8684;7.2141;3.8494;4.6629;13.3291;3.7176;6.134;6.2313;3.3189;10.6111;14.4871;6.2966
1;9.1533;6.3162;6.6181;9.635;6.7885;3.3284;4.486;13.7819;3.6285;5.9866;5.9716;3.2911;10.5905;14.2165;6.6411
1;9.507;6.5438;6.802;9.4533;6.3897;3.487;4.4951;13.4269;3.5751;6.0283;6.1819;3.3651;10.5741;14.4928;6.3589
1;8.7532;6.6188;6.2913;9.1907;6.011;3.2062;4.4514;12.84;3.5461;5.7135;6.0186;2.9146;10.614;15.014;6.5132
1;9.166;6.5037;5.6127;8.4409;5.7316;3.1068;4.8086;12.7945;3.7588;5.6046;5.6767;2.9148;10.2711;14.8675;6.634
1;8.8277;6.5356;5.4352;8.5218;5.4954;3.2802;4.9261;11.8881;3.7485;5.8354;5.2249;2.7228;9.8046;14.9996;7.1519
1;8.73;6.7075;5.048;8.6649;5.0603;2.8255;4.7782;12.7506;3.8169;6.3034;5.3468;2.4078;10.1049;14.9222;6.9198
1;8.4922;6.6289;4.9121;8.4859;5.1018;3.2225;4.8942;12.1378;4.0844;6.6748;4.9993;2.5332;9.8796;13.5982;7.0732
1;8.3524;6.6793;4.7689;8.3997;4.4906;3.5708;4.9433;12.0073;3.8883;6.6812;4.8936;2.1251;10.0779;13.6676;8.0778
1;8.6372;6.4371;4.7566;8.0048;4.4113;3.7354;4.8666;10.915;3.8323;6.025;5.0132;2.0824;9.7093;14.0808;8.036
1;8.3132;6.6574;4.8742;8.1328;4.7188;3.825;5.0293;10.8102;4.2136;5.688;4.9668;2.0078;9.1752;14.0876;8.0928
1;8.4587;6.3441;4.9846;8.1522;4.2121;4.3866;4.9034;11.4214;3.8328;5.3201;5.3547;2.272;9.2762;14.4035;8.0611
1;7.3998;6.388;5.3045;7.9247;3.9684;4.4096;4.6197;11.409;3.8897;5.07;5.4068;2.806;8.9718;14.4936;7.5064
1;7.2546;6.618;5.3675;8.1127;4.1419;4.3924;4.4389;11.2745;3.7105;4.7837;4.9457;3.0146;8.9701;13.7547;7.5255
1;6.8799;6.534;5.4688;7.8403;4.5777;4.4672;4.4227;10.6671;3.8266;4.9505;4.8249;3.1085;8.7398;12.9391;7.5756
1;6.7515;6.3286;5.6188;7.3194;4.0662;4.4712;4.4943;10.2008;3.8913;5.1768;4.8097;3.1875;8.6877;13.0263;6.3431
1;6.5147;6.3102;5.867;7.5737;4.1607;4.1975;4.6286;9.8732;3.7945;5.1468;4.2658;3.3776;8.6531;13.4576;5.7683
1;6.6928;6.0069;5.6706;6.9488;4.2982;4.3231;4.6443;10.2502;3.7234;5.0752;4.6978;3.3641;8.353;13.4945;5.5716
1;7.1518;5.7999;6.014;7.2406;4.3993;4.3454;4.6662;10.067;3.9275;5.1688;4.7453;3.1722;8.4838;13.6123;5.2457
1;6.824;5.7467;7.7576;8.5015;4.9302;4.8005;4.5736;9.7081;3.93;4.7522;4.7632;3.6081;8.9761;13.5186;5.595
1;7.0117;5.5791;8.2254;9.9412;5.1153;4.7575;4.9742;9.9957;4.0938;5.0247;5.0841;3.6046;9.5915;13.6152;5.1561
1;7.1359;5.2698;8.4414;10.3396;5.7045;5.0959;5.2099;10.4404;3.9666;5.8311;5.1773;3.6151;9.83;13.7707;5.7557
1;6.9631;5.5947;8.5758;10.7585;5.8218;9.2172;5.0953;10.4016;3.7259;6.9639;5.3689;3.7186;9.4254;13.9367;6.0294
1;7.3635;5.8222;8.8229;11.2652;5.8522;12.7655;5.6964;10.6549;3.9547;7.2705;5.3488;3.4522;9.1862;14.0472;6.2083
1;7.5808;5.8523;8.987;10.8269;6.3102;13.8452;5.8201;11.049;3.805;7.2753;5.0249;3.698;9.4932;14.5744;5.8478
1;9.488;5.4458;8.8021;10.1214;6.3364;14.6014;5.8089;10.9518;4.0437;7.4795;5.3935;3.7081;9.3022;14.9667;5.4043
1;10.1935;5.2538;9.1453;10.028;6.4554;14.9551;5.6892;11.2481;3.8245;7.1423;5.1143;3.4147;9.232;14.5214;6.1358
1;10.5217;5.0755;9.1277;10.1856;7.0705;14.5982;6.0642;11.23;3.7785;7.077;5.2085;3.3211;9.0105;15.7265;6.1241
1;10.4192;5.4191;9.2421;9.8375;6.9503;16.5201;6.0073;11.5415;3.9529;7.0478;4.874;3.1974;9.0846;15.9158;6.2095
1;10.6068;5.4226;9.3538;9.5771;6.6449;16.8888;5.8422;12.5088;3.9537;6.8518;4.8404;3.2616;9.3069;15.9233;5.6277
1;10.7813;5.1953;8.6771;9.3756;6.4246;15.4764;6.0655;12.2455;3.8652;6.693;4.8372;3.1389;9.22;15.6499;5.7146
1;10.8911;5.3139;8.6066;8.7955;6.2207;14.2223;5.886;12.6041;4.0779;6.8343;4.5056;2.8977;9.3139;15.7173;5.2901
1;10.094;5.3434;7.9015;8.9247;6.0834;13.1944;5.6742;12.7744;4.2226;6.7263;4.2378;3.1948;9.0917;15.3543;5.3429
1;9.7675;5.6293;7.7277;9.177;5.7508;11.8593;5.7326;12.4678;4.3829;6.2546;3.9424;3.3699;8.8201;14.7128;5.6515
1;9.813;5.2988;7.5374;8.799;5.4332;9.7602;5.5366;11.9528;3.8376;6.2405;3.8234;3.2509;8.2162;14.5294;5.7472
1;10.4286;4.9271;7.3179;8.4225;5.1751;9.0107;5.5232;12.7222;3.9618;6.1048;3.7501;3.411;8.0181;14.3636;6.349
1;9.658;5.0098;6.9643;8.599;4.9158;7.5817;5.5786;12.5394;4.0138;5.9961;3.1742;3.2642;7.9668;14.5777;6.3729
1;9.6171;4.7307;7.1811;8.6426;5.3137;6.6335;5.3158;12.313;3.835;5.5564;3.0606;3.504;7.3609;14.1948;5.7942
1;9.4444;4.5863;6.9206;8.1703;4.8042;6.3548;5.1799;11.5783;3.8451;5.333;3.1755;3.3912;6.7077;13.8041;6.3479
1;9.5137;4.4446;6.1305;7.6898;4.5455;6.1967;5.1399;11.3343;3.7137;5.0729;2.9561;3.1757;6.6687;14.0871;6.5667
1;9.4158;4.4901;5.3413;7.37;4.4851;5.8034;5.0538;11.3957;3.7656;4.7766;3.0628;3.3144;6.4421;13.678;6.7533
1;9.403;4.5583;4.9661;7.3207;4.4296;5.5376;5.2781;11.1266;3.7838;4.5742;3.1236;3.388;6.1237;13.8822;6.7549
1;9.3518;4.1688;4.0413;7.0028;4.5676;4.6681;5.0067;10.8508;3.3585;4.9297;3.1114;3.2154;5.8649;13.8511;6.4903
1;9.6871;4.1042;3.7982;7.3781;4.5466;4.0923;4.7406;10.6536;3.526;4.4874;2.8059;2.9589;5.8397;13.7126;6.6876
1;9.6431;3.9788;3.7765;6.9309;4.6258;3.8001;4.7406;10.4565;3.4202;4.363;2.8618;3.036;5.4048;13.7203;6.9603
1;9.2855;4.2811;3.634;6.6552;4.361;3.5541;4.6208;9.6746;3.6915;4.3361;2.9016;2.8158;5.1214;14.3754;7.0991
1;9.3311;4.0757;3.5128;5.9463;4.1986;3.4231;4.8471;9.2657;3.6205;4.1046;2.9406;2.9079;4.8878;14.077;6.9886
1;9.1036;3.8104;3.3025;5.9466;4.4796;3.2473;5.2324;9.6671;3.3269;4.0386;2.9301;2.6613;4.8889;13.8951;6.9423
1;9.0753;3.618;3.207;5.7527;4.1106;3.3235;5.3557;9.3064;3.5566;3.9828;2.6192;2.5929;4.867;13.6771;7.1092
1;8.9573;3.9264;3.0972;5.1337;3.9127;3.1268;5.4688;9.2302;3.5816;3.7089;2.5312;2.4966;4.7692;13.661;6.6246
1;8.7977;3.6983;3.3367;4.6024;4.1701;3.6662;5.5908;9.2574;3.5749;4.0245;2.6026;2.1918;4.5969;13.5982;6.3173
1;8.7666;3.7367;3.2039;5.6812;4.6701;8.1846;5.6282;8.6061;3.7542;5.0312;2.4861;2.5842;5.6836;13.5897;7.4597
1;8.3925;3.426;4.0196;6.8715;6.0664;11.485;6.0495;8.6964;3.5556;6.4462;3.2276;2.5818;6.5287;13.4232;7.6847
1;8.181;3.5996;5.3427;7.6096;6.6165;13.7713;6.6037;9.1644;3.6546;6.6269;4.9855;2.7518;7.1266;12.8715;7.7894
1;8.7927;3.5882;7.3849;8.212;6.9883;15.3012;7.0501;9.6546;3.5143;6.9744;6.3867;3.0083;7.6711;13.0374;8.0998
1;8.6885;3.9831;7.8492;8.365;7.7463;16.7609;6.9347;10.3398;3.1476;6.6585;6.899;3.644;8.0514;12.7708;7.8994
1;8.5562;4.1162;8.3772;8.9126;7.8354;16.8242;6.9308;10.2612;3.48;6.6947;6.9966;3.8965;8.5802;13.0279;7.4099
1;8.6199;4.9794;8.9328;9.0291;8.1788;17.0183;6.8674;10.3749;3.7688;6.4887;6.7892;4.0953;9.3466;12.5042;7.1439
1;8.7268;5.3346;8.4063;8.754;7.7514;16.9929;7.3098;10.4746;3.6807;6.5798;6.8742;4.2376;9.6998;11.7289;7.0863
1;9.186;6.037;8.4793;8.9358;7.3076;16.8297;7.6257;10.9533;3.9086;6.2598;6.5132;4.2189;9.5505;12.1771;6.5759
1;10.1321;6.3337;8.8965;8.6116;7.7784;16.1962;7.801;11.0233;3.1847;6.3224;6.4794;4.1783;9.7624;11.8805;6.1195
1;10.7755;6.38;8.2284;8.1379;7.4151;15.24;7.7399;10.8803;3.1543;6.2993;6.4641;4.0852;9.9395;12.7662;5.3357
1;11.1261;6.4587;8.9019;7.7255;7.6192;13.7751;7.7148;11.1676;3.1115;6.0284;6.1344;4.1807;9.9487;12.966;5.2282
1;10.972;6.7165;8.6066;6.6551;7.3254;12.3842;7.388;10.589;2.9226;5.1557;5.9548;4.0396;9.8664;13.5317;5.1613
1;10.9397;6.8155;8.1606;6.8565;7.3278;11.4194;7.2723;10.4608;2.7653;4.8959;6.2729;3.9112;10.218;13.2013;4.5727
1;10.4697;6.6116;7.6137;6.4722;7.0136;10.4153;6.5297;10.4639;2.8383;4.5099;5.8484;3.9026;9.959;12.3987;4.4339
1;10.0393;6.6082;6.8054;6.1591;6.7484;9.786;6.4926;10.9444;2.7475;3.6864;5.8474;4.0093;9.5981;12.3295;4.2886
1;9.5005;6.7499;6.6465;5.9169;6.6392;9.5601;6.2901;11.2585;2.7777;3.7287;6.0126;3.9292;9.776;11.7949;4.0072
1;8.7355;6.72;6.4187;5.3222;6.2271;8.2867;6.0236;11.5255;2.5217;3.2397;5.9602;3.57;9.4516;12.2994;4.0683
1;8.5832;6.8724;5.9027;5.1738;6.2948;7.6344;5.9009;11.1553;2.4465;3.2052;5.764;3.6827;9.3004;12.4019;3.8128
1;7.5847;6.5541;6.1419;5.1871;5.5605;6.4196;5.5831;10.6023;2.2895;2.9151;5.5688;3.3427;9.0063;12.5869;3.8353
1;7.6218;6.6199;5.5496;5.1523;5.2515;5.7845;5.8919;10.5673;2.4931;2.9048;5.3538;3.4556;8.7717;13.0995;4.245
1;6.8353;6.2979;5.335;4.6051;5.6768;5.1327;6.4061;10.7837;2.3235;2.8422;4.8446;3.3557;8.3472;12.6009;4.2262
1;5.9315;6.1882;4.9752;4.3551;5.1787;5.2424;6.6114;11.1023;2.5282;2.7019;4.7337;3.3391;8.0973;12.3696;4.1698
1;5.5064;6.1402;4.8764;4.3149;4.7766;5.0312;6.84;11.0724;2.3739;2.4383;4.6072;3.3572;7.7956;11.8095;4.5133
1;5.224;5.9789;4.928;4.2566;4.4356;4.7412;6.9519;11.1797;2.3316;2.5525;4.63;3.5262;7.3589;11.7534;4.6901
1;4.9173;6.1054;5.1996;3.8008;4.2146;4.5668;6.763;10.982;2.5104;2.5487;4.8464;3.4202;7.0269;11.2965;4.3749
1;4.5965;6.1306;5.3099;3.6216;4.1613;4.5019;6.6651;10.6285;2.3729;2.2999;4.6348;3.4804;6.859;11.8032;4.4212
1;4.5016;5.651;5.0024;3.6727;4.2119;4.495;6.9556;10.8441;2.4844;2.5882;4.9251;3.2486;6.358;11.2905;4.7032
1;4.3943;5.5418;4.8583;3.503;3.9992;4.6841;6.4446;10.7328;2.5458;2.4612;5.1054;3.3275;5.9878;11.0561;4.4459
1;4.0275;5.7269;4.8905;3.2268;3.6715;4.5704;5.8686;11.0472;2.8091;2.5115;5.0827;3.2924;5.772;11.1145;4.6468
1;4.1387;5.7197;4.7688;3.4406;3.9453;4.9313;5.5996;11.0347;2.8088;2.2612;4.9982;3.2735;5.3603;10.6073;4.2667
1;3.9772;5.4789;4.8817;3.0129;3.525;5.1548;5.4205;11.332;2.7131;2.446;4.7591;3.1886;5.2588;10.5723;4.2565
1;3.7252;5.5568;6.1088;3.4051;4.8084;7.0823;5.2592;10.8629;2.6112;2.9167;4.8964;3.272;5.2733;10.894;5.3315
1;3.9887;5.6272;6.9964;3.61;5.4412;8.6413;5.3061;10.5308;2.9776;3.8041;5.3677;3.2459;4.6872;11.2191;7.1093
1;4.7999;5.3501;7.7715;4.87;5.8185;9.1849;5.3867;10.9914;3.0462;4.8037;5.1805;3.4342;4.5748;11.5383;7.7576
1;6.6302;5.0653;8.5452;7.236;5.9368;12.1189;5.6767;10.9076;2.8331;5.7888;5.8406;3.4425;4.5069;12.6119;8.8278
1;8.3012;5.4465;8.7173;7.8953;6.4603;13.9538;5.5847;11.0603;3.0746;6.2027;6.039;3.6295;4.471;12.0492;8.7264
1;8.7409;5.6176;9.0246;8.8451;6.2588;15.2915;5.7069;11.0555;3.0955;6.2488;6.3223;3.6612;4.3194;11.6553;9.33
1;9.2386;5.8553;8.9902;9.0936;6.7185;15.9464;6.1599;10.8272;2.8974;6.7585;6.1676;3.5393;3.8677;12.9679;8.211
1;10.0991;6.1837;8.8237;9.2523;7.1369;15.5185;5.9532;10.9874;2.9802;6.9543;5.9204;3.49;3.7985;13.736;8.4078
1;10.6792;6.2078;8.1702;9.0643;7.4807;15.8052;5.983;11.052;2.7295;7.0009;6.0841;3.447;3.7496;13.2741;8.6398
1;10.8224;5.9899;8.351;9.7458;7.787;14.4205;5.9519;10.8297;2.9747;7.0242;6.2668;3.5067;3.6593;12.5762;9.4589
1;11.0256;5.9081;8.2905;9.9571;7.1368;13.6346;5.796;10.6147;2.8696;7.0684;6.3175;3.5912;3.6795;12.9639;9.1012
1;10.7794;5.5309;8.2369;9.4076;7.0879;14.0148;5.995;10.7074;2.7868;7.0047;6.183;3.6601;3.8448;12.6619;8.4696
1;10.8246;5.3317;7.5954;9.3232;6.6977;13.4544;6.0867;10.0242;2.7525;6.5183;6.1811;3.6878;3.7088;13.1443;8.9809
1;10.3467;4.8709;7.4264;9.1871;6.0346;13.1181;5.9181;10.016;2.6641;6.0149;5.8307;3.7117;3.6947;12.4529;8.9824
1;10.5669;4.7466;6.5777;8.3143;5.6345;11.5116;5.9328;10.1704;2.8097;5.7013;6.0271;3.4182;3.4912;12.4578;8.8974
1;10.0456;4.6973;6.0978;7.7175;5.3084;10.3709;5.4867;10.4328;2.7604;5.4622;5.5582;3.6504;3.5173;12.2857;8.0842
1;10.187;4.8906;5.6847;7.9628;5.4847;9.4046;5.2021;10.7306;2.5927;4.9889;5.6884;3.382;3.3842;11.4616;8.2729
1;9.7436;4.6236;5.0657;7.9784;5.2;8.121;5.3578;10.4674;2.7674;4.3755;5.5797;3.4775;3.5554;10.8389;7.4159
1;9.5354;4.5709;4.5292;7.7569;4.7936;7.5276;4.9968;9.5794;2.8724;4.0754;5.4277;3.3662;3.452;11.0921;6.732
1;9.7964;4.8589;3.4603;7.003;4.9336;6.7473;5.6709;8.9268;2.8538;3.9478;5.1947;3.2468;3.3607;11.0784;6.0145
1;9.463;4.8485;3.4338;6.9639;5.2564;6.028;5.3505;9.2702;3.1604;3.6568;5.2518;3.1975;3.4934;11.0891;5.601
1;10.3295;5.097;3.1581;6.9708;4.697;5.8227;5.2817;8.9807;3.2904;3.4266;5.2561;3.0469;3.4784;10.6879;5.9111
1;9.675;4.5861;3.0254;6.758;4.783;5.172;5.4102;8.7788;3.1022;3.301;4.8715;2.9253;3.5694;10.5983;5.3294
1;9.2151;4.7771;3.1713;5.9891;4.7464;4.409;5.0928;8.7283;2.9827;2.5883;4.7948;2.791;3.4763;10.8555;5.2026
1;9.1635;4.2853;3.264;5.5029;4.5292;4.0924;4.9738;8.3402;2.8615;2.7538;4.9624;2.97;3.2759;11.2077;5.175
1;8.9356;4.2284;3.0069;5.2093;4.6616;3.8279;4.9777;8.5543;2.7448;2.9702;5.4658;2.9403;3.2646;10.7361;4.9359
1;8.4528;4.1505;2.2654;5.0737;3.9939;3.8868;5.2532;8.5923;2.7937;2.5222;5.501;3.0986;3.3154;10.192;4.802
1;8.2157;4.2353;2.5459;4.8646;3.7914;3.4102;4.9859;8.6077;2.9171;2.5372;5.3501;3.0532;3.2728;9.9;5.0814
1;8.2453;4.0093;2.4772;5.1998;3.994;3.2169;5.156;8.5216;2.795;2.5734;5.1237;3.1661;3.4043;9.6718;4.8535
1;7.8871;4.069;2.818;5.1572;3.8596;2.9911;5.2156;8.0029;2.7982;2.5135;5.1236;3.0107;3.561;9.0195;4.574
1;8.3688;3.8277;2.8435;5.0506;3.7848;2.8483;5.1912;8.0142;2.7513;2.5683;5.0411;2.9969;3.5309;8.9885;4.7479
1;7.8255;3.7915;2.6918;4.8539;3.7066;2.7835;4.9668;8.3891;2.7362;2.581;5.008;3.1019;3.7592;8.7402;4.6815
1;7.8602;3.8756;4.2188;6.3194;4.3592;3.2626;4.7302;8.6775;3.0428;3.2771;4.5894;3.242;3.7579;9.0622;5.2109
1;7.9763;3.9634;5.751;7.5057;4.5277;3.38;4.5357;8.5512;3.031;3.4946;4.6586;3.3374;4.1284;8.5654;5.8577
1;8.2975;3.8262;6.4514;8.8938;4.3896;3.6178;4.8564;8.7056;3.1251;5.8261;4.6993;3.2567;4.3055;7.872;5.153
1;9.0118;4.1472;6.7525;10.0747;4.7404;5.107;5.0076;7.8225;3.524;6.5637;4.6074;3.15;3.8415;7.8501;5.1544
1;8.4989;4.4265;7.3423;10.6221;6.0035;7.8633;4.9217;8.0765;3.434;6.5971;4.6796;3.4287;4.0352;8.2752;6.1208
1;8.7384;4.1758;7.9931;10.519;6.6938;8.8165;4.8521;8.1491;3.3044;7.1098;4.5356;3.4502;4.7644;9.1021;6.5757
1;9.2255;4.5867;8.4456;10.5476;6.3444;9.56;5.0902;8.1167;3.2399;7.4012;4.2655;3.5383;5.6237;11.0982;7.2254
1;9.111;4.3358;8.0977;11.0409;6.6012;10.8687;4.6594;7.8289;3.379;7.7639;4.0264;3.2097;5.9076;11.672;7.4833
1;9.5656;4.6124;8.0149;10.982;6.3868;13.0296;4.7167;7.8158;3.3755;7.5769;3.8258;3.5419;5.6289;12.3263;7.477
1;9.244;4.6013;8.4132;11.0468;7.0684;14.0439;4.6881;7.8204;3.2907;7.5008;3.5628;3.3465;6.101;12.7791;7.6572
1;9.6314;4.3361;8.6395;11.2382;7.0807;13.985;4.8525;8.345;3.1199;7.3687;3.7118;3.3954;6.2863;12.8961;7.4241
1;9.0982;4.0709;8.6293;10.6012;6.553;14.3448;4.2361;8.3477;3.5232;7.1571;3.4808;3.1315;6.0071;12.683;7.1334
1;8.9198;4.2512;7.6912;9.765;6.7072;13.6995;4.2238;8.4105;3.3689;7.4277;3.3655;3.1854;6.0596;13.8408;6.7387
1;8.7055;4.0376;7.6197;9.8822;6.0753;12.6008;4.3547;8.2061;3.4788;7.005;3.6438;3.1194;6.1782;13.2657;6.3539
1;8.6719;4.078;6.9653;9.3266;5.6764;11.8647;4.1839;8.8363;3.5928;7.3038;3.6362;2.9669;5.926;13.3527;5.9881
1;8.6346;4.0226;6.8249;8.7984;5.2312;9.9871;4.3085;9.3535;3.3241;6.4872;3.5177;2.8665;5.7433;13.3146;6.2507
1;8.2574;3.9276;6.5041;8.2548;5.1777;8.2197;4.4592;10.4313;3.2763;6.1846;3.871;2.9867;5.729;13.0768;6.0219
1;8.0636;4.1796;5.7266;8.4512;5.0939;7.2229;4.4397;11.1655;3.1811;6.0527;3.5873;2.8617;5.688;12.9213;5.6834
1;7.366;3.6576;5.3208;8.4072;4.7003;6.2547;4.4021;10.4054;3.1174;6.2742;3.7095;2.6854;5.6013;12.3577;5.4941
1;7.3203;3.8672;5.3361;7.5829;4.775;5.427;4.4766;11.5786;3.2808;5.7013;3.4456;2.7625;5.5748;12.124;5.1416
1;7.215;3.5316;5.2374;7.4036;4.937;4.7618;4.5135;12.0188;3.0157;5.5956;3.5199;2.5903;5.397;12;4.8682
1;7.1418;3.603;4.7086;6.6264;4.4833;4.2468;4.592;12.4878;2.9852;5.4611;3.3854;2.7626;4.9999;11.7989;4.7108
1;7.278;3.5523;4.0272;6.618;4.4849;3.6578;5.0639;12.2786;2.7894;5.4958;3.2857;2.9758;4.8533;12.04;4.6714
1;6.8524;3.4473;3.9291;6.3894;4.8379;3.3988;5.2404;12.4293;2.8831;5.0171;3.3784;2.8161;4.714;12.2052;4.4772
1;7.0242;3.2654;3.6882;5.5896;4.542;3.1658;5.3236;11.6874;2.7431;4.8858;3.1699;2.8708;4.5661;12.009;4.298
1;6.1381;3.5721;3.3326;4.7208;4.7562;2.7928;5.0562;11.6628;2.9449;4.3631;3.0787;2.9509;4.4134;12.0042;4.1639
1;5.6825;3.2162;3.3765;4.463;4.7078;2.6841;5.2985;11.7421;3.1568;4.4634;2.9227;2.8764;4.6332;10.73;4.2675
1;5.0894;3.2158;3.6338;4.2395;4.6029;2.6091;5.476;11.9156;3.228;4.1381;2.9219;2.7546;4.5505;10.4825;4.2335
1;5.0497;3.2892;3.6648;3.9156;4.5051;2.6112;4.8724;11.3971;2.8119;3.7235;3.0468;2.8801;4.5394;9.8747;3.9096
1;4.8253;3.0501;3.6631;3.7104;4.247;2.4473;5.1797;11.5288;2.7235;3.7624;3.0689;2.692;4.219;9.2557;4.2208
1;4.5406;3.3615;3.6945;3.8051;4.1025;2.2974;4.955;11.8319;2.4555;3.6993;2.8267;2.4552;4.2342;8.8855;4.2856
1;4.3549;3.06;3.3132;3.5686;4.1905;2.3602;5.1418;11.6114;2.5063;3.6739;3.0819;2.4708;3.9054;9.3145;3.8775
1;4.2015;3.3336;4.358;4.5373;5.3328;2.1394;4.9966;10.99;2.544;4.3997;2.7339;2.5891;4.9239;8.9455;4.4764
1;4.0176;3.99;5.9094;6.5597;6.8032;2.2481;5.2391;10.7098;2.9312;5.55;2.7466;2.9204;5.9795;8.2631;5.5113
1;4.9258;4.2902;6.3919;8.3967;7.814;2.3069;5.7901;12.0144;3.0556;6.7329;2.4488;3.1218;6.2247;14.0237;5.6593
1;4.9455;5.0037;7.6696;9.814;8.6667;3.5918;6.1061;12.3377;3.1499;7.1799;2.7998;3.3452;6.8712;16.185;5.9298
1;5.431;5.282;8.3929;10.7535;8.93;4.7163;6.1597;12.1391;3.2361;6.9103;2.8314;3.2033;6.6208;15.8879;6.0094
1;6.3162;5.4986;9.1685;10.8026;9.0323;5.6435;5.7719;12.127;3.0548;6.8163;2.8188;3.439;6.8735;16.2374;6.6566
1;7.2406;5.6893;9.2436;10.8892;8.7905;6.9427;5.9514;12.225;2.9245;6.5241;2.6743;3.4338;6.75;15.951;6.442
1;8.9375;6.1327;9.309;10.9596;8.6896;7.5392;6.5013;12.0448;2.8526;6.8364;2.9447;3.4619;6.8679;13.9558;6.9909
1;8.8794;6.362;9.6906;10.711;9.1166;8.3803;6.5694;11.7555;2.5626;6.4025;2.6303;3.6399;6.6492;15.7036;7.5559
1;9.1074;6.5198;9.4025;10.8359;8.6377;9.1061;6.6176;11.3412;2.5366;6.5175;4.1742;3.6013;6.7365;16.1333;8.3293
1;9.6046;6.487;9.5783;10.6276;8.1314;9.6698;6.3199;11.2884;3.0621;6.4868;5.2013;3.4555;8.3376;15.0725;8.7417
1;9.5549;6.9934;8.8672;10.952;8.0372;10.1945;5.7871;11.5225;2.8281;5.8023;5.303;3.639;8.7491;14.6503;8.7945
1;10.2082;6.979;8.5845;10.6792;8.1686;10.1301;6.1081;11.7009;2.7492;5.2393;6.0566;3.6666;8.7172;14.6089;8.2629
1;10.0824;6.8036;8.5953;10.847;7.7949;9.1326;5.7588;12.4555;2.6927;5.1267;6.3782;3.4093;8.3921;15.1414;8.3172
1;9.7517;6.7437;7.8514;10.6786;6.936;8.364;5.6327;12.1784;2.6798;4.9189;6.2825;3.3997;7.9618;14.7306;8.3162
