odour stim;16/10/2020 Male3;30/10/2020 Male6;30/10/2020 Male9;02/11/2020 Female7;02/11/2020 Female8;03/11/2020 Female5;03/11/2020 Male6;03/11/2020 Male10;04/11/2020 Female4;04/11/2020 Female5;08/11/2020 Male1;08/11/2020 Female2;11/11/2020 Female1;11/11/2020 Female2;11/11/2020 Male3
;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V;90V-45V
0.5;2.6294;3.0258;2.0763;1.2107;4.9267;2.684;5.4946;8.5743;4.0415;3.532;3.3343;0.6945;3.726;4.1438;3.681
0.5;2.5888;2.7517;1.7809;1.2249;5.1478;2.808;5.9383;8.0886;4.1612;3.136;2.9548;0.799;3.49;4.1328;3.4125
0.5;2.4747;2.9392;1.9916;1.6202;5.4016;2.6937;5.7273;8.8934;3.9088;2.872;3.3736;0.7584;3.5946;3.8798;3.6841
0.5;2.6617;2.8959;2.3294;1.405;5.763;2.7037;5.6481;9.4207;3.957;2.7234;3.3719;0.5677;3.422;4.0095;3.7712
0.5;2.5859;3.321;2.1968;1.5113;5.9507;2.9351;6.2836;9.5902;3.6376;2.6543;3.2934;0.9525;3.8508;4.0766;3.3186
0.5;2.6978;2.9816;1.9194;2.0931;5.43;2.8868;6.0211;8.3992;3.3542;2.5031;3.2586;0.9417;4.1363;3.8917;3.403
0.5;2.7269;2.9812;2.4735;2.3369;5.4844;2.9373;5.7578;8.2945;3.1836;2.4146;3.1023;1.3602;4.2346;3.8567;3.7001
0.5;2.9281;3.0149;1.6283;2.9298;4.7672;2.8269;6.1927;8.4358;3.0195;2.3809;3.4538;1.3859;3.9537;3.6607;3.7022
0.5;2.8816;2.662;1.559;3.8008;4.1597;2.7489;5.8499;8.6757;2.933;2.1187;3.2626;1.4152;4.0703;3.8039;3.7836
0.5;2.7628;2.5342;1.7314;4.2713;4.5139;2.8184;5.5462;9.9521;2.7346;2.1551;3.5529;1.4347;4.2053;3.9067;3.6245
0.5;2.8974;3.211;1.8621;4.3963;4.9968;2.7646;5.6736;10.0211;2.7348;2.0554;3.6406;1.3511;4.326;3.7422;3.5059
0.5;3.2329;3.8786;1.7131;3.9355;5.8299;2.7567;5.1269;9.4584;2.6978;2.1019;3.8872;1.5727;4.4614;3.7142;3.7055
0.5;4.3883;4.1153;1.8766;3.2197;5.6737;2.9163;5.1462;9.4745;2.7329;1.6842;4.2868;1.9303;4.5845;3.9298;3.5035
0.5;5.2357;4.657;1.8928;2.6742;5.363;2.7256;5.0547;9.0334;2.8165;2.0008;4.4327;1.962;4.5839;3.7623;3.6904
0.5;6.0745;5.1647;2.1048;2.7821;5.9914;2.7384;5.3478;9.8105;2.589;2.0281;4.7697;2.0358;4.7594;4.0279;3.4621
0.5;6.5222;5.3807;2.3887;2.1284;5.9457;2.6965;5.3631;9.7835;2.4651;1.8846;4.9739;1.9968;4.508;4.759;3.1957
0.5;6.9252;5.6686;2.6925;1.8564;5.9541;2.9175;5.4707;9.7624;2.384;1.9916;4.9898;2.1672;4.61;4.3894;3.5424
0.5;6.8327;5.245;2.9637;2.3719;5.9493;2.8423;5.296;10.1771;2.1484;2.1414;5.0567;1.8689;4.5752;4.5868;3.7056
0.5;7.166;5.4866;2.9394;2.6227;5.8416;2.8916;5.1404;9.9942;2.4496;1.9627;5.3218;2.2855;4.384;4.2832;4.0731
0.5;7.8452;5.2442;3.1406;2.8903;5.3992;2.6923;5.1018;10.1026;2.3614;1.9654;5.1114;1.9303;4.2555;3.93;4.0069
0.5;7.2163;5.2123;3.21;3.0669;5.3593;2.7355;5.1824;10.3583;2.3057;1.9088;5.4662;2.0341;4.0619;4.2043;3.8639
0.5;7.3376;5.2225;3.0469;3.4779;5.1293;2.612;5.2588;10.1048;2.3967;1.9132;5.0366;2.4028;4.2113;4.2778;4.5708
0.5;6.7345;5.2017;2.9609;3.1371;5.1248;2.4574;5.0662;9.3371;2.432;1.9412;5.7174;2.5777;3.997;4.0848;4.4321
0.5;5.7909;4.9988;2.6758;3.1971;4.9708;2.5005;5.0154;8.9797;2.2805;2.1319;5.5651;2.4991;4.144;4.2217;4.6224
0.5;5.6476;5.2065;3.024;4.0922;5.0114;2.803;4.8294;8.8809;2.0398;2.124;5.5387;2.7463;3.7609;4.1022;4.2545
5;5.1089;5.2144;2.9847;4.6886;4.6403;2.4967;4.7046;8.2551;2.2616;1.9261;5.7632;2.6362;3.8073;4.1729;4.0717
5;6.0451;5.4759;2.9103;4.2346;5.2499;2.5495;4.6791;8.8171;2.3813;2.3293;5.9832;2.7973;3.9808;4.6783;3.8221
5;10.5356;6.7972;5.5925;4.6424;8.4867;5.9019;5.4159;8.3123;2.933;5.8463;7.5233;3.9072;7.0432;7.3298;6.2208
5;11.7679;6.7017;7.9218;9.1468;10.7132;10.3282;6.2784;7.6233;3.3966;7.6118;7.6576;4.0744;9.3177;9.2083;6.9241
5;11.8439;7.1789;9.2119;13.2642;10.96;14.5885;6.819;7.824;4.3835;7.7077;7.9701;4.1518;9.9525;12.5585;6.7937
5;11.6783;7.0427;10.2862;13.8846;11.0019;17.2989;7.183;7.4152;5.2157;8.006;7.7212;4.3982;10.36;14.5947;8.1421
5;11.5543;7.6197;9.9656;14.3621;11.1064;19.1151;8.1629;8.2519;5.7405;8.0057;7.8219;4.667;10.491;15.7416;9.3705
5;10.9001;7.4356;10.6839;13.0013;11.4723;20.6726;8.5826;8.4146;5.9028;7.8105;7.6306;4.7161;11.134;17.3175;10.1739
5;10.6092;7.2553;10.7639;14.0614;11.3814;21.1728;8.4406;9.0158;6.3784;7.837;7.8681;4.6299;10.7734;17.0007;9.7827
5;9.9206;7.0378;11.0381;14.1479;11.043;21.4798;8.4059;8.856;6.0638;7.0183;8.3577;4.5688;10.863;17.8052;9.4267
5;8.7777;6.9977;10.5534;13.5159;11.2031;21.7794;9.0563;9.4718;5.7072;6.964;8.0448;4.566;10.7103;18.1841;9.9472
5;9.0972;7.3439;10.978;13.38;11.1959;20.5146;9.0036;9.9303;5.8153;7.8019;7.8939;4.5855;10.4707;18.5423;9.9472
5;8.9468;6.6991;10.6552;13.2134;10.4466;19.6951;8.9111;10.5787;5.7411;7.6249;8.161;4.5974;10.374;18.2871;9.7362
5;8.992;6.8186;9.8629;11.9575;10.4615;19.1856;8.4612;9.6193;5.3109;7.6921;7.9555;4.283;10.5689;17.5498;9.0261
5;8.7436;6.8021;10.1078;12.9967;9.7265;18.1794;8.2849;9.1245;5.3452;7.709;7.6579;4.2225;10.56;16.5174;9.3842
5;8.9507;7.3262;9.3402;13.6487;10.0854;16.5937;7.9472;9.2447;5.2894;7.4605;7.7076;4.0667;9.694;16.034;8.5383
5;8.9459;7.5289;8.5979;12.2556;10.0004;15.9716;7.268;9.5889;4.9159;6.5863;7.3329;4.0872;9.2205;15.5013;7.5885
5;8.9015;6.7676;8.7709;11.9393;9.5494;14.2757;7.0434;9.6326;5.0048;6.3798;6.8498;3.7387;8.6868;14.7847;6.9228
5;8.6375;6.5353;8.5628;13.2191;9.3848;13.0234;6.8115;9.0707;4.6193;6.9346;6.6025;3.8191;8.3558;14.995;6.6304
5;7.5628;6.507;8.2351;13.5222;9.2216;12.5477;6.8621;9.4251;4.5367;7.3886;6.4992;3.6151;7.9266;15.185;6.2004
5;7.6444;6.3487;8.0435;14.1998;8.6125;11.9302;6.6294;9.4237;4.2587;7.2174;6.3325;3.5046;7.7194;14.5977;6.1793
5;7.9686;6.2842;7.9409;14.2253;8.4598;10.9711;6.5521;8.8243;4.1179;7.3064;5.8875;3.342;8.0016;14.0526;6.091
5;7.8885;6.5892;8.1024;13.9344;8.3022;9.4812;6.4433;7.8602;3.9643;6.5092;5.5071;3.27;7.8535;13.2385;5.9442
5;7.6278;7.0714;7.7429;13.9558;7.7397;8.5248;6.3675;7.8381;3.8123;6.5516;5.1315;3.4323;7.5847;12.5983;5.4797
5;7.1622;7.1183;7.1705;13.8658;7.4819;8.7385;6.1215;7.4599;3.3507;6.2483;4.9276;3.1525;7.2451;11.9288;5.7909
5;6.9255;7.4148;7.4086;13.7519;7.4893;7.6164;5.9928;7.1855;3.3192;6.4595;4.9643;3.3266;7.397;11.2713;5.0999
5;7.1063;7.1779;7.7252;13.4314;7.4854;7.0452;5.94;7.3096;3.18;6.2955;5.11;3.3641;7.6443;10.9814;4.9523
5;6.9493;7.1009;7.949;12.9052;7.2851;6.6432;5.687;7.1132;3.0282;6.131;5.1757;3.632;7.7646;10.8237;4.8082
5;6.7734;6.8501;7.9374;12.8781;7.3752;5.9378;5.275;6.7521;2.889;6.1065;5.1338;3.5316;7.2841;10.461;4.5954
1;6.5187;6.7214;7.2953;12.6433;7.1272;5.3997;5.0585;6.1863;2.9143;6.5493;5.0969;3.593;7.2147;11.5903;4.5622
1;6.1309;6.6545;7.3565;12.7783;7.5746;4.7555;4.9976;6.5211;2.7895;6.1467;5.071;3.5205;6.9051;12.663;4.7753
1;5.872;6.8273;7.462;12.6452;7.5668;4.1528;5.1108;6.5812;2.6955;6.1084;4.8641;3.5094;6.4456;12.8326;4.3889
1;5.8302;6.7358;7.5897;12.4066;7.7042;3.9775;4.9743;7.1954;2.8266;6.2285;4.5629;3.7383;6.492;12.3809;4.0404
1;5.5017;6.7041;7.6587;12.2472;7.4254;3.669;4.7277;6.6604;2.85;6.1648;4.3703;3.897;6.4819;13.9419;3.9543
1;5.2909;6.8888;7.7341;12.2674;9.1327;4.8339;5.1069;8.705;3.5727;6.9574;5.2781;4.019;8.8606;15.1391;6.7323
1;5.5163;6.9536;7.6023;12.65;9.645;6.3678;5.5171;9.6136;4.4713;7.6299;5.8766;4.1409;9.7155;16.2584;9.1234
1;6.2306;7.0029;7.4929;12.3034;10.4357;10.8591;5.653;10.4013;5.0954;7.7156;5.7204;4.2992;10.1253;16.6214;9.4302
1;7.1179;7.0528;7.6494;12.6806;10.0198;13.351;5.6224;9.8723;5.3599;7.8763;5.5362;4.324;10.001;16.4904;9.3218
1;7.8422;7.1071;7.4745;12.9002;9.2618;14.2981;5.945;11.2378;5.2306;8.2634;5.8282;4.4777;10.21;17.2348;9.0472
1;8.0592;7.3941;7.4716;12.9343;9.5403;14.2885;6.0728;13.106;5.3056;8.027;5.9113;4.416;10.7122;17.6986;9.7189
1;8.4124;7.2774;6.7933;13.0599;9.6502;14.1334;6.3675;14.4602;5.4121;7.8002;6.048;4.1631;10.6016;17.3443;9.5679
1;8.711;7.4674;6.5397;13.2647;9.4169;13.8363;6.9016;14.3393;4.9921;8.0352;5.8457;4.2109;10.4484;17.9634;9.3293
1;9.5126;7.3308;6.5533;13.0793;8.7446;12.9181;7.784;14.3323;5.2844;7.8552;6.6158;4.0484;10.621;18.0125;8.7061
1;10.4126;7.4223;6.1178;12.1381;8.825;13.267;7.7754;14.1775;5.3259;7.6235;7.4825;3.9305;10.3697;17.4986;7.9207
1;9.5206;7.2533;6.1264;12.2904;8.817;13.9346;8.3142;14.9284;5.2394;7.8562;7.8164;3.9062;10.1247;17.7259;8.3717
1;9.1016;7.0105;5.0888;12.7824;8.6417;13.8717;8.1233;13.8569;4.859;7.2697;7.7189;3.8912;9.7027;18.0732;9.3953
1;8.7494;6.4579;4.4291;13.0014;8.1472;12.9758;8.1541;13.6558;4.4052;7.3329;7.239;3.6997;9.4305;17.1583;10.4377
1;8.1102;6.595;5.4236;12.649;8.0248;11.0123;7.8572;13.7788;4.3449;7.2869;7.1778;3.5708;8.9975;16.9497;10.2068
1;7.5352;6.9428;4.6321;12.0729;7.8996;9.5828;7.3931;14.34;4.3432;7.1601;7.2667;3.6509;8.6634;15.957;10.2973
1;7.0135;6.5462;4.4278;11.8061;7.8122;8.796;7.22;14.3526;4.1227;6.6457;6.8146;3.5448;8.3954;15.6422;10.5583
1;6.3685;6.5312;4.4179;12.2147;7.0825;7.748;6.4418;13.4318;4.165;6.7395;6.5868;3.6278;8.2233;15.4063;10.4826
1;6.1974;7.006;4.6837;12.0177;7.4393;6.6152;6.079;13.4568;4.0482;6.7266;6.607;3.6477;7.6073;16.0204;10.2144
1;5.9504;6.9587;4.9908;10.8385;7.6962;5.6777;5.8195;13.2711;4.072;6.8478;6.824;3.3621;7.2925;16.0391;9.0546
1;5.5175;7.5213;4.6813;10.2828;7.3059;5.5371;5.8391;13.1011;3.6331;6.7812;6.5084;3.3517;6.9586;15.6731;9.0487
1;5.8587;7.4306;4.8187;10.194;7.061;4.8162;5.7896;13.2929;3.7921;6.7192;6.5302;3.1985;6.6549;15.8569;8.421
1;5.6694;7.6311;4.9427;10.4817;7.1538;4.6913;5.4565;12.8002;3.3014;6.7096;6.2964;3.1319;6.7721;15.5139;7.6249
1;5.806;7.4417;5.4416;9.5219;7.3204;4.1133;5.1139;12.0814;3.2935;6.4911;5.9586;2.9734;6.5254;15.6086;7.6802
1;5.431;7.435;5.8431;9.5002;7.4082;3.7939;4.9682;12.4874;3.5792;6.0465;5.9644;2.9542;6.3634;15.5982;7.5514
1;5.3561;7.5702;5.9871;9.8286;7.4716;3.8538;4.9;12.4149;3.2944;6.2237;6.2112;2.9563;6.3034;15.7986;7.2009
1;5.0037;7.6172;6.2803;9.4047;7.3026;3.6126;4.4471;12.7797;3.4232;5.8336;5.8933;2.839;6.4528;15.9086;6.9975
1;4.5278;7.4059;6.0608;9.3718;7.0939;3.2214;4.441;13.1136;3.3321;5.5869;5.9909;2.8545;6.6668;15.7404;6.5289
1;4.3212;7.1784;6.1537;8.5711;6.7002;3.2301;4.3925;12.2022;3.1357;5.4133;5.7761;2.8981;6.4611;15.0533;6.106
1;4.2982;7.1103;6.3321;8.9018;7.2217;3.1536;4.1579;12.061;3.4915;5.1038;5.8251;2.7557;6.0054;15.618;5.6718
1;4.8209;7.1804;7.0474;9.496;6.886;3.1449;3.9789;12.6978;3.3895;5.0606;5.4633;2.2745;5.7467;15.4727;5.5624
1;4.6867;6.9103;6.7251;10.1424;6.5071;3.3314;3.9265;11.7449;3.4462;4.999;5.6518;2.3587;5.6372;14.9366;5.2361
1;4.7221;6.9038;7.2425;10.0925;7.2569;3.2187;3.7189;10.8101;3.4156;5.0566;5.6221;2.1478;5.615;15.2921;4.742
1;5.6775;7.1655;8.6601;10.9638;6.6443;5.9063;4.0831;10.5146;3.6178;6.6781;5.5603;2.3978;6.6785;15.2408;6.2873
1;6.7507;6.776;9.4022;12.0084;7.054;11.3333;4.3212;11.3446;3.6735;7.0367;5.5565;2.7782;7.7775;15.8686;6.7068
1;7.6481;6.3076;10.1256;11.4845;7.4462;14.5959;4.6467;11.9624;4.1528;8.2988;6.0249;3.1208;8.5783;16.413;7.0353
1;8.1533;6.6285;9.3481;11.1709;7.567;17.27;4.9567;12.2711;4.3302;7.8666;5.8514;3.4658;8.876;16.9665;7.6962
1;8.9295;6.8389;10.0355;11.082;8.3113;18.4339;4.7664;11.9884;4.4127;7.9385;6.0649;3.5195;9.1745;16.8032;8.094
1;8.6773;6.8549;9.5325;10.9111;8.3869;19.008;5.0253;12.3146;4.1369;7.89;6.3571;3.5908;9.431;15.9581;8.2421
1;10.491;6.3935;9.5928;10.9959;8.7185;19.1987;5.2684;10.6115;4.1819;8.1309;6.0295;3.621;9.1579;16.4159;8.8517
1;10.9317;6.6353;9.238;11.5719;8.9372;18.2152;5.2535;11.2055;3.9607;8.1906;6.2406;3.7721;9.2118;16.9477;9.3366
1;11.1633;6.409;8.403;11.2395;8.7056;17.6816;5.6969;11.4827;4.1878;7.3889;6.0427;3.6996;9.0358;16.5079;9.4769
1;11.557;6.0471;8.3632;11.3242;9.0057;17.7309;6.2686;11.7035;4.2683;8.0426;6.0324;3.5426;9.2016;15.8605;9.5289
1;11.7317;5.9895;8.2638;11.7826;9.1049;17.1642;6.6685;11.4702;4.1983;7.7645;5.5948;3.5011;9.2615;16.4734;9.4272
1;11.627;5.9035;7.9593;11.7917;8.5923;16.7429;6.7297;11.2403;3.9489;7.774;5.7465;3.2448;9.5887;16.2393;9.2409
1;11.6202;5.8797;7.6768;11.0256;9.2824;15.745;6.6846;11.2191;3.823;7.3837;5.1061;3.1918;9.3672;16.424;8.4302
1;11.5391;5.6748;7.0389;11.4195;8.5013;14.8768;6.1664;11.7873;3.8072;7.4357;5.0542;2.7506;9.0718;15.9772;7.6652
1;11.1241;5.5091;6.5819;11.3131;8.3746;13.4744;5.8109;11.2603;3.5284;7.0418;4.8277;2.5131;9.2935;15.9263;7.9122
1;11.1399;5.4224;6.2216;11.0138;8.2249;12.5071;6.0114;10.8167;3.5769;6.4033;4.451;2.5213;9.1749;15.6354;7.7164
1;11.0004;5.6049;6.8518;10.662;8.3021;11.5564;5.9186;9.9584;3.5511;6.2379;4.1586;2.2049;8.8732;15.5329;7.1347
1;10.6077;5.4304;6.5224;11.2291;7.8784;10.1095;5.9641;9.2774;3.4971;6.2388;4.0693;2.2051;8.5156;15.4683;7.0368
1;10.4227;5.6961;6.1019;10.9546;7.4921;9.9351;5.6962;8.9038;3.6792;6.1333;4.1042;2.319;8.7898;14.7656;7.2211
1;9.9028;5.5849;6.1448;10.8927;7.7818;8.6393;5.6862;8.5173;3.6571;6.1117;3.9318;2.3312;8.8114;14.4496;7.1711
1;10.1377;5.7601;5.9755;10.5424;7.5804;7.7892;5.5312;8.8233;3.7528;6.3957;3.9194;2.2665;8.1727;14.6251;7.2236
1;9.6612;5.9672;6.6675;10.5228;7.3239;6.8244;5.1946;9.3557;3.6734;6.3038;3.7739;2.0726;8.0436;14.199;6.8523
1;9.788;6.1607;6.0017;10.7775;7.6709;6.5241;5.4174;9.717;3.6051;6.3499;3.8313;1.878;7.5065;13.9968;6.4642
1;9.3254;5.959;5.7733;10.698;7.6774;6.3523;5.4471;8.9121;3.5397;6.1457;4.0724;1.9754;7.294;13.5023;7.0811
1;9.6778;5.855;5.5386;10.9402;7.7848;5.7783;5.5895;9.2292;3.5182;6.0494;3.8454;2.0192;7.0803;13.0869;7.145
1;9.2149;5.6019;5.3215;11.8067;7.5496;5.7068;5.5072;9.1441;3.342;6.2692;3.8735;1.936;6.9288;13.0373;6.85
1;9.3376;5.5125;5.2885;9.6384;7.5028;5.7613;5.4896;8.8427;3.6403;5.8628;3.7339;1.8885;6.603;13.1052;6.4987
1;9.276;5.4977;4.8416;9.5557;7.5016;5.3122;5.2593;9.3136;3.3986;5.8821;3.4999;1.8069;6.585;13.1635;6.0876
1;9.275;5.6231;4.9027;9.9175;7.0802;5.5459;5.1775;9.8399;3.4656;5.9749;3.3717;1.7596;6.3431;13.0032;6.3679
1;9.1591;5.6554;4.6063;10.357;7.4255;5.1048;5.5724;10.1772;3.3821;5.9343;3.6157;1.6528;5.9647;14.3526;5.4454
1;8.8373;5.4826;4.5155;10.8078;7.0359;5.0831;5.5391;10.2658;3.2709;6.232;3.7;1.795;5.6647;14.6703;5.2695
1;9.3291;5.399;4.4064;10.6621;6.9238;4.8435;5.2923;10.8873;3.2906;5.7183;3.6366;1.6764;5.2739;14.486;5.2823
1;9.2721;4.9002;6.4347;10.8719;7.5247;6.435;5.3025;10.4559;3.5275;6.2563;3.5418;2.4492;5.5305;12.6469;5.4435
1;9.6518;5.3197;8.4315;12.5127;7.5351;7.833;5.8024;10.0488;3.7991;7.05;4.4402;3.3505;5.6833;14.7833;5.8852
1;9.6534;5.7915;8.9287;13.6984;8.1478;8.928;6.0489;11.7467;4.0302;7.3665;5.7002;3.7489;5.1495;14.6567;6.9487
1;9.7057;6.3739;9.5775;14.2392;8.655;10.6068;6.5938;12.4091;3.891;7.495;6.0927;3.8472;5.2723;14.3658;7.4432
1;8.9573;6.3977;9.5856;13.8531;8.554;13.5702;6.4691;13.3403;4.1086;7.5791;6.7158;3.8628;5.3208;15.5461;7.8615
1;9.5899;7.1261;9.6097;13.9154;8.134;14.2813;6.7458;13.1102;4.4823;7.4063;6.4441;3.9755;5.2002;16.1555;7.6688
1;8.5301;6.5885;9.3031;12.6835;7.8406;14.5541;6.8638;12.925;4.2975;7.409;7.3035;3.7819;5.1564;15.8211;8.2613
1;9.2187;6.7417;9.0713;12.4727;7.9354;14.4652;7.0765;12.9054;4.6245;7.1492;6.8664;3.8214;5.2704;15.1926;8.3305
1;8.9231;6.7971;9.3729;12.4677;8.1373;13.7132;7.262;13.3668;4.8511;7.2422;6.8953;4.0061;5.6129;14.9031;8.4695
1;9.2112;6.4294;8.6929;12.0905;8.108;13.5078;7.8408;13.5535;4.5548;7.2226;6.7757;4.1562;5.7212;14.5458;8.4371
1;9.8275;6.4987;8.7323;11.654;8.4572;12.7308;8.0462;13.7199;4.33;6.9961;6.9512;3.9663;6.3764;14.4912;7.8207
1;9.7561;6.2426;8.7864;12.174;7.9284;12.0752;7.5349;13.3819;4.3709;7.098;6.4988;4.2523;6.6222;14.5383;8.0141
1;9.6483;6.2018;9.0794;12.1736;7.6602;11.1067;7.1621;13.4537;4.2043;6.6971;6.3265;3.961;6.42;14.556;7.982
1;8.9819;6.3053;8.5294;11.5978;7.8317;9.6892;6.76;14.0925;4.1544;6.5114;6.1996;3.7554;6.2859;15.002;7.5309
1;9.1243;6.3204;8.8237;11.725;7.3768;8.9955;6.568;14.0096;4.1079;6.1849;6.283;3.698;5.9589;14.9514;7.0021
1;8.8736;6.2025;8.2493;10.5107;7.2683;8.2558;6.3542;13.616;3.9045;5.5489;6.0204;3.6901;6.1965;14.6162;6.6202
1;9.38;5.9717;8.3097;11.5627;7.1535;8.2302;5.9107;12.9843;4.0252;5.2435;6.2101;3.5748;6.1672;15.0618;5.922
1;9.2537;6.3264;7.8501;11.8892;7.0075;6.9152;5.7491;12.4303;3.9284;4.8809;6.0343;3.6644;6.2553;14.7605;5.3669
1;9.3901;6.0364;6.3961;11.8906;6.675;6.413;5.5666;12.7273;3.838;4.5495;5.8978;3.4836;5.9897;15.0737;4.7194
1;8.2243;6.1009;5.8374;11.8616;6.8067;5.6387;5.4614;13.6223;3.9151;4.4253;5.9854;3.2806;5.7507;15.2612;4.921
1;7.7213;5.9741;5.3494;11.0891;7.0852;5.1235;5.2238;12.9949;4.0351;4.2141;5.9331;3.2387;5.6103;14.9006;4.2213
1;7.5538;6.1369;4.6488;11.8294;6.6666;4.8486;4.9782;12.5626;4.2236;4.2477;6.0161;3.1398;5.7485;14.4357;4.5961
1;7.2049;6.2763;4.3372;11.432;6.3966;4.5727;4.7789;12.2401;4.1698;3.9467;6.0956;3.3558;5.4483;14.3225;4.4632
1;7.1308;6.3994;4.2836;11.6604;6.7251;4.6837;4.9749;12.2199;4.0835;3.9971;5.9128;3.2543;5.3288;14.2965;4.4862
1;7.1978;6.1678;4.3484;11.5091;6.6525;4.7438;4.6739;12.7339;4.096;3.8307;5.9037;3.1661;4.9766;14.1461;4.024
1;7.4171;6.3981;3.7109;11.3703;6.6841;4.2003;4.7723;13.3025;4.1098;3.857;5.9723;3.2287;4.8982;14.0179;4.0771
1;7.3093;6.6965;3.6839;11.274;6.39;4.2502;4.521;12.6271;3.8964;3.8195;6.2835;3.1916;4.9774;14.29;4.0468
1;7.3858;6.5191;3.6358;11.0707;6.9326;3.8874;4.3931;12.1403;3.9855;3.4891;6.4597;3.3484;5.0688;14.3784;3.8311
1;7.8234;6.5917;3.6248;11.3212;6.999;4.2307;4.1664;11.5697;4.1657;3.3711;6.214;3.0254;4.9562;13.9156;4.2105
1;7.6664;6.7671;3.6834;11.4986;6.9408;4.2037;4.0767;11.8613;4.0189;3.2933;5.9882;2.9803;5.1922;14.3417;4.4673
1;7.517;6.2839;3.3915;11.3854;6.4934;4.3356;3.9656;11.6247;3.9527;3.4695;5.9174;2.9188;4.9229;13.9186;4.2686
1;7.6328;6.2316;3.6555;11.0463;6.9413;4.5238;4.1824;12.283;3.9855;3.7538;5.8371;2.9121;4.8325;13.9672;4.7048
1;7.5014;6.157;3.6524;10.8681;7.4603;4.3029;4.2405;12.0758;4.053;5.1085;6.0264;3.1704;4.6296;14.3905;4.7182
1;7.3128;6.0824;5.5992;11.7996;8.0972;4.6901;4.6359;11.846;3.9988;6.2762;5.8595;3.563;4.9775;15.271;5.6468
1;8.015;6.0153;6.6532;11.3932;8.1415;4.6373;4.7237;11.3578;4.485;7.2546;5.6591;3.771;4.8905;15.6311;7.5139
1;8.6703;5.9815;7.8431;10.8765;8.2387;4.3512;4.8052;11.2725;4.6409;7.1657;6.3704;3.8766;4.6762;15.7076;9.2578
1;9.2552;5.8916;8.6937;10.3944;8.505;4.1508;5.1461;11.5894;4.566;7.5516;5.9098;3.8263;4.6195;15.2265;10.3225
1;8.6741;5.9677;8.7314;10.8773;8.0668;3.6489;5.1109;11.913;4.8204;7.2068;6.4311;4.0128;4.3778;15.207;10.4059
1;9.096;5.92;9.3256;10.5101;7.4446;3.9135;5.0698;11.9524;4.6969;7.4794;6.2416;3.947;4.6333;15.1753;10.4974
1;8.8604;5.7212;9.895;10.385;7.6933;3.771;5.4456;12.331;4.5228;7.8541;6.7295;4.2087;4.1742;15.0086;10.3618
1;8.826;5.3713;10.3161;10.6643;7.2764;4.0537;5.4994;11.6712;4.5682;7.4961;6.7331;4.0366;4.4978;15.1455;10.4324
1;9.0014;5.3097;10.2113;10.9515;7.2599;3.998;5.6017;11.6335;4.4699;7.6756;6.8691;4.0051;4.4458;15.9575;10.0288
1;8.7533;5.4806;9.8272;10.6025;6.8249;3.6458;5.4377;11.9826;4.4197;7.4393;7.0996;4.1742;4.5767;15.8204;9.7562
1;9.6166;5.2816;9.8418;10.2864;6.7933;3.7278;5.6537;12.8023;4.2329;7.2927;6.2742;3.9829;4.6877;15.9444;9.6204
1;9.31;5.0485;9.5021;10.276;6.311;3.7399;5.7079;12.4553;4.1626;7.2489;6.3643;3.9244;4.7301;15.9588;10.1055
1;9.1833;5.0056;9.7686;9.4525;6.6816;3.3225;5.6569;11.6526;3.9553;7.5617;6.4645;3.7622;4.7053;15.6449;9.326
1;9.2708;4.9705;9.4011;10.6166;6.0501;3.2008;5.5705;12.2621;3.928;6.8622;6.0182;3.8161;4.4813;15.407;8.4986
1;9.4389;5.0623;8.5752;10.1932;6.3286;2.9989;5.3599;11.572;3.7873;6.8316;6.1387;3.7535;4.5231;15.7808;7.6156
1;9.6409;4.6421;8.4136;10.4717;5.8273;2.8793;5.2208;11.9587;3.9431;6.5848;5.727;3.4234;4.3847;15.0975;7.5305
1;9.2345;4.8783;7.9427;10.3229;5.9019;2.8246;5.0877;11.6002;3.8021;6.8765;5.6851;3.1737;4.2307;15.4522;6.8512
1;8.9009;4.639;7.941;10.5533;5.8573;2.5133;4.5493;11.5985;3.751;6.9514;5.3659;3.3988;4.3413;14.8314;6.6851
1;8.9489;4.195;7.1574;9.9345;5.6915;2.5636;4.3837;11.0416;3.7759;6.661;5.5228;3.4103;4.4817;14.1429;5.7787
1;9.264;4.5809;7.187;9.8076;5.8961;2.38;4.4602;11.0809;3.7956;6.6848;5.271;3.477;4.1233;14.5118;5.1942
1;9.5173;4.6935;7.0761;9.4055;5.9775;2.6203;4.6894;11.2684;3.3854;6.9383;4.8946;3.298;4.348;14.6924;4.9413
1;9.2558;4.4096;6.5472;9.8071;6.4321;2.3669;4.4547;10.9019;3.6929;6.5404;4.835;3.3572;4.3931;14.4557;4.3351
1;9.667;4.228;6.9112;8.9994;6.6089;2.3841;4.4243;10.9287;3.3583;6.2646;4.5588;3.1022;4.5332;14.4058;4.3092
1;8.7693;4.3925;6.5487;9.4644;6.5694;2.4926;4.5414;10.5633;3.3156;5.9976;4.8301;2.9351;4.5332;14.407;4.1772
1;8.9346;4.5291;6.6178;9.1685;6.4758;2.3811;4.3299;10.5201;3.7323;5.7775;4.3376;2.8783;4.6405;14.0117;4.2409
