odour stim;30/10/2020 Female4;30/10/2020 Female10;21/10/2020 Male5;02/11/2020 Female4;02/11/2020 Female8;02/11/2020 Male12;03/11/2020 Female3;03/11/2020 Female9;04/11/2020 Female6;04/11/2020 Male3;08/11/2020 Male3;08/11/2020 Male4;25/02/2021 Male4
;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V
1;6.6634;4.0503;4.9644;2.3361;1.1114;7.7525;4.8112;7.749;3.9408;7.6547;4.3865;12.1587;14.2401
1;6.3583;4.1825;4.8453;2.3874;1.0645;8.1492;4.7662;7.3066;4.1347;7.7697;4.4803;11.4046;13.9624
1;6.5923;4.4652;5.9335;2.3404;0.891;8.1912;5.1094;7.2562;4.1298;7.8051;4.4584;11.3803;14.1983
1;6.6791;4.6289;4.8308;1.8963;1.108;8.1601;4.9257;7.1415;3.9906;8.0278;4.4754;11.4607;14.2185
1;6.534;4.5358;5.1007;2.1959;1.0662;7.9665;4.3198;7.0242;3.8556;8.1859;4.4795;11.0447;14.2813
1;6.4029;4.325;4.4525;2.2693;0.7648;7.8207;4.1587;7.3176;4.0729;7.9888;4.5535;10.5699;14.0074
1;6.3129;4.4498;4.194;1.9812;0.8303;7.0902;3.9938;7.2057;4.0713;8.1125;4.461;10.2888;13.5802
1;6.0973;4.3357;4.6928;1.8998;0.3966;6.9858;3.8805;7.089;3.8748;7.9849;4.3723;10.6359;12.8827
1;4.9772;4.1264;4.5118;1.8116;0.8305;6.8139;3.5979;6.9342;3.3525;7.897;4.032;10.5887;13.9183
1;5.1774;4.626;4.5362;2.2422;0.978;6.4907;3.8338;7.5052;3.5379;7.8293;4.012;9.7108;13.7785
1;5.0733;4.7499;4.6525;1.8898;0.8141;6.0377;3.9915;7.3447;3.4549;7.5094;3.9844;9.8773;13.5016
1;5.4916;5.7227;5.6548;2.2699;1.0985;5.6071;4.3102;6.9354;3.5838;7.3487;4.2403;9.0746;13.2484
1;5.6127;5.9396;6.3728;3.0966;0.691;5.429;4.454;7.3257;3.6525;7.6982;4.245;9.4396;13.2209
1;6.3981;6.3633;5.3078;4.5338;0.8727;5.4585;5.6586;7.4692;4.1514;7.6161;4.1217;9.4808;12.9977
1;5.9757;6.4346;6.5127;5.1635;1.0436;5.3149;6.4832;7.3449;4.3918;7.7569;4.3553;9.2081;12.8897
1;6.2475;6.2344;6.3615;5.7025;1.1506;5.3695;6.5868;7.2182;4.5187;7.7548;4.1999;9.3259;13.8
1;6.3138;6.5016;6.4913;5.2292;1.2266;5.3917;6.4756;7.3442;4.6877;7.3532;4.2192;9.0564;13.6792
1;6.2726;6.3516;5.7847;4.8586;1.3539;4.7181;7.0158;7.5775;4.6215;7.6967;4.2081;9.5361;13.3333
1;5.7292;5.8458;5.7479;4.8962;1.6191;5.2631;6.7112;7.2981;4.4638;7.468;4.2611;8.8938;12.9906
1;6.3096;5.592;5.9981;5.003;1.722;5.3008;6.9365;6.9598;4.614;7.2038;4.2182;9.1906;13.4291
1;6.7292;4.9493;6.2605;5.0921;1.5679;5.5772;7.0979;7.4529;4.6968;7.569;4.2778;9.1106;13.8566
1;6.302;5.2732;10.8613;4.2292;1.7427;5.5641;7.1177;7.219;5.078;7.4799;4.1901;9.4665;14.3784
1;6.0412;4.9638;12.5365;4.0459;1.5826;5.9903;7.0578;7.3686;4.7159;7.9554;4.211;9.2494;14.6559
1;6.3052;4.575;10.4677;3.7402;1.3464;5.7174;7.0535;7.3272;4.7966;7.802;4.0767;9.1835;14.2731
1;5.6088;4.2631;9.0105;3.2334;1.2885;5.5265;6.8791;7.0957;4.3782;7.7681;4.0697;9.6353;13.7638
1;6.161;3.7588;8.5789;3.39;1.4856;5.4424;6.2483;6.9835;4.7963;7.7191;4.078;8.8976;12.5598
1;5.5967;4.0619;8.1679;3.1465;0.8628;5.5559;6.3581;6.6248;4.4652;7.3449;4.0538;9.0136;12.5422
1;5.419;3.6025;9.4743;3.2649;0.8819;5.6286;6.1879;6.679;4.6237;7.2409;3.7027;9.4507;12.8127
1;5.4402;3.6302;8.3406;2.9627;0.6697;5.3644;6.1668;7.0106;4.4855;7.3525;3.6503;9.4261;12.286
1;5.0174;2.9952;9.3109;3.1772;0.3514;5.2792;5.7742;6.8045;4.3656;7.4685;3.6681;9.2236;12.5188
1;4.7698;3.1088;8.3786;3.0228;0.6473;5.155;5.4785;6.8062;4.3062;7.7202;3.4675;9.281;12.8028
1;4.4765;2.9729;6.9093;3.243;0.5382;4.9163;4.8692;6.4619;4.354;7.9199;3.7223;9.6915;12.9893
1;4.8196;2.756;8.4245;3.47;0.4042;4.9944;4.5897;6.8253;4.1559;8.241;3.6761;9.8425;12.5232
1;4.1281;2.9559;7.0951;3.0441;0.4129;5.2473;4.1079;6.5832;3.4091;7.5769;3.7319;10.2721;12.5116
1;4.2992;2.7685;8.0651;3.2792;0.2258;4.8295;4.2885;6.116;3.0926;7.8707;3.7165;10.312;12.6707
1;4.3416;2.7555;6.8645;2.9042;0.08372;4.7665;4.5834;6.1147;2.959;7.8308;3.3234;10.3085;12.4893
1;4.0233;2.9307;6.3258;3.2112;0.1955;5.0927;4.2615;5.8791;3.1613;7.8579;3.1707;10.3532;12.3407
1;4.1819;2.7119;5.238;2.669;0.1505;4.8365;4.3009;6.4539;2.8748;7.4201;3.1239;10.2781;12.5392
1;4.0029;2.7392;5.6354;2.746;0.202;4.3772;4.6034;6.2423;2.7415;7.3783;3.198;9.8045;12.5506
1;4.1817;2.718;5.8475;2.8579;0.1898;4.8261;4.6898;6.477;2.5729;7.3258;3.1956;10.4156;11.8316
1;4.2173;2.5494;6.1948;2.7389;-0.08652;4.3271;4.5886;6.5325;2.6766;7.1884;3.3124;10.438;11.843
1;3.6801;2.6563;6.0773;3.1668;0.2283;4.4476;4.5876;6.2686;2.4249;6.5459;3.3635;10.2946;11.5697
1;4.198;2.8212;6.8605;2.8289;0.3346;4.3856;4.1211;6.2476;2.1883;6.5925;3.7623;10.8598;11.8052
1;4.3747;3.1598;4.9228;3.5683;0.774;4.6769;4.4611;6.3199;2.5526;6.3976;4.1766;11.0115;11.4677
1;4.2219;4.8247;6.8607;4.0718;0.9702;4.3625;4.5185;6.2109;3.3954;6.6934;4.3601;10.8537;11.7466
1;4.1475;5.5831;6.8016;4.7781;1.7056;4.5042;5.2558;6.1612;3.9312;6.6284;4.5217;11.0725;11.9853
1;4.0228;5.158;7.689;4.8649;2.2297;4.8381;6.0113;6.122;4.2392;6.5335;4.7828;11.1421;13.061
1;3.689;4.8635;7.1633;4.9765;2.9291;4.5333;6.0629;5.8558;4.6576;6.6759;4.8064;11.4262;14.497
1;4.5653;5.3017;7.3043;5.4593;3.3443;4.705;6.3705;5.4123;4.8173;6.9357;5.0094;11.6925;15.5452
1;4.3754;5.2081;7.23;6.4901;3.4645;4.665;6.2041;5.4478;4.4649;7.7286;5.0153;11.9005;16.1647
1;3.8417;5.1911;13.2351;6.3037;3.6945;4.7432;5.9832;5.3991;4.8655;8.1555;5.0621;11.5004;15.8843
1;3.8737;6.1817;13.9573;6.4542;4.3422;4.7425;6.2778;4.7772;5.0369;8.114;4.6677;11.51;16.2269
1;3.6433;6.6673;16.4162;6.0853;4.1461;5.3771;6.7959;5.2297;4.7773;8.2848;4.5232;10.5505;16.3675
1;3.9199;7.9596;18.078;6.063;4.2229;5.3562;6.8979;4.7516;4.5159;8.7579;4.6124;10.8458;16.0195
1;4.371;7.3044;20.0141;6.4628;3.6668;5.0751;6.9189;5.3144;4.4952;8.7123;4.257;10.8782;16.68
1;4.4554;6.9468;15.2994;5.6074;2.8275;4.6395;6.7763;4.8725;4.5606;8.6127;4.0439;11.5138;16.1152
1;3.9234;6.6848;14.336;4.5945;2.7341;5.1176;6.6299;4.8651;4.4349;8.6792;4.0835;11.6489;15.9064
1;4.0735;6.9667;12.903;4.2132;2.2168;4.703;6.3244;4.6437;3.9426;8.4433;3.9454;11.16;15.79
1;5.2821;6.6476;11.221;3.6289;1.9707;4.7021;6.3081;4.745;3.975;8.1716;3.8756;11.5747;15.6657
1;6.248;6.6636;8.6988;3.705;1.8139;4.998;6.4933;4.9489;3.9087;7.8436;3.6332;11.2454;15.6403
1;6.4271;5.8337;7.7088;3.5809;1.6289;5.4376;6.1737;5.011;3.6189;7.8828;3.5288;11.5084;16.5828
1;6.1511;5.1873;7.4654;3.14;1.5609;5.5146;5.8096;5.2535;3.7735;7.5303;3.7382;11.4258;16.2025
1;6.3494;5.0428;7.4727;2.89;1.6335;6.1446;5.6847;4.8821;3.8854;7.7988;3.7987;11.4931;15.9292
1;6.3161;4.9185;7.4322;3.0178;1.6287;6.5055;5.3187;4.786;4.1284;7.7621;3.8528;12.1055;15.0429
1;6.5494;4.358;8.0455;2.7677;1.2807;5.5679;4.6542;4.8807;4.2503;7.537;3.8849;11.8595;14.7198
1;6.5043;4.2097;8.3017;2.4873;1.1524;5.6993;4.7033;4.7723;4.3325;7.4209;3.7494;11.7173;14.3427
1;6.4839;4.328;10.0305;2.2791;0.8882;5.9603;4.194;4.597;4.4318;7.158;3.8482;11.4531;13.6631
1;6.3229;3.5781;9.3117;2.1503;1.0368;5.4658;4.1269;5.0223;4.626;7.0222;3.8477;11.3441;12.7622
1;6.5518;3.7254;7.883;1.9048;1.2074;5.9012;3.926;5.1675;4.2342;6.9766;3.8193;11.1004;12.1813
1;5.8796;3.4894;7.6024;1.8971;1.2653;6.0789;3.418;4.9389;4.4924;6.9485;3.7138;10.7645;11.645
1;5.5165;3.3772;8.6801;1.6753;1.1128;6.2421;3.5014;4.9258;4.5237;6.8903;3.8268;10.4698;11.4822
1;5.0777;3.1384;10.5819;1.7913;0.9014;5.9825;3.1526;4.9479;4.5525;6.6681;3.4665;10.1829;10.7082
1;4.9986;3.2311;12.0574;1.9007;1.114;5.9894;3.3289;4.6319;4.651;6.5868;3.648;10.7488;10.306
1;5.0415;2.8463;12.169;1.9762;1.1616;6.2131;3.0799;4.9308;4.28;6.7887;3.4851;10.4468;10.0344
1;5.1588;2.8511;12.9614;2.1869;1.0267;5.3678;2.8255;4.8317;4.1143;6.8247;3.3321;10.9022;9.7703
1;5.409;3.1682;14.4019;3.2082;1.6234;6.4063;2.8123;4.7285;4.5064;6.835;3.7593;11.935;9.5992
1;5.3918;2.7292;14.3099;3.9552;2.4566;6.2563;3.3171;4.8775;4.7332;6.8091;4.1544;11.9517;9.2349
1;5.4906;2.8675;12.2467;4.3758;2.5705;5.5661;4.2878;4.9553;4.8438;7.196;4.4318;12.1371;9.2977
1;5.7157;2.975;12.6562;5.1828;2.7999;6.0657;5.2166;5.5758;4.9964;7.595;4.8351;12.3889;9.1877
1;5.943;2.8358;11.8306;5.4268;2.7899;6.0525;5.8715;6.0146;5.1529;7.8684;4.9785;12.4266;9.3605
1;5.9819;2.7125;15.2082;5.4373;2.4382;6.3923;5.9002;6.5349;4.8996;8.1654;4.9521;12.948;8.8685
1;6.1797;2.778;15.6406;4.923;1.9912;6.0338;6.1081;6.1873;4.9679;8.2364;4.9428;12.4975;9.223
1;5.679;3.1928;17.7376;4.5668;1.9096;6.19;6.1964;6.7109;4.8421;8.2861;5.5369;11.7574;9.3773
1;6.2663;3.4746;21.3428;3.9407;2.0113;5.7373;6.3635;6.7763;4.8848;8.5182;5.9738;10.8623;9.092
1;6.4717;4.1537;22.1959;4.2471;1.8342;6.2115;6.4577;7.1769;4.8306;8.8996;5.8654;10.8708;9.3038
1;6.1641;4.1161;21.3045;4.1119;1.9075;6.0981;6.7065;7.1444;4.522;8.6957;5.9916;10.9101;9.1084
1;6.3495;4.4254;27.3121;3.4778;1.4483;5.9199;6.6354;7.0406;4.7494;8.932;6.0035;10.5198;9.4557
1;6.1381;4.1403;24.5717;3.5423;1.7491;6.0805;7.1267;6.6333;4.3115;8.6808;6.0639;10.3494;8.3744
1;6.3132;4.4235;22.0966;2.9504;1.1922;5.6615;6.7326;6.7579;4.614;8.4887;5.8632;10.1393;9.2481
1;6.3143;4.133;21.8437;2.5105;0.9637;5.7034;6.7969;6.592;4.3672;8.3944;5.5843;9.8164;8.7785
1;5.8936;4.3196;19.3093;2.5456;0.9852;5.8848;6.6024;6.1878;4.1174;8.3366;5.4358;9.8721;9.1265
1;5.4061;3.9973;19.7623;2.6194;1.0429;5.4335;6.6243;6.2574;3.9488;8.3505;5.0835;9.8678;9.2262
1;5.5334;4.6956;18.986;2.7212;0.5798;5.2622;6.3864;5.8148;3.7423;8.4204;5.0417;9.9371;9.4473
1;5.4274;4.1661;17.8085;2.5783;0.7486;5.1638;6.6121;5.9192;3.7352;8.0503;4.9457;10.1427;8.8065
1;5.8215;4.4464;18.7029;2.0772;0.8225;5.3776;6.4386;5.6423;3.7624;7.7999;4.8317;10.0041;9.0695
1;5.3573;4.0983;16.3029;2.1095;0.645;5.0403;6.4991;5.8205;3.5134;8.2165;4.6114;10.0242;9.2063
1;5.2933;3.6046;15.6553;2.0156;1.0648;4.9141;5.7305;5.688;3.5835;7.5564;4.4031;9.9811;8.5901
1;5.6384;4.1434;15.0463;2.4818;0.7367;5.1161;5.6491;5.4568;3.3766;7.7601;4.4634;9.5246;8.8295
1;5.1409;4.5796;13.5538;2.3156;0.5325;4.4407;5.2257;5.5994;3.1799;7.7527;4.226;9.5596;8.6468
1;4.4677;4.9938;13.3686;2.1662;0.6532;4.8803;5.3882;5.6978;3.4334;7.6309;3.8513;8.8088;8.3707
1;4.6911;4.3207;11.8002;2.1958;0.4569;4.7348;5.0727;5.6279;3.1901;7.8296;3.9087;8.4603;8.7141
1;4.6017;4.479;12.2046;2.7365;0.4751;5.0186;5.0734;5.4648;2.9146;7.884;3.684;8.7191;8.5004
1;5.1139;5.1449;14.3994;2.3518;0.5332;4.5443;5.0703;5.2001;3.2956;7.185;3.588;8.5696;8.4735
1;4.9162;5.3712;14.6079;2.2298;0.4927;4.7802;4.9782;4.8594;2.8468;7.2462;3.5959;8.4708;8.5843
1;5.1042;5.4028;13.3391;2.0293;0.3312;5.1805;4.6413;4.9462;2.8449;7.283;3.5336;8.2577;8.8608
1;5.2774;5.5377;16.4377;2.1237;0.4799;4.7203;4.4924;5.3465;3.3559;7.5889;3.3726;8.5404;8.9643
1;5.5519;5.372;13.9623;2.4003;0.7052;4.9925;4.2184;5.2349;3.0857;7.6839;3.5247;8.6592;9.0401
1;6.1096;5.7464;12.3964;3.1173;0.5353;6.7948;4.2887;5.1539;2.62;7.5413;3.5172;9.1261;8.9796
1;6.2448;5.1894;13.7623;3.2848;0.4152;9.4788;5.1973;5.2641;2.7025;7.247;3.3908;9.7041;8.683
1;6.452;4.8436;14.0011;3.5761;0.4407;9.7035;4.6451;5.6823;3.4604;7.0775;3.5768;10.1479;8.8564
1;6.0869;4.7657;11.0323;3.9291;0.5653;9.6771;5.1776;5.758;3.9977;7.0772;3.8177;10.9159;9.3225
1;6.3833;5.4728;11.4999;4.5198;0.3351;9.6578;5.5996;6.2239;4.0701;7.1421;3.9679;11.5584;9.5016
1;6.1801;5.9995;9.8686;5.1695;0.3958;9.714;6.188;6.8994;4.4349;7.2201;4.0154;12.478;9.6852
1;5.9222;7.5698;10.9435;5.4699;0.4962;10.2156;6.348;7.4977;4.5789;7.479;4.0246;11.9287;9.6494
1;5.7612;8.1454;25.0791;5.058;0.5609;10.6815;6.6626;7.4689;4.4775;7.1362;4.1752;12.1679;9.5759
1;5.9396;7.4808;27.2633;5.0985;0.2033;9.9684;6.7156;7.3982;4.614;7.4006;4.2292;12.3385;9.0622
1;5.7888;7.3302;28.8462;5.1584;0.02109;10.1159;6.4531;7.3525;4.5821;7.3434;4.3944;13.0893;9.4114
1;6.2009;6.3423;30.3662;5.5706;0.495;10.0954;6.7654;7.6849;4.495;7.8576;4.4414;13.2593;9.209
1;5.809;6.2652;30.3784;4.8894;0.1058;10.5154;6.8812;7.5787;3.7352;7.45;4.5647;12.6941;9.1375
1;5.8933;5.5841;27.3816;4.4527;0.2047;9.429;6.5338;7.3041;4.4041;7.7541;4.5388;12.8124;9.2328
1;5.9273;4.9868;22.6809;4.1041;0.3856;9.6404;6.376;6.9526;4.44;7.3524;4.3455;11.9108;9.5371
1;5.3158;4.5668;21.9785;4.0192;0.08616;9.7962;6.2259;6.262;4.0432;7.273;4.3268;12.2916;10.0342
1;5.5469;4.7194;20.5797;4.4295;0.2544;9.2759;6.0774;6.1427;4.2168;7.3084;4.394;12.0896;10.1007
1;5.6668;4.4853;17.941;4.7233;0.1287;8.9923;5.6131;6.2235;4.427;7.4282;4.1055;11.7952;9.7048
1;4.9502;4.5602;17.6694;4.6174;0.2829;8.803;4.9806;5.4356;4.2325;7.3543;4.3224;10.882;10.1166
1;4.762;4.4235;19.5841;4.4803;0.1543;7.9671;4.7011;6.3027;3.9608;7.54;4.1236;10.7709;9.6186
1;4.7542;4.2608;15.4661;4.8853;0.3123;7.6974;4.4044;6.1976;4.1249;7.0832;4.1283;10.2125;9.9717
1;4.9662;4.586;13.9885;5.023;0.2812;7.5429;4.6467;6.1935;4.5307;6.8321;4.1047;9.5349;9.484
1;4.9039;4.1666;11.6503;4.8188;0.6567;8.1368;4.0668;6.1427;4.5718;6.8979;3.9154;9.4003;10.1208
1;4.8314;3.9819;10.4891;4.7974;0.9047;7.402;4.0732;6.0176;4.3179;6.9493;3.7421;9.4249;9.827
1;4.9475;3.5462;9.2641;3.9945;1.0071;7.292;3.5251;5.4356;4.3915;6.7605;3.47;8.8927;9.8506
1;5.5135;3.871;9.0046;3.4874;1.2742;7.4569;3.5057;5.1776;4.3499;6.4567;3.6126;8.8013;9.606
1;5.304;3.8312;8.4717;3.5045;0.9675;7.3552;3.5807;5.1049;4.2984;6.0057;3.3921;8.8306;9.2747
1;4.9376;4.2755;8.1006;3.3912;1.1712;7.4123;3.3366;5.4449;4.4328;6.0498;3.4749;8.5544;9.0704
1;5.2422;3.9992;8.3014;3.6962;1.0928;7.2916;3.3636;5.2908;4.3386;6.1114;3.6339;8.0452;9.7429
1;5.4772;4.0005;7.983;3.2083;1.2223;6.946;3.4464;5.442;4.6658;6.1703;3.6178;7.6552;9.589
1;5.2394;4.2718;7.8834;3.315;1.2084;6.707;3.2975;5.7104;4.352;6.3372;3.4996;7.4787;9.9304
1;5.2568;4.2813;6.8687;3.4498;1.3016;4.9644;3.2835;5.5975;4.3771;6.1446;3.3208;7.3606;9.2734
1;5.4317;3.8951;7.2072;3.5358;1.183;5.3239;3.446;5.4378;4.2714;6.0957;3.2354;7.2497;9.4355
1;5.6225;3.6432;7.4697;2.9337;2.0267;6.2186;3.6268;5.5954;4.324;6.0835;3.4514;7.2898;9.5972
1;6.1008;4.034;6.5079;3.3568;2.16;7.3234;3.9725;6.0963;4.2119;6.2306;4.0272;7.8859;9.5815
1;5.1605;3.983;6.81;3.059;2.3548;7.2162;4.1525;6.1358;4.2898;6.3998;4.3243;8.3713;9.5472
1;5.2254;5.1489;7.0648;3.0066;2.8229;8.5135;4.3973;6.8298;4.1812;7.0168;4.3498;8.0681;9.2625
1;5.8773;5.7486;6.586;3.136;2.8157;8.6217;4.262;7.1234;4.4866;7.195;4.6267;8.2632;9.5854
1;5.208;6.2442;6.3615;3.0418;2.5223;8.7898;4.5162;7.6264;4.1829;7.3025;4.7372;8.2955;9.1449
1;5.6809;6.255;6.3038;2.8089;2.5817;9.1881;4.2432;7.7653;4.3972;7.5423;4.6549;8.5717;9.2826
1;5.3459;6.1467;6.0549;3.0866;2.5309;9.262;4.2534;7.8358;4.4919;7.2695;4.6193;8.5924;9.7276
1;5.2391;5.9299;5.8722;3.2487;2.3727;8.9545;4.3202;7.5281;4.0702;6.7804;4.911;8.5584;9.204
1;5.2763;5.1836;6.5337;3.5818;2.5257;9.0691;5.2069;7.5433;4.3054;6.7722;4.7732;8.4216;9.7736
1;4.7401;5.1549;6.2613;3.8343;2.3943;9.4913;5.7647;7.8167;3.9041;6.0943;4.7612;8.1234;9.3489
1;4.6711;4.5332;7.918;2.9715;2.2482;9.9363;5.7669;7.8402;4.078;6.1752;4.5422;7.9682;9.6748
1;4.6789;4.5242;9.4631;2.652;2.1636;8.8624;5.3186;7.4652;3.8693;5.9814;4.1469;7.6378;9.4017
1;4.4529;3.6308;6.796;2.3155;2.4837;7.9666;5.2553;6.8112;3.9298;6.1077;4.2794;7.6438;9.4442
1;4.5391;3.746;9.1535;2.6165;2.5597;7.9007;5.2425;6.5487;4.1453;5.8657;4.1063;7.2992;9.8118
1;4.5686;3.574;8.8628;2.4749;2.6023;8.3694;5.612;5.9212;4.256;5.9152;4.2822;7.5963;9.845
1;3.9918;3.8059;7.7769;2.1001;2.3868;7.8984;5.6271;5.9087;4.0041;5.9402;4.4332;7.2149;7.5238
1;4.559;3.5404;8.2183;2.4697;2.4821;7.7727;5.4843;5.4484;3.7219;5.6514;4.4224;6.7566;9.3023
1;4.523;3.4499;7.6133;2.4436;2.3774;7.9288;5.1762;5.1168;4.0601;5.6793;4.4975;7.2377;9.154
1;4.8493;3.2262;7.559;2.2868;2.148;8.0922;4.5755;5.222;3.761;5.4503;4.494;7.4156;9.1387
1;4.7853;3.5497;6.7409;2.091;1.8811;7.0828;4.0871;4.7166;3.7994;4.943;4.2498;7.4111;9.2808
1;4.5023;3.1591;6.0948;2.0385;2.2711;7.1181;3.7589;4.68;4.3915;5.2829;4.1487;7.0641;9.4444
1;4.485;3.1401;6.1622;1.9157;1.9945;7.0844;3.5849;4.5689;4.2792;5.375;4.2199;7.1908;9.9901
1;4.468;3.0585;7.2986;1.9892;1.8296;6.8797;3.2656;4.5848;3.9887;5.5439;4.1482;7.1827;10.022
1;4.375;2.7126;6.6366;2.3723;1.4474;6.7254;3.1245;4.6745;3.2692;4.975;4.049;6.8617;10.2618
0;4.3714;2.6823;6.328;2.1864;1.6446;6.9176;3.0278;4.4031;3.4536;5.5176;4.0872;6.854;10.3853
0;4.449;2.5845;7.987;2.0039;1.3482;6.73;2.9323;4.5223;3.6001;5.7835;4.0473;6.9834;10.1873
0;4.0438;2.9166;8.9093;2.0415;1.4848;7.3048;2.9761;3.9724;3.5157;5.8774;3.9573;6.9333;10.7869
0;4.4605;2.6179;8.5372;2.0663;1.4648;7.5324;2.9606;3.9972;3.855;6.1224;3.8721;6.8809;10.9107
0;4.2767;2.4923;7.5803;1.9836;1.2725;7.3058;2.7421;3.6125;3.5336;6.3756;3.7245;7.3527;11.5291
0;4.3598;2.7254;8.1989;2.0081;1.1555;6.8616;2.7602;3.4672;3.5726;6.6025;3.7678;6.9991;11.4075
0;5.0372;2.8571;8.1581;1.8194;1.0722;6.8337;2.8503;3.3767;3.3973;6.1595;3.6105;7.1319;11.6605
0;4.345;2.3138;7.4722;1.814;1.0376;6.9103;2.8797;3.4409;3.3788;5.5498;3.9913;7.1008;12.1042
0;4.5721;2.6774;7.5112;1.9933;0.8448;6.9937;2.6833;3.1545;3.4216;5.4972;3.792;7.3022;11.9249
0;4.592;2.2784;7.7659;1.9497;0.936;6.9102;2.5959;3.2253;3.3029;5.8417;3.9439;7.3787;12.1559
0;4.7951;2.6649;6.7414;1.8209;0.9506;6.353;2.7679;3.088;3.2488;5.8177;3.8328;8.1108;12.1249
0;5.0074;2.5285;10.6282;2.1212;0.9482;6.6824;2.8804;3.3578;3.1099;6.1553;3.9874;8.1567;12.6796
0;4.9204;2.6928;11.1134;1.901;0.7651;5.8998;2.7958;2.5759;3.2232;6.2534;3.6343;9.6187;12.5924
0;4.6159;2.6277;12.9441;1.9657;0.8948;5.7294;2.8223;3.1326;3.4987;6.116;3.8902;10.003;13.0397
0;4.3136;2.5748;14.9498;1.8397;0.7755;6.1193;2.8863;3.0683;3.4514;6.4909;3.8695;10.1129;13.3382
0;4.244;2.4901;11.2043;1.9764;0.8927;6.2252;2.7945;2.786;3.7648;6.4973;3.7223;9.637;13.8414
0;4.6833;2.6211;10.1358;1.7157;1.071;5.8317;2.8611;2.7141;3.6814;6.6358;3.6418;9.8245;14.6757
0;4.4021;2.4202;9.7268;2.0114;1.2622;6.0423;2.9081;2.7939;3.8247;6.2963;3.555;9.9186;15.3164
0;4.2988;2.618;11.7485;2.1289;1.627;6.251;2.7686;2.9029;3.681;6.1994;3.4203;9.9885;15.3042
0;3.8502;3.2831;8.8313;1.915;1.1904;5.4033;2.941;2.8101;3.6869;6.0691;3.4904;9.6514;15.3938
0;4.4124;2.9742;9.7688;2.2531;1.1205;5.6029;2.8772;2.9919;3.5384;5.9702;3.3636;9.5779;15.8637
0;4.0482;3.0926;9.8708;2.0657;0.9586;6.1264;2.8126;3.8323;3.3806;5.7891;3.4625;9.3632;14.9992
0;4.1434;2.7613;10.0736;2.3301;1.2029;5.5816;3.1939;4.1054;3.3102;5.2378;3.2853;9.0124;15.2231
0;4.4169;2.9976;9.3027;1.9672;1.2478;5.7923;3.7192;4.6997;3.4043;5.2578;3.4175;8.7696;15.1652
0;3.855;2.5138;9.0083;2.0735;1.1953;5.3384;3.5873;4.7088;3.3921;5.4782;3.5759;8.312;15.2668
0;3.8588;2.6774;9.0895;2.1397;1.1089;5.7275;4.0317;4.3937;3.1656;5.3996;3.3594;8.3654;15.4172
0;3.8188;2.4611;8.2106;2.0823;1.2678;5.5681;4.1157;4.5594;3.3713;5.1761;3.4035;8.2966;15.0391
0;3.8092;2.784;8.4644;2.0526;1.0826;5.6985;4.2192;4.7186;3.3052;5.3501;3.534;8.1621;15.1664
0;3.7722;2.8911;8.1914;2.353;0.9482;5.7829;4.3544;4.4305;3.0559;5.3415;4.0202;8.1595;15.4244
0;3.3592;3.0825;7.8485;2.2359;1.0597;5.5482;4.715;4.7627;2.984;5.0516;4.5593;8.3922;15.211
0;3.5448;2.595;8.482;2.3663;0.744;5.8149;4.7516;4.5705;3.1049;4.9249;4.8475;9.1162;14.9987
0;3.8213;3.1506;7.0113;2.2598;0.7939;5.6251;4.7383;5.0639;3.1037;5.0415;4.98;9.5588;15.5611
0;3.3925;4.5773;6.4692;2.3288;0.6664;5.7393;4.5875;5.1336;3.1646;5.2994;5.0381;9.9272;15.1416
0;3.3778;5.1974;7.0635;2.264;0.7267;5.5386;4.6377;4.6345;3.1007;4.8245;4.9854;10.0304;14.9637
0;3.5755;5.3629;9.4753;1.9048;1.1349;5.358;4.3707;4.6704;2.9523;4.7562;4.8949;10.3457;14.7663
0;3.1776;6.151;8.0145;2.2677;0.8429;5.3004;4.7028;4.6222;3.1598;4.6242;4.976;9.9413;13.0649
0;3.1523;6.1073;8.1291;2.0461;0.8461;5.3763;4.9218;4.5161;2.9298;4.7491;4.3832;9.6965;13.2834
0;3.3437;5.6945;7.5337;2.9432;0.6708;4.9173;5.3967;4.3084;2.9618;4.5225;4.4373;9.68;11.4978
0;3.5316;5.5206;7.9846;3.6403;0.901;4.864;5.8491;4.208;2.9401;4.4676;4.3809;9.3429;10.8107
0;3.2762;5.4328;7.4547;3.5062;0.5082;5.0532;5.8956;4.708;2.7664;4.221;4.1771;8.9502;9.972
0;2.9432;5.7258;7.0311;4.1895;0.3621;4.8765;5.8581;4.9292;2.7442;4.4198;4.1873;9.278;10.1294
0;2.8721;5.4639;6.6903;4.4561;0.4602;4.9009;5.6832;4.752;2.7117;3.9806;4.2727;8.7702;10.1135
0;2.9009;5.6549;5.3735;4.0378;0.4732;4.8987;5.2607;4.6046;2.5987;4.3409;4.1563;8.6109;9.8433
0;3.1304;5.3776;5.9895;4.2366;0.3093;4.7665;5.2459;4.2387;2.5685;4.3622;4.0527;8.7154;9.5879
0;3.0195;5.7857;5.5986;4.6649;0.4065;4.6903;5.2236;4.5268;2.4625;4.4857;3.9794;8.3177;9.2834
