odour stim;30/10/2020 Female4;30/10/2020 Female10;21/10/2020 Male5;02/11/2020 Female4;02/11/2020 Female8;02/11/2020 Male12;03/11/2020 Female3;03/11/2020 Female9;04/11/2020 Female6;04/11/2020 Male3;08/11/2020 Male3;08/11/2020 Male4;25/02/2021 Male4
;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V
5;7.8248;4.024;11.9424;6.9306;3.4269;10.6415;6.5647;8.6254;1.1963;3.2829;4.3567;7.1647;16.6653
5;7.7437;4.0574;10.5548;6.9462;3.4325;11.5245;7.2549;9.1427;1.2817;3.5588;5.0819;6.867;15.8945
5;7.3044;3.8958;13.0176;6.9793;3.6366;10.3808;6.9934;9.0886;1.2762;3.6419;5.7017;6.8119;16.4169
5;7.6879;4.0559;12.8533;6.4017;3.7006;11.2862;7.6665;9.2012;1.2847;4.0367;5.698;7.534;15.9904
5;7.797;4.4143;13.3514;6.6375;3.8154;11.3412;7.9416;9.2664;1.2314;3.5157;5.7837;7.6084;16.1235
5;6.2147;3.8573;13.8612;6.7791;3.6328;11.0687;8.1261;9.4366;1.3199;3.8073;5.6639;8.405;16.8432
5;5.8127;3.7107;14.1536;6.5023;2.932;10.7817;8.2343;9.4657;1.4369;3.7295;5.4623;9.0641;17.6718
5;5.8111;3.1927;11.5286;5.6127;2.6071;10.5125;8.0439;8.7675;1.232;3.7389;5.3403;9.8184;17.048
5;5.5945;2.9829;10.1255;5.5527;2.4837;10.1202;7.76;8.1862;1.5721;3.4938;5.412;10.4714;17.8919
5;5.5115;2.5074;9.7099;4.9139;3.1397;9.3622;7.4482;6.9199;1.5143;3.3302;5.2197;10.7912;17.4813
5;5.2141;2.6632;11.0388;4.8801;3.2291;9.3636;7.3043;7.1594;1.5815;3.4214;5.1839;11.1333;17.6188
5;4.6236;3.1684;8.6667;4.8429;2.9935;9.307;7.6304;7.8347;1.7285;3.4095;5.033;11.0368;16.5127
5;4.8137;3.3697;8.4657;5.61;2.151;9.1537;7.6031;7.6225;1.8805;3.6256;5.2884;10.4815;17.0123
5;4.2581;2.9975;8.6935;5.0244;1.794;9.1364;7.714;7.3825;2.0358;3.647;5.2335;10.0585;16.5602
5;3.7109;2.5638;8.8191;4.6715;1.7571;8.9963;7.9023;7.6367;2.1027;3.7871;5.4283;9.5777;16.4444
5;3.5345;2.6062;8.6819;4.4236;1.7279;9.1177;7.4311;7.1701;2.1845;3.6808;5.3582;9.8782;16.6977
5;3.078;2.5259;8.2985;4.4602;1.686;9.6273;7.2067;7.8572;2.3411;3.7663;5.2898;9.8096;15.91
5;2.6001;2.5591;9.949;4.4605;1.2133;9.3558;6.9449;7.1954;2.4858;3.7727;5.5943;9.2426;15.7159
5;2.7542;2.7752;7.105;4.3011;0.9425;9.0722;6.9238;7.2956;2.8293;3.5382;5.5759;8.1547;15.7307
5;2.8487;2.6447;6.6932;4.1961;1.0026;9.112;6.9305;6.9542;2.6529;3.8274;5.4458;8.1761;15.5402
5;2.6195;2.7815;10.4598;3.6677;0.8305;8.5895;6.5831;6.3354;2.9338;3.4831;5.4525;8.2449;16.1043
5;2.5576;2.532;14.1092;3.6116;0.6891;8.7034;6.7151;6.1309;3.0252;3.4659;5.4703;7.6836;15.1611
1;2.091;2.7188;14.2651;3.334;0.946;8.7375;6.6846;5.9968;2.4172;3.5371;5.4054;7.3865;17.1663
1;1.8972;2.7777;16.267;3.4437;0.6933;8.8772;6.0905;5.8842;3.0191;3.5107;5.4517;6.7929;16.7692
1;1.9922;2.8026;15.2585;3.5172;0.4131;8.9113;5.5442;5.7372;2.8897;3.335;5.461;7.0739;14.9295
1;1.9013;2.8375;14.9102;3.1245;0.2682;8.8455;5.2222;6.1004;2.7767;3.6397;5.217;6.4377;14.1698
1;2.151;2.8005;10.6736;3.1865;0.5227;8.7588;4.9113;5.6885;2.9511;3.4579;5.1948;6.2705;13.2233
1;3.3538;4.8594;11.028;3.6321;0.6705;9.7906;5.8854;5.7087;4.1528;3.5878;5.629;6.1511;13.7667
1;5.552;6.5934;10.3344;4.0158;0.5135;10.6132;7.1008;5.7808;5.3046;3.5036;5.9527;5.9969;14.2107
1;6.0305;8.0639;11.3573;4.6142;0.8439;9.67;7.187;5.9138;5.5575;5.0568;6.3649;6.1934;14.8183
1;6.7114;8.0783;11.758;4.3856;0.7826;9.4553;7.1469;5.6723;5.7081;6.9911;6.2302;6.2058;15.8092
1;7.0225;9.165;9.9319;3.9266;1.3464;9.6906;7.1413;5.9552;5.5155;8.777;6.2125;6.2898;15.7548
1;6.9738;8.3944;7.8245;3.8096;1.7131;9.088;7.1697;6.4412;5.558;10.1077;6.2255;6.0596;15.5553
1;7.4934;8.6028;6.9889;4.2562;1.6387;9.1748;6.9703;5.867;5.6987;10.8099;6.182;5.5089;16.028
1;7.5142;8.5744;6.2379;3.8908;1.4929;9.7101;6.8242;6.3897;5.7178;10.685;6.2808;6.0308;16.3808
1;7.1307;9.1901;6.2385;3.8286;1.1884;9.9225;6.8249;6.5244;5.994;11.0142;6.1341;5.89;16.0104
1;7.2145;9.1195;6.1089;3.5687;0.9956;9.9378;7.1414;6.3033;5.545;10.9174;5.9459;6.4044;16.3745
1;7.0251;9.9425;7.2534;3.6131;0.4787;9.525;7.5168;5.9947;5.59;11.157;6.0263;6.3384;16.3711
1;6.8313;9.5143;6.7131;3.2485;0.8207;9.1416;6.6566;5.8485;5.6528;11.181;6.1712;6.2935;15.6233
1;6.5404;9.1426;8.3978;3.4535;0.6439;8.4073;6.9;5.4786;5.3623;10.7131;6.1634;6.3541;15.1619
1;5.5112;9.3385;6.437;3.3318;0.7582;8.1355;6.8264;5.1691;5.1288;10.1265;5.9349;6.3559;13.9472
1;6.1138;9.0419;7.1924;2.8971;0.7726;7.5511;6.7038;4.9533;4.6071;10.2363;5.6254;6.0822;13.739
1;6.2139;8.831;6.3458;2.7873;0.6282;7.1557;6.3012;4.5352;4.5973;10.2273;5.8682;6.0857;14.0006
1;5.5893;8.121;6.1179;2.7908;0.7859;7.2039;6.4403;4.9039;4.4765;10.3808;5.7337;6.3224;13.9039
1;5.4486;7.9474;6.1572;2.8469;0.5674;6.8133;5.8736;5.2357;4.0362;10.5362;5.4417;6.198;13.8403
1;4.9841;7.4379;6.3511;2.6069;0.5159;6.4473;5.9997;5.1385;3.7843;10.2105;5.4437;6.2238;14.3681
1;5.485;7.1678;5.2718;2.7566;0.5121;5.9321;5.7163;5.1854;4.1824;9.9378;5.3024;5.9963;14.356
1;4.9676;6.0819;6.2106;2.4429;0.4574;6.3723;6.1068;4.8605;3.7489;10.0196;5.3233;6.141;15.1581
1;4.8958;6.3207;7.692;2.7892;0.8155;6.1045;6.3085;5.2565;3.4486;10.0754;5.3398;6.341;14.8889
1;4.9414;5.5549;9.175;2.5362;0.9763;6.1348;5.9155;4.7528;3.6224;10.0393;5.0658;6.2095;14.7433
1;4.8355;5.8365;7.3313;2.4887;0.7362;6.0142;6.4525;4.3939;3.3059;10.2005;4.9165;6.1632;14.7563
1;5.1951;5.2917;6.3883;2.4608;0.8009;5.928;6.6906;4.4252;3.2734;9.6445;4.7787;6.4909;14.6393
1;5.2265;5.3018;5.7424;2.3146;0.7611;5.6456;6.1277;4.2724;2.6866;9.9358;4.5498;6.5781;14.5764
1;5.1144;4.832;9.0323;2.0348;0.7976;6.006;5.6969;4.4645;2.7074;9.5764;4.5833;6.4803;14.142
1;4.3565;5.1001;15.1222;2.1109;1.0061;5.9225;5.7229;4.2931;2.6126;9.5551;4.6071;6.2788;14.407
1;4.3428;5.0662;14.5427;2.1204;1.3828;5.9088;5.4714;4.2349;2.9619;9.6977;4.5902;6.8275;14.5113
1;4.4564;5.3325;13.4253;2.2533;1.1825;6.1464;5.6999;3.6676;2.925;9.7172;4.6018;7.1361;14.1778
1;4.2823;5.2688;10.2922;2.218;1.1679;5.792;5.6327;3.8018;2.9223;9.707;4.5676;7.0293;14.0113
1;4.1187;5.7585;8.9356;2.3906;1.3715;5.5157;5.5165;3.8781;2.7319;9.3512;4.4878;7.0164;14.4451
1;4.1923;8.167;7.4979;1.9818;2.3685;7.0743;5.9676;4.7275;3.1408;9.3063;4.5916;6.7897;14.056
1;4.0783;8.539;7.2265;2.2106;2.5872;7.4495;6.8413;4.7712;3.0724;9.4769;4.6743;6.6508;14.8341
1;3.6201;9.4047;5.7087;2.2868;3.2008;6.9028;7.1357;5.0488;3.0543;9.6751;4.834;6.913;15.091
1;3.9292;9.1437;6.8649;2.2528;3.1225;8.743;7.3478;5.2914;3.4053;9.3799;5.1711;6.7851;15.8247
1;4.3748;9.3202;6.2464;2.1325;3.5704;9.1283;7.1624;6.0876;3.5471;9.4347;5.3539;6.7265;16.4724
1;4.1667;9.0255;6.3627;2.4734;4.2572;8.8409;6.8754;5.8722;3.985;9.2443;5.3635;6.4516;16.1207
1;5.529;9.1261;6.601;2.6275;3.8524;9.6647;6.9882;6.2723;3.6385;8.4565;5.0257;6.4087;15.7496
1;6.4702;9.1697;5.3624;2.6547;3.976;9.4439;7.1876;5.5957;3.1886;8.12;5.0888;6.9132;15.9185
1;6.5458;9.4564;6.377;2.5049;3.6328;9.4207;7.2357;6.4453;3.32;8.0488;5.1365;7.7816;15.9556
1;6.8271;8.8137;5.3536;2.7756;3.3779;9.8448;7.1922;6.5008;2.9243;7.923;5.2312;7.7103;15.5418
1;6.9219;8.9526;4.9788;2.5021;3.1922;10.2703;7.1093;6.2383;2.6808;7.8328;5.2022;7.9428;15.1093
1;5.5656;8.6241;4.6277;3.0163;3.0427;10.0461;6.3988;5.8193;2.6275;7.6975;4.9127;7.6979;14.6463
1;5.943;8.0638;5.3241;4.2049;3.1038;10.1113;5.845;6.0264;2.5031;7.7892;5.1035;8.6374;13.8747
1;5.4537;6.8235;5.5262;4.3382;3.0384;9.5188;5.7537;5.2261;2.6031;7.5667;5.0277;9.5147;13.9909
1;4.9591;7.5853;4.8451;4.9156;2.7189;9.5915;5.3811;5.4006;2.4854;7.7383;4.9917;9.6718;13.5418
1;4.8129;6.5284;6.0185;5.0093;2.1594;9.5255;4.9372;4.3952;2.0916;7.6533;4.9952;10.1428;13.2971
1;3.9252;6.4634;5.5247;4.9168;1.9766;9.3347;4.7451;4.2727;1.9203;7.8457;4.6178;10.295;12.9232
1;3.9498;6.7205;5.6352;4.7179;2.1386;8.7602;4.2064;4.1895;2.1485;7.7208;4.7873;9.7027;13.0193
1;3.7901;6.787;6.1186;4.1482;1.9795;7.9996;4.1202;3.4435;2.0362;7.6275;4.5392;8.7151;13.0496
1;3.7625;5.9379;6.451;3.7755;1.4279;8.2835;3.8905;3.8488;2.2943;7.4361;4.5973;8.0623;13.228
1;3.7398;5.9301;6.6049;3.666;1.4861;8.6742;3.768;3.1461;1.8973;7.4362;4.3429;8.2142;13.0354
1;3.7363;5.452;6.6983;3.4469;1.4472;8.452;3.7083;3.4041;1.871;7.815;4.4305;8.6623;13.5776
1;3.679;4.5152;7.0059;3.7471;1.2932;8.604;3.3645;3.2722;1.7807;7.9584;4.4398;9.372;13.2013
1;4.068;4.4371;7.0401;3.4915;1.464;8.4636;3.4095;3.2276;1.7231;8.1737;4.2781;9.4434;13.4464
1;3.9388;4.5807;10.8285;3.1465;1.1721;8.2451;3.213;3.2852;1.9411;7.8362;4.2609;9.8413;13.1858
1;4.2012;4.2776;13.7493;3.4374;1.459;7.9053;3.0828;3.0944;1.532;7.8579;4.1435;9.5265;13.2898
1;4.1623;4.3258;14.3883;3.8729;1.7871;7.6583;2.9621;3.1557;1.5123;7.8678;4.2742;9.4597;12.9096
1;4.7385;4.0635;15.7044;4.052;1.416;8.1191;2.7719;3.3857;2.1154;7.8629;4.2112;8.7961;13.0616
1;3.96;4.0682;19.3312;3.9755;1.332;7.8477;2.7704;3.2908;1.6739;7.6401;4.2094;8.5763;12.6085
1;4.3452;4.3034;19.0463;4.0072;1.3076;7.8348;2.6648;3.0406;1.3218;6.9107;4.2007;8.3397;12.7313
1;4.3465;4.0356;17.1667;3.535;1.393;7.9457;2.5511;3.3668;1.3457;6.7891;4.2598;8.1081;13.3963
1;3.9509;4.0621;14.2162;3.2224;1.5756;7.3367;2.538;3.2407;1.3091;6.6203;4.1015;8.2662;12.9301
1;3.8299;4.4535;14.1955;4.2326;1.7717;8.0755;2.7639;4.8197;1.6236;7.4586;4.2582;8.447;12.8507
1;3.75;4.3578;11.8405;4.023;1.9064;9.2818;3.7587;7.2338;1.7182;7.4612;4.4284;7.9763;13.8587
1;3.9689;5.2297;11.8082;4.3236;1.6621;9.7715;4.4562;8.1411;1.9262;7.5251;4.5851;8.3716;14.7166
1;3.9268;7.1541;8.8933;4.5288;1.8298;9.724;5.4279;8.874;2.5121;7.5922;4.5933;8.4857;15.4597
1;3.6539;7.2836;10.2053;4.9892;2.2409;9.878;6.5603;8.9073;3.1251;7.71;4.6651;9.8343;16.0514
1;3.8487;7.7165;9.4098;4.8973;2.4899;9.9165;7.3158;8.2206;3.3975;8.3318;4.4957;13.1516;15.1085
1;3.3832;7.3634;8.1463;4.4064;2.3469;9.8073;7.2699;8.0259;3.6325;8.4896;4.4303;14.9616;15.6783
1;3.549;8.1825;8.9012;4.6124;2.2719;9.1305;7.5659;8.0492;3.6886;8.5436;4.2666;15.2371;14.9141
1;3.2433;7.7271;11.4707;3.9674;2.4886;9.1517;7.5895;8.8072;3.9097;8.6604;4.5419;14.7399;15.9558
1;3.5795;7.8083;11.439;3.6653;2.5598;9.1365;7.5959;8.7003;3.7603;9.0397;4.2589;15.3122;15.8897
1;3.1995;7.9283;13.5009;3.7086;2.3107;8.765;7.8464;8.8946;3.4006;9.1401;4.313;14.6899;16.5158
1;3.1171;7.2479;12.7439;3.4276;1.9026;8.7408;8.0579;8.9988;3.5161;8.9929;4.2448;14.9459;16.2065
1;2.9704;6.918;10.6702;3.1536;1.4892;8.0716;7.5351;8.7199;3.6741;8.7196;4.2928;13.8673;16.2565
1;3.3595;6.609;9.8954;3.2465;1.512;7.5991;7.5981;8.5114;3.4243;8.0311;4.263;14.1459;16.0058
1;3.4848;6.2409;9.283;2.6986;1.2897;7.3004;7.2462;8.617;3.328;7.6669;4.1875;13.0132;15.3899
1;3.8366;6.6;9.5153;2.7154;0.9999;7.0588;7.1013;7.774;3.4373;7.6799;3.9447;13.0352;15.3179
1;4.1798;6.2084;8.2024;2.8482;1.1421;6.4645;7.051;7.6986;3.5037;7.6892;3.9246;12.4382;15.2865
1;4.0088;6.8265;7.0143;2.2729;1.2376;5.8147;6.6905;7.2998;3.3307;7.8652;3.6418;11.9522;15.1702
1;3.9226;6.6657;7.2484;2.1563;1.0941;6.1788;6.8818;6.6648;3.2541;7.6823;3.5559;10.9312;14.496
1;4.3228;6.433;7.1464;2.1221;1.095;5.6903;6.9178;6.3341;3.5117;7.7601;3.6298;11.0069;14.8381
1;3.6909;6.1526;6.1373;1.8374;1.1993;5.6767;7.027;5.771;3.3651;6.8132;3.7276;11.3552;14.8605
1;3.9222;5.5415;5.4647;2.2661;1.2763;5.735;6.5153;5.8972;3.7081;6.9504;3.6924;12.1469;14.539
1;3.9948;5.4128;5.4395;2.0881;1.1868;5.705;6.6313;5.594;3.5204;6.9562;3.5651;11.6334;14.7571
1;4.6701;4.9693;5.6008;1.9412;1.0144;5.8281;6.0902;5.4595;3.396;7.024;3.3565;11.5119;13.9198
1;4.2288;5.0568;5.1986;1.9236;0.8083;6.0668;5.7897;5.7171;3.234;6.9227;3.3927;11.0455;14.2283
1;4.2557;4.7155;4.6252;1.7668;0.9195;6.2654;5.4497;5.3231;3.1888;6.5581;3.326;10.3508;13.7502
1;4.3344;4.9389;4.3689;1.9364;0.659;6.1726;5.314;5.212;3.2787;6.7619;3.3336;9.8151;13.4878
1;4.6304;4.4812;5.1283;1.6864;0.4962;6.2064;5.4409;5.114;2.8274;6.5162;3.427;9.2736;13.4531
1;4.5484;4.7209;5.2588;2.1917;0.6989;6.6842;5.266;5.3559;2.9186;6.8788;3.4365;9.1467;13.0248
1;4.8598;4.473;5.0646;1.681;0.4905;5.9388;4.9265;5.4463;3.08;6.8262;3.2668;8.2807;12.5272
1;4.8874;4.3382;4.3502;1.4844;0.6564;6.1365;4.8908;5.387;3.0313;6.2769;3.2008;7.7521;12.1076
1;5.1406;4.25;4.8157;2.1339;0.4111;6.3431;4.7079;5.7101;3.1246;6.107;3.4782;7.3897;11.3651
1;5.7318;4.2688;4.3074;2.0755;0.5529;6.1221;4.4456;5.5154;2.8999;5.9192;3.6575;7.9042;11.2739
1;5.413;3.7789;5.2258;2.5339;0.474;5.9779;4.9757;5.039;3.4177;6.4971;3.8629;7.7102;11.4787
1;5.3411;3.8649;4.7775;2.5559;0.3415;6.3026;5.097;5.083;3.9593;6.8272;4.0368;8.165;11.8725
1;5.8236;3.7549;4.8406;2.553;0.2725;6.4468;5.9277;5.3936;5.1554;7.1011;4.3576;8.5276;11.4038
1;6.7499;4.0057;5.1196;3.2406;0.4252;5.7319;5.9071;5.4042;5.9709;6.9587;4.1035;8.4647;11.1683
1;6.8982;3.5562;5.6151;4.9941;0.1976;5.8332;5.9824;5.808;4.6587;6.9149;3.984;9.415;10.8218
1;7.0399;4.2702;6.401;5.8555;0.3842;5.7005;5.9879;6.2555;5.0886;6.8195;3.8515;9.0959;10.5218
1;6.8247;4.0487;8.5;4.809;0.4731;5.7314;6.4102;6.5607;4.7661;6.8592;4.2413;8.9636;10.7131
1;7.0911;4.1698;10.2977;4.7473;0.5353;6.4764;6.0684;7.1401;5.1567;6.6143;4.3988;8.8133;10.0829
1;6.8592;3.7782;10.5624;4.6139;0.529;7.3675;5.8163;8.0167;4.9638;6.1479;4.4554;9.0582;10.6457
1;6.5309;4.3578;12.7639;4.1297;0.4502;8.5565;5.6505;8.1811;4.7872;6.5116;4.2846;8.8135;11.0144
1;6.7629;4.9148;13.8659;3.5066;0.4408;9.1235;5.4563;8.4994;4.3964;6.4818;4.4596;8.6416;10.9865
1;5.9076;6.4827;13.0962;3.6676;0.4196;8.9375;5.0928;7.896;4.4162;6.5037;4.3238;8.3174;11.2292
1;5.5373;6.905;9.6596;4.0007;0.2891;8.4549;5.4959;7.7773;4.126;5.9149;4.3253;8.0278;10.7118
1;4.6821;6.7426;9.0781;3.4912;0.6004;8.0175;5.1093;7.4448;3.872;5.817;4.1937;7.7686;11.2625
1;5.1651;6.6;8.0611;3.8211;0.385;8.2418;4.8348;6.9462;3.9634;5.8557;4.1818;8.1065;10.8119
1;4.7036;6.9158;9.6093;3.3444;0.5175;7.5668;5.008;6.83;3.9722;5.459;4.0705;7.9557;10.6539
1;4.8629;6.7991;9.9817;3.2535;0.8462;6.9933;4.8216;6.4838;3.6572;5.5074;4.03;7.5812;11.0071
1;4.9334;6.8722;11.8931;3.4168;1.219;7.1182;5.1152;6.65;3.6412;5.4066;4.0173;7.7356;10.7297
1;4.6316;6.9152;13.1427;3.7901;1.5806;7.2489;5.1058;6.596;3.3234;5.3886;3.6752;7.7589;10.9132
1;4.8493;7.2691;14.3028;3.1669;1.5946;7.1765;5.0946;6.3165;3.1284;5.3762;3.5463;7.7702;10.3515
1;5.2071;7.446;14.4938;2.9089;1.6738;7.4346;5.0968;5.4615;3.2439;5.6525;3.3466;7.7074;10.2044
1;4.8878;6.8411;14.84;3.2327;1.7526;7.6836;5.1176;5.7629;3.0898;5.4791;3.3359;7.7431;10.2072
1;5.1062;6.7856;15.5666;2.9799;1.5761;7.7285;5.0717;5.7147;2.9435;5.1736;3.1931;7.9513;10.3043
1;4.5311;6.3465;18.4906;3.0971;2.0399;7.0981;4.7948;5.9515;3.0315;5.3429;3.0689;8.51;10.2711
1;4.0412;6.1188;23.8435;2.764;2.226;7.1866;4.9816;5.867;2.9325;5.3911;3.0297;8.2493;10.5352
1;3.8338;5.9469;16.9137;2.7675;2.1752;7.0954;4.9806;6.0934;3.2692;5.5362;3.0266;8.4008;10.4429
1;3.7904;5.999;14.0652;3.4194;2.3171;6.8626;4.6098;5.9675;3.1164;5.1758;2.9921;8.5922;11.1158
1;3.518;5.504;11.4908;3.4563;2.5586;6.8833;4.1645;5.9845;3.2247;5.3054;3.0349;8.163;11.1138
1;3.7479;6.1176;9.3562;3.7585;2.2976;6.3784;4.0153;6.0311;3.1474;5.3811;3.0351;8.0882;11.0158
1;3.5542;6.136;11.9637;3.7355;2.2516;6.4183;4.1199;5.5857;2.9512;5.4219;2.9751;8.7;10.2873
1;3.5835;6.0072;12.7891;3.5107;2.0638;6.4401;4.0297;5.7345;3.1799;5.1329;3.0579;8.4741;10.2067
1;3.7628;6.1949;17.3673;4.1025;2.244;6.7709;4.1516;5.5751;3.1685;5.5475;3.014;9.8903;10.021
1;4.9969;5.885;15.4522;5.3744;2.3884;7.4559;5.071;6.5145;3.9521;6.0987;3.2744;10.3821;10.0715
1;5.2268;5.5013;17.6575;5.3973;2.2689;7.6065;6.0814;7.3257;4.3379;6.7845;3.2677;11.623;10.4573
1;6.0216;6.0021;14.5838;4.6758;2.2832;7.9954;6.1771;7.8848;4.6346;6.9963;3.4677;11.0263;10.0935
1;6.6498;5.7305;14.4216;4.9764;2.0525;7.845;6.4108;8.2163;4.9146;7.7372;3.3925;10.6015;9.5658
1;7.0108;5.9078;18.0131;5.2382;2.0337;7.8446;6.799;8.3191;5.3622;7.873;4.08;10.2999;9.7968
1;7.2605;5.9923;17.4324;5.0504;1.7289;8.8247;7.0603;8.9778;5.3292;8.1699;4.5086;9.6032;10.0166
1;6.4744;5.3261;16.9142;5.1665;1.8528;8.6884;7.4815;8.341;5.4232;8.9717;4.8817;9.1719;9.8281
1;7.0653;5.0053;17.5447;4.508;1.654;8.6324;8.0448;8.3453;5.2348;8.9779;4.8586;9.2456;9.9241
1;7.093;4.5963;19.0902;4.367;1.4682;8.5316;7.9254;8.6447;5.2254;8.9658;5.0866;10.0131;9.4119
1;6.9362;4.5227;14.3966;4.541;1.6735;8.4835;8.2358;8.13;4.8958;9.0603;5.0195;10.2947;10.0397
1;7.5139;3.8417;14.1408;4.9239;1.2161;7.8281;8.1646;8.017;4.7821;8.6668;5.1497;10.7841;10.2101
1;6.8608;4.3448;11.7489;4.5283;1.3327;7.6121;8.6836;8.0145;4.5258;8.1553;5.4726;10.531;10.1059
1;7.0187;3.6274;12.1933;4.7304;1.2678;7.6498;8.4998;7.5918;4.5324;7.6647;5.4725;10.5607;9.9347
1;6.4825;4.007;12.3496;4.7788;1.3437;7.0444;8.1676;7.3489;4.3298;7.6061;5.3404;10.6931;9.3617
1;6.6849;3.6734;9.0932;4.1608;1.4629;7.1114;8.0158;7.5763;4.2126;7.4411;5.5255;10.8078;9.7637
1;6.3012;3.4145;10.4805;3.7487;1.1594;7.437;7.8114;7.4558;4.4765;7.3732;5.3367;11.2966;10.0225
1;6.0331;3.9261;10.7204;3.0216;1.172;6.7091;7.4115;7.1771;4.4756;7.1366;5.0253;11.1795;10.177
1;5.4922;4.4419;8.8421;2.9294;1.0888;6.1037;7.438;7.4158;4.2186;7.0901;4.8145;11.1979;10.0746
1;5.0566;4.8087;6.7925;3.2667;1.0207;6.7703;7.2893;6.8385;4.1245;6.6958;4.8028;11.5512;10.1317
1;5.1626;4.4988;9.8038;2.4348;0.8742;6.3018;7.6019;7.0688;3.5649;6.9906;4.8282;12.0047;9.9302
1;5.0277;4.5698;10.6209;2.4924;0.7872;6.0713;7.318;6.2241;3.2802;6.7051;4.9804;12.3686;10.2544
1;5.1318;3.9345;17.8104;2.1705;0.8902;6.2262;7.5205;6.4532;3.238;6.7836;4.8257;11.9548;10.0946
1;5.1077;4.0489;22.4854;1.9887;0.9054;6.3129;6.8235;6.4515;3.5513;7.0423;4.654;11.9681;9.9165
1;5.2912;3.6837;20.5625;2.3822;1.0618;5.958;6.8925;6.8271;3.381;7.0142;4.6306;11.7147;10.4094
1;5.8192;3.5736;17.0686;2.1373;1.0612;6.2228;5.9395;6.8226;3.2305;7.016;4.6803;11.2955;9.9222
1;6.0731;3.9038;12.536;2.4125;1.172;6.2079;6.3616;7.1943;3.1347;6.5633;4.4393;10.3405;10.3629
1;6.2381;3.6454;10.4225;2.1033;1.433;5.5921;6.0825;6.9979;3.1149;6.3851;4.4063;9.0342;10.0877
1;6.488;4.0581;10.1727;2.0344;1.1967;5.4733;5.493;6.8849;2.7026;6.5287;4.3515;8.9354;9.9326
1;5.5221;4.7219;9.2801;2.0072;1.3211;5.9148;5.4827;7.1611;2.6842;6.6046;4.4721;8.9212;9.9876
1;4.704;4.7022;8.5789;2.3103;1.2078;5.6812;5.6186;7.1005;2.3586;6.4593;4.306;8.8491;9.8571
1;5.0212;5.8122;7.617;2.313;1.0385;5.4857;5.9354;6.3959;2.5989;6.4517;4.3168;9.3285;10.0256
1;4.4428;6.3784;7.0467;2.5957;1.1662;5.7964;6.1169;7.064;2.1641;6.6051;4.2685;10.1098;9.8838
1;4.0509;7.2363;5.9883;2.8528;1.401;8.6331;6.5619;7.5855;3.3589;7.288;4.3485;11.1196;10.3476
1;4.4579;7.181;6.0982;2.626;1.8349;9.3913;6.8816;7.5672;3.6895;7.1232;4.5628;12.0705;11.5207
1;4.3931;7.8059;6.3696;2.6725;1.8137;10.0435;7.0315;7.5491;4.1156;7.8998;4.8369;12.6365;12.4292
1;5.4759;7.9778;5.9003;2.7862;2.4047;9.2729;6.4938;8.0477;4.8209;8.2317;4.9099;12.8196;12.5456
1;6.5094;7.7644;4.7718;2.6511;3.2739;9.9081;6.2329;7.8655;5.0396;7.9048;5.0495;13.8132;13.5229
1;6.6049;7.9805;5.5611;2.4931;3.4696;9.8952;6.689;8.1056;5.2103;8.1857;4.894;14.5672;14.5655
1;6.5801;7.9617;5.4833;2.7049;3.8303;9.555;6.6014;8.2596;5.3859;8.4143;4.8497;14.9666;14.7113
1;6.7568;7.7811;5.3979;3.046;4.0723;9.62;6.9042;8.4099;5.2329;8.7063;5.2782;15.0345;14.4771
1;6.6842;7.2003;5.8341;2.8592;3.4802;9.5072;7.0689;8.0518;5.1381;9.0115;5.5156;15.0754;14.0173
1;6.5412;7.2316;6.3036;2.9193;3.4124;9.4186;7.2909;8.1183;5.1549;9.7071;5.7203;15.3846;14.0587
1;5.7252;6.7178;5.4566;2.6674;3.1201;8.6851;7.5755;7.9495;4.1661;9.5136;5.3172;15.0185;13.8356
1;6.8004;6.8058;6.7139;3.3166;2.698;8.8143;7.3062;7.4229;5.0886;9.6419;5.1841;14.4842;13.6424
1;6.7028;5.7398;6.1764;2.8916;2.5573;8.5135;7.0558;7.5067;5.0242;9.8046;5.0497;14.1687;13.6612
1;6.452;5.9418;6.4747;2.8249;2.2688;8.2;6.9455;7.83;4.8287;9.6997;5.0057;13.7925;13.3761
1;6.7341;5.4376;6.4028;2.8182;1.8168;8.1688;6.1881;7.5131;4.6392;8.941;5.0079;13.7147;13.5105
1;6.4318;5.3283;6.151;3.0281;1.8527;7.9677;5.6708;7.4397;4.2783;8.6627;4.864;14.1355;13.7776
1;6.6076;4.8166;5.2521;2.9126;1.2189;7.8426;4.9592;7.371;4.0408;8.9233;4.7816;13.627;14.517
1;6.2288;4.5707;5.4414;2.6067;1.2985;7.3952;5.039;7.8024;3.9927;8.2594;4.8555;13.1089;14.4341
1;6.2403;3.9283;5.1705;2.6223;1.4354;7.7091;4.9472;7.6092;3.9232;8.4155;4.5299;13.3195;13.9594
1;6.2908;4.2689;5.6324;2.4663;1.1932;8.0998;5.1479;7.8689;4.2073;8.1589;4.4973;12.1895;13.7023
1;6.5404;4.1974;4.9298;2.503;1.1022;7.9175;4.7356;7.7139;4.1864;7.9857;4.3804;12.2954;13.988
