odour stim;30/10/2020 Male1;30/10/2020 Male7;02/11/2020 Female1;02/11/2020 Male10;03/11/2020 Male7;04/11/2020 Male1;04/11/2020 Male7;25/02/2021 Female1;25/02/2021 Female2;25/02/2021 Male3;25/02/2021 Male7;25/02/2021 Female8;25/02/2021 Female10
;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V;0V-90V
5;6.7118;6.1841;6.4241;5.907;3.0215;4.5297;2.9632;4.0156;2.4312;6.1106;9.1124;3.5216;2.2199
5;6.6507;5.9461;6.464;5.2351;3.0219;4.4045;3.2899;3.4384;2.3342;6.0712;9.2648;3.6089;2.366
5;5.9162;5.9757;6.6399;5.6899;2.7884;4.4303;3.862;4.1054;2.4309;5.9905;8.0516;3.6365;2.2282
5;5.7957;6.2231;6.5594;5.1824;2.9021;4.6344;3.6966;3.5864;2.0988;6.3873;8.1961;3.4699;2.4504
5;5.8674;6.434;6.3566;5.1378;2.8174;4.5126;3.574;3.69;2.5873;6.7653;8.3954;3.356;2.2828
5;5.3092;5.9277;6.4657;5.1043;2.899;4.4653;3.3251;3.7708;3.0494;7.5937;8.2358;3.4316;2.303
5;5.2456;5.5678;6.2939;5.3823;2.9223;4.8203;3.1559;3.4634;2.8377;7.9599;8.9545;3.4626;2.3736
5;5.1265;5.687;6.151;5.3713;2.8684;5.1252;3.3137;3.5641;3.3275;8.2589;8.9853;3.4471;2.3899
5;4.9277;5.7347;6.046;5.1423;2.9314;5.1533;3.5179;3.4119;3.6621;8.3756;9.1251;3.4728;2.3337
5;5.2558;5.6555;5.7333;5.3744;3.0806;5.0481;3.6356;3.3301;3.6339;8.6206;8.9581;3.457;2.2912
5;4.8609;5.3539;5.7967;5.5204;2.8803;5.0897;3.4326;3.2123;3.7504;8.711;8.7998;3.5167;2.2989
5;4.5788;5.3224;5.8157;5.2418;2.9877;4.9121;3.6823;3.2666;3.7304;8.597;8.5464;3.2163;2.1713
5;5.3399;5.5324;5.7795;5.4633;3.0916;4.609;3.7731;3.5289;3.5433;8.7628;8.7775;3.2576;2.2775
5;5.2968;5.6206;5.7889;5.8449;3.154;4.3814;3.5567;3.2429;3.8165;8.5865;9.0164;3.1055;2.4767
5;5.2791;5.5094;5.5463;5.4655;2.9882;4.0794;3.3963;3.0579;3.576;8.267;8.6548;3.1572;2.4751
5;5.1701;5.8376;5.5335;5.5555;3.1166;3.8522;3.5219;3.5942;3.4418;8.4818;8.9421;2.8822;2.2002
5;5.7718;5.8895;5.9159;5.472;3.1593;4.2456;3.4258;3.3357;3.6462;8.4354;8.8746;2.9413;2.603
5;5.7289;5.9993;5.9817;5.4533;3.2808;4.4588;3.6368;3.8179;3.5094;8.9749;9.3543;2.777;1.9713
5;5.6574;5.7145;5.9435;5.4132;3.3209;4.5528;3.2263;3.4834;3.5302;9.6782;9.2347;2.8569;2.2826
1;5.511;5.9774;6.0673;5.3553;3.3317;4.4035;3.3439;3.5757;3.6028;9.7578;9.6843;2.8774;2.2263
1;6.1836;5.8799;6.3783;5.2901;3.4887;4.905;3.1926;3.2401;3.7031;10.5383;9.8947;2.7506;2.4452
1;6.2832;5.6664;6.3841;5.0226;3.286;4.7663;3.3839;3.4607;3.5408;10.2412;9.3061;2.7897;2.6664
1;6.522;5.9025;6.0905;4.761;3.3148;4.8112;3.4258;3.0942;3.6681;10.6568;9.4042;2.9253;2.8057
1;7.2584;5.9788;5.872;4.795;3.2094;4.9343;2.9943;3.7736;3.7621;10.6491;9.6262;2.8117;2.4723
1;7.1084;5.629;5.8104;4.818;3.16;5.1434;2.7128;3.4702;3.7371;10.3346;9.3692;2.5856;2.2937
1;7.1402;6.2384;5.422;5.176;3.1801;4.8135;2.8984;3.403;3.7823;10.564;9.6246;2.6478;2.3518
1;7.1369;6.1792;5.4357;5.1267;3.1375;5.0638;3.1958;3.3158;3.3281;10.2196;9.5684;2.7159;2.2848
1;6.9143;5.7908;5.4062;5.0252;3.1821;5.1602;3.1118;3.2083;3.5064;10.3287;9.4063;2.851;1.9135
1;7.5048;5.8047;5.3006;4.8322;3.1601;5.3131;3.3029;3.7236;3.2428;10.1766;10.3009;2.7195;2.3677
1;7.626;5.6066;5.3968;4.7915;3.2496;5.5604;3.4865;3.7585;3.2479;9.9895;9.8533;2.8192;2.6854
1;7.0248;5.7874;4.7617;5.3176;3.0595;5.575;3.3964;3.1606;3.2543;9.5795;9.329;2.9083;2.5748
1;7.4178;5.7182;4.9009;5.1063;3.3024;5.5401;3.5462;3.2407;3.2252;9.7957;9.2172;2.7968;2.6075
1;6.1872;5.9662;4.7439;5.0459;3.0893;5.076;3.2001;3.3356;3.5545;9.967;8.8303;3.1027;2.7509
1;6.6713;5.8362;4.7973;4.77;2.9219;4.9382;3.1342;3.5331;3.628;9.8997;9.3307;2.9463;2.7058
1;6.3547;6.0942;5.2158;4.7836;3.1191;4.8264;3.3574;3.2561;3.6701;9.8941;8.8359;3.0235;2.766
1;7.0101;5.7312;5.0762;4.7573;3.4481;4.7565;3.4388;3.3296;3.3554;10.345;8.8554;3.1428;2.6486
1;7.114;5.8987;5.032;4.2195;3.8751;4.8784;3.4207;3.6927;3.4285;10.3282;9.0426;2.8811;2.5339
1;6.1402;6.0497;4.847;4.5995;4.2259;4.7583;2.9531;3.4965;3.0579;10.9119;9.1316;3.0929;2.5568
1;6.6197;6.0574;4.9236;4.9152;4.3402;4.8619;3.2338;3.3823;3.2237;10.8387;8.6862;2.9815;2.5426
1;6.4275;6.5495;4.8821;4.8047;4.4738;4.8929;3.2431;3.0916;3.147;10.0315;9.1386;2.5805;2.4852
1;6.3118;6.7844;4.8865;4.7461;4.2162;4.806;3.0814;3.4772;2.9909;10.3364;9.1069;2.5974;2.4791
1;6.6658;7.0898;5.3701;4.4928;4.3334;4.9063;3.0256;3.3158;3.383;10.7368;8.878;3.1185;2.4156
1;6.5094;7.4076;5.3491;4.6996;4.608;5.2606;2.4587;3.1476;3.0335;10.7562;9.1162;3.3293;2.7717
1;6.3316;7.3127;5.3866;4.7041;4.4193;5.0448;2.5252;3.6745;3.1019;10.3391;9.0856;3.5682;2.7047
1;6.7535;7.42;5.2215;4.5323;4.491;4.9842;2.661;3.4511;3.0617;10.4805;8.8409;3.5472;2.9661
1;6.2249;7.71;5.3567;4.8359;4.1118;4.8127;2.8745;3.5652;3.2941;9.5215;9.1286;4.0068;3.0259
1;6.1383;7.3275;5.8942;4.6283;3.955;4.4592;2.7773;3.4647;3.4953;9.0821;8.9803;4.2258;3.2219
1;6.6531;7.2822;5.9349;4.4469;4.0854;4.5731;3.0383;3.2258;3.3815;8.6965;9.234;4.3583;3.0085
1;5.8495;7.8326;5.3095;4.2843;3.6809;4.5064;2.9817;3.3962;3.1154;8.5638;8.7792;4.2401;3.3392
1;6.6748;7.5111;5.8069;4.2625;3.653;4.3873;2.8973;3.7546;3.0011;8.5371;8.8605;4.237;2.9841
1;6.4681;7.5139;5.6568;4.9036;4.075;4.6009;2.989;3.7984;3.1383;8.008;8.872;4.3578;3.3988
1;5.994;7.1742;6.0739;4.5336;3.964;4.3477;3.0287;3.4077;2.7286;7.6572;8.5656;4.8273;3.3379
1;6.018;6.5502;6.2679;4.5004;4.179;4.6433;3.0286;3.722;2.8302;7.4717;8.2502;5.1368;3.7797
1;6.5046;7.306;6.6968;4.5904;4.6253;4.5302;3.0948;3.6335;2.7001;7.4059;8.0292;4.5811;3.6493
1;6.04;6.831;6.6775;4.8397;4.4502;4.3028;3.1004;3.6819;3.1793;7.1409;8.6057;4.4008;3.8457
1;5.3623;6.5727;6.6625;4.8029;4.3695;4.2478;2.9117;4.1255;3.0761;7.6184;8.5573;4.2926;3.5753
1;5.7194;6.6088;6.9077;4.868;4.3737;4.1827;2.7964;4.1658;3.3388;7.3014;8.4689;4.1667;3.9839
1;6.6128;6.6719;6.7128;4.971;4.5743;4.1295;3.1837;4.2733;3.1237;7.573;8.1593;4.238;3.8365
1;5.9156;6.8251;6.6305;4.9103;4.3289;4.2053;3.3458;4.4402;2.797;7.3867;8.4671;3.9283;3.5639
1;5.5785;6.855;6.3736;5.077;4.294;4.2978;3.2792;4.6069;3.5095;7.5552;8.4271;4.255;3.8938
1;6.0259;7.1895;6.4116;5.2553;4.7955;4.3371;2.9139;5.1362;3.0309;7.6933;8.5814;4.4994;3.5438
1;6.1411;7.0169;6.5104;5.2344;4.882;4.2627;3.283;4.8258;3.1998;7.6454;8.452;4.8236;3.861
1;6.2507;7.4054;5.7459;5.096;4.9271;4.1301;2.96;5.1095;3.0993;7.6473;8.7012;5.095;3.5307
1;6.6402;7.9026;5.3033;5.4716;4.9477;4.4581;3.1519;5.6283;3.102;7.5237;8.845;5.55;3.5498
1;5.9691;7.431;4.9047;5.4497;5.5126;4.6747;3.0352;4.8485;3.442;7.1916;8.9779;5.5583;3.6725
1;5.3359;8.1074;4.8035;5.6409;5.3375;5.0571;2.9896;5.2485;3.1445;7.1495;8.9004;5.9428;3.907
1;5.7759;7.8429;4.3723;5.7419;5.4463;4.5887;2.997;5.1966;2.8679;6.8029;9.1848;6.1789;3.8865
1;5.5945;8.0506;3.9903;5.4365;5.4908;4.7107;2.8076;4.3272;3.2265;6.6183;9.3792;6.2625;4.1018
1;5.3893;8.1753;3.7029;5.503;5.2823;5.0781;2.933;4.6242;3.0692;5.9609;8.787;5.6466;3.8651
1;5.2473;7.9545;3.47;5.9226;4.9249;5.191;2.8683;3.6838;3.1085;6.1637;8.8623;5.828;3.7082
1;5.1016;7.9673;3.104;5.8956;4.4388;5.2827;2.7038;4.0581;2.9586;6.4219;8.9737;5.8059;3.756
1;5.4124;7.939;3.1501;6.2879;4.5457;5.3659;2.8094;3.9877;3.0154;6.7719;9.0734;5.7837;3.6274
1;5.5528;8.3015;2.9913;5.7754;4.4236;5.1379;2.7811;3.977;2.7207;6.8049;9.4113;5.9224;3.2184
1;6.2332;8.3731;3.1532;6.2076;4.1711;5.2064;2.6955;4.4283;3.0024;6.6854;9.1222;5.8805;3.1557
1;5.9037;8.0483;3.5604;5.9601;3.9446;5.2033;2.3995;3.8564;3.2848;7.1665;9.3572;6.0707;3.2487
1;5.7959;8.0925;3.6596;6.1035;4.306;5.1413;2.8223;4.1545;3.1845;6.8356;9.8425;5.8435;3.449
1;5.7735;7.9069;3.7249;5.7376;4.1837;5.0165;2.6715;3.7267;3.1287;7.1735;9.6764;5.7368;3.2329
1;5.8027;8.0926;4.0823;6.1522;4.1948;5.0004;2.2751;3.8808;2.6404;6.7111;9.0277;6.1543;3.4588
1;5.7389;7.7902;4.0096;5.3664;4.0825;4.686;2.3559;4.6016;2.6839;6.709;8.5597;6.1618;3.2542
1;5.3765;7.279;3.8599;5.65;4.0468;4.5441;2.4318;4.6225;2.6596;6.7667;8.8074;6.2321;3.5078
1;5.1059;7.1837;3.6636;5.5136;4.3851;4.5589;2.4177;4.7465;2.817;6.8489;9.2011;5.9439;3.7271
1;5.3972;7.2894;3.2285;5.3701;4.1388;4.711;2.582;4.7935;2.7651;7.2105;9.3807;6.01;3.359
1;5.142;7.0055;3.0951;5.252;4.1064;4.3428;2.4999;6.1641;2.4519;6.8182;9.0359;5.3924;3.0213
1;4.7554;6.6582;3.4676;5.4275;4.3508;4.1112;2.2933;7.4423;2.6551;6.3831;9.1663;4.9115;3.2363
1;4.598;7.2728;3.5014;5.6363;4.3135;4.1307;2.2396;6.7995;2.3036;6.9673;9.0573;4.9931;3.1679
1;5.0543;7.0415;4.1044;5.7589;4.073;4.1582;2.2987;5.9994;2.663;6.6538;8.6541;4.432;2.7881
1;5.0752;7.1175;4.0968;5.439;4.2795;4.1689;2.4989;6.0531;2.5071;6.839;8.8812;4.2009;2.3391
1;4.7515;7.5211;4.3977;5.5773;4.0895;4.3335;2.337;5.7562;2.838;6.4293;8.5456;4.2989;2.5742
1;5.4199;7.7081;3.964;5.6826;4.2907;4.2409;2.4381;5.2312;2.707;6.9188;8.695;4.0128;2.1589
1;5.8545;7.8666;4.1466;5.6842;4.5462;4.0984;2.4492;4.6958;2.7451;6.9757;8.4115;3.6986;2.0192
1;5.2001;7.977;3.8876;6.0191;4.2645;3.9666;2.5771;4.8068;2.561;7.061;8.5176;4.003;1.813
1;5.4369;7.9505;3.9819;6.1633;4.1877;4.0639;2.3103;5.5116;2.9309;7.0061;8.8332;4.0144;1.9793
1;5.4756;7.8091;3.8328;6.115;4.1738;4.0771;2.2978;6.151;3.4488;6.4811;8.5455;4.6735;1.7476
1;5.1818;7.6669;3.848;5.6823;4.0669;4.1845;2.4444;6.7157;4.7583;6.5209;8.9787;4.4873;1.668
1;5.3207;7.4012;3.7882;6.032;3.8484;4.1753;2.1352;7.3869;5.0464;6.2492;8.5733;4.2056;1.5902
1;5.2177;6.8597;3.8611;5.9386;3.875;3.943;2.2335;7.0516;5.3957;6.5622;8.932;4.1241;1.8121
1;5.8714;6.8319;3.4534;5.8735;3.8863;3.9234;2.0323;6.0069;6.0233;6.7199;9.1595;4.107;1.7489
1;6.4348;6.4538;3.7317;5.6014;3.7413;4.2331;2.1757;4.9639;6.0363;6.8466;9.2488;3.9885;1.7518
1;6.4002;7.1102;3.718;5.0297;3.8576;3.9854;2.272;4.7494;6.5501;7.1373;9.1313;4.1643;1.7274
1;5.8819;6.9924;3.6628;5.8445;4.2605;3.9004;2.299;4.6847;6.4683;7.607;9.7477;4.4019;1.8721
1;5.4065;6.8055;3.8239;5.9301;4.0994;3.7711;2.3808;4.7572;6.5301;7.6631;10.0567;4.3752;1.6927
1;5.5443;7.1565;4.0465;5.5984;3.8882;3.8168;2.2368;4.4516;6.644;7.5084;10.8362;4.6505;1.5438
1;5.9273;6.7941;4.1496;5.7722;3.7256;3.7918;2.1627;4.9301;6.8607;7.195;8.9852;4.3871;1.5932
1;6.3257;6.9267;4.4054;5.9206;3.6126;3.6966;2.2915;4.8266;7.0718;7.3297;9.1675;4.3794;1.6623
1;6.2726;7.1997;4.3754;5.4051;3.5827;3.694;2.2936;4.3541;6.4573;7.0698;9.3222;4.6693;2.0325
1;5.6759;6.82;4.5202;5.4041;3.4685;3.7007;2.2237;4.3642;6.4159;7.4166;9.0611;4.8468;1.8964
1;6.0423;6.7132;4.3779;5.502;3.3396;3.6171;2.2809;3.5174;5.7704;7.2605;9.3762;4.8542;2.0113
1;6.5362;6.6585;4.8418;5.213;3.3526;3.5708;2.0595;4.118;5.4629;6.5815;9.2621;4.8918;2.0868
1;7.2833;6.6324;4.5895;5.9787;3.308;3.7908;2.3939;4.1913;5.5287;6.4503;9.3848;4.8108;1.911
1;6.8815;7.0375;4.6305;5.5257;3.1073;3.8032;2.2333;3.6324;5.5101;6.4969;9.4654;4.4919;2.507
1;6.455;6.4948;4.6302;6.2845;3.2343;4.0349;2.1879;3.8087;5.6689;6.2422;9.9291;4.0689;2.481
1;6.0804;6.4925;4.3742;6.2119;3.0786;3.995;2.0331;3.9349;5.1541;6.6626;10.9608;4.0252;2.3138
1;6.234;6.4106;4.7411;6.1476;3.4045;3.7825;2.2152;3.5051;5.1192;6.6423;10.5227;3.8447;2.3908
1;6.3645;6.4005;5.3165;6.1282;3.271;3.9291;2.3395;4.0828;4.9281;6.795;11.2943;3.5868;2.4166
1;6.7063;6.2295;5.5028;6.1895;2.8981;4.0007;2.2787;3.8006;4.8728;6.2311;12.0543;3.7264;2.4587
1;7.5005;6.4812;5.5193;6.1191;3.1483;3.9288;2.291;4.0542;5.2394;6.5668;13.5927;3.4452;2.4377
1;7.5275;6.3595;6.2075;5.9522;3.0117;3.8536;2.3172;3.5322;5.2188;6.2534;14.0056;3.537;2.3209
1;8.0329;6.1026;6.0219;6.2114;2.8615;3.8239;2.1427;4.0839;5.2155;6.5635;14.4492;3.4488;2.1606
1;8.1883;6.323;5.4091;6.4773;2.9134;3.9832;2.2381;3.5806;5.2005;7.0456;14.6197;3.4986;2.2162
1;7.7833;6.0505;4.8207;5.8325;2.9045;3.8706;2.2949;3.7767;5.4272;7.0049;14.6309;3.4531;2.2263
1;7.7001;5.9763;4.9149;5.4713;2.9358;3.9823;2.434;3.6716;5.4395;7.1683;14.8527;3.1135;2.3282
1;6.6782;5.7752;5.1272;5.7594;2.9782;4.0617;2.2156;3.6882;5.6868;6.9804;15.012;3.1367;1.967
1;6.6871;5.5938;5.0749;5.1712;2.8474;3.8777;2.4095;4.0806;5.5348;6.9664;15.5827;3.2654;1.8352
1;6.4825;5.6526;5.1466;5.4027;2.796;4.4516;2.5973;4.0355;5.5425;6.8667;14.9306;3.0498;2.1305
1;6.8207;6.1547;5.1712;5.6465;2.833;4.1725;2.2625;4.0862;5.3113;7.2764;14.9969;3.1579;2.3418
1;6.7936;6.2628;4.775;5.3982;2.9868;4.2802;2.4498;4.0186;5.7354;7.2679;14.4006;3.2979;2.1267
1;7.0196;6.542;4.5554;5.5976;2.9265;4.2462;2.4603;3.5792;5.6619;7.2933;13.596;3.1702;1.8778
1;6.4676;6.591;4.3573;5.5109;2.9425;3.9025;2.3666;3.8908;6.1092;7.5854;13.2544;2.9013;1.9288
1;6.3182;6.6075;3.9151;5.4556;3.0267;4.1178;2.415;3.8089;6.2611;7.1689;12.8009;3.2326;1.9821
1;6.4248;6.1192;4.3165;4.898;3.0253;4.1071;2.5043;3.6719;6.3051;7.1233;12.8984;3.0711;2.4673
1;6.4318;6.1313;4.1128;5.0731;3.1733;3.9123;2.2723;3.4988;5.7115;7.0507;12.6812;2.8949;2.3608
1;6.0849;6.1145;4.3714;5.3339;3.1243;4.051;2.4589;3.9211;5.7284;6.6904;12.2148;2.9061;2.2433
1;6.2288;6.4205;4.0318;5.4308;3.1497;4.058;2.3333;3.58;5.5039;6.6415;12.2265;3.2668;2.4368
1;6.4635;6.0516;3.8232;4.9824;2.8765;4.2787;2.4086;4.1351;5.4158;6.5871;11.9422;3.3973;2.487
1;6.5485;6.2196;3.3469;4.8691;2.6377;4.0986;2.3077;4.2834;5.7254;6.9052;11.6893;3.4195;2.4629
1;6.3471;6.2726;3.5954;4.8952;3.0047;4.0926;2.1777;4.2438;5.5982;6.41;10.631;3.1217;2.4688
1;6.5547;6.0299;3.5183;4.1918;3.1619;4.2313;2.5023;4.2793;5.5643;6.4504;10.0245;3.2987;2.5608
1;6.6816;6.1461;3.2213;5.0418;3.0491;4.4541;2.4719;3.9192;5.6017;6.1012;11.1904;3.4435;2.6957
1;7.2724;6.0133;3.4339;4.8984;2.9475;4.3908;2.4308;4.4174;5.5207;6.4088;11.0121;3.0029;2.3408
1;7.9015;6.2087;3.3099;4.5947;2.9408;4.8273;2.4703;4.3152;5.6677;6.3332;10.7372;3.1782;2.8689
1;7.8397;6.4802;3.9166;4.4648;3.007;4.5784;2.808;4.2135;5.9277;6.1551;10.6929;2.9479;2.9299
1;6.4992;6.2976;4.0818;4.5316;3.2206;4.6456;2.6166;3.8705;5.7675;6.0951;11.8378;2.7739;2.8301
1;6.8294;6.481;4.354;4.5537;3.4572;4.6896;2.8977;3.9792;5.3305;6.2955;11.6498;3.0397;3.15
1;6.4426;6.6715;4.305;4.6864;3.3289;4.736;3.1039;4.2051;5.7963;5.6348;9.1209;3.2795;3.6326
1;6.8597;6.9405;4.7362;4.6567;3.3358;4.7615;3.1021;4.0926;5.1783;6.0246;8.6171;3.2231;4.0884
1;7.0816;7.1629;3.8818;3.974;3.4432;4.7983;3.0417;3.958;5.3862;5.7545;10.6255;3.1483;4.5156
1;6.8714;6.8711;4.2276;4.0644;3.3245;5.0012;2.9505;3.851;5.6435;4.9664;10.1565;3.0468;4.4345
1;6.8848;7.1666;4.6029;4.3429;3.2236;5.3492;3.1045;3.5288;5.8776;5.6384;10.0586;3.2797;4.812
1;6.7088;6.9982;4.3868;5.1278;3.0268;5.3366;3.1292;3.3932;5.8185;5.5659;10.4249;3.111;4.2832
1;6.1894;7.503;4.4995;5.2183;3.2119;5.6293;2.6629;3.4803;5.2574;4.9489;10.5402;3.3169;4.824
1;6.1817;7.2252;3.9994;5.1716;2.9854;5.8517;2.7402;3.661;5.7111;5.1265;11.1503;3.1104;5.0157
1;5.7473;7.4467;4.5907;4.8244;3.0751;5.8235;3.0456;4.0131;5.5733;5.0896;11.1676;2.9755;5.3474
1;6.0366;7.2925;4.6267;4.955;2.8627;5.5865;3.1163;3.6949;5.6793;4.956;10.7114;3.0502;5.8945
1;5.6038;7.3149;4.7412;5.0791;2.8788;5.3399;2.9911;4.0065;5.0931;5.1243;9.8582;3.2499;6.082
1;5.6037;7.6535;4.7335;5.0327;3.0199;5.273;3.0436;3.6998;4.4659;5.2373;9.748;3.1761;6.0206
1;5.7847;7.1179;4.6834;4.2674;3.1646;5.0365;3.4997;3.5948;4.4302;4.9608;10.0139;3.2368;6.0141
1;5.8781;7.4483;5.0544;5.2556;3.1646;4.4436;3.0322;4.0019;3.932;5.1011;10.2282;3.2245;5.8676
1;5.3707;7.5257;4.5518;5.1566;3.3725;4.4433;2.7781;3.983;4.0074;5.1172;10.099;3.5654;6.0996
1;4.9478;6.9676;5.312;5.1155;3.3107;4.4453;2.7656;3.8454;4.1914;4.8269;9.2879;3.5423;5.815
1;5.5675;6.984;5.1824;5.2886;3.405;4.4122;2.5947;3.5836;4.2528;4.862;9.1611;3.6985;5.7192
1;5.8059;6.7877;4.7297;5.3482;3.3044;4.7298;2.5553;3.8379;3.8714;4.4919;8.9138;3.6395;5.7435
1;5.3195;6.7972;4.6256;5.4787;3.2104;4.6177;2.5688;4.1284;3.5988;4.7539;9.2021;3.6816;5.8566
1;5.5173;7.234;4.8651;4.9267;2.9663;4.8226;2.3607;4.5755;3.5544;4.7516;8.524;3.5272;5.4645
1;5.3318;6.8031;4.8028;4.6077;3.0657;4.7155;2.2536;3.9492;3.4155;4.897;8.4793;3.3959;5.4994
1;5.4517;6.667;5.1942;4.5665;3.1491;4.4623;2.4521;3.7296;3.2326;4.8543;8.6449;3.517;5.1015
1;5.2905;6.7098;4.9412;4.6759;3.7197;4.3359;2.3513;4.3696;3.0368;4.7127;8.5168;3.5693;4.8189
1;5.331;6.1641;5.1568;4.8898;4.264;4.3145;2.3206;5.1937;2.5971;5.1135;8.2469;3.678;4.8517
1;5.0467;6.0079;4.9418;4.9864;4.0707;4.4764;2.4723;6.3999;2.845;5.4845;8.2029;3.8378;4.8493
1;4.8226;6.1739;4.9778;5.3095;4.2051;4.53;2.3389;6.6925;2.6502;5.6654;8.3953;3.9265;4.6629
1;5.1639;6.6277;5.3184;5.595;4.4676;4.851;2.3521;7.4086;2.5758;5.7432;9.1163;3.9481;4.8121
1;4.9892;6.492;5.3149;5.3849;4.3028;5.4557;2.5218;8.4031;2.6803;5.1313;8.7274;3.9065;4.5258
1;5.2609;6.6169;5.5493;5.4063;4.9414;5.4111;2.3291;9.2088;2.5523;5.2329;8.4924;3.9186;4.1
1;4.8114;6.1037;5.1121;5.8768;4.8307;5.32;2.4726;9.4809;2.8089;5.2171;8.8592;3.4647;3.6965
1;4.5758;6.1848;5.0572;5.8103;5.13;5.6899;2.3205;7.9987;2.638;5.2016;8.879;3.4808;3.389
1;4.7391;6.5102;5.6188;5.6415;5.49;5.9999;2.3796;7.137;2.5365;5.0417;8.91;3.3588;3.6536
1;5.2041;6.48;6.0438;6.1476;5.4029;5.6544;2.5585;6.9731;2.4742;5.0523;9.0621;3.3206;3.618
1;4.8515;6.6758;6.3054;6.0488;5.4271;5.935;2.6683;6.4032;2.5432;4.9815;9.3653;3.4404;3.9518
1;5.4702;6.2298;6.499;5.6567;5.0705;5.6751;2.1578;5.6464;2.2782;4.9131;9.2082;3.3449;3.9277
1;5.1832;6.543;6.0921;5.8337;4.7883;5.354;2.0678;5.6188;2.4752;5.3567;9.8394;3.4328;3.8168
1;4.993;6.2761;6.0658;5.3471;4.8331;5.0811;2.5971;5.6081;2.6124;5.1373;9.4088;3.1211;3.5408
1;5.2019;6.2296;6.3404;5.7645;4.6394;4.6722;2.8626;5.4443;2.4719;5.0767;9.8898;3.1983;3.5563
1;5.195;6.0589;6.3155;5.612;4.7335;4.7432;3.0762;5.2557;2.2885;5.3583;9.549;3.1066;3.5258
1;4.0526;6.4205;6.7346;5.6184;4.8789;4.6244;3.103;5.3196;2.2048;5.3439;9.4478;3.0654;3.6698
1;5.6769;5.908;6.7193;5.5395;4.5178;4.5576;3.4676;4.9277;2.1152;5.2012;9.2364;2.9802;3.8634
1;6.2548;6.0029;6.4285;5.2664;4.3494;4.4656;3.6163;5.0342;2.5294;5.4413;9.1304;3.0812;3.8595
1;6.4254;6.3172;6.8553;6.2;4.5573;4.4277;3.503;5.3797;2.392;5.1841;9.0092;3.1693;3.6125
1;6.3278;6.6378;6.7113;6.0238;3.8976;4.4898;3.5882;5.7413;2.1951;5.1552;9.1764;3.0905;3.9592
1;6.0829;6.7466;6.2755;5.9634;4.2591;4.5429;3.9508;5.3423;2.3805;5.0554;9.2243;2.7243;3.6611
1;5.8443;6.2418;6.1034;6.2017;3.9504;4.1622;3.8744;4.9672;2.3237;5.4275;9.2169;2.885;3.4166
1;5.5244;6.5687;5.9816;5.9362;4.2443;4.3151;3.7809;4.6869;2.087;5.6029;9.1481;2.9122;3.4925
1;5.5413;6.5799;5.7354;6.27;4.4252;4.661;3.612;5.1153;2.2311;5.0008;9.5189;2.7933;3.6166
1;5.8746;6.7412;5.5708;6.2013;4.3718;4.9753;3.7806;4.8687;2.5026;4.8655;9.452;2.9813;3.9292
1;6.6654;6.2309;5.3885;6.247;4.2179;5.1704;3.8069;5.123;2.4882;5.1854;9.6783;2.8332;4.0282
1;6.0091;6.5711;5.5365;6.2873;3.9248;5.4757;3.928;4.8907;2.5379;4.7791;9.7053;2.8274;4.0467
1;6.3899;6.563;5.6793;6.0029;3.7386;5.9645;3.6957;5.8918;2.5044;5.2848;9.1048;2.7962;3.7878
1;6.869;6.6636;5.5172;5.871;3.4974;6.1017;3.7198;5.6703;2.5957;5.1956;9.7904;2.4899;3.9707
1;6.642;7.0067;5.0562;5.7265;3.4241;6.145;4.0144;5.6672;2.6192;5.253;9.6887;2.7625;3.794
1;7.1462;6.9593;4.7327;5.4612;3.5538;5.6452;3.8107;6.1871;2.4379;5.0795;9.4988;2.7822;3.7449
1;6.9617;7.2643;5.0881;5.5349;3.561;5.3853;3.8552;5.595;2.0827;5.5007;9.6793;2.8908;3.3886
1;7.2325;7.3438;4.6937;5.3901;3.3119;5.557;3.4983;5.8855;2.1111;5.3879;9.5685;3.1293;3.6306
1;7.0207;7.1651;4.5315;5.4106;3.222;5.2709;3.353;5.7892;2.3661;5.5181;9.6529;3.2415;3.5125
1;6.4363;7.4391;4.3513;5.2147;3.1943;4.929;3.3216;5.8465;2.4195;5.1875;9.8185;3.4208;3.7175
1;7.1482;7.3782;4.1593;5.1285;3.2041;4.7468;3.1665;5.54;2.5547;5.0211;9.6438;3.5502;3.7481
1;7.0362;6.8533;4.3994;5.6908;2.9294;4.4266;3.2262;5.7227;2.6068;5.2499;9.6755;3.3112;3.9106
1;6.9416;6.5436;4.4663;5.0686;3.1136;4.9815;3.2486;6.4709;2.5254;5.1826;9.7251;3.4891;4.1394
1;6.483;6.3761;4.3234;4.9591;3.0329;4.7571;3.1268;5.9055;3.0223;5.3053;9.8774;3.6123;3.9914
1;6.4793;6.3612;4.2781;4.9679;2.979;4.53;3.0217;5.0854;2.9215;4.7789;9.9868;3.8899;3.7622
1;7.0925;6.2802;4.3547;5.2677;2.8968;4.7219;2.9483;4.9388;2.6257;5.1423;9.3992;4.4263;4.3613
1;6.0332;6.5487;4.3601;4.9695;2.9428;4.8694;2.8502;4.4798;2.8468;5.2748;9.9283;5.2498;3.9164
