odour stim,29/04/2021 Female9,30/04/2021 Male1,30/04/2021 Male3,30/04/2021 Male5,30/04/2021 Male8,30/04/2021 Female9,30/04/2021 Male11,03/05/2021 Female1,03/05/2021 Male3,03/05/2021 Female4,03/05/2021 Male7,03/05/2021 Female9,05/05/2021 Female1,05/05/2021 Male4,05/05/2021 Female5,05/05/2021 Female6,07/05/2021 Female1,07/05/2021 Male5,19/07/2021 Male1,20/07/2021 Male1,22/07/2021 Male1
,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT
9.5,7.6015,1.891,14.1159,5.4851,5.7034,3.6465,4.538,6.7523,8.5318,7.5568,7.6045,5.2428,7.5701,4.5701,1.41,1.6597,6.1773,3.802,10.9655,3.9965,15.645
10,6.8296,1.7982,14.3341,5.1144,5.6971,3.8119,4.5406,6.9441,8.8427,7.4294,7.672,5.5003,7.4634,4.519,1.4929,1.9228,6.669,3.8329,11.0243,4.4177,16.0125
10,7.5145,2.1969,14.1654,5.5097,5.6691,3.5521,4.6711,6.5737,9.0278,7.096,7.7324,5.3195,7.8734,4.585,1.445,1.8177,6.4641,3.6026,11.5725,4.0948,16.2092
10,7.1834,1.8366,13.9181,5.3927,5.7129,3.632,4.7829,7.1994,9.0466,6.7852,7.7985,5.6887,7.6327,4.6288,1.4518,1.6194,6.1078,3.8538,11.7186,4.1,15.537
10,6.7476,1.9696,13.8591,5.4126,5.8631,3.6426,4.7558,6.5868,9.3998,6.8618,7.873,5.4339,7.3184,4.6809,1.4559,1.9924,6.7701,3.4937,11.167,4.071,15.7153
10,7.5799,2.1539,14.6767,5.1326,5.873,3.8485,4.7053,6.6357,8.9815,6.5805,7.8891,5.0801,7.6696,4.6989,1.327,1.7458,7.3564,3.496,11.0924,3.8882,15.8982
10,6.8741,2.1459,13.9556,5.6661,5.9641,3.7274,4.7228,6.7006,8.5033,6.3279,8.2398,5.3329,7.8521,4.5478,1.4418,1.7395,6.8623,3.7678,10.8782,3.9945,15.6615
10,6.8487,2.2258,13.433,5.2088,5.483,3.7123,4.536,6.7594,7.9918,6.338,7.9485,5.2543,7.7211,4.6866,1.4755,1.7124,6.458,3.6131,11.0826,4.1262,16.2792
10,7.7433,2.0741,13.4435,5.6409,6.0354,3.6046,4.4742,6.7775,7.8962,5.9446,7.7391,5.2288,7.6588,4.6529,1.5616,1.5928,6.4047,3.7908,10.6221,3.9229,15.9524
10,6.9882,2.0849,13.8643,5.0801,5.8489,3.6373,4.8113,6.695,7.3616,5.782,7.7144,4.9603,7.7756,4.8123,1.6857,1.8054,6.7535,3.8708,10.7052,4.3162,15.6019
10,6.9398,2.005,13.7801,5.2474,6.0801,3.7311,4.5959,6.7205,7.5918,5.6311,7.4195,5.3015,7.5866,4.8721,1.464,1.7382,6.5557,3.6932,10.9273,4.1599,15.7458
10,7.9288,2.0223,13.4249,5.7077,6.1891,3.7459,4.6993,6.6857,7.3548,5.6227,6.9645,5.0969,7.5103,4.6027,1.6376,1.6589,6.628,3.8801,10.5741,3.9643,15.53
10,6.9558,2.0584,13.5984,5.8503,5.5991,3.895,4.5702,6.7362,6.8832,5.4058,7.0123,5.0106,7.5014,4.6006,1.8406,1.6285,6.3068,3.9044,10.6668,3.9963,15.7298
10,7.2555,2.0697,13.4629,5.5279,5.1344,3.735,4.7813,7.1932,7.2562,5.1663,7.4359,4.723,7.5681,4.8401,1.7866,1.6024,6.8832,3.4985,11.0407,3.9269,15.3997
10,7.6062,2.143,13.6721,5.2211,5.3603,3.5,4.7281,6.9685,7.1295,5.4663,7.1095,4.8115,7.8674,5.2474,1.7254,1.5789,6.3494,3.4999,10.508,3.9064,15.6931
10,7.0872,1.895,13.928,5.6826,6.203,3.6478,4.7961,6.648,6.8801,6.0669,6.7128,4.8434,8.0664,5.237,1.9813,1.5555,6.7535,3.4306,10.6641,4.0674,15.5754
10,7.087,1.9567,13.3752,5.2159,6.4401,3.7038,4.5801,6.9431,6.8708,5.8832,7.0542,5.0124,8.1633,5.2389,2.0369,1.6898,6.4708,3.4318,10.9149,4.1145,15.4791
10,7.2617,1.9121,13.8052,5.9583,6.8261,3.6505,4.7069,6.6412,6.4231,5.7831,6.8837,4.9789,7.6003,5.2595,1.9375,1.8142,6.345,3.3962,10.6622,4.0738,15.6921
10,6.8699,2.1124,14.173,5.5017,6.475,3.9636,4.4757,6.9471,6.5591,5.9118,6.9776,4.4826,8.3908,5.2036,2.1373,1.7336,6.2547,3.3651,10.9881,3.8375,15.306
10,7.079,2.1382,14.451,5.7328,6.7056,4.013,4.6563,7.076,6.0153,6.0055,6.932,4.4256,8.1674,4.9671,2.1138,1.7178,6.3287,3.2487,11.2019,3.9115,14.7416
10,7.1371,2.076,14.1997,5.8556,6.2733,4.1326,4.8258,6.8725,6.1159,6.0048,6.5312,4.7596,8.6811,5.3385,2.1303,1.7238,6.238,3.2648,10.9931,4.0885,14.8826
10,6.9214,2.1049,13.511,5.9617,6.2218,3.9662,4.6676,6.9285,6.225,6.1347,6.6977,4.7256,8.8525,5.6615,1.9557,1.8068,7.0103,3.409,11.029,4.1325,15.0035
10,7.3948,2.0772,14.1341,5.5933,5.9105,3.684,4.8829,7.0652,6.5754,6.1775,6.9935,4.4312,8.4321,5.6975,2.1509,1.6361,6.5294,3.3126,11.3525,3.8787,15.1692
10,6.93,1.9598,13.7005,6.2111,5.2435,3.5316,4.8005,7.1279,6.3101,6.63,7.1272,4.4024,8.7648,5.82,1.9351,1.5462,6.0572,3.1882,11.2456,4.0113,15.4644
10,6.5538,1.669,13.6971,5.8612,5.461,3.5462,4.6227,7.2763,6.4706,6.8158,6.8962,4.7475,8.2352,5.8173,2.1144,1.7427,6.1318,3.039,11.4634,3.8719,15.3198
10.5,7.0944,1.9196,13.8948,6.269,6.2685,3.6376,4.5555,7.1387,6.3332,6.6226,6.9266,4.4022,8.566,5.829,1.96,1.6656,6.4658,3.092,11.2217,4.0943,14.6569
10.5,6.4101,1.9421,13.562,5.2299,6.5455,3.7249,4.8953,7.3387,6.7079,6.7953,6.4591,4.2737,8.9857,5.5938,2.0515,1.8955,6.5579,3.0321,11.3074,4.0195,14.7595
10.5,6.1911,1.9037,13.4322,5.6501,6.2624,3.467,4.8169,7.1366,6.3232,6.4968,6.5847,4.2264,8.5926,5.5787,2.0896,1.8592,7.0506,3.0117,10.911,4.1579,14.3978
10.5,7.0106,1.9946,13.3947,5.4871,5.7495,3.6797,4.7866,6.9724,6.4549,6.6602,6.8777,4.7637,8.4561,5.4659,1.9219,1.8433,6.5508,3.1211,11.4145,3.9596,14.3516
10.5,6.0248,1.9584,13.3973,6.0365,5.6812,3.5962,4.6939,7.3113,6.2787,6.6229,6.6722,5.0324,8.8788,5.4623,1.9372,1.8938,6.1453,2.7703,10.8276,4.0943,14.5794
10.5,5.6546,2.1139,13.5967,5.9932,5.9838,3.6337,4.7376,7.1436,5.931,6.8461,6.4286,4.6452,8.1966,5.3363,1.9574,2.0972,6.7799,3.0583,10.6033,3.8597,14.781
10.5,6.6898,2.0783,13.619,6.2071,5.8231,3.5918,4.7269,7.0491,6.0202,6.7373,6.1408,4.8047,8.7018,5.3774,1.9561,2.1054,6.2896,2.8667,10.8805,3.9728,15.1871
10.5,5.9379,2.0508,13.4941,6.1501,5.8741,3.5002,4.5704,7.0606,5.7033,6.6346,6.5637,4.8239,8.5591,5.5098,1.8368,2.0847,5.8064,2.8169,11.1771,4.1026,14.8348
10.5,5.6662,2.1039,13.3802,5.7852,5.6888,3.4996,4.5483,6.9311,5.8323,6.3759,6.3151,4.7302,7.8603,5.4632,1.9925,1.9018,6.6288,2.815,10.8371,4.1409,14.6687
11,6.593,2.0608,13.3113,6.0984,5.6488,3.4418,4.7284,6.819,5.532,6.1724,5.9854,4.6569,8.486,5.5136,2.1706,2.1374,5.9946,2.8297,10.8986,4.3138,14.6681
11,5.6762,1.9919,13.7619,6.0097,5.8825,3.6354,4.8899,7.2172,5.5166,6.127,5.9531,4.5788,8.7993,5.324,2.2205,2.2448,6.1603,2.7155,10.9043,4.5019,15.4579
11,5.3679,2.014,13.653,5.7381,5.9441,3.6968,4.5739,6.9619,5.5136,5.7365,6.2384,4.5288,7.7845,5.2608,2.1518,2.2223,6.6232,2.7404,10.9723,4.269,15.4437
11,5.9999,1.9846,13.7822,6.0323,6.5949,3.422,4.4659,6.8036,5.255,5.7875,6.3101,4.5398,9.0306,5.3603,2.1183,2.1002,5.9969,2.8591,10.9418,4.4059,15.9321
11,5.3963,1.8871,13.9672,5.4677,6.9169,3.3937,4.5494,7.2936,4.928,6.158,5.9095,4.231,8.1748,5.2733,2.1841,2.1317,6.0158,2.789,10.4603,4.4638,15.8947
11,5.2367,1.6697,14.051,4.7694,6.7197,3.4244,4.5366,7.0989,4.9282,6.671,6.25,4.2454,8.5197,5.2764,2.1771,2.2732,6.3922,2.6575,10.5931,4.6108,15.4601
11,5.8386,1.8601,14.3299,5.5655,6.8224,3.4267,4.4241,7.2125,4.8004,6.9116,6.1642,5.0077,8.6198,5.1845,2.041,2.0606,5.9442,2.6813,10.6445,4.6075,15.3232
11,5.4385,1.8593,13.8995,5.3854,6.9228,3.4751,4.1641,7.1849,4.6277,6.8906,6.0866,4.7096,9.2099,5.0631,1.998,1.8915,6.1338,2.7009,10.6867,4.5421,16.0007
11,5.094,1.988,14.2559,5.9216,7.2191,3.5555,4.1149,7.0123,4.4962,6.7532,6.3693,5.1109,9.0489,5.0656,1.8693,2.3576,6.5263,2.6008,10.6676,4.577,16.2314
11,5.0061,1.8781,13.9304,5.7728,7.2386,3.6971,4.0315,6.8557,4.1657,6.74,6.5957,5.5779,9.104,5.055,1.9356,2.0956,6.6263,2.5425,10.1889,4.3312,16.1838
11,5.3215,2.1232,14.1298,6.1947,7.4782,3.536,4.0306,7.0261,4.1021,6.5136,6.7254,5.2913,9.369,5.1109,1.9311,1.9154,6.8651,2.6435,10.4619,4.2901,17.0078
11,4.6188,2.0183,14.5513,5.8916,7.1179,3.3421,3.497,6.7121,4.0237,6.5366,6.5148,5.707,9.4981,5.0174,1.9161,2.0975,7.5861,2.6475,10.4879,4.4521,17.4955
11,4.9294,2.0316,14.2725,6.1351,7.1693,3.495,3.3966,6.5853,4.4757,6.4868,6.5341,5.6503,9.9962,4.8205,1.8653,1.9068,7.4704,2.5826,10.3299,4.4852,17.3157
11,5.5852,1.9872,14.431,4.844,7.2225,3.6095,3.3485,6.5863,4.6431,6.2396,6.5539,6.0953,9.7984,4.8325,2.0375,1.8386,7.1182,2.8733,10.3947,4.4381,17.3544
11,4.9502,2.0312,14.4849,5.8814,7.7107,3.351,3.5158,6.7711,4.8171,6.2901,7.0788,6.5055,9.6061,4.9781,2.2151,1.9226,7.496,2.6973,10.5716,4.4943,17.0608
11,4.431,1.991,13.7007,5.0361,7.6736,3.3978,2.9994,6.2216,4.5398,6.2664,7.0032,7.1652,9.8701,5.2358,2.6418,2.0474,7.3497,2.808,10.295,4.3413,17.3221
11,5.6647,2.0983,14.2857,6.1708,7.155,3.3698,3.2388,6.76,4.4434,6.5122,7.2187,6.9044,10.0208,5.1262,2.5296,1.9008,7.3125,2.9419,9.918,4.3598,17.6455
11,5.563,2.1423,14.0879,5.6598,7.8086,3.4207,3.1153,7.3375,4.3871,7.0254,7.2008,7.6647,9.6359,5.1921,2.4933,1.7738,7.0203,2.9383,10.1936,4.5219,18.2289
11,5.3428,1.9561,14.2009,5.5394,7.4078,3.5927,2.7661,7.0801,4.2259,7.1367,7.2928,7.3062,10.6205,4.9048,2.5237,2.1487,6.7228,2.9126,9.8462,4.7214,18.5723
11,6.7641,1.8978,14.032,6.0468,7.6118,3.5683,3.1544,6.7893,3.912,6.9918,7.6295,7.4242,10.139,5.148,2.3013,2.0752,6.6723,2.6953,10.1489,4.4083,18.4925
11,5.7826,1.8653,13.6171,5.7697,7.81,3.4603,3.2974,6.9965,3.94,7.1666,7.7657,7.0586,10.2394,5.2353,2.4109,1.7634,6.4633,3.0674,9.8481,4.4984,18.5568
11,5.4324,1.9693,14.1014,5.8194,8.3166,3.373,3.0564,6.8826,3.7415,7.0849,7.3584,7.5689,10.3947,5.1043,2.3007,2.1187,6.453,3.2447,9.8194,4.3874,18.631
11,6.6189,1.7271,13.994,6.132,8.0562,3.3639,2.8835,6.7854,3.5123,7.5084,7.3246,6.8794,10.6705,5.1339,2.2049,1.8923,6.557,3.0627,9.6671,4.3225,18.1493
11,5.7167,2.0223,14.0781,6.5446,7.8222,3.4562,2.9737,6.7972,3.474,8.0204,7.3831,6.4189,10.8847,4.9166,2.0226,1.8397,6.7454,3.2055,9.8337,4.2409,19.0382
11.5,5.5875,2.2021,13.9494,6.1746,7.6772,3.1474,2.7924,6.5703,3.5788,8.1187,7.4166,6.2985,10.6585,5.0833,2.0802,2.1059,6.3483,3.3307,10.0783,4.0803,18.4774
11.5,6.3597,2.3164,14.0243,5.9838,8.1153,3.5698,3.3036,6.458,3.4791,8.3571,7.2118,5.9025,10.6222,4.9293,2.1346,1.8927,6.3942,3.1682,10.4104,4.2398,18.173
11.5,5.745,2.2906,13.9085,6.3567,7.8959,3.3977,3.3253,6.5707,3.3145,8.6588,7.2855,6.6433,10.9476,5.1325,1.7711,2.1375,6.2039,3.2292,10.1847,4.1482,17.9014
11.5,5.8133,2.3618,13.9459,6.7766,7.7743,3.5125,3.2088,6.6059,3.2603,8.6211,7.4519,6.7554,10.9594,5.2473,1.9703,1.9251,6.1526,3.1481,10.4853,4.3336,17.8554
11.5,6.1692,2.4013,13.9439,5.3379,7.5095,3.5596,3.3223,6.5141,3.3512,8.4428,7.233,6.8424,10.6134,5.2341,1.9197,2.0454,6.4766,3.2228,10.3232,4.3018,17.8514
11.5,5.7038,2.5023,14.17,5.5774,7.824,3.3723,3.5213,6.6318,3.4736,8.8962,7.1634,6.5559,10.5183,4.9755,1.9444,1.9772,6.0936,3.1844,10.7401,4.3388,18.2046
11.5,5.6842,2.3982,13.6564,5.3153,7.5317,3.2528,3.6533,6.4355,3.2081,8.6363,7.0807,6.6469,11.2349,4.9566,2.3145,1.8285,5.898,3.146,10.3526,4.5068,18.3169
11.5,5.6389,2.4066,13.9101,6.1798,7.844,3.4608,3.642,6.53,3.1498,9.0098,7.1457,6.5496,11.1312,5.3766,2.2323,1.9203,6.1923,3.071,10.1621,4.1937,18.117
11.5,5.5247,2.4404,14.2085,6.5768,7.5916,3.5481,3.8804,6.539,3.2727,9.3927,7.2677,6.0183,11.2184,5.3115,2.0368,2.0678,5.5379,3.2043,9.9775,4.4712,18.3939
12,7.229,2.114,14.002,6.2506,7.6906,3.4509,3.748,6.6228,3.1259,9.8168,7.1087,6.3352,11.299,5.5297,1.9691,1.7687,5.944,3.2459,10.3561,4.5693,17.9754
12,7.7608,2.4911,13.9168,6.1097,7.4368,3.5719,3.7691,6.4959,3.3089,9.7638,7.1572,5.9632,10.9156,5.4254,1.9368,2.245,6.3112,3.0524,10.3754,4.0346,18.726
12,7.2803,2.428,13.3942,6.1921,7.3624,3.4986,3.8312,6.4835,3.0443,9.6791,7.5016,5.9883,11.3554,5.6954,2.0383,2.4193,6.0916,3.2486,10.4561,4.5551,19.2344
12,7.9619,2.4486,13.6298,6.1834,7.0775,3.5655,3.8282,6.574,3.2089,9.5554,7.2723,6.1562,11.6003,5.5945,2.0187,2.667,6.2117,3.3794,10.2765,4.1162,18.91
12,7.9645,2.466,13.7256,5.642,7.1174,3.4795,4.0595,6.5743,3.2577,9.7159,7.1324,6.0987,11.4575,5.4558,2.0251,2.6484,6.5218,3.3451,10.3719,4.3204,19.0213
12,7.6284,2.4797,13.721,6.1328,6.8037,3.7468,4.2114,6.5562,3.3228,9.3987,7.2034,6.2396,11.9289,5.5589,2.0212,2.5566,6.2068,3.4791,9.9963,4.2607,18.7838
12,8.3266,2.4189,13.9314,6.2366,6.804,3.5981,4.1465,6.3999,3.2544,9.7793,7.1883,5.9893,11.3689,5.5026,1.9742,2.7879,6.1327,3.2107,10.2028,4.1433,19.0765
12,7.6218,2.2944,13.3668,5.8845,6.735,3.7281,4.1287,6.4538,3.2192,9.4725,6.7472,5.7615,10.7786,5.5182,2.1085,2.8156,6.1239,3.2319,10.542,4.0176,19.4693
12,7.1536,2.4966,13.936,5.8657,6.5386,3.7667,3.9657,6.6544,2.9888,9.1265,6.7964,6.4245,10.7223,5.4402,2.1401,3.3912,5.9778,3.164,10.4235,4.3685,19.6065
12,8.2462,2.3717,13.4048,6.4865,6.744,3.7575,4.1448,6.5066,3.1809,9.179,6.5268,6.8647,10.3525,5.0899,2.318,3.374,5.9254,3.2175,10.3242,4.7154,19.2335
12,6.1362,2.3523,13.5996,5.7393,6.9252,3.4655,4.3401,6.5223,2.9098,9.1168,6.476,6.7378,10.2592,4.9992,2.3568,3.1522,6.1672,3.4127,9.932,4.4445,19.2163
12,5.4006,2.356,13.9422,6.8466,7.0698,3.553,4.2215,6.3895,2.6793,8.9355,6.3869,6.8479,9.7784,5.079,2.2987,3.1387,6.3419,3.4675,10.294,4.3578,18.6746
12,6.2598,2.1649,13.6047,6.3646,6.6281,3.7494,4.5342,6.6093,2.9117,8.6623,6.6018,7.0933,9.5966,5.1161,2.3531,3.2794,6.1868,3.339,9.9693,4.7282,18.6619
12,5.1493,2.295,13.8669,6.2442,6.619,3.4381,4.3912,6.8011,2.5909,8.6679,6.3265,6.987,10.0329,5.2411,2.3217,2.9923,6.5718,3.6995,9.981,4.7585,18.7207
12,5.2471,2.1842,13.7028,5.8885,6.6567,3.4378,4.5404,6.5415,2.7315,8.8396,6.1658,7.0827,9.6621,5.2905,2.3305,2.8396,6.5802,3.4838,9.951,4.7889,18.6542
12,5.6501,2.0559,13.7682,6.7162,6.733,3.3984,4.407,6.6528,2.6264,8.5208,6.1272,7.2929,9.7802,5.1714,2.2748,2.7843,6.3791,3.4349,10.4776,4.802,18.4686
12,5.0741,2.2603,13.4614,6.0861,6.5254,3.3362,4.4471,6.9571,2.5682,8.6376,5.8957,7.2199,9.3351,5.5154,2.2691,2.9534,6.4664,3.4929,10.0052,4.4409,18.0781
12,5.6179,2.087,13.7601,6.7245,6.4459,3.213,4.6504,6.6151,2.8416,9.1413,6.2305,7.4524,9.8092,5.4374,2.2524,2.7916,6.2027,3.7435,10.3853,4.8873,17.8323
12,5.4083,2.0556,13.5634,6.0031,6.5988,3.4126,4.6051,6.3049,2.7913,9.25,6.1073,6.9654,9.5091,5.436,2.0909,2.7272,6.4941,3.8822,10.1903,4.6624,17.9503
12,4.8669,2.1689,14.0278,6.9873,6.5324,3.0727,4.4123,6.4375,2.9297,9.7764,6.2216,6.4743,8.6363,5.5961,2.0831,2.882,6.5354,3.8006,10.357,4.6522,17.6487
12,5.5849,2.1956,13.7053,6.7695,7.3154,2.9608,4.516,6.4277,3.2542,9.8257,6.0449,6.4575,8.8285,5.7469,1.949,2.7556,6.1472,3.7457,10.2514,4.5587,17.8287
12,4.9037,2.0773,14.3631,6.597,6.6061,3.3909,4.699,6.485,3.5902,10.1501,5.7224,6.6326,9.3166,5.796,1.8045,2.761,5.9595,3.5109,10.1458,4.5482,17.5346
12,4.6155,2.1811,13.8737,6.4131,6.6496,3.4053,4.9254,6.6774,3.4661,9.879,6.3023,6.5886,9.5096,5.7818,1.8451,2.7559,5.7917,3.5509,10.5415,4.5097,17.5089
12,5.6667,2.0751,13.9258,6.2368,6.0947,3.4013,4.6806,6.5786,3.7444,9.5299,6.2465,6.0757,9.1527,5.6119,1.8834,2.8854,5.9714,3.4028,10.4082,4.7282,17.4467
13,5.1878,2.2139,13.6907,6.8582,6.1234,3.4634,4.6563,6.5143,3.6374,9.6206,6.1463,6.0116,9.0204,5.2764,1.7959,2.8945,5.6797,3.4995,10.2659,4.3364,17.5614
13,4.6752,2.0653,14.0969,6.4998,5.9589,3.5921,4.7807,6.8512,3.9148,9.3843,6.4208,6.3418,9.5936,5.6028,1.7544,3.3282,6.4504,3.7758,10.6526,4.4458,17.4907
13,6.0067,2.3,14.3663,6.5972,6.0497,3.8476,4.8807,6.6887,4.223,9.6392,6.648,6.1541,9.6645,5.7029,2.1316,3.1306,6.4004,3.7448,10.9425,4.459,18.0258
13,5.0235,2.1233,14.1169,7.1706,5.8823,3.5958,5.1545,6.5288,4.2336,9.0397,6.5842,5.5937,9.0951,5.6161,1.9716,3.0087,7.0087,3.6356,10.7627,3.9701,18.7032
13,4.6795,2.2383,13.6634,7.0248,5.9094,3.2555,4.9482,6.609,4.3631,8.514,6.4607,5.8232,9.0968,5.4472,2.0302,2.9228,6.7776,3.3724,9.6854,4.1239,17.4865
13,5.7481,2.0715,14.2061,6.9577,6.1885,3.1706,5.0825,6.3826,4.283,8.6052,6.6211,5.5063,9.3049,5.4606,2.113,3.1488,6.3594,3.3592,9.5138,4.243,16.9511
13,5.0026,2.201,13.7064,6.7643,5.9886,3.0378,5.2641,6.2102,4.2277,8.149,6.8158,5.4499,8.8803,5.2444,2.2519,3.2155,6.4699,3.6897,8.6484,3.96,16.4185
13,4.6278,2.1635,13.9972,6.5185,6.0657,3.0161,5.1189,6.2335,4.1734,8.0137,6.4886,5.9674,9.0049,5.0481,2.318,3.0393,6.1978,3.3276,8.3119,4.0102,16.4706
13,5.8819,1.9745,13.649,6.3122,5.6677,2.954,4.7927,5.9772,3.9141,7.8163,6.653,4.9533,9.1708,5.1301,2.2726,3.2662,5.924,3.6444,7.9381,3.9103,16.0577
13,4.8997,2.2771,13.8571,5.9881,5.2397,2.9508,4.6171,5.8698,4.1128,7.7012,6.7251,4.9462,8.9322,4.7286,2.3129,3.3375,6.0873,3.466,8.2271,3.8411,15.445
13,4.7772,1.975,13.64,6.388,5.1697,2.6299,4.3982,5.9956,3.9005,7.0729,6.7473,5.2093,8.2721,4.8613,2.1695,3.2817,5.8981,3.4488,8.1184,3.6319,15.2449
13,5.2944,2.0201,12.9071,5.7663,5.4092,2.5255,4.3912,5.6588,3.946,6.7906,7.1688,5.0169,8.8084,4.6276,2.1392,3.3422,5.6421,3.1583,7.8524,3.4037,15.0811
13,4.8202,2.2081,13.1231,6.2559,5.2098,2.4369,4.1066,5.4956,3.7666,6.4594,7.074,4.8496,8.9263,4.8233,2.1449,3.31,5.7871,2.9039,7.834,3.5266,14.758
13,4.4946,2.4301,13.2913,5.0588,5.2407,2.4511,3.688,5.6377,4.0445,6.1544,7.1403,4.498,8.3365,4.789,2.0298,3.5148,5.3476,2.7451,7.4925,3.2845,14.7055
13,5.4254,1.8087,13.1268,5.8555,5.1737,2.4134,3.5817,5.6078,4.0314,5.864,7.4328,4.8185,8.5056,4.5794,1.9207,3.3029,5.1613,2.783,7.0458,3.3704,14.4455
13,5.2881,2.0189,12.2192,4.9153,4.8219,2.3974,3.3586,5.3701,3.9909,5.4022,7.2249,5.3553,8.2743,4.596,1.8604,3.4099,5.0378,2.6068,6.956,3.455,14.6272
13,5.2139,2.03,11.1474,4.9446,4.5533,2.2008,2.9738,5.4436,4.1082,5.3355,7.5402,4.9009,8.0254,4.5534,1.9837,2.9983,4.7918,2.7014,6.7963,3.3192,14.4817
13,5.8922,1.7435,12.1781,4.9428,4.6516,2.2694,2.7489,5.4612,4.0721,5.2614,7.7699,4.691,8.027,4.4683,1.8197,2.8113,4.6025,2.8714,6.6539,3.0384,14.2152
13,5.1926,1.7488,12.4667,4.9023,4.9713,2.3135,2.6254,5.527,3.9501,4.6924,8.0346,4.3595,8.2843,4.2761,1.7927,3.4033,4.7972,2.4567,6.4501,3.0935,13.5421
13,4.9946,1.6307,12.0425,5.0866,4.9029,2.1746,2.8466,5.3926,3.9852,4.6354,7.729,4.293,7.7816,4.2048,1.7612,2.9682,4.3796,2.6144,6.5381,3.0227,13.8409
13,5.6235,1.7323,11.7135,5.0577,4.8123,2.1018,2.6364,5.1843,3.8598,4.2873,7.0992,4.3013,7.621,4.1302,1.7412,3.0596,4.5115,2.3049,7.1268,2.758,13.2743
13,4.9335,1.7722,11.3483,5.4212,4.6894,1.922,2.7258,5.0874,3.9246,4.2137,7.1394,4.149,7.807,3.9571,1.7969,3.3532,4.5449,2.3568,6.7,2.7556,13.0978
13,4.5913,1.6607,11.4211,5.1975,4.6715,2.215,2.9656,5.2752,3.7978,3.8974,6.9805,4.2882,7.2684,4.0318,1.6962,2.6668,4.3111,2.3128,6.7574,2.6986,13.3015
13,5.3847,1.4347,10.8538,5.5057,4.6067,1.9132,2.7962,5.495,3.9598,3.827,7.211,4.6205,7.2587,4.0729,1.6356,3.14,4.3581,2.3459,7.2017,2.8058,12.9098
13,4.9382,1.2762,10.624,5.636,4.4968,1.9287,2.9365,5.4145,3.8554,3.6737,7.569,4.4294,7.4056,4.0765,1.6376,2.9083,3.9631,2.3522,7.3659,2.7863,12.7344
13,4.624,1.4646,10.4377,5.0183,4.4317,1.882,2.9627,5.3687,3.8825,3.47,7.5953,3.9448,6.422,4.0156,1.703,2.8493,4.0493,2.2119,7.8411,2.7643,12.4517
13,5.3496,1.3654,9.9792,5.2761,4.3867,1.7432,2.714,5.2532,3.7118,3.4618,7.454,4.262,6.9386,4.0118,1.7986,2.8161,4.0697,2.0505,7.4709,2.6335,12.0205
13,4.8565,1.415,9.8622,5.2389,4.3968,1.7545,2.7805,5.2181,3.8215,3.2917,8.0703,3.8954,6.9475,4.1584,1.8049,2.6771,4.0355,2.1325,7.3592,2.4618,12.0325
13,4.7582,1.3437,9.6805,5.6811,4.0118,1.6662,2.8274,5.4635,3.9209,3.0407,8.2004,4.4094,6.8099,3.9285,1.835,3.0664,4.0157,2.215,7.1142,2.4619,11.7234
13,5.9899,1.4282,9.7429,4.9328,3.6898,1.8161,2.5916,5.153,3.6943,3.0479,8.3175,3.9431,6.8431,4.1694,1.8784,2.9841,3.8249,2.0477,6.7202,2.2687,12.2414
13,5.5118,1.5344,9.2497,5.417,3.8879,1.6036,2.7318,5.1608,3.9384,3.0503,8.3683,3.8868,6.8103,4.0128,1.8673,3.2371,3.7975,2.1316,6.3674,2.2016,11.9658
13,5.261,1.4593,8.9979,6.0553,3.9606,1.5418,2.7028,5.2722,3.9156,2.9811,8.2967,4.283,6.2409,3.9414,1.8141,3.2117,3.4413,2.1604,6.3787,1.996,11.5177
13,5.6624,1.3948,8.7779,5.7865,4.1451,1.6819,2.7203,5.109,3.7033,2.8969,7.9724,4.204,6.9551,3.813,1.7628,3.1118,3.9248,1.9946,6.9337,2.038,10.968
13,5.2583,1.3387,8.242,5.9479,3.8396,1.7975,2.8123,4.92,3.5844,2.9442,8.1319,4.6353,6.831,3.6523,1.707,2.9331,3.7083,1.7427,6.8446,2.078,10.8638
13,4.9309,1.1987,8.1198,6.029,3.7791,1.5249,2.6107,5.3881,3.4877,2.8429,7.9995,4.5561,6.4028,3.66,1.7073,2.821,3.7158,1.8287,6.6787,2.1059,10.7176
13,5.6368,1.1896,8.1603,6.3508,3.7904,1.6206,2.6078,4.9972,3.4763,2.7751,7.8796,4.6772,6.4287,3.5599,1.6178,3.0014,3.5736,1.972,6.7429,1.9747,10.8786
13,5.1125,1.2513,7.924,6.1957,3.8716,1.6336,2.3706,4.9234,3.5035,2.8524,7.8271,3.862,6.4039,3.4685,1.6096,2.9811,3.325,2.2947,6.9611,2.1185,10.9357
