odour stim,29/04/2021 Female9,30/04/2021 Male1,30/04/2021 Male3,30/04/2021 Male5,30/04/2021 Male8,30/04/2021 Female9,30/04/2021 Male11,03/05/2021 Female1,03/05/2021 Male3,03/05/2021 Female4,03/05/2021 Male7,03/05/2021 Female9,05/05/2021 Female1,05/05/2021 Male4,05/05/2021 Female5,05/05/2021 Female6,07/05/2021 Female1,07/05/2021 Male5,19/07/2021 Male1,20/07/2021 Male1,22/07/2021 Male1
,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT
1,5.4128,1.9775,12.2851,8.383,5.0592,5.6896,4.6494,7.4103,5.9741,4.8192,10.1058,8.5853,12.9681,4.5283,3.3574,4.327,8.9501,5.1876,10.5288,3.3332,10.7832
1,5.4986,2.022,12.7861,7.3146,5.3933,5.9395,4.4808,7.3259,6.1844,4.8716,10.6338,9.684,12.9867,4.5785,3.3585,4.4271,9.2692,5.4924,10.9117,3.3099,11.3529
1,5.902,2.2211,12.8983,8.689,5.2988,6.0992,4.5673,7.1232,6.2935,5.1835,10.312,10.6879,13.1372,4.9211,3.137,4.3157,9.2884,5.4673,10.4128,3.7176,12.502
1,5.4253,2.3716,12.9813,8.6417,5.3938,6.0851,4.237,7.7252,6.0066,5.4707,10.7868,11.3289,12.4451,5.0173,2.7746,4.2415,9.7339,5.4835,10.6658,3.7064,12.779
1,5.762,2.5001,13.9054,8.4787,5.442,6.3959,4.2699,7.4812,5.87,5.506,11.2299,11.4539,11.398,5.1598,2.6878,3.9731,9.5778,5.7265,11.1795,3.7975,13.4035
1,5.9417,2.4875,13.9104,8.3921,5.6743,6.1877,4.1829,7.5518,6.0843,5.8508,11.0674,12.1732,10.9663,5.0991,2.4369,4.2292,9.824,5.3123,11.241,3.8491,13.3061
1,5.5904,2.5868,14.2086,7.1217,5.81,6.3206,4.0545,7.5337,5.5731,5.6209,11.355,11.6209,11.2005,5.43,2.2297,4.2355,10.539,5.3803,11.0789,3.7485,13.9509
1,6.1307,2.7277,14.3877,7.3698,5.983,6.4499,4.0884,7.8747,5.7824,5.8355,10.6781,11.7917,11.7093,5.4098,2.2141,4.2972,9.9092,4.8399,11.642,3.6861,13.9297
1,6.7566,2.6206,14.576,7.0413,6.2308,6.2979,4.1671,7.5505,5.8734,5.8529,10.9279,12.628,12.331,5.4482,2.3776,3.9598,10.221,4.63,11.7796,3.3628,14.1835
1.5,6.2246,2.6758,14.6324,7.8894,6.596,6.293,4.4267,7.8769,5.7632,6.0234,11.6231,12.9238,11.6963,5.1356,2.4091,4.1523,10.4656,4.4569,12.1376,3.4687,14.125
1.5,6.6366,2.5447,14.4477,7.3509,6.8673,6.4762,4.557,7.9379,5.6488,5.9735,11.5741,12.6299,12.4181,5.0596,2.4134,4.3172,10.1073,4.2264,12.3653,3.5254,14.9358
1.5,6.6207,2.6811,14.5078,8.1786,6.963,6.4544,4.6728,7.897,5.5689,5.659,12.5477,12.2424,11.7633,5.1289,2.5951,4.3579,10.2976,4.081,11.9247,3.4345,14.6433
1.5,6.6127,2.8915,14.3598,8.0051,7.1706,6.6141,4.6899,7.9499,5.3236,5.9253,11.9649,12.1219,11.68,5.1322,2.5678,4.2468,9.9555,3.8538,11.992,3.7458,14.2902
1.5,6.5678,2.8111,14.058,8.4666,6.8598,6.5419,4.7932,7.868,5.5259,5.7912,11.9396,11.9529,11.3365,4.9823,2.3348,4.4279,9.321,4.0291,11.9074,3.6948,14.7321
1.5,6.8714,2.8092,14.5854,7.2566,6.4347,6.5983,4.9537,7.6698,5.5242,6.1341,11.9243,11.9864,11.1425,4.7068,2.2645,4.7006,9.3735,3.9809,12.0383,3.7433,14.6809
1.5,6.3883,2.9132,13.7908,8.0315,6.3613,6.3786,5.2137,7.8414,5.3912,6.164,12.2535,12.4508,11.9111,4.8075,2.0944,4.667,9.5004,3.9199,12.3072,3.5849,14.7192
1.5,6.7368,2.8155,14.2087,7.2286,6.1238,6.2443,5.0344,7.6858,5.7688,5.7997,12.0317,12.6435,11.8137,4.9601,2.104,4.4861,8.614,3.9434,12.6186,3.6817,14.962
1.5,6.7549,2.7928,14.0936,6.6439,6.2398,6.4097,5.2552,7.9199,5.8672,5.5179,12.3572,12.063,12.0791,4.8561,2.181,4.5995,8.6505,4.2239,12.1935,3.8339,15.514
2,6.8056,2.7568,13.928,6.7169,6.2659,6.1442,5.4501,7.9854,6.2828,5.7037,12.9603,11.574,12.7399,4.9133,2.1746,4.5509,8.0692,3.99,12.3923,3.7392,15.5148
2,7.0543,2.6314,14.3707,6.7225,5.9299,6.2039,5.4681,7.7883,6.523,5.7126,13.5214,11.6905,12.0542,4.8017,2.0632,4.5971,7.7375,4.1708,11.9158,3.8052,15.9888
2,6.943,2.6225,13.9887,7.027,6.2118,6.0633,5.424,7.8587,7.2735,5.8059,12.8809,11.7589,12.3014,4.8177,2.0262,4.5695,8.506,4.0867,12.1235,3.9172,15.3153
2,6.6737,2.627,14.3253,6.47,6.4648,6.3405,5.6252,7.731,7.0422,5.4902,12.4209,11.7098,12.4442,4.7392,2.0171,4.4276,8.0733,4.1781,12.202,3.7847,15.5035
2,7.1202,2.5177,13.9841,7.0509,6.5916,6.1775,5.7179,7.6044,7.1689,5.3443,13.1591,11.5378,12.6335,4.8982,2.0806,4.5768,8.4792,4.2252,12.1868,3.9524,15.5575
2,7.1719,2.4556,13.6835,6.6728,6.5548,6.351,5.7385,7.8706,6.5832,5.3963,13.9062,11.6639,12.3683,4.7177,2.1386,4.6195,8.7953,4.2183,11.7773,4.0799,15.706
2,7.065,2.3874,13.9986,8.0327,6.3618,6.26,5.773,7.6877,6.56,5.4854,13.7502,11.5644,11.6757,4.6608,1.9295,4.4324,8.8058,4.6097,12.0875,4.0457,15.4367
2,7.4235,2.4316,13.6145,6.6616,6.6432,6.1815,5.7715,7.6512,6.2754,5.282,13.2346,11.1417,11.8111,4.4086,1.992,4.6364,8.8709,4.4039,11.9695,4.01,15.3396
2,7.0399,2.4265,13.7082,8.2032,6.7441,6.219,5.7295,8.0324,6.4365,5.0401,13.6661,10.9518,12.3109,4.4387,2.0761,4.1871,8.9386,4.0909,11.7159,4.013,14.774
2,6.943,2.6212,14.0404,7.0161,6.3921,6.1043,5.7598,7.9679,6.7854,4.7883,12.9403,10.9952,12.2575,4.7504,2.0593,4.4192,8.7301,4.2203,12.1112,4.1294,15.0898
2,7.3242,2.6584,13.776,7.0711,6.4928,5.9974,6.0018,7.63,6.6714,4.8522,12.865,10.677,12.787,4.7069,2.1558,4.1184,8.8447,3.9511,11.9806,4.1488,15.1741
2,7.0299,2.7712,14.1003,6.3854,6.5452,6.2394,5.6581,7.8707,6.9032,4.6108,13.0886,10.7478,12.5024,4.3569,2.099,3.9504,9.1522,3.9689,11.9645,4.2694,14.944
2,7.1118,2.7221,13.8334,5.9092,6.6083,6.2242,5.6191,7.5083,6.5979,4.8399,13.097,10.8684,12.7387,4.5312,2.0894,4.1786,8.74,4.221,12.3477,4.295,15.1189
2,7.2563,2.5444,13.8196,6.1534,6.3561,5.9979,5.7228,7.362,6.3033,5.1716,13.1179,11.2141,12.1336,4.724,2.0705,4.007,9.1811,4.0068,11.9883,4.0464,15.6377
2,7.1765,2.7894,13.7101,5.8873,6.5115,6.2076,5.6347,7.7154,5.7596,5.2029,13.9953,12.0448,11.6472,4.6314,2.1636,4.1678,9.5752,3.8754,12.2107,4.0719,15.9852
2,6.9296,2.7309,13.8481,7.3287,6.417,5.9485,5.7246,7.7401,6.0278,4.9927,13.2676,12.9602,11.5746,4.4782,2.2841,4.074,9.9258,3.8184,12.1321,4.0224,14.7826
2,7.5956,2.7582,13.9936,7.0193,5.9654,6.3329,5.815,7.4558,5.7165,4.9202,13.2586,12.3989,11.5935,4.6286,2.4134,4.4757,9.733,3.6118,12.3477,4.1196,15.1235
2,7.2724,2.7001,14.0542,7.6577,6.1602,6.2549,5.9028,7.6525,5.812,5.1199,13.2007,12.2684,11.3662,4.6033,2.7241,4.5165,10.0659,3.779,12.0191,4.3083,14.324
2,7.055,2.6093,14.0311,7.0891,5.9274,5.8428,5.8429,7.8774,5.1341,4.9273,13.1391,11.7774,11.594,4.2883,2.9238,4.9425,9.4693,3.5893,12.142,4.0223,14.5246
2,7.8087,2.6558,14.358,7.7549,5.5727,5.7556,5.8775,7.6941,4.8726,5.262,13.6249,11.9957,11.6414,4.4518,3.1132,4.9311,9.1852,3.6382,12.5982,4.3547,14.3773
2,7.4048,2.5523,13.9861,7.3116,5.5778,5.7504,6.0618,7.751,4.9537,5.0548,13.8711,12.0288,12.1375,4.5729,3.4483,4.8916,8.8534,3.1775,12.0471,4.1323,14.3535
2,7.2886,2.6012,14.1843,7.2379,5.2974,5.8128,6.2376,7.7843,4.8387,5.1214,13.4951,12.8732,11.5045,4.7541,3.6682,4.8071,8.6318,3.2361,12.3031,4.4246,14.3281
2,7.9467,2.6198,14.0135,7.0799,5.2905,5.8942,5.7616,7.6959,5.1419,4.9027,13.7785,12.5454,11.9996,4.8749,3.9548,4.9737,8.478,3.358,12.3941,4.5353,14.009
2.5,7.4679,2.7115,14.5617,6.8438,5.1616,5.8199,5.665,7.4911,5.0988,5.1911,13.4239,12.1892,11.4201,4.7496,3.7455,4.6909,8.447,3.0242,12.0508,4.2515,13.9625
2.5,7.2011,2.8191,15.063,6.4594,4.8168,5.8242,5.5299,7.3385,5.4383,5.3972,13.1563,12.0984,10.8824,4.7824,3.663,4.8258,8.509,3.2398,12.1665,4.247,13.7157
2.5,7.9297,2.9864,14.3308,6.7392,4.7672,6.1221,5.744,7.6648,5.7764,5.4485,13.4047,11.93,11.7147,4.6511,3.5922,4.6639,9.1561,3.2362,12.1921,4.2452,13.4128
2.5,7.4676,2.8195,14.7794,6.5421,4.5679,6.0663,5.8555,7.7001,6.1216,5.4121,13.369,11.3088,11.6121,4.5536,3.6632,4.6332,9.0101,3.2384,12.9577,4.176,13.525
2.5,7.618,2.6506,14.8816,6.9065,4.9578,5.937,5.7597,7.71,6.2574,5.3521,13.1035,10.8323,11.5142,4.5665,3.8888,4.6401,9.0325,3.2747,13.0605,4.4581,13.4982
2.5,8.0377,2.5527,15.4244,7.1769,5.5246,5.898,5.7412,7.6069,6.6305,5.4481,13.6953,11.1963,12.0348,4.7192,3.7357,4.757,9.2974,3.0367,12.486,4.4864,13.5165
2.5,7.8131,2.7672,15.5887,6.3519,5.6262,5.9412,5.5765,7.4947,6.3564,5.3968,13.6944,10.7297,11.1128,4.841,3.9658,4.8256,9.1358,3.2441,12.5999,4.6315,13.7099
2.5,7.581,2.6968,15.5933,7.678,5.6368,6.0713,5.9634,7.6288,6.2953,5.3013,13.2507,10.3303,12.2995,4.8362,4.0172,5.0393,8.4166,3.3494,12.411,4.834,13.3933
2.5,7.9663,2.5138,15.7314,7.2339,6.2085,5.9147,5.8473,7.4852,6.4588,5.2751,13.2722,9.7436,12.5018,4.796,4.0639,4.7084,8.804,3.4992,12.8623,4.839,13.6424
3,7.7389,2.7476,15.608,7.4965,6.25,6.5432,5.9256,7.4695,6.3826,5.1242,12.9362,10.1855,12.1356,4.6248,4.1506,4.9503,8.6425,3.5452,12.484,4.681,13.3572
3,7.6555,2.9923,15.8961,6.4919,6.0044,6.2401,5.6981,7.2566,6.4988,5.0533,12.8486,11.0185,11.9118,4.5394,4.2157,4.6863,7.9323,3.6993,12.1472,4.8286,13.1936
3,7.7095,2.9443,16.1995,7.8334,5.9786,6.0732,5.8091,7.0124,6.3954,4.9158,12.4076,10.7558,12.6141,4.7006,4.13,4.8728,8.5141,3.5159,12.6271,4.7672,13.2797
3,7.6931,2.8815,15.6486,6.7975,5.5832,6.1528,6.0024,7.2247,6.7916,4.7374,12.0382,10.992,11.2533,4.728,4.2707,4.8983,8.0205,3.3239,12.3466,4.695,13.3107
3,7.3616,3.0334,16.1153,7.1548,5.8737,6.1564,5.7568,7.0731,6.7732,4.6673,12.0745,10.8369,13.0921,4.5113,4.3102,4.6513,7.8743,3.4339,12.3482,5.3588,13.4462
3,7.9045,2.9771,15.8779,7.2453,5.5253,6.2423,5.7742,6.965,6.8336,4.7435,12.2773,10.012,12.4711,4.2196,4.2627,4.7451,8.8496,3.4728,12.4654,5.4222,13.238
3,7.7111,3.0265,15.8437,8.1008,5.598,6.2006,5.8845,7.0461,6.7669,4.7855,11.4437,9.6858,11.4091,4.2197,3.9863,4.7556,7.9089,3.7548,12.2838,5.237,13.6109
3,7.6701,2.9884,15.8291,6.4012,5.5496,6.2333,5.7273,6.7028,7.4044,4.5914,12.4109,10.2416,13.1306,4.1575,4.1148,4.4619,8.0558,3.8164,12.3791,5.3892,13.2422
3,8.2684,3.091,15.8997,7.2516,5.5835,6.0609,5.3533,7.0664,7.3806,4.7171,12.3101,10.2628,11.3785,4.3126,4.0793,4.8791,8.2465,3.9676,12.8327,5.452,13.782
3,7.8022,2.9819,16.1111,6.0216,5.6127,6.359,5.4338,7.1812,7.2842,4.4253,11.6643,9.9014,11.6328,4.2799,3.9143,4.5095,7.5219,3.9814,12.4473,5.0902,13.3941
3,7.9394,3.0981,15.5747,8.1932,5.5249,6.2261,5.2688,7.2774,7.061,4.5473,11.7134,10.5052,13.0141,4.6814,3.8637,4.5383,7.1162,3.853,12.5218,5.689,13.9426
3,8.3366,3.2014,16.0183,7.9473,5.574,5.8395,5.1747,6.9845,6.5066,4.6698,11.6987,9.8725,11.0876,4.7499,3.9701,4.414,7.456,3.6919,12.1017,5.7215,13.6032
3,8.117,3.107,15.8835,7.7848,5.3608,5.7866,5.1095,6.7068,6.4461,4.883,11.8911,9.4311,12.1541,4.7751,3.5758,4.3271,7.0612,3.6268,12.0976,5.4893,13.6058
3,8.3554,3.1077,15.5629,6.9532,5.487,5.8125,5.3416,7.0804,6.0064,4.7471,11.8588,9.6599,11.8738,4.8932,3.4924,4.704,7.8671,3.5725,12.3611,5.5093,13.0513
3,8.585,3.2355,15.5537,7.5227,5.6025,5.9287,5.1055,6.8765,6.0455,4.8214,11.7121,9.3223,12.195,4.7078,3.2829,4.5801,7.2086,3.6683,12.2019,5.6819,13.3678
3,8.6625,2.9599,16.1088,7.5752,5.8194,5.8584,4.9466,7.0578,5.788,4.7719,11.4779,9.265,12.1367,4.7608,3.1883,4.7747,7.1638,3.6758,12.3326,5.6191,13.0009
3,8.72,3.0457,15.9747,7.329,6.2909,5.695,5.1183,7.079,5.8239,4.6069,11.0126,8.7563,11.8757,4.8127,2.9401,4.8139,7.7138,3.715,11.9558,5.7458,13.2166
3,8.7108,3.1311,16.1117,7.2639,6.2604,5.7739,5.1933,6.7737,5.7742,4.71,10.915,9.0913,11.8991,4.8812,2.8506,4.8419,7.4192,3.9444,11.9469,5.7028,13.6433
3,8.5786,3.1126,16.011,7.0844,6.3532,5.7331,4.9478,7.0959,5.8391,4.5655,10.8237,9.1321,11.6452,4.7476,2.8497,4.7982,7.4552,3.7248,11.5262,5.3717,13.4206
3,8.8108,3.2243,16.3871,6.7951,5.9992,5.9485,5.2102,6.9539,5.6341,4.419,10.3383,8.8195,10.7412,5.1359,2.9208,4.8727,7.6124,3.7121,11.0692,5.6698,13.3309
3,8.9085,3.1754,16.0976,7.3534,5.9533,5.667,5.3611,6.7021,5.5685,4.3317,10.5051,9.5212,10.883,4.9825,2.5431,4.6318,7.5462,3.871,10.7001,5.333,13.2478
3,8.7784,3.1344,15.6998,6.703,5.8755,5.5966,5.0396,7.1064,5.5707,4.1949,10.4316,9.3562,10.2418,4.6488,2.6898,4.8582,7.5712,3.9048,10.2744,5.4143,13.4082
3,8.8688,3.1534,15.6501,6.6527,5.9868,5.6857,5.2001,6.8618,5.3955,4.0057,10.3549,9.7244,10.4825,4.6404,2.5575,4.3661,7.6245,3.8856,10.4557,5.4109,13.5573
3,8.8567,3.1401,15.4391,6.6352,6.0882,6.0074,5.3837,6.7901,5.3389,3.9918,10.5505,9.8968,10.0446,4.7737,2.4511,4.4071,7.1337,3.9976,10.3036,5.2515,13.1559
3.5,8.7209,3.2338,15.3867,6.0063,5.8882,5.9971,5.4219,6.8941,5.1324,4.0967,10.8504,9.3718,10.5513,4.8624,2.4129,4.8226,7.2256,3.9781,10.0288,5.7166,12.923
3.5,8.9668,2.9993,15.3242,5.0351,5.924,5.932,5.2576,6.8497,4.9212,4.0905,11.4291,9.8531,10.2431,4.7813,2.3462,4.7229,7.1959,4.2698,9.498,5.6033,13.0585
3.5,8.7955,2.9045,15.1335,5.3141,5.7537,5.9866,5.4704,6.9788,4.7078,4.1528,10.6274,9.8489,10.1328,4.5831,2.1703,4.604,6.952,3.7587,9.7078,5.6671,13.0221
3.5,8.5426,3.0048,15.2459,5.566,5.7157,6.198,5.4223,6.9465,4.8878,4.1058,11.0475,9.5189,10.0732,4.5148,2.0408,4.9174,6.9561,3.8122,10.3411,5.5551,13.1604
3.5,9.1626,3.1486,14.8071,5.3327,5.5149,5.931,5.8625,7.0729,4.7665,4.0487,10.873,9.7459,9.141,4.3597,2.1713,5.1308,6.9315,3.8556,10.3894,5.4895,13.2188
3.5,8.8832,3.0009,14.2255,5.2024,5.5918,6.1098,5.6265,7.2178,4.6974,4.0329,11.207,9.4522,9.931,4.4131,2.166,4.9743,6.5273,4.0071,10.1497,5.4832,13.0426
3.5,8.5825,3.0727,14.406,5.4857,5.5745,6.1091,5.6602,6.9542,4.717,3.9603,10.6202,9.2445,10.3318,4.2818,2.4143,4.9472,6.281,4.3714,9.9436,5.5228,13.5733
3.5,9.2797,2.9311,14.4735,5.187,5.4241,5.7968,5.6928,7.0741,4.5628,3.8616,10.3613,9.2712,9.9774,4.2378,2.4953,4.9139,6.2924,4.6034,10.0683,5.2808,13.0706
3.5,8.687,3.1302,14.4707,4.5636,5.4617,6.057,5.6747,7.1485,4.5702,3.9134,10.3664,9.6418,9.761,4.1539,2.5298,4.7735,6.4126,4.8325,10.093,5.3229,13.5301
4,8.8283,2.9683,14.3355,5.51,5.5083,6.0611,5.7615,6.9894,4.4931,4.0618,10.8047,9.0814,11.3777,4.073,2.6226,4.925,6.6012,4.5189,10.0258,5.15,13.4534
4,9.6633,2.4508,14.357,4.5537,5.0633,5.8038,5.8245,6.9908,4.6462,3.8766,11.339,9.2083,9.7816,3.9058,2.7766,4.8354,6.1781,4.5023,10.1096,5.2846,13.6635
4,8.8699,2.7716,14.4127,4.8895,4.8911,6.1308,5.7676,7.1223,4.1191,3.9201,10.6783,9.6793,10.0213,3.9867,2.9515,4.7881,5.9187,4.7966,9.9774,5.2415,13.9725
4,8.7212,2.9372,14.3114,4.5435,4.6111,5.5742,5.6707,6.9881,4.4205,4.0293,11.0096,10.2445,11.2766,3.9288,3.1662,5.0946,5.9658,4.799,10.3041,5.2276,13.453
4,9.3341,3.0682,14.0764,4.9634,4.9933,5.7519,5.7702,7.0091,4.2989,3.8916,11.3077,10.1077,10.0801,3.9483,3.14,5.0657,5.5355,4.6921,9.868,5.1524,13.7465
4,9.0075,2.936,14.044,4.2322,4.9228,5.7893,5.898,7.1014,4.0732,3.9233,11.3993,10.0684,10.4737,3.9841,3.2714,5.1733,6.0618,4.7918,9.5826,5.4219,13.9582
4,8.7872,2.9913,14.1478,5.1105,5.4494,5.701,5.5993,6.7804,4.0621,3.6483,10.7617,9.637,10.2929,3.8868,3.3211,5.0053,6.116,4.6209,9.1841,5.235,13.6178
4,9.3117,2.7033,14.2323,4.3569,5.8917,5.7402,5.5573,6.9784,4.0669,3.8141,10.8674,9.9807,10.6971,3.8443,3.5264,4.8372,6.051,4.5275,9.5444,5.2252,13.6731
4,9.1574,2.8156,13.8379,4.5022,6.0216,5.5448,5.678,6.8289,4.1045,3.8349,11.0794,10.2663,11.0674,3.8531,3.3669,4.8744,6.363,4.3587,9.3264,4.9169,13.6199
4,8.8925,2.7891,14.3188,4.2324,5.7483,5.4728,5.7348,6.7329,4.0336,3.7373,11.1746,10.1013,11.0027,3.8637,3.6455,4.8492,6.4496,4.2575,9.1457,5.0482,13.2587
4,9.5279,2.8638,14.1164,4.8454,5.5584,5.557,5.5715,7.162,4.1509,3.7626,11.0617,10.1307,10.6371,3.8747,3.5587,4.6353,6.1358,4.4271,10.0688,5.238,13.4476
4,9.4007,2.8711,14.2532,4.2787,5.3514,5.5592,5.6243,7.1287,3.8557,3.7437,10.9679,10.1493,10.8754,3.8087,3.8167,4.8356,6.0639,4.4892,9.9583,5.2652,13.9782
4,9.3188,2.7947,14.5435,4.484,4.8577,5.5543,5.7173,6.996,3.8406,3.904,11.1584,10.0366,10.615,3.9476,3.7537,4.9205,5.8366,4.2726,9.5626,5.0646,13.9222
4,9.5677,2.8614,13.9404,4.906,5.0269,5.5889,5.6391,7.2382,3.8506,3.9348,10.2264,9.7721,10.8816,4.0125,3.5673,5.1526,5.3903,3.8535,9.8687,5.2188,14.3004
4,9.1359,2.8346,14.2707,4.8837,5.0601,5.633,5.4902,6.8888,3.9482,3.8475,10.5008,9.5999,10.9187,3.9849,3.4105,4.7472,5.8978,4.0603,10.1766,5.0059,15.1642
4,9.0385,2.8576,14.3098,4.8008,5.0821,5.3681,5.5769,6.8,3.7808,4.0478,10.1786,8.9664,11.6562,3.9978,3.4645,4.8855,5.6509,3.8541,10.1748,5.1304,14.752
4,9.267,2.9229,14.2696,4.9874,4.8596,5.4528,5.6928,6.9487,4.1155,3.6088,10.3616,9.0084,11.8996,4.2471,3.4326,4.9623,5.9771,3.7863,10.2718,4.9615,15.4693
4,8.966,2.439,13.9412,5.0083,4.8964,5.6986,5.7676,6.6371,4.0531,3.8354,10.8474,8.9377,11.6372,4.3768,3.0463,4.6004,6.1569,4.0302,10.369,5.0244,15.1672
4,9.1415,2.6047,13.6133,5.3266,4.9743,5.4031,5.6281,6.5438,3.8407,3.9095,10.6783,8.9524,11.1674,4.2571,3.0234,4.651,6.1769,3.7363,10.1442,4.9057,15.4035
4,9.326,2.464,14.3919,5.1484,4.6035,5.5613,5.7764,6.99,3.8931,3.6984,10.5019,8.4648,10.8567,4.0929,3.262,4.5328,6.1295,3.9393,9.8255,5.1619,14.6465
4,9.3912,2.6408,13.5186,5.4278,4.2377,5.6949,5.7753,6.992,3.8152,3.788,10.1412,7.8417,11.198,4.0303,3.4021,4.6232,6.0504,3.8273,9.7839,5.2862,14.9123
4,8.9663,2.7294,13.6017,4.271,4.2724,5.5765,5.8832,6.875,3.8685,3.8018,10.4268,8.2599,10.9672,4.0117,3.546,4.4853,6.0718,3.8651,9.8915,4.8576,14.6895
4,9.1351,2.7014,13.7464,5.1097,4.6326,5.445,5.7924,7.2486,3.946,3.8757,10.5821,8.1041,10.8744,3.8873,3.2014,4.2663,6.0971,3.854,10.0146,4.9217,14.304
4,9.0131,2.5391,13.4475,4.376,4.4081,5.6546,5.6833,7.1825,3.9547,3.9548,10.6222,7.9926,11.0103,4.0563,3.077,4.568,5.8652,3.878,9.587,4.886,14.7783
4.5,9.0723,2.6901,13.7994,5.834,4.5884,5.5962,5.6994,6.9219,3.8479,3.7855,10.6685,8.5306,10.9837,4.0333,2.7464,4.1435,5.9118,3.7607,9.2106,4.9521,14.7036
4.5,9.151,2.4499,13.6223,4.8076,4.5801,5.5181,5.6725,7.1147,3.994,4.083,10.6767,8.5947,10.8612,4.2224,2.8439,4.4519,5.6545,3.8627,9.5236,4.9101,14.1057
4.5,8.8191,2.3224,12.5029,5.4617,4.3419,5.4144,5.7971,7.1462,3.8891,4.1661,10.8187,8.7215,10.8341,4.1607,2.7665,4.4338,5.8708,3.6641,9.6576,4.6868,14.2599
4.5,8.6755,2.5512,13.3447,4.5933,4.6192,5.4803,5.6731,6.9294,3.8109,4.046,10.7202,8.5629,11.1575,4.0733,2.7468,4.5488,5.7046,3.6636,9.1384,4.6871,14.287
4.5,8.713,2.572,12.9001,5.2332,4.5025,5.6274,5.7583,7.2204,3.7997,4.2839,10.4935,8.8121,11.0698,3.9738,2.8301,4.5248,6.029,3.4271,9.1651,4.5509,14.2072
4.5,8.5808,2.5233,13.5537,4.5413,4.2472,5.513,5.5204,7.2976,3.5551,4.362,10.589,8.2982,11.084,3.9559,2.6869,5.0192,5.737,3.2943,9.3621,4.6786,14.6514
4.5,8.9712,2.4704,14.325,5.4026,4.6222,5.3894,5.6039,6.9538,3.6671,4.3035,10.0503,8.7318,10.7576,3.9065,2.7314,5.1925,6.0108,3.6694,9.6101,4.7578,14.0275
4.5,8.5081,2.4804,13.6593,4.5846,4.5447,5.59,5.6977,6.9012,3.6731,4.1568,10.0576,8.7198,10.4466,3.7116,2.5522,5.2952,6.1001,3.8273,9.1553,4.7209,13.8463
4.5,8.6568,2.7467,13.7615,5.4549,4.3543,5.5013,5.8236,6.9279,3.6478,4.5452,10.1206,8.1349,10.2633,3.9509,2.4687,5.0682,5.448,3.6668,9.3565,4.5345,14.2144
5,8.9742,2.5885,13.5131,4.4448,4.336,5.5405,5.5729,7.1559,3.6434,4.146,10.1174,8.4996,10.659,3.738,2.3472,5.0732,5.5115,3.5434,9.231,4.8226,13.6748
5,8.6442,2.4981,13.4702,5.3929,4.5745,5.3722,5.7463,7.1631,3.6646,4.4485,10.2058,8.6462,10.5093,3.7661,2.4031,5.1955,5.303,3.3822,9.4117,4.8131,14.1871
5,9.0402,2.4364,13.5666,4.6919,4.3224,5.4514,5.5469,6.869,3.7149,4.6183,10.5575,8.7882,10.6394,3.8476,2.3682,4.7301,5.1351,2.9709,9.5018,4.5527,13.9693
5,8.8826,2.362,13.1659,5.0124,4.3952,5.5276,5.4687,6.8851,3.6808,4.6058,10.8865,8.0986,10.2447,3.8584,2.5276,4.8909,5.3158,3.3581,9.344,4.8591,14.19
5,8.5135,2.462,13.1652,4.6612,4.0313,5.2947,5.5602,7.0796,3.5662,4.9195,10.6831,8.6325,10.2169,3.9682,2.7286,4.8825,5.207,3.2983,9.5549,4.693,14.6696
5,8.9534,2.2309,13.2073,4.787,4.2605,5.4414,6.0206,7.068,3.5623,4.7186,10.7496,8.3052,10.4597,3.8728,2.8096,4.8769,5.208,3.24,9.5097,4.3746,14.9296
5,8.6915,2.2357,12.8095,4.6267,4.099,5.7043,5.8394,7.059,3.2114,4.9402,10.6464,8.1571,11.1863,3.755,2.9279,4.5277,5.7307,3.3602,9.2816,4.4755,14.128
5,8.7712,2.2254,13.3613,5.0215,4.1985,5.3679,5.7082,7.2215,3.409,4.744,11.1049,8.0834,11.2945,3.9183,3.0236,4.8222,5.6718,3.4618,9.8001,4.2276,14.4493
5,9.2302,2.0633,12.371,4.0305,4.3676,5.7648,5.5068,6.9794,3.4483,4.9722,11.1349,7.7718,11.434,3.749,2.9169,4.7172,5.4367,3.4347,9.5428,4.2328,14.1315
5,8.6336,1.922,12.7056,4.2011,4.5905,5.4393,5.8279,7.1663,3.4629,5.5439,9.9661,7.8291,11.4943,3.7566,3.1823,4.9779,5.5068,3.7055,9.4201,4.1869,13.9676
5,8.4564,2.1667,12.7788,3.8337,4.3387,5.6223,5.5528,7.2019,3.2881,5.3645,10.6718,7.8855,11.6837,3.6183,3.1088,5.0623,5.2715,3.5861,9.4513,4.277,13.3363
5,9.2348,2.1016,12.4956,4.3123,3.8173,5.4784,5.6849,6.9994,3.4383,5.1876,10.3429,7.6434,11.4797,3.4549,3.2002,5.0458,5.234,3.5438,9.2478,4.1801,13.4037
