odour stim;07/12/2020 Female12;09/12/2020 Female6;09/12/2020 Female10;09/12/2020 Female12;11/12/2020 Female6;11/12/2020 Unknown10;14/12/2020 Male6;14/12/2020 Female10;15/12/2020 Female1;15/12/2020 Male7;09/02/2021 Male4;10/02/2021 Male4
;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V
1;10.3337;8.8725;8.4074;11.0468;15.4949;10.627;24.6262;13.7361;6.2815;13.7114;10.7235;22.2526
1;9.1427;8.6271;10.652;9.8171;15.9705;12.2499;31.2172;14.2935;6.0211;13.8508;10.9825;23.245
1;8.6268;8.6029;10.2793;10.5791;15.0436;10.8343;35.286;12.5441;6.3914;13.8471;11.8363;22.5672
1;7.6083;8.5161;10.6965;10.6336;16.8319;11.5811;35.9762;12.6435;5.936;13.1592;12.6568;20.1865
1;8.539;8.2387;11.8874;10.3578;15.4354;10.067;32.46;10.736;5.8193;13.0771;12.1752;23.4609
1;8.3064;8.3599;11.7319;12.1237;13.9576;10.9338;34.6027;11.0637;6.0692;13.704;11.6965;21.8511
1;9.2077;7.9674;12.4126;11.3095;14.9364;12.8913;31.2329;10.1322;5.7148;14.295;11.1935;22.3164
1;8.0396;8.0606;12.6753;10.6248;13.463;12.9307;33.8347;10.2867;5.7842;14.0223;13.6509;22.7457
1;8.1112;8.0816;13.3156;9.9058;12.7561;12.5596;32.5191;10.0074;5.5623;14.6077;13.9398;22.9328
1;9.0039;8.4004;16.6941;10.8046;13.7413;11.9271;32.4989;9.197;5.6476;14.1339;16.2317;24.6926
1;8.7885;8.2554;17.9359;10.7897;14.6242;10.4887;33.6383;13.2588;6.9629;14.668;17.4394;22.9853
1;7.7038;8.13;17.6175;11.5931;15.422;10.1665;34.323;11.3213;8.111;14.7259;17.8118;23.0557
1;8.7148;7.8309;16.0157;10.7179;18.9843;9.5935;35.8035;11.5178;7.8607;16.5459;16.128;23.7747
1;7.7279;8.2084;14.5645;10.0975;21.5341;8.8086;33.2976;9.9898;8.0228;17.4939;16.2798;23.4068
1;7.5742;8.3026;15.6731;9.5449;21.5845;9.0763;33.8951;12.0091;7.6032;16.1389;15.5515;21.3366
1;7.0799;8.2501;14.0866;9.8782;19.5039;8.6662;33.5624;11.7918;6.9393;14.6144;14.97;20.2152
1;9.6498;8.248;12.7565;10.9456;17.6129;9.1544;33.0542;12.1236;7.1263;13.5954;17.4805;19.5196
1;9.8377;8.4304;11.5224;10.7788;18.0299;8.9907;36.1044;13.4631;8.0304;13.7536;15.6255;19.3282
1;9.8744;10.1241;10.8645;11.4067;18.0167;9.2748;37.1167;12.0479;7.3945;15.3158;17.2727;16.2067
1;9.1257;9.9038;10.086;13.547;19.0842;9.1613;37.0946;12.2757;8.1385;15.612;18.6783;20.8603
1;8.6547;9.7362;10.0894;12.8865;18.2125;9.7029;39.274;11.6763;9.3082;14.9849;17.9903;19.9563
1;9.4815;9.7083;9.7576;12.4902;16.6385;8.8722;37.245;12.7213;9.1946;14.8374;19.4408;17.9735
1;8.7567;9.063;9.3671;11.4366;17.2167;9.0922;35.6519;11.8486;8.3912;14.9038;17.956;20.627
1;9.04;9.1089;8.8216;9.6034;17.3606;10.02;30.5886;11.0675;7.7788;14.5697;16.3429;25.4369
1;9.8774;9.0025;8.9509;9.5955;16.5277;9.6707;31.3648;11.2854;7.3036;14.8546;15.3378;24.5414
1;9.7582;9.017;8.7717;8.8349;17.2639;9.3888;32.5573;9.6393;6.5745;14.705;14.1742;21.5431
1;8.6907;9.2228;8.5724;9.9192;17.3241;9.7193;36.5218;11.2724;6.6773;14.2178;13.1933;19.2141
1;8.3227;9.2245;8.9029;9.5363;16.1217;9.2858;36.3458;10.9656;6.0971;14.1953;11.7827;17.4826
1;7.555;8.9072;9.679;9.041;17.0444;10.2134;34.7043;12.3951;6.0668;14.607;11.4218;19.9395
1;7.5001;8.8657;11.1965;8.3429;18.6433;9.912;31.7506;12.8903;6.273;14.7538;13.9553;18.9187
1;6.8882;8.8285;10.7967;10.4371;17.5833;9.3172;31.1078;12.6116;5.8027;14.4901;13.2424;17.5462
1;7.2677;8.8672;10.3034;10.3044;19.2122;8.8481;30.3699;12.188;5.8901;14.7481;13.4088;20.3981
1;9.1232;9.1994;11.5921;9.8941;18.2995;8.7806;33.3159;10.2099;5.8496;14.5617;12.3914;20.7907
1;10.5341;10.9927;11.4718;10.7031;17.3875;9.4678;33.8322;10.3729;5.6573;13.9417;11.9653;18.4129
1;11.1765;11.0454;12.6468;10.7631;18.0117;10.0527;33.2217;8.8142;6.3862;12.6128;11.4294;18.9705
1;11.5161;10.1981;13.1025;10.02;20.1134;9.595;36.7506;9.2873;6.2853;13.6366;10.3352;17.6815
1;11.4192;9.9509;12.189;11.0477;19.2622;9.1465;33.4437;8.2854;6.1633;14.1042;10.018;16.2282
1;14.0783;9.3699;11.3875;10.3405;19.385;8.819;32.0429;10.2325;6.0317;13.7253;9.7372;18.642
1;13.4338;9.2037;10.4946;9.9411;21.5982;9.926;34.2883;12.3999;5.9807;13.6905;10.9081;18.9566
1;12.7646;9.2205;10.1599;10.8904;21.5333;12.1247;35.1968;12.0022;6.6151;13.6547;10.9438;16.7423
1;13.3664;8.9486;9.5667;10.9747;23.5136;11.5269;32.9527;13.0214;6.4554;13.7073;10.1692;17.9524
1;15.5602;8.7559;9.3867;10.8787;21.2468;10.4499;29.2766;15.0535;6.9152;13.5172;11.1818;17.4956
1;16.6226;8.7423;8.8714;10.2526;21.1269;10.8928;30.4556;17.0513;7.6589;13.5293;10.5201;17.8382
1;15.1092;9.1027;10.1046;9.7254;26.4399;14.2425;33.5918;15.2237;8.4493;13.1533;12.4514;19.2408
1;16.4352;8.9174;10.1656;11.0111;24.0976;13.8172;36.6087;14.1189;9.1584;12.6338;14.6109;20.2443
1;16.6768;9.0582;11.8627;11.5314;21.2143;12.276;32.6746;12.8137;10.2217;12.4922;14.3155;20.0203
1;14.8662;9.2274;12.4018;12.241;18.7516;10.9105;32.8422;11.4179;8.4535;14.5165;12.8749;19.8915
1;14.5329;9.7586;13.0299;11.9259;18.863;9.9923;29.8577;13.4442;8.3758;14.7456;11.4123;18.4861
1;16.8934;9.4577;12.0839;10.9752;20.7199;10.0221;37.4795;13.2399;7.6577;14.4208;11.0506;17.1165
1;16.2812;9.646;13.2055;10.9091;19.1278;8.846;35.5179;13.8614;8.3058;13.9624;11.8655;16.9105
1;18.0861;11.4111;14.4059;12.7836;19.6596;8.8369;29.5865;11.8391;7.8206;14.6294;12.68;16.2521
1;15.7624;11.114;15.9031;12.347;20.7085;8.8158;30.5438;11.7044;7.1123;14.6849;13.5719;15.4649
1;15.707;10.1645;17.1144;12.5951;20.9636;8.7786;28.5671;13.3913;7.0723;15.1798;12.4208;17.8103
1;13.6241;10.0253;16.1874;14.391;18.515;9.3304;29.0095;14.7404;6.391;14.3088;11.4751;18.5624
1;13.135;10.2326;16.6557;15.7235;16.6875;9.2681;30.473;14.8984;6.5639;14.5866;12.5311;19.5949
1;15.7298;11.8479;17.2171;13.9015;15.2999;9.0243;33.8106;12.3356;7.3977;14.5747;12.9917;20.2147
1;17.6243;11.3891;15.3776;13.2878;13.9039;8.6128;29.359;12.3977;8.7233;14.5729;14.2303;17.973
1;17.9488;10.6809;17.8715;11.927;13.9617;8.706;26.4774;10.7283;10.0617;14.3939;13.8077;19.9128
1;17.2919;10.3866;16.6395;11.1698;17.2534;8.4839;23.5245;10.2985;10.2532;14.1153;13.4384;19.7233
1;17.3207;13.5911;14.8187;14.6427;16.2342;8.7561;24.4795;9.185;11.9188;13.9258;11.8747;19.6318
1;16.4719;14.3222;13.3746;14.2523;16.9919;8.5399;22.4216;8.4591;12.5737;14.125;13.0157;18.3112
1;17.4969;16.7779;13.3314;14.8082;15.9031;8.4678;25.3472;8.8349;12.0993;14.3425;15.2737;18.7218
1;18.126;15.4034;14.7255;13.0838;15.0278;8.3182;26.5781;8.175;13.0449;13.5391;16.6134;17.8387
1;15.6927;14.5362;14.2012;14.3126;14.3612;7.6676;25.7469;8.8729;13.2177;13.5072;15.518;18.9885
1;18.7199;13.0666;15.1577;15.1678;16.6603;8.0993;23.5488;8.0206;13.7905;13.5895;14.7679;17.2421
1;18.5014;12.0253;17.135;13.2258;17.1032;8.4887;22.151;7.6265;14.7117;14.2567;14.6104;16.6898
1;17.015;14.8137;16.4699;12.0938;15.9875;8.7194;23.3899;7.9442;13.8596;13.6117;16.0562;16.9077
1;18.1068;14.2472;14.938;12.8065;16.9828;8.0895;21.2277;7.9167;13.2051;13.8807;16.1678;17.9498
1;17.9154;12.5379;15.7516;12.4545;17.2182;7.8917;21.5643;8.3341;14.3659;14.1277;16.0833;19.2264
1;14.431;11.5461;16.3703;12.2866;15.883;8.2028;20.2452;7.8009;13.3462;14.0558;15.1265;19.222
1;12.6731;11.6576;15.3158;13.0381;16.0772;7.6373;21.1573;8.0754;13.4221;14.2076;14.1924;17.3742
1;12.4495;11.6817;16.6298;12.7531;18.6778;8.1265;19.5194;7.4294;12.3311;13.3117;16.1378;16.616
1;15.3682;12.9388;15.0297;12.7878;17.7507;7.5115;21.2952;7.7856;13.7391;13.5147;16.8396;15.6757
1;15.3901;12.9648;16.6633;12.4705;16.3519;8.0032;19.6463;7.3844;12.6792;13.3152;17.568;15.6633
1;16.5357;14.2808;18.0461;12.8972;19.1378;8.28;19.1562;7.5006;11.4917;14.1245;18.9861;16.3764
1;13.6542;13.6656;16.3976;14.7829;21.464;9.2948;26.0625;7.5477;10.163;13.8938;18.9215;16.2147
1;14.5653;12.4557;17.4762;13.4477;21.5139;9.8958;25.0911;7.4907;11.0679;14.2579;19.2373;19.6255
1;15.1238;11.7948;19.8969;12.3495;18.8714;10.254;23.4449;7.684;10.6676;13.67;18.0742;17.4155
1;16.2315;11.6754;18.1503;12.6823;21.619;10.6219;25.4817;7.1372;11.1053;14.6874;18.7942;17.5925
1;15.121;10.7983;18.799;11.6804;23.2442;11.5746;25.6144;7.4848;10.0623;13.9355;17.8123;15.4126
1;13.3682;10.3939;16.5072;12.2349;23.2255;10.3983;22.4724;6.9706;9.0194;13.4711;17.3783;17.2272
1;12.3826;9.9785;14.9698;11.3112;22.7479;9.7005;20.3202;7.2329;8.1717;13.1061;18.0508;17.8148
1;11.5261;9.8803;14.3543;12.5348;20.9748;12.2573;19.7098;7.0578;7.8419;13.2801;19.9115;19.0572
1;10.5916;9.1959;17.3478;12.8503;22.4278;14.5854;20.7365;7.0306;8.6606;13.6916;20.1249;19.3375
1;11.4177;9.384;17.3195;12.3363;21.0515;17.1672;21.2022;6.8825;8.048;12.9722;18.9424;19.0291
1;10.9656;9.4559;20.5746;12.5305;22.5385;17.0473;24.0728;6.776;7.731;13.2756;16.703;21.6037
1;11.1215;9.0687;19.2359;11.2871;20.8464;15.7398;21.584;7.6649;7.6035;13.1733;15.3386;20.5992
1;11.265;8.9857;17.7987;11.2547;20.7344;13.574;19.1306;7.1545;6.7473;13.0239;15.9241;19.0346
1;10.6205;8.9312;16.6835;11.271;18.8123;11.826;18.2329;7.3916;7.119;13.3804;15.1573;16.9973
1;9.9688;9.151;16.644;11.075;16.9932;10.8262;17.0174;6.7263;8.0689;13.3583;13.2346;19.5009
1;10.6585;8.8128;15.7657;12.3055;17.1517;10.6182;17.538;7.3927;7.5999;12.3009;12.7668;19.3722
1;10.0913;8.7237;16.0374;13.154;16.5042;11.2325;16.1841;6.775;7.0288;14.2516;11.8509;19.0026
1;9.3123;8.8661;14.4159;12.2794;15.5425;10.7397;14.6714;6.98;6.8357;13.9651;11.0888;17.6641
1;9.685;8.3869;14.6332;12.2602;17.3131;10.8601;13.373;7.4633;9.2646;13.3717;11.0197;20.152
1;9.0544;8.6496;15.8096;12.0117;18.5391;10.3758;16.3203;8.5096;9.6976;13.3943;10.2921;18.209
1;8.7779;8.7397;15.2051;11.3991;17.0084;9.2775;15.8695;9.6004;9.1968;12.9991;11.6323;16.5966
1;8.0663;8.9551;16.0064;11.9048;20.8397;9.4688;15.118;8.7303;8.5567;13.1089;10.8503;15.8278
1;7.7356;9.469;16.4875;11.8415;20.0937;9.3593;14.1811;10.6115;8.078;12.7283;12.2964;17.5605
1;7.1426;9.5436;17.2863;12.9032;21.5548;8.7531;13.0164;9.6327;7.3108;12.767;11.6922;16.5043
1;7.4383;11.621;18.3065;12.6001;21.5036;10.4985;12.6773;12.193;9.4146;13.1844;11.4277;17.3518
1;6.96;12.6151;18.464;11.3712;20.0204;9.1305;12.2177;11.1107;9.0641;12.4593;11.2563;17.4243
1;7.3231;11.7599;17.3715;10.7986;18.4687;9.9842;11.4427;11.0948;8.2339;12.1802;11.793;19.0452
1;6.7251;11.1745;15.4568;11.5483;20.7422;11.7347;11.6796;10.1057;10.4751;12.811;13.9415;17.4562
1;6.9637;11.4404;14.0868;11.9602;21.4926;11.2512;13.0286;9.2035;12.4714;13.0137;13.717;16.6162
1;7.3747;12.3059;16.903;11.7981;19.1176;12.3525;14.7344;9.6715;11.4684;12.3768;16.1719;16.882
1;7.6225;13.8555;15.6661;10.8081;18.1109;12.6043;15.037;10.311;11.3419;13.1463;14.9818;18.2681
1;7.1561;14.64;16.735;12.5534;15.5524;12.1434;16.7408;11.9058;10.3561;14.015;16.7186;20.2773
1;7.9193;16.9468;17.934;14.1668;17.2126;14.5255;18.02;12.5063;10.876;14.0214;19.1883;18.943
1;7.6712;16.1626;16.2663;12.6516;17.562;15.0543;21.6391;17.6812;10.4299;14.033;22.7431;17.6059
1;7.8227;15.0006;17.4684;12.3521;16.9228;13.7606;25.0051;16.2417;10.5196;13.2384;22.521;17.1384
1;7.3124;13.3408;16.4626;11.2648;15.0709;14.271;23.2336;16.2247;9.4655;12.4658;22.6543;19.0786
1;7.4303;12.4152;16.2182;10.1193;16.4672;13.2534;21.2783;14.363;8.2931;12.209;24.0918;18.7774
1;6.6846;11.4833;15.0878;9.5372;19.0934;13.2141;23.5106;12.8449;7.6676;12.3492;21.6736;20.9448
1;7.0099;11.2238;17.5802;9.1976;20.1064;12.1481;25.5992;11.9798;7.8003;12.2918;19.8168;20.0598
1;6.8854;11.3178;16.9541;8.5223;17.8765;12.0003;25.6365;10.0385;7.7575;12.4559;20.7089;17.44
1;6.9949;10.6047;15.2899;8.7041;18.0362;10.3431;28.1115;10.2185;8.2711;12.2442;18.4894;19.1113
1;6.7897;10.4312;16.1577;10.5112;17.9912;10.1326;32.0827;9.0146;9.7893;13.1211;18.8724;17.6608
1;6.7479;11.962;19.337;10.931;19.1368;9.8591;31.7662;8.9214;9.6689;13.0962;18.4544;20.5028
1;6.5645;15.0581;17.5994;10.2813;20.51;9.698;32.4435;8.7442;8.9327;12.5942;17.7719;22.914
1;6.5042;14.3006;15.8284;9.7021;18.9166;10.0756;33.1737;8.2361;8.3158;12.9285;17.322;21.6295
1;6.4757;13.3097;17.3027;10.7461;19.1438;9.3868;32.5325;8.5437;7.5056;12.7738;16.9032;19.3859
1;7.6608;17.0963;17.4044;11.42;17.2476;9.5602;30.4337;7.6979;7.1465;12.1312;17.0659;21.3849
1;7.9543;16.4089;17.5427;10.8685;15.6203;9.6305;28.5279;7.9095;6.9821;12.84;16.8553;19.8622
1;8.0899;13.9552;20.1998;9.71;14.5905;9.0928;31.1647;7.3585;6.6294;13.0588;16.0843;18.6947
1;9.8186;13.2322;20.0098;9.5195;13.9287;8.9169;27.3718;7.8086;6.3784;13.1256;15.3293;19.8867
1;10.3054;12.0815;20.0927;10.033;12.7932;9.4126;29.1825;9.9888;5.9878;12.9467;17.1724;18.658
1;11.0706;11.4016;19.0825;11.8861;12.343;9.7184;26.3752;12.8239;5.9113;13.1782;16.3888;16.7457
1;11.8296;11.3406;17.0298;12.2206;12.3348;10.1261;23.7917;13.2465;5.889;13.1231;16.5428;19.1709
1;11.8809;10.8359;19.2566;10.9094;14.8604;9.6828;21.3383;11.3792;5.973;12.9388;15.8929;19.0621
1;10.9235;11.1364;20.3181;10.7688;15.5696;8.8839;22.3001;11.3468;5.8597;13.0848;15.2647;16.9413
0;12.0979;10.4271;18.1358;9.8948;14.4089;10.9447;20.0613;9.4294;5.5361;12.962;14.6522;17.1966
0;11.8809;10.3385;18.1549;9.1686;13.4566;11.3529;20.0863;9.9803;5.8202;13.5356;14.843;17.6452
0;13.6611;10.0481;17.4704;8.6772;14.6858;10.7796;18.8503;9.208;6.6101;12.9306;15.0631;17.0956
0;12.1818;11.8932;15.6144;9.7687;13.7626;9.786;17.5878;9.2265;7.6523;12.8236;14.6702;18.341
0;11.0139;12.1621;16.7958;11.6722;14.5768;9.1484;20.693;9.1376;7.3503;12.6593;14.7756;17.3688
0;11.7868;11.4937;15.9234;10.884;15.2316;10.0757;19.3672;8.8907;6.6284;12.6879;11.9397;17.5048
0;12.099;11.1298;17.4792;10.2261;14.6171;11.4031;20.2622;10.2728;6.3395;12.5398;14.6289;16.5339
0;12.4907;14.6568;19.4487;9.5365;14.9192;13.7647;18.3506;9.8141;6.2113;12.6849;15.1416;16.9931
0;11.574;14.288;18.8038;9.979;13.5155;11.6149;18.4837;9.9463;6.0504;12.9341;15.1644;19.7853
0;10.7112;13.3365;20.0725;9.7518;14.4241;10.9034;19.7932;8.6636;5.9554;13.0279;16.1954;20.4945
0;11.1511;12.3003;19.0135;9.7261;13.458;13.0175;17.7359;10.3772;5.7687;12.7675;14.5867;21.5602
0;12.1531;12.1295;21.4177;10.5368;12.5539;12.4966;21.0859;10.7239;5.8685;13.1243;14.6461;21.9265
0;10.8484;12.0347;22.2133;12.1402;12.9334;11.6661;21.9534;11.0914;6.3395;12.7887;13.1885;22.5869
0;11.5902;11.4646;19.4629;11.9116;13.6242;11.7979;22.7705;12.1993;6.1691;12.8757;13.16;20.7647
0;10.67;10.5568;19.4034;10.5498;15.4764;10.7258;20.2791;10.6809;7.1215;12.4826;13.7508;18.5268
0;10.7125;10.0363;17.7502;10.2541;16.2987;10.9893;19.9991;10.2851;7.6344;12.4219;15.4012;18.3743
0;10.307;9.9539;15.6846;11.8665;15.2723;10.6435;22.0148;8.8604;7.2153;12.6112;15.747;19.6647
0;9.2524;9.5765;14.3712;11.7752;15.1295;13.4513;22.4336;9.6913;6.502;12.6948;16.8642;19.2367
0;11.9626;9.0934;12.9342;11.4948;15.3349;13.4606;25.099;9.2376;6.5876;13.2068;16.6965;21.6323
0;11.7772;9.1806;12.038;13.2008;14.6695;11.7586;24.0886;8.87;6.1271;13.0115;15.3766;22.3722
0;13.1412;9.0182;11.3456;15.0689;13.333;12.1339;21.8392;9.0563;6.7285;13.3963;16.8704;20.8888
0;12.6234;8.4939;11.9886;13.8587;14.341;11.2267;22.2539;8.9132;6.8644;12.9949;17.4791;18.596
0;13.0477;8.5123;12.5945;12.4307;13.4727;10.2225;22.011;10.311;6.5381;12.8254;14.7878;16.7144
0;14.3487;8.5575;11.6374;11.5016;14.058;9.6411;20.2368;8.9866;6.3191;12.8156;16.0757;18.4528
0;15.1052;8.4443;11.1758;10.6893;13.0555;9.2931;17.6886;9.6575;6.024;12.3798;16.424;18.7535
0;15.2054;8.2985;10.8127;10.341;12.2012;9.6667;16.7802;9.9007;5.8203;12.9036;18.0332;19.6748
0;17.0248;8.3788;12.3656;12.8889;13.3043;9.5034;17.0434;10.4189;5.5004;12.5849;20.4027;19.3561
0;15.4656;8.4815;11.4533;12.4312;12.2524;10.2019;18.385;11.1442;5.3555;13.4236;20.2253;21.1328
0;13.8962;8.491;10.7055;11.2444;11.6482;9.6586;17.704;10.115;5.222;13.4788;18.6444;23.5279
0;15.366;8.2615;10.6593;9.4962;12.8452;8.9745;21.0134;10.56;5.2672;13.5562;16.09;21.9281
0;14.161;8.145;9.7273;9.2183;12.2802;10.0145;21.6007;9.5784;5.3187;13.1702;15.0705;19.8871
0;13.1927;8.0094;9.4186;9.4104;13.1682;9.1871;23.6894;10.9147;5.0926;13.2942;16.4353;17.862
0;12.6459;8.1956;8.9891;8.3082;12.8296;9.277;23.4513;10.2374;5.629;12.7911;17.4866;20.285
0;11.7811;8.1174;8.9205;9.4042;14.9956;10.87;21.5078;9.544;5.7861;12.872;17.1949;22.6835
0;10.6687;7.8944;8.3163;9.2526;15.4114;11.0846;22.2447;8.921;5.2621;12.4192;14.6399;21.6279
0;9.9949;8.0744;8.8753;8.7139;15.9364;10.4939;18.9805;8.4658;5.4608;12.867;13.6042;21.0983
0;8.3899;8.2494;8.6899;8.2245;14.6802;12.7428;17.7809;8.9604;5.8824;12.3521;13.0668;21.3804
0;9.1414;8.0707;8.4698;8.1639;13.479;11.1403;16.1487;8.2703;5.4582;12.3815;14.2148;21.468
0;8.5827;7.8244;8.4571;8.0503;12.7682;11.6804;18.9849;9.1178;5.2368;12.4687;12.4838;23.1657
0;10.3352;7.8337;8.0816;7.8986;13.3529;10.4487;17.3358;9.7421;5.405;12.9254;13.7751;23.2852
0;11.2787;7.8785;9.2212;7.4439;12.6752;11.0668;15.9544;8.4311;6.1147;13.1448;15.5934;21.4691
0;11.8493;7.9449;9.3959;6.9212;13.5449;11.5405;15.0496;9.0001;6.4719;12.6986;15.2182;21.2829
0;14.124;7.8769;9.3719;6.8642;12.5073;11.3189;17.1723;7.904;6.5946;12.8823;14.2431;23.0286
0;15.577;7.7178;8.5578;6.8204;13.6155;11.2782;17.0689;8.4223;7.5537;12.8107;14.4788;20.1199
0;17.0214;7.6355;9.8912;6.9254;14.2449;11.0585;20.0992;9.5248;7.6155;12.4399;14.5485;18.622
0;18.0198;7.7042;10.2603;6.5441;13.8034;10.0958;21.1674;9.2465;7.3044;12.8347;14.1265;19.9573
0;16.4823;7.8622;9.6851;6.9035;15.1471;10.6085;23.2667;9.6518;6.4584;12.6889;13.7573;20.7531
0;16.0824;7.8772;9.8802;6.5106;16.5808;10.6552;23.7937;8.6251;7.7573;12.7433;14.7987;19.1909
0;15.5549;7.8342;12.0523;7.9793;18.0231;11.2972;24.3914;9.7523;7.8684;12.9294;13.9585;16.8445
0;14.8144;7.9589;10.9818;7.9934;16.4309;9.9071;26.6217;9.9954;7.0536;12.3268;16.4292;16.7513
0;13.1577;9.8584;11.7382;10.4387;15.2229;10.2323;27.4386;10.8559;6.7347;12.6796;14.8019;16.5802
0;15.5371;10.1762;12.2082;10.3648;15.7521;10.9735;24.4456;9.8871;7.2864;12.3942;13.5332;17.7492
0;13.6798;11.0768;12.6528;9.5483;16.3063;10.2558;29.008;9.3077;7.1463;12.4555;12.3508;16.7512
0;14.45;10.4258;11.9673;8.8622;15.0128;9.7554;28.8626;9.8701;7.6293;12.2357;11.1979;15.0514
0;13.3991;10.3834;11.3057;10.8576;16.8905;11.5376;27.5955;9.8669;8.2754;12.6639;10.7973;15.7193
0;15.7201;12.7025;10.4445;12.1702;16.0509;12.2641;27.5503;10.0365;7.7738;12.7488;10.0258;16.1859
0;15.7671;15.2178;9.6025;14.1471;17.1009;10.8361;24.3858;9.1418;7.2449;12.7249;9.5837;18.7812
0;15.1899;14.1593;9.5084;12.5529;16.7634;10.3202;28.3585;10.3179;6.6127;12.7236;9.0892;17.3771
0;13.6193;13.1369;10.7878;12.6585;15.3176;11.8603;31.281;9.8848;6.394;13.0362;9.0009;15.967
0;13.4393;12.4681;11.8687;12.2791;17.8371;12.4837;29.4869;10.3314;5.9752;13.4124;8.5278;17.3435
0;14.4684;12.3441;11.1151;10.8512;16.4623;12.5086;27.7413;10.8207;6.3464;13.3328;8.5567;17.9121
0;15.7766;14.4578;10.5383;10.1424;17.4944;11.2454;27.8583;8.917;6.887;13.0669;9.7946;16.1468
0;14.9276;14.4692;11.4283;12.6001;18.7737;11.1173;27.1434;9.3572;7.2872;13.6737;9.303;14.7208
0;13.0636;13.0043;12.4158;12.8408;17.0208;12.9705;27.963;8.1988;7.05;13.9359;11.0294;15.6463
0;12.6162;12.2708;11.8348;12.8215;18.7263;12.7073;27.4425;8.5623;8.8005;14.4862;10.004;14.7829
0;14.9649;11.2372;11.2226;12.3585;19.5213;11.8688;25.8965;8.2533;8.2206;13.5057;11.4942;13.8919
0;15.822;10.9577;13.6005;12.0249;20.0672;12.2806;27.6113;8.7469;8.1197;13.3647;13.0087;14.4421
0;15.1461;10.6163;12.8572;13.6173;18.3159;15.3057;27.4749;11.4765;9.9669;13.2308;14.6817;13.8878
0;13.8331;10.4098;12.1521;13.4646;17.2206;14.262;26.9235;11.3739;9.8725;13.5925;19.2919;12.9964
0;13.7085;10.4986;11.0699;17.0905;16.8436;13.072;25.4251;11.4914;9.8631;12.8514;18.103;13.549
0;14.241;10.6803;10.5513;16.6199;18.9279;12.1579;27.8002;9.9384;9.1029;13.6055;15.9236;14.6565
0;14.1142;10.9207;13.0672;15.2415;17.3753;10.878;27.4995;9.7993;9.4471;13.6612;14.4646;15.8714
0;14.6168;13.125;14.6523;15.1686;18.1063;12.5235;28.4677;10.1862;9.9469;13.6367;13.6294;15.1313
0;14.0592;14.6449;13.6735;16.3254;17.8854;12.3785;29.3821;10.2002;8.9951;12.361;13.4289;14.332
0;14.9126;13.6381;14.5723;15.4621;17.1654;13.5315;29.9111;10.3767;8.109;13.7694;14.1736;14.7425
0;15.2313;15.4342;14.4332;15.6323;18.5741;13.2074;30.9368;11.8415;7.4441;13.6587;13.4656;16.14
0;14.2032;16.5913;12.8645;15.5692;20.3904;11.0153;33.162;12.9475;7.9458;13.7856;14.3956;14.6824
0;12.9591;18.5151;12.0667;14.8334;19.7274;10.4818;29.7804;11.637;8.3566;14.0219;14.7291;14.4712
0;10.4546;19.1884;11.991;14.0123;17.6893;10.002;31.1357;11.4827;9.6047;16.1859;13.0801;14.4132
0;9.5367;16.8682;11.4759;12.9781;19.7183;9.4715;31.2796;9.5892;9.209;15.8718;14.3176;12.9469
0;9.4996;15.1659;11.0333;15.2284;18.3262;9.4054;31.223;11.3611;8.4163;16.5569;13.7729;12.2785
0;9.5873;13.6962;11.5823;15.7584;16.6347;8.4764;32.1117;10.9159;7.7524;16.8632;12.9688;12.5671
0;9.2156;12.5217;11.2954;15.9506;16.983;9.0389;32.9156;10.9429;7.0694;18.2225;14.7519;14.5346
0;8.467;11.8346;12.2879;15.2167;17.4551;9.965;35.9011;11.9412;7.5589;16.7584;13.9174;14.7898
0;8.4793;10.8732;12.1032;16.0687;16.1705;9.3786;34.0383;10.6529;7.6549;16.4914;13.9377;13.5502
0;7.8437;10.6621;12.7215;14.9504;15.0605;9.2433;34.8137;12.6853;7.0401;15.6762;13.2581;12.6962
0;7.9578;10.3832;14.2304;13.9992;16.8005;8.8248;33.3711;12.0033;6.8015;15.7031;13.879;12.2959
0;7.3908;10.3903;13.0284;15.6772;17.2306;9.3894;30.8569;12.3486;7.2862;15.2655;14.2047;12.9224
0;7.47;10.2008;11.7866;15.8984;16.008;8.3672;30.0512;11.0229;7.6837;15.3464;12.5024;13.4869
0;8.5479;10.1203;12.7631;15.7865;17.8488;8.8452;32.5916;11.8541;6.7763;15.0621;11.6555;14.999
0;8.4924;9.8678;12.075;16.1065;16.8098;9.7765;34.2287;11.6644;8.9536;15.3822;12.2553;13.9565
0;7.8594;9.6933;11.6951;15.3768;15.0501;10.0711;37.9049;10.2988;8.3201;15.1636;11.178;16.1254
0;8.6434;9.1887;10.664;15.7511;16.0135;9.4246;34.6894;10.31;9.6124;15.2733;9.9363;15.3577
0;8.6653;9.3952;12.2256;14.3405;18.2188;9.0115;34.3933;8.9288;8.4754;15.1569;7.6641;16.021
0;8.6035;9.1754;12.4958;15.3137;16.8043;9.5018;33.2359;8.5805;8.6392;14.8724;9.8127;17.4403
0;7.9108;9.1781;11.9593;21.5721;15.4364;8.7749;29.9502;8.6528;8.4732;14.4796;9.0358;17.7336
