odour stim;07/12/2020 Female12;09/12/2020 Female6;09/12/2020 Female10;09/12/2020 Female12;11/12/2020 Female6;11/12/2020 Unknown10;14/12/2020 Male6;14/12/2020 Female10;15/12/2020 Female1;15/12/2020 Male7;09/02/2021 Male4;10/02/2021 Male4
;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V;45V-90V
5;12.8385;9.478;24.6463;11.0827;14.8809;11.9872;30.0194;6.8683;5.7035;18.1203;13.302;16.0468
5;13.7694;9.3271;24.0006;10.3778;13.9948;12.9376;26.2073;7.5425;5.8597;18.5422;14.3878;14.9931
5;11.7434;9.383;21.3335;10.2893;15.1082;13.0934;26.1798;7.576;6.4367;17.7166;13.16;14.2144
5;15.4564;9.4287;22.2359;12.1987;14.0564;13.3552;24.3408;7.6922;7.167;17.8108;12.2776;15.5918
5;14.0568;9.2257;21.3268;11.7678;14.112;14.2311;26.2241;9.1994;6.8264;17.6444;12.8874;16.4314
1;14.2043;9.2077;23.1737;12.6604;14.6157;12.9256;27.3632;8.6392;6.332;18.0006;13.2117;14.9481
1;14.6072;9.1708;23.4508;13.3425;13.6098;11.9526;28.4548;8.8476;6.2542;17.105;12.2671;14.605
1;14.8655;9.3078;23.6647;12.7649;14.3222;11.5346;28.4708;8.2067;6.2089;17.7779;11.8383;13.2681
1;15.099;9.3117;21.9375;11.6883;13.7503;14.5952;28.076;8.2692;5.6975;17.7025;13.955;12.4788
1;16.1873;9.3696;23.8063;11.0618;14.7127;13.8394;28.0381;8.1212;5.5241;17.4722;12.7181;14.5434
1;15.0129;9.2425;22.5607;12.0055;16.1277;12.5395;29.899;8.044;5.3472;17.238;14.0167;16.1016
1;14.6032;9.36;20.8946;11.1447;18.4394;14.1758;28.9907;8.2485;5.3324;17.1305;15.0083;18.2899
1;15.2706;9.3179;21.0117;10.1968;20.5814;14.697;28.4116;7.6241;5.1213;17.5099;15.2727;19.136
1;15.2432;9.1388;21.3931;9.569;21.8792;13.5933;31.6189;7.953;5.0887;17.5494;16.2803;19.6722
1;14.9208;9.2983;20.3176;9.3057;21.2605;14.238;30.6055;7.8496;4.9681;17.4114;15.1337;18.9424
1;12.9449;8.9972;22.1168;8.8617;18.2799;13.4441;29.9795;8.1854;5.1003;17.2589;15.2716;19.1767
1;15.048;9.2939;20.1426;9.9405;16.7831;12.3693;32.7366;9.6259;4.9543;17.8364;15.1445;18.0534
1;16.9093;9.4732;20.8139;10.0092;17.8634;11.9133;33.0994;9.3263;5.0975;17.1802;13.3426;16.3286
1;15.5574;9.4251;20.023;11.2635;16.7179;12.1386;33.9674;9.7748;4.9843;17.9676;16.4875;15.3349
1;13.1913;9.516;18.69;13.8702;15.2859;12.0173;30.2814;10.0337;5.0907;16.8524;17.925;16.24
1;12.1471;9.7428;19.2092;14.2308;15.5243;12.1353;30.7717;9.8691;5.8181;17.489;15.5523;16.1573
1;10.0187;10.0616;18.082;14.0537;15.5404;12.1492;32.8804;8.6627;5.6403;17.6938;17.6109;16.7779
1;9.9504;10.1205;16.162;12.9946;16.3558;14.9438;31.8118;8.7094;5.3905;17.2962;17.5877;15.4949
1;10.5641;10.0313;17.3507;12.2042;15.6287;13.0735;31.0358;8.445;5.1096;17.4447;16.4332;14.621
1;10.1678;9.8438;16.0127;10.9876;14.3343;11.8741;32.3576;8.0998;5.207;17.5665;15.6353;14.5999
1;9.9065;9.9544;16.7195;10.1908;15.1065;10.3497;30.8491;8.2029;5.2629;17.6984;14.0246;15.4342
1;11.02;9.7412;18.8665;9.9481;14.2822;9.9789;33.0892;7.7127;4.9611;17.8123;12.457;14.0623
1;10.8519;9.8749;20.9838;9.5026;13.2015;9.6807;33.8296;8.328;4.9065;17.5803;11.6953;15.1398
1;13.1904;9.4096;20.3147;10.3009;14.1988;9.3372;32.56;9.2154;4.9821;18.4174;10.9904;16.8964
1;12.0493;9.4419;18.067;10.0103;14.3157;9.0954;31.3847;8.8176;6.5639;17.3242;10.4079;17.4233
1;10.4921;9.5387;16.7583;9.7677;15.7608;9.0136;32.3684;8.735;7.4349;17.8099;10.4859;15.3805
1;11.7293;9.4582;19.2883;9.1002;14.4298;9.45;32.0017;8.6622;6.9841;17.1909;10.9453;13.4506
1;12.6833;9.6475;18.3858;8.9051;13.2785;9.8262;28.924;8.7576;6.7144;16.8105;12.0459;14.8721
1;11.2674;9.0674;16.1187;8.62;14.2096;9.4935;29.4753;8.4395;7.928;17.2906;12.633;14.3964
1;9.8549;8.8806;17.3812;9.3264;14.1222;9.0027;28.2884;9.8605;9.3838;17.0054;12.265;13.763
1;9.2128;9.7623;19.9901;8.9236;14.1124;9.8345;31.7031;9.0517;9.5875;17.2066;13.4638;16.2394
1;8.6466;10.6975;19.5937;8.8182;13.2877;9.8581;31.2649;9.3672;10.4772;16.9819;13.8721;15.6986
1;9.9579;10.0576;19.7167;9.0184;12.6055;10.0011;32.39;9.2976;9.7202;17.3747;14.152;14.629
1;9.8555;9.7157;18.0147;10.5778;11.957;11.0531;30.7896;9.7981;10.8466;17.0566;15.5352;15.8
1;9.6472;9.202;20.5331;12.6472;11.4063;10.5997;30.2034;9.8443;11.3951;17.0951;16.3802;14.8568
1;8.3119;8.9448;19.1232;12.6481;11.1698;10.2228;30.1426;8.8227;10.5003;17.8174;15.7826;14.3934
1;8.3882;9.0708;17.4077;12.3494;12.3454;10.3652;30.0569;9.2079;11.7495;16.8992;14.8541;13.4344
1;7.3243;8.949;17.9737;11.8203;12.769;11.6762;34.3609;8.7479;12.3609;17.4215;14.3987;13.3543
1;7.8021;8.7589;16.734;10.3098;15.6352;13.8497;33.9222;10.1602;14.0252;18.0481;16.0117;18.7863
1;7.1625;8.5622;18.4914;10.358;15.6553;13.0326;34.9472;9.1328;12.6748;17.8738;15.7547;22.7449
1;7.243;8.8731;18.194;10.7506;15.9621;11.5794;37.968;10.3544;13.0951;16.6753;14.6274;24.3967
1;8.9802;8.732;18.7585;11.5349;19.1994;10.423;36.115;10.629;13.3586;17.1408;13.9113;24.0921
1;10.1644;8.5027;18.8006;13.8099;19.7434;10.2416;35.0013;9.0982;14.73;17.579;14.8766;23.9643
1;9.1114;8.5157;19.5705;15.3282;19.9471;9.3522;34.8457;9.1178;14.7477;17.3854;13.9228;21.599
1;10.9645;8.5509;19.1132;14.3729;21.0019;9.3314;33.8834;8.0051;12.7562;17.3319;16.2513;23.0955
1;10.3922;8.6684;20.1421;13.2734;19.7869;9.5093;28.4888;8.6381;11.5353;16.8342;15.3211;23.032
1;11.928;8.713;22.2194;11.6442;19.7041;10.095;30.6639;8.2174;11.8663;16.8185;15.3189;22.2156
1;12.687;8.495;20.502;12.1764;17.513;8.0839;33.1479;8.3899;13.7228;16.4898;15.1897;24.0578
1;10.9176;8.8491;17.7435;13.4605;17.2887;7.9139;30.2665;8.2545;15.9213;17.3868;17.2971;22.7058
1;11.5324;8.8978;16.2829;12.9949;15.6142;9.5635;26.1663;8.5678;14.7488;17.17;17.9367;21.1475
1;11.6617;8.9658;14.9284;11.1955;17.9944;8.8486;25.9797;10.2959;13.1987;16.9923;18.1318;21.5376
1;14.6043;8.9036;17.4232;10.3119;16.4102;9.6301;23.2818;10.8114;13.8162;16.4692;17.0493;20.4318
1;13.2616;8.8449;18.4;9.703;17.0098;10.9425;21.049;12.0443;15.4722;16.6002;17.3252;18.503
1;13.6554;8.9447;16.7067;8.7768;17.1355;10.381;19.8903;12.0763;14.6849;16.7106;17.9946;19.5108
1;12.3024;8.9356;15.336;9.0532;15.8697;11.0471;23.1716;11.9461;13.9353;16.4828;18.3168;18.4183
1;13.3024;8.7554;16.3702;9.6926;14.2489;12.4638;20.6365;11.0743;14.0737;16.0659;17.6904;19.2351
1;12.565;8.7982;14.7293;9.885;15.1472;12.9593;19.352;11.6609;13.1576;16.5421;17.9627;20.4945
1;14.301;8.6072;14.0303;8.8432;14.9222;11.9737;17.6127;13.6112;12.2288;16.2326;21.1909;22.1533
1;15.7204;8.8028;17.396;8.8371;15.5481;13.9467;16.8374;11.879;12.5334;16.2616;18.2386;19.0111
1;14.4924;8.7895;15.8142;8.3671;14.2762;15.3331;19.6777;11.7675;12.5325;16.2331;16.5089;18.0814
1;10.5423;8.6728;16.2966;7.4807;16.8508;13.9829;18.5186;10.278;12.2873;15.9674;14.8697;19.6477
1;10.2841;8.8954;15.2326;7.3711;15.5564;12.1404;20.9315;10.4563;12.9526;16.2143;15.8475;20.2959
1;10.6074;9.2283;15.0313;7.0502;16.4615;12.4646;19.9414;9.2691;12.609;16.0446;15.444;19.1882
1;11.5216;8.8901;15.972;7.1174;15.4489;11.9146;18.6564;9.694;11.902;15.7511;13.8213;19.7381
1;12.8832;9.0532;18.0081;6.6916;14.7573;12.7232;16.869;9.559;11.1993;15.9607;15.3664;21.0358
1;12.9464;8.7265;17.5608;6.6593;15.4;12.9896;17.5282;10.5325;11.0502;15.48;13.6473;20.8297
1;11.9827;8.6308;18.2313;6.8422;14.2945;13.3644;16.6771;10.2076;10.3769;15.8472;12.9202;19.7074
1;11.1268;8.6931;17.308;7.1117;14.6038;12.3722;15.8064;8.9994;11.3565;15.9469;14.4965;20.4661
1;13.225;8.6592;16.9636;8.7269;14.0505;11.2435;15.1308;9.3746;10.3288;15.4909;13.9769;22.8056
1;14.4763;8.7234;17.2914;8.8931;13.1794;11.2247;15.4326;8.333;8.9235;15.827;13.6544;20.4492
1;14.2785;8.9101;20.3957;8.5178;15.1884;11.7454;20.4594;10.0007;9.2907;16.224;13.4877;23.5455
1;16.266;10.5048;20.2631;9.1;14.7484;11.1908;20.4823;10.4604;9.9978;16.7934;15.3904;24.776
1;17.2919;9.7905;19.9193;10.8082;18.4293;11.2847;20.2798;9.5831;9.6724;16.5632;17.6549;28.8231
1;16.6537;9.485;19.1559;11.5519;17.1471;10.7802;22.9959;9.2018;9.4381;16.4555;16.4863;33.0917
1;19.361;8.9603;19.1267;10.9556;17.5771;11.599;22.7412;8.444;8.9379;16.712;15.1516;32.9645
1;20.5852;9.1474;16.9371;11.1504;17.7571;10.9692;20.54;8.6564;9.0397;16.3439;15.5648;33.778
1;19.5798;9.2578;16.7465;10.2641;15.9344;10.9544;20.4872;7.7478;8.892;16.1569;16.7984;32.9636
1;18.7506;8.7416;18.633;9.6802;15.9263;10.2472;18.6692;7.6573;9.6184;15.2902;16.3477;34.0024
1;16.2198;8.6613;16.8192;9.3602;16.8581;9.5676;17.4918;7.8643;9.0465;15.6449;15.3295;31.4543
1;15.3668;8.7616;15.5618;9.3821;15.3042;8.811;15.8381;7.653;9.9728;15.9533;14.4312;31.639
1;16.1286;8.7335;18.2771;8.7393;14.2386;8.6608;15.0359;7.8294;10.7586;15.9679;15.0044;31.4443
1;12.7865;8.639;17.1069;9.397;13.585;8.8179;13.9474;7.2458;9.9966;15.8254;13.823;31.407
1;11.7938;8.5911;17.4354;9.337;14.0952;9.6439;13.6682;7.5958;9.5142;16.4353;12.6167;30.9685
1;12.7012;8.6785;19.639;9.1065;16.6668;9.3999;12.9462;7.0485;8.9906;15.2968;12.1616;27.8121
1;14.0896;8.5196;18.9174;8.544;16.124;8.7798;13.3673;7.3563;9.4963;15.8676;13.6794;25.0933
1;13.0336;8.6133;17.4069;8.1908;16.0238;8.8;15.7275;7.3189;8.8324;15.6593;13.9374;26.1668
1;12.875;8.4895;15.1019;9.0868;14.5189;8.1096;15.8005;7.5484;8.2224;15.4991;14.1193;24.8045
1;11.6059;8.6158;14.1841;8.3293;15.5126;8.3267;18.7539;8.9069;9.8504;15.7279;12.695;24.6879
1;15.6102;8.6445;17.0218;8.3047;14.2151;8.3388;17.5659;7.9831;9.3129;15.7453;12.5816;23.9482
1;15.1935;8.7686;18.6447;7.8755;16.4006;8.2045;18.2549;8.6057;8.765;15.6153;13.6529;24.6649
1;13.8303;8.9076;18.8885;7.8625;15.5578;9.0148;16.8521;7.5846;8.0853;15.5467;12.7655;22.9837
1;15.7749;8.6645;17.0631;8.1457;15.8813;8.9942;15.8644;8.8034;9.0236;15.86;12.8563;23.9671
1;16.0345;8.7534;15.692;9.005;14.4216;9.8997;18.5932;8.5369;8.4919;15.6093;12.2096;24.4417
1;14.5942;8.8325;16.9613;8.8523;13.4747;9.5896;19.4418;8.6206;7.4524;15.2951;11.5988;22.0761
1;14.2045;8.8495;18.9917;8.3621;14.389;9.9672;19.7923;8.0925;9.543;15.6959;12.8406;20.0875
1;13.2645;10.0559;18.3181;9.9255;13.3904;10.5368;17.7025;9.5775;9.16;15.5007;14.4976;19.7564
1;11.9871;13.7559;16.4391;10.1615;14.32;11.2212;16.0495;10.1806;11.8638;15.0862;13.6372;19.6163
1;12.1893;13.2133;16.0361;9.7394;13.7015;10.5717;14.7094;10.1779;15.4242;15.5194;12.5211;18.4081
1;11.3973;11.7823;15.8183;9.0135;14.7833;11.0678;14.2967;10.6502;14.3304;14.929;12.0463;16.5055
1;10.8095;11.2655;16.9982;8.5941;17.7398;11.7488;16.5319;9.5903;12.3964;15.087;14.5659;15.6374
1;10.7488;11.3154;17.6497;8.7637;17.4451;11.5978;15.7445;10.9967;10.8435;15.0599;13.3353;16.6634
1;9.7671;10.5197;18.6684;9.3665;19.0267;11.4002;14.5451;10.9456;10.2736;15.2898;12.4752;16.301
1;11.2763;10.4213;16.5632;8.5983;19.195;10.2943;17.6886;9.9323;10.5993;15.5106;11.8364;16.9888
1;13.5842;10.1176;16.7016;8.3009;21.4892;12.148;16.4789;9.7448;9.84;15.13;12.8463;16.2964
1;16.9027;10.4854;18.2712;8.8243;25.5083;10.8867;15.3905;9.5541;9.4087;15.3189;12.2385;15.6591
1;14.9798;13.5777;18.2613;8.8969;24.9758;11.6531;13.982;9.2095;9.9741;15.6773;11.1263;16.6829
1;14.9674;13.4747;17.3191;8.6442;24.5466;10.8175;14.8987;7.9627;10.8985;15.1536;10.7834;17.3253
1;12.9767;12.2039;15.5812;8.8181;25.6054;9.7715;17.4781;8.528;9.7116;15.3134;11.3305;16.8079
1;13.5141;11.4643;14.1574;10.2881;23.2041;9.5895;16.7331;8.9519;9.0922;15.0398;11.1258;17.3427
1;11.9896;11.3892;15.1351;11.1366;22.6986;8.6717;19.56;9.3383;8.3841;15.8572;13.8023;18.1991
1;13.349;11.3489;16.7839;10.6664;22.2596;8.8707;22.4474;8.5175;7.7644;15.8549;13.3987;22.1877
1;12.9752;10.9545;14.9672;10.1914;21.3237;9.7157;24.7276;8.5445;8.4513;15.1746;11.7317;25.0256
1;14.7224;11.9397;16.9536;10.5891;19.6281;9.3963;25.0324;8.5866;8.0012;15.4441;13.0404;23.9764
1;13.456;14.299;16.8048;11.1028;17.4804;8.9414;24.5966;8.1776;7.6864;15.3846;12.0072;23.6289
1;12.3341;12.4594;16.6866;12.7817;16.1675;8.8071;26.6664;8.8336;7.3655;15.3363;11.2352;25.4687
1;12.3512;12.0271;19.5168;12.335;15.4109;8.701;24.1849;7.911;6.888;15.9549;10.6825;26.3578
1;13.3871;11.8436;18.7312;11.9719;15.6714;8.9827;21.8805;8.499;6.7317;15.5131;12.0765;24.5533
1;13.7521;11.55;16.7283;12.6797;14.663;9.3738;22.0292;9.5558;6.6678;15.6786;11.7035;23.3586
1;12.4657;10.904;18.5825;13.6985;14.2052;9.6697;22.4859;10.8214;6.5577;15.7009;12.2266;25.1001
1;13.3388;10.1636;17.9245;12.5973;16.2601;9.9213;20.4292;10.7599;6.4275;15.9497;13.3705;26.4124
1;14.8443;9.6956;20.2916;12.5928;14.8051;10.2996;18.2836;9.5878;6.4606;15.6377;15.0722;27.7834
1;13.5143;9.8788;19.8702;12.0843;14.3602;10.7094;16.8179;9.6907;6.8646;15.5223;15.7562;26.8922
1;12.7806;9.7482;20.0018;12.7941;15.5925;10.0527;15.555;8.486;6.8392;15.7091;18.0117;28.7428
1;15.4535;9.7477;20.0632;12.1557;15.0676;10.4622;14.4789;9.0192;6.8116;15.2261;20.7692;30.903
1;14.6351;9.3363;18.4557;13.451;15.2438;10.0819;13.5414;8.6306;6.4849;15.5039;22.1555;28.2866
1;11.8119;9.2469;17.5736;14.8412;17.7792;9.4156;17.9409;8.6173;6.3759;15.9303;19.6935;28.9813
1;12.3317;9.2412;22.3169;14.9724;16.392;10.5427;19.8556;8.772;5.9255;16.0585;18.0894;30.2004
1;11.1988;8.9972;21.0151;14.0075;17.4716;11.0741;18.329;7.9002;5.8525;15.2823;19.9154;27.858
1;9.2427;9.056;20.0246;12.4484;19.1158;11.6824;17.0401;8.8565;6.8687;16.1011;18.958;27.1973
1;11.2264;9.3695;21.2832;11.8734;19.1451;12.1208;18.421;8.0339;6.5183;15.9187;18.7194;27.3817
1;11.8359;9.2157;20.0441;12.3745;20.049;10.6121;21.2076;8.4468;6.2477;15.9613;20.2266;27.9704
1;14.3977;9.0805;21.6264;12.8064;18.0423;10.783;20.1141;9.3148;5.839;15.6671;18.0954;27.0665
1;12.8468;9.1408;21.7158;12.4312;19.9768;10.7498;20.8573;9.4624;5.9674;15.8816;16.7481;28.8711
1;13.8361;9.4369;21.2649;14.2311;20.1267;10.162;17.6201;12.0212;5.5684;15.7629;15.3974;27.8383
1;15.0163;9.5279;23.6525;15.0705;18.1836;10.3522;20.827;10.0317;5.5233;16.0108;13.3929;30.7649
1;14.4752;9.5115;22.0783;15.1322;19.1062;12.1694;24.0168;10.0314;5.8725;15.9891;16.1066;33.3507
1;16.2742;9.2853;21.5577;14.8656;19.6115;13.1401;24.5572;9.0284;6.2167;16.141;17.0524;33.4813
1;14.3281;9.1794;23.9818;13.3318;21.4938;11.4931;21.5356;9.4496;6.0731;15.7095;17.2872;30.6244
1;16.7137;8.9592;23.5827;12.7658;21.4753;10.3799;22.8999;10.3635;5.8389;15.2674;21.5724;29.5721
1;16.6578;9.115;23.0391;13.6089;21.3529;9.37;24.8141;9.8152;5.7731;15.8485;23.6634;31.5686
1;16.8349;8.9646;23.6481;15.0001;20.8117;9.0112;26.3527;11.4631;5.7465;15.4807;21.9727;30.929
1;15.2223;9.1992;20.6865;15.2078;18.209;8.5847;26.0915;10.3176;6.6672;15.0597;21.0433;28.3076
1;14.1204;9.9004;18.7849;19.3452;18.9701;8.7914;23.6024;10.4925;6.7839;15.5395;18.9254;30.6151
1;15.1266;9.7532;18.7516;18.2611;20.779;9.5223;26.0102;9.6468;7.5322;15.4481;17.8446;28.1039
1;14.4852;9.5043;19.399;16.3484;23.6474;10.1713;27.8459;9.1895;8.6499;16.0757;17.0054;27.809
1;13.2729;10.203;20.2844;14.7968;25.1357;11.2772;28.1235;10.6962;7.8919;16.2139;16.0053;30.0435
1;16.1754;10.1145;18.2509;13.562;26.0825;10.356;24.9354;10.233;7.5947;16.1615;14.7643;32.4757
1;14.7526;9.6873;16.8257;12.6457;24.7107;11.1811;24.2332;10.0663;8.0186;16.4964;13.2151;30.3317
1;16.747;9.5071;17.9845;11.7988;25.4371;10.1204;24.0748;9.0986;7.6085;17.2253;12.8073;29.625
1;16.2102;9.8581;20.8207;11.1581;23.7451;10.3224;23.2317;10.0205;7.0829;16.4581;11.5384;29.4545
1;13.0316;11.5506;22.4371;10.5117;21.1488;10.6388;24.1142;9.7857;6.3218;16.4476;11.2336;31.3429
1;11.7234;11.2881;24.7623;11.7761;22.7861;9.7537;22.2613;11.0751;6.6758;16.8196;10.9014;29.7543
1;10.844;10.8177;22.1265;11.2958;22.8703;10.8056;25.7913;11.2625;6.428;17.3308;10.2174;26.5524
1;10.6565;12.4278;19.978;11.684;21.6639;11.8882;28.1013;9.9593;6.1757;17.8493;9.9352;23.2219
1;9.7774;12.2041;17.6745;11.7065;22.8236;11.3202;25.9031;10.123;6.8535;17.2254;9.063;21.836
1;11.4514;11.3422;15.6654;10.5122;20.4391;12.6014;27.9203;10.4261;6.8074;17.0994;9.3316;25.4767
1;10.3423;13.1402;17.4986;10.0327;21.3003;12.7644;28.7011;10.7035;6.5396;16.5277;9.2746;28.4156
1;9.5094;12.8264;15.4338;9.599;20.8855;11.7177;32.3705;9.924;6.1416;17.5579;8.652;27.7257
1;8.9863;11.9169;14.3952;8.7608;21.7825;12.7993;33.5922;10.093;6.2777;18.4587;8.7299;27.9988
1;8.1401;11.3608;16.0301;8.5245;21.6966;12.8956;33.4173;9.6724;7.2354;18.0674;8.4594;28.061
1;8.0347;10.8115;16.3374;8.3857;20.6337;12.8862;34.9662;9.3843;7.1345;18.3056;8.4602;25.6774
1;8.4201;9.8842;14.9044;7.9841;20.0743;13.0399;36.7424;9.4664;7.7253;18.0726;8.4746;25.3936
1;8.7294;9.9671;14.0233;7.3201;21.1041;11.6203;36.5577;8.755;7.1006;17.1873;8.0872;28.1587
1;7.7493;9.5581;16.2099;7.4562;20.2533;10.7938;35.0609;8.9684;7.4315;16.8472;8.2662;27.2804
1;7.8346;9.4868;16.4132;7.3302;20.7171;11.7299;36.3465;8.5977;8.0002;17.1636;8.1129;28.8703
1;7.256;9.8425;14.9381;6.7549;18.8465;10.2274;34.9987;10.4168;7.3916;16.3351;9.3283;26.7418
1;8.6053;10.2781;15.2753;8.6078;18.7229;11.245;33.6502;10.6292;7.7787;18.0457;10.2813;28.4163
1;12.5934;13.6246;19.138;9.687;17.6211;12.9779;37.2342;9.2718;9.9079;17.2412;9.241;29.1003
1;14.3782;16.6564;19.7085;9.7759;16.6234;14.105;33.3358;11.2662;13.3566;16.9586;9.3879;27.7575
1;13.9332;14.9721;17.3569;10.2816;18.9404;15.9059;32.8727;10.0149;12.4282;16.1718;10.804;26.7582
1;12.3232;13.2084;17.3061;10.0836;18.1272;13.8665;33.0747;10.4718;11.2313;16.2365;10.4756;24.29
1;11.0923;12.8036;18.6883;9.5523;19.1267;12.0977;35.1025;9.7237;10.4638;16.0062;10.7729;25.4532
1;8.5683;15.1259;16.8699;10.7733;18.8845;12.0705;34.8005;10.9885;8.8309;15.8824;10.8908;25.2357
1;8.1711;15.588;15.5298;10.571;22.1823;11.3379;38.2938;10.9112;8.4399;16.0369;9.382;26.5522
1;8.678;13.9017;16.5556;9.3919;27.5835;12.6472;37.3718;9.2534;9.2288;16.1015;10.5477;23.3633
1;9.4063;12.4288;17.0737;10.9371;30.2126;12.2625;32.7453;9.5924;9.95;15.4052;10.5253;26.2393
1;9.27;11.5114;20.1959;11.7722;33.6343;11.5842;34.6636;9.8542;9.1182;14.6352;10.3133;27.1568
1;9.0513;11.3655;21.2141;11.7629;29.0514;10.8837;31.9078;10.5533;8.9705;14.6374;13.3081;28.7319
1;8.1203;11.1806;21.3744;12.1773;26.0311;11.384;34.0926;9.8568;8.8059;14.9672;13.6974;28.7833
1;7.8608;10.6208;19.2528;12.9152;23.9162;10.3426;33.8687;9.3046;9.5807;14.8204;12.1743;27.5016
1;8.748;10.5391;18.505;11.5025;22.9548;9.654;32.4952;9.1635;9.0711;15.111;11.2786;26.2844
1;10.8083;10.1435;17.3192;10.6723;20.992;9.2777;33.231;9.6072;8.8322;14.6045;10.076;24.3962
1;10.2816;9.9516;15.2483;9.8348;21.0874;8.57;31.2495;10.6719;8.906;15.2633;9.9274;25.1872
1;10.395;9.9134;14.1857;9.4324;21.3752;9.776;29.1934;10.6642;8.7045;15.2399;10.5456;24.5879
1;11.0094;12.0956;15.5024;8.8633;18.9401;11.2024;26.5788;11.1264;7.7582;15.4247;9.8474;24.3363
1;10.3343;11.3791;14.0237;8.4268;19.4479;11.8112;28.5442;10.0176;9.0707;14.9146;9.5429;25.0057
1;9.7534;13.3584;13.3005;8.328;17.4554;11.0138;26.6283;10.2008;8.3038;15.2904;9.4222;24.8221
1;8.7554;13.2049;12.5289;7.8887;18.3618;10.3604;23.4667;13.034;7.6097;15.2743;8.9564;21.3792
1;8.1829;12.7078;11.8569;7.9627;17.2929;9.5266;21.4475;11.7216;7.1346;14.6658;8.6554;22.3117
1;7.9145;12.1823;14.81;7.5626;16.0184;9.381;19.2012;15.2622;7.9448;15.041;8.4543;24.5931
1;7.5282;11.2296;14.3418;7.5237;16.8872;10.1199;19.17;13.2626;7.7009;15.231;8.3231;27.082
1;7.1725;11.0207;13.9611;8.5808;15.727;9.5822;20.682;16.1639;6.684;16.2463;8.4197;25.5949
1;7.2071;10.8913;16.0419;9.3227;16.6957;9.0248;21.8424;15.2701;6.9009;16.2508;8.2887;27.3995
1;6.9404;11.3497;15.1723;9.1426;16.6699;8.5798;20.5501;14.356;6.6228;16.2254;7.974;25.4505
1;7.305;14.6703;13.8306;8.9869;20.3589;9.7215;18.9381;13.9605;6.1585;16.026;9.51;26.9726
1;7.6358;16.0729;12.5726;8.8866;18.9086;10.6561;21.6546;11.3736;6.2011;15.7513;9.4664;27.7455
1;8.1132;14.7968;11.7882;8.4015;19.4031;11.8964;24.9428;13.7767;5.7701;15.4246;9.0149;24.7746
1;7.3383;13.1746;10.8331;9.3738;16.679;14.7869;25.6504;12.9689;5.7351;15.7806;10.648;22.1146
1;8.0069;12.6184;10.4551;9.2113;16.211;14.8478;28.83;16.0889;6.2141;15.6299;9.8768;24.4657
1;7.1647;14.0657;11.7319;8.8976;17.958;15.2373;28.8896;13.8999;6.1168;16.0323;11.2858;25.5801
1;7.3596;12.9459;10.7378;11.0708;16.6312;13.7575;27.3895;12.9754;6.5862;16.4519;14.2741;23.638
1;6.5777;12.0418;10.2897;11.2778;15.6173;13.3113;26.5486;12.7651;7.5133;15.7018;15.4636;26.2878
1;6.7083;11.2634;9.5637;13.2438;16.0992;13.4462;25.3145;12.9124;7.3397;16.0819;14.8125;24.655
1;6.4315;11.1242;9.1143;13.6458;15.2069;12.6161;28.5144;17.4043;7.2095;15.5973;13.4981;26.3371
1;6.6068;10.8286;9.012;16.6308;15.7119;10.8453;30.1959;16.6982;9.0138;15.0612;12.5145;24.3856
1;6.2279;11.1709;8.5021;15.2017;15.0621;10.5508;30.8042;16.527;8.3733;15.3336;13.8717;24.081
1;6.7707;12.0389;8.6213;13.625;13.8685;10.5321;28.506;17.2082;7.9525;15.1085;15.0347;21.802
1;6.9136;11.5999;8.0573;13.3129;16.4611;10.6881;29.8239;16.6407;6.7602;15.6012;14.4973;21.5607
1;6.9914;10.5949;8.5009;11.7299;17.4608;10.7399;27.413;18.1459;7.2802;15.0723;13.1749;21.7879
1;7.0056;10.8502;8.2027;12.345;16.3422;11.0048;30.0152;16.3485;7.1425;14.6007;15.2054;20.3237
1;8.2715;10.1363;8.254;11.7139;16.6566;10.9239;31.2432;18.3215;7.2567;14.8255;13.1294;20.937
1;8.4571;9.6243;11.0098;10.7073;18.2875;9.9308;27.0581;17.6291;6.7848;14.2598;12.2974;21.4889
1;7.9259;9.657;11.5674;11.7738;17.8535;9.9903;27.006;17.3118;6.6157;14.7629;11.5331;20.0641
1;7.7943;9.3626;10.5738;11.1948;15.9927;10.8322;24.4608;14.7693;6.5111;14.4057;11.7554;21.9687
1;8.2868;9.2398;9.9255;12.21;14.9141;11.1838;24.9101;16.3182;6.1434;14.7111;13.5955;23.5607
1;7.5537;9.3658;9.614;13.2264;17.1999;10.2876;27.4129;15.6253;6.601;14.2094;11.1395;22.2431
1;8.1505;8.8794;9.0325;14.1177;16.1343;9.6908;27.8403;13.8451;6.8974;13.6384;13.6496;21.1958
1;8.1666;9.0296;8.6669;12.9224;16.2802;9.2198;27.929;13.0442;6.4658;13.9822;12.9383;21.9599
1;7.5973;8.6747;8.5184;12.0685;15.1055;10.0628;27.7976;10.9733;7.2956;13.6168;12.223;22.4459
1;7.5032;8.9509;8.067;11.6722;15.1565;12.0059;29.8103;11.3748;6.827;13.9125;11.2398;24.2255
1;8.3913;8.8849;8.3528;11.8849;16.1222;10.6225;28.0412;11.6364;6.5229;13.9077;10.4519;23.7048
