odour stim;16/11/2020 Female6;16/10/2020 Male8;17/11/2020 Male5;17/11/2020 Female11;18/11/2020 Female5;19/11/2020 Male3;19/11/2020 Female8;20/11/2020 Female2;20/11/2020 Male7;23/11/2020 Female3;23/11/2020 Male7;25/11/2020 Female3;16/02/2021 Female7
;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V;60V-30V
5;12.6091;6.8204;60.694;26.4417;36.8362;17.2122;21.3481;20.0155;23.3869;19.0601;24.7777;23.0157;11.6951
5;12.6994;7.7579;63.4198;32.8975;32.9515;16.5597;22.5445;20.3839;22.3376;18.7583;23.384;22.5802;12.2912
5;13.4424;7.268;62.1567;32.15;36.0575;16.6204;23.1991;20.0889;22.403;17.1944;20.6635;19.7871;11.2313
5;12.9801;6.4723;55.3047;27.4231;36.5151;15.6452;23.5445;20.6136;22.323;16.0741;20.8568;16.228;11.2761
5;12.2658;5.7621;53.3386;21.8726;33.6639;14.7636;21.666;20.6009;20.1594;16.1158;21.9159;15.7955;10.8454
5;12.0871;4.8873;47.2642;20.7469;32.585;13.6077;18.6141;20.4539;17.1674;15.3029;20.7622;14.7523;9.4438
5;12.3606;4.4917;40.6505;20.3503;34.2689;13.4014;16.869;19.8931;15.0506;13.6696;19.5351;14.29;8.148
5;12.3968;4.7582;36.4847;16.6029;33.0352;12.3049;18.2172;20.2284;14.4849;13.6544;19.4251;13.7676;7.7098
5;12.082;4.8038;35.5686;17.0168;32.139;12.1165;17.551;20.4069;13.3503;12.5896;19.5532;12.2147;7.7999
5;11.8408;5.4012;31.2012;15.7722;31.6714;12.2223;17.9615;19.8901;13.0623;11.739;17.6768;10.8378;7.8382
5;12.5678;5.5979;28.4326;17.2361;30.7053;11.3327;17.6054;20.1958;12.6939;10.9495;17.2392;9.9782;7.5233
5;11.7799;5.427;29.2243;17.4768;30.6134;11.1314;15.7735;17.9953;12.0861;11.6621;17.2065;9.2007;7.5933
5;10.8041;6.5304;33.1744;15.3809;30.0455;11.2547;16.8938;19.0174;11.8973;10.7035;16.4206;9.2776;6.8948
5;10.0993;7.8265;33.4122;15.1867;26.877;10.9942;16.8393;18.815;11.8465;9.8944;16.2302;8.698;6.2926
5;10.0447;8.1373;31.0513;13.9179;28.0987;11.3344;18.2842;19.1114;11.0666;9.264;16.8377;8.8089;6.0567
5;10.1469;8.4582;30.4121;14.2856;28.7757;10.7631;18.3627;18.5639;10.6367;9.45;17.8513;8.0665;5.1398
5;9.745;6.1762;31.5911;13.168;26.3171;10.7895;15.8216;18.9892;10.3442;9.9532;16.9572;8.2689;4.0974
5;8.8779;6.9351;34.3671;13.7299;22.0477;11.008;16.7861;18.063;9.8132;10.7911;17.6031;8.861;4.5426
5;9.0875;7.3276;35.2142;13.7956;23.3949;11.3888;16.5691;17.6369;8.4112;10.5716;17.6274;8.4479;5.4192
1;8.7072;7.7458;32.1445;17.0865;24.8739;11.6678;16.5011;18.4525;7.4409;10.7595;18.3086;7.7389;5.458
1;8.2131;6.995;33.307;17.0106;23.2504;11.1231;15.1282;16.9568;7.1688;10.7301;18.8271;8.1372;5.5571
1;7.5255;6.9985;32.9958;17.0723;23.4761;11.1909;14.5245;16.873;7.886;11.34;18.0303;7.3941;5.9279
1;7.3228;7.337;33.8798;16.1032;24.0293;11.2975;15.4329;16.8895;7.3322;12.3232;18.6665;7.8722;6.2013
1;7.1757;7.6992;32.4231;15.6438;23.9654;10.3772;14.9028;18.0802;6.6748;12.0269;19.8525;8.8682;6.4545
1;10.743;7.499;38.649;21.5849;26.5731;12.237;14.8393;18.2248;9.5011;14.6103;20.0599;12.4609;6.3949
1;12.993;8.1083;37.2695;27.218;26.9233;14.1371;15.4578;18.3596;11.1945;15.7891;21.97;15.9574;8.3514
1;13.9878;8.1728;43.4735;30.5072;26.707;14.1293;14.2859;18.1297;11.6764;15.9847;23.2133;15.7709;9.6529
1;14.0762;8.5682;50.5612;34.1084;28.7049;13.9277;16.4228;17.8814;9.8103;16.4392;24.087;14.7837;9.5678
1;14.3022;9.9786;51.4517;34.0768;29.5288;15.4293;16.6366;18.194;10.1992;16.5218;24.4116;17.0466;9.4379
1;13.9892;8.7937;45.306;33.5334;33.3717;14.7032;17.4638;17.7119;10.5831;17.5625;23.7913;19.0444;9.1183
1;12.9068;7.7742;45.2539;33.4178;32.9073;14.091;17.5497;17.6948;11.0613;18.3294;23.7268;20.1006;9.4128
1;13.5168;8.6095;47.2337;29.6731;31.1992;14.7159;17.0509;17.7791;11.7715;18.099;23.9626;19.7507;9.3172
1;12.1318;8.7654;49.4744;28.3865;29.5024;15.2935;16.6695;18.3833;15.2064;18.4112;23.7931;20.238;9.1258
1;11.4584;8.6542;44.5594;27.6949;28.3418;15.1858;15.4625;18.0288;17.5481;18.6649;23.3226;18.9831;9.6774
1;13.2204;8.6897;40.4602;25.9254;24.4688;15.8509;15.2657;19.4209;18.2126;19.0958;24.7425;18.9303;9.2354
1;12.8204;7.6957;34.1051;25.1797;25.6731;14.5347;16.3046;19.79;17.301;19.1096;25.0432;18.4452;8.347
1;12.1649;7.0848;30.2776;20.544;26.5192;14.0055;16.2346;20.825;17.1437;17.9043;22.5672;16.4065;7.392
1;11.3652;6.6066;32.0015;19.4992;25.9928;13.912;16.5878;20.6934;17.0699;16.5395;21.6331;14.1827;8.056
1;11.5209;7.4037;27.6519;16.2115;23.6292;12.9014;18.2001;19.4415;16.4983;16.1127;20.4329;13.3655;7.3334
1;11.4529;6.2122;23.2664;13.2175;22.4375;11.2494;20.7721;19.3834;16.8174;15.5665;20.2725;13.1476;6.1314
1;11.9072;5.8975;21.4178;15.3829;22.6617;10.8798;22.2974;17.1908;17.4904;14.7724;20.1046;11.7106;4.9367
1;11.5486;6.0138;22.8473;17.6784;21.6956;10.965;23.7526;16.9204;15.778;12.4739;18.3173;11.4605;5.3068
1;10.6533;5.8204;23.5888;19.6038;19.8533;11.1373;22.3529;16.4779;15.479;11.1429;18.9348;12.5695;5.9817
1;11.1481;5.5373;21.1229;18.6999;19.6121;10.8245;21.4416;16.6217;15.6945;10.1217;18.7411;12.1098;5.814
1;10.7516;6.2303;21.9722;14.5453;19.302;9.9377;22.2686;15.4258;15.9302;8.6989;16.9701;12.1058;5.5142
1;10.6447;5.8221;21.3284;15.6953;19.8684;9.6457;22.2914;13.3576;15.8043;8.3549;18.1024;11.2823;4.7847
1;11.1215;5.3808;18.9062;13.4609;18.2201;8.4447;22.6492;14.6688;14.616;9.2502;16.3308;10.9057;3.761
1;11.2079;5.0069;18.8906;13.5698;19.6275;7.1917;22.8799;13.1575;12.8364;9.3654;16.0642;9.0525;5.3041
1;10.6796;5.2732;19.4258;14.9215;19.6838;6.9416;22.2658;12.5034;11.436;11.6807;16.6145;7.9891;5.9741
1;9.7863;5.3995;22.3811;14.3913;22.2905;6.4375;21.7082;11.9958;11.2299;13.0888;16.3875;7.2663;6.215
1;9.9223;5.1828;21.1095;16.916;22.2066;6.034;21.0843;11.8146;10.5551;13.143;15.7977;7.088;5.1012
1;10.703;5.6127;21.1435;16.7963;23.6408;5.8194;20.4428;10.9763;9.5319;12.7863;15.3343;7.155;5.2717
1;10.7646;6.1363;19.8384;14.9112;20.4322;6.2229;18.9877;9.9;8.7083;11.4525;15.3625;6.8415;4.5425
1;10.2725;6.0175;17.8898;15.278;18.1552;6.0263;17.711;11.4763;9.0692;11.7468;15.1389;7.6419;3.7486
1;9.4142;6.3642;18.4641;13.6974;16.7261;5.4628;16.8517;11.5105;8.6091;12.5194;16.3969;7.8796;4.2352
1;10.4266;6.5838;18.3924;13.64;14.4218;5.4929;15.3544;12.3431;7.3928;11.3572;15.0081;7.6174;4.2056
1;10.7863;6.8996;22.1825;13.4925;21.915;5.9449;15.9224;11.4068;10.717;11.0713;15.6591;11.3946;5.0361
1;12.0904;7.676;25.1063;12.7587;27.2217;6.8727;17.0002;11.0612;16.7918;13.1041;15.8592;17.4324;6.2123
1;12.3666;7.543;33.1874;13.4858;29.2785;6.7182;15.2781;10.8935;19.8785;14.9638;17.191;18.0902;7.3473
1;11.2221;7.5416;38.2267;15.6032;29.2748;6.9156;14.6991;11.0035;21.8764;15.8042;17.8886;19.0472;6.8611
1;12.1022;7.374;48.6527;21.4657;28.8643;6.563;14.9862;9.5527;20.3077;16.3113;18.1021;18.8343;7.3432
1;11.6405;7.0736;52.4189;23.0198;25.659;6.8217;14.2799;10.2634;20.1232;16.2699;18.4143;18.0588;8.4549
1;10.9599;7.0291;51.6594;23.4466;27.1081;7.7276;14.0116;11.4838;19.6231;15.141;17.9567;17.7457;8.0531
1;10.3686;6.6068;51.1136;28.4903;27.6668;7.6465;12.6142;10.0041;17.6603;14.1922;16.404;17.6106;8.8011
1;11.0996;6.047;48.2118;29.2364;25.2345;7.4603;12.6123;9.938;16.8113;14.4893;17.3098;17.5847;8.1346
1;10.9611;5.3807;42.8503;26.429;22.5194;7.6073;13.7664;9.4405;15.5296;13.4118;18.3314;16.659;8.2506
1;11.7119;5.9374;42.335;21.7837;23.9399;6.7732;14.3555;8.8489;16.306;11.4521;18.0254;16.1891;7.488
1;12.2624;5.2706;43.6618;16.8913;20.3755;7.1624;17.6052;7.3286;14.9703;10.181;15.8619;14.2652;7.0085
1;10.8562;4.463;39.4882;17.0776;18.0832;7.4649;19.7956;6.6951;13.7975;11.3852;14.3077;12.5276;7.5347
1;10.6791;4.0932;35.9881;19.6127;16.1199;7.2394;17.8756;6.6386;13.7559;10.9847;14.1275;10.7241;7.7899
1;9.5225;4.545;34.2053;20.4538;14.3076;7.2463;18.433;9.476;12.7566;9.9308;14.2825;9.6676;7.5768
1;9.2983;3.8644;36.4914;15.9463;15.7538;8.1011;18.3626;11.3015;12.8572;8.5709;13.0824;10.4259;7.2371
1;9.6728;3.4247;32.9557;11.9865;16.3595;7.5033;18.7659;11.8285;12.6857;8.4267;12.0173;10.6394;7.3508
1;9.2003;3.4924;34.9881;9.6676;17.5444;8.1761;19.188;12.2574;12.5614;9.3209;13.0429;12.2199;6.5612
1;9.6756;2.8492;32.9825;8.5424;17.4268;8.0024;20.3026;12.5058;11.4605;8.6969;13.503;12.4519;5.2817
1;9.3285;2.28;34.1003;8.4119;17.5995;8.3139;19.99;13.8218;11.9833;9.9288;13.1956;11.7092;5.5412
1;9.1656;2.6182;32.7894;8.0271;17.0851;7.7328;19.3808;13.9749;11.7346;9.3376;12.4205;11.0959;5.8247
1;9.0837;2.3578;27.8491;7.862;19.576;8.3308;18.5187;14.318;11.8493;8.7289;13.4824;10.5862;4.8085
1;9.6679;2.2123;26.3529;7.6957;22.737;7.7258;19.0529;14.8247;12.206;9.7444;13.1964;10.4937;4.6068
1;9.9339;2.3571;27.7274;8.4742;22.7995;8.7809;21.2841;14.8789;11.9409;9.2086;15.5781;10.7955;5.2602
1;9.8915;2.2;32.2854;9.7646;20.1425;8.2188;20.6665;14.5907;12.7409;8.1998;15.4754;9.3481;4.7493
1;8.9995;2.1751;31.0412;8.515;20.1025;8.1885;20.3453;15.9955;14.2839;8.8614;14.5323;7.5947;3.767
1;8.8704;2.543;27.1997;7.9164;18.9112;8.3209;21.2102;15.3083;14.8717;9.4853;15.5573;6.6953;3.9295
1;8.3025;2.5183;28.2725;8.3184;15.0291;8.0056;20.6297;14.3409;12.7174;9.4384;15.0644;6.6437;4.2717
1;8.9895;2.8224;27.9586;7.7442;12.0541;7.4021;21.7671;13.3869;10.4528;8.8533;14.0197;6.1786;4.2752
1;8.3331;2.8711;24.844;8.0965;9.7124;7.8632;22.5691;13.5471;9.7913;8.9278;14.8438;6.7529;4.6621
1;7.6071;3.6413;20.7532;8.3801;8.9625;8.2805;22.1363;13.9347;10.4411;10.3062;15.8404;5.8748;4.0361
1;7.4642;2.8924;19.2043;7.3673;7.6606;7.3878;22.1;13.4754;10.1286;10.7857;15.8476;5.2905;4.193
1;9.5584;2.7018;17.5329;14.3395;6.4414;8.9981;22.5562;15.0118;10.0175;11.8595;17.0105;6.2603;5.0735
1;10.8411;2.7002;21.0558;19.8871;7.3701;10.3565;22.3227;18.2949;10.9758;13.9689;22.2038;6.6248;6.3412
1;12.0316;2.5154;20.6111;25.4667;7.1802;13.1243;19.0116;19.2937;14.6795;14.0771;23.1373;7.5055;5.8352
1;12.5468;2.6101;22.6703;28.1967;6.3047;13.3176;18.8717;19.4225;18.8714;14.0176;23.5289;7.0222;6.3614
1;12.4481;2.7483;27.7616;29.4712;5.5872;14.0219;22.4421;18.961;20.8058;13.629;24.6525;6.5692;6.6941
1;12.0998;2.5616;35.252;28.7657;7.2282;14.6591;23.9163;18.8873;18.9644;15.0224;23.3358;7.0841;7.6832
1;12.1774;2.5784;39.3633;29.0608;8.461;14.1887;22.1786;18.8317;16.4521;14.7845;23.193;7.2882;8.3447
1;12.265;2.2238;41.6048;28.4182;10.2994;15.3816;21.4788;20.8887;13.7798;15.0354;22.3051;6.5113;8.4645
1;11.0325;2.2938;44.0371;27.7039;9.7305;13.8735;21.3756;22.3556;11.326;15.0373;22.33;5.6548;8.5627
1;10.9501;2.7914;46.2975;29.456;8.6472;14.381;20.8434;22.564;13.5122;16.5704;23.5468;4.9214;8.8101
1;11.1196;2.7786;48.6838;28.5953;9.2702;14.2708;20.9111;22.7071;17.4883;16.0735;23.1446;5.801;8.6482
1;10.7771;3.1955;50.284;27.0727;8.6547;13.7509;20.244;22.0722;17.4052;14.565;22.2316;5.374;8.8681
1;9.9416;3.1952;49.4753;23.2159;7.5381;13.5807;19.2213;21.5383;16.1152;13.2355;20.8232;5.5447;9.2738
1;8.4525;3.9538;42.941;20.2443;6.5926;12.0467;19.4443;21.328;14.624;10.8997;22.2353;5.513;9.2293
1;7.6489;3.5913;35.872;16.7414;6.0124;11.3657;17.6751;20.8576;13.6269;9.3879;21.3564;5.5367;8.3451
1;7.5398;3.9451;33.6378;16.6774;7.937;11.5478;17.6978;19.5491;13.8174;8.1916;19.8674;5.2046;7.699
1;7.6426;3.0011;30.312;14.155;7.7159;11.3386;15.6722;20.1992;12.5926;8.4485;20.4219;5.2569;7.8597
1;7.5806;2.4063;29.4104;12.2334;7.6239;10.8291;15.0485;18.7464;12.6074;9.2928;18.5183;5.5098;6.7608
1;6.611;1.8291;30.6097;12.5184;8.0066;10.8401;16.5583;18.0485;11.0477;9.3987;16.1826;5.7267;6.8799
1;6.9421;2.0105;26.7781;15.5503;7.7819;9.7174;17.3818;16.8974;10.7084;10.0648;13.862;6.2396;7.3115
1;7.2974;2.6704;25.1767;14.2507;6.6469;9.2002;16.7904;15.0872;10.2332;10.712;13.8014;5.9591;7.0309
1;7.4722;2.6223;24.7751;16.7703;6.5795;9.2866;16.8656;15.6391;8.933;10.7669;12.7855;5.9967;7.3519
1;8.0069;2.798;21.7443;19.4109;7.4277;10.6144;17.5384;17.7756;8.4201;11.5964;12.5061;6.542;6.8513
1;7.9766;2.8798;18.5409;21.3611;6.3287;9.375;17.3616;17.976;8.4775;12.1014;10.4295;5.8689;6.3138
1;7.9619;2.7332;18.5475;22.969;6.296;8.9274;17.4753;18.6264;8.67;12.1751;10.4069;6.5952;6.3758
1;7.3082;3.5899;20.6954;24.1208;7.1927;8.205;18.2944;18.5891;7.9046;11.4245;10.5906;6.3141;5.6034
1;7.4293;3.5351;19.3791;21.6757;6.9773;8.8144;18.9604;18.2707;7.9579;11.3686;10.1741;5.1883;5.0306
1;6.9699;2.7124;19.2566;17.0686;6.9016;8.4749;19.2119;17.7717;7.2786;12.0877;10.0284;5.6205;5.0684
1;7.0325;2.73;16.3614;13.8722;6.9614;7.81;19.194;16.7785;7.3104;11.1003;10.7479;5.8122;5.7309
1;7.3397;2.587;17.014;14.9915;7.1479;7.3158;19.3948;16.6951;7.4211;10.9874;10.5779;6.1656;5.4163
1;8.0882;1.8789;14.3682;17.8411;7.1533;7.6861;17.2693;17.4239;7.3844;11.6634;8.7227;5.8936;5.4786
1;7.3119;1.9996;15.1628;18.2418;6.8637;7.4785;16.6343;17.4052;7.4609;12.0796;8.5798;6.2051;5.0018
1;7.6622;2.8052;18.152;17.8155;7.7244;9.4571;16.703;17.9171;8.4002;12.2948;9.7019;6.7327;5.6914
1;8.6836;3.789;26.1371;21.6729;7.1801;11.3776;17.6539;19.261;10.8953;14.9213;13.6049;8.9322;7.5697
1;8.2793;4.8756;31.4437;27.2204;7.9795;13.2416;19.4697;18.7598;13.1697;16.592;17.6621;10.5418;8.3452
1;8.3344;6.09;35.7979;26.8389;9.15;13.9079;20.1549;17.5862;14.2645;16.4177;18.4714;10.8274;8.0376
1;8.3357;6.2779;40.6057;25.4094;8.6336;13.1017;20.2983;19.3142;15.328;16.3221;20.4987;10.7379;7.5294
1;9.0971;6.8676;36.8138;24.0344;8.5712;14.6553;18.5072;21.7471;13.292;15.526;19.9911;10.7846;9.9221
1;9.4513;6.9476;38.1971;25.1235;9.9838;14.5961;18.0549;22.2373;15.3033;14.2973;19.1432;10.8029;10.0296
1;10.3801;6.782;39.2748;24.4611;10.159;14.5264;18.8758;22.256;17.4839;12.3699;17.8222;9.9553;11.7299
1;10.849;6.6277;35.6138;23.1288;10.8466;14.5045;18.8148;22.4091;16.3153;9.9622;16.8951;11.0213;12.3363
1;11.288;7.0392;31.8513;20.7644;11.0649;14.8209;17.5109;22.0962;16.8277;9.8723;16.0226;12.771;10.941
1;11.1483;7.5803;28.036;16.999;12.475;14.6223;18.2476;21.451;17.7596;8.4025;17.8911;12.1283;10.105
1;11.7244;7.0249;25.9172;16.1279;11.402;15.5303;19.2602;21.8147;17.2353;8.3686;17.7233;13.0195;8.5042
1;11.5546;6.6886;22.7927;14.7153;11.5982;14.2081;18.8381;21.5275;16.3407;9.8308;17.4664;12.8893;7.2367
1;11.0616;7.0756;22.4276;13.5429;10.9266;13.1146;17.0367;20.1612;16.403;10.0784;15.3066;12.5131;7.2775
1;10.7847;6.9407;23.5662;11.5153;10.6705;11.9763;16.4255;17.6865;15.4575;9.3415;15.0351;10.8424;7.1195
1;9.811;6.7611;21.3805;13.1316;10.6534;10.7479;16.0143;16.49;15.0358;8.4503;14.627;9.9111;6.8849
1;9.5047;7.5239;25.302;12.9684;11.4182;9.8498;15.7809;15.9464;13.047;7.5417;13.8569;10.7897;5.7963
1;9.4726;7.054;24.4436;12.3347;12.026;10.0086;14.6455;15.8761;11.8328;6.6431;11.9985;10.5855;4.2378
1;9.4101;6.8997;20.9982;10.0332;12.463;9.6358;13.4662;15.1928;10.9257;5.6741;11.9996;9.4595;4.0853
1;8.7954;6.9257;21.2347;9.5993;10.6007;9.2644;14.5883;14.4564;10.929;5.0314;11.7837;9.3539;4.3679
1;8.224;8.2255;20.6081;11.9459;12.4854;8.5453;15.6044;15.1897;11.9004;4.9526;12.9855;8.8496;4.0687
1;7.8907;7.3879;22.0819;11.5992;12.3564;7.6694;16.9932;14.4866;11.9076;4.9462;12.0866;6.9238;4.0266
1;7.823;7.3311;20.6612;11.4294;12.0341;7.6036;16.0454;15.3574;11.7562;5.9441;11.1574;8.1398;3.0515
1;6.8214;6.0768;18.1802;11.5891;13.3232;6.7539;15.3143;15.3809;10.6127;5.9305;10.1107;7.5803;3.701
1;6.7589;4.8603;14.582;12.0119;12.0738;6.3678;14.7028;15.3791;10.6458;5.3494;10.6337;6.7959;3.4746
1;6.3909;4.6889;13.7918;11.4391;11.7052;7.1672;13.4818;15.2776;11.4009;5.4905;10.2941;6.9682;3.2832
1;6.0917;5.0352;14.6619;10.3139;12.7915;7.1341;11.658;14.6165;11.3258;4.8789;9.8879;6.8789;3.7946
1;4.891;5.3147;16.2763;10.2496;11.9529;7.0706;12.5383;14.3952;10.8937;4.2671;10.1748;6.0173;4.2621
1;5.0334;5.7513;16.2721;11.0341;12.0716;6.9463;12.5854;14.2695;11.3604;5.0084;11.526;6.8046;4.2751
1;4.7033;5.8516;14.6005;10.2468;13.9969;6.2747;11.1038;13.9395;11.5326;4.5139;11.6517;6.6541;3.6379
1;4.3278;5.6881;16.2587;8.2451;14.6456;5.8962;11.0674;13.0646;12.0349;4.877;11.8637;6.27;3.5914
1;4.3731;5.796;17.0632;10.1848;13.3379;6.0357;10.1801;14.246;11.6993;5.1;11.4804;6.1031;4.3431
1;5.567;6.1072;14.3841;15.8088;13.4054;5.934;12.0739;14.947;10.4635;6.0023;12.4413;6.2978;4.7667
1;5.1524;5.8402;16.4263;20.7555;12.2768;7.8673;13.54;16.3797;11.9276;5.6006;17.6693;9.9444;5.2715
1;5.7427;5.7666;16.0567;23.8048;12.4972;8.7585;15.3242;16.3966;15.3728;5.8775;22.8196;14.9542;7.7398
1;8.1888;5.5411;13.708;20.2143;13.3401;9.585;13.076;15.5385;17.3697;6.2986;24.6312;17.2634;7.7391
1;9.2604;5.6983;15.0014;19.4202;14.9521;10.5548;10.4172;15.6888;20.4103;6.9387;24.565;18.6865;8.0849
1;9.7277;6.429;14.7972;23.6953;13.7701;11.11;8.9471;15.2991;22.046;6.6912;25.0476;18.9957;9.1392
1;10.9491;6.8688;15.7798;26.9083;14.4151;11.3935;10.7224;16.0889;21.5594;6.6377;23.0522;19.3169;8.6658
1;11.2743;6.9332;15.7867;25.5877;15.4661;11.9558;11.978;15.7571;19.495;7.2313;23.3482;18.5851;9.1725
1;12.6219;6.9376;15.886;25.2422;16.6572;11.663;17.4598;15.8651;16.2076;7.7716;22.718;19.7843;8.9955
1;12.906;6.4025;13.4436;24.8001;15.9937;11.1308;17.9899;16.2373;13.9385;8.1341;22.0598;21.7856;8.3463
1;12.6679;5.2672;12.3767;20.4635;19.6935;10.4384;17.9331;16.7388;16.5005;9.0134;23.0902;21.8017;8.5468
1;11.7902;5.4068;14.4527;16.083;24.8373;10.7471;15.871;16.436;17.1745;10.0451;22.1237;18.0276;7.4053
1;11.3358;5.1247;15.7568;12.5237;27.7841;10.0629;16.7078;15.3469;16.8541;9.7639;21.8784;14.7976;7.5131
1;11.4684;5.5189;15.3492;11.016;27.0876;9.6096;16.6949;15.1127;16.5722;9.9705;22.3507;10.6387;7.5457
1;11.0471;5.9136;12.8715;9.8166;25.8814;8.7461;15.7997;15.496;16.8483;9.7964;21.5945;8.9457;7.5564
1;10.7996;5.9456;12.0363;8.5676;24.2231;8.4119;17.4761;15.8125;17.1042;9.9809;21.1355;7.9718;5.7949
1;10.6727;5.9776;13.0659;9.0455;22.7182;8.4767;18.3562;16.0221;16.6589;10.5848;20.4548;8.1924;5.0554
1;11.6149;5.4765;13.0471;7.7175;22.7383;7.9132;18.7313;15.6113;15.7786;10.3798;20.6801;6.6397;4.5195
1;12.1122;5.0675;13.9126;8.6295;24.0571;7.573;17.0722;15.0434;15.9773;8.8945;21.1961;7.3795;4.3974
1;13.0301;4.9572;13.6209;10.3473;23.7624;7.8712;16.134;16.0411;16.0103;8.7388;21.0453;7.379;4.4728
1;12.7732;4.6668;13.5302;10.3552;26.1921;7.279;21.031;15.229;14.3678;9.2302;21.3786;6.3031;4.1976
1;12.5208;4.5434;14.2443;9.7871;26.6273;8.2459;23.5127;15.4787;12.4093;8.3216;19.7046;7.0774;4.5
1;12.5601;4.663;13.5943;11.0697;27.9013;8.1483;24.279;13.8997;11.5749;8.7788;17.9519;6.5237;5.4718
1;11.8952;4.4755;14.7054;10.8352;28.5026;8.3753;22.7333;13.7492;11.0306;8.4027;16.8288;7.1687;5.7513
1;11.1757;3.9031;14.9756;10.1455;30.0355;7.9108;21.5223;14.0033;10.854;8.8634;16.4702;6.8532;5.3028
1;10.8481;3.2185;11.8913;9.9483;30.105;7.58;18.9521;13.7456;11.5247;9.1908;16.5786;7.3435;4.6095
1;10.3333;2.9546;10.4618;8.7055;30.5672;7.1662;15.8241;13.4402;11.0539;8.9016;14.9967;6.9189;5.2731
1;10.4313;3.0705;14.0621;9.1549;28.0974;7.6961;14.9707;12.8554;9.514;8.998;13.8056;6.5142;5.91
1;9.817;2.8061;16.4879;9.0677;29.1877;8.5274;15.1938;12.4835;9.4491;9.4244;13.3914;6.3879;5.6223
1;9.8176;2.8345;13.4774;8.6692;29.5984;8.7186;15.4567;12.7945;8.8035;9.0508;14.4718;6.642;6.1781
1;9.9642;2.4095;11.2049;8.1064;28.1101;8.0231;15.723;12.9808;9.1036;7.6423;14.2162;6.5546;4.7015
1;8.4892;2.8221;13.5645;8.0796;27.7711;8.09;13.7784;12.2865;10.2498;8.7632;15.9632;6.6846;4.9665
1;8.8407;3.3022;13.3346;10.5178;29.8583;7.6887;14.5616;12.9149;10.5663;8.9962;16.3923;6.2486;5.1877
1;10.6426;4.4636;13.6686;15.7365;31.5326;8.0871;15.5415;16.2845;10.8164;9.6716;19.7435;7.4073;6.0936
1;11.4339;5.5083;12.5664;19.6998;33.9666;8.8239;18.487;18.4204;10.4129;10.1459;20.5959;8.1268;6.8632
1;12.0012;6.1956;12.6321;19.9857;35.4739;6.6002;17.8065;19.9456;12.0815;11.3667;21.4627;7.9015;6.8513
1;11.642;5.8833;11.3556;21.5076;35.3163;7.4058;14.3533;19.3935;13.9413;13.3452;21.2719;7.6341;8.2994
1;11.732;6.5106;11.1439;22.908;35.2475;9.7452;13.4607;18.6154;16.5094;14.9631;21.3523;7.859;7.8695
1;11.5416;6.739;12.0273;23.6969;31.2897;11.026;14.4814;18.1009;17.8787;17.3753;22.2683;6.4691;7.5592
1;11.6948;6.7722;12.5061;23.4688;33.6021;10.6285;16.0175;18.2798;19.3395;17.7997;21.2829;6.1436;7.7553
1;11.7354;6.5713;14.5608;21.3685;33.3577;10.852;18.3717;19.0539;19.1749;18.0417;21.9669;6.3326;7.5852
1;11.7041;7.0821;12.915;17.6966;34.6858;9.9137;19.2268;21.138;20.4446;18.4697;22.6945;6.6844;8.3382
1;12.1021;7.0736;13.0911;16.2006;35.6789;9.7991;19.4448;21.9705;22.2991;19.3131;23.399;6.7092;8.3695
1;10.9018;7.6612;13.2748;17.2127;34.3335;10.2069;21.3108;21.5112;21.7347;19.6837;22.1073;6.5201;8.6448
1;10.5272;7.4542;12.7981;16.2572;31.9871;10.0002;21.6434;20.5721;21.4303;19.3099;21.3823;6.5721;7.5878
1;10.3607;7.4762;9.7924;12.8892;26.7554;10.253;20.6811;18.8594;21.4686;19.373;20.4676;6.4882;6.3146
1;9.4248;7.3877;12.6498;12.3824;23.2376;8.7082;19.7366;19.5165;19.976;18.1639;20.7941;6.966;7.0145
1;8.5403;7.0539;13.1156;10.8115;19.9636;8.6752;17.7607;18.7484;18.5452;16.0347;19.5409;6.6221;7.2495
1;7.3317;7.0086;14.0459;10.3445;19.9008;8.3692;17.8269;19.245;16.4865;13.3845;18.528;6.7833;6.9614
1;7.1225;8.1339;13.4447;12.3305;19.4911;7.7936;18.0796;18.2666;14.8851;12.9863;19.2708;6.149;7.2326
1;6.9121;7.9228;12.112;10.6335;19.8483;8.5237;18.5743;18.7736;13.0307;12.9447;19.5293;6.1033;6.8451
1;5.7773;7.486;13.8831;13.9897;21.977;8.2194;17.8068;18.3235;10.8153;13.0464;18.2565;6.074;7.3738
1;6.9566;7.2688;12.7496;13.2795;20.2163;7.9025;18.4329;18.0433;9.0383;13.216;17.9981;5.7804;6.6338
1;7.3298;6.6127;11.8427;10.8141;19.0938;8.1636;17.6522;17.5164;8.6685;13.7968;18.0657;5.3657;5.1958
1;7.0499;5.7676;13.0531;10.5623;16.5085;8.4456;17.0649;16.7803;8.1273;12.4507;17.1975;5.3485;5.6745
1;5.5747;5.57;13.3502;11.7525;16.9297;8.1829;16.5954;16.8728;8.2883;11.9361;17.8834;6.1217;6.6675
1;5.7183;5.7886;14.4337;12.7511;18.7396;8.354;15.1808;15.628;7.738;11.7766;18.0012;5.9983;6.8359
