odour stim;16/11/2020 Female3;17/11/2020 Female3;17/11/2020 Female8;17/11/2020 Male13;18/11/2020 Male2;18/11/2020 Male7;19/11/2020 Unknown6;20/11/2020 Male4;20/11/2020 Male10;23/11/2020 Female6;23/11/2020 Female10;23/11/2020 Male11;16/02/2021 Female5
;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V
1;4.7317;15.9991;9.313;15.5157;27.9011;8.4945;16.5946;14.1825;20.7942;12.7533;7.0026;21.5484;9.2855
1;5.2449;16.6435;11.7797;15.1783;29.8877;11.7265;17.2318;15.3026;20.485;13.0396;7.5271;22.3296;10.7526
1;4.7433;17.1436;10.0836;15.0591;30.7248;13.063;15.202;15.235;20.7613;13.2849;7.8363;21.5401;10.6431
1;4.7207;17.2062;10.9318;14.5585;32.0745;12.2887;14.0964;16.6332;20.5269;13.2936;7.5904;20.7635;10.5806
1;4.9389;17.3732;11.144;14.3413;30.7086;13.1701;14.627;17.0792;20.6362;12.9672;7.5599;18.2102;10.172
1;4.3529;19.2352;10.1556;13.1814;31.6933;14.2426;13.134;16.77;20.3871;13.4708;7.0209;18.778;10.6106
1;4.8137;19.2256;10.8397;13.7599;31.092;13.879;13.8853;17.1864;19.4808;12.7628;6.8957;17.7629;10.3871
1;5.2943;19.3064;10.9471;14.6548;30.2288;13.1815;12.9794;17.3474;20.1865;12.9979;6.6648;16.8778;10.3546
1;4.9322;18.457;7.5413;16.1971;30.6536;13.4483;15.1912;15.583;21.9038;13.1643;6.939;15.873;11.2653
1;5.0437;18.8562;8.2624;16.4673;33.8255;12.7213;14.6419;15.2215;23.453;13.059;6.6614;16.9853;11.1511
1;4.9201;17.226;12.5055;15.1331;36.0079;12.8386;17.2017;14.7497;24.1506;13.1711;7.1259;19.6194;12.8948
1;4.4754;17.6647;11.8586;15.1901;35.7517;12.0427;17.9781;17.2452;24.6219;12.9117;6.8302;18.9431;13.2139
1;3.8505;17.6153;11.9616;15.3719;34.0946;11.6281;22.058;15.844;24.7876;12.5447;7.6603;18.8139;13.9367
1;4.1146;15.8126;11.3853;15.242;33.1503;12.2551;24.2517;16.9988;25.2609;12.3911;8.2828;16.6132;13.2549
1;4.5498;15.7868;11.8008;14.6668;34.0599;13.3627;29.6524;18.2512;24.7202;12.1645;9.7478;16.9634;15.0293
1;4.0677;14.4207;11.5573;15.5095;31.1992;14.5951;33.0667;15.9232;23.669;13.6319;8.2891;16.186;14.3522
1;3.721;15.6081;12.8669;13.5577;33.0941;13.8915;32.6525;13.8628;23.3176;13.6522;7.5685;17.814;13.7396
1;4.8978;16.9513;12.0504;12.5036;32.244;11.6005;30.6189;13.6728;23.7625;14.0559;6.3263;18.5675;13.7021
1;6.1379;17.484;11.3646;11.9295;31.1978;11.2314;30.7434;11.5625;23.1882;12.1835;7.1747;18.2482;13.3759
1;6.8513;18.1747;10.9368;12.3774;30.3015;11.5017;30.2822;12.6079;22.4781;12.6337;6.439;19.8412;12.5978
1;6.3874;17.5939;10.8085;11.7361;30.301;11.7111;29.4197;13.3516;22.2563;12.9644;6.8302;21.1578;12.5132
1;8.0799;17.1908;10.3316;11.7006;28.0686;11.4665;27.8104;15.1747;21.9712;13.9419;7.2982;22.3172;12.7771
1;8.9794;18.1757;10.9989;12.2063;26.4577;12.0575;28.278;17.5337;20.3459;13.591;7.4151;18.9967;12.0354
1;10.0293;18.7622;11.5014;12.1347;26.0711;11.8015;27.1278;18.6756;20.57;13.0625;7.648;18.6619;10.7948
1;10.8557;19.231;11.213;12.8138;26.9921;10.6692;25.9424;16.5212;20.0817;13.014;7.5765;18.5324;10.1189
1;11.4574;18.7712;10.2757;13.2435;25.558;11.9099;24.9572;16.4237;19.6921;12.2015;7.3666;22.9689;9.663
1;11.3148;19.185;11.0311;13.7364;29.1576;9.9407;27.3778;16.1954;19.1684;13.3057;7.644;26.0086;7.8992
1;10.1972;21.3502;9.8079;14.4522;26.9965;10.2301;29.06;15.0333;18.8938;13.93;7.504;31.5414;7.124
1;11.0793;21.1524;9.9819;13.1784;27.1922;11.5562;30.8651;13.7081;18.9469;13.3152;7.7761;31.0273;6.6219
1;11.295;20.94;9.6899;12.2767;26.4667;12.2784;30.6447;13.6428;18.4751;13.7056;8.3479;30.626;7.88
1;9.9024;20.7442;7.7614;10.603;27.0764;13.5419;28.7138;13.7356;19.2972;14.232;7.7337;30.673;7.615
1;8.4956;20.3534;9.3993;9.3861;27.5455;12.5757;26.5271;12.3847;19.6448;13.5033;8.0848;31.7962;8.0617
1;9.397;20.6258;8.6868;9.2803;29.8937;13.776;25.5906;10.5508;18.6744;14.0828;7.9796;33.5022;7.4742
1;10.5161;18.9479;9.5702;8.3074;28.9853;13.6581;25.7873;9.0926;18.8675;14.5899;7.8984;34.2371;7.8648
1;11.3036;17.7984;10.0057;9.1791;26.9195;13.2073;23.095;9.4547;18.6042;13.8775;6.9796;35.8849;7.7201
1;10.9163;20.0087;10.7965;9.0428;23.8146;12.5453;21.7558;9.5781;18.4912;14.2366;7.0044;33.4875;7.0605
1;11.3682;21.1616;7.1969;8.9562;25.348;11.4064;22.2758;9.1428;18.4849;14.7309;6.474;31.6433;6.6386
1;11.7973;21.3365;9.015;9.0067;24.3996;12.3002;21.1875;9.061;18.0102;13.4158;6.8454;30.7907;6.6561
1;12.35;21.0489;11.1173;8.126;25.4989;12.2435;19.302;8.3413;17.9557;13.891;6.8575;30.6589;6.644
1;12.0858;21.4667;11.2721;7.9256;21.8461;10.7632;17.5438;8.8408;17.8142;14.0311;6.9796;31.3593;6.2912
1;12.9102;21.751;11.1829;10.3939;25.8488;10.6575;15.8072;9.2927;19.2732;13.8222;6.0088;29.836;5.4799
1;13.0561;21.821;12.2945;13.8451;25.6903;9.2883;16.1318;10.4933;21.8953;15.3963;6.3216;31.0232;6.048
1;14.1337;22.2445;11.6816;13.4;23.082;10.363;14.7646;10.9879;24.0793;15.0476;6.4074;30.4694;7.8703
1;13.36;22.4267;11.9615;12.6226;22.4696;11.6194;14.9104;11.1964;24.7519;15.155;6.7651;30.1499;8.7797
1;13.4994;24.1795;12.2536;11.2701;23.5623;13.6885;14.438;10.9885;25.0461;13.4097;7.002;29.575;9.6973
1;13.5226;24.9687;11.053;10.4309;22.6978;14.5919;13.9706;10.3016;25.2047;13.9698;6.4679;29.5981;12.0193
1;12.2349;25.4544;11.0474;10.3001;20.856;14.3488;14.6685;9.7246;24.8395;15.3958;7.2852;33.7216;11.5331
1;11.1463;23.3282;10.9914;11.8987;21.0141;14.1839;15.8821;10.5118;23.665;15.6171;7.2925;36.4824;11.6056
1;11.5525;22.4693;10.6213;10.6397;18.2952;14.5694;17.2119;8.8354;23.4288;15.0657;7.3362;38.8493;12.8292
1;12.184;24.561;10.4167;9.9561;21.7128;12.9776;17.9216;9.431;22.9851;13.309;7.7373;41.0399;12.7397
1;12.5422;26.0917;9.323;9.7683;20.3098;11.2084;17.5074;9.375;22.7166;13.8226;7.7175;40.3538;13.1127
1;12.2026;26.1315;9.745;10.2039;20.658;11.1803;21.4259;10.0617;21.6837;14.5358;7.469;36.8291;13.0364
1;12.8086;25.564;9.2405;11.0567;20.6041;11.114;22.9998;9.9052;21.1493;15.2387;7.3301;36.6538;13.6844
1;12.5044;24.5776;7.4958;12.0261;21.7413;12.0793;23.96;10.0518;21.2838;14.3953;6.7054;32.8292;11.4732
1;12.1242;22.9838;8.2434;11.6503;22.7408;13.6884;23.9374;9.5627;21.8012;14.9553;7.4802;32.1275;11.1432
1;10.0813;22.729;10.0114;12.6731;25.5039;14.4887;24.1512;10.5504;21.5676;13.9652;6.7186;29.2879;12.7614
1;8.9205;21.9178;9.0755;13.0554;24.569;14.8975;24.245;8.4085;21.5694;13.4796;6.5577;28.2016;12.3453
1;7.3877;21.4706;9.0211;14.1987;27.6152;14.3794;24.508;9.8157;20.432;14.2496;6.6383;29.8817;13.3487
1;7.6555;20.6856;9.9778;13.9438;31.7949;13.6015;25.7567;9.9283;19.6596;15.3951;6.9908;29.4545;13.4207
1;7.9431;20.8006;9.8493;13.4688;31.4832;14.8289;24.9683;10.6045;19.7491;15.6727;6.1886;28.5224;13.1406
1;8.1415;21.813;10.7542;13.3724;31.4775;13.5935;21.9595;10.5494;19.5478;14.4761;5.447;29.1706;13.2345
1;8.0516;21.0644;10.9024;13.296;29.9391;12.6056;19.4321;11.1447;19.1811;14.9335;6.295;30.9551;13.4291
1;7.5111;22.4388;7.4556;13.748;30.5543;12.7608;17.5152;10.0264;18.8079;14.4742;6.2067;29.6603;13.674
1;8.1166;22.8647;9.3381;14.2297;29.6003;12.7462;18.9812;10.7307;18.5204;14.4292;6.2927;29.7627;12.0736
1;8.6998;22.8315;10.4686;13.8839;29.7731;14.0876;18.925;8.8315;18.5387;15.2529;5.7828;28.4891;11.8804
1;9.0663;22.9737;10.7485;11.8383;27.8012;12.3555;19.6434;11.8721;18.2123;15.9141;6.9197;25.3028;12.5724
1;9.0169;22.2019;10.8271;10.8438;28.5377;11.1161;18.4295;10.8234;18.0824;16.4585;6.9596;23.5105;12.9722
1;9.582;23.1675;10.6043;9.9864;30.0594;10.6892;15.8278;11.578;17.6782;15.6614;6.4549;22.2333;12.3857
1;10.4711;23.9553;11.4081;10.2332;27.6401;9.9987;15.3107;10.3771;17.6873;16.0818;6.0869;19.3466;12.8763
1;10.7608;24.499;10.2279;10.6336;25.4856;10.6818;14.057;13.2372;17.8348;15.607;6.7264;18.0226;13.3591
1;10.6048;23.9601;10.9821;9.6828;24.3186;11.0765;13.7958;9.8977;16.8694;14.9302;7.9978;20.6759;15.247
1;10.2361;24.2824;10.9929;8.8122;27.5425;10.2728;13.3455;10.098;16.8482;15.8923;8.1044;20.3643;15.6437
1;10.0403;26.0784;10.5753;9.7641;26.3899;11.3689;13.1233;9.8941;17.3797;15.1162;7.8735;19.0363;17.9539
1;9.8512;25.2402;10.9248;9.8832;29.1983;12.6514;13.9759;13.5984;19.4391;15.4587;7.1354;18.0875;18.6592
1;10.5795;24.9536;9.9894;9.2175;27.9996;13.1499;13.5192;8.2969;21.5403;14.5506;7.2513;18.14;18.8091
1;10.5403;24.5149;9.6694;9.065;31.3015;11.1995;11.0879;8.8412;22.4799;13.6793;6.8569;20.1965;18.8193
1;8.9461;25.3331;9.2005;9.6603;31.4832;12.5632;11.759;9.3358;21.7001;13.4757;6.2763;21.3115;19.8925
1;8.8962;27.3616;8.8518;9.4013;29.4583;11.3267;12.4447;12.7102;20.1576;14.2298;5.9786;21.0808;19.8235
1;11.072;28.1958;11.3975;10.1139;27.5927;10.9159;11.2168;10.9691;18.6442;13.7273;5.6824;21.6241;19.3861
1;11.5698;29.2145;10.9481;10.4827;25.7429;10.3991;10.6505;13.0397;18.7925;13.7769;6.1081;22.1775;20.4931
1;12.2993;27.8663;11.3786;10.0854;23.407;9.4392;10.6795;12.4586;18.2339;13.7677;5.7054;21.8524;19.7407
1;12.5574;26.5386;10.1006;9.9614;19.1607;9.8567;12.1848;16.6247;17.9619;14.1877;5.8235;25.0708;19.7263
1;12.2826;24.949;12.1122;10.1151;17.066;10.3425;12.6363;18.6784;17.6481;14.548;5.9269;24.648;20.5233
1;12.1385;24.7204;12.9395;10.3199;14.8582;11.1318;11.5637;20.4866;17.9241;14.1785;7.1445;23.1646;19.8635
1;11.7883;24.3926;12.5923;9.6704;17.0851;10.7612;11.0618;20.0959;17.8086;13.2811;7.2751;21.8543;18.4976
1;11.4327;24.3163;11.9717;10.789;17.0149;10.8039;11.0927;19.6017;18.0121;14.3908;8.1722;23.1212;18.0026
1;10.5231;22.4992;12.8356;9.8051;16.3432;10.9602;12.3163;16.1137;17.7794;14.6069;7.5671;23.2087;19.632
1;9.0171;22.4275;11.9364;10.9052;13.9282;11.2859;12.9231;20.3813;17.7863;14.8905;7.2181;22.1213;18.8972
1;7.5896;22.8599;8.1843;10.4689;13.1142;9.9938;12.5561;20.7889;17.9086;14.7437;7.1308;23.7576;18.9915
1;8.0985;22.6277;11.7006;10.3426;12.6433;7.8004;12.5095;22.4841;17.0332;14.955;6.7911;24.4012;18.4307
1;8.9999;21.3931;11.963;10.769;12.9545;6.5131;11.7016;21.0816;16.7495;14.6769;7.7202;24.4402;18.4146
1;9.1213;21.0011;10.6172;10.4151;15.3058;5.5989;10.9321;21.7167;16.3113;13.9432;7.9587;23.9466;18.2997
1;8.5282;20.4694;10.985;10.1019;12.2646;6.882;11.3636;17.9058;16.7647;15.3994;8.0737;24.7182;17.2393
1;8.4179;20.6366;10.9883;11.1628;12.6006;8.0808;11.9944;15.3153;16.9377;14.6939;7.8302;26.8741;18.1608
1;9.4648;20.3744;11.5533;11.1954;13.2776;9.18;12.4896;14.2909;17.0328;14.4718;7.5523;26.5271;18.5118
1;10.504;21.5868;10.2826;10.9287;11.8837;9.2698;12.8165;16.6916;16.8255;15.3375;7.8438;27.35;18.6067
1;9.4162;21.143;9.781;10.3681;12.6338;9.5683;11.5079;17.6362;16.8749;14.4892;6.8387;24.7206;16.6378
1;9.8704;19.549;9.8418;10.3899;12.5332;9.527;11.725;17.7654;16.8791;15.0322;6.9479;23.992;16.6433
1;10.7129;19.9487;10.1695;9.9616;14.7095;9.8276;11.7546;18.8829;16.4911;15.1873;7.2115;25.4386;15.5955
1;11.399;20.0397;10.1002;9.9318;13.5183;10.0416;10.6491;18.833;16.9936;13.9307;7.6113;24.4042;15.4646
1;11.2548;18.8972;10.3722;10.2119;13.234;9.8935;10.7195;18.2803;17.5755;14.2125;7.9615;23.9353;15.1932
1;10.5472;18.2035;10.3465;10.1219;13.2009;11.797;10.3913;15.5714;17.2165;14.8209;6.8729;20.2787;15.7357
1;9.165;17.4859;9.8088;10.1545;12.6041;10.9234;10.7468;17.3985;16.9914;14.6346;6.3268;20.4909;15.1335
1;9.0882;17.68;10.9141;10.5682;13.5172;10.5482;12.4764;17.2565;17.3712;14.9883;7.0645;20.936;14.7843
1;9.9729;18.1721;12.0469;11.6716;13.6072;10.7163;13.2061;17.1092;17.9413;15.6272;6.6749;19.7377;14.8076
1;11.0777;18.6276;12.153;12.109;13.6648;11.8557;14.6921;16.4031;18.9496;16.1573;7.6879;18.1228;13.8306
1;11.1236;17.1778;11.769;11.3477;14.5691;13.1032;14.147;18.3218;21.1973;15.0049;8.1309;18.0161;13.6267
1;10.1743;16.4845;10.7864;9.7464;13.6115;12.8897;13.1219;15.5954;21.651;15.5457;8.9567;18.7737;13.9481
1;9.4453;17.0148;10.0176;9.3903;13.6612;11.3528;12.3223;14.2542;21.5757;15.5344;8.3921;19.8202;13.3078
1;9.3351;17.9661;11.2457;8.6615;15.1004;9.8047;13.336;14.3461;22.1684;15.4462;7.4128;20.711;12.1965
1;9.6672;19.4508;11.2952;8.4773;16.7986;10.0864;16.8012;16.7682;22.0314;15.491;6.7838;20.6607;12.7435
1;9.5661;18.0041;11.8087;7.8242;15.7034;10.1754;19.0876;13.4804;22.7561;15.3448;7.1405;19.9298;11.5149
1;10.3782;18.9884;10.8801;8.1124;14.6361;9.8954;19.5637;16.7564;21.7543;14.5781;6.5641;21.4727;11.457
1;10.484;20.0654;10.5524;8.3702;14.6763;8.342;19.3752;13.6024;22.6465;15.123;6.1194;23.005;12.2169
1;9.5169;20.7117;10.3035;8.3673;13.1627;8.1472;19.0484;14.9464;21.8983;14.5443;5.7629;23.8869;13.2312
1;8.8757;20.7994;10.6717;7.677;13.6672;10.6136;21.0393;13.5961;21.5081;15.6615;5.8917;22.5869;11.3732
1;7.2188;18.8258;11.1001;6.9178;13.1871;10.407;24.0111;15.7377;21.8277;16.2033;5.5229;26.3082;10.3781
1;6.334;19.9092;11.7888;6.9359;13.4552;11.1598;27.1624;15.6733;21.8255;15.5503;5.5764;23.8378;11.5293
1;7.1057;21.1822;13.1425;7.024;14.8119;11.7805;27.9543;16.8334;22.0774;15.4963;5.5691;22.5264;11.5996
1;6.7403;21.316;11.9017;7.0852;12.8532;10.9801;26.5469;15.0952;22.0587;14.5069;5.4416;23.0482;11.2691
1;6.4176;21.2731;11.6958;8.347;13.1759;9.7617;26.2819;18.2202;22.2512;13.9924;5.8618;23.6936;9.8113
1;5.7508;21.2237;11.2447;9.0996;11.4544;9.8165;25.9523;16.0403;21.5255;16.0317;5.7538;26.8485;10.0412
1;6.5732;21.979;11.9218;8.4969;10.8469;10.2475;24.154;18.1842;21.3508;19.7045;6.0608;26.3529;9.6752
1;6.4819;23.2452;11.9195;9.7047;13.839;10.1053;23.5636;17.7406;21.2877;23.7117;6.5494;26.8955;10.8595
1;7.8596;24.7251;11.2037;9.5522;15.3986;8.3661;24.1598;17.8679;21.4804;22.5126;6.9234;29.2688;9.4395
1;8.5289;24.4409;10.7657;10.3813;16.0359;8.8361;23.9016;15.7745;21.8352;21.2109;7.4133;28.9609;8.4085
1;8.5291;22.9248;10.6863;9.7233;13.1966;9.2837;21.158;16.9247;21.7288;21.5205;7.4842;28.2986;8.5383
1;7.763;22.6286;11.5873;9.8538;14.1807;8.0775;20.4978;16.1027;21.2594;19.7523;7.1125;27.4343;9.3549
1;7.8655;22.4099;11.2045;11.2549;17.7727;8.1842;19.8245;15.6045;21.9499;20.6964;7.4415;29.216;9.1635
1;6.6565;23.2635;8.2163;11.3382;16.1918;8.1362;21.912;16.0235;21.4949;20.3587;7.4265;30.4623;9.8424
1;5.7306;23.3026;11.0043;10.0726;16.9052;7.4207;23.0756;13.5032;21.5534;18.3969;7.665;26.773;7.7985
1;4.8622;22.8935;11.496;10.5409;16.4823;7.9465;25.1;12.5251;21.0065;17.868;7.6335;25.8216;7.4465
1;4.1939;20.9749;11.59;9.7157;14.8722;8.1672;24.2975;14.2118;21.5153;16.9225;7.4784;23.8647;7.6875
1;3.6732;20.6082;12.6962;9.8544;14.5563;8.2594;22.9392;16.222;20.9889;17.7991;7.4119;22.009;7.4835
1;2.8801;20.8048;12.1382;10.1749;13.219;8.0141;19.6661;16.7283;21.4307;17.9681;6.4091;21.1113;7.9107
1;2.8343;21.238;12.4792;11.0376;15.7519;8.8946;17.4904;16.6154;21.6937;17.5753;5.9754;21.087;8.6174
1;2.3114;20.5774;11.8279;10.4586;13.3546;9.6936;16.853;18.009;21.5568;17.1428;6.4047;21.028;7.9102
1;2.3396;21.3417;11.9225;10.242;15.6471;8.2354;16.9238;18.5333;23.1122;17.0045;6.0367;20.2227;7.5916
1;2.3756;22.0773;11.4057;10.152;18.5245;8.3701;17.3737;17.8042;24.1537;17.2654;6.1873;20.7568;8.0799
1;2.5191;22.6644;9.4156;10.4409;16.6091;8.3828;17.3024;18.3036;24.4158;18.078;7.385;18.9643;7.8471
1;2.16;24.0332;7.6812;9.9603;16.7003;7.7112;16.9687;17.7628;25.9321;19.6397;6.7657;16.9522;7.9777
1;2.4084;23.1636;10.521;9.6082;16.3798;8.5665;16.8943;18.8983;26.2977;19.2095;7.4106;15.483;7.5451
1;2.1968;23.369;11.1025;9.0813;13.8385;9.2149;17.412;19.7445;27.4551;21.4094;8.4704;14.688;7.9142
1;2.3712;23.1827;10.8531;8.4203;13.4766;9.4373;18.6665;22.6359;26.7694;21.266;8.8982;14.2399;8.1141
1;2.2222;21.2097;11.4704;9.1748;15.8117;9.1045;18.7349;21.363;27.013;21.7156;8.7971;12.9551;7.8727
1;1.9117;20.1518;11.5832;9.1584;16.7973;10.5805;18.3747;19.1151;25.305;20.8677;8.1384;12.1826;8.2443
1;2.2675;19.2404;11.1025;9.1494;15.3473;10.8566;19.5887;18.104;25.2444;20.9497;7.5233;11.8584;7.603
1;2.509;19.9419;10.8284;10.0162;13.6967;9.8904;16.8612;20.0788;24.8839;20.2199;6.3848;12.1685;7.3148
1;2.3429;20.7603;11.0073;11.9188;14.0424;10.7014;16.7403;20.2273;23.8955;19.9389;5.6501;12.6702;7.8625
1;2.4281;20.8016;9.519;13.9443;12.7646;8.7686;15.8711;19.9893;22.3438;19.4456;6.0065;13.2595;7.4424
1;1.9503;19.9968;7.7225;16.0891;13.2617;9.4217;15.8309;17.1789;20.991;18.508;6.7237;11.8351;7.0341
1;1.8609;18.5012;10.8353;16.6181;12.4474;9.1207;16.4707;21.272;21.2526;20.9419;6.9087;12.0788;7.2944
1;2.3991;18.8902;11.0662;15.8877;12.6453;9.9194;15.7417;17.3487;21.5758;18.5279;6.1913;12.3693;8.0931
1;2.2751;17.8247;11.937;15.3933;12.4993;10.3072;17.0525;14.4499;21.3896;17.6767;7.0127;11.5051;8.6901
1;2.3332;16.4256;10.4373;14.5694;13.6687;9.0999;17.7347;13.8555;21.2725;14.0786;7.0942;10.8095;7.6111
1;2.2997;14.5575;10.9124;14.9194;16.2225;8.4305;16.5005;16.2723;21.6861;12.9174;5.9553;10.8618;7.1824
1;2.6498;13.1859;11.216;15.4336;19.8389;9.5998;15.0649;12.8611;21.6966;14.1609;5.3047;10.5926;7.8227
1;2.5205;13.1494;11.0025;16.518;21.1284;10.8719;14.0332;13.7163;21.3124;14.2515;5.252;11.4973;7.6172
1;2.505;13.1369;10.3541;16.1718;26.8915;12.3783;13.8632;14.4487;20.5668;16.2684;5.6821;10.1393;8.2493
1;2.1852;12.8397;8.9859;16.9138;28.5211;11.1237;15.0101;14.6133;20.7161;15.8817;5.6252;11.1071;8.828
1;2.1186;12.8174;8.3994;17.7282;28.6701;11.6859;16.8575;15.3653;21.0238;14.9874;5.0636;10.4401;7.9689
0;2.1553;12.6127;10.0118;18.5665;28.3078;11.3247;19.9356;15.72;21.2818;13.9134;5.0462;11.3838;7.8135
0;2.6961;11.9882;9.8902;19.9833;27.944;11.9048;19.347;15.9732;20.713;13.1511;4.9135;12.4124;8.0648
0;2.4241;12.0653;9.3254;17.9729;27.9714;12.8765;19.0467;14.727;20.0595;16.07;5.1326;12.0947;7.0715
0;2.6926;11.0257;10.0101;18.4484;27.2675;12.0325;20.3089;15.7341;20.0025;14.8512;6.1035;11.8831;7.7303
0;2.2672;11.2987;9.7842;18.7214;29.2841;11.1482;21.8028;10.0801;19.0673;14.7278;6.0503;10.9261;9.3441
0;2.3838;12.0755;10.7287;18.3645;29.2584;10.1371;21.1246;10.0552;18.7996;14.654;5.9909;11.8757;9.392
0;2.085;12.5545;10.8561;16.0501;32.5998;10.7576;22.1069;10.4857;18.5122;13.9151;6.6851;12.8589;10.2454
0;2.2343;11.6949;11.1402;15.0247;30.9766;9.6834;25.9885;12.3554;18.0037;14.4804;7.1682;12.9646;10.2698
0;2.2659;10.9037;10.8755;14.5851;30.5739;9.9286;29.0859;11.7766;17.9486;13.3193;8.3478;13.8632;10.5369
0;1.9917;11.3345;10.1773;14.2896;30.8033;10.3783;28.5906;12.2458;18.4063;13.5193;8.8454;12.9603;10.7948
0;2.361;11.2544;9.8209;14.1606;29.5666;10.7241;29.2502;12.486;18.0524;12.8592;8.8543;12.0035;11.2004
0;2.3855;11.7657;10.0529;13.3255;31.2237;10.5092;27.9987;14.3298;17.5369;13.1172;7.5084;12.7702;11.7921
0;2.4313;11.3766;9.7678;14.458;29.195;11.0894;24.7763;12.6183;17.5774;13.3496;7.306;13.6563;12.9266
0;2.3957;11.3868;8.9929;13.9961;28.5071;9.895;20.2531;12.2039;17.4967;13.3975;7.5965;14.1678;13.5524
0;2.6179;10.2338;6.9593;13.7811;25.7425;10.9538;18.7557;10.4401;17.6171;13.0462;8.721;15.2593;14.6905
0;2.4592;10.546;9.0752;15.053;26.9622;10.3378;16.7535;12.3361;17.4578;12.0068;7.0323;13.0455;15.3858
0;2.3722;10.3355;10.3172;14.3432;26.5254;11.5576;15.6123;11.7809;16.8633;11.4939;7.4822;14.3938;15.3953
0;2.4398;10.1018;10.0872;13.8822;28.0866;11.556;16.5202;12.527;17.3129;9.6666;6.9449;13.026;16.2146
0;2.4279;9.7702;11.3361;14.0683;27.1585;12.8821;17.0207;12.331;17.1287;9.3367;7.2012;12.162;16.544
0;2.4718;9.863;11.2937;14.571;27.1254;13.4809;18.5305;14.6169;16.9319;9.9468;6.9132;13.8654;17.316
0;2.3918;10.2943;11.7965;14.2293;25.3221;13.9675;17.4286;12.0257;17.41;10.019;6.424;16.4585;16.9641
0;2.2725;9.8459;12.584;13.179;26.8052;12.8654;16.5949;12.4664;17.0084;9.6729;6.4705;18.085;18.615
0;2.3409;10.0045;12.3928;14.096;27.5374;12.643;14.4767;11.563;16.7253;9.6382;6.7235;19.2857;18.9523
0;2.1992;10.0246;11.1825;12.8801;28.4175;14.5219;15.9802;11.1969;16.2121;8.934;6.7719;19.7377;18.8011
0;2.711;10.4678;11.0358;12.9569;28.804;15.1806;17.3453;12.9217;16.705;8.2108;5.7113;19.3941;17.9345
0;2.9942;9.8691;7.5523;13.3869;27.6102;17.6883;19.4546;13.105;16.3843;9.4145;6.5078;17.3887;17.2629
0;2.7227;9.676;8.0115;12.2323;27.2313;17.6761;20.1152;14.2229;16.2925;10.6088;6.6143;16.0435;16.4468
0;2.7175;9.3867;9.7988;11.9509;28.6718;17.9398;20.8203;13.9158;16.4706;11.1651;6.6322;14.354;15.9588
0;2.3306;10.2344;8.9971;12.3358;32.0537;19.0518;20.8619;16.1752;16.8588;11.7402;6.4985;15.2929;17.3392
0;2.2084;11.4489;9.3653;12.6895;29.1472;19.1813;18.9975;15.4407;16.7944;11.2207;6.6021;16.2306;17.0726
0;2.3713;11.0768;10.0087;12.8846;29.5542;18.6516;17.6134;15.4129;16.1305;11.6455;6.9191;18.5692;16.1586
0;2.8272;10.4083;10.2062;13.0755;26.0727;17.8716;17.7549;15.4572;16.0965;11.8632;5.9472;18.4032;14.9345
0;2.4363;10.9844;9.8273;13.1401;26.9669;17.211;17.8947;12.4529;16.5536;12.4938;6.3989;18.3758;14.7673
0;2.4251;9.7468;10.5014;13.7072;24.3834;15.3635;17.826;12.7827;16.2203;12.8561;6.51;18.0872;14.72
0;2.6724;9.4247;10.783;14.1587;27.1377;15.1008;18.3412;15.3197;16.8827;12.2012;6.6735;18.6647;13.9441
0;2.8352;9.4771;7.282;15.2243;24.3265;13.9133;18.7514;15.3113;16.9329;12.1122;6.0329;18.5657;14.607
0;2.5844;9.7108;8.2741;13.8696;24.5113;13.476;17.9513;19.4238;17.0488;12.0986;6.9286;17.0965;14.2837
0;2.5445;9.2773;11.2893;13.6099;21.4151;12.2553;17.6934;18.8628;16.8056;12.1242;6.5151;17.3697;15.2679
0;2.5874;9.3933;12.2641;13.8272;23.6857;13.394;16.6966;21.7359;16.2113;12.1154;6.2159;18.3193;14.1937
0;2.9603;9.328;11.2346;13.5674;25.4311;12.5705;16.2777;21.9637;16.3281;11.9204;6.1768;15.6965;13.8607
0;2.6794;11.9996;11.9566;15.3848;25.4989;9.9771;16.1318;27.0192;16.0572;12.5;6.4897;15.9308;13.3278
0;2.589;13.7394;12.6686;14.1179;25.3803;9.2788;16.0839;18.1756;16.4682;12.529;6.9508;17.4354;13.4441
0;2.8387;16.5384;10.9321;14.9253;22.2872;10.5056;17.1738;12.8753;16.384;10.7728;7.8139;18.6961;13.3352
0;2.9799;16.8022;12.0216;14.1651;24.2317;9.7007;17.4952;12.3423;16.1796;11.0536;7.6493;19.2411;13.065
0;2.5061;16.7402;11.8235;14.2251;23.3722;10.9948;16.4868;8.6793;16.067;10.0261;7.6829;16.7782;13.9114
0;2.7668;17.5226;9.409;14.4218;24.8512;11.7071;15.9416;14.0399;16.6302;11.4653;7.4449;16.6484;14.8977
0;2.8999;18.4029;7.8182;14.8659;25.1796;11.2514;16.7867;17.7199;17.2236;11.5485;8.044;16.2016;15.9877
0;2.771;17.5518;12.3312;15.9374;26.9409;10.1326;16.709;19.5387;16.7907;11.4033;8.3336;17.7493;15.9681
