odour stim;16/11/2020 Female3;17/11/2020 Female3;17/11/2020 Female8;17/11/2020 Male13;18/11/2020 Male2;18/11/2020 Male7;19/11/2020 Unknown6;20/11/2020 Male4;20/11/2020 Male10;23/11/2020 Female6;23/11/2020 Female10;23/11/2020 Male11;16/02/2021 Female5
;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V
5;4.8563;21.0173;11.2834;25.6178;26.7762;7.8602;26.7983;13.2441;14.9348;29.0506;6.0676;26.1294;24.0502
5;4.8571;22.3093;11.1383;23.4018;30.5516;8.3871;24.4164;12.1746;14.8637;28.0958;5.8615;27.0589;21.9643
5;5.5081;21.0004;11.2136;21.9268;30.774;8.1199;22.125;11.5843;15.7264;27.7233;6.475;28.863;19.4056
5;4.7761;20.6365;10.8461;22.0165;26.5009;8.7581;20.958;12.6149;15.7582;25.9828;6.94;30.2339;16.053
5;4.2864;22.2589;11.0077;20.1151;24.7301;7.9512;19.9853;10.1601;15.7488;26.8867;7.7977;31.8597;14.0405
5;4.3692;23.232;12.7227;20.3528;22.8629;8.957;20.9052;11.8922;15.7064;25.4068;7.6273;29.9982;13.2846
5;4.8485;22.5671;11.6457;18.3393;21.9326;9.2785;19.2601;13.4211;16.2432;24.8612;7.4411;26.459;13.0313
5;5.6089;24.1871;10.7456;18.1242;19.585;9.4855;15.9838;12.1888;16.1033;25.2959;8.0451;27.2004;13.6144
5;6.3295;25.3471;12.4139;17.182;18.8638;11.2633;12.5355;10.3772;16.0472;25.6313;7.2136;29.2338;14.9796
5;7.6585;24.5631;11.9977;15.8254;19.5763;9.8758;10.5889;11.0419;16.7911;25.0408;7.0651;28.7109;15.5633
5;8.5566;25.1842;12.0473;15.1599;18.4383;10.8562;8.9396;9.1988;16.1637;24.2918;7.2294;28.9433;16.2802
5;8.6081;22.3626;13.1254;14.3409;18.8063;10.0835;8.0237;11.747;16.2059;24.9453;7.5538;28.5037;17.1565
5;7.4111;21.7097;12.1598;15.2463;17.8406;9.426;6.964;13.0534;16.3324;25.7259;6.0701;26.4887;18.1522
5;6.841;22.2643;12.7934;16.2901;16.7222;9.8303;7.2476;16.826;16.4434;27.2398;5.7252;26.4783;18.4205
5;6.3356;21.7337;12.7174;16.4435;18.966;11.101;7.2668;15.3504;17.3192;25.844;6.1793;24.5079;16.883
5;5.2924;21.3636;11.5796;15.5317;18.539;11.2527;6.5265;18.0619;18.1542;24.3237;6.9094;22.7742;18.1335
5;5.6088;21.8836;11.4348;15.9309;23.9127;10.6061;6.7972;16.7249;18.3903;26.2181;7.195;23.2675;18.0192
5;5.0033;22.1613;10.9925;16.4193;26.1492;11.2932;6.3511;16.169;17.1191;25.4662;6.7258;22.8094;17.579
5;4.9842;21.0671;11.1961;16.5624;27.3467;11.2187;7.1;17.5044;16.8877;24.5697;7.1194;23.6048;18.2712
1;4.7676;20.2983;11.5211;16.4084;24.0362;10.496;6.595;18.265;17.1654;24.1646;7.2297;23.9548;17.4062
1;4.7885;20.1416;11.3181;16.2425;22.8868;11.0123;6.9061;18.1744;17.2124;24.4746;6.9357;23.2023;18.5135
1;4.6403;17.8177;10.6665;17.1057;23.4532;10.759;6.4192;16.415;17.3909;26.5829;6.9338;23.8325;16.1617
1;3.9966;16.4315;10.1616;15.5249;22.6235;10.5075;6.0364;15.6796;17.2657;26.791;7.0725;23.8401;16.816
1;3.5117;16.2465;10.145;15.6215;20.3445;11.2289;7.5429;15.3326;17.8521;27.0326;7.7769;25.1689;15.8089
1;4.0098;17.5741;10.3615;17.1062;21.568;10.5644;9.1071;15.6388;17.2324;27.4106;7.4147;26.2796;18.9349
1;3.3967;17.9614;9.9429;20.0389;23.4295;10.9234;13.1698;13.9015;17.7135;29.4486;7.7986;25.442;20.4694
1;3.3626;18.6203;9.5158;21.3044;19.9462;8.842;14.5376;13.8017;18.5667;30.5196;7.9127;24.2803;20.5063
1;3.1117;20.1066;9.8118;21.3815;16.3564;9.4159;17.4156;11.3604;18.4141;29.9727;6.8966;25.5607;19.9961
1;3.497;21.1543;9.4502;19.4897;18.7134;9.3292;16.5548;12.2103;18.8888;29.4369;7.4697;26.724;19.9375
1;3.387;19.9833;9.7202;18.4846;18.9052;10.1824;14.9752;12.0221;19.0475;28.6903;8.1424;25.4769;20.0805
1;3.5535;18.7611;9.9119;18.659;21.2586;10.0908;15.6051;13.0967;18.8345;24.6773;9.1272;24.207;21.4893
1;3.414;16.7577;9.7141;19.6144;26.5084;11.0028;15.3973;11.9931;18.4029;23.5098;8.4849;25.1897;20.3173
1;3.3663;16.1583;9.0841;21.1244;27.1657;10.756;12.6007;14.7299;18.1616;24.4143;8.4534;27.4047;19.9254
1;3.3129;15.4329;9.3087;21.9311;23.6223;9.2844;11.641;12.3025;18.6347;22.417;7.3798;26.7043;20.3953
1;3.8727;15.4367;9.5088;21.5621;21.5818;9.5672;9.704;14.3048;18.6301;21.1776;7.4747;27.022;19.8117
1;3.1629;15.5275;9.3779;18.0745;19.4468;9.7532;9.2159;13.0002;18.2164;20.3383;7.2891;28.1571;18.4021
1;3.4223;15.2699;9.9892;16.8991;17.6968;9.9125;7.995;16.0349;18.1111;21.7611;6.9765;27.4668;16.8909
1;3.4773;13.7105;10.5774;15.1357;21.9537;9.5184;8.6752;14.6788;18.1579;20.3763;6.9278;27.8536;15.5901
1;3.3435;13.2558;10.1347;14.0119;27.3741;9.5049;7.2368;16.2519;17.9304;19.3523;6.9504;27.6414;14.517
1;3.3918;13.2286;11.092;14.8248;26.012;8.7846;6.5659;17.3375;17.8494;19.2471;6.7237;28.8065;12.519
1;3.4435;13.636;11.5302;14.3278;29.1832;9.7711;7.5122;15.5198;18.2157;19.0992;7.3069;28.9592;12.485
1;3.4223;13.2647;9.7182;15.4752;31.2679;9.4213;8.0608;17.2882;18.3288;18.7042;7.6599;26.1332;11.3457
1;3.1261;13.2899;9.7508;15.4292;32.3224;9.952;9.1961;15.4648;17.7755;18.3199;7.5504;23.3781;11.6425
1;3.156;13.1576;10.4451;15.5385;28.4003;10.4678;8.1961;16.2256;17.7521;20.1717;7.8456;21.9274;10.0036
1;3.1675;12.5576;9.9446;15.6845;24.9363;8.8784;8.7469;16.4225;17.9721;18.5358;7.921;24.0088;9.1736
1;2.912;12.8211;10.1451;14.8307;25.5881;9.9399;8.7438;15.3604;18.748;17.9896;8.1272;24.6621;8.765
1;2.935;13.2082;10.0381;15.6416;26.6558;10.4758;8.5635;13.7788;18.6039;18.1023;8.3005;22.9766;7.6896
1;3.2698;12.0658;8.8348;15.8092;26.4301;10.1156;7.7546;14.9486;18.1398;16.8302;7.4493;20.6915;7.2267
1;3.2581;11.2808;9.861;16.3534;22.5859;11.531;7.4417;15.3486;17.2757;15.729;7.5597;21.8659;6.1281
1;2.9159;11.3931;10.2419;15.6177;21.0711;10.6708;8.7618;15.8247;17.384;16.026;8.3447;22.6517;7.4906
1;3.0895;12.2481;9.9128;14.7587;24.942;9.9697;8.5618;15.8969;17.5569;16.3588;7.4651;24.8005;7.5805
1;3.1611;12.1874;9.6598;14.9085;23.9793;10.1042;7.7695;16.229;17.5555;18.0565;8.7668;24.2627;6.762
1;3.0917;12.0708;10.8332;15.0477;23.7534;10.8091;8.3435;15.867;18.3666;17.7707;8.4181;21.6064;7.5643
1;3.2362;12.9109;11.144;15.3349;23.9838;10.2897;8.8219;17.4749;17.9612;18.6608;8.7381;22.5874;7.4295
1;3.3181;11.953;9.5284;15.4526;27.6453;10.5839;8.7691;14.2834;17.846;18.0151;8.4727;23.4456;7.2498
1;3.244;12.4856;10.0454;16.9528;24.0351;10.35;8.7512;14.9553;17.608;18.4821;7.8035;24.195;7.7154
1;3.6366;12.0416;10.0965;18.2598;23.2782;10.2931;12.6363;14.0582;17.7464;18.6398;7.5282;23.3065;7.6337
1;3.4894;12.5376;10.0406;20.3236;25.1028;9.9684;20.9234;17.4898;18.1519;19.3469;7.3171;21.7857;10.1312
1;3.2494;12.546;10.3882;18.3581;24.4473;11.292;22.2513;14.9994;18.3223;18.8081;7.8065;23.7355;12.8335
1;2.878;11.6874;10.1734;16.4485;27.1602;11.6056;22.1095;16.3333;19.4479;18.0329;7.6221;27.9099;14.332
1;3.1838;11.8422;11.7734;14.6976;24.0092;11.1195;23.5736;14.7019;18.7084;15.3856;7.9021;29.2399;14.8299
1;3.3522;11.954;11.5377;12.7606;22.2383;10.9352;25.582;15.8379;18.8089;15.6165;6.5519;30.3863;16.1522
1;3.0317;12.2786;9.7937;11.7975;21.9528;10.3337;27.8205;13.2319;19.7608;14.8112;6.4056;27.6701;16.3011
1;3.0689;12.747;9.4044;10.5061;23.3013;11.032;29.0421;10.6411;21.2965;15.4411;7.2256;25.8634;16.8306
1;3.1484;12.176;11.0213;12.6932;20.9103;9.85;29.2495;10.3315;24.9544;15.1208;6.533;24.9952;17.7514
1;3.253;12.2735;11.144;13.3022;24.2355;9.8866;27.4514;13.1996;25.1484;14.0624;7.3915;25.4375;17.2576
1;3.2407;11.1553;10.5967;13.5644;22.6796;10.4919;25.8468;11.9719;26.8937;13.607;6.8947;27.2811;17.3008
1;3.5075;10.7349;10.8035;12.9526;21.6146;10.336;21.3599;11.0163;26.2201;16.4058;7.1971;26.5951;15.7526
1;2.83;11.4115;11.7378;13.9839;24.5442;9.4028;20.0603;12.4375;25.5231;16.9243;7.4187;24.2102;14.3469
1;3.2753;11.4;11.1995;13.9335;27.1683;10.9813;20.7429;11.4545;25.8122;17.952;7.2385;25.2284;14.0652
1;3.033;11.0363;11.2689;13.0747;26.0399;10.9215;20.5384;11.0354;25.3744;19.1139;7.4372;26.0154;13.4826
1;3.5211;11.6147;11.417;13.724;24.7162;11.4634;21.0958;12.9287;25.5573;20.8232;7.8033;24.5471;13.1749
1;3.6619;11.7568;12.5549;12.7458;24.1903;10.0114;19.4178;12.1076;25.2875;19.5686;7.9835;26.6899;13.697
1;3.9985;12.1193;12.1633;12.5717;21.8265;10.7307;19.2391;13.0959;24.9529;19.4148;8.1559;30.9216;14.5468
1;3.7353;11.8875;11.7572;12.6979;21.9995;10.0582;21.4111;13.9368;25.7606;20.6633;8.0254;31.465;13.9382
1;3.8373;11.5935;11.1223;14.078;22.9735;11.9093;21.3048;12.1832;24.573;21.3645;8.3239;31.7095;14.6042
1;3.8869;14.3458;11.6553;14.539;23.1549;11.637;21.2915;13.0814;26.536;22.6292;8.04;28.9009;15.209
1;3.7566;16.4948;11.6704;13.9064;23.4591;11.3778;20.3167;11.7619;25.4508;23.7219;7.498;27.3049;16.3134
1;3.53;18.9074;11.0391;13.8808;21.877;11.6711;20.2585;13.93;24.2426;21.0483;6.6903;25.3393;17.1162
1;3.3321;21.0502;12.2195;13.2948;22.5891;11.0509;20.351;12.4208;23.2226;19.9192;7.7385;24.2179;17.695
1;3.52;20.093;13.3077;13.3083;20.1008;10.372;20.9712;12.6812;23.4945;19.0433;7.8967;25.4996;17.5003
1;4.2345;19.1087;13.795;12.7983;21.1153;9.8239;21.5199;12.1939;24.2518;17.6816;8.0037;25.2923;16.605
1;3.9004;19.561;12.7295;13.3853;19.4579;10.8269;22.9337;15.9352;23.9763;17.8567;8.8373;23.5296;16.3613
1;3.343;20.3677;12.7663;13.3708;20.4542;10.2455;22.2226;15.5591;23.6763;18.3938;9.4949;21.784;14.9741
1;3.7319;20.0585;12.5784;13.1058;21.6334;8.892;21.954;18.6004;23.4768;19.7629;9.4464;20.3001;12.8506
1;3.2831;20.676;13.1193;11.9205;22.233;9.5791;21.8869;15.5227;23.7974;20.3274;9.9753;21.5133;13.4583
1;3.3962;20.9322;13.2058;11.3912;24.5782;10.1216;19.8139;18.5093;23.9849;21.1444;9.6508;20.2498;13.2029
1;3.2585;20.0727;13.0926;12.2182;24.6897;10.9138;20.4218;16.7984;22.8301;23.2633;9.7447;18.6823;13.8425
1;3.1938;21.9561;13.6717;14.5592;27.7324;10.1216;17.8577;19.1773;24.1323;22.3613;9.3308;17.9469;14.021
1;3.3886;24.0735;12.7816;18.5882;27.2315;9.0324;16.3901;17.1093;23.0422;26.255;8.7885;17.7049;15.4441
1;3.2056;23.9261;12.3758;19.9422;25.3967;10.139;14.865;18.1946;22.9834;30.8787;7.9358;16.4814;15.0916
1;3.053;23.3463;12.5584;18.3419;27.855;10.6824;16.3256;18.2331;24.0337;33.065;6.7363;17.7689;14.4509
1;3.3295;24.3744;11.5528;18.1208;34.754;11.398;17.7506;19.495;24.5445;34.2387;6.4474;16.5393;14.8975
1;3.0069;24.3915;11.6345;17.6204;36.6683;11.4561;18.1988;20.0071;24.9108;33.4595;5.8102;16.3286;17.9257
1;3.2436;26.1357;11.0419;19.7786;34.7812;11.3695;17.7375;21.486;25.0613;31.8214;6.4728;16.8398;19.3996
1;3.3757;27.6459;11.9512;21.0517;34.6852;10.8175;18.3931;20.9667;24.2032;31.5968;7.3834;15.9666;18.1986
1;3.0056;26.5122;10.212;19.8967;31.212;11.0844;17.5045;18.7978;25.8169;30.8278;6.7031;14.169;18.1585
1;2.7789;28.0882;10.5758;19.9697;34.5032;12.5738;19.1341;18.3777;26.7441;30.3762;7.1266;13.0309;15.5322
1;2.6891;30.945;10.8598;20.1723;31.3731;12.7605;19.0955;17.8317;27.6122;30.7608;7.9719;13.8739;13.7923
1;3.0806;29.5303;10.429;18.3293;27.7988;14.0434;19.9473;17.1892;28.1014;29.0799;7.9543;12.5953;14.2182
1;2.8367;29.2899;10.5951;16.0965;25.8757;13.4643;22.1118;15.5336;27.3198;26.7664;7.266;13.0221;12.3032
1;2.9651;25.9387;10.6181;13.6207;24.4355;14.5303;22.4828;15.8092;27.62;25.9651;6.7691;12.8267;12.7647
1;2.7516;25.6702;10.7227;13.9142;26.2723;14.6957;21.1564;15.161;26.7019;26.0688;7.3937;12.5155;12.8258
1;2.6604;25.1571;11.7546;15.2907;22.3256;13.9185;20.3702;15.9447;27.0548;25.9927;7.6812;12.2905;12.7695
1;3.4259;23.4958;12.1198;14.8054;19.9173;15.0786;19.3759;14.4163;26.6296;24.6963;7.7435;11.6346;12.0829
1;3.8511;21.5281;12.368;13.9573;15.9115;15.6542;20.2328;16.6349;25.5162;24.115;7.5168;12.9042;12.6142
1;3.724;23.6247;11.5634;12.9928;16.2177;16.0633;20.0048;16.1343;26.4067;22.71;7.2508;13.0557;11.6192
1;3.5269;24.0305;11.7554;12.7963;15.3464;15.5394;20.7274;16.9785;25.6234;22.8185;7.4888;13.5327;11.886
1;3.6459;24.3973;12.79;11.4699;15.1109;16.3649;19.7639;16.0564;24.52;21.0385;7.9205;13.992;12.6595
1;3.5308;26.1112;12.2246;12.5217;16.8377;16.4675;19.8417;17.8139;24.4135;18.6699;8.02;12.9594;13.3878
1;3.4205;25.2902;12.3831;11.4186;16.2598;14.5025;16.5551;16.4682;24.3839;16.9289;7.9508;13.5132;12.5245
1;3.3108;25.7423;12.0975;10.5112;15.957;13.2843;16.6601;14.5591;25.4051;19.6424;7.749;13.2553;12.6661
1;3.1301;25.7031;10.7765;10.84;17.492;14.1599;16.9465;13.9773;23.4005;20.4205;7.5105;13.671;12.5227
1;3.899;25.3507;10.1153;10.3513;19.4287;13.9265;17.0974;14.7348;22.8932;18.9378;6.2707;13.8911;12.4478
1;3.4342;23.7043;10.3127;10.7701;17.2095;13.6895;16.1639;14.2496;23.2201;19.4816;6.9444;12.3308;12.0343
1;3.2485;22.9513;10.3422;10.6502;15.323;12.7859;16.3125;13.982;22.7916;19.154;7.4796;12.776;14.506
1;3.0762;24.2007;10.3536;10.3328;14.2764;13.9554;15.5406;14.851;21.7481;18.2577;7.9888;14.3764;15.2839
1;3.3429;24.1858;10.567;9.9949;13.7093;13.8952;13.6547;13.1849;21.0815;19.2568;7.7514;15.1851;14.5461
1;3.6135;23.6572;11.006;9.8601;16.1696;13.0086;12.4263;12.9314;21.4729;19.3133;7.7392;15.1113;15.0539
1;3.0069;23.9763;11.1015;9.1684;15.374;13.2383;11.456;10.4511;22.0309;20.4419;8.0225;15.7556;16.6902
1;2.9873;24.15;10.4411;8.9501;13.7975;13.3925;12.0543;14.2057;22.6158;20.294;8.5016;15.8001;20.3293
1;3.1673;26.436;10.0733;9.3971;12.6707;14.3449;10.5552;14.9461;23.7485;22.3696;7.9466;17.2265;19.707
1;3.6423;26.1346;10.5667;9.4892;13.3236;15.2213;10.241;19.0777;23.7845;22.7076;8.8082;17.7029;18.1
1;3.2312;23.6293;11.0111;9.4993;15.206;16.8036;10.5363;19.0453;23.4797;23.2393;8.6348;18.8145;16.9517
1;3.3184;24.7706;11.5084;9.3299;15.32;19.424;10.3102;19.4576;23.0344;21.2792;8.2966;18.5953;15.3373
1;3.0851;24.8336;11.2354;9.7637;17.0143;19.2473;10.5891;15.9754;21.6078;22.2321;8.7416;17.7699;15.5742
1;3.4073;23.9933;11.6438;9.7198;15.6717;20.844;9.131;10.2502;21.7863;20.6192;8.1335;16.4454;13.9912
1;3.3335;24.0276;11.7791;8.7877;14.557;21.0839;8.3309;13.0433;20.8831;20.7279;7.5925;16.6922;14.1047
1;3.4154;23.5253;11.504;8.5722;15.2729;20.1556;8.8324;13.3831;21.5236;21.8682;7.143;16.1919;14.788
1;3.2481;23.8762;11.5776;8.3485;14.7802;20.4882;9.5324;16.0341;20.9349;21.0532;6.1029;15.9312;14.898
1;3.6452;23.8357;11.082;8.6678;14.8918;20.8567;10.0778;14.8624;20.2572;18.6734;5.5868;14.7717;14.3481
1;3.2716;23.7484;11.3761;9.0956;14.3633;18.7403;9.6377;14.9588;20.8357;15.8281;6.5203;16.0155;15.0933
1;2.9007;23.3699;9.7351;8.8394;14.4877;18.3494;10.6377;16.823;20.2142;13.3755;6.3675;16.8772;15.4854
1;3.0681;22.6112;9.5315;9.9287;13.8548;17.5129;9.2741;16.4135;20.4009;14.7231;6.7116;17.5449;15.6246
1;3.1447;22.4029;9.8763;9.8874;13.9912;15.2268;8.7156;15.439;19.8208;14.4954;6.7358;17.99;15.26
1;3.0972;20.805;11.509;8.7178;14.5728;14.4023;8.9731;17.3805;19.4175;13.333;6.8158;18.1498;15.7347
1;3.1139;20.8938;10.7911;9.0667;14.2067;13.4215;9.4159;16.5417;19.9104;14.6237;7.0635;19.04;15.1711
1;2.9846;21.8663;12.0424;8.9261;14.5612;13.0017;9.6587;16.6103;20.1207;15.481;6.7457;19.4509;15.4027
1;3.2072;21.6801;12.0646;9.0469;14.0756;12.367;10.3207;16.8144;19.8636;14.81;7.7268;18.1726;15.2305
1;3.0817;22.5903;11.6593;9.0564;14.0935;12.3868;10.0307;19.4939;20.1724;16.6943;7.7787;17.7122;14.9248
1;2.9373;21.2064;11.6853;9.0856;15.5125;13.0032;9.7634;17.1404;19.775;16.0805;7.4962;20.524;14.0358
1;3.4928;20.9633;12.0146;9.6925;14.1364;13.0351;9.0825;17.3746;20.9644;13.4164;6.8321;20.9242;13.8852
1;3.2057;20.9053;9.8034;9.4487;17.0588;14.1605;9.1914;15.0601;20.5521;13.9124;6.9413;20.132;13.9921
1;3.3477;21.6573;11.6059;9.4802;16.6363;14.1178;9.3335;15.4663;20.3111;13.2913;7.1421;20.1795;13.1246
1;3.4964;20.7166;12.0215;9.5723;14.3468;13.039;9.4385;12.8963;20.1184;12.9915;7.5655;22.6178;12.4489
1;3.4425;19.9133;12.1417;9.7016;17.1538;12.5581;8.8923;14.5464;19.708;12.9831;8.2931;24.198;11.4547
1;3.3005;18.6926;13.0944;8.9487;18.6492;11.5131;8.4788;14.9787;19.9362;13.9838;7.619;21.7044;11.4136
1;3.6036;17.1543;12.9007;9.5825;19.8082;12.2245;8.254;15.5751;19.8373;14.0678;7.6953;22.7112;10.5469
1;3.3682;17.6318;13.0522;9.405;15.8013;12.7519;9.2697;15.9311;19.7596;14.0522;7.7769;22.2567;9.9067
1;3.1144;18.2198;12.9201;9.7321;15.0181;11.7265;8.6893;16.5726;19.4895;12.6647;7.5238;22.1695;10.4896
1;2.5726;19.6534;12.4035;9.909;17.1134;13.3641;9.2592;16.5295;19.3649;13.3929;8.3061;22.3557;11.561
1;2.8894;20.5999;12.9407;10.3484;15.7757;13.1879;10.2271;18.1764;19.6906;13.6465;8.7119;21.8035;12.4694
1;3.1848;19.4857;12.3892;11.3382;16.372;13.6651;10.2118;19.414;18.9389;16.0339;8.9219;18.8096;12.5066
1;3.5777;20.1097;12.6034;11.0689;14.1394;14.0386;10.1115;20.7619;19.3174;17.6053;8.6143;18.7516;13.6404
1;3.4287;20.2404;11.8668;10.9302;14.4016;11.9891;9.6862;20.936;21.8049;17.6743;7.2534;19.0527;15.3348
1;3.002;20.9192;11.8964;11.2121;13.8927;9.9535;10.4786;20.707;21.6847;18.767;7.6815;19.7135;18.9076
1;3.096;19.4342;12.6256;11.0231;15.6502;9.59;12.1292;22.5544;21.3031;17.7486;9.1201;21.0169;20.878
1;3.1677;20.0093;11.2191;10.8908;16.4279;10.7021;11.9973;23.3959;21.4035;18.1596;9.757;19.2668;21.3098
1;3.4222;20.7308;10.4482;11.1172;16.2427;11.0626;12.4151;23.9401;21.4495;20.0051;9.4432;19.7363;20.781
1;2.9685;20.6727;12.3622;13.0045;17.2949;13.0261;13.3821;23.3221;20.5763;21.595;8.7719;20.3637;20.831
1;3.6291;20.9218;12.3075;15.6027;16.0755;15.8023;14.5996;21.316;19.5029;23.7909;8.353;18.7039;18.3336
1;3.7517;18.6465;11.6358;19.9524;14.8031;16.0574;14.0364;21.1976;20.1032;24.204;9.1334;16.2795;18.1434
1;4.0594;18.4908;12.319;20.8409;18.1492;16.6765;13.0309;21.8168;19.2809;22.7332;9.5599;15.3829;18.036
1;3.2537;18.227;13.7892;18.7537;18.9987;17.3284;12.2162;20.1741;19.8112;20.8856;8.9182;13.8104;18.6909
1;3.6932;17.4199;12.3594;16.8135;17.8221;16.9661;12.5847;18.564;19.414;22.0471;9.4844;15.1731;16.8478
1;3.5999;17.1968;12.8483;15.1669;17.7665;15.3458;12.2364;18.5628;20.541;23.8802;8.5116;14.2351;15.9566
1;3.4588;17.9656;13.2524;14.4702;16.7696;13.7203;11.2938;18.8789;21.1035;21.6057;8.8934;15.5217;14.9635
1;3.2055;19.3938;12.3869;14.1098;18.1097;13.0616;11.9061;17.8684;20.3986;19.3043;9.6653;15.2785;13.8097
1;3.377;20.3186;13.1459;13.2187;17.5821;12.4291;12.1921;18.1404;21.5653;18.1323;8.8525;14.3284;14.2745
1;3.937;20.9665;13.1479;13.32;17.9629;12.0853;13.218;16.0344;20.5427;18.6548;8.1951;14.8814;14.4434
1;3.7922;21.7903;13.1087;13.2374;17.0371;11.4057;13.6626;15.2983;20.7187;17.9826;6.5842;14.8484;13.5792
1;3.4311;20.7598;13.2882;12.3285;17.0077;11.0149;12.1;13.7282;20.9196;17.4438;6.914;18.3863;14.4641
1;3.0844;21.3598;12.7458;11.1791;19.142;10.5315;12.9225;14.6217;19.826;16.5948;7.5757;17.2906;14.2592
1;3.4516;22.0979;13.1605;11.605;15.8901;10.6307;12.576;14.2791;19.9602;17.4109;8.2636;16.5248;13.5125
1;3.5646;21.3902;11.364;11.2253;18.4192;9.9146;14.4788;14.4664;20.0354;18.5213;8.1922;16.219;14.6883
1;3.8235;20.4742;12.6428;11.6229;21.6568;9.3705;14.8644;13.4519;20.0036;20.1799;6.7889;18.4426;14.207
1;3.559;19.5558;12.1344;12.3439;21.8118;9.9228;16.7695;12.8374;19.3095;21.2284;6.0042;18.7759;12.9662
1;3.9498;19.5235;11.8708;13.0725;21.6409;10.1999;14.8662;11.8835;19.4499;20.2463;6.5672;17.0685;14.0306
1;3.9237;19.6782;11.5369;15.8714;18.9228;9.0527;15.5725;12.5018;19.9114;18.9402;6.3058;17.0651;14.6536
1;4.5681;20.6141;11.471;17.385;20.7697;7.2091;15.1406;13.023;19.9656;21.04;6.8268;16.6298;14.5029
1;5.069;19.656;11.1041;17.7545;19.5215;7.9676;14.9047;12.7758;20.1384;21.2392;7.2603;17.032;14.9222
1;4.6173;19.1484;9.8442;18.6692;17.8193;7.8168;15.4776;13.2783;20.1279;20.5878;6.5331;18.6646;15.1829
1;4.816;18.0296;10.4622;17.4689;15.7901;7.8735;15.319;14.244;20.1119;20.7272;5.8284;19.8995;15.4557
1;4.3643;17.4034;10.2337;16.5592;16.149;7.8805;15.6126;13.3971;19.7562;20.2982;6.8049;20.4866;14.6902
1;4.7277;18.1013;9.6696;15.9357;16.7149;6.9557;16.59;13.3335;19.3029;21.3506;6.5781;22.0961;15.4935
1;4.6906;18.4597;10.5662;17.3335;17.9379;8.3263;18.4073;13.3779;22.6136;19.6509;7.1556;19.9803;15.1504
1;4.3837;18.3005;10.7577;16.9197;17.3134;8.2568;18.0185;12.7761;25.7658;18.7692;7.0968;21.2201;15.5291
1;3.9198;16.8115;10.0225;17.4127;18.6354;7.9482;19.6364;14.5228;26.0465;17.352;7.0869;20.8428;15.5463
1;4.0818;16.392;10.4104;19.7841;18.9361;7.6173;20.6595;14.1136;26.642;16.9272;7.3885;20.5643;17.2855
1;3.8225;15.003;9.9155;20.515;21.8584;8.4406;17.8604;16.223;25.9175;15.0372;7.8206;18.6643;18.4939
1;3.9501;15.4518;9.0598;23.2736;33.874;9.3359;17.3323;16.9725;26.1533;15.703;7.0106;17.9107;18.2813
1;3.843;15.7283;10.1006;22.5832;40.4676;9.0996;17.5119;13.474;26.7267;15.0076;6.6448;18.7856;17.664
1;3.7383;14.9302;10.2169;23.6732;40.2336;7.8618;16.4323;12.9124;26.5507;13.8531;6.5932;19.269;18.0349
1;3.9497;14.7205;10.5405;25.0413;37.5779;7.1708;14.854;15.9114;26.4973;14.3875;7.4537;18.2092;17.753
1;4.4459;14.4783;10.2959;25.931;37.9426;9.2581;14.5489;14.2276;26.6052;13.9849;7.1029;18.4902;17.4533
1;4.6334;14.2781;11.7202;22.8458;34.4166;9.3041;14.0798;15.4362;26.8486;13.507;6.6282;17.2017;18.6762
1;3.8851;15.5927;12.7994;20.3552;31.6558;8.9166;14.1859;16.1146;26.1007;14.8791;7.0403;19.3523;17.3873
1;4.2631;16.1277;13.1444;18.3814;33.5662;8.1344;12.5424;19.7327;26.2919;14.3824;6.6551;17.5113;17.2507
1;3.6191;16.0955;12.3388;16.1736;29.7406;8.6322;11.5401;16.6449;26.0134;14.291;6.9669;17.1081;15.576
1;3.3247;16.2729;12.2471;15.7481;31.1785;7.2617;12.4163;11.766;25.5186;13.1697;6.8428;16.8666;14.0239
1;3.6572;16.8824;12.3426;15.0958;27.5547;7.3334;13.3002;10.3447;24.6458;15.2845;6.4564;19.4517;12.7532
1;3.4564;17.2475;12.8165;16.4469;27.2903;8.7946;12.4986;9.7705;23.9402;14.405;5.6428;19.5034;11.4155
1;3.2075;17.0637;11.9499;15.445;30.8166;9.256;13.7467;11.9741;23.6928;13.4624;6.5951;20.4386;10.7792
1;2.9109;16.9867;11.7369;14.0347;29.3521;7.8772;13.0834;13.5234;23.711;14.7685;6.3359;20.334;9.3063
1;3.1008;17.9905;10.8816;14.8714;26.4636;7.0093;15.2195;15.9313;24.0252;13.8241;5.4811;21.0942;9.4639
1;3.2632;17.1203;11.6112;14.3368;27.6123;6.8617;15.1115;15.9588;23.1753;14.0827;5.771;18.9214;9.9
1;3.0066;17.3367;11.6848;14.5969;27.4943;8.4081;14.379;16.0107;22.539;13.3628;5.9496;19.4431;8.637
1;3.3503;17.9348;11.5107;14.7818;29.2406;9.8329;14.7907;18.0362;22.4425;13.8795;5.7657;17.5423;9.2362
1;3.9048;17.2055;11.1132;15.8223;28.0722;7.9793;15.8814;18.5777;21.8722;12.0197;6.2708;19.5914;10.5854
