odour stim,26/05/2021 Female 3,01/06/2021 Male 4,02/06/2021 Male 2,02/06/2021 Male 3,04/06/2021 Male 4,04/06/2021 Male 7,08/06/2021 Male 5,08/06/2021 Male 11,09/06/2021 Female 10,10/06/2021 Male 2,29/09/2021 Male 4,29/09/2021 Male 5,29/09/2021 female 10,30/09/2021 Male 1,30/09/2021 female 2,30/09/2021 female 3,19/10/2021 male4,19/10/2021 female7,27/10/2021 female 4,,
,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,IAA-MCH-OCT,,
12,4.6529,1.8614,7.9857,5.6232,5.8617,10.0783,4.2772,18.9449,9.9411,6.7882,25.8851,8.7206,6.5767,14.2353,10.6115,9.8662,6.9093,12.411,61.0156,,
12,4.7301,1.7228,7.6647,5.6693,5.2577,10.7016,4.8258,18.2108,9.9764,7.1926,28.4781,7.889,3.8229,14.2004,9.6858,9.5053,6.5972,12.3292,55.7196,,
12,4.9543,1.5732,6.943,4.5925,4.9701,10.9525,4.3899,17.166,9.3243,7.3959,28.5919,9.1539,7.8276,16.5485,11.1182,10.2448,6.2227,12.033,49.2037,,
12,5.0051,1.0828,7.7761,4.7211,4.3653,11.181,4.9508,15.6777,9.0376,7.2613,27.8926,8.176,4.2064,17.917,9.3419,9.5612,6.1338,12.0976,45.2602,,
12,4.6286,1.6827,7.4642,4.9509,4.3726,10.8136,4.6747,14.6987,7.8896,6.9989,28.6441,8.7471,7.13,17.8556,11.1271,10.2339,6.5586,12.1361,50.3843,,
12,4.7291,1.7584,6.7072,4.4286,4.9058,11.2803,4.6575,15.668,8.1701,6.7975,34.6327,8.1689,4.5456,20.3382,10.1063,9.8333,6.1667,12.1567,47.9919,,
12,4.6219,1.6913,6.0261,4.2334,4.9353,11.2075,4.3916,15.5723,9.0074,6.9816,38.3503,8.7964,6.2213,19.8875,9.2254,10.5552,5.7432,11.5271,52.7161,,
12,4.8999,1.6927,6.2856,4.8214,5.1001,10.7574,4.5913,15.1677,9.0325,6.3421,37.2299,8.2145,5.4287,20.3369,10.6068,10.34,6.0927,12.222,59.7801,,
12,4.9398,1.703,5.7289,4.5784,5.1897,11.3038,3.9423,14.9983,8.3998,6.8183,38.0823,8.7708,4.8301,19.7997,10.9527,10.7469,6.0399,11.9251,55.3001,,
12,4.5415,1.4869,5.525,4.7665,5.0043,11.8081,4.5108,15.0323,8.0167,6.7656,36.3601,8.2823,5.4976,18.6878,10.8858,10.0832,7.0894,11.4302,51.9022,,
12,4.7198,1.444,5.9009,4.5522,5.0504,11.5033,5.2304,14.2378,7.7536,7.3021,34.635,7.821,4.3041,17.8542,11.4097,10.3649,6.7561,11.2763,49.4206,,
12,4.8449,1.7781,6.2611,4.807,5.6618,12.5946,5.1969,13.7399,8.0798,7.5439,34.1095,7.5748,5.7114,16.3507,10.558,10.1612,6.5328,11.6749,50.1846,,
12,5.0191,2.0667,5.685,4.822,7.3398,13.6688,4.6095,14.6421,8.1387,7.2989,34.3324,7.1825,4.7001,17.5633,9.6506,9.6984,6.769,11.512,52.8583,,
12,4.964,2.3669,5.4893,3.8829,8.3387,13.0182,4.7964,14.4492,7.7714,6.8846,35.6709,7.5383,5.5312,14.9149,10.9671,9.9306,6.0051,11.5993,51.0197,,
12,4.536,2.7361,5.4037,3.8213,11.5449,12.8506,4.676,15.1307,7.3196,6.7663,34.2661,6.993,4.6159,17.2698,10.3005,10.2583,5.7954,11.4371,58.1114,,
12,4.7263,2.95,5.4731,4.5175,11.5538,13.0633,5.2354,15.1343,7.3177,6.989,31.4366,8.2023,6.0417,14.3615,10.9637,10.5979,5.9755,11.2811,50.4564,,
12,4.6039,3.1405,5.0319,4.381,10.7636,13.7733,6.1402,15.8595,7.2468,6.4324,29.2344,7.6521,5.2741,15.6132,9.4878,10.6086,5.4498,12.0605,50.1367,,
12,4.167,3.1165,4.4777,4.8173,10.4098,13.2503,5.4183,18.8926,8.2871,6.7564,26.8891,8.2443,5.5434,14.375,10.7725,10.3877,6.2941,12.2948,45.6919,,
12,4.4142,3.099,4.5629,4.0058,9.8,13.5213,5.3462,21.3942,9.2398,6.0131,23.8712,8.1691,5.3399,14.1408,11.3476,10.0777,5.7452,12.044,43.414,,
13,4.4682,2.7697,4.5333,4.0659,10.2452,15.0885,5.5083,21.5933,9.1984,6.5127,21.9034,7.4622,4.8,13.9596,11.405,10.663,5.2928,11.7347,36.9213,,
13,4.8517,2.9577,5.2903,3.8564,11.4856,14.6963,5.0574,20.9194,9.048,6.3945,22.2397,8.9254,5.8893,13.1935,12.3455,9.3898,5.4801,11.6838,38.3666,,
13,9.1225,3.6794,5.2602,4.4307,10.9382,14.944,10.1019,25.4385,9.8842,38.096,41.8303,8.1404,15.2459,26.3328,12.5782,15.0285,5.6847,18.8646,38.7529,,
13,11.3423,3.9687,5.4463,8.101,19.877,18.1596,18.4661,38.1731,18.5998,65.3686,91.7223,9.6249,23.9065,48.545,15.9479,20.5108,5.37,18.4076,38.8956,,
13,10.8191,4.034,6.1701,8.1325,23.0476,20.9667,17.9347,40.0784,24.191,63.4834,98.3174,11.8852,21.763,61.6939,18.8609,26.1833,5.1898,17.8007,39.0419,,
13,12.1379,4.1582,7.4253,7.3322,22.8061,23.3618,16.694,37.025,25.0484,57.8031,95.9644,20.0228,12.3785,55.0596,19.5638,27.3329,7.4395,16.9072,37.3031,,
13,13.8301,3.872,8.4074,8.317,21.1118,23.8429,19.0069,35.7059,23.2805,51.7135,96.6629,25.968,16.7903,61.0743,20.9547,31.0029,8.666,15.8399,33.5401,,
13,18.6196,3.8841,10.5231,9.9415,21.7441,22.9521,25.7237,35.2767,21.8384,46.9108,90.733,34.0275,17.5728,48.2051,24.6647,28.9003,11.8127,16.2186,35.6258,,
13,20.2398,3.3878,11.6973,9.1952,21.8758,23.1892,30.0376,34.5047,20.7303,42.1795,86.6847,37.2347,21.8899,57.2007,30.1667,30.7045,19.2111,17.4832,39.0988,,
13,24.231,2.9967,11.7603,10.2621,23.4937,26.5703,28.0811,32.0827,20.16,44.7875,78.5872,52.1636,27.1633,52.9489,38.7163,29.7757,23.0199,16.5904,43.3555,,
13,25.2323,3.2394,11.2131,10.3642,21.7004,28.8028,27.0972,29.762,20.4692,39.0552,73.3977,55.9312,27.1381,56.2795,44.2897,31.6416,27.9434,22.057,51.4241,,
13,22.7715,2.6877,11.1851,10.0859,20.5745,26.407,30.5022,29.83,18.1387,39.0188,66.615,50.8683,25.4229,54.416,49.65,32.316,30.6454,30.0522,62.6959,,
13,21.726,2.7722,13.3307,9.7051,17.937,26.2428,33.6616,37.2105,15.3696,33.6703,63.4012,45.3456,23.9343,53.2988,51.0351,33.2119,37.0837,32.4529,78.5961,,
13,21.837,2.6289,22.6769,11.1623,16.41,25.3122,35.9235,41.3463,14.1523,35.0768,58.4986,43.6465,27.1821,52.921,61.4836,33.247,41.4028,32.8302,92.7953,,
13,27.4663,3.0342,20.2568,13.2661,14.4341,24.2975,32.8659,37.8242,15.5982,34.3424,54.8022,39.6822,28.8958,50.3311,71.2192,30.4081,44.4897,32.0309,85.0424,,
13,27.9512,2.7605,17.2941,15.3554,13.9747,23.7158,28.6257,37.3189,16.943,39.8399,49.9808,32.93,27.582,52.3539,68.1158,27.4327,47.3507,33.2268,76.4256,,
13,27.9449,2.9135,15.8665,14.6089,12.8339,23.7007,26.2422,42.791,18.7265,38.5478,48.0473,30.3165,25.9234,47.8914,68.6108,24.3111,45.7394,33.0598,98.8038,,
13,25.1677,2.7214,14.4301,14.614,12.2671,29.5729,26.1964,47.6985,19.561,41.1558,48.9224,23.5096,25.4346,47.354,72.0097,23.0234,46.8835,32.611,97.4352,,
13,29.0592,2.5037,13.0364,14.6756,11.6062,28.2532,32.2533,50.5666,21.3468,39.8113,59.4002,24.426,26.2882,42.7367,75.9071,20.2992,51.3951,41.6172,91.9017,,
13,30.7154,2.3673,14.437,13.4822,10.8979,26.3126,30.826,52.9646,22.5626,40.8063,58.3212,20.2063,23.4676,47.5596,74.0188,18.6413,52.8687,40.4825,89.7816,,
13,31.2481,2.4086,14.764,12.1034,11.283,25.5371,28.3058,52.5973,23.5068,40.5676,61.2069,20.2542,18.9483,40.7419,70.1159,16.5044,50.9086,42.932,76.9032,,
13,32.4313,2.4011,15.2531,12.4803,12.3491,24.5492,26.5691,47.7228,26.9721,38.3152,58.3292,16.8385,19.2683,42.4137,68.1501,17.7567,50.453,49.4749,89.3888,,
13,32.8497,2.1634,12.89,11.1796,12.189,23.5922,23.061,44.6686,27.5645,35.8013,53.8874,18.7156,20.0766,35.5438,73.9837,16.4782,50.5193,48.532,82.004,,
13,29.4905,2.2385,11.6945,10.4513,11.6422,22.0175,23.6865,40.0814,26.1964,32.6562,49.238,16.5939,23.5004,34.9132,70.7667,16.3754,51.435,45.1258,68.2073,,
13,29.2285,2.4478,10.835,9.3109,10.7236,22.3225,23.518,37.0215,26.6575,31.0917,45.3229,16.6633,18.7197,31.5208,66.2411,15.7545,48.7355,39.0852,96.1543,,
13,31.4037,2.4454,10,8.7564,9.9887,24.8681,23.9206,34.5282,27.1465,27.755,45.5494,15.9812,17.8184,28.7347,63.6812,16.6592,45.6068,38.7244,108.9294,,
13,27.9518,2.432,8.675,7.4032,9.6405,24.6023,25.1599,34.1096,27.3255,31.8038,41.4848,14.6207,15.348,27.5511,66.5478,15.1791,42.2175,37.7093,106.8512,,
13,24.1595,2.1211,7.7042,6.8148,9.1351,26.7524,23.9997,35.2371,25.878,30.6725,38.588,14.4967,13.7342,23.4515,69.5309,15.4316,48.8314,42.8653,103.5608,,
13,24.2234,2.0914,7.0376,6.1662,9.2488,25.2742,21.5497,37.2895,24.4537,33.3137,34.399,13.2627,13.1095,23.7033,67.3741,14.3336,49.2864,47.4158,112.3001,,
13,22.5904,2.1225,6.558,6.4623,9.0011,22.9205,19.9807,45.7552,22.4405,28.6813,33.7569,13.3352,10.1431,19.6359,69.5469,14.6252,46.7066,52.9375,90.1478,,
13,20.9601,2.3593,6.034,6.4707,8.4705,19.9495,20.0732,44.121,21.0604,29.3831,30.9116,12.2175,10.205,21.9286,65.2141,14.8767,38.7304,48.6777,96.3212,,
13,20.2885,2.4076,6.898,5.6103,7.6163,18.6561,21.7237,42.9897,19.2057,25.0365,29.4816,11.6122,10.424,20.1638,64.5066,14.8253,37.1853,43.2832,82.3888,,
13,18.5298,2.9046,8.1785,5.059,7.4532,20.8845,22.4449,41.6005,17.4835,23.7521,27.7065,9.7944,10.5202,19.286,59.4086,13.8732,33.7336,37.0969,65.761,,
13,16.6643,2.8674,8.3658,5.5128,7.3126,20.4671,20.5846,41.7338,15.8981,21.5174,24.9862,10.9998,9.33,18.9796,54.9502,13.6172,32.9955,33.5649,109.1155,,
13,15.0447,3.2895,7.9477,5.8243,7.3098,18.6717,19.4488,43.8429,14.353,20.4189,22.8911,9.9687,8.9756,16.2207,55.8506,12.8689,30.3301,34.3835,71.6359,,
13,14.7988,3.0326,7.553,6.5845,7.1553,17.8258,16.7893,47.75,12.8915,20.1377,21.5671,10.8687,9.5341,17.1087,53.0469,11.6484,28.8366,34.8124,54.9067,,
13,12.8404,2.8162,8.6155,6.3483,6.7798,17.1387,18.9534,52.8542,11.5161,17.6108,19.6611,9.2599,8.7411,15.3967,51.6516,12.1598,25.4106,33.7773,65.1457,,
13,12.1074,2.5561,12.9576,5.4205,6.5885,16.2162,16.5319,53.5429,9.9163,17.6937,18.4762,10.7644,7.1796,15.9033,48.5358,11.7871,24.6461,33.0096,99.0232,,
13,11.6997,2.4567,12.353,6.3069,6.6874,15.4401,14.3193,55.7163,9.1933,14.8513,17.9452,9.2054,4.9181,14.7146,50.3405,11.1062,21.491,32.332,70.9233,,
13,10.5965,2.4707,9.4479,8.2546,6.2696,15.085,13.021,56.2527,8.9512,15.3091,18.3188,9.6965,3.5845,10.624,47.1876,10.3268,20.6982,29.8117,62.3712,,
13,10.5663,2.5178,7.7975,8.2729,6.3699,15.7731,15.2534,54.9839,8.5079,14.4901,18.5381,9.0573,3.4952,9.6756,41.6307,10.6631,19.3938,27.9423,73.8906,,
13,10.9946,2.1259,7.2234,7.1065,6.2221,18.3298,15.0847,50.2916,7.6354,15.2096,18.6636,8.8417,2.7613,7.9443,38.4497,9.936,17.8417,27.5787,45.6616,,
13,10.1567,2.4295,6.7797,6.2034,6.2665,24.2199,14.417,48.4471,7.4173,13.7128,18.2607,9.1808,5.2843,8.3692,35.0725,10.5843,15.9028,26.4694,67.53,,
13,9.2147,2.354,6.8788,6.9534,6.2608,32.1385,12.9854,43.7998,7.0108,13.4469,17.0447,9.0738,2.5752,8.6636,32.607,10.991,14.4073,24.0577,49.2073,,
13,8.6558,2.337,6.5847,5.5385,5.9532,29.9037,12.2111,43.5573,7.2131,12.8895,16.5905,9.3232,6.5713,8.0802,27.4041,11.4867,12.8694,23.5849,35.6238,,
13,8.2678,2.3344,6.2276,5.7753,6.0986,25.9699,11.9306,42.2047,6.9427,13.4826,16.4739,8.1876,3.5107,8.4038,26.4461,10.73,12.0347,27.1038,53.2779,,
13,7.7893,2.2969,6.0389,7.8081,6.5245,23.6446,12.6238,41.6701,6.9337,14.0166,15.6491,8.9141,4.669,8.3836,25.5895,10.0847,11.6338,27.6172,38.882,,
13,6.9376,2.163,5.7611,13.689,6.0926,22.1065,12.1397,39.7126,6.5192,13.2355,15.4607,8.3246,5.0694,8.6313,24.9859,9.982,10.6248,28.1258,37.7015,,
13,6.6195,2.1093,5.5526,13.5821,5.8973,23.9319,12.7913,39.6244,6.4576,13.3208,14.4691,8.9795,4.5127,8.1208,23.6257,9.4604,9.9331,29.666,43.1629,,
13,6.7411,2.3654,5.8498,13.6576,5.6082,26.5813,11.3942,37.3112,6.2518,12.1317,13.967,8.7392,6.2382,8.5494,28.7956,8.7565,10.4286,33.767,28.9339,,
13,6.5932,1.8783,5.407,11.8128,5.9015,27.3867,10.016,35.8887,5.8869,12.1356,14.21,8.7416,4.5572,8.7132,25.1695,7.7297,10.7999,35.246,31.1972,,
13,6.4801,1.9223,5.3717,10.1465,5.4091,27.5055,8.8809,46.5592,5.9349,10.2755,13.5021,9.5224,7.8505,8.6139,30.9148,8.3929,10.5251,36.5553,36.0217,,
13,6.6532,2.1461,5.4773,8.8202,5.5497,27.621,8.5544,56.0118,5.8156,10.8286,13.32,8.2312,4.8707,8.0412,36.0561,8.0997,9.8996,35.9478,24.8109,,
13,6.0992,2.7369,7.3213,8.7519,5.139,28.9477,8.0145,54.6282,5.8214,8.915,13.2299,8.6252,7.9894,8.7058,37.091,7.9992,9.1474,33.4179,31.8669,,
13,6.1672,3.0732,9.9479,7.6929,5.2786,33.2402,8.1437,48.7744,5.6149,9.2125,13.5852,8.239,5.437,8.8261,41.0236,8.6343,8.9678,32.2543,44.5416,,
13,6.0615,2.7694,12.7187,7.0634,5.7744,31.5221,7.5445,48.0508,5.6649,8.6576,13.1204,8.7236,8.1343,8.3689,45.9997,8.4807,9.2561,33.1753,38.4453,,
13,5.83,3.4778,11.9078,6.9887,5.6702,28.7238,6.6487,46.1974,5.5463,8.8088,13.0296,8.0796,6.9799,8.4676,46.7745,8.8458,8.8024,33.932,31.9823,,
13,5.6268,4.1356,10.377,6.5271,5.3645,30.2348,6.4344,44.072,5.4924,8.6505,12.3052,7.8563,7.8406,8.6158,44.3095,9.5041,9.0251,33.6893,44.5134,,
13,6.3842,4.0288,9.2194,6.2723,5.7706,33.1591,6.3663,44.1929,5.7671,8.3562,12.179,8.5274,7.5508,8.7506,46.3335,9.7971,8.4434,33.3698,32.8452,,
13,6.8679,3.7018,8.0541,6.169,5.4313,31.3014,6.0386,41.5799,5.4285,9.9667,11.6459,7.8436,9.8212,11.5993,44.9698,9.6366,7.5856,34.4179,24.7751,,
13,8.0329,3.2712,7.5661,6.1634,6.0577,28.188,6.3041,40.2639,5.8357,12.4837,12.3569,8.4948,7.9669,12.3606,41.5589,9.646,7.5689,34.5265,33.8003,,
13,8.4807,3.187,6.6773,6.2262,5.338,24.4132,7.0186,40.3369,5.6435,13.9458,11.7374,7.8792,8.6257,13.5381,37.0155,9.3176,6.3655,33.0584,22.8104,,
13,8.7721,2.7503,6.3351,5.79,5.7177,22.0276,7.1266,39.3331,5.4289,13.0191,11.4734,8.3553,7.0378,13.53,32.4645,9.5493,6.8404,30.5155,29.4024,,
13,9.1234,2.4149,7.1172,4.8835,5.5545,20.8721,6.4236,39.1172,5.5471,14.5074,11.8267,9.2106,6.7452,13.788,26.9559,9.4873,6.4949,33.3086,24.5658,,
13,9.9446,2.9602,5.7116,4.8204,5.803,21.5672,6.0601,36.9578,5.556,12.3693,11.7733,9.4738,5.9699,12.8491,25.1143,10.4888,6.4202,31.8625,16.4317,,
0,11.6633,2.2417,5.5104,5.0363,5.469,20.7371,7.608,33.9936,5.4769,15.273,11.5517,8.2314,6.2229,22.3558,23.7596,9.7779,6.5476,30.0969,17.0071,,
0,11.1724,2.5224,5.5219,5.497,5.8492,19.5985,7.2871,32.7369,5.5924,18.0251,11.3935,8.5193,6.3229,25.6607,22.8242,10.3877,6.139,28.0357,23.5003,,
0,12.1268,2.2816,5.1449,5.0439,5.5688,22.848,6.8892,30.4509,5.499,19.2036,11.9968,8.3055,5.6493,28.1576,19.676,9.7608,5.8829,25.5423,16.8638,,
0,14.7537,2.0267,4.8801,4.8949,5.3644,21.1336,6.7836,29.5177,5.7179,19.7362,11.313,8.6773,5.6698,25.8711,17.4033,9.9203,6.0122,22.5595,24.5426,,
0,14.2391,2.9949,4.7947,4.9417,5.7102,21.604,6.1085,27.2447,5.53,16.7227,10.778,8.0634,5.2952,26.8756,18.758,9.6371,5.926,21.0131,11.6737,,
0,13.6806,3.4484,6.024,4.6921,5.4898,22.273,6.1017,25.8694,5.3049,16.039,10.717,7.4603,6.3301,28.1139,18.3639,10.1222,6.1937,19.2165,23.9511,,
0,12.317,3.4364,5.3106,4.6985,5.6269,21.3637,5.8419,23.6819,5.4057,13.7967,11.0614,8.3959,5.9634,29.9477,16.8784,9.7335,5.6589,17.6357,19.6172,,
0,11.2503,3.2918,6.0282,4.2136,5.5109,20.6499,5.2251,22.3115,5.0174,14.1983,11.4827,7.3731,5.8841,29.5421,16.4317,10.2364,5.3423,16.4832,15.8986,,
0,10.5253,3.2862,5.3037,4.4695,5.2682,21.3856,4.9382,21.571,5.3991,12.9678,11.1573,8.0908,6.2121,24.7169,17.0759,9.7008,5.2992,16.9663,17.9541,,
0,9.2612,2.8648,4.9086,4.6651,5.4112,27.273,4.6479,20.9289,5.4959,13.8385,11.1011,8.3943,6.4215,27.0542,16.1109,9.7262,4.7523,18.0048,21.7953,,
0,8.8687,2.8391,4.6729,4.3998,5.5539,28.2975,4.9008,22.4658,5.1356,12.3998,11.7035,8.4383,6.146,24.7961,19.3159,9.6375,5.3037,19.4529,16.5159,,
0,8.6553,3.0609,4.6851,4.6499,5.3624,24.6293,4.5261,24.6081,5.4068,12.5368,11.7317,8.5318,4.3982,25.8397,19.7412,10.3539,5.3938,17.4797,18.5154,,
0,9.9072,3.0972,4.3029,4.0419,5.5542,23.0351,4.8025,24.2044,4.8849,11.279,11.3657,8.2893,3.1482,31.0776,19.6529,9.9956,4.8719,17.2158,17.3686,,
0,13.5578,2.8774,4.295,4.3476,5.575,20.5461,4.438,22.1143,4.8299,11.9887,10.9052,8.5696,2.5054,36.1044,22.5153,9.854,5.4086,19.1216,20.6525,,
0,14.6128,3.6531,4.3636,4.3356,5.7787,19.4298,4.6938,21.4179,5.0887,11.2118,11.2811,9.2267,4.0083,36.2585,22.8202,10.1061,5.0399,18.7993,20.1644,,
0,12.8666,3.5681,4.2487,4.6989,5.6662,17.0889,3.9482,19.0205,5.0852,10.6601,11.1163,8.9045,1.9345,36.024,19.8469,9.8156,5.0476,18.178,19.5285,,
0,12.8019,3.2475,4.5888,4.8616,5.7033,16.5311,4.4742,19.2616,4.747,10.3198,11.5692,9.2761,3.7562,37.1202,18.9772,9.9329,4.9505,17.4722,22.4236,,
0,12.2788,3.0426,4.3875,4.1091,5.3228,17.2356,4.448,18.6332,4.8102,9.0492,11.7535,9.4208,3.1621,31.7351,19.6523,9.8009,4.6377,18.501,19.6954,,
0,11.4028,3.0582,4.5499,4.4665,5.5667,17.073,4.2785,17.7516,5.2294,9.289,11.4762,9.1987,3.5551,39.3215,22.8339,9.6543,4.5097,18.5313,19.2456,,
0,11.3868,2.9156,4.8965,5.7876,5.4837,15.6031,4.2706,19.1012,5.0008,7.8229,11.8498,9.2817,3.4496,40.5948,26.9557,9.4238,5.2111,17.9423,23.6873,,
0,11.0186,2.6856,5.4695,7.1547,5.2939,14.3603,4.238,18.6557,5.1534,8.7319,11.1103,8.9752,2.5581,42.6064,24.963,9.3659,4.8616,19.5601,19.4196,,
0,10.5727,2.3671,5.7605,7.6695,5.4403,13.575,4.0897,17.9238,5.0914,7.6856,10.8291,9.2755,4.8175,43.14,23.1147,8.9395,4.7181,19.3821,17.4811,,
0,10.8185,2.6638,6.7913,6.8609,5.8232,13.2363,3.9901,17.4435,5.1589,8.1438,11.0422,9.1944,3.9785,40.1572,19.7843,8.914,4.778,18.8117,16.823,,
0,9.8204,3.2818,6.8126,5.9448,6.8169,11.6638,4.0557,17.4378,4.9434,7.8144,10.9348,8.732,7.1969,40.5032,20.7702,8.4989,4.7613,18.4845,20.7932,,
0,9.7167,2.7312,6.2846,6.0603,9.5579,11.3708,4.1029,17.2431,5.487,7.8385,10.9415,8.8335,4.1104,38.5631,17.8774,9.1681,4.4627,21.6495,16.647,,
0,9.8345,2.6805,5.8446,5.1878,10.2091,10.7916,4.151,18.9026,5.8063,7.6987,10.6755,8.5095,6.7621,40.939,18.5309,8.2111,3.9376,26.6845,19.6364,,
0,12.2066,2.6027,5.627,5.172,9.6828,10.8284,4.1054,17.8548,5.5909,6.9426,10.9098,7.7754,3.6204,34.8896,16.9118,8.4192,4.3024,28.145,17.1387,,
0,12.2766,2.5881,6.0644,5.0725,9.7006,11.2933,4.0807,17.702,5.7563,7.0974,10.9336,8.579,6.0556,35.6532,15.1226,8.6952,4.6113,28.8076,18.0948,,
0,13.5252,2.1293,5.3808,5.3928,9.7901,12.509,4.1646,16.1903,6.062,6.3541,10.8117,7.933,4.6983,38.1093,15.6936,10.8026,4.296,29.0708,16.3858,,
0,12.6885,2.5536,5.2918,4.6873,9.6817,13.8663,4.0468,16.9014,6.6587,7.278,10.4598,7.5176,4.727,36.8937,13.6844,12.1945,4.5206,26.7526,15.7383,,
0,11.1561,2.182,5.2501,4.7988,9.5883,15.8227,4.1856,16.6346,8.2557,6.4221,10.8619,7.7956,4.3409,35.4722,14.7512,12.0303,4.6248,25.6632,16.1392,,
0,10.3378,2.3248,4.8411,5.1118,9.9275,16.9175,4.656,17.6207,12.5355,6.915,11.0635,6.5256,3.9455,35.3968,13.1362,11.5172,4.4929,23.8014,19.2426,,
0,8.9571,2.2226,4.6413,4.7707,11.8377,17.1279,4.868,16.7896,12.4607,6.5241,11.6144,6.5538,4.507,38.5902,13.3846,10.0983,4.2696,21.2653,16.409,,
0,9.885,2.0386,4.3816,4.4864,14.0388,15.7508,4.8125,16.7827,12.6439,6.9533,11.3067,6.5076,3.7116,31.9847,11.7961,10.3651,4.4054,19.7155,18.4039,,
0,8.7927,2.2727,4.2023,4.705,13.6483,15.5529,4.5683,15.7772,12.771,6.6725,11.364,6.6183,5.3504,32.8701,11.7103,9.5275,4.1409,18.6928,18.9183,,
0,8.2813,1.9646,4.422,4.4788,14.6002,17.923,4.4478,15.615,12.6381,6.5014,11.1316,6.8317,4.1988,30.5819,11.8681,9.0221,4.6519,18.4522,17.6717,,
0,7.4477,2.0215,3.8938,4.1679,17.6763,19.6738,4.0807,16.7798,11.3247,6.8495,11.4132,8.0434,5.3268,28.0949,10.7543,8.4476,4.6293,16.2701,16.8376,,
0,6.7036,1.9233,3.7214,4.5397,18.8299,18.8664,4.3398,16.1973,10.6691,6.3785,11.0435,7.6046,4.6478,29.194,11.331,8.0312,4.2934,15.1588,19.0913,,
0,6.2462,1.9212,4.3142,4.5461,18.7747,18.2723,4.2359,15.6632,10.0651,6.6693,10.9417,7.8473,5.248,22.0562,10.8216,8.0419,3.9183,14.7093,20.6657,,
0,5.7162,1.9136,4.0773,4.4778,22.6827,19.0722,3.8615,16.3051,10.8625,6.0347,10.015,7.8181,5.8168,23.1534,11.7755,8.3221,4.3127,14.112,23.6546,,
0,5.6239,2.0187,3.6727,3.8959,23.808,19.8708,4.1208,22.4872,11.2542,6.58,10.8463,6.9665,6.9894,19.929,10.9052,9.0902,4.0425,14.6893,23.4448,,
0,5.4123,1.5977,3.997,3.9593,24.9889,19.8426,3.7829,23.4881,12.6757,6.2925,10.889,8.0595,6.0713,18.4015,11.8709,11.6057,4.3623,14.5856,22.4508,,
0,5.4203,1.9956,3.8774,4.5022,26.0055,19.1624,3.7967,22.507,12.377,6.523,10.6704,8.2,5.4268,20.0417,10.2359,13.5973,4.5946,14.7313,20.2274,,
0,5.1912,1.5657,4.1246,4.3687,23.7291,18.3155,3.9612,20.793,12.0659,6.7737,10.5,6.8022,5.6286,18.6668,13.8759,13.3859,4.4221,13.5045,23.2365,,
0,4.6569,1.6973,4.2803,3.6414,21.6165,16.7306,3.8074,19.6971,12.1193,6.8417,10.3434,7.8139,5.3367,18.9066,11.921,13.0854,4.4215,13.7732,21.3984,,
0,4.9596,1.8551,4.2226,4.04,19.8251,16.479,3.9867,18.3475,14.3766,7.1094,10.1282,8.0311,5.3224,17.9177,12.7547,11.9192,4.5502,14.0859,23.1684,,
0,4.7938,1.5775,4.425,4.0848,19.2484,16.2548,3.4706,16.9914,13.6997,6.7574,10.1182,7.7408,4.0926,19.8496,11.5682,11.8823,4.2831,16.1574,29.0474,,
0,4.8818,1.584,4.0844,3.9432,16.7618,15.8696,3.6945,16.6807,14.1019,6.9097,9.4872,7.7076,4.1323,18.6022,12.3063,10.2635,4.7169,17.1814,31.4508,,
0,5.3276,1.7177,3.8751,4.1448,16.2898,14.8761,3.4512,15.7516,13.1248,6.6909,10.2018,6.815,3.0785,17.6815,11.5018,11.3021,4.5598,17.0584,23.6808,,
0,5.0089,1.6771,4.1245,4.448,15.6208,14.8466,3.9219,15.225,13.8237,7.0255,10.0942,8.2549,5.0041,16.8474,10.3548,10.9972,4.5656,16.1938,30.6929,,
0,4.912,1.6442,4.313,3.6739,14.8514,14.0935,3.5976,14.6993,14.2487,6.392,10.4096,7.3888,4.4444,13.509,10.6785,10.7369,4.2812,14.8316,28.2486,,
0,4.555,1.6269,4.1364,4.4056,16.7394,13.4,4.2889,14.4039,12.7315,7.0011,9.9757,7.9909,4.7048,14.5112,11.0176,10.7874,4.5315,14.0749,31.0081,,
0,4.6085,1.7391,4.2568,4.0709,16.4318,13.0473,3.9596,14.331,12.2894,6.3463,10.4212,7.4983,5.0319,15.6215,10.6729,10.4969,4.7355,14.1574,35.003,,
0,4.8425,1.7305,4.4365,3.9875,15.9466,14.369,3.577,13.7504,11.0062,6.256,9.724,8.1335,3.8391,16.0838,10.1818,10.3676,5.0058,14.1052,32.8109,,
0,4.8891,1.5195,4.0071,3.508,18.2803,16.2667,4.2267,13.3608,10.4254,6.4055,10.2532,8.3359,5.5798,15.7527,11.1407,9.7928,5.0219,15.888,35.1851,,
