odour stim;16/11/2020 Male4;16/11/2020 Female10;17/11/2020 Female3;17/11/2020 Female9;18/11/2020 Female3;18/11/2020 Female8;19/11/2020 Male5;19/11/2020 Female10;20/11/2020 Male10;23/11/2020 Male5;23/11/2020 Female9;25/11/2020 Female4;16/02/2021 Male6
;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V
1;4.4404;7.9072;11.4899;7.5614;22.6563;15.844;13.2847;16.8618;24.8047;7.3489;14.2739;14.3611;15.8084
1;3.6683;6.4517;11.615;7.3986;21.9951;13.6068;11.0634;14.7113;20.9847;8.8333;15.4423;14.6093;15.982
1;3.5183;5.7537;12.5964;6.9059;21.9971;12.2966;10.4238;14.3961;18.413;10.2702;14.9285;14.5745;15.2455
1;3.4147;6.1227;13.1807;5.7456;22.2173;12.3894;11.9531;14.4347;18.4845;10.3877;15.084;15.1218;12.472
1;3.8199;6.855;11.7721;5.1879;24.224;14.7113;12.9292;13.7867;17.7659;9.8032;13.7619;14.8266;13.1502
1;4.2688;5.3818;12.7529;5.5096;22.1915;13.4839;11.1729;13.1239;15.4154;7.9906;13.2452;14.0237;14.1474
1;5.3518;5.3598;13.052;5.578;22.3104;11.0471;10.3112;11.978;15.6772;7.8274;11.6828;14.6622;18.883
1;5.7933;4.7455;12.648;4.9861;20.5654;8.7339;11.6549;10.6634;14.639;5.7961;12.2353;14.5847;20.9502
1;6.3948;4.882;12.2566;5.1168;21.5798;10.6308;11.073;10.4828;12.5509;4.5898;12.693;14.4337;20.7066
1;6.2616;4.9587;9.5911;5.4156;20.9184;11.7958;10.8624;10.8247;11.885;4.9495;12.6459;14.1743;20.3649
1;6.9153;7.1672;12.7781;5.4818;22.3493;11.1918;10.9572;10.1653;10.8554;4.0509;12.4108;14.3429;20.2655
1;6.1916;7.1389;12.8214;5.3857;23.2883;11.0926;11.0478;10.0079;12.9416;3.1698;12.3894;14.5692;20.2317
1;5.4002;6.7991;12.6411;5.3269;23.599;10.0776;11.0343;9.4273;13.6043;2.544;11.3671;13.108;21.774
1;3.4558;7.198;12.2349;5.1541;24.9135;11.0427;11.8596;8.1822;15.664;2.7132;10.8074;12.6748;22.2918
1;2.7435;7.6689;12.3266;5.3746;24.2955;12.4659;13.0416;8.8886;14.932;1.9292;10.7372;11.4797;23.292
1;2.8476;7.5701;13.0843;4.7298;23.8976;12.6116;13.4724;9.9861;16.4956;2.6549;11.119;12.0197;23.4196
1;3.4911;7.4648;12.835;3.9429;23.1855;12.6443;13.6777;9.2151;15.0737;2.7644;10.8712;12.8518;23.5674
1;3.4065;7.9183;12.2047;4.9322;23.2637;13.1684;13.8202;9.4684;15.6906;3.3715;10.6402;12.7987;22.829
1;4.1432;8.6734;10.4092;5.304;23.4149;14.0179;12.3083;8.5472;16.4946;4.3418;11.1751;12.3919;22.5491
1;3.2765;8.8735;11.8944;4.7763;23.5561;15.3873;12.4946;9.4021;17.7891;3.2331;11.5406;11.9728;22.5118
1;3.7726;9.0223;13.6687;4.6746;21.9754;12.2235;13.5985;10.3138;20.7421;2.7051;11.6438;10.6075;22.2966
1;4.019;8.7766;14.3879;4.4965;21.7975;12.7718;13.0421;10.8001;23.7385;2.6295;11.0652;10.1018;20.9179
1;3.7833;7.5151;14.6686;4.415;24.6347;13.1941;13.5213;11.9164;25.6738;2.7437;10.7482;10.6061;23.5294
1;4.5804;7.3225;14.1668;4.3393;24.7437;14.0261;12.8629;12.6998;24.2299;3.5784;12.2741;10.1346;24.0004
1;3.7527;7.0451;13.6808;4.6788;24.7679;12.8636;12.1761;11.6907;22.2996;3.1505;11.7991;9.7987;23.0303
1;3.7314;7.2542;14.1925;3.5634;24.2511;15.1153;12.6042;11.9914;25.1825;3.6408;11.6356;9.2697;23.2308
1;3.5268;8.0552;14.5068;3.3383;22.2365;15.7858;11.8105;11.5189;25.6977;3.5908;12.0469;9.0227;22.4596
1;3.7042;8.1186;14.0006;3.9637;22.2936;13.2069;12.8965;10.7606;26.8117;3.3156;11.5919;9.4337;21.52
1;3.6584;8.3814;13.3207;4.3263;21.3596;11.7542;13.4277;9.6012;28.149;3.9156;10.9303;8.5416;19.4113
1;3.6563;8.4402;13.5743;5.6917;19.9822;13.1868;13.3746;10.355;29.5053;4.3298;11.7971;8.4284;17.3235
1;3.6726;8.7342;13.4206;6.5192;22.2303;12.4932;14.3631;9.7329;26.6988;3.8225;12.0129;9.208;17.5137
1;4.44;7.9301;14.0548;7.1335;21.959;10.2687;14.1664;10.1084;23.8428;3.7113;12.4288;9.8881;19.5172
1;3.3909;9.042;13.2694;6.3573;20.3672;11.3463;12.748;10.5871;24.3354;6.2816;12.6062;10.0463;20.5853
1;3.3272;8.5726;12.9323;5.4908;20.389;10.2981;15.7747;11.2893;21.5676;6.0257;12.1609;10.2607;19.0476
1;2.9964;7.6954;12.994;5.4246;19.8648;9.8625;15.0126;11.4514;19.3238;6.3335;11.7056;10.1385;16.4938
1;3.9243;7.5775;12.5857;5.7697;20.5714;11.4098;13.6229;10.2047;16.6671;6.7313;11.8577;10.3725;15.8639
1;3.0647;8.3729;12.7434;5.2794;21.8075;10.9321;12.857;9.3705;15.7929;6.5311;11.3768;11.1049;16.0031
1;2.871;7.7702;12.6868;4.6059;22.3907;9.1878;12.7373;8.9252;15.4054;6.2008;12.7296;11.5296;16.1661
1;3.7946;7.6372;12.8125;3.6704;22.0668;10.5701;11.9024;9.2887;15.3216;6.4224;13.5396;12.1071;14.4908
1;3.6572;7.6539;12.5317;4.0641;19.2431;9.8056;11.5667;10.4618;13.255;6.5424;14.2874;13.0003;13.3503
1;3.9016;7.7334;12.3396;4.4969;16.8298;10.058;12.0066;9.8304;13.4142;6.8359;13.3903;13.5927;13.3396
1;2.8804;7.4287;12.6369;5.1772;16.6206;9.3886;12.1947;10.8607;13.7;7.4259;14.2235;13.5932;10.6364
1;2.9399;7.7883;12.2536;5.6783;17.0008;10.4478;13.2328;11.3991;15.0026;7.1006;13.1174;13.859;8.3216
1;2.0189;7.8568;12.1074;5.2889;16.8136;9.8612;13.5;11.5663;13.9981;7.237;12.8649;14.4793;7.697
1;2.1284;8.2979;12.2638;5.5054;15.633;11.7793;12.1265;11.9016;11.5531;6.122;13.8258;15.264;7.1253
1;2.5857;10.5219;12.457;5.9244;15.1198;11.3157;12.3976;10.073;10.3589;6.486;14.42;15.3259;6.3558
1;3.3808;11.0796;12.3436;6.6218;14.6564;11.0117;11.1821;10.2399;10.3868;5.4234;13.997;14.8777;7.3595
1;3.3295;10.3423;12.4057;6.7799;12.7028;10.4056;11.5382;9.7117;10.1685;4.4852;14.6582;13.0607;8.6723
1;2.7965;9.3489;12.4127;6.1676;11.859;9.6118;14.6541;10.5455;11.7294;4.8776;14.0967;11.5844;8.5277
1;2.7729;8.5381;12.3431;5.7323;11.194;9.9591;14.9732;9.6165;12.3967;5.242;12.9723;9.8923;7.7856
1;3.0092;8.0326;12.9983;3.7124;11.4107;9.5913;15.4248;8.8514;12.2175;5.184;13.6957;9.9819;6.3997
1;4.145;7.5772;13.445;4.3324;12.625;10.3277;15.6325;10.5912;11.9609;5.0921;14.2663;9.4387;6.5244
1;3.5867;7.3824;13.57;4.7498;11.8566;11.8582;13.6261;9.4064;12.5214;5.6716;14.1074;8.1225;7.1589
1;3.3469;6.3594;14.3284;6.4759;13.3072;11.3889;12.505;8.9714;15.2751;5.4235;14.0934;8.6954;7.498
1;3.2684;5.8075;13.5792;6.7929;13.6275;10.5197;11.9004;9.4864;15.2349;5.2496;15.2309;11.7282;8.7044
1;2.8777;5.7581;13.9428;9.5038;15.1691;13.2364;11.4343;9.365;13.9685;4.8487;14.7857;13.6281;9.2696
1;2.8163;5.7185;14.0073;11.6956;19.1747;11.5526;12.4111;9.5975;13.2312;5.1856;14.472;14.1395;8.4717
1;2.7946;5.5452;13.9676;11.5519;20.9152;9.8821;12.1881;9.7803;12.5407;5.0711;14.4692;14.114;7.0827
1;3.3514;4.6627;13.9533;12.6692;21.5349;10.7899;12.2094;10.579;11.8378;5.876;14.6855;14.9485;6.7725
1;2.9807;5.3669;13.7814;13.2698;22.0213;11.0395;12.2331;11.2995;10.3851;7.0676;15.3637;14.1534;6.158
1;3.1037;4.5394;13.3759;13.1199;25.7139;11.7039;14.4669;10.7041;10.7732;6.4801;14.6697;13.7077;7.4112
1;3.4685;4.2439;13.1548;14.1908;26.4677;11.5555;14.3523;11.1737;11.7245;4.8052;13.0491;16.073;7.9157
1;4.4822;4.6827;13.5864;14.3431;28.3304;11.8911;13.7192;10.924;11.7509;4.7398;14.2037;15.9865;9.1715
1;5.6132;5.4925;12.8513;15.3179;30.533;10.8566;11.9939;10.9986;12.5809;5.6464;13.268;15.0648;10.0093
1;6.1327;4.7719;12.9231;14.6119;31.1378;12.1705;14.0041;11.2354;15.2164;5.0267;13.5562;14.4192;10.6985
1;7.4923;4.279;13.3404;12.617;30.4843;13.0673;14.3791;11.9129;17.4317;5.5614;14.2027;14.2362;10.0483
1;7.0981;5.1014;13.0909;11.6235;29.1717;13.0886;13.8082;10.0075;19.3959;5.8841;13.5059;13.8161;10.4455
1;7.7455;6.2566;12.6769;9.9084;29.684;14.4635;13.7049;9.3623;17.7759;5.2626;13.2392;12.698;10.1776
1;8.4102;6.114;12.7781;9.007;27.6609;14.5759;14.3198;9.2281;15.2368;5.5009;11.9316;12.2835;10.5118
1;9.2222;5.3962;12.4774;8.7799;27.8097;15.0748;14.1947;8.9121;14.5033;4.9457;10.6131;12.2712;9.883
1;8.5206;4.8087;11.9988;9.0342;26.1107;15.8218;14.9981;8.9286;15.5287;5.7598;10.4626;11.566;9.2987
1;8.8885;4.9583;11.6678;8.4911;27.1034;14.8779;13.4756;8.8911;15.6445;6.384;10.124;11.6463;9.2562
1;10.9984;4.4608;12.091;8.6043;26.0725;13.8754;13.8611;9.0263;15.4759;6.7155;10.8397;12.9501;9.7446
1;13.1096;4.4968;11.5967;7.9726;26.5276;14.0117;13.7075;10.1663;15.5362;6.888;11.9495;11.6661;9.1726
1;12.2224;3.6666;11.6932;8.1514;26.8742;15.6013;12.6036;9.9258;14.7893;6.8922;12.2522;11.5005;10.4403
1;11.5277;4.0748;12.0038;7.417;27.09;17.0593;10.7684;10.5846;14.4779;5.5547;12.4455;11.8134;9.8212
1;10.6267;4.1783;11.6631;8.5012;29.691;18.5323;11.0679;9.7025;14.5637;5.3176;12.6548;12.7289;8.9804
1;11.9344;4.3637;12.1502;9.0096;26.3922;17.0512;11.9561;10.1149;16.9404;5.1895;12.4362;13.8562;8.2628
1;13.2791;4.0391;12.1601;9.3676;23.9372;15.2534;11.381;9.9599;17.7031;6.4082;13.962;13.5095;8.6139
1;15.1196;4.3082;12.5701;9.152;22.6308;16.1802;12.3465;9.5461;16.5814;5.9516;13.0192;13.7588;8.3922
1;16.968;3.9428;13.0546;9.0852;22.446;17.8606;12.9434;8.52;17.8554;5.9157;12.4975;13.5385;8.2174
1;17.0106;4.1952;13.4846;8.3284;24.6656;17.9886;13.3398;9.2172;17.8206;5.2734;11.2589;13.3709;7.867
1;15.1961;4.7802;13.4349;6.8196;25.1317;16.7345;13.3746;9.043;17.7877;8.0418;11.932;12.5805;7.0933
1;14.4455;5.044;13.193;7.5095;25.0416;17.216;13.2935;10.5486;17.8102;7.1631;11.6055;10.8261;7.6888
1;16.5772;5.8545;13.1788;7.7175;23.2652;17.3205;13.7567;10.1686;18.0408;7.9099;11.9395;9.8721;8.1179
1;16.6899;6.0471;14.0276;8.6212;21.9723;17.6274;16.8217;10.4293;19.367;9.3693;12.6183;9.1017;9.7244
1;19.6607;5.3943;13.6996;11.3648;21.6328;20.0805;15.5439;11.0597;20.3415;8.6901;13.6776;8.563;8.9655
1;21.4159;5.446;13.3683;12.1004;22.0712;21.8963;14.8776;10.4074;18.1955;9.4517;13.5627;8.5926;10.341
1;25.4038;5.5835;13.3635;10.6342;20.6102;24.4811;13.4789;9.5789;17.2631;9.1222;13.9744;7.9932;9.1543
1;23.7806;6.5689;12.6375;10.7369;20.7513;28.2659;13.224;8.1276;16.5897;10.3959;13.0663;7.8104;12.1624
1;22.6624;7.6973;13.0413;9.4624;20.4532;29.8828;14.5616;8.3956;15.7439;9.4959;13.979;7.6977;16.0043
1;24.5233;8.136;15.0549;11.4534;20.8624;29.6955;14.0248;9.6072;15.5535;10.5048;13.9045;8.1756;16.8605
1;25.391;8.8587;16.1133;11.7885;20.5236;30.4786;13.1386;10.2893;14.1193;11.2322;14.0443;8.0148;17.609
1;24.1441;9.1138;15.9867;11.9904;16.9451;29.5743;14.1329;11.4857;12.2119;11.6038;14.6204;8.0602;19.0978
1;19.3308;9.2893;15.9537;10.8483;16.6795;25.7025;14.0098;11.6392;13.501;10.8458;13.9991;7.3016;19.3768
1;19.7539;9.141;16.8036;10.0122;17.002;25.9108;13.3011;12.8171;14.6416;11.2993;13.4057;6.9351;16.8426
1;22.3619;9.5442;17.1631;10.24;17.0138;26.7915;14.447;13.3483;15.8559;10.8185;12.2684;6.2498;17.8927
1;19.7211;8.6466;17.1277;11.2091;16.9673;24.9105;13.1825;13.4068;17.4041;10.6916;10.4308;6.4575;15.2277
1;20.3297;7.54;16.9189;12.143;16.7003;27.2604;12.0853;14.1097;17.6963;13.6657;10.2151;6.5414;13.3238
1;17.8427;7.1247;17.7334;12.1393;15.803;28.882;13.7388;15.7974;17.324;12.3949;10.5275;6.2903;12.3368
1;14.5151;6.5395;17.958;12.1853;13.4783;27.7297;13.1584;15.9212;17.6399;11.2603;10.3021;6.2888;13.6034
1;12.44;6.2342;17.4856;10.7528;12.7273;24.9915;13.1412;16.3206;17.1508;12.6247;9.4494;6.6147;12.9776
1;12.3417;6.2099;15.9965;10.2275;13.5395;24.9031;15.1763;18.1684;18.7231;13.4542;10.2031;7.0138;11.2516
1;13.0068;6.6327;16.0586;10.1884;15.2042;24.7945;16.9776;18.229;19.0917;13.7137;8.9667;6.8403;11.3478
1;13.4815;6.5594;16.1137;10.1774;15.6723;23.7726;14.4827;19.4883;18.0447;13.7982;9.5856;7.2881;11.98
1;11.2314;6.9315;16.8196;9.8496;14.4196;24.3556;13.707;20.8448;17.8995;14.0461;9.9544;6.6044;10.0751
1;12.1269;8.1188;15.9619;9.0332;12.1457;22.9353;12.7862;20.5155;18.8112;12.983;10.0385;6.708;9.727
1;12.8837;8.8788;12.4588;9.212;13.144;22.0735;13.1299;20.6004;19.662;11.0362;10.6902;6.8583;8.895
1;13.6044;9.3376;12.7419;10.7993;11.9089;18.0316;11.0649;19.8572;21.3604;10.7061;9.847;6.4006;7.6743
1;11.6635;9.3118;13.4601;10.7401;10.8168;14.8741;12.0273;18.1239;24.9903;11.4269;10.5647;6.4888;6.9729
1;10.9945;9.4098;16.0824;10.5052;12.4178;12.6987;12.2889;18.6696;22.834;10.3732;9.8661;7.0075;7.0826
1;12.4;9.4849;15.9548;11.3688;10.7439;10.4666;13.1382;17.8312;22.5089;10.2576;10.251;6.9877;7.1485
1;13.2744;7.9253;14.5983;10.2238;10.2176;10.6305;12.5705;17.7368;21.8045;9.8394;10.574;7.0218;7.7532
1;12.5674;7.2895;14.8578;9.8449;10.7405;11.1622;12.5916;16.5564;20.7676;10.539;10.1251;7.4051;8.1919
1;13.2062;6.7894;15.8474;10.1973;10.4223;14.0009;13.0495;16.1832;19.8087;8.9298;9.7404;7.0943;9.9944
1;12.6298;7.1842;16.4191;10.7691;10.3849;14.6322;13.6204;15.8462;21.3817;8.4275;9.2119;6.8364;11.2586
1;10.7592;7.0625;14.0614;10.5221;10.241;12.8146;14.7068;16.813;19.9872;8.7738;8.9859;6.2307;11.4944
1;15.47;8.2457;13.1269;11.0021;9.4965;14.0403;14.386;19.4905;20.8959;9.5858;8.2461;5.6787;11.8757
1;16.6111;10.8198;15.0389;12.4163;10.4231;17.7616;12.9466;21.0125;17.0037;10.7836;8.4184;6.0411;10.8715
1;14.0018;11.7832;16.5951;13.1818;10.3906;19.4651;13.2444;20.336;15.7839;12.4919;7.7724;5.4973;11.1595
1;12.5218;10.0086;17.1427;13.179;10.1365;18.8485;12.0987;20.7907;17.5857;9.4616;8.3381;6.1539;11.863
1;12.8321;9.9371;18.5629;12.9656;11.0767;17.0578;10.7316;21.9654;20.7643;9.4205;8.0588;5.756;10.7564
1;14.3803;10.8197;20.1233;13.5098;10.0261;15.9794;10.9418;23.2601;23.4434;9.2733;8.1339;5.7217;11.466
1;14.1322;10.8647;21.3029;11.6113;9.5572;17.2932;10.8416;24.5284;25.962;9.1665;8.0011;5.3086;14.3748
1;12.5705;9.0958;20.5551;11.547;9.6011;17.7573;11.4441;25.0651;26.6903;9.4029;8.4447;5.2796;16.3054
1;10.9383;7.7754;18.0409;10.7521;9.8617;21.9461;11.9537;24.0403;25.8091;10.2515;9.0611;5.8961;17.1345
1;10.1598;6.9059;22.5038;11.6617;10.0519;24.5667;12.4169;24.175;21.6392;10.2813;8.2365;5.6429;17.7923
1;13.6529;6.7671;21.143;9.1244;9.9806;23.3644;12.325;23.8771;19.9282;10.4284;7.6551;6.4523;18.4027
1;12.9789;5.7469;22.4424;9.4317;9.6703;20.8014;12.522;24.3024;21.3058;11.1609;9.2754;6.614;17.6102
1;13.1208;5.4471;21.1449;7.8262;9.7353;19.0216;11.2138;21.7406;22.0401;12.4789;10.145;6.803;16.8634
1;11.9855;5.5225;18.3449;7.1379;10.4502;19.9431;11.4746;19.0498;21.227;10.8227;9.2527;6.3898;15.165
1;13.5852;5.6591;18.254;6.8594;8.8441;17.9964;12.0975;17.87;19.1142;9.5965;10.3422;6.3542;14.1152
1;13.7498;5.503;20.613;6.9233;9.1177;16.6758;12.168;15.0752;18.2242;8.6044;10.0117;6.4816;14.2946
1;14.3647;5.9476;20.8239;6.4112;8.3123;16.4551;13.5046;15.8682;18.2176;8.6694;9.0332;6.7874;12.8219
1;15.1491;5.9681;20.8222;5.821;7.3364;17.5292;14.0101;14.6761;18.6688;8.5834;9.4875;7.433;11.263
1;15.391;5.6985;21.69;6.9595;7.5859;17.7138;13.3326;12.8518;19.8346;9.1944;10.6466;7.4512;10.2752
1;16.4045;6.2172;19.6895;6.5924;7.9683;17.3408;12.5486;12.2826;19.4196;8.0184;10.021;7.341;8.902
1;15.8168;6.4549;18.4516;6.0537;8.2651;15.5272;12.7337;12.3756;19.4332;9.6225;10.8237;6.9643;9.8786
1;14.7588;6.7393;18.8042;6.2564;7.4938;15.6283;13.882;12.5594;18.8551;10.1771;10.0505;6.9162;9.6816
1;16.2123;6.9685;20.7629;6.1749;7.2112;16.3322;11.9481;10.9231;17.9166;10.8664;9.4492;6.7565;9.5183
1;17.2097;7.4346;20.5132;5.8626;7.5171;16.7908;9.9255;10.9255;16.1619;11.4813;9.2784;6.6671;8.5329
1;18.9039;7.8717;19.8192;6.1948;7.3746;15.1455;10.4571;11.5977;13.4381;10.2631;9.9605;5.7482;9.1035
1;19.1405;8.2575;18.4434;5.8385;7.3695;14.135;11.5263;12.7053;11.6561;11.2685;9.8452;6.308;10.2315
1;17.2313;8.3502;19.5649;5.9587;6.6584;13.6331;10.1566;11.943;13.0003;12.002;10.0015;6.751;10.7157
1;16.4561;9.5863;18.0701;4.6781;8.1934;16.5072;9.3807;12.3714;13.633;12.9597;9.8617;7.2163;10.7884
1;14.9201;9.7122;16.1427;3.9624;11.9399;14.991;9.2057;12.6224;11.7326;11.4278;8.7845;7.0795;11.3217
1;14.1133;8.9864;16.3158;3.2654;14.9867;15.1586;9.5118;12.9903;10.6693;12.0231;8.4626;7.3495;11.266
1;15.088;8.8803;15.6547;3.6092;15.8666;14.2764;9.4618;12.7243;9.3146;10.4816;7.5714;7.3449;10.7583
1;14.4207;9.1911;14.521;3.6641;15.5968;14.6207;9.3898;13.108;8.894;11.8741;8.1376;7.1969;11.8392
1;14.9515;10.5311;14.7936;4.1779;15.517;16.2911;9.9196;14.3294;9.3573;13.204;8.4446;7.4152;12.0226
1;18.8341;9.8398;14.1639;4.6098;16.1223;20.5061;8.8488;17.2294;12.8927;16.2501;8.502;7.6068;11.3278
1;21.7258;10.6961;14.3658;4.079;14.2411;19.1422;9.2487;20.7857;21.0422;15.745;7.506;7.6767;10.8111
1;22.0753;12.4466;14.116;4.031;14.8845;18.5004;10.4201;23.6674;27.1487;14.2959;7.6501;8.7675;9.7985
1;22.2383;11.816;14.4682;3.9892;14.8321;20.064;11.2616;26.0521;29.5565;13.0609;6.7005;8.9139;10.5808
1;23.2704;10.2465;13.8826;4.1881;14.1499;19.4958;10.4119;26.5152;30.9553;12.8133;7.1445;9.6953;10.1885
1;22.9912;8.2661;13.5858;3.5595;14.7485;23.0027;10.5702;26.4964;31.9411;11.7365;7.9592;10.0742;10.1076
1;20.9678;6.8008;13.855;3.7658;15.7204;22.0603;10.2193;26.6824;28.0735;11.498;8.1221;11.0485;8.936
1;16.4764;5.9633;14.7863;3.1399;16.5635;20.5554;9.3671;24.8878;26.5152;12.4859;8.5258;12.0925;8.6703
1;15.939;6.1001;15.2696;2.9141;16.4971;18.9013;12.0865;23.3529;21.478;9.5639;9.4323;13.3782;9.5698
1;14.6943;6.361;15.4215;3.2972;18.1452;17.3596;16.1392;21.4062;18.7884;13.496;9.448;14.8664;8.8787
1;12.9557;6.0489;15.1399;3.4186;17.0132;14.9299;17.8075;18.4525;19.7384;17.3425;9.8873;14.8223;8.8102
1;12.1081;6.7853;14.3386;3.8314;17.3598;16.6423;17.588;17.9595;19.0058;19.4165;10.1607;14.6091;10.6392
1;11.8724;6.1468;13.9502;4.0293;17.3214;17.0532;15.8638;16.6743;19.1175;18.1836;10.4317;14.1889;11.1205
1;10.5189;5.6732;13.7911;4.5831;17.5168;17.9763;15.909;15.7698;18.4928;19.513;10.4127;14.5988;11.7625
1;9.732;4.7097;13.3215;4.4642;20.2212;18.3086;13.4566;16.5667;18.9867;21.2145;9.6885;14.5645;12.7578
1;7.5391;4.5562;12.9568;4.204;19.4489;20.6116;12.6143;15.2327;18.7182;21.821;10.5176;15.093;11.479
1;6.4758;4.9579;12.7397;4.161;20.6731;19.7094;15.171;14.6611;16.2215;21.7509;10.1486;14.9843;11.5601
1;5.1091;4.1944;13.1674;4.0358;20.968;18.9243;14.2582;14.535;15.2822;20.503;10.5041;14.8555;10.7059
1;4.814;4.1087;13.3064;4.0173;20.5645;20.8695;13.4578;13.5127;15.1376;22.5317;10.6629;15.2318;11.216
1;5.1999;3.8253;12.8459;4.3006;20.9036;17.8871;13.3145;12.1882;16.2561;21.7395;9.9276;16.2357;10.9476
1;4.0216;3.95;12.4838;3.9414;21.9632;18.7345;11.8215;12.5004;15.2431;20.1377;12.4089;15.3141;11.8002
1;4.5431;4.215;11.9301;4.4093;22.9035;17.8542;10.9749;13.0885;14.953;21.1122;12.2092;15.999;12.5481
1;6.3662;4.1221;12.4677;4.9149;20.4236;15.5476;10.527;14.0815;15.764;22.0919;11.8008;15.4651;10.968
1;7.9262;3.8072;12.2559;4.8094;19.5713;12.7704;11.5627;14.3559;14.6325;21.3793;11.0912;16.2359;10.8251
0;9.1507;3.8732;12.3589;3.8849;17.8595;11.0569;11.2364;14.3198;13.2983;18.7174;11.68;16.6952;10.4553
0;8.1472;4.3743;12.3713;3.8799;17.4518;10.3752;10.699;14.2406;11.3761;15.1516;11.3705;17.3627;11.2176
0;8.3037;4.5187;12.1641;4.7188;17.2864;10.6424;10.8611;13.9944;10.8067;13.7625;10.8251;17.2809;11.0803
0;9.7227;4.4489;12.0252;4.2643;17.4997;9.2695;10.8968;13.3539;10.6854;10.5829;10.3731;17.7739;11.0244
0;9.5771;4.0727;12.4211;4.711;17.3622;11.0299;11.8328;12.5729;9.5563;12.5431;10.9429;16.885;11.0791
0;9.6166;3.9762;12.1865;4.62;14.9764;12.016;11.426;12.3574;8.9351;12.5152;10.9971;17.1716;9.7609
0;10.5781;3.9011;11.1711;4.8174;16.6482;13.3308;12.4342;12.4323;9.3484;10.8141;13.0834;16.2452;9.465
0;10.7712;3.9723;10.566;5.3397;16.4232;15.7784;12.6492;12.8359;8.8027;11.5714;13.2015;15.5261;9.3369
0;9.1859;4.4764;9.7843;5.9071;18.144;17.4818;12.7992;11.7311;9.2174;10.9139;13.2041;15.1944;10.3312
0;8.6394;4.5052;10.3496;5.8596;19.1886;17.942;12.0658;10.9267;8.7774;11.2676;13.1792;13.4851;9.1031
0;9.3302;4.2119;11.7409;6.4976;18.5956;20.9568;11.5926;13.3503;8.4199;11.1799;13.1253;11.932;11.1581
0;9.5676;4.0523;12.5376;6.9297;18.4529;21.4429;10.9711;15.2793;8.6464;11.7516;12.7017;10.6452;11.388
0;10.5233;3.7747;12.6569;7.1685;18.6373;22.7754;11.4147;15.9358;8.8564;11.6862;12.326;9.9676;10.1621
0;10.7719;3.7122;12.8241;7.2311;17.27;25.2776;12.1599;16.5545;9.0239;10.5584;13.0867;9.3642;9.3847
0;8.8761;4.1506;13.0711;6.861;17.6759;24.5013;11.8308;16.5922;8.9705;10.9925;13.6306;8.4177;9.7932
0;8.7188;3.6362;13.278;5.3577;18.1662;24.9118;11.598;17.0429;10.2437;11.5292;12.5924;8.7774;10.6585
0;8.6858;3.2268;13.1877;5.9472;16.573;24.5701;11.5315;18.481;11.5671;10.8517;12.6604;8.519;11.4097
0;9.7263;3.3212;12.935;5.5775;17.1699;21.8023;11.8667;18.602;11.5271;9.8621;12.591;7.9778;11.1787
0;11.0342;3.6339;13.2311;6.4375;17.9087;18.1709;13.0536;16.9491;10.9552;12.0896;12.8705;7.9013;12.1755
0;9.3297;4.0276;12.5;6.5679;17.8339;18.0327;11.468;16.2649;10.1491;14.1799;13.3256;7.3777;12.4824
0;9.6357;3.9506;12.25;6.2096;17.4616;16.7607;11.4876;14.9762;11.7822;13.9039;13.3556;6.3793;12.4945
0;10.5803;3.7256;12.6079;5.6494;15.4365;17.1791;13.8112;14.8881;10.1926;12.212;12.3689;5.8814;11.8988
0;10.9354;3.4711;12.134;6.0623;14.3817;15.6247;12.3186;13.9467;10.0306;10.8465;13.1218;5.9617;11.1848
0;11.2286;4.0643;12.3888;8.0521;15.339;16.5427;11.8243;14.6802;10.3582;8.8052;11.0512;5.6974;11.0767
0;11.3607;4.3253;12.5999;8.753;15.9576;18.3227;12.4814;15.5986;10.0926;8.3766;10.833;5.8481;10.4346
0;12.511;3.8079;12.783;7.7591;14.9527;17.6728;13.8068;15.0383;11.1175;7.8667;10.3584;6.2887;11.4967
0;13.1116;3.3536;12.5113;7.7509;13.0004;18.0658;11.8144;14.2504;10.1795;8.3324;10.3317;5.8665;11.7533
0;13.226;3.1998;12.8262;8.0148;11.6567;19.5059;12.4454;13.4383;8.6567;8.7623;9.0859;6.1229;12.7344
0;13.3189;4.307;13.1317;7.1209;10.8889;20.3638;12.1042;14.8409;8.8396;8.9734;10.7284;7.1171;13.3683
0;15.4896;3.6707;13.2332;7.1612;12.1134;19.0205;11.491;14.8716;9.4514;8.7233;9.1993;6.6236;12.8796
0;16.9155;4.2461;12.9475;6.9178;11.3238;18.7214;11.3877;14.0504;9.1301;9.1901;9.771;6.0178;11.6507
0;15.9895;4.2825;11.9596;6.868;10.0801;16.7691;10.8309;12.7826;8.4789;10.7251;9.6808;6.3169;11.374
0;15.0195;4.6419;11.0977;7.0885;10.0569;15.6259;10.4899;13.118;8.4739;9.8187;9.0849;6.3129;9.3918
0;15.1936;4.7849;11.6247;7.3027;10.7015;16.3207;11.3699;12.481;8.6858;8.6104;10.3065;5.8196;9.3731
0;15.5914;4.9511;12.719;7.1008;10.8963;15.8943;9.8355;13.1844;8.8913;6.9081;9.3355;6.1625;8.8993
