odour stim;16/11/2020 Male4;16/11/2020 Female10;17/11/2020 Female3;17/11/2020 Female9;18/11/2020 Female3;18/11/2020 Female8;19/11/2020 Male5;19/11/2020 Female10;20/11/2020 Male10;23/11/2020 Male5;23/11/2020 Female9;25/11/2020 Female4;16/02/2021 Male6
;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V;30V-60V
0.5;2.9671;8.114;16.3794;12.9046;21.4626;12.3718;9.154;8.1334;9.3026;5.2799;6.4598;6.8991;8.7295
0.5;3.1593;9.1198;15.066;12.7654;19.8395;11.4708;9.6995;8.4166;8.7319;4.6135;5.9121;5.888;8.1232
0.5;2.363;9.4278;16.8677;12.3923;19.0781;11.9544;9.2913;7.4798;8.6959;4.5837;5.8583;6.1159;10.447
5;2.6786;8.8986;16.7941;11.4207;16.8028;11.1627;9.8134;7.9276;7.829;3.9612;5.6608;6.1575;9.4093
5;3.1722;9.3711;18.7015;11.6627;17.6487;10.5027;9.9271;8.2824;8.2179;4.0979;5.9423;6.4435;9.0393
5;3.0647;9.801;20.0385;11.4461;21.8929;14.7119;11.6393;8.4714;11.3991;4.2966;12.2581;6.9679;8.7411
5;3.851;8.5263;17.8836;12.2045;22.5979;21.5696;12.0614;7.2863;16.6257;3.2724;20.3863;6.3481;8.0845
5;3.4661;8.0364;17.8871;13.5048;22.9447;26.2224;11.0612;6.3341;17.2495;2.9678;21.9128;7.4832;8.8006
5;3.3223;9.4998;17.766;14.0428;26.3517;27.8622;12.0004;6.7206;16.2491;3.4469;22.8627;12.3801;9.9392
5;3.1623;9.188;16.5407;14.6877;29.3372;26.2728;12.8726;7.7746;16.1529;4.2301;23.7169;15.8236;10.2587
5;4.0206;9.8517;19.0726;14.1509;30.4872;29.4999;11.516;9.1818;20.8609;3.4506;23.5377;17.0341;11.0989
5;4.7297;11.2842;19.9518;13.4789;33.5521;32.3812;12.9628;10.0362;25.9008;3.506;23.4994;18.5329;11.493
5;4.0258;12.1795;21.2532;12.8573;34.6662;34.2324;12.1054;13.3524;26.3629;2.5711;23.1536;18.3231;10.9644
5;2.7141;11.0683;20.2657;12.2523;34.8667;33.3722;12.2247;16.5812;24.0671;2.4807;25.0283;17.7422;11.0214
5;2.5567;10.9247;19.4474;12.3465;33.1937;32.1641;12.8388;20.3643;27.9516;2.9923;26.4761;16.3506;11.8844
5;2.6377;10.8084;16.9727;12.5399;33.7086;31.9621;12.8404;22.6492;33.3481;3.4885;24.9152;16.5141;10.096
5;3.3228;9.9472;17.3995;11.6178;31.4621;31.2253;11.4862;22.5371;31.0715;4.1417;22.8128;16.0028;10.2372
5;3.5796;8.6308;17.3761;10.8424;31.0898;28.3175;10.7441;21.75;25.4967;4.2889;22.1339;15.4534;9.68
5;3.7548;8.8941;14.8502;9.8259;29.2303;23.5156;11.2328;19.2364;21.7141;4.2247;20.7476;15.5466;10.3409
5;3.5116;8.3553;16.6404;11.087;27.8146;23.6118;11.2397;19.5971;24.7475;4.1596;19.4045;14.9673;9.8147
5;4.0969;8.4918;17.1679;11.6455;27.1187;22.8137;11.2379;20.1195;26.5064;4.4392;20.4848;14.5407;9.4911
5;3.7757;8.7618;15.8976;11.7617;23.026;21.7504;10.2629;19.59;28.1439;4.3721;21.2001;14.3685;10.1475
5;3.5039;9.6705;17.0575;10.7748;21.3007;21.7595;10.9872;20.9993;27.1946;4.2974;21.9032;14.53;9.1762
5;3.555;10.0217;17.8995;10.9623;21.4283;20.1688;11.728;20.0775;26.1969;3.7294;23.4257;14.98;9.4388
5;2.884;10.0219;18.0999;11.8509;23.6489;16.7875;11.5539;20.0533;27.3636;3.4108;24.669;13.6802;10.9792
5;2.6454;10.4207;17.297;10.9716;21.0873;14.9868;11.4228;21.1353;27.1157;3.718;23.4535;13.2192;12.3118
5;2.5964;10.8295;17.4863;10.0471;19.4958;13.7292;10.6002;22.0586;28.5973;3.7984;22.2945;13.5119;11.9575
5;3.2476;9.6022;15.0254;9.0337;20.4195;16.6453;10.1317;23.0724;29.6425;3.4608;20.8895;13.2221;11.9952
5;2.7667;9.4164;18.7658;8.261;19.4387;20.3287;10.5823;23.869;30.9285;3.1165;21.3359;13.6008;10.9796
5;3.7347;9.015;18.0005;9.9903;17.894;21.1573;9.4874;23.9265;29.476;3.8614;21.4604;14.1247;11.6208
5;2.8307;8.0049;17.9617;11.4361;18.9288;20.6882;9.9862;23.9839;30.5704;4.0073;22.3693;14.2704;11.3098
5;3.3926;7.3914;15.8191;10.1421;19.2383;22.0622;9.7936;22.4648;31.645;4.4706;22.7806;14.937;13.0775
1;2.8078;6.6611;16.2265;10.5843;17.1473;23.2209;10.2511;23.2175;32.4466;4.4216;23.4182;16.0642;11.8321
1;3.0371;7.395;16.5071;11.3443;17.7396;21.7783;9.0927;23.4983;32.5527;4.7808;23.7179;16.2732;11.2036
1;3.249;8.3226;16.3266;10.1622;18.0306;23.7628;8.8847;23.7306;33.5561;4.2026;24.1086;15.7201;12.8864
1;2.8939;8.2314;16.464;9.4291;20.0985;23.3078;9.6148;23.5133;33.3329;4.3098;25.0937;15.3315;11.9546
1;3.8719;8.1985;16.4336;8.9433;20.2592;20.0601;10.1222;22.9815;32.7861;4.3021;25.4178;15.0398;12.4772
1;3.4988;9.5084;16.6445;11.1174;21.0179;16.3651;10.4611;24.6049;32.2385;3.5703;25.3722;16.3583;15.312
1;3.9116;9.2747;17.1388;11.9425;20.7926;15.6659;10.2578;26.1198;32.6009;3.8409;23.1683;16.95;21.5367
1;5.2994;8.1496;16.9517;12.6883;20.1222;14.1969;10.3858;26.9422;30.9654;4.8891;22.8113;16.5984;23.0931
1;4.7918;6.6379;16.4856;12.9855;20.1648;17.2743;10.7014;28.8834;30.8789;5.5945;22.5353;17.452;22.3047
1;3.6249;5.7869;15.5594;12.9297;20.1802;25.0678;10.9238;30.3121;30.627;5.3951;20.7618;17.7154;21.2088
1;2.7678;4.6071;14.9624;12.9698;26.4906;29.3755;11.6708;30.6564;33.1865;5.1119;20.6669;18.589;22.203
1;2.747;4.0964;16.1845;11.4201;31.622;29.1188;10.9085;29.4727;33.8683;6.1553;19.5548;18.1746;21.0734
1;2.7661;4.4535;15.78;10.8137;34.1734;26.4112;10.2271;31.3706;36.9914;6.4844;20.5855;17.0181;19.6437
1;3.9666;5.5918;16.8366;12.9916;36.2529;24.7731;10.1668;31.4731;40.537;6.8733;22.708;14.6028;18.4933
1;3.9304;6.1593;16.8749;12.4055;37.7754;22.0748;9.5462;29.777;40.3945;6.7194;22.6969;13.2955;19.584
1;4.0473;5.6149;16.7091;10.988;35.9985;19.8229;9.9384;29.4822;37.3027;6.4158;22.0906;11.7133;18.9619
1;4.1992;4.725;16.0402;9.0205;36.3131;15.8025;11.0635;27.1007;31.4611;6.4589;20.0593;10.5755;19.0693
1;3.4526;4.1938;15.6104;8.4604;32.3318;13.6937;11.8051;25.3955;26.8743;6.3836;18.063;11.2462;17.7732
1;3.667;5.0775;17.019;7.8748;34.2646;14.911;11.3747;21.6467;24.5812;6.2281;18.9328;10.9102;17.4868
1;3.9926;4.4058;16.4983;7.5799;31.5455;14.3962;12.9827;18.5004;22.7379;7.3733;18.5816;11.1021;16.0342
1;3.6304;4.2716;16.2829;7.7952;28.6412;13.2089;11.2551;18.5876;20.939;7.7058;20.5778;10.1204;15.2262
1;3.7728;5.1583;14.6375;6.9216;25.5076;15.3491;11.2949;19.3283;22.0685;8.5063;19.8937;9.7073;14.3069
1;3.5643;4.7951;14.903;5.5413;25.4687;13.6601;10.7103;19.038;18.5092;8.3109;17.0207;9.2338;13.4394
1;3.8722;5.3414;14.4924;5.584;24.35;13.8933;9.5291;20.4146;16.7747;9.1759;17.3125;8.5171;13.2926
1;4.2123;5.2636;14.7989;5.3828;25.0635;15.7622;9.0564;19.4467;16.679;9.7757;16.8057;8.6965;14.0043
1;4.6886;5.6516;15.0873;5.4979;25.0257;13.7149;9.733;18.4816;17.7452;10.6965;18.1818;7.8036;14.4045
1;3.8331;5.9022;14.2956;6.3676;26.1346;13.577;10.5499;20.1618;17.448;11.4148;15.5165;8.1343;15.1943
1;3.5689;7.0615;14.5269;6.1212;27.0048;13.3802;10.3709;19.3047;17.8788;11.7954;13.3746;7.3817;14.9367
1;2.8401;7.9583;15.3688;6.2216;26.3945;14.7204;10.6154;18.4404;15.9504;10.7634;11.3186;7.7314;15.1062
1;3.7942;7.3671;14.2215;5.3573;28.1202;15.6136;10.2739;19.3625;13.7789;12.055;11.1425;8.7979;14.0073
1;3.0691;8.5671;13.7074;5.6256;26.5851;15.7074;10.9573;18.9807;13.4414;12.9388;11.5341;8.4471;12.387
1;3.643;7.7612;13.336;5.2989;27.475;16.1008;11.1301;17.2884;15.7282;12.6651;9.8567;9.3771;13.171
1;3.3754;7.0546;12.8653;5.4493;24.1413;16.5956;10.5485;16.928;18.6396;13.8743;10.9544;10.2846;13.1815
1;3.8356;9.0646;13.3197;5.8219;20.5781;18.1168;10.4304;15.7213;18.1;11.7615;11.8155;10.5519;14.0545
1;3.4569;8.8665;12.4994;6.0503;17.1434;16.8328;10.6639;14.3126;16.8506;10.7992;10.3779;11.6175;15.6436
1;3.9673;7.5004;12.3627;6.0982;14.0564;14.0954;9.2875;14.0083;14.3618;7.2054;10.4134;12.1539;17.2715
1;4.2957;6.6649;11.4982;5.7641;13.0529;13.4061;8.9094;15.7452;16.1763;6.5328;10.383;13.3502;16.0152
1;4.4752;6.7858;14.8549;5.5652;14.4671;12.1148;8.4672;16.3273;19.4403;6.6748;12.7245;16.4388;16.2687
1;5.3791;6.3044;15.8519;5.1044;17.8533;13.0011;8.587;18.5521;20.7206;6.0939;16.823;18.3161;16.0647
1;6.0681;5.4106;15.3535;4.6636;20.1986;13.0253;8.8365;21.3894;23.8662;5.3413;19.8056;17.6078;15.7114
1;5.2651;6.2583;15.2161;4.6327;24.3361;15.745;9.5014;20.9219;20.7471;5.9323;25.5369;16.8508;15.2697
1;5.1629;5.6448;14.9871;4.9583;25.4595;17.5411;8.9008;18.3266;20.8571;5.6912;26.3011;18.2049;16.8041
1;4.2322;6.3461;15.0027;5.2341;26.7651;18.7026;9.4562;16.6069;22.4773;6.0494;26.0813;18.2874;16.8885
1;4.111;6.1201;16.7384;5.3128;27.5095;20.234;13.5688;18.8228;22.5928;5.2096;27.8585;17.9991;16.7983
1;4.7817;6.6739;16.1486;5.31;29.5599;20.9132;19.238;22.1872;23.8878;4.7631;28.7315;17.1094;15.9846
1;4.2325;7.1033;13.5715;5.704;32.0907;21.1333;21.4531;23.8716;25.9141;5.6961;28.378;17.4784;15.8154
1;4.5257;6.2738;14.1193;5.8832;33.0783;17.0864;23.6335;22.7833;24.8733;4.5425;27.4085;17.8545;16.1684
1;3.4485;6.7792;14.676;6.4093;33.6524;14.7245;25.9051;20.2014;25.8571;5.2469;26.4911;17.0994;15.6384
1;3.8052;7.7474;15.7001;6.2304;32.2702;11.9074;24.7244;19.039;23.9874;5.4979;23.4568;16.1174;13.5718
1;4.4331;6.7857;13.7421;6.3404;32.827;11.8604;24.3663;17.0539;22.4727;4.6021;25.475;14.971;14.2106
1;3.9674;6.4074;13.1637;6.3019;30.857;12.1803;23.2696;17.2432;19.7236;5.9882;26.5685;14.3104;15.1253
1;4.5417;7.2004;14.0261;5.6385;29.4503;11.7948;23.5942;16.0178;16.7781;6.5802;25.2188;12.3493;14.4066
1;4.4783;5.465;14.6889;5.5423;27.1733;10.7354;24.0549;15.7708;15.8364;6.395;22.3542;11.259;12.6691
1;5.5425;4.4605;14.041;4.3226;26.2472;9.4763;23.7955;16.197;13.3239;6.1986;19.4741;11.087;11.04
1;6.1925;4.8712;13.4014;4.1366;26.4664;10.6557;25.0565;15.8302;13.9842;5.9762;19.7356;9.5213;10.8588
1;6.1795;5.4002;12.6345;5.0397;27.1237;10.4855;25.5372;14.8961;16.1674;5.7417;17.9383;8.1796;10.8347
1;5.8856;5.1981;12.0205;6.4067;28.9451;8.9689;25.0473;14.981;18.1762;5.4177;17.1158;7.6688;9.705
1;5.5752;5.1683;13.1511;5.8734;27.2955;7.4267;26.6095;15.6007;19.0915;4.0621;16.8757;8.0253;7.7501
1;4.0779;5.667;13.3824;5.6919;26.9837;6.5764;27.8905;16.7014;21.9391;4.1292;15.6791;7.5378;6.8119
1;4.3709;6.0519;12.8468;5.9089;25.2893;6.9052;29.0015;18.0398;20.9013;4.9448;14.3499;7.7193;6.7261
1;3.8715;6.5138;13.0449;6.1997;24.5736;7.035;28.677;18.5871;22.2849;5.7545;14.4683;7.0138;7.5221
1;4.2755;6.432;13.311;5.9859;21.8493;7.763;28.1537;18.894;21.2901;5.9563;13.5384;6.9066;7.5894
1;4.0876;6.4113;13.9613;6.4997;21.1901;8.9091;26.6636;18.9785;20.46;6.2634;13.4763;7.6142;8.2051
1;3.7117;6.3893;14.0002;6.0538;20.3713;8.1074;26.7855;17.0384;17.9875;5.3285;12.6803;8.2338;8.3105
1;3.5016;6.6295;14.441;4.6828;21.8;8.7731;27.0665;15.4783;15.6928;5.6214;12.3234;8.0641;7.5724
1;3.0584;5.4293;14.8895;4.7097;21.7168;9.7715;27.5164;15.1635;14.4007;5.5722;11.7319;7.1899;7.1766
1;3.7873;6.0634;14.9568;5.6598;20.362;10.0277;26.0293;15.3006;14.11;7.8187;11.8318;7.0261;6.8144
1;4.1477;5.8923;15.4727;7.4925;20.0791;9.6987;27.0292;17.1612;14.85;9.6055;12.213;7.379;7.6501
1;3.7866;6.6887;14.8911;7.0039;20.6943;8.6807;25.9064;18.7205;14.3359;10.3393;11.3269;7.5185;6.7842
1;3.0049;8.987;13.0238;7.0703;21.4407;10.3432;25.7501;20.4331;15.8003;12.2851;12.052;8.8568;7.4533
1;2.6218;9.4671;14.1101;7.8459;23.3922;9.9622;26.5789;21.4678;16.5996;11.8327;16.8409;9.6341;11.4057
1;3.1899;8.4289;16.0598;6.9924;22.8206;10.2636;25.7116;20.7651;18.0548;9.1453;24.0209;10.9289;13.6131
1;3.6062;7.6829;17.4121;6.5435;23.2618;10.7497;24.5402;21.5203;19.1535;6.2814;26.3667;10.6716;15.9402
1;4.1269;6.5083;17.9772;6.976;23.6563;9.2545;25.0159;21.9357;18.6543;6.524;24.7265;11.261;14.7696
1;4.0287;5.9077;16.6259;5.8213;22.6668;10.6733;25.6596;20.9809;17.6439;6.7186;25.7387;12.6974;11.6692
1;4.3514;5.6181;15.6861;5.0149;20.3741;10.8611;25.1802;19.3573;18.6038;7.8151;26.3379;14.3673;9.7434
1;3.8284;4.933;13.2266;5.2849;21.7162;11.3776;25.7087;19.249;21.4279;12.2286;27.8173;15.0241;9.3818
1;2.8681;5.3457;14.2895;6.0782;22.196;10.2988;25.7836;20.9188;25.8607;14.2939;27.8915;16.1592;10.2579
1;2.5605;5.7772;15.491;7.2445;23.8292;11.8012;22.9451;20.7139;26.4354;13.9043;27.2881;17.4452;11.1886
1;3.4948;6.5189;16.3064;6.9161;22.7728;10.0655;20.0866;20.6086;24.0095;11.7464;25.6857;16.1417;11.5219
1;4.6984;5.8232;15.7113;6.3656;24.1989;11.0588;17.5473;20.8458;23.4777;9.9982;23.3818;14.0643;11.5142
1;3.7518;5.1568;15.7086;6.4452;25.9843;11.5398;16.8204;19.171;22.8311;9.4681;20.2953;12.1857;11.4385
1;4.3551;4.1792;16.2753;5.9006;26.9442;10.8143;15.9898;18.6926;21.8385;9.1385;18.7206;12.8308;13.1413
1;4.9504;3.9375;16.063;6.8766;25.6703;11.749;17.874;16.7372;20.7213;9.7885;19.4509;12.1719;13.7884
1;4.6064;3.9977;15.8107;6.7348;27.4937;11.3441;16.9702;14.7087;21.4767;9.7303;18.3595;11.1431;13.4878
1;4.8361;3.5712;15.7455;7.1334;28.0802;12.0097;17.9832;13.3487;20.6794;10.6251;18.7104;11.2145;12.2633
1;4.2782;3.1952;16.0937;7.009;27.8377;10.9471;19.9505;12.3932;17.789;8.9834;18.9572;11.1535;13.844
1;2.9434;2.6606;15.1162;6.8482;26.4392;11.4333;21.1892;10.9707;15.9632;9.0379;19.0057;10.2266;14.3889
1;3.6467;2.8913;15.4435;5.7389;24.755;11.5242;20.9234;11.5373;14.7993;7.7357;20.3415;10.4884;13.6127
1;3.7308;2.6277;15.6972;5.5536;25.0534;11.4422;20.002;12.8829;15.1989;8.0652;19.4242;9.8334;12.2886
1;3.3348;2.2305;16.4223;5.4826;25.4249;10.5087;17.2657;14.0164;15.9691;8.7408;20.3552;8.4362;12.3189
1;4.1175;2.7614;15.7837;7.241;26.7193;12.4169;16.5929;14.5136;15.9228;9.2123;19.9858;7.7742;13.2999
1;4.2425;3.1451;15.2509;6.3261;27.2617;11.8629;16.8156;13.8679;16.1061;9.7037;19.3544;7.0857;13.6269
1;3.4742;3.7613;15.5281;6.5525;27.1748;10.0592;16.9392;13.9337;16.0914;10.1137;17.9631;6.7814;15.0006
1;4.2101;3.5029;15.3514;6.6964;27.6723;9.236;17.0154;15.0411;14.7815;8.0525;18.5589;6.58;16.172
1;3.902;3.3567;14.8747;6.6813;25.6701;8.4047;18.2118;16.4499;16.2747;7.2742;19.0382;6.8088;16.3798
1;4.6374;3.8803;14.5598;6.32;23.8919;7.611;18.0863;16.7887;18.0975;7.3339;18.2661;6.48;14.5783
1;4.4201;4.189;14.055;4.5961;24.0943;8.2184;17.4332;15.9006;20.0779;8.661;16.9487;6.2369;13.6176
1;4.504;4.3942;14.3749;3.6987;25.0375;9.4931;22.1306;15.6811;19.691;9.1944;17.3582;5.9404;13.8877
1;3.1887;4.1361;14.6418;3.9811;23.5562;10.0744;23.4548;16.5646;17.3179;9.5685;17.5448;5.7203;15.6742
1;2.8716;4.133;15.1306;5.0699;24.4945;9.9798;21.5003;15.3773;18.6286;9.6598;17.294;5.5093;16.3824
1;3.3449;4.8564;15.7585;6.3675;24.4452;9.1108;20.3925;14.9123;21.4577;10.7662;16.8936;6.5959;15.4709
1;3.2627;7.7829;14.985;5.6736;26.5781;11.007;20.5623;16.9925;23.4833;13.9417;16.1166;8.0361;15.0211
1;3.5136;7.5333;14.4529;6.7815;26.7031;12.6226;20.0724;16.6805;25.109;16.478;15.392;8.561;13.785
1;3.629;6.503;14.2899;6.5358;25.0247;11.4844;19.1889;15.6729;26.8802;17.3427;16.0486;9.2653;14.3032
1;3.6895;5.2004;13.2926;6.5853;23.5037;12.5104;23.6786;16.1488;27.9818;17.1846;16.4316;8.8154;14.9384
1;4.374;5.564;14.617;6.6526;23.8336;12.0728;25.9454;16.9951;25.5331;15.5049;16.11;9.1037;18.847
1;4.3962;5.4334;14.5684;6.8365;26.037;12.3162;25.3241;18.1669;23.677;13.355;14.7207;11.3116;18.6716
1;5.271;4.7756;15.6077;7.2392;28.4239;12.6883;20.169;18.7366;19.1565;12.5616;12.9306;13.202;22.4599
1;4.817;4.9808;18.0338;6.7171;27.5035;11.9676;19.6748;19.4613;16.9324;14.5466;12.3294;14.6926;22.9752
1;4.3757;5.8661;18.1322;6.6884;26.8806;11.494;22.3219;20.2987;16.1239;11.6426;12.2762;14.193;22.5144
1;3.1983;5.7525;18.3477;5.2892;26.5908;13.4607;24.8442;19.613;17.1092;11.383;13.0972;12.5625;21.9665
1;3.2299;5.7675;17.4396;4.6405;28.3122;12.5664;22.3068;20.9977;17.688;11.238;12.4013;11.3866;23.0929
1;3.7085;6.5072;16.9884;5.7788;30.923;12.4122;19.1592;22.479;15.9648;9.5777;12.469;11.6882;20.4771
1;5.335;6.3099;17.2742;6.5925;30.2231;13.2808;15.8978;23.8082;16.3832;10.5775;12.0508;10.5187;19.4164
1;5.017;5.8311;18.0819;6.5978;31.2629;13.3127;15.9568;24.1142;17.2131;9.9503;10.4502;10.4617;19.9278
1;5.163;5.4114;17.4273;7.5412;29.4338;12.3378;15.7866;25.4241;15.7197;7.903;9.9907;10.248;20.6242
1;5.0827;5.897;18.4443;8.0649;31.2882;12.5386;14.8064;25.0344;14.5218;7.4938;10.6765;8.8661;19.1061
1;4.7743;5.8963;17.9621;7.6447;29.7982;10.3355;14.7209;21.9202;13.5617;6.1488;9.6126;9.6245;17.237
1;4.7358;5.8442;17.1262;7.0497;29.3913;11.2931;15.6974;19.4075;12.5561;6.7024;9.3176;9.205;16.7403
1;4.9512;6.4465;17.1651;8.1272;27.0042;12.5619;18.3514;16.7809;12.3132;7.4571;11.1942;7.7405;16.3084
1;4.2444;6.4488;17.6267;8.6157;26.4852;12.0706;17.2265;15.4346;11.8592;7.3759;11.1538;8.0803;14.7546
1;4.9024;6.2518;16.7836;8.8478;27.4529;12.6098;16.6814;15.1322;10.5858;7.1526;11.0453;7.0699;14.0619
1;4.0235;7.6092;17.1144;8.5732;27.6174;13.1548;16.1127;16.1177;10.176;8.5453;10.9681;7.3498;13.6485
1;3.5626;8.2928;15.8718;8.7901;28.1821;11.2037;18.3189;16.6191;10.2777;9.2598;10.7421;7.0993;12.869
1;4.0433;8.326;16.5704;8.8478;26.8049;10.8122;18.6525;15.359;11.8386;8.2877;11.2843;6.0517;11.4328
1;3.4523;9.1925;16.6792;6.5139;24.7178;10.5783;19.0778;14.3987;11.8371;10.5655;11.6458;5.2909;11.4588
1;3.9745;9.5231;17.1457;6.0807;21.4037;10.5502;17.5917;13.6057;12.8019;9.785;11.9208;4.5615;12.1142
1;3.6819;8.3865;17.419;5.4753;21.9346;10.7937;17.6815;13.9489;12.3353;8.0838;11.6586;4.1417;12.3693
1;4.0766;9.591;16.814;8.4368;21.3782;12.8993;15.4043;14.1382;12.7255;8.0198;12.0059;4.3882;14.3338
1;3.57;9.1416;16.7193;7.7694;19.9702;12.0557;13.4929;14.3665;12.1389;7.0553;12.6798;4.2182;13.9773
1;4.4762;8.94;15.7946;8.4548;19.2037;13.0135;11.6128;15.5403;12.8842;9.1549;12.1943;3.9029;14.5797
1;4.4286;8.9324;15.449;9.0438;18.8909;12.3644;9.8395;15.5397;12.3064;8.7429;12.3857;4.4525;12.0021
1;3.4272;8.5544;15.7215;8.3555;20.7601;13.6191;10.3504;16.1674;12.4934;9.8646;14.2198;3.976;10.0618
1;2.5647;7.5356;17.2828;8.159;21.8816;11.5775;10.7599;16.8953;16.9941;14.2868;17.5498;4.4189;8.7571
1;3.2914;8.65;18.3982;8.3865;20.0179;11.4294;9.9522;16.0208;20.3989;12.8688;20.0475;4.0916;7.1456
1;3.6846;7.5735;19.7745;8.3193;18.3948;13.4162;10.5314;17.6745;20.8728;11.3988;22.7914;3.589;6.4331
1;3.8192;6.3736;19.4556;9.1953;20.009;13.2409;11.4207;17.9412;20.4222;9.0237;25.1545;5.2137;6.6185
1;3.6328;6.7364;18.4811;9.1425;20.8639;12.7987;10.4123;19.2986;17.9221;6.259;26.3601;6.381;6.1407
1;4.4458;5.7966;16.0778;9.1043;22.2168;12.8909;11.3434;21.2596;20.5665;6.0521;26.7005;7.7054;5.2612
1;4.653;5.4589;14.116;8.5392;22.4831;12.4932;11.6468;23.0786;18.3834;9.365;25.8334;8.4126;5.1338
1;5.3;5.6592;14.284;6.3248;20.9908;14.9033;11.759;23.8519;15.9919;11.0795;26.9457;11.1557;4.982
1;5.081;5.242;14.4062;6.1784;21.6236;15.148;12.5643;26.4148;14.4364;11.3523;25.1414;12.826;4.6955
1;4.9109;6.2375;13.7234;6.2791;20.923;14.4632;12.3357;27.8319;16.6833;12.737;24.6502;11.8899;4.9041
1;4.4586;7.0095;12.3622;9.1936;18.0422;14.7445;11.8365;24.1917;16.1017;11.5965;23.8506;10.5532;4.8556
1;3.5302;6.8133;12.0518;8.941;19.8542;14.1168;13.0403;19.6552;15.6507;11.6503;21.8478;9.9315;5.391
1;3.5271;6.2306;12.0659;8.4915;20.5433;15.0308;13.3997;15.958;15.221;11.5853;22.907;10.5589;5.6207
1;3.2043;5.4521;11.404;7.7088;19.8295;14.5777;15.1008;12.9541;15.1862;10.2761;23.2396;9.8393;5.6104
1;3.4549;5.4553;10.3676;7.4417;18.646;14.8775;15.7072;11.1599;16.1235;9.2303;22.1587;10.2905;5.6064
1;3.6926;5.614;9.6251;7.5389;17.9245;14.3656;14.3798;10.5037;17.3362;9.2022;21.0248;9.3383;6.2186
1;4.7295;6.2186;9.6381;6.4022;17.9611;12.4885;15.1256;10.5614;19.1719;8.3785;21.0025;8.8147;5.8902
1;5.4523;6.2279;9.8183;6.0382;18.6337;10.7727;15.0758;11.641;17.6386;6.8817;21.5165;8.7647;5.8479
1;5.1929;6.0033;9.5765;5.8897;18.4398;12.7178;13.6665;11.834;16.4458;7.5232;22.0845;9.1337;5.7037
1;4.8776;5.4544;9.2122;6.1739;17.3312;14.1843;14.1879;12.1527;17.5763;6.8616;22.2229;9.9618;6.6507
1;4.2687;5.1593;9.6012;5.7066;17.4814;14.7238;14.8529;12.3586;19.024;6.2767;23.0923;11.4199;6.5749
1;3.8414;6.1113;9.647;5.5335;16.9899;16.2343;14.5051;11.5615;19.6482;6.0489;23.0157;12.4144;6.8881
1;3.263;6.0937;10.1007;4.0389;17.0857;15.2296;12.8464;11.4851;20.2543;6.8648;22.7001;12.8859;7.1366
1;3.3473;5.0348;9.3896;4.3314;15.7576;14.6875;14.0632;12.2899;21.9543;6.6736;21.9022;12.4162;6.6016
1;3.5226;4.7978;9.5801;5.1098;15.0478;14.2614;14.1604;12.4206;22.7306;6.9484;21.8862;11.7811;6.2656
1;3.9262;5.1993;9.7673;6.3682;14.3424;13.2071;13.1442;11.8993;22.489;6.1409;19.0133;11.7541;6.972
1;3.6226;5.3571;9.4247;6.2047;13.074;12.1159;12.6933;11.3896;20.4773;5.036;18.9463;12.1437;7.2831
1;4.1729;5.3081;9.7717;6.5735;13.1741;12.4124;14.6742;12.2127;21.0047;5.1679;17.2505;12.7525;7.6847
1;4.0528;5.2395;9.8763;5.5129;12.4931;11.7431;16.0656;12.5771;21.7202;4.266;16.1183;13.8099;7.3234
1;4.0542;5.0414;9.6795;4.7917;11.8804;14.1987;15.9023;12.5388;21.9204;4.0093;16.0225;12.5519;7.233
1;3.855;5.0697;9.4788;4.3695;10.1454;13.8549;15.4043;13.1148;20.9527;4.1152;16.0573;12.7798;6.8094
1;3.6373;5.197;9.7752;4.3732;9.5548;15.3016;14.4057;14.259;21.8535;4.0281;17.35;11.7285;8.8984
1;3.9087;5.4742;9.9494;4.5777;9.2706;14.9136;14.7693;15.1149;26.5629;7.9606;16.9112;14.117;8.7064
1;3.9681;4.8733;10.0101;5.3043;10.7359;13.4179;14.5074;16.9674;25.5458;10.0198;16.0466;16.0436;7.5951
1;3.679;4.4203;9.9985;4.3707;9.7933;13.7289;13.8932;18.6586;25.1612;7.775;15.8555;16.4491;7.6185
1;3.4877;4.6272;9.8786;3.9803;11.084;14.283;12.9805;20.2555;27.0541;7.1171;14.2858;15.3313;9.0239
1;2.8968;4.6693;10.2878;3.9343;14.4215;12.9155;11.2347;18.8753;26.2907;7.4122;15.4283;16.4297;10.1761
1;2.8463;5.0036;10.1081;4.8683;19.7762;11.4293;10.9063;19.3724;32.7508;7.6449;15.1406;15.8653;11.0792
1;4.0284;5.7216;10.233;6.1596;28.8861;12.9729;12.0882;19.3833;31.5251;7.4323;14.411;16.1078;11.3026
1;4.0684;6.2089;10.1726;5.8078;29.4194;14.2753;12.9649;18.8026;31.1782;7.6474;15.7358;16.3857;12.6132
1;3.9696;5.1762;10.1598;6.3565;25.8462;14.8099;13.5945;19.074;28.8854;8.4032;15.2279;16.7497;13.4354
1;4.2252;6.8926;10.1202;6.3568;22.8462;14.8991;13.1438;18.1405;25.63;8.4203;14.2652;15.5555;15.0804
1;4.114;7.8059;10.2148;7.2064;23.2021;14.1771;13.9006;18.0855;25.0253;8.4962;15.2609;14.5396;17.0233
