odour stim;07/12/2020 Female10;09/12/2020 Male4;09/12/2020 Female11;11/12/2020 Female3;11/12/2020 Male8;14/12/2020 Male3;14/12/2020 Male7;15/12/2020 Male3;15/12/2020 Female8;08/02/2021 Female2;09/02/2021 Female5;10/02/2021 Female2
;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V;15V-30V
5;11.0658;20.2524;7.5565;14.0958;14.8022;10.0061;27.2632;34.7735;16.045;14.4747;12.1216;7.1009
5;10.1662;19.6114;7.2804;15.6009;14.9979;10.4341;27.2541;36.6327;16.935;13.7655;11.971;6.284
5;10.3787;19.6798;7.4761;17.3212;13.5382;9.9278;27.9461;33.7356;21.9528;12.8038;11.7727;6.3559
5;9.7393;19.3956;6.9586;19.1214;16.8873;9.3981;29.4159;33.289;20.5246;12.9135;11.6109;6.5041
5;9.5334;18.4028;7.5043;21.3955;15.4269;9.4633;29.3078;33.2595;24.0505;13.6342;11.5489;7.6842
5;9.6343;18.2337;7.0997;23.6981;13.9817;8.9805;29.3067;31.8125;24.4275;12.1898;11.6082;7.7476
5;9.0694;17.0797;7.4786;17.8916;13.595;8.9469;27.5305;33.7957;27.9827;11.3209;11.6468;7.6749
5;10.7849;19.2248;7.4471;16.9293;13.5475;8.8686;30.8854;35.1165;27.4346;9.5295;11.6206;8.2504
5;10.3288;18.0618;7.5781;15.6615;15.2039;8.8432;34.4484;30.6684;27.9553;10.0817;11.3044;7.5458
1;10.2135;18.978;7.0306;18.0834;14.2744;8.5271;34.6154;30.5643;26.1435;11.6243;11.0347;8.6583
1;10.3476;18.9682;6.9719;18.2742;14.717;9.0385;32.1525;34.7472;23.0217;11.5017;11.0981;7.7501
1;10.6538;19.3477;7.1782;19.8153;13.995;9.6438;35.3927;33.2541;24.3657;10.5285;11.1442;7.7951
1;11.6051;19.0789;7.3005;19.8684;12.1299;9.2101;36.6414;29.065;23.5458;11.1219;11.0488;10.2446
1;13.4096;20.2295;7.1377;22.5561;12.8437;9.3875;24.8456;30.2584;20.0957;11.1722;11.1288;9.6078
1;12.9936;22.1389;7.1813;25.9714;11.4337;10.8839;22.2644;32.4266;20.5035;10.7822;11.1143;11.2323
1;11.4735;23.3601;7.0684;24.7664;11.4398;11.7641;22.9818;30.2204;22.623;10.3568;11.0881;9.1864
1;9.7816;23.9648;7.2035;22.3825;12.6425;11.0625;20.8686;32.4665;26.2259;9.6573;11.571;8.6899
1;9.6942;23.4811;7.2439;19.5818;12.6927;10.8642;19.9019;33.02;26.2675;11.3337;11.6191;8.0492
1;11.118;25.2125;7.4076;17.6821;11.8822;10.162;17.941;34.9497;30.743;10.6158;11.2721;8.4117
1;10.2873;22.2276;7.3081;16.2382;11.5411;10.5172;18.035;35.2191;28.9894;10.8228;11.0594;9.5495
1;9.6748;22.7377;7.4997;15.2248;12.8194;10.9667;20.2467;36.1572;28.2541;10.273;10.8706;9.3881
1;11.115;22.3496;7.6876;14.1764;11.814;10.1621;24.695;36.6295;27.9896;11.672;10.4805;8.5243
1;10.5245;22.2756;7.4491;13.6684;11.9369;10.0687;22.807;36.0469;31.8714;11.8769;10.9915;9.4512
1;9.6248;21.096;7.0351;14.9793;11.3322;9.509;21.3341;40.2561;34.9164;12.5348;11.0164;8.9023
1;9.0724;21.0974;6.8777;14.464;13.4223;9.3305;25.3475;37.1321;37.9542;12.1043;10.6637;8.5431
1;9.161;19.9134;6.9064;13.5988;15.9768;9.3393;24.1675;32.3241;37.231;11.2517;11.0215;7.7632
1;8.4675;17.6802;7.1095;13.3212;15.8732;9.5496;26.9381;35.789;33.6998;11.4738;10.9366;8.2325
1;10.3444;16.999;8.4797;14.2815;17.2598;10.1816;25.7895;35.789;28.8592;10.9079;10.9883;7.6947
1;11.6422;16.577;8.1822;14.5565;16.3189;9.5262;28.5208;30.8874;29.0468;10.8596;11.3393;8.6559
1;11.7181;16.6271;8.0929;14.4037;15.3511;9.8283;27.9556;35.3211;33.1344;10.0202;11.4976;8.3179
1;11.6559;16.1333;7.8466;14.59;13.984;8.8502;27.865;37.2203;31.3705;9.2409;11.655;8.0602
1;11.6235;17.2357;7.6284;13.8681;13.4119;9.1406;25.3589;33.4081;28.9372;10.0737;13.1172;9.1986
1;11.3646;15.9859;7.7785;13.8062;15.2377;9.3088;22.3474;34.771;26.9349;9.2612;12.6932;8.2128
1;11.5577;14.5634;8.6002;16.4411;16.5828;11.0247;22.1395;31.5989;27.1184;9.0154;12.4;8.197
1;13.0351;12.8763;8.1451;15.2041;17.527;11.5946;26.056;28.1843;30.904;9.2392;12.1698;7.1624
1;11.7385;12.0686;8.3553;14.4973;18.032;11.0707;28.4515;31.033;28.2611;8.1076;12.3754;7.0826
1;10.6692;11.4447;8.2648;13.568;20.3378;10.3327;26.376;32.0519;24.6937;8.0742;12.1355;7.7738
1;11.3122;10.2738;8.2411;12.6956;19.9246;10.1333;27.1274;33.3045;24.506;8.8273;13.6796;7.9966
1;13.0904;9.8833;8.0725;12.4306;21.2664;11.6262;24.4053;29.3078;28.4249;8.2869;13.5122;8.9298
1;12.89;10.8995;8.8643;12.8409;19.7991;11.3429;24.1733;29.7315;31.8978;7.9821;12.6352;9.7946
1;11.2995;10.718;8.9523;13.7575;20.8765;11.8879;22.7009;28.1126;29.6031;8.8782;12.7622;9.6026
1;10.396;10.9486;8.8339;13.1429;19.3927;11.2276;25.877;29.7272;27.2684;9.3705;12.1694;9.7982
1;11.6812;11.0994;8.4843;14.9083;19.2618;12.013;24.5831;26.3538;25.0363;9.7041;12.2241;11.0552
1;10.3342;13.158;8.1824;14.6151;22.3026;11.5163;22.6057;25.9868;26.1604;10.9209;12.153;10.904
1;10.5763;11.748;7.0935;14.2025;27.3316;11.0097;22.4322;26.6982;23.2174;12.5857;12.0787;10.7975
1;9.5248;12.2895;7.8842;13.2043;25.5976;10.1932;26.582;26.822;23.3266;14.3001;11.4849;10.8559
1;8.9294;12.1894;7.8999;14.3789;22.0441;10.049;26.3413;26.3005;26.6307;14.6959;11.7121;11.5459
1;9.419;12.7386;8.0219;15.2376;23.8;10.8374;24.178;23.8263;28.5585;14.225;12.1359;10.9881
1;9.9107;12.7042;7.8243;14.1288;21.7083;11.6603;24.3599;26.1461;27.0747;14.2739;12.0747;10.5502
1;9.1975;13.1165;7.9694;13.2656;23.4131;11.45;25.7373;28.3059;21.2973;12.6762;12.3063;10.1736
1;8.5553;11.8839;8.5199;13.8114;21.8081;11.2851;22.84;30.9234;23.1088;12.2761;11.9261;12.7994
1;9.3263;10.8158;8.6091;15.3466;19.5543;12.0695;23.6298;32.6965;22.9017;10.6734;13.6522;11.6843
1;9.6712;11.4647;8.4023;16.0256;18.5243;12.7168;24.4083;31.2156;26.5492;9.9492;12.733;13.3634
1;10.174;13.5285;8.5939;14.8662;22.5911;13.5315;26.2774;31.8322;27.8965;10.5247;12.6967;12.9554
1;9.1293;14.5553;8.0095;15.9874;22.7782;13.653;29.1702;31.5365;26.4472;9.354;12.4731;14.2609
1;9.7397;14.4289;8.2355;15.0372;21.2626;12.931;28.9014;31.9852;22.1331;9.3548;12.249;12.3688
1;10.7738;14.333;8.7207;14.4544;21.0579;14.5586;28.3902;29.459;20.0063;9.5121;12.1617;14.4999
1;12.6821;15.6319;9.4993;14.4888;21.1257;14.5581;29.3491;26.7425;17.2783;9.5672;12.1143;13.075
1;11.1163;18.3162;9.4263;13.8218;22.9971;13.6241;33.1244;25.8123;16.7052;10.1866;12.2046;12.6049
1;12.3048;18.112;10.2365;14.4714;22.8738;12.4968;30.5188;22.2585;15.6655;11.2114;11.6525;13.2682
1;11.1025;18.7124;9.5331;13.7666;20.309;11.6893;31.2144;28.0119;14.5004;13.5131;11.9295;12.3744
1;11.3436;19.398;9.3922;12.9564;20.2446;11.1065;33.5985;29.4178;16.2241;13.1636;12.0658;10.2488
1;12.0086;20.5255;8.705;14.3251;18.2449;11.0986;34.2419;28.9471;15.5155;12.8028;12.4178;11.0487
1;10.6266;22.4458;9.0189;15.7694;18.8246;10.4415;34.1189;31.0842;14.6866;11.9465;15.0694;11.4349
1;10.511;23.1437;8.6364;15.8891;21.5349;9.8007;29.3839;30.9189;13.9311;11.3698;18.1056;11.5686
1;11.2075;21.9083;9.803;15.2813;19.4217;9.6297;32.6507;27.6086;13.2307;10.6103;16.2007;10.5311
1;14.0623;22.3531;9.1064;14.1387;20.6107;9.2904;33.3359;23.9744;12.7422;8.9499;14.2376;11.8065
1;12.8198;20.8501;9.1122;16.2118;21.4795;9.1293;33.1792;23.8954;12.0143;8.9426;13.6577;10.6939
1;15.2079;21.0745;8.7074;15.5395;24.816;8.876;28.4756;22.5612;12.3391;8.8665;13.4201;10.9709
1;16.4705;22.9636;8.7778;15.6014;23.8146;8.8346;26.1053;23.0598;12.6537;7.5381;13.0127;10.6612
1;14.7624;23.2255;8.4065;14.7928;22.2856;8.9628;29.0612;24.6089;13.2533;6.7752;12.9131;11.3798
1;16.9045;24.1424;8.5768;13.889;20.4762;10.5364;30.4569;22.2261;14.4382;6.9469;14.5118;10.3751
1;18.7483;21.8281;8.1381;13.7224;20.459;10.1963;32.7728;24.6281;18.019;6.7771;14.3807;10.3768
1;18.5551;22.2996;8.4557;14.5788;18.5026;9.6568;32.7309;26.7031;16.177;8.0272;13.0225;11.9007
1;16.8624;24.0353;8.2906;15.6135;20.7085;9.5509;32.6702;27.7808;14.9073;9.6189;12.4506;11.5299
1;16.9187;25.9702;8.292;16.0389;20.4179;11.8857;31.0169;24.6276;15.9747;10.6303;12.5677;12.7189
1;19.9082;25.4463;8.5575;15.0155;18.9981;11.7294;34.4586;25.3745;14.8271;10.6655;12.3302;12.3779
1;21.5457;26.0089;8.2491;15.9436;21.0894;10.872;35.3863;24.1219;14.4186;10.5595;12.3706;14.2237
1;21.5469;26.0781;8.2002;16.8217;21.2549;12.3467;31.3205;23.4481;15.2164;10.9314;11.6774;14.3345
1;25.7868;29.1934;8.0651;15.8458;23.3458;13.0055;34.7533;22.4407;14.7876;11.7938;12.0913;13.6084
1;28.3816;28.0309;7.6208;17.8669;22.843;14.0657;33.1388;26.449;15.0306;12.2927;11.9113;13.9688
1;28.283;25.8839;7.7444;20.4616;19.3021;15.264;37.2791;30.3521;19.2408;12.5824;11.9331;14.2183
1;28.4156;26.1727;7.6295;20.6076;17.7145;15.9943;36.3008;29.9858;20.4424;12.444;12.1204;14.5296
1;28.8377;24.6656;7.6463;19.205;18.553;14.7697;33.3818;29.0664;21.2136;11.7363;11.9483;15.4249
1;24.063;23.5297;7.617;18.18;21.3895;13.6283;33.656;29.7413;18.474;11.0001;11.9007;15.6543
1;22.8403;21.7113;7.5433;21.1623;20.2002;14.4642;33.9359;27.3035;16.1332;10.3543;11.1881;17.8382
1;25.1058;21.8938;7.4902;22.4443;18.5588;15.4503;32.2568;27.2637;17.654;10.2051;11.8201;15.724
1;26.7035;21.9434;7.5249;20.4574;18.2505;14.5911;31.8676;24.0601;17.1463;12.0714;11.9465;14.2608
1;26.8455;23.609;7.293;19.0984;16.7064;15.0718;33.8721;25.6284;18.7826;11.1064;11.238;13.3712
1;26.968;20.8519;7.4006;22.445;17.4684;16.733;33.5358;30.2398;21.6648;10.0359;11.6079;14.1935
1;24.7587;18.3042;7.2906;20.9266;16.0162;19.1303;35.4631;26.1239;22.5279;11.0982;11.7681;15.3802
1;25.2708;16.4109;7.6025;20.6061;16.3863;18.6038;34.2772;22.7829;23.3341;11.2742;11.9221;14.8956
1;26.3152;15.5063;7.4204;22.9574;16.1171;16.689;35.0411;20.8984;20.7371;11.407;11.8927;14.9423
1;25.7663;16.206;9.0885;22.619;16.5349;15.4097;35.8986;22.4976;22.9396;12.3615;11.9472;16.2069
1;23.2475;14.1077;8.3494;22.9508;14.8532;15.7843;36.8585;20.7909;24.2504;11.1711;11.3543;15.9684
1;22.2757;14.3844;8.5233;20.7429;14.2919;16.6888;40.1572;18.6748;27.3404;9.6311;11.6977;13.8111
1;20.9964;13.1947;8.0146;22.542;16.8938;18.7158;37.0509;22.5176;24.8454;10.7812;12.0504;14.8573
1;18.8406;13.3516;7.9969;21.7497;18.109;18.9293;38.3082;23.2472;22.0877;9.9239;12.6294;14.285
1;19.6095;13.1939;7.9299;21.2416;17.9069;20.7264;31.2919;21.3059;21.6026;9.0861;12.396;17.5157
1;19.9717;13.3222;7.9677;22.2944;17.6332;19.0803;25.4843;19.4508;24.2401;9.5209;11.8932;16.2185
1;19.6632;14.1521;7.5871;23.154;17.572;17.5802;25.7966;19.2513;27.4212;10.4187;13.235;16.9036
1;20.211;13.6795;8.0472;20.5021;19.9679;16.3589;28.0273;22.8385;25.4064;10.1825;12.8257;16.031
1;20.8059;12.3281;7.8823;20.9834;21.0839;19.0625;27.1041;20.4405;25.4425;9.1848;13.4331;15.4455
1;21.7347;14.5434;8.018;19.5738;22.4167;17.7275;26.5819;20.453;29.2794;10.2173;14.7857;17.2287
1;23.8184;14.9589;7.8788;19.9355;23.1368;18.0388;29.7174;23.9551;26.7276;11.5071;14.2612;18.3022
1;23.3816;14.242;7.7154;20.1702;25.198;19.038;31.652;22.5143;24.8718;11.9772;12.9871;18.7994
1;21.6798;12.4346;7.5143;22.7831;22.568;18.0766;33.4708;21.9205;24.0578;11.0195;12.8631;17.4705
1;18.2118;12.6894;8.6781;22.9179;24.2762;16.6809;30.1069;26.0828;23.3494;10.9329;12.4825;15.4868
1;16.5536;14.4043;8.4848;20.9327;22.9898;17.0004;31.3031;25.4254;29.6565;11.4852;12.2634;14.2346
1;14.4843;14.6701;8.4965;19.059;24.5178;17.4906;31.0381;27.3323;31.0112;11.6;12.6545;15.1892
1;15.4776;14.9925;7.948;19.6258;22.9126;17.1207;27.8988;27.4507;26.8726;11.1463;14.6784;16.0133
1;19.5301;13.9961;8.4395;21.5766;22.0611;20.2253;31.7525;27.0425;27.7962;10.4835;14.8872;15.9168
1;20.0173;15.273;7.9324;23.1111;24.7882;18.3791;28.0229;29.7609;30.7039;10.1076;13.9277;16.3155
1;18.2025;16.0175;8.703;25.4773;21.3098;17.9268;31.1115;29.7453;32.9142;10.7435;13.1489;16.5083
1;18.8825;18.7752;9.4718;29.5355;22.1619;17.5499;29.7396;28.0309;30.8955;11.5334;13.959;13.3271
1;18.3738;20.5809;9.8498;29.8946;23.5197;18.843;32.6879;28.6418;34.0419;11.2743;14.258;13.2501
1;19.9465;20.1577;8.9328;27.9071;26.992;16.8368;29.927;29.0258;33.6497;10.3693;13.6564;13.5275
1;16.5676;19.1663;9.0439;23.2353;25.6997;15.5236;28.739;32.0056;29.3739;10.7546;12.8355;15.4146
1;13.659;16.901;8.3064;25.9595;26.5395;14.8643;32.2457;29.7723;32.1723;10.7794;14.0752;15.2524
1;13.3875;18.1267;8.6488;28.5643;25.6997;15.8955;27.6793;28.2474;31.3608;9.2206;14.4219;18.5753
1;11.9745;17.0418;9.7775;27.6358;26.1305;17.1829;25.3954;29.8512;30.193;9.4895;13.3632;16.4911
1;10.8451;14.9378;9.7635;25.4439;25.8415;15.978;24.5448;32.284;29.7264;11.2962;12.5429;14.5009
1;9.2746;15.8861;8.9878;25.9119;25.1085;18.8262;24.4461;28.3556;28.611;11.3529;11.9735;13.6267
1;8.7665;14.4539;9.1189;25.3556;21.1155;17.4878;24.4714;26.61;24.4925;10.5769;11.4806;11.7749
1;8.2174;15.0675;8.4019;23.3856;20.0962;18.294;25.3792;28.6468;23.5015;10.7725;10.9577;10.767
1;8.1586;13.5885;8.5012;23.3815;23.5508;17.1959;24.0311;28.1562;24.4629;10.2958;10.9682;8.895
1;8.9036;12.5216;8.1766;25.4074;23.9895;16.0111;23.9394;28.9788;26.9198;9.7693;11.1049;8.821
1;8.757;11.4103;8.1253;26.9039;24.7885;15.338;23.8466;29.1626;27.336;11.2131;11.4575;7.7851
1;8.3163;11.675;8.1279;26.2999;26.0483;15.8952;23.6386;24.877;24.6711;11.9819;11.7012;7.4044
1;8.3219;11.046;8.3888;24.2233;26.9286;14.9996;26.1654;22.4319;26.404;13.7997;11.4704;6.9393
1;8.5961;11.7885;7.8884;23.355;24.2535;17.1543;24.816;25.0755;24.0666;13.8261;11.0015;7.8721
1;8.0221;12.0245;8.0892;23.8066;21.442;16.8639;27.4841;23.686;26.4933;16.1681;11.0768;7.3457
1;7.4106;12.3289;7.8918;26.6435;23.3148;15.2779;27.1813;22.753;27.0892;14.9715;10.9375;7.21
1;7.4568;13.5812;8.2266;25.9199;22.5362;18.5832;27.5978;20.719;23.563;14.3032;11.2294;6.7771
1;7.602;13.9549;8.4164;25.7298;22.0349;17.4927;28.5864;22.3638;24.026;15.0961;11.3269;7.8681
1;9.7816;13.0854;8.3267;25.513;24.2721;18.574;26.0278;20.6245;22.0119;15.731;10.9512;7.9855
1;9.5142;13.3655;7.996;25.9556;21.5343;16.9592;27.0529;21.5802;22.7762;16.2776;10.5375;7.1151
1;11.1174;12.2095;7.9174;25.8919;24.0387;17.4248;30.2708;22.7268;20.4933;16.9139;10.965;6.8203
1;9.6371;11.9609;7.8029;25.252;23.9968;16.8673;31.4742;22.4906;24.09;15.0434;10.8363;6.3409
1;8.7055;13.639;8.1311;25.2992;22.5493;18.1782;29.9583;21.0988;26.027;14.8263;10.562;6.2756
1;9.3269;12.5902;7.998;27.412;21.7173;16.2562;28.4925;22.3336;24.4589;13.8219;10.7332;6.9753
1;9.7313;12.3341;8.5503;28.3341;24.5435;18.4348;33.6857;23.6221;22.9262;11.8013;10.8275;7.0482
1;11.161;13.8335;8.5314;30.8383;23.4069;19.3037;40.293;22.2782;22.9662;13.5779;10.9256;6.9738
1;15.6229;13.4785;8.4684;30.9417;21.6134;18.5947;40.2172;22.46;24.8496;13.995;10.7173;7.2766
1;18.5347;14.7636;8.373;28.6273;22.5149;20.0156;29.2158;26.284;26.9969;13.1526;10.9528;7.5644
1;16.9348;15.3384;8.3895;29.4605;21.3418;21.653;29.5146;28.2176;29.1334;12.3427;10.9574;7.3339
1;13.8898;15.7156;7.9932;30.4731;24.8297;24.5645;28.204;25.0128;27.1695;12.1607;11.1757;6.9997
1;12.0148;13.9693;7.9555;29.3574;23.7825;24.6809;28.2931;26.7788;22.7923;14.3005;11.2651;8.2276
1;11.059;15.2707;7.9935;28.0231;24.7813;27.0872;31.0126;23.9627;22.423;14.1003;11.0483;9.5577
1;12.662;16.886;8.0948;26.7057;27.3015;24.2862;33.2088;24.3152;29.2497;14.7701;12.2152;9.1992
1;13.2766;17.1638;7.6453;27.2824;24.3845;23.2205;34.9129;24.3529;24.7189;14.4838;12.3265;10.6779
1;14.6029;17.3881;7.802;25.3317;25.5013;20.5407;38.7688;24.1801;21.2551;13.8704;11.9878;12.2159
1;13.7347;17.5639;7.5744;25.8157;21.2762;18.9281;38.1349;23.2909;18.8799;13.3136;11.2617;12.9096
1;15.834;18.0257;7.8754;26.08;21.684;16.8815;28.8336;20.7226;24.0684;11.5191;11.3923;12.9784
1;13.5306;20.8506;7.7004;24.8903;21.0588;17.837;30.4603;21.9794;21.1466;9.96;11.2059;11.9402
1;14.3451;20.9345;7.8505;27.6251;18.9803;18.3592;25.7331;20.1808;21.0888;9.439;11.3094;11.2125
1;13.0991;20.0749;7.5004;27.244;20.9345;17.3089;25.7633;18.0745;19.5196;8.2474;11.2906;11.943
1;11.3027;18.4963;7.8592;25.2324;23.0285;16.173;28.7726;16.46;17.209;9.3291;13.1163;12.8281
1;12.8112;18.5697;7.8615;24.5421;21.6503;14.4801;29.6877;15.282;15.9503;8.7221;12.7235;12.9397
1;11.6488;21.4207;7.8099;23.0811;22.2388;14.0533;29.1379;14.029;14.505;7.8831;12.713;13.5422
1;10.3378;22.7409;7.3592;22.5885;21.5059;13.4327;30.2403;12.7757;17.4687;7.2144;12.8269;15.075
1;9.7146;22.0662;7.7188;25.2841;17.7213;13.0079;31.9409;14.5915;16.3193;7.2461;12.6227;13.6453
1;10.4358;22.9796;7.346;22.9916;16.2458;12.3192;33.3919;13.9948;17.4979;8.2999;11.9021;14.5286
1;9.5396;23.8348;7.5151;21.8067;16.272;11.9778;35.6649;14.7346;18.5365;7.5824;11.8607;14.1909
1;8.9933;23.8837;7.324;21.8232;15.217;11.6355;33.7926;14.9168;21.4179;6.9998;11.452;14.851
1;9.4945;23.4526;7.4538;22.3784;14.7306;11.256;32.4271;16.4985;21.9968;6.7034;11.1417;15.8303
1;8.8732;21.5494;7.223;25.5431;15.7082;11.0161;34.1175;15.7832;21.436;6.1667;10.9549;15.0089
1;8.6868;22.5028;7.5875;23.1475;14.4562;10.9558;35.7971;17.0771;23.0415;7.2733;11.0222;13.546
1;9.089;22.8085;7.2253;25.2229;13.432;14.4897;35.1188;17.5745;24.1905;7.4634;10.8206;12.728
1;8.6398;24.778;7.3908;23.2724;13.4976;13.5879;31.3839;16.1445;26.3235;6.9006;10.628;13.5066
1;7.9775;24.8293;7.0942;23.7618;13.459;12.9619;30.3007;14.9339;23.3446;6.9824;11.0811;14.5226
1;9.0244;25.8094;7.3461;24.9028;13.9194;12.1675;31.2969;14.3183;25.0938;8.0267;10.8816;15.1365
1;8.4627;25.218;7.1251;23.6775;14.0479;11.8872;30.9584;14.9615;25.6537;7.2499;12.3416;13.563
1;7.9872;23.6101;7.1291;21.7018;14.6375;11.2493;27.7673;13.8551;26.6002;7.4258;12.1882;14.5232
1;7.6427;23.1351;6.976;23.0241;13.6731;12.0964;25.8503;15.8122;30.7184;7.4839;11.7313;13.6613
1;8.5562;24.7707;7.4873;23.732;12.8601;13.5152;30.0522;15.5357;32.2871;7.2421;11.4607;14.4257
1;7.9389;25.1712;7.1066;23.5526;13.3897;12.3648;27.583;17.8441;32.2315;7.6274;11.2818;13.003
1;7.5198;24.6754;7.202;22.6788;12.1257;11.8805;29.8102;20.7948;32.7273;8.0849;11.1264;12.2014
1;8.188;23.6399;6.7397;25.9186;12.522;11.4308;30.8359;18.9308;32.5788;7.3838;11.2881;12.2416
1;8.4428;19.716;7.0361;26.7722;13.6776;13.0156;28.1651;20.1845;30.7665;6.6584;10.8189;13.4951
1;7.8523;16.2979;7.0168;26.8339;12.6742;16.8158;25.5405;23.3766;28.2556;7.5408;11.0226;13.5094
1;7.7562;14.8054;7.3451;24.7809;13.4168;17.7734;25.6949;29.1416;26.9217;8.308;10.6199;16.6293
1;8.2613;14.3469;6.8774;21.8627;14.8538;15.9156;25.5975;33.4664;26.6967;8.7828;11.3968;16.2316
1;8.9267;13.1995;6.9474;24.2703;13.7496;15.3981;24.386;34.9392;28.8306;9.3146;11.1099;16.6623
1;8.9625;13.7341;6.8681;22.3727;13.8881;17.6551;23.0572;35.3857;25.7282;8.359;11.4476;15.4621
1;9.6524;14.6749;7.1474;25.0616;13.0792;16.5458;25.4738;34.8127;28.515;7.7477;11.616;14.0471
1;8.7436;15.2473;6.9252;25.0349;13.8656;14.9009;24.3109;34.3493;29.0128;7.8503;14.2376;15.2996
1;9.8442;15.5696;6.7075;22.469;13.6396;15.4567;24.0766;33.4551;27.3694;6.8772;13.72;16.527
1;10.526;16.7182;6.705;24.8985;14.3117;18.9174;22.7121;31.746;24.1865;7.5962;12.7699;14.9856
1;9.5868;16.5736;7.1727;25.2714;13.2756;17.4869;21.6024;31.6261;22.1637;8.9355;12.6139;16.2267
1;8.7317;20.1224;6.864;23.4666;12.4626;16.0907;20.85;32.5148;25.9877;9.0341;11.8575;15.8748
1;8.6716;21.0539;7.0895;23.3823;12.3865;14.6745;25.7062;31.4789;26.4145;9.2525;12.1925;14.8668
1;8.3409;21.9847;6.9101;22.4211;13.94;14.0337;28.7307;33.2438;27.2039;8.87;11.5593;13.8636
1;11.9379;19.8146;7.5733;22.7559;13.7568;13.2426;28.9144;33.3115;24.322;8.0079;11.764;12.5313
1;12.6367;19.3162;6.7693;21.7512;12.4575;12.4735;25.8629;33.352;26.9884;7.836;12.3256;14.6523
1;12.4215;19.5678;7.7432;22.8338;12.2482;15.0547;23.4872;28.7841;26.1194;7.347;13.3803;14.4776
1;10.7974;18.9405;7.6601;24.0178;13.0041;15.4185;23.2637;31.0348;23.7819;8.2931;13.1283;13.5949
1;12.2413;20.2156;9.4636;22.3576;14.528;17.7311;25.3643;31.2216;27.7953;7.766;12.6408;15.1751
1;12.0067;18.4089;10.4904;20.8254;15.549;17.5228;25.0076;29.1171;29.2619;8.8668;12.2371;16.0817
1;10.7352;19.6322;11.9694;20.5702;17.8849;16.0842;28.0279;31.4436;29.2016;8.1061;12.2677;15.1551
1;13.6027;18.6516;11.2614;20.3853;18.3696;15.3488;29.6435;33.8893;27.5309;8.9902;11.9694;14.4352
1;15.8241;17.3183;11.025;22.5966;17.1722;14.6443;27.03;31.8553;26.2171;8.9114;12.0524;14.7198
1;16.9306;17.6182;11.3177;21.9238;20.5408;13.3442;27.1045;29.4723;27.3797;8.1774;12.227;14.9386
1;16.1055;16.1614;11.0089;21.5751;19.4391;15.9855;26.9736;28.2369;28.5465;7.6757;12.1816;15.1842
1;16.1786;16.3187;11.4354;23.7059;22.3198;17.2738;26.3259;28.9009;26.8526;7.2845;14.4674;16.7362
1;18.8068;14.6251;11.408;23.0177;22.1538;16.38;26.7054;25.8232;26.6818;7.139;15.2048;15.7377
1;18.2474;14.1584;10.4779;23.1369;22.4195;16.8985;25.9437;27.8297;23.4524;8.6213;14.164;17.913
1;19.3441;12.9251;10.5369;22.7412;19.6409;15.7762;27.3943;25.2547;23.478;8.0162;13.4532;17.6327
1;21.4504;13.0714;10.6246;23.316;20.7563;16.1163;25.9632;26.7148;25.3724;7.6249;12.6875;16.1692
1;18.0882;13.0655;12.4961;23.3126;21.5036;18.5041;25.4065;25.648;25.7597;7.5549;11.9886;15.2598
1;16.0324;13.9461;12.7519;21.3983;22.3972;18.4666;27.6376;24.088;26.4639;7.1039;11.2453;16.0026
1;15.9322;12.6128;15.145;19.2343;21.4257;21.2923;28.4823;24.4524;26.7647;7.2188;10.6753;16.9134
1;17.0081;13.7842;13.521;17.8882;23.173;20.6343;25.8155;25.4982;27.6928;7.6004;11.1735;17.4131
1;15.9375;12.4102;14.3754;18.7005;23.6013;20.4555;26.7437;25.7161;27.8919;8.3849;11.1492;16.7192
1;16.1496;11.3701;12.8546;16.9915;24.3955;18.6851;26.8513;23.4658;25.2546;8.4114;11.063;16.2459
1;16.6203;12.1004;13.8568;16.2613;24.5033;17.1436;26.2919;25.702;26.3475;8.6108;10.8021;16.4814
1;14.3604;12.8252;12.5708;18.8797;21.7918;17.7189;28.1261;26.3452;26.136;8.7523;10.9263;17.7714
1;12.8106;12.5975;12.1829;18.2298;28.8956;19.6614;27.8178;30.182;25.6223;9.1333;10.9123;16.1288
1;10.962;14.5862;11.2632;19.4669;25.4363;18.9735;28.1456;26.8612;24.7512;10.0841;10.8922;17.1267
1;11.6033;14.6346;11.2196;19.9167;26.0321;18.1787;26.3625;27.497;23.6808;10.7229;10.8213;16.7318
1;10.3297;14.7948;10.1541;18.5563;24.5203;16.3583;23.1424;26.4582;23.6805;10.6742;10.5147;18.1726
1;9.6327;17.3521;10.3112;17.014;23.1628;17.7144;24.3654;27.4137;25.1155;10.2141;10.7563;18.0616
1;8.9334;17.7164;10.9265;15.9084;20.9575;18.3997;25.2672;26.572;23.3178;9.2918;10.4948;17.4274
1;8.5328;18.4235;11.1631;17.7324;25.0205;17.2758;25.7839;28.9894;23.8901;8.9512;10.3667;17.5263
1;9.1981;16.9233;10.4129;16.3615;23.9422;16.5922;23.4192;26.7;26.3716;7.9915;10.7137;18.5382
1;8.6661;17.5567;10.2477;15.5041;24.4218;16.0748;21.4713;29.8019;25.8446;8.0604;10.6361;17.1007
1;8.3796;20.0491;11.3695;14.284;22.1446;15.1658;24.4249;32.7095;25.5504;7.8152;11.0221;15.289
